@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE VG_min NUMERIC

@DATA
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S326668183-079.cnf,1,0.0001,0.088,0.0001,0.0001,5340,0.0385,0,1.0003,0.0161,0.0112,0.0001,4485.3,0,4485,4444,0.8921,0.0313,0.0002,0.0627,4540,4398,4563,0.164,5340,60,0.051,0,0,60,4563,0,0.682,14,0.3115,22.083,22.554,2,0.166,10.488,0.0079,0.0614,22.083,0.0291,2.0516,22.842,2,4398,0,0,0,?,2,0.8888,?,2.1233,?,0.8748,0.011,0.0123,?,10,2.9795,0.4097,0.011
SAT_RACE2006/SAT-Race_TS_1/simon-mixed-s02bis-03.cnf,1,0.069,0.4794,0.0482,0.0603,68561,0.1032,4.0963,1.0402,0.1038,0.2833,0.0594,120.68,0.0275,113,87,0.673,0.0552,0.2072,0.2757,147,63,177,0.2646,60467,20470,0.1916,0.2505,0.195,17130,289,0.9665,0.7168,3440,0.4963,2.5682,3.5,387,0.488,3386.8,0.0993,0.5545,3.1375,0.0644,1.0348,4.069,498,44,0.0269,0.7013,0.9263,0.372,253,45.302,0.7143,1.1334,0.9434,0.7727,0.0086,0.4206,1.7601,3377,1.7173,0.3635,0
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest04-lksat-n1100-m7545-k4-l4-s310659001.sat05-524.reshuffled-07.cnf,1,0.1806,0.3636,0.0748,0.109,7545,0.3844,0.3823,1.0229,0.1181,0.1396,0.0517,1863.6,0.0236,2870,254,0.6477,0.1296,0.2947,0.2453,3438,203,3775,0.4528,7072,1100,0.2214,0.0028,0.1145,987,3775,0.0117,0.8822,206,0.3762,2.9322,3.0787,5.1724,0.476,192.82,0.0465,0.3157,2.9557,0.0999,3.1833,25.723,6,118,0.0095,0.0907,0.0409,0.1781,5,0.8182,0.4387,0.6877,0.2144,0.8158,0.0045,0.8243,3.9169,193,2.7516,0.8602,0.0007
SAT-Race-2010-CNF/software-verification/nec/hard-9-U-10652.cnf,1,0.3172,1,0.0969,0.1941,3070000,3.6771,2.1287,1.7162,0.7701,0.1377,0.0082,0,0,0,0,0.4199,0.2095,0.5,0.7987,0,0,0,2.6317,878000,1020000,0.9938,0.4535,7.4571,121000,0,0.7789,0.7658,39268,0.5037,0,0,10,1,39268,0.1109,0.456,0,0.2209,3.0671,0,10,0,0,1.4522,2.8315,?,10,2.065,?,12.752,?,0.9609,0.005,0,?,39268,2.7218,1.3815,0
SAT_Competition2009/CRAFTED/edgematching/explicit/em_12_2_4_exp.cnf,1,0.0268,0.9883,0.0131,0.0213,682000,0.6114,0.2406,0.6881,0.9709,0.0184,0.0087,75.724,0.0058,90,25,0.2283,0.9151,0.0501,0.9218,111,18,126,0.3469,682000,12584,0.9865,0.7971,0.0038,12536,132,0.9485,0.2973,5894,0.8701,10.775,19.603,5.125,0.9891,5362.8,0.9577,0.9145,13.472,0.155,0.8194,24.943,7,13,0.0049,0.6573,0.7941,?,5,1.0176,?,20.281,?,1.0769,0.0003,0.56,?,5853.5,3.0234,0.6904,0
SAT_Competition2007/random/OnTreshold/7SAT/v60/unif-k7-r89-v60-c5340-S1119543818-13.UNSAT.shuffled.cnf,1,0.0001,0.1041,0.0001,0.0001,5340,0.0393,0,0.995,0.032,0.0112,0.0001,4501.3,0,4500,4462,0.7183,0.0337,0.0001,0.0681,4550,4417,4610,0.1561,5340,60,0.0597,0,0,60,4610,0,0.6847,13,0.3093,22.647,22.715,2,0.13,10.504,0.0138,0.0596,22.647,0.0252,2.1208,22.776,2,4417,0,0,0,?,2,0.8865,?,2.11,?,0.8756,0.011,0.014,?,10,2.8817,0.363,0.011
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S335550727-070-UNKNOWN.cnf,1,0.0001,0.0958,0.0001,0.0001,17000,0.0372,0,1.0156,0.0285,0.0118,0.0001,3868.8,0.0001,3964,3857,0.7362,0.0338,0.0003,0.0688,4150,3504,4150,0.1626,17000,200,0.0587,0,0,200,4150,0,0.6846,39,0.316,56.275,57.6,2,0.1471,33.298,0.0145,0.0667,56.275,0.0259,2.1473,58.195,2,3504,0.0001,0,0,?,2,0.8686,?,1.6309,?,0.8709,0.0117,0.0608,?,33,3.1483,0.3574,0.0117
SAT_Competition2009/CRAFTED/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,0.058,0.3773,0.039,0.056,31795,0.6817,1.6799,0.9221,0.2107,0.2264,0.0314,759.5,0.0252,580,532,0.4423,0.0745,0.0699,0.2872,990,480,1219,0.9468,13274,9638,0.2618,0.1932,2.2073,3005,1560,0.9916,0.6854,576,0.495,33.556,41.67,6.5224,0.4497,556.76,0.2005,0.5431,36.816,0.077,1.4292,51.454,7,382,0.0178,0.5399,0.2145,0.2649,4,0.7932,0.5273,0.5677,1.1612,0.7965,0.009,0.4261,2.6677,557,1.9809,0.4454,0.0003
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-61-100.cnf,1,0.317,0.0737,0.3042,0.3166,132,0.1711,0.0601,0,0.0037,0.4621,0.3122,4051.3,0.3046,4003,3872,1.2893,0.0546,0.3174,0.0572,4199,3844,4464,0.2535,132,61,0.0079,0,0,61,4464,1,0,12,1,10.305,10.557,5,0.2014,9.4446,0.0004,0.5,10.305,0.1234,0.4461,11.042,5,3844,0.2612,0,0,0.1895,5,0.8842,0.2,1.052,0.1298,0.8148,0.053,0.0495,0.536,9,0.2836,0.065,0.0455
SAT_Competition2007/random/LargeSize/3SAT/v4000/unif-k3-r4.2-v4000-c16800-S669431406-04.cnf,1,0.1763,0.5627,0.0936,0.1259,16800,0.289,0.2916,0.6999,0.21,0.2342,0.0808,58.432,0.0471,55,48,0.5739,0.2311,0.7257,0.3945,63,43,75,0.3959,16706,4000,0.3877,0,0.0225,3912,168,0.9682,0.5862,884,0.496,30.022,37.567,4.9988,0.7093,850.05,0.093,0.4945,35.545,0.1712,3.3642,39.419,5,32,0.0283,0.1493,0.0648,0.1034,4,0.8577,0.3333,0.6527,0.2456,0.8238,0.0043,0.3167,2.9598,858.5,2.325,0.6579,0.0004
SAT_Competition2007/industrial/industrial/palacios/hard/sortnet-6-ipc5-h11-unsat.cnf,1,0.0886,0.8755,0.028,0.0454,95880,2.0669,1.312,1.8684,0.4175,0.0923,0.0085,3524,0,3550,3498,0.4535,0.2194,0.2731,0.6387,3550,3498,3550,2.8388,46272,27724,0.737,0.4644,5.4897,4272,3550,0.6334,1.0154,1366,0.3129,30.048,30.048,10.469,0.9457,1319.7,0.1595,0.6868,30.048,0.2149,3.768,33.821,13,3498,0,1.7865,0.8377,?,8,0.9651,?,2.7645,?,0.9748,0.0125,0.0074,?,1340,3.3858,1.3757,0.0002
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-27.cnf,1,0.1064,0.6173,0.0438,0.0579,29194,3.1498,2.7875,1.5682,0.1647,0.1818,0.0273,968.92,0.0143,955,666,0.6623,0.1289,0.2634,0.3976,1214,558,1342,4.4282,19862,7729,0.3926,0.312,1.1404,3611,1678,0.6876,0.8848,776,0.3217,17.216,24.652,6.9747,0.7815,751.36,0.0379,0.6008,21.171,0.1283,2.5713,27.272,9,450,0.0035,1.3734,0.3402,?,5,0.8306,?,0.7491,?,0.8671,0.0746,0.3632,?,754,2.3683,1.0173,0.0003
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/500/unif-k3-r4.25-v500-c2125-S287307030-088.cnf,1,0.1668,0.5681,0.0872,0.1208,2125,0.2848,0.2831,0.7315,0.2113,0.2306,0.0735,3853.4,0.0452,3832,3810,0.5748,0.227,0.7713,0.3923,3928,3780,3967,0.4017,2112,500,0.3973,0,0.0267,487,3967,0.9597,0.5894,117,0.4973,26.13,26.372,4.0165,0.6981,107.17,0.08,0.4877,26.13,0.1683,3.3261,27.224,5,3780,0.0225,0.1687,0.0646,0.1073,4,0.8552,0.2857,0.9332,0.2402,0.8405,0.0237,0.016,2.9658,107,2.3167,0.7275,0.0019
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g10b.cnf,1,0.1411,0.7649,0.0671,0.1098,242000,1.5223,1.3433,1.8027,0.4205,0.1333,0.0565,394.81,0.0164,377,345,0.4731,0.1864,0.4563,0.5606,445,312,457,1.7432,101000,81569,0.6003,0.1406,5.0471,13489,636,0.526,0.7385,3686,0.3665,11.936,17.073,6.6657,0.8724,3640.8,0.1082,0.5046,13.953,0.1447,3.0185,18.076,9,275,0.0005,1.6595,0.4117,?,5,0.8751,?,0.7781,?,0.8884,0.0058,0.1897,?,3630,2.7996,0.9055,0
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl009.sat05-2721.reshuffled-07.cnf,1,0.5,0.7999,0.4405,0.4999,7989,4.1643,1.5053,2.9448,0.6657,0.2064,0.4996,1465.2,0.4944,1695,746,0.2292,0.5215,1,0.6991,2326,535,2673,2.4581,6704,1477,0.7492,0.0868,0.0672,1384,2678,0.1029,0.9046,76,0.288,13.855,17.057,4.5206,0.8331,67.603,0.543,0.1244,15.293,0.2127,2.7275,18.31,5,368,0.1144,2.5765,0.435,?,4,0.9141,?,0.824,?,0.9497,0.18,0.5252,?,67,1.3388,0.3544,0.0004
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00070.sat05-1324.reshuffled-07.cnf,1,0.4922,0.7758,0.4324,0.4811,7375,1.269,0.4211,2.4294,0.3504,0.032,0.4516,1591.6,0.416,1406,1093,0.4359,0.5541,0.4988,0.5691,2340,745,2578,1.5104,6967,257,0.5956,0.0007,0.1525,223,2977,0.0053,0.8052,12,0.2359,9.6729,11.895,4.1892,0.8537,8.7432,0.2114,0.0274,10.269,0.3233,3.6041,12.736,5,535,0.3382,1.886,0.2227,?,4,0.9909,?,4.9164,?,0.9894,0.0116,0.4511,?,9,2.313,0.1545,0.0016
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1617172756-030.SATISFIABLE.cnf,1,0.1685,0.5892,0.0917,0.1227,2982,0.2931,0.2932,0.7236,0.2132,0.2308,0.0805,3701.9,0.0468,3707,3681,0.567,0.2354,0.478,0.4054,3764,3613,3794,0.4275,2951,700,0.4064,0,0.0279,681,3794,0.9634,0.5837,163,0.5027,33.336,34.342,4.0176,0.7112,151.13,0.0895,0.5009,33.336,0.1739,3.338,35.304,5,3613,0.0265,0.1697,0.0714,0.105,4,0.8508,0.25,0.8628,0.2525,0.8412,0.0227,0.0148,2.9922,151,2.4117,0.6502,0.0014
SAT_Competition2009/CRAFTED/Hard/contest04/others/equilarge_l4.sat05-521.reshuffled-07.cnf,1,0.1391,0,0.1038,0.1378,18603,2.8213,2.1574,1.3329,0,0.1534,0.1307,1343.9,0.0598,1125,883,2.4517,0.0336,0.2391,0.0826,2250,586,2262,2.569,18167,4499,0,0.0754,0.6143,2787,2262,0.2778,0.8329,467,0.4114,26.196,26.514,11.422,0.2383,450.9,0,0.3863,26.196,0.1026,0.818,28.947,14,586,0.0136,0.7632,0.1693,?,8,0.7453,?,0.4123,?,0.7478,0.0092,0.4672,?,451,2.0122,0.4835,0.0003
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-25.cnf,1,0,0.6928,0,0,76775,0.0054,0.0846,0.6766,0.6928,0.0081,0,2790.3,0,3170,2281,0.003,0.5235,0,0.6929,4079,1631,4079,0.0054,76775,625,0.6928,0.3917,0,625,4079,0.9993,0.5485,312,0.5939,33.813,34.787,3,0.6977,297.47,0.6892,0.9993,33.813,0.002,0.0335,35.635,3,1631,0,0.6746,0.2865,?,3,0.9958,?,39.336,?,0.9996,0.0024,0.3308,?,298,0.7452,0,0.0012
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S1143439968-082-UNKNOWN.cnf,1,0.0048,0.2459,0.0028,0.0034,40000,0.1,0.0922,0.8302,0.0721,0.05,0.0023,16.876,0.0015,16,14,0.6762,0.0805,0.0201,0.1689,19,12,22,0.2317,40000,2000,0.1552,0,0,2000,42,0,0.6477,407,0.3753,47.65,69.138,3,0.3313,385.53,0.0313,0.1873,63.182,0.0594,3.0216,74.733,3,9,0.001,0,0,?,3,0.8539,?,0.9254,?,0.8403,0.0123,0.2732,?,385,2.8754,0.6856,0.0061
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S566590366-099.cnf,1,0.0002,0.1026,0.0001,0.0001,13600,0.0386,0,1.0094,0.0304,0.0118,0.0001,4183.5,0.0001,4259,4103,0.6741,0.0345,0.0002,0.0702,4400,3972,4400,0.1625,13600,160,0.0648,0,0,160,4400,0,0.6824,32,0.3144,47.011,49.5,2,0.1373,26.671,0.0134,0.0646,47.011,0.0241,2.126,49.747,2,3972,0.0001,0,0,?,2,0.8653,?,1.6754,?,0.8729,0.0117,0.0385,?,27,3.0693,0.3652,0.0117
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-unsat-gt-060.sat05-1312.reshuffled-07.cnf,1,0,0.4965,0,0,207000,0,0,0.5956,0.4965,0.0171,0,486.91,0,378,62,0,0.3296,0,0.4965,950,25,1142,0.1744,207000,3600,0.4965,0.0085,0.0169,3540,1313,0.9997,0.5824,1277,0.5011,59.504,70.583,3,0.4965,1195,0.4965,0.5059,62.763,0,0,126.75,3,20,0,0.0518,0.3184,?,3,1.0152,?,21.034,?,1.2206,0.0011,0.9329,?,1243,3.5323,0,0.0011
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S1215030506-14.cnf,1,0.0002,0.0792,0.0001,0.0001,11900,0.0429,0,1.0113,0.0221,0.0118,0.0001,4186,0.0001,4121,4066,0.7967,0.0282,0.0002,0.0574,4264,4040,4439,0.1682,11900,140,0.0515,0,0,140,4439,0,0.6773,28,0.3158,42.588,43.669,2,0.1185,23.236,0.0077,0.0623,42.588,0.0234,1.9724,43.744,2,4040,0.0001,0,0,?,2,0.8662,?,1.712,?,0.8701,0.0117,0.0354,?,23,3.1071,0.4011,0.0117
SAT_RACE2008/velev-engi-uns-1.0-4nd.cnf,1,0.0692,0.9416,0.0181,0.017,67586,2.2027,1.5913,1.5953,0.7081,0.0808,0.0019,3206.3,0.0001,3375,2629,0.3302,0.3446,0.2146,0.7678,3615,2629,3615,1.8082,63162,7000,0.8718,0.7426,0.3709,5106,3615,0.841,0.8221,2096,0.5461,70.543,70.543,4.3024,0.9703,2012.2,0.2903,0.8232,70.543,0.2222,4.0084,92.087,5,2629,0,1.1497,1.1113,?,4,0.9796,?,3.0549,?,0.9935,0.0199,0.1309,?,2045,3.5933,1.9005,0.0001
SAT_Competition2007/random/2+p/p0.7/v4500/unif2p-p0.7-v4500-c12015-S1349608788-18-UNSAT.cnf,1,0.3056,0.6172,0.1816,0.2374,12014,0.429,0.4663,1.4043,0.2282,0.3147,0.1686,1477.8,0.1018,1198,1009,0.5828,0.2991,0.9128,0.4309,1798,983,2484,0.5144,10253,4500,0.4106,0.2494,0.3945,3227,2484,0.7973,0.7572,697,0.4774,29.215,29.565,5.649,0.7759,674.17,0.1028,0.5213,29.215,0.2155,3.1056,33.312,7,983,0.057,1.1559,0.2798,0.154,5,0.8499,0.6667,0.5788,0.4547,0.8372,0.0085,0.3919,3.1714,673,2.2018,0.6285,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v50-c1065-S827703138-064.UNKNOWN.cnf,1,0.0028,0.2114,0.0018,0.0022,1065,0.0993,0.004,0.8147,0.0395,0.0469,0.0016,4533,0.001,4521,4516,0.8631,0.0734,0.0108,0.1471,4553,4508,4569,0.2082,1065,50,0.1236,0,0,50,4569,0,0.6286,13,0.3739,13.423,13.65,2.0408,0.3706,10.363,0.009,0.1934,13.423,0.0686,2.676,13.789,3,4508,0.0007,0,0,0.2192,2,0.8933,0.2523,1.8791,0.0588,0.8666,0.046,0.0047,4.039,10,2.6534,0.8315,0.0451
SAT_Competition2011/SAT02/handmade/simon/satex-challenges/c6288.shuffled.cnf,1,0.0372,0.159,0.0332,0.0365,14813,1.1141,1.3821,1.2015,0.0083,0.2273,0.0297,913.81,0.021,692,608,1.2881,0.1032,0.2091,0.1154,1414,524,1640,1.0236,8702,5008,0.0975,0.2396,1.5319,1978,2412,0.8762,0.7424,412,0.4775,22.591,25.692,6.1168,0.1946,391.41,0.0074,0.5419,23.269,0.1153,1.2453,27.294,7,477,0.0206,0.9063,0.5709,0.1235,4,0.8346,0.5818,0.6927,1.0505,0.8422,0.0138,0.5707,2.9571,391,1.9041,0.834,0.0006
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S315403000-060.cnf,1,0.0051,0.248,0.0028,0.0035,16000,0.0968,0.0761,0.8276,0.081,0.05,0.0023,58.436,0.0015,54,50,0.671,0.0837,0.0136,0.1744,64,46,72,0.2325,16000,800,0.1589,0,0,800,131,0,0.6537,166,0.373,42.444,49.862,3,0.3336,153.08,0.0329,0.1856,46.481,0.062,3.0527,52.441,3,38,0.0011,0,0,?,3,0.8699,?,1.0837,?,0.8445,0.0244,0.2667,?,153,2.8588,0.6342,0.0152
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f6bi.cnf,1,0.1503,0.7809,0.0747,0.1158,189000,1.2077,1.1044,1.8569,0.3871,0.1325,0.0609,373.24,0.0154,374,325,0.4946,0.1956,0.4543,0.5597,441,304,451,1.4224,75809,63824,0.6133,0.1357,5.3538,10045,544,0.4896,0.7417,2782,0.3641,8.7816,10.13,7.6133,0.8723,2659.2,0.0883,0.5137,9.1111,0.1543,3.1591,10.977,9,135,0.0005,1.7227,0.4098,?,6,0.9016,?,0.9535,?,0.8795,0.0064,0.2216,?,2722,2.8924,0.9764,0.0001
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S274764005-003.cnf,1,0.1767,0.5744,0.0934,0.1252,33600,0.2889,0.2919,0.7018,0.2061,0.2341,0.0798,24.104,0.0477,23,18,0.5804,0.2299,0.8248,0.3949,27,17,34,0.4013,33388,8000,0.3874,0,0.0237,7815,57,0.9669,0.5863,1742,0.4953,33.25,45.056,5.0133,0.7131,1705.2,0.0861,0.4937,41.417,0.1729,3.3602,49.759,6,12,0.0287,0.1501,0.0618,0.1028,5,0.8607,0.2857,0.6226,0.244,0.8264,0.0021,0.346,2.9598,1704,2.3326,0.6636,0.0001
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-25.cnf,1,0.1173,0.3731,0.0546,0.0627,124000,1.5026,1.405,1.2706,0.0836,0.206,0.0443,0,0.0261,0,0,0.746,0.0784,0.2759,0.2341,0,0,0,1.9318,74150,37821,0.184,0.158,1.4758,15276,0,0.7276,0.7095,3174,0.3613,0,0,8.8006,0.4602,3147.8,0.0488,0.5161,0,0.0911,2.2136,0,12,0,0.0188,1.0449,0.231,?,7,0.8451,?,0.8104,?,0.8531,0.0048,0,?,3144.5,2.2671,0.7961,0.0001
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9nidw_s.cnf,1,0.1508,0.782,0.0768,0.1198,1010000,1.8651,1.7004,1.8016,0.5446,0.1252,0.0777,322.1,0.0224,336,269,0.3826,0.1739,0.4583,0.6219,403,215,414,2.2622,424000,339000,0.6551,0.1254,5.3838,53041,414,0.4497,0.7015,14728,0.3793,9.009,9.5608,7.3,0.8852,14693,0.2253,0.4652,9.1852,0.1505,2.6349,10.35,8,147,0.0012,1.644,0.398,?,7,1.1827,?,2.3515,?,0.9032,0.004,0.2591,?,14728,2.4086,0.7729,0
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/grid-pebbling-unsat-grid-pbl-0300.sat05-1350.sat05-1350.reshuffled-07.cnf,1,0.4649,0.0012,0.4604,0.4604,180000,0.0859,0.1396,0.9815,0,0.5133,0.4604,456.13,0.4604,358,222,2.6481,0.0384,0.4665,0.0533,588,155,973,0.6574,2098,90300,0,0.0019,82.844,1077,1421,0.0029,0.8647,75,0.3719,5.3563,7.583,27.965,0.4414,67.214,0,0.3208,6.4754,0.1051,0.4126,9.0033,32,85,0.4587,0.0465,0.0278,0.1572,21,0.9076,0.7818,0.5565,0.0858,0.9067,0.0062,0.6718,0.6325,67,1.8343,0.0113,0.0029
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1890278326-03.cnf,1,0.175,0.5696,0.0921,0.1236,54600,0.2898,0.2933,0.7079,0.2066,0.2341,0.0794,13.01,0.0474,12,10,0.5791,0.227,0.7897,0.392,15,9,19,0.4011,54264,13000,0.3806,0,0.0231,12706,25,0.9663,0.5866,2786,0.496,24.842,50.5,5.0821,0.7066,2758.4,0.0884,0.4925,44.5,0.1704,3.3638,56.875,6,5,0.0282,0.1538,0.0636,0.1024,5,0.9601,0.3333,0.8478,0.2444,0.8267,0.0013,0.2989,2.9624,2760,2.3267,0.651,0
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S936047914-093-UNKNOWN.cnf,1,0.0052,0.2489,0.0028,0.0037,25000,0.1022,0.0896,0.8259,0.0757,0.05,0.0023,31.353,0.0015,31,26,0.6732,0.0824,0.0143,0.1739,35,23,40,0.2329,25000,1250,0.1586,0,0,1250,75,0,0.6444,254,0.3743,51.033,59.379,3,0.3331,237.75,0.0311,0.1868,56.091,0.0614,3.0395,63.686,3,19,0.001,0,0,?,3,0.8559,?,1,?,0.8433,0.0182,0.2502,?,238,2.8664,0.657,0.0098
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-05r-k90.cnf,1,0.0634,0.8239,0.022,0.0301,976000,1.0796,0.9054,1.7976,0.3081,0.1265,0.0074,644.33,0.0009,650,123,0.5129,0.1896,0.277,0.5801,1160,123,1160,1.0932,615000,180000,0.662,0.6783,1.3152,77806,1160,0.7474,1.0779,28593,0.3914,14.488,14.488,82.404,0.9292,19069,0.1105,0.7063,14.488,0.1632,3.5313,17.138,83,123,0.0001,1.3638,0.8727,?,81,1.4049,?,6.5257,?,1.0165,0.0004,0.6571,?,28593,3.2327,1.5311,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-11-11-unsat.cnf,1,0.0468,0.692,0.0467,0.0468,726,0,0,0,0.6919,0.1667,0.0467,4926.3,0.0467,4931,4917,0.0001,0.0476,0.0469,0.692,4941,4916,4941,0,726,121,0.6919,0.8333,0,121,4941,0.8333,0,47,1,41.899,47.005,2,0.6921,39.792,0.6919,0.8333,41.899,0,0,48.273,2,4916,0.0467,0.4506,0.9583,0.0755,2,0.9718,0.087,2.6578,0.8944,0.9679,0.1653,0.0021,0.4506,40,0,0.0014,0.1653
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-f6i.cnf,1,0.1489,0.7576,0.0767,0.1171,145000,1.1627,1.0431,1.8915,0.3649,0.1338,0.0672,457.6,0.0159,456,362,0.5039,0.2015,0.4462,0.5401,516,339,672,1.3981,56173,48917,0.6039,0.1406,5.511,7513,921,0.4884,0.7427,2097,0.37,9.5874,11.117,7.6489,0.8457,2047.7,0.0717,0.5124,10.214,0.156,3.1477,13.101,9,84,0.0004,1.7139,0.3967,?,6,0.9366,?,0.972,?,0.9081,0.0032,0.3289,?,2048,2.8853,0.9217,0.0001
SAT-Race-2010-CNF/hardware-verification/manolios/c9b_i.cnf,1,0.1517,0.7969,0.07,0.1077,110000,1.4024,1.244,1.6656,0.2834,0.1415,0.0555,666.35,0.0148,654,556,0.5592,0.1876,0.4343,0.545,779,537,863,1.5522,45120,37024,0.5979,0.1224,4.7995,6384,978,0.5613,0.7237,1770,0.3559,9.591,14.843,6.4799,0.9482,1710.9,0.0824,0.5226,13.725,0.1568,3.0642,18.136,7,401,0.0027,1.5641,0.4728,?,5,0.8832,?,0.8928,?,0.9007,0.0085,0.2082,?,1737.5,2.8283,0.9791,0.0001
