@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC

@DATA
./SAT07/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf,1,0.0001,0.4555,1.0463,0.8596,0.0262,0.5799,0.6356,25.3062,0.2037,0.3767,14.2579,0.6706,0.1552,0.013,0.0069,3.2097,2.1871,0.7749,13755,1.1196,0,1.6066,25.3062,0.0037,0.0001,0.0323,0.8909,0.067,14,13.411,0,0.7631
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,1,0.0025,1.9209,1.2703,0.943,0.218,0.9744,0.9709,549.2727,0.5198,0.3787,285.8921,0.916,0.1659,0.0569,0.3318,179.6404,2.152,0.5155,5815.33,0.6756,11868,1.4707,520,0.0053,0.0004,0.2491,0.9928,0.0678,27,25.9162,0,0.9674
SAT-Race-2010-CNF/software-verification/nec/hard-18-U-10652.cnf,1,0,2.9214,0.7687,1,0.1563,3.8092,0.4402,0,0.5,0.5,0,0.9971,0.2239,0,0,0,5.9733,0,244817,0,0,2.0505,0,0,0.0001,0.3072,1.2073,0.1733,11,11,0,0.4577
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step20.cnf,1,0.0011,0.9322,0.9718,0.9554,0.0708,1.1365,0.8938,116.272,0.4859,0.4909,58.7308,0.8311,0.2925,0.0243,0.441,22.6188,0.3296,0.7003,1142.5,0.4274,0,0.1376,116.272,0.0015,0.0002,0.3138,0.9882,0.0439,13,11.0183,0,0.9006
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor032.cnf,1,0.0213,0.6025,0.7644,0.5187,0.0956,0.5757,0.2537,34.1275,0.4432,0.4464,18.6821,0.2604,0.1758,0.0095,0.0201,15.25,1.7915,0.3039,129.673,0.259,1194,0.7752,26.5546,0.0231,0.0006,0.1355,0.8854,0.0201,8,7.0039,1135,0.5052
./SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray04_32.cnf,1,0.0094,0.3531,0.9075,0.2174,0.0387,0.1696,0.3405,20.4649,0.286,0.3615,14.0854,0.1223,0.0713,0.0096,0.0229,11.576,0.9932,0.3241,91.4237,0.2601,1145,0.3154,19.8184,0.0095,0.0005,0.0441,0.8257,0.0008,28,22.6118,1079,0.4905
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsmhdlc2-tseitin.cnf,1,0.0043,0.3446,0.7917,0.6612,0.0647,0.2158,0.2386,18.7504,0.3296,0.4266,12.4678,0.3101,0.1198,0.0062,0.0143,11.0167,2.2049,0.2128,902.625,0.9726,3447,0.8807,16.4417,0.0173,0.0002,0.1227,0.8786,0.045,12,9.8161,0,0.4885
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,0,1.2893,0.6828,0.9827,0,8.7988,0.9588,0,0.1855,0.6736,0,0.9333,0.2545,0.4016,1.4142,0,0.423,0,223697,0,0,0.644,0,0,0.0001,0.0013,1.3907,0.7944,72,71.7037,0,0.9588
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,0,0.4363,0.9082,0.9512,0.0352,2.7937,0.512,21.2353,0.0811,0.4003,5.5076,0.7791,0.1485,0,0,1,0.8774,1.1806,134464,0,0,0.4515,21.2353,0.0018,0,0.0463,0.9837,0.1594,117,115.8095,0,0.6907
./SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-23.cnf,1,0.0151,0.5451,0.5895,0.7081,0.0403,0.2961,0.0741,50.6299,0.2556,0.3964,28.2328,0.0632,0.1052,0.005,0.0136,22.6167,8.0676,0.3764,753.6,0.138,3366,2.9004,50.6299,0.0215,0.0002,0.084,0.8882,0.0068,26,21.0031,3331,0.3972
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp3-tseitin.cnf,1,0.0058,1.1904,0.7532,0.9574,0.243,0.1916,0.1894,0,0.9999,0.4198,0,0.2085,0.137,0.2292,0.2292,0,3.1085,0,180.75,0.3981,4169,1.4633,0,0.0313,0.0003,0.3159,0.8969,0.0574,9,7.6804,4059,0.6102
./SAT09/APPLICATIONS/crypto/desgen/gss-21-s100.cnf,1,0.0133,1.0745,1.5427,0.9253,0.0425,0.6282,0.6596,0,0.1731,0.1914,0,0.8522,0.1525,0.004,0.0114,0,1.2843,0,297.625,0.4615,4146,0.6546,0,0.0216,0.0004,0.0561,0.9372,0.2382,10,8.3451,4025,0.8917
./SAT02/industrial/goldberg/rand_net/rand_net60-25-10.shuffled.cnf,1,0.0098,0.822,0.8668,0.7604,0.062,0.5561,0.4984,41.868,0.2921,0.4762,32.1773,0.4975,0.1238,0.1525,0.0537,27.4591,0.6988,0.2228,14.8987,0.2148,482,0.3377,41.868,0.0208,0.0021,0.0945,0.874,0.1461,7,6.6737,446,0.582
./SAT02/industrial/dellacherie/comb/comb1.shuffled.cnf,1,0.0052,0.3644,0.7882,0.6082,0.0373,0.4589,0.3049,36.863,0.3276,0.4833,25.9926,0.2704,0.0928,0.0139,0.0355,23.4669,2.5053,0.1396,72.856,0.2755,395,1.006,30.7381,0.0127,0.0013,0.0543,0.8821,0.0387,8,6.6926,359,0.5288
./SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate032.cnf,1,0.0117,0.3086,0.8011,0.3212,0.0466,0.1694,0.316,0,0.2787,0.3653,0,0.0917,0.0676,0.01,0.0219,0,0.8373,0,214.17,0.5938,964,0.3345,0,0.021,0.0004,0.0466,0.8326,0.0567,17,15.6136,917,0.4947
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w8.shuffled.cnf,1,0,0.8023,1.0326,0.6926,0.0002,2.8642,0.7657,0,1,0.4471,0,0.4921,0.0352,0.0013,0.0119,0,0.1567,0,1098.56,0.4873,3251,0.0052,0,0,0.0007,0.0148,0.9928,0.2921,7,5.68,0,0.5948
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,0.0169,0.7063,0.6827,0.5945,0.168,0.1681,0.1544,49.2159,0.2404,0.4407,36.8879,0.1584,0.2397,0.0068,0.015,26.5318,1.5701,0.2539,222.391,1.3316,2114,0.5577,49.2159,0.0547,0.0005,0.2402,0.8776,0.0054,6,5.5863,2042,0.3871
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom15.cnf,1,0.0212,0.7069,0.6797,0.5937,0.17,0.1465,0.1424,33.7874,0.2404,0.4362,31.1839,0.1577,0.2415,0.0071,0.0132,30.9132,1.5656,0.0958,135.846,0.2893,2764,0.5509,33.7874,0.0587,0.0004,0.2402,0.8786,0.0037,6,5.5526,2689,0.3838
./SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,0.0018,0.8084,0.2793,0.9629,0.0293,4.2519,0.816,0,0.3971,0.8901,0,0.8581,0.1983,0.0056,0.0984,0,1.9864,0,2.7871,0.1526,64,2.2089,0,0.0064,0.0241,0.1345,0.9904,0.5489,5,4.1233,50,0.832
./SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,0.0001,0.7067,0.1301,0.7546,0.0419,2.1647,0.8536,42.4251,0.1168,0.9634,33.9205,0.7047,0.1777,0.0442,0.0763,31.5698,0.4109,0.1316,1.9512,0.1795,119,0.2727,42.4251,0.0015,0.0122,0.088,0.9826,0.5707,5,3.9727,99,0.8536
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step16.cnf,1,0,2.9956,0.9348,1,0.4147,10.2159,0.9717,0,0.5,0.5285,0,0.9504,0.3148,0.0134,1.4142,0,0.0444,0,536830,0,0,0.0056,0,0.0003,0.0003,0.4977,1.0094,0.103,19,15.4,0,0.9717
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step16.cnf,1,0,1.7785,0.9218,0.9748,0.0369,5.33,0.9636,550.5,0.4918,0.5336,239.8172,0.9018,0.309,0.0429,0.6667,121.0741,0.1208,0.7535,72661,0,0,0.0113,550.5,0,0.0002,0.4295,1.0217,0.0342,19,14.4828,0,0.9636
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_5_keyfind_1.cnf,1,0.0164,0.1624,0.5919,0.2247,0.1115,0.3364,0.0149,51.5068,0.135,0.4671,38.1191,0.0252,0.0678,0.0374,0.0604,22.0616,0.4801,0.3105,49.1803,0.2113,125,0.1505,51.5068,0.0186,0.0024,0.1317,0.7764,0,10,8.2616,107,0.4053
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,0,2.9933,0.9351,1,0.4214,9.7596,0.9718,0,0.5,0.5283,0,0.9512,0.3145,0.0057,1.4142,0,0.0446,0,478513,0,0,0.0059,0,0.0002,0.0003,0.4978,1.0039,0.1062,18,15,0,0.9718
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,1,0.0016,0.4264,0.7079,0.6831,0.0834,0.4345,0.2783,20.7296,0.2115,0.5141,16.1606,0.4565,0.1405,0.0217,0.0121,14.3323,3.0835,0.1513,1174.5,0.7657,7909,1.126,20.7296,0.0217,0.0001,0.1467,0.9095,0.132,17,14.6074,7909,0.4486
./SAT11/application/leberre/2dimensionalstrippacking/E05F20.cnf,1,0.0097,0.5796,0.252,0.9943,0.1586,3.6675,0.0489,25.7726,0.5,0.9314,23.5424,0.9504,0.2294,0,0,21.3122,0.1697,0.0947,1402,0,0,0.0264,25.7726,0.035,0.0001,0.2478,1.1716,0.7606,5,5,0,0.9632
./SAT04/industrial/hoonsang/vis-bmc/all.used-as.sat04-986.cnf,1,0.0006,1.2677,0.6574,0.6423,0.2401,0.5823,0.1409,36.3921,0.2721,0.4795,24.6571,0.1864,0.3252,0.0061,0.0176,19.657,3.552,0.2116,186.358,0.1509,1491,1.5913,36.3921,0.031,0.0012,0.2403,0.9322,0.0837,8,6.0613,1435,0.5882
SAT_RACE08/Q1/SAT_dat.k80_04.cnf,1,0.0008,0.6552,1.1177,0.8864,0.0477,0.5432,0.5867,19.2019,0.7341,0.3431,15.0612,0.5462,0.1523,0.0025,0.0053,12.9157,1.4649,0.2435,2183,0,13576,0.7439,19.2019,0.0057,0.0001,0.0872,0.9507,0.085,49,44.9182,13576,0.6251
SAT_RACE06/velev-npe-1.0-9dlx-b71.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,1,0.0002,0.4904,0.6381,0.7854,0.0835,0.3687,0.1794,24.1732,0.2089,0.5453,20.523,0.5885,0.1227,0.0036,0.0086,18.623,5.3935,0.1258,2469.33,1.1194,6832,1.6362,24.1732,0.0088,0.0001,0.115,0.9258,0.1098,10,8.9267,0,0.4962
./SAT11/application/leberre/2dimensionalstrippacking/E07N15.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,1,0.0253,0.8792,0.7192,0.6048,0.1021,1.1858,0.2829,42.1483,0.4681,0.4959,42.1483,0.3073,0.1872,0,0,42.1483,2.2389,0,21127,0,0,0.8767,42.1483,0.0282,0,0.1301,0.9027,0.0675,7,6.4894,0,0.5362
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_2_keyfind_1.cnf,1,0.0035,0.2575,0.7394,0.1518,0.1343,0.2911,0.0623,40.1166,0.1449,0.4086,27.8822,0.0099,0.0542,0.04,0.0587,24.5916,0.25,0.1771,51.1516,0.2266,125,0.1194,36.0027,0.0286,0.002,0.1402,0.7304,0,8,7.2766,107,0.2608
./SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,0.0102,0.7633,0.8706,0.7345,0.0556,0.4231,0.526,0,0.2851,0.4804,0,0.4862,0.107,0.0516,0.0588,0,0.6028,0,49.9349,0.2167,616,0.3049,0,0.019,0.0015,0.0846,0.8575,0.1681,13,12.3599,564,0.598
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,0.0032,0.3386,0.7469,0.6679,0.0583,0.3206,0.2859,17.5205,0.2229,0.4964,12.1679,0.385,0.1074,0.0052,0.0123,9.8833,2.0286,0.2536,4150.5,0.9297,0,0.7663,17.5205,0.0154,0.0001,0.0829,0.8861,0.0928,15,13.766,0,0.4972
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_4_keyfind_1.cnf,1,0.0165,0.1635,0.6051,0.2247,0.1112,0.3658,0.0161,31.5659,0.135,0.4648,28.9047,0.0252,0.0683,0.0404,0.0679,27.1097,0.515,0.0934,39.6968,0.2315,102,0.172,31.5659,0.0188,0.003,0.1317,0.7813,0.0001,9,7.5624,86,0.4036
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top21.cnf,1,0.0242,0.5407,0.6702,0.586,0.0784,0.2281,0.1582,30.9532,0.2397,0.3944,20.0386,0.5318,0.1801,0.0084,0.0062,16.2277,1.7399,0.2764,1149.2,0.5926,4651,0.707,30.9532,0.0588,0.0002,0.1751,0.8785,0.0306,6,5.4821,0,0.4236
SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,0.0016,0.3822,0.7011,0.91,0.1204,1.113,0.1239,28.7568,0.4428,0.3773,18.3807,0.6558,0.1472,0.041,0.0129,12.2343,5.3071,0.4014,22804,0,0,1.3572,28.7568,0.0224,0,0.1477,0.9238,0.1619,8,7.25,0,0.4692
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_08_UNSAT.cnf,1,0,0.9288,0.5657,0.9394,0.0003,16.0824,0.028,85.9658,0.1719,0.4564,85.9658,0.5447,0.2792,0.0069,0.2058,85.9658,0.675,0,85.6923,0.3803,298,0.013,85.9658,0,0.0024,0.0232,0.9983,0.1419,4,3.6632,268,0.8911
./SAT05/industrial/maris05/DriverLog/driverlog1_ks99i.renamed-as.sat05-3951.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT05/industrial/grieu05/vmpc/vmpc_34.renamed-as.sat05-1926.cnf,1,0,0.292,0.5473,0.6917,0,54.62,0.3937,50.0518,0,0.5955,45.2346,0.6917,0.0013,0.0055,0.1304,46.3645,0,0.1218,410.075,0.1404,576,0,50.0518,0,0.0013,0,1.0005,0.6917,3,3,533,0.9996
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0,1.7765,0.9221,0.9749,0.0373,3.9763,0.9636,99.6,0.4918,0.5334,84.681,0.9015,0.3087,0.0001,0.005,77.4545,0.1213,0.1218,15374,0,0,0.0115,99.6,0,0.0003,0.4295,0.9998,0.0342,18,13.6774,0,0.9636
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,0.0004,0.1787,0.4535,0.3927,0.0398,0.2457,0.0613,10.4082,0.2404,0.4092,6.4861,0.0144,0.0429,0.0043,0.0099,5.1576,1.4405,0.2494,2023.5,0.2118,5563,0.3883,8.8908,0.0227,0,0.0566,0.8581,0,24,20.7778,5563,0.5125
./SAT02/industrial/goldberg/rand_net/rand_net60-40-10.shuffled.cnf,1,0.0099,0.6972,0.8781,0.747,0.0586,0.4472,0.5295,40.996,0.2866,0.4756,29.2582,0.5113,0.1128,0.0116,0.0265,23.8426,0.6638,0.2024,37.3879,0.2044,790,0.3255,40.996,0.0197,0.0012,0.0881,0.8662,0.1599,9,7.9962,735,0.5972
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.0112,5.9293,1.205,0.9961,0.3129,6.8181,0.9909,0,0.6587,0.4067,0,0.9451,0.2287,0,0,0,0.7286,0,998376,0,0,0.3399,0,0.028,0.0002,0.4052,1.7555,0.5199,33,33,0,0.9909
./SAT05/industrial/grieu05/vmpc/vmpc_32.renamed-as.sat05-1919.cnf,1,0,0.291,0.5475,0.6916,0,51.9241,0.3933,50.7928,0,0.5952,43.8617,0.6916,0.0014,0.0002,0.1169,39.8247,0,0.1135,401.571,0.1513,512,0,50.7928,0,0.0014,0,0.9998,0.6916,3,3,470,0.9996
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom14.cnf,1,0.0197,0.7066,0.6813,0.5941,0.1696,0.1608,0.1483,36.2144,0.2404,0.4383,31.9828,0.1579,0.2407,0.0048,0.0117,29.0711,1.5671,0.1052,133.471,0.3577,2423,0.5537,36.2144,0.0575,0.0005,0.2402,0.8789,0.0045,6,5.5756,2368,0.3855
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k100.cnf,1,0.0008,0.6509,0.8031,0.9056,0.1374,0.1797,0.3526,22.4466,0.2916,0.4059,18.2862,0.1553,0.1631,0.0031,0.0109,16.4391,1.7907,0.1647,1222.5,0.9025,4568,0.4047,22.4466,0.0033,0.0002,0.1411,0.9086,0,106,104.6185,0,0.5969
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0,1.39,0.5166,0.9101,0.0077,28.2554,0.0194,0,0.2159,0.4064,0,0.5487,0.343,0.0174,0.6685,0,0.4987,0,118.25,0.7979,727,0.0048,0,0,0.0013,0.0335,1.0054,0.0314,4,4,0,0.9482
./SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_19_UNKNOWN.cnf,1,0,1.5232,0.5472,0.9754,0.1853,80.865,0.0132,72.7285,0.5,0.4301,71.6793,0.6105,0.326,0,0,70.6301,0.532,0.0146,1419.5,1.0316,0,0.0041,72.7285,0.0062,0.0009,0.3128,1.0132,0.0676,4,4,0,0.9503
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,0,2.2924,0.5516,1,0.0367,917.005,0.8645,0,0.5,0.7417,0,1,0.278,0,0,0,0.354,0,1297180,0,0,0.0385,0,0,0,0.1667,3.406,0.8593,4,4,0,0.9126
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom26.cnf,1,0.0351,0.7255,0.6777,0.6029,0.1712,0.2684,0.1155,26.8132,0.2404,0.4194,21.3111,0.1568,0.2463,0.0142,0.0079,19.2969,1.5153,0.1506,1426,0.8598,8329,0.5259,26.8132,0.0627,0.0001,0.2402,0.8893,0.0003,6,5.0684,8329,0.3816
SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.0007,0.1864,0.4341,0.3649,0.0415,0.1939,0.0807,17.0385,0.2106,0.4093,8.1953,0.0044,0.0382,0.0042,0.0087,6.7563,1.4334,0.26,1458.33,0.3888,3904,0.7468,11.6537,0.0222,0.0001,0.0447,0.8436,0,14,13.3354,3900,0.5289
./SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,0.0024,0.6187,1.0305,0.9108,0.0671,1.0989,0.5114,15.537,0.2645,0.3633,11.7437,0.58,0.1636,0.0234,0.0083,12.0543,1.2054,0.3707,5561,0,0,0.43,15.537,0.0069,0.0001,0.1261,0.953,0.069,51,41,0,0.6031
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,0,0.441,0.9157,0.9504,0.0342,2.7968,0.5243,138,0.0861,0.4012,37.8722,0.7926,0.1493,0,0,1.5,0.8771,1.2155,134624,0,0,0.4588,138,0.0019,0,0.0461,0.9875,0.1663,117,115.7619,0,0.6977
./SAT11/application/manthey/traffic/traffic_3b_unknown.cnf,1,0,0.172,2.8765,0.4457,0.1157,4.2166,0.0913,0,0.3572,0.0525,0,0.2169,0.0473,0.3336,0.6667,0,0.0808,0,5546.5,1.1167,0,0.0089,0,0.0005,0.0001,0.1892,1.1294,0.013,7,5.8738,0,0.1457
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf,1,0,2.8162,0.385,1,0.2075,156.153,0.8292,0,0.5,0.8349,0,0.9995,0.3273,0,0,0,0.7066,0,88117,0,0,0.0264,0,0,0.0001,0.3616,1.057,0.048,4,4,0,0.9403
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom17.cnf,1,0.024,0.7084,0.6785,0.5938,0.1703,0.2686,0.134,35.1416,0.2404,0.4323,31.2428,0.1572,0.2432,0.1717,0.2295,28.8539,1.5569,0.1147,581.333,1.2921,3509,0.5443,35.1416,0.0607,0.0003,0.2402,0.9133,0.002,6,5.5157,0,0.382
./SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,0.0005,0.5701,0.4955,0.9146,0.0061,1.9827,0.1734,25.1141,0.1642,0.7688,25.1141,0.831,0.2116,0.2229,0.8662,25.1141,0.3389,0,189.5,0.2893,2542,0.3822,25.1141,0.001,0.0004,0.0371,1.1246,0.8121,8,6.4695,0,0.9519
./SAT09/APPLICATIONS/diagnosis/UCG-15-5p0.cnf,1,0,0.4535,0.9167,0.8863,0.0377,2.0995,0.555,80.2857,0.1509,0.4142,32.6588,0.7127,0.1447,0.2028,1.4142,9.2,0.902,0.6927,54994,0,0,0.5042,54.6667,0.0021,0,0.0517,1.0728,0.0479,21,20.0556,0,0.7034
./SAT02/industrial/goldberg/rand_net/rand_net70-60-10.shuffled.cnf,1,0.0097,0.6465,0.868,0.7484,0.0556,0.3646,0.5332,75.9501,0.2921,0.4819,36.4617,0.5075,0.1084,0.0084,0.0197,22.3205,0.6179,0.4866,75.9259,0.1995,1404,0.315,75.9501,0.0194,0.0006,0.0809,0.8594,0.1672,11,10.029,1328,0.6047
./SAT11/application/leberre/2dimensionalstrippacking/E02F17.cnf,1,0.001,0.5974,0.557,0.8979,0.0077,1.6657,0.2109,52.4933,0.1496,0.7273,37.2619,0.8251,0.207,0.0861,0.4043,34.096,0.2585,0.1998,190.167,0.3252,2315,0.092,52.4933,0.0018,0.0005,0.0471,1.0044,0.8061,8,6.4657,0,0.9406
./SAT04/industrial/hoonsang/vis-bmc/dekker.used-as.sat04-989.cnf,1,0.0005,1.2719,0.6983,0.6904,0.2402,0.5754,0.1653,28.5184,0.2537,0.4526,20.4816,0.1937,0.3005,0.0054,0.0155,16.9579,3.3957,0.2533,147.943,0.2142,1527,1.6111,28.5184,0.053,0.0016,0.2403,0.946,0.0804,5,4.863,1467,0.6074
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_3_keyfind_1.cnf,1,0.0036,0.254,0.7311,0.1518,0.1358,0.2421,0.0526,36.9847,0.1448,0.41,23.3557,0.0099,0.0537,0.0306,0.0489,21.5681,0.17,0.1589,75.6326,0.2145,181,0.0817,28.4165,0.0181,0.0013,0.1405,0.7244,0,9,7.8816,160,0.2519
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,0.0083,5.8326,1.2016,0.9971,0.3138,19.7818,0.9903,0,0.6587,0.4079,0,0.9468,0.2279,0.817,0,0,1.0682,0,524645,0,0,0.6018,0,0.0249,0.0004,0.4075,2.7926,0.5074,23,22.8889,0,0.9904
./SAT11/application/manthey/traffic/traffic_kkb_unknown.cnf,1,0,0.157,2.8746,0.5533,0.066,0.8557,0.0716,0,0.3768,0.0543,0,0.1663,0.0506,0.0031,0.0049,0,0.0891,0,7514.5,1.1749,0,0.0059,0,0,0.0001,0.1562,0.9529,0.0137,8,6.2997,0,0.1254
./SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,0.0193,0.3088,0.552,0.678,0.1304,4.9473,0.1646,0,0.3151,0.3745,0,0.4495,0.1209,0,0,0,2.7759,0,73155,0,0,0.7268,0,0.0507,0,0.1556,1.8083,0.0624,13,11.6154,0,0.4893
./SAT07/industrial/crypto/mizh-sha0-36-2.cnf,1,0.0007,0.1863,0.4339,0.3649,0.0417,0.1879,0.0805,14.2681,0.2106,0.4093,7.3816,0.0043,0.0383,0.0053,0.0101,6.5181,1.4356,0.2164,1628.67,0.6976,3946,0.7481,8.4441,0.0222,0.0001,0.0447,0.8429,0,14,13.3459,3905,0.5291
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.130-NOTKNOWN.cnf,1,0.0086,3.3721,0.5011,0.9945,0.0576,25.6352,0.9612,0,0.5,0.791,0,0.9836,0.3263,0,0,0,0.3854,0,1646010,0,0,0.434,0,0.0103,0.0001,0.0733,1.4322,0.948,99,99,0,0.9612
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_4_keyfind_1.cnf,1,0.0037,0.2523,0.7273,0.152,0.1363,0.2116,0.0478,30.1963,0.1448,0.4105,20.638,0.0099,0.0535,0.0268,0.0447,17.2028,0.13,0.2209,101.689,0.224,237,0.0631,26.0097,0.0166,0.001,0.1406,0.7235,0,10,8.5147,212,0.2465
