@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC

@DATA
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_390.cnf,1,0.0873,0,0.0032,0.3202,21.9479,20.8631,1,0.9127,13.3078,1.0699,0.6932,0.803,0,0.6301,2.3978,36.6908,24.563,0,0.6708,0,4669,1,0,0.6422,0,40.4414,?,0.6107,0,0.001,0.0103,36.6908,0.0093,3.3218,0.814,0.0095,4.9956,0.2531,0,0.1275,0.0094,0.7652,0.7091,?,?,0,0.0104,20607,4669,0.9782,0,0.1026,0.9959,0.0094,36.6908,0.9946,0.1077,0,?,4669,20607,42.5313,0.0035,0.0022
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf,1,0.2504,0.8453,0,0.9205,1.572,27.7525,0.3599,0,27.6506,0.1608,0.0391,0.4878,1.6919,0.0002,0.2011,11.8748,0.9852,0.1055,0.0134,0.0812,727,0,0,0.0025,0.1154,32.4906,0.3262,0,0.0901,0.0012,0.0113,11.8748,0.0027,0.9674,0.2,0.1364,1.4343,0.0261,0,0,0.0042,0.0907,0.057,0.307,0.1916,0.0845,0.0092,2596,727,0.3002,0.0997,0.0169,0.9625,0.0034,26.0462,0.962,1.4426,0.1353,0.0206,1708,2596,42.1051,0.4441,0.1144
./SAT11/crafted/skvortsov/battleship/battleship-16-16-unsat.cnf,1,0.8824,0,0.8824,0.3622,3.5387,16.5052,1,0.8824,15.9889,1.2368,0.7578,0.8745,0,0.7576,0.0023,78.9748,2.9757,0.0275,0.7579,0.0274,4872,1,0,0.7577,0.0276,80.8087,0.0083,0.7575,0.0274,0.0069,0.0078,78.9748,0.085,0,0.0323,0.1176,0,0.0323,0,0.0323,0.085,0.758,0.758,1.1867,0.3095,0.0274,0.0142,2176,4872,0.7581,0.0275,0.0625,0.9818,0.085,78.9748,0.9808,0.0002,0.0276,0.026,4872,2176,81.2825,0.0037,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_506.cnf,1,0.0769,0,0.0024,0.2903,27.3461,27.2359,1,0.9231,18.2982,1.1742,0.7191,0.8383,0,0.6664,2.5317,52.4617,31.1432,0,0.7016,0,1496,1,0,0.6777,0,58.5868,?,0.6532,0,0.0006,0.0079,52.4617,0.0073,3.3188,0.8382,0.0074,5.2676,0.2522,0,0.1281,0.0073,0.7866,0.7359,?,?,0,0.0079,34386,1496,0.9836,0,0.0909,0.996,0.0073,52.4617,0.9941,0.0904,0,?,1496,34386,65.3275,0.3938,0.0017
./SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1,0.6484,0.8849,0.8333,0.4506,1.1568,3.377,0.5302,0.8333,5.8605,0.4472,0.5832,0.8353,1.108,0.5831,0.0001,29.0705,0.6404,0.2295,0.5832,0.2294,4527,0,0,0.5832,0.2295,30.1183,0.0952,0.5831,0.2295,0,0.0125,29.0705,0.0286,0,0.3333,0.4167,0,0.3333,0,0.3333,0.0313,0.5832,0.5832,0.8944,0.3252,0.2295,0.0156,384,4527,0.5833,0.2295,0.0313,0.9032,0.031,29.3702,0.9343,0.0001,0.2295,0.0174,4593,384,33.1963,0.0066,0.0252
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_100_s.cnf,1,0.2945,0.9523,0.0371,0.4854,0.33,8.4172,0.2847,0.1398,7.7162,0.1226,0.1128,0.6422,1.0749,0.0047,0.2819,9.5839,0.1286,0.3335,0.0374,0.0212,438,0,1.1104,0.0153,0.3887,11.9361,0.25,0.0001,0.3418,0.0005,0.0032,8.6826,0.0031,1.0023,0.6667,0.3177,1.3674,0.0611,0.2145,0,0.0119,0.2319,0.1855,0.1933,0.1608,0.157,0.0026,2355,723,0.8133,0.3853,0.0065,0.7223,0.0061,10.3493,0.7184,1.3536,0.3904,0.0176,858,1939,70.0881,0.5465,0.3976
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_42_s.cnf,1,0.5668,0.6874,0.2481,1.5412,1.4237,23.3935,0.5454,0.5538,18.9421,0.3607,0.2458,0.2912,1.6908,0.0339,0.2901,11.9613,0.2982,0.293,0.1899,0,1173,0,1.6948,0.0814,0.3395,17.2678,?,0.0001,0.2893,0,0.0008,11.132,0.0004,2.2265,0.9667,0.1619,2.0783,0.2689,0.6278,0,0.0251,0.5144,0.3228,?,?,0.1898,0.0003,23817,1382,0.9747,0.3186,0.0034,0.933,0.0015,15.0051,0.9302,0.9029,0.3534,?,1477,14631,27.5365,0.3276,1.9867
./SAT05/crafted/sabharwal05/ordering/gt-ordering/sat/gt-030.shuffled-as.sat05-1295.cnf,1,0.5096,0.5877,0.0175,0.0975,11.0015,1.261,0.4986,0.9988,5.8135,0.3031,0.5268,0.9146,0.6221,0.5267,0.0142,32.1439,9.087,0,0.5268,0,1380,0,0,0.5267,0,40.4414,0.0347,0.5186,0,0.0011,0.0023,30.8127,0.0045,0.0252,0.3412,0.035,0.023,0.3256,0,0.3176,0.0046,0.5268,0.5268,0.4743,0.0703,0,0.0034,24824,2452,0.5465,0,0.0333,0.9997,0.0046,33.3194,0.998,0.0015,0,0.0046,2527,24824,56.8522,0.2007,0.0004
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes2.cnf,1,0.9494,0.0157,0.9494,0.2129,40.4446,525.9,0.9964,0.9494,552.595,1.7337,0.8314,0.8976,0.2012,0.7825,6.3213,51,48.0292,0,0.8351,0,26,0.8333,0.037,0.8085,0,56.4847,?,0.7356,0,0.0006,0.0011,50.0085,0.0011,2.7378,0.3043,0.0104,5.2316,0.174,0.0141,0.0753,0.0039,0.8718,0.8559,?,?,0,0.0011,171155,85,0.9154,0,0.0302,1.0421,0.0022,54.3318,1.0365,0.0409,0,?,190,168781,93.5385,0.3682,0.1919
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_505.cnf,1,0.073,0,0.0099,0.321,27.3145,22.1837,1,0.927,14.9568,1.1668,0.7216,0.7873,0,0.668,2.4589,43.3438,30.593,0,0.702,0,4262,1,0,0.6803,0,45.6619,?,0.647,0,0.0005,0.0079,43.3438,0.0073,3.5293,0.8722,0.0074,5.2217,0.2778,0,0.1275,0.0074,0.7905,0.7364,?,?,0,0.0078,34014,4262,0.9876,0,0.0909,0.9976,0.0074,43.3438,0.9957,0.0916,0,?,4262,34014,45.6619,0.0489,0.0018
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-17_279.cnf,1,0.1062,0,0,0.3384,15.8477,22.3273,1,0.8938,15.6557,0.9613,0.6592,0.81,0,0.6021,2.2495,47.9128,16.5202,0,0.6206,0,1292,1,0,0.6083,0,52.8652,?,0.5916,0,0.0008,0.0108,47.9128,0.0099,2.8893,0.7821,0.0129,4.5749,0.2296,0,0.1225,0.0129,0.7747,0.6718,?,?,0,0.0072,21616,1292,0.9714,0,0.0609,0.9955,0.011,48.9495,0.9928,0.1295,0,?,1615,21616,58.0339,0.4908,0.0716
./SAT11/crafted/mosoi/289/289-sat-6x20.cnf,1,0.7577,0,0.0306,0.682,6.8911,0.0069,1,0.0306,0.2882,0.592,0.5028,0.9962,0,0.5027,0.0003,29.2469,6.7749,0.0046,0.5028,0.0046,3840,1,0.3333,0.5027,0.0046,29.2469,?,0.5026,0.0046,0.0082,0.0056,29.2469,0.0305,0,0.0104,0.0306,0,0.0104,0.0408,0.0104,0.0305,0.5029,0.5028,?,?,0.0046,0.0163,12240,3840,0.503,0.0046,0.0333,0.999,0.0305,29.2469,0.9985,0.0001,0.0046,?,3840,11760,29.2469,0,0
./SAT05/crafted/sorge05/QG7a/gensys-ukn004.shuffled-as.sat05-3844.cnf,1,0.14,0.8845,0.0794,2.1248,0.7141,51.2065,0.3079,0.0985,39.9948,0.386,0.735,0.5014,2.5766,0.6063,0.3457,14.8156,0.0912,0.4419,0.7762,0,747,0,0.0321,0.6662,0.499,16.3387,?,0,0.4742,0,0.0008,12.0295,0.0001,2.8275,1,0.1642,3.3564,0.6011,0.1157,0,0.0212,0.8542,0.8269,?,?,0.12,0.0001,17983,1318,1,0.4958,0.0049,0.9079,0.003,15.6307,0.8883,0.2052,0.4997,?,1615,16118,18.4147,0.1801,1.3525
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_388.cnf,1,0.0915,0,0,0.3059,21.2435,33.6683,1,0.9085,22.3005,1.0759,0.6903,0.8318,0,0.6427,2.4221,48.7235,23.8546,0,0.6564,0,271,1,0,0.6469,0,51.7031,?,0.6326,0,0.0005,0.0077,47.9868,0.0073,2.9878,0.8122,0.0094,5.1607,0.2314,0,0.1254,0.0094,0.7642,0.7044,?,?,0,0.0052,41212,276,0.9784,0,0.0515,0.9971,0.0081,49.3248,0.9948,0.1062,0,?,304,41212,63.6138,0.2483,0.0714
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf,1,0.9546,0.0126,0.9546,0.1933,51.0022,2695.93,0.9973,0.9546,956.105,1.9116,0.8489,0.9271,0.1846,0.6876,9.358,70.4737,55.1258,0,0.8962,0,31,0.8824,0.0313,0.8496,0,81.5904,?,0.1356,0,0.0004,0.0008,67.9664,0.0009,2.571,0.2985,0.0085,5.4652,0.1451,0.0087,0.0624,0.0029,0.9523,0.934,?,?,0,0.0007,305320,37,0.9986,0,0.0246,0.9628,0.0017,74.9182,1.0164,0.1838,0,?,57,302680,109.3784,0.5245,0.1846
./SAT05/crafted/sabharwal05/pebbling/grid-pebbling/unsat/grid-pbl-0250.shuffled-as.sat05-1349.shuffled-as.sat05-1349.cnf,1,0.3109,0.8866,0.0018,0.0472,0.5364,7.9255,0.375,0.0031,7.8171,0.0275,0.0519,0.6806,1.0083,0,0.011,6.2137,0.1313,0.4604,0,0.3839,102,0,53.8514,0,0.4604,8.201,0.1176,0,0.4604,0,0.0017,5.1273,0.0022,0.3978,0.5,0.5132,0.3976,0.0375,54.9677,0,0.0058,0.4414,0.0012,0.084,0.6691,0.4587,0.0022,124752,141,0.6039,0.4604,0.0044,0.9063,0.0055,6.8758,0.907,2.7129,0.4621,0.007,193,2229,25.5895,1.0715,0.1375
./SAT11/crafted/skvortsov/battleship/battleship-9-17-sat.cnf,1,0.8831,0,0.8831,0.3607,2.2866,0.8798,1,0.8831,1.8504,1.284,0.8006,0.9273,0,0.8006,0,0,1.7426,0.2577,0.8006,0.2577,0,1,0,0.8006,0.2577,0,0.0146,0.8006,0.2577,0.0115,0.0131,0,0.1732,0,0.0588,0.2208,0,0.0588,0,0.0588,0.1847,0.8006,0.8006,1.1925,0.3077,0.2577,0.0245,693,0,0.8006,0.2577,0.1111,0.9808,0.1759,0,0.9872,0,0.2577,0.0459,0,693,0,0,0.0242
./SAT04/handmade/connamacher/connm-d-0.02/connm-ue-csp-sat-n1200-d-0.02-s405595518.used-as.sat04-950.cnf,1,0.8448,0.4686,0,0.4835,3.1008,61.9426,0.6621,0.8448,47.7751,0.2498,0.6283,0.7147,0.9999,0.5395,1.0254,41.6621,2.9724,0.0044,0.6289,0,2187,0.3333,0.3333,0.5808,0.0088,46.4552,0.0403,0.4265,0.0005,0.002,0.0036,41.6621,0.0009,2.6708,0.5,0.0648,3.3715,0.3456,0.0216,0.2,0.0034,0.7238,0.6735,0.5777,0.3105,0.0001,0.0025,13289,2187,0.8178,0.0012,0.0083,0.9762,0.0015,45.1105,0.9664,0.1107,0.0109,0.0061,2799,13008,47.561,0.1162,0.3179
./SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,0.8372,0,0.8372,0.4443,1.9216,1.0747,1,0.8372,1.8401,1.0176,0.757,0.9116,0,0.7569,0,33.9456,1.4979,0.2851,0.7569,0.2851,4836,1,0,0.7569,0.2851,35.9611,0.0274,0.7569,0.2851,0.0199,0.0238,33.9456,0.2558,0,0.0769,0.2791,0,0.0769,0,0.0769,0.2757,0.757,0.757,0.9134,0.3369,0.2851,0.0432,301,4836,0.757,0.2851,0.1429,0.9668,0.2591,35.2235,0.9798,0,0.2851,0.0779,4841,301,37.273,0.0032,0.0287
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p15-s44266159.cnf,1,0.9682,0.0127,0.9682,0.2214,37.763,99.2536,0.998,0.9682,92.1546,1.7983,0.8751,0.957,0.1561,0.8374,15.7362,49.2151,39.9038,0,0.8796,0,125,0.8571,0.0394,0.8619,0,54.0684,?,0.7717,0,0.001,0.0026,49.2151,0.0028,3.2079,0.5058,0.0115,4.75,0.35,0.0119,0.1359,0.0114,0.903,0.8944,?,?,0,0.0025,67279,125,0.9289,0,0.0787,0.9949,0.0103,52.0458,0.9946,0.03,0,?,716,66487,74.1814,0.4195,0.1865
./SAT03/handmade/anton/UNSAT/SGI_30_70_26_40_6-dir.shuffled-as.sat03-163.cnf,1,0.7118,1.0161,0.9756,0.1369,39.5103,11.5737,0.4897,0.9756,8.6485,1.9114,0.8977,0.9522,0.8223,0.8685,3.1726,57.779,40.138,0,0.8994,0,111,0,0.0345,0.8879,0,62.8876,?,0.8382,0,0.0007,0.0027,57.499,0.0114,3.1332,0.5629,0.0114,4.5707,0.3938,0.0118,0.1948,0.0114,0.9197,0.9115,?,?,0,0.0021,66810,347,0.9397,0,0.0769,0.9998,0.0114,59.4153,0.9996,0.0212,0,?,400,66030,82.4975,0.7694,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,0.9669,0.0159,0.9669,0.237,30.9983,14.0778,0.9973,0.9669,13.4185,1.5366,0.8682,0.9466,0.1769,0.8245,4.5829,52.37,28.6553,0,0.8744,0,793,0.8667,0.0476,0.854,0,60.2725,?,0.7183,0,0.0017,0.0038,52.37,0.0078,3.3946,0.5959,0.015,4.4421,0.4225,0.0157,0.1231,0.015,0.9008,0.8901,?,?,0,0.0033,35586,793,0.9327,0,0.0971,0.9996,0.0104,54.9899,0.9996,0.0382,0,?,873,35036,73.9372,0.7524,0.1401
./SAT04/handmade/connamacher/connm-d0.04/connm-ue-csp-sat-n800-d0.04-s1788334438.used-as.sat04-976.cnf,1,0.8432,0.4676,0,0.4846,3.4495,51.8103,0.6627,0.8432,42.3919,0.2489,0.6203,0.6844,1.0025,0.5258,1.1816,28.5177,3.3594,0.0036,0.6142,0,4501,0.3333,0.3333,0.5674,0.0075,29.285,0.0435,0.4494,0.0001,0.0027,0.0052,28.5177,0.0012,2.7486,0.5,0.0603,3.4902,0.3468,0.0201,0.2,0.0049,0.7224,0.6664,0.5834,0.3301,0,0.0034,9695,4501,0.8177,0.0008,0.0122,0.9767,0.0021,28.5177,0.9661,0.1189,0.0099,0.0092,4501,9504,32.5755,0.0093,0.3481
./SAT11/crafted/skvortsov/battleship/battleship-5-8-unsat.cnf,1,0.7619,0,0.7619,0.5489,1.5092,1.0035,1,0.7619,1.326,0.7454,0.6799,0.9249,0,0.6799,0.0001,0,1.3375,0.3148,0.6799,0.3148,0,1,0,0.6799,0.3148,0,0.0606,0.6799,0.3148,0.0381,0.05,0,0.3333,0,0.1111,0.381,0,0.1111,0,0.1111,0.3714,0.6799,0.6799,0.6149,0.3375,0.3148,0.0857,105,0,0.6799,0.3148,0.2,0.9475,0.3429,0,0.9666,0,0.3149,0.1451,0,105,0,0,0.0481
./SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1,0.5443,0.9202,0.5255,1.6365,2.6775,15.6248,0.4536,0.7192,11.2841,0.7449,0.7766,0.8422,1.8513,0.425,0.7789,0,1.0838,0.4897,0.8126,0.0016,0,0,1.0575,0.6636,0.9381,0,0.0315,0.0007,0.0261,0,0.0033,0,0.0004,3.1098,1,0.2238,2.9994,0.6209,3.6549,0,0.0551,1,1,0.8417,0.7718,0.0094,0.0004,12666,0,1,0.4894,0.0443,0.9823,0.0091,0,0.9722,0.3044,0.9848,0.0167,0,2721,0,0,0.9584
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes3.cnf,1,0.9536,0.0131,0.9536,0.197,50.2069,318.667,0.9971,0.9536,2068.63,1.8783,0.8473,0.9403,0.1879,0.6709,6.4195,67.626,56.4269,0.0001,0.8967,0,28,0.8947,0.0323,0.8497,0,78.7411,?,0.1467,0,0.0005,0.0009,67.2117,0.0009,2.651,0.2686,0.0088,5.3855,0.1494,0.0091,0.0681,0.0029,0.9532,0.9363,?,?,0,0.001,266431,28,0.9992,0,0.0258,1.0046,0.0019,70.3905,1.0795,0.191,0.0001,?,58,264031,113.6071,0.3819,0.1842
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g4.cnf,1,0.9822,0,0.9822,0.0895,13.5107,0.0195,1,0.9822,0.0009,2.3509,0.9305,1,0,0.9303,0.0094,0,13.5515,0.0312,0.9305,0.0306,0,1,0.037,0.9304,0.0314,0,0.001,0.9302,0.031,0.0028,0.0028,0,0.0385,0,0.3421,0.0385,0,0.3421,0.0399,0.3421,0.0385,0.9307,0.9306,3.6471,0.3431,0.0308,0.0042,18954,0,0.9308,0.0312,0.0769,0.9995,0.0385,0,0.9996,0.0001,0.0316,0.004,0,18226,0,0,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-12_135.cnf,1,0.1451,0,0,0.4141,8.702,9.3027,1,0.8549,8.1399,0.7362,0.5916,0.8003,0,0.5092,1.8631,26.6204,8.015,0.0002,0.5383,0,4645,1,0,0.5185,0.0002,27.4099,0.0014,0.4959,0,0.0023,0.0222,26.6204,0.0198,2.7087,0.6962,0.0257,3.8051,0.224,0,0.1212,0.0255,0.7986,0.6277,1.0269,0.537,0,0.015,5251,4645,0.9448,0,0.0889,0.9885,0.022,27.384,0.9857,0.1935,0.0007,0.0636,4655,5251,28.8626,0.007,0.0695
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-15_218.cnf,1,0.119,0,0,0.3649,12.7827,17.521,1,0.881,13.5208,0.8775,0.6338,0.8151,0,0.5694,2.1374,39.446,13.0056,0,0.5926,0,4506,1,0,0.5764,0,44.0231,?,0.5548,0,0.0011,0.0138,39.446,0.0126,2.9328,0.7561,0.0163,4.4783,0.2276,0,0.118,0.0162,0.7815,0.6531,?,?,0,0.0092,13362,4506,0.9644,0,0.0688,0.9936,0.014,39.446,0.9907,0.1503,0.0001,?,4506,13362,46.8134,0.009,0.0707
./SAT03/handmade/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf,1,0.3456,0.7882,0.0101,1.1397,1.2794,4.1596,0.4245,0.3899,4.7117,0.2894,0.0316,0.9373,1.6601,0.0007,1.0462,24.4369,0.9764,0.0484,0.0054,0.012,4121,0,0.4046,0.0015,0.0485,25.1827,0.246,0.0003,0.0247,0.0038,0.0153,24.4369,0.0076,0.3503,0.7436,0.1658,1.6908,0.0163,0.1342,0,0.0468,0.0725,0.0227,0.5698,0.2557,0.0157,0.0152,896,4121,0.371,0.03,0.0534,0.8575,0.0148,24.6417,0.8653,2.3987,0.0698,0.0499,4137,790,28.9743,0.0247,0.6964
./SAT05/crafted/sorge05/QG7a/gensys-icl005.shuffled-as.sat05-3826.cnf,1,0.1458,0.8781,0.0801,2.1398,0.7022,51.67,0.3124,0.1014,40.2964,0.3885,0.7356,0.5283,2.5725,0.6251,0.3399,16.4056,0.0812,0.4359,0.7777,0,1605,0,0.0325,0.6664,0.499,18.2685,?,0,0.4737,0,0.0008,15.8453,0.0001,2.6471,1,0.158,3.2128,0.6019,0.1054,0,0.0206,0.8543,0.8286,?,?,0.1048,0.0001,18312,1671,1,0.4956,0.005,0.9107,0.0032,17.1527,0.8891,0.2037,0.4997,?,1836,16566,22.7067,0.0889,1.4789
./SAT11/crafted/spence/sgen/sgen3-n140-s20078956-unsat.cnf,1,0.5034,0.5767,0,0,0.746,1.1037,0.4886,1,2.6965,0,0.0326,0.9605,0.5427,0.0007,0.0473,18.0832,0.4445,0.3175,0.0113,0.2644,3652,0.3333,0,0.003,0.3242,19.2993,0.1538,0.0001,0.3166,0,0.0213,18.0832,0.0205,0.256,0.3333,0.4829,0.256,0.0236,0,0,0.024,0.0759,0.0202,0.0979,0.0718,0.3138,0.0205,292,3652,0.2167,0.3229,0.0213,0.7992,0.0208,18.8597,0.8394,1.6665,0.3247,0.0319,3820,292,26.0189,0.0719,0.0423
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_70_1-dir.shuffled-as.sat03-146.cnf,1,0.7058,1.0222,0.9694,0.1486,36.7272,8.8963,0.4862,0.9694,42.8065,1.7616,0.8885,0.9674,0.8367,0.8568,3.706,79.1165,33.8019,0,0.8938,0,103,0,0.0345,0.8742,0,113.7666,?,0.8328,0,0.0008,0.0034,79.1165,0.0043,3.0694,0.4982,0.0125,4.1117,0.3519,0.0129,0.1386,0.0125,0.9111,0.9034,?,?,0,0.0033,46988,103,0.9251,0,0.1,1.0001,0.0079,79.1165,0.9965,0.0229,0,?,103,46388,113.7666,0.9433,0.1884
./SAT11/crafted/skvortsov/battleship/battleship-14-27-sat.cnf,1,0.9261,0,0.9261,0.2636,3.109,1.4099,1,0.9261,2.3693,1.6999,0.8577,0.9355,0,0.8577,0.0001,127.303,2.4353,0.2046,0.8577,0.2046,4836,1,0,0.8577,0.2046,134.2651,0.0057,0.8577,0.2046,0.0049,0.0053,127.303,0.0965,0,0.037,0.1425,0,0.037,0,0.037,0.1014,0.8577,0.8577,1.6291,0.2575,0.2046,0.0102,2653,4836,0.8577,0.2046,0.0714,0.9903,0.0982,127.303,0.9918,0,0.2046,0.0195,4836,2653,134.2651,0.007,0.0166
./SAT03/handmade/anton/UNSAT/SGI_30_70_22_70_7-dir.shuffled-as.sat03-154.cnf,1,0.7131,1.0131,0.9718,0.1452,41.3467,7.5683,0.4902,0.9718,7.7368,1.8073,0.8896,0.9665,0.8433,0.8584,3.9908,59.0658,40.984,0,0.8941,0,215,0,0.0345,0.8749,0,67.8884,?,0.8256,0,0.0007,0.0031,59.0658,0.0046,2.9916,0.59,0.0114,4.2935,0.3685,0.0118,0.1359,0.0114,0.9126,0.905,?,?,0,0.0028,56654,215,0.9408,0,0.0909,0.9998,0.0091,62.9431,0.9999,0.0244,0,?,447,55994,91.7825,1.3529,0.1915
./SAT02/handmade/chu-min-li/urquhart/urquhart3_25bis.shuffled.cnf,1,0.3636,0.8418,0,0.4741,1.3984,1.0228,0.3939,0.1818,2.2246,0.101,0,0.9986,1.289,0,0.0783,17.052,1.0672,0.3361,0,0.2945,2706,0,0.375,0,0.3623,17.8774,0.4,0,0.3112,0.0076,0.0417,16.976,0.0189,0,0,0.2727,0.6931,0,0,0,0.0227,0,0,0.1356,0.0706,0.3046,0.0455,264,2841,0,0.3409,0.0556,0.761,0.0208,17.4347,0.8229,0,0.3661,0.0733,2891,264,20.5128,0.1135,0.0909
./SAT03/handmade/bevan/cnf/marg3x3add8.shuffled-as.sat03-1449.cnf,1,0.2545,0.6736,0,0.5983,1.6543,1,0.3839,0,1.1544,0.0958,0,0.9976,1.3935,0,0.0476,12.3008,1.6657,0.4309,0,0.4001,2536,0,0,0,0.453,13.1569,0.3871,0,0.4211,0.0089,0.0976,12.3008,0.0268,0,0,0.183,1.0511,0,0,0,0.0357,0,0,0.2163,0.084,0.4001,0.0714,224,2536,0,0.4241,0.122,0.8543,0.0322,12.8536,0.8725,0,0.4557,0.1945,2623,224,13.9705,0.2239,0.1038
