@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC

@DATA
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_10.dzn,1,0.095264,10.497105,2.046427,45.357552,21.48156,34441,0.001855,80,0.002323,0.195887,-1,0.00048,41,55.191197,0.105013,0.230039
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_3.dzn,1,0.095264,10.497105,2.045266,45.357552,21.469369,34441,0.001855,80,0.002323,0.195824,-1,0.00048,41,55.17726,0.105013,0.229685
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_6.dzn,1,0.095264,10.497105,2.044104,45.357552,21.457178,34441,0.001855,80,0.002323,0.195675,-1,0.00048,41,55.14474,0.105013,0.229329
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_9.dzn,1,0.095264,10.497105,2.046427,45.357552,21.48156,34441,0.001855,80,0.002323,0.195887,-1,0.00048,41,55.191197,0.105013,0.230039
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_6.dzn,1,0.095264,10.497105,2.045266,45.357552,21.469369,34441,0.001855,80,0.002323,0.195835,-1,0.00048,41,55.179582,0.105013,0.229685
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.08.dzn,1,1.262366,0.792164,3.655914,1400.72641,2.896082,322,0.650821,440,1.070968,1.333479,7.929032,3.136786,150,52.176344,2.112576,2.256571
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.09.dzn,1,1.260579,0.793286,3.57461,1228.681377,2.835689,302,0.677831,412,1.028953,1.397695,7.761693,2.969936,134,43.634744,2.170146,2.39855
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.10.dzn,1,1.226744,0.815166,3.579457,1514.327119,2.917852,399,0.647793,566,1.244186,1.318035,8.062016,3.37109,174,62.046512,2.118403,2.261444
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_8.dzn,1,0.095264,10.497105,2.046427,45.357552,21.48156,34441,0.001855,80,0.002323,0.195887,-1,0.00048,41,55.191197,0.105013,0.230039
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.12.dzn,1,1.175573,0.850649,3.412214,335.029178,2.902597,113,0.572409,164,1.419847,1.134461,7.885496,3.170238,44,17.908397,1.519518,1.599806
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.13.dzn,1,1.264957,0.790541,3.534188,565.048645,2.793919,154,0.665552,214,1.017094,1.32003,7.880342,2.654695,68,23.239316,1.903844,2.118616
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.16.dzn,1,1.205882,0.829268,3.445378,619.66119,2.857143,187,0.624822,269,1.273109,1.278166,7.37395,3.09348,76,27.462185,1.867061,2.005525
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.19.dzn,1,1.184615,0.844156,3.461538,905.989673,2.922078,271,0.616704,393,1.369231,1.277171,6.252308,3.469402,110,40.406154,1.933687,2.044822
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.04.dzn,1,1.267658,0.788856,3.572491,667.25289,2.818182,175,0.65624,235,0.977695,1.329178,7.895911,2.687056,78,26.394052,2.015031,2.226637
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_2.dzn,1,0.095264,10.497105,2.046427,45.357552,21.48156,34441,0.001855,80,0.002323,0.195887,-1,0.00048,41,55.191197,0.105013,0.230039
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.20.dzn,1,1.19883,0.834146,3.48538,1454.037745,2.907317,414,0.646077,598,1.317739,1.335224,6.432749,3.463266,170,59.594542,2.099442,2.241514
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST1.dzn,1,0.145729,6.862069,1.994975,81.424115,13.689655,199,0.141036,20,0.100503,0.026026,20.909548,0.482895,19,27.045226,0.285749,0.289926
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.06.dzn,1,1.236066,0.809019,3.701639,1011.162217,2.994695,249,0.599043,355,1.334426,1.183561,8.059016,3.545211,114,46.013115,1.893217,1.942647
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST5.dzn,1,0.142857,7,1.995238,84.729201,13.966667,210,0.138139,20,0.095238,0.024545,20.909524,0.480992,20,28.047619,0.284224,0.29078
benchmarks/bacp/bacp-3.mzn_AND_NODATA,1,1.029577,0.971273,3.243243,56.629357,3.150074,1011,0.449718,50,0.025497,0.976897,8.715451,0.221088,51,26.715961,2.670335,3.370979
benchmarks/bus_scheduling/bus_scheduling.mzn_AND_benchmarks/bus_scheduling/r2.dzn,1,0.018321,54.581818,5.612925,3012.544964,306.363636,3002,0.000469,3001,0.999667,0,-1,0.004329,3002,3001,18.195463,39.85895
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST8.dzn,1,0.145729,6.862069,1.994975,83.589411,13.689655,199,0.142396,20,0.100503,0.026026,20.909548,0.482895,19,27.045226,0.288394,0.290676
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.01.dzn,1,1.177966,0.848921,3.423729,304.5444,2.906475,102,0.566527,148,1.423729,1.10534,7.872881,3.153136,40,16.694915,1.474426,1.552234
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST9.dzn,1,0.145729,6.862069,1.994975,80.269769,13.689655,199,0.140282,20,0.100503,0.026026,20.909548,0.482895,19,27.045226,0.284287,0.289665
benchmarks/bus_scheduling/bus_scheduling.mzn_AND_benchmarks/bus_scheduling/r4.dzn,1,0.065594,15.245399,6.96499,2495.264443,106.184049,2485,0.000323,2484,0.999598,0,-1,0.005119,2485,2484,16.492473,38.259295
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.17.dzn,1,1.297352,0.770801,3.665988,1274.366199,2.825746,296,0.683021,384,0.875764,1.417536,8.674134,2.709534,142,45.14053,2.157877,2.362992
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.15.dzn,1,1.250923,0.79941,3.564576,768.536075,2.849558,194,0.645681,274,1.136531,1.292323,7.394834,3.06863,86,30.701107,1.992549,2.172982
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_10.dzn,1,0.095264,10.497105,2.046427,45.357552,21.48156,34441,0.001855,80,0.002323,0.195887,-1,0.00048,41,55.191197,0.105013,0.230039
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST10.dzn,1,0.098091,10.194631,1.999342,1017.755442,20.38255,1519,0.072769,20,0.013167,0.002516,20.909151,0.447115,139,147.084924,0.311962,0.312509
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST4.dzn,1,0.103139,9.695652,1.998879,619.152351,19.380435,892,0.092882,20,0.022422,0.004645,20.909193,0.451608,82,90.080717,0.313311,0.31263
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST2.dzn,1,0.098837,10.117647,1.999273,915.241012,20.227941,1376,0.076027,20,0.014535,0.002816,20.909157,0.447803,126,134.084302,0.311823,0.312227
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_4.dzn,1,0.181995,5.494649,2.086345,24.392317,11.463734,4621,0.005566,40,0.008656,0.20567,-1,0.002947,21,28.396451,0.139449,0.316929
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST10.dzn,1,0.076087,13.142857,1.998641,156.080107,26.267857,736,0.101483,40,0.054348,0.013572,40.952446,0.290719,36,54.021739,0.203711,0.220285
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST6.dzn,1,0.098532,10.148936,1.999301,915.771236,20.29078,1431,0.074153,20,0.013976,0.002693,20.909154,0.447523,131,139.084556,0.310846,0.312159
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST8.dzn,1,0.099167,10.083969,1.999243,948.826871,20.160305,1321,0.078482,20,0.01514,0.002951,20.90916,0.448104,121,129.084027,0.313559,0.313201
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST4.dzn,1,0.16129,6.2,1.993548,61.492444,12.36,155,0.149083,20,0.129032,0.033962,20.909677,0.492882,15,23.032258,0.283458,0.284966
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST1.dzn,1,0.076923,13,1.998601,146.945555,25.981818,715,0.101207,40,0.055944,0.014013,40.952448,0.291087,35,53.020979,0.202251,0.222555
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST3.dzn,1,0.079755,12.538462,1.998466,129.267675,25.057692,652,0.102475,40,0.06135,0.015498,40.952454,0.292321,32,50.018405,0.200072,0.223303
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST4.dzn,1,0.078752,12.698113,1.998514,135.93368,25.377358,673,0.102297,40,0.059435,0.014973,40.952452,0.291886,33,51.019316,0.201088,0.22229
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST5.dzn,1,0.078752,12.698113,1.998514,142.701812,25.377358,673,0.1041,40,0.059435,0.014973,40.952452,0.291886,33,51.019316,0.203217,0.217612
benchmarks/bacp/bacp-8.mzn_AND_NODATA,1,1.037226,0.96411,3.258542,56.629357,3.141593,1011,0.45303,50,0.025497,0.976259,5.648139,0.221088,51,26.73126,2.670335,3.371979
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.14.dzn,1,1.274052,0.784897,3.612245,880.30165,2.83524,210,0.654832,276,0.897959,1.371078,6.632653,2.556384,100,32.96793,2.165064,2.396944
benchmarks/bus_scheduling/bus_scheduling.mzn_AND_benchmarks/bus_scheduling/r1.dzn,1,0.021565,46.37037,5.996805,2514.283667,278.074074,2504,0.000554,2503,0.999601,0,-1,0.005085,2504,2503,16.618844,37.017182
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.18.dzn,1,1.273109,0.785479,3.598739,1237.268434,2.826733,303,0.679305,404,0.94958,1.421098,7.932773,2.837687,138,43.831933,2.21117,2.47899
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST10.dzn,1,0.142857,7,1.995238,79.228575,13.966667,210,0.134528,20,0.095238,0.024545,20.909524,0.480992,20,28.047619,0.277436,0.292037
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST3.dzn,1,0.133858,7.470588,1.996063,94.011645,14.911765,254,0.126069,20,0.07874,0.019888,20.909449,0.474887,24,32.055118,0.276685,0.301769
benchmarks/bus_scheduling/bus_scheduling.mzn_AND_benchmarks/bus_scheduling/c1.dzn,1,0.04282,23.353659,7.637598,3840.893302,178.365854,3830,0.000221,3829,0.999739,0,-1,0.003485,3830,3829,20.525531,48.066296
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST7.dzn,1,0.156627,6.384615,1.993976,62.548875,12.730769,166,0.143418,20,0.120482,0.031603,20.909639,0.489942,16,24.036145,0.277231,0.284831
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST2.dzn,1,0.07455,13.413793,1.998715,162.515745,26.810345,778,0.099317,40,0.051414,0.01276,40.952442,0.290038,38,56.023136,0.203506,0.223757
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST10.dzn,1,0.103774,9.636364,1.998821,321.084225,19.261364,848,0.081212,20,0.023585,0.004927,20.909198,0.452151,78,86.080189,0.304353,0.397139
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST10.dzn,1,0.051562,19.394161,1.999812,1915.173469,38.784672,5314,0.05315,40,0.007527,0.001239,-1,0.278744,254,272.044035,0.221168,0.222423
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST3.dzn,1,0.052347,19.103448,1.999774,1568.706556,38.202586,4432,0.05755,40,0.009025,0.00155,-1,0.279192,212,230.043321,0.220897,0.222049
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST8.dzn,1,0.080824,12.372549,1.998415,129.657843,24.72549,631,0.104778,40,0.063391,0.016055,40.952456,0.292783,31,49.017433,0.2014,0.218235
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_3.dzn,1,0.095264,10.497105,2.044104,45.357552,21.457178,34441,0.001855,80,0.002323,0.195622,-1,0.00048,41,55.133126,0.105013,0.229329
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST4.dzn,1,0.052461,19.061674,1.999769,1544.968253,38.118943,4327,0.05826,40,0.009244,0.001597,-1,0.279257,207,225.043217,0.220999,0.221939
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_2.dzn,1,0.181995,5.494649,2.086345,24.392317,11.463734,4621,0.005566,40,0.008656,0.20567,-1,0.002947,21,28.396451,0.139449,0.316929
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_5.dzn,1,0.095264,10.497105,2.045266,45.357552,21.469369,34441,0.001855,80,0.002323,0.195792,-1,0.00048,41,55.170291,0.105013,0.229685
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST3.dzn,1,0.10123,9.878505,1.999054,392.396433,19.747664,1057,0.073351,20,0.018921,0.003815,20.909177,0.449949,97,105.082308,0.317146,0.441296
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST5.dzn,1,0.104666,9.554217,1.998739,321.079077,19.096386,793,0.085537,20,0.025221,0.005328,20.909206,0.452906,73,81.079445,0.298491,0.357755
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST6.dzn,1,0.104478,9.571429,1.998756,277.936909,19.130952,804,0.08014,20,0.024876,0.005243,20.909204,0.452747,74,82.079602,0.313032,0.449522
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST7.dzn,1,0.109589,9.125,1.998288,221.006025,18.234375,584,0.094594,20,0.034247,0.007621,20.909247,0.456949,54,62.075342,0.291977,0.356322
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST8.dzn,1,0.107413,9.309859,1.998487,278.631371,18.605634,661,0.093465,20,0.030257,0.006592,20.909228,0.455186,61,69.077156,0.294812,0.331652
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST7.dzn,1,0.050776,19.694362,1.999849,2384.818649,39.385757,6637,0.047934,40,0.006027,0.000944,-1,0.278284,317,335.044749,0.221261,0.223213
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST9.dzn,1,0.105058,9.518519,1.998703,312.160213,19.024691,771,0.086549,20,0.02594,0.005506,20.909209,0.453236,71,79.079118,0.297808,0.355339
benchmarks/bus_scheduling/bus_scheduling.mzn_AND_benchmarks/bus_scheduling/t2.dzn,1,0.035477,28.186916,6.363727,3026.549303,179.373832,3016,0.000337,3015,0.999668,0,-1,0.004311,3016,3015,18.217847,41.592777
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST9.dzn,1,0.052259,19.135593,1.999779,1672.992338,38.266949,4516,0.057491,40,0.008857,0.001515,-1,0.279142,216,234.043401,0.221448,0.221959
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST5.dzn,1,0.098474,10.15493,1.999307,1013.24696,20.302817,1442,0.075139,20,0.01387,0.00267,20.909154,0.44747,132,140.084605,0.313038,0.312923
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST4.dzn,1,0.113402,8.818182,1.997938,193.261967,17.618182,485,0.103608,20,0.041237,0.009469,20.909278,0.459958,45,53.072165,0.288728,0.325965
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST9.dzn,1,0.07781,12.851852,1.998559,149.277545,25.685185,694,0.103713,40,0.057637,0.014479,40.95245,0.291475,34,52.020173,0.204023,0.217412
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST7.dzn,1,0.07027,14.230769,1.998919,190.164836,28.446154,925,0.093638,40,0.043243,0.01049,40.952432,0.288108,45,63.027027,0.204701,0.233269
benchmarks/bus_scheduling/bus_scheduling.mzn_AND_benchmarks/bus_scheduling/r1a.dzn,1,0.012635,79.148148,6.044221,4285.057653,478.388889,4274,0.000349,4273,0.999766,0,-1,0.00316,4274,4273,21.745167,48.483429
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST6.dzn,1,0.140271,7.129032,1.995475,76.147098,14.225806,221,0.127382,20,0.090498,0.023208,20.909502,0.479261,21,29.049774,0.269164,0.303445
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type09_TEST10.dzn,1,0.054404,18.380952,1.999676,655.536448,36.755952,3088,0.05991,40,0.012953,0.00243,-1,0.280327,148,166.041451,0.229147,0.308824
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST2.dzn,1,0.051471,19.428571,1.999816,1983.476774,38.853571,5440,0.05268,40,0.007353,0.001204,-1,0.278691,260,278.044118,0.2213,0.222393
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST1.dzn,1,0.098417,10.160839,1.999312,1026.271892,20.314685,1453,0.074944,20,0.013765,0.002647,20.909153,0.447417,133,141.084652,0.313139,0.312997
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type08_TEST2.dzn,1,0.092567,10.802956,1.999848,4378.513001,21.604269,6579,0.036122,20,0.00304,0.000508,-1,0.441577,599,607.089527,0.314065,0.323979
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST9.dzn,1,0.098652,10.136691,1.99929,989.173818,20.266187,1409,0.075925,20,0.014194,0.002741,20.909155,0.447633,129,137.084457,0.313036,0.312892
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST1.dzn,1,0.105058,9.518519,1.998703,316.649337,19.024691,771,0.086964,20,0.02594,0.005506,20.909209,0.453236,71,79.079118,0.297551,0.350098
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST6.dzn,1,0.076923,13,1.998601,138.973737,25.981818,715,0.099114,40,0.055944,0.014013,40.952448,0.291087,35,53.020979,0.200336,0.230481
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type09_TEST6.dzn,1,0.055175,18.124183,1.999639,539.545095,36.24183,2773,0.060902,40,0.014425,0.002779,-1,0.28074,133,151.04075,0.238078,0.349089
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type09_TEST7.dzn,1,0.052761,18.953488,1.999755,838.45405,37.902326,4075,0.052556,40,0.009816,0.001721,-1,0.279425,195,213.042945,0.246008,0.361829
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST8.dzn,1,0.052657,18.990868,1.99976,1498.83141,37.977169,4159,0.059397,40,0.009618,0.001677,-1,0.279366,199,217.043039,0.22111,0.221825
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type08_TEST1.dzn,1,0.092514,10.809221,1.999853,4804.818403,21.616852,6799,0.035906,20,0.002942,0.000491,-1,0.441517,619,627.089572,0.313974,0.319105
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type09_TEST9.dzn,1,0.056217,17.788321,1.99959,524.733187,35.569343,2437,0.066481,40,0.016414,0.003263,-1,0.281291,117,135.039803,0.220864,0.280659
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST2.dzn,1,0.105474,9.481013,1.998665,277.947473,18.949367,749,0.084898,20,0.026702,0.005696,20.909212,0.453584,69,77.078772,0.301089,0.392891
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type09_TEST2.dzn,1,0.054953,18.197452,1.99965,597.355169,36.388535,2857,0.061627,40,0.014001,0.002677,-1,0.280622,137,155.040952,0.22838,0.309096
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type09_TEST3.dzn,1,0.056217,17.788321,1.99959,483.7113,35.569343,2437,0.064716,40,0.016414,0.003263,-1,0.281291,117,135.039803,0.229222,0.320698
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.07.dzn,1,1.234323,0.81016,3.508251,830.89631,2.842246,220,0.650028,312,1.155116,1.327511,7.933993,3.101649,94,32.521452,2.09979,2.30961
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST1.dzn,1,0.051775,19.314176,1.999802,1825.759275,38.624521,5041,0.054491,40,0.007935,0.001322,-1,0.278867,241,259.043841,0.221205,0.222244
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type09_TEST1.dzn,1,0.055862,17.901408,1.999607,522.953299,35.795775,2542,0.064377,40,0.015736,0.003096,-1,0.281104,122,140.040126,0.226315,0.305734
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_1.dzn,1,0.095264,10.497105,2.044104,45.357552,21.457178,34441,0.001855,80,0.002323,0.1956,-1,0.00048,41,55.128481,0.105013,0.229329
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type08_TEST4.dzn,1,0.093582,10.685864,1.999755,2835.870646,21.36911,4082,0.045898,20,0.0049,0.000844,-1,0.442681,372,380.088682,0.313061,0.316187
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type08_TEST3.dzn,1,0.092035,10.865471,1.999897,6466.407853,21.729821,9692,0.029878,20,0.002064,0.000339,-1,0.440967,882,890.089971,0.315837,0.330828
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type13_TEST2.dzn,1,0.103609,9.651685,1.998836,318.822102,19.292135,859,0.080173,20,0.023283,0.004854,20.909197,0.45201,79,87.080326,0.306871,0.410803
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type08_TEST9.dzn,1,0.092463,10.8151,1.999858,4930.41325,21.628659,7019,0.035316,20,0.002849,0.000475,-1,0.44146,639,647.089614,0.314038,0.319791
benchmarks/depot-placement/depot_placement.mzn_AND_benchmarks/depot-placement/att48_4.dzn,1,1.15566,0.865306,3.061321,93.427025,2.64898,40,0.814124,196,0.938679,0.485424,5.688679,1.060645,12,9.839623,5.456697,6.726601
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type13_TEST4.dzn,1,0.106628,9.378378,1.998559,276.715998,18.743243,694,0.089926,20,0.028818,0.006227,20.909222,0.454542,64,72.07781,0.295585,0.352103
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type13_TEST3.dzn,1,0.100719,9.928571,1.999101,412.833747,19.848214,1112,0.071745,20,0.017986,0.003597,20.909173,0.449498,102,110.082734,0.319962,0.449412
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type13_TEST5.dzn,1,0.101796,9.823529,1.999002,405.808277,19.637255,1002,0.077416,20,0.01996,0.004058,20.909182,0.450446,92,100.081836,0.305032,0.380029
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type13_TEST6.dzn,1,0.101796,9.823529,1.999002,346.469298,19.637255,1002,0.073006,20,0.01996,0.004058,20.909182,0.450446,92,100.081836,0.327796,0.48998
benchmarks/depot-placement/depot_placement.mzn_AND_benchmarks/depot-placement/rat99_6.dzn,1,1.12931,0.885496,3.100575,60.202491,2.745547,52,0.491097,196,0.571839,0.455067,5.925287,0.886952,16,13.327586,3.710848,4.904582
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type13_TEST8.dzn,1,0.102564,9.75,1.998932,394.727776,19.489583,936,0.080788,20,0.021368,0.004392,20.909188,0.451113,86,94.081197,0.301284,0.355874
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type13_TEST9.dzn,1,0.102296,9.77551,1.998956,387.970551,19.540816,958,0.078933,20,0.020877,0.004275,20.909186,0.450881,88,96.08142,0.303652,0.375439
benchmarks/depot-placement/depot_placement.mzn_AND_benchmarks/depot-placement/rat99_5.dzn,1,1.141304,0.87619,3.083333,53.652611,2.701587,46,0.515645,196,0.721014,0.470159,5.818841,0.964785,14,11.557971,3.504462,4.650511
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST7.dzn,1,0.101124,9.888889,1.999064,721.965519,19.768519,1068,0.085431,20,0.018727,0.003769,20.909176,0.449856,98,106.082397,0.312417,0.312103
benchmarks/depot-placement/depot_placement.mzn_AND_benchmarks/depot-placement/st70_5.dzn,1,1.141304,0.87619,3.083333,55.23085,2.701587,46,0.522398,196,0.721014,0.470159,5.818841,0.964785,14,11.557971,3.655267,4.872579
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type08_TEST7.dzn,1,0.093051,10.746835,1.999804,3446.082839,21.491561,5094,0.04104,20,0.003926,0.000666,-1,0.442111,464,472.089124,0.313253,0.319237
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST3.dzn,1,0.096573,10.354839,1.999481,1284.473751,20.704301,1926,0.065151,20,0.010384,0.001924,-1,0.445683,176,184.086189,0.311857,0.313229
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type08_TEST8.dzn,1,0.092749,10.781818,1.999831,4261.814031,21.561818,5930,0.038494,20,0.003373,0.000567,-1,0.44178,540,548.089376,0.31381,0.317256
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST5.dzn,1,0.052734,18.962963,1.999756,1501.585745,37.921296,4096,0.059971,40,0.009766,0.00171,-1,0.27941,196,214.042969,0.221324,0.221797
