@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC

@DATA
normalized-mps-red-adlittle.xml.mzn_AND_NODATA,1,40.985915
normalized-mps-red-markshare2.xml.mzn_AND_NODATA,1,19.285714
normalized-mps-red-gr4x6.xml.mzn_AND_NODATA,1,16.909091
normalized-mps-mod010.xml.mzn_AND_NODATA,1,9.123711
normalized-mps-red-bell4.xml.mzn_AND_NODATA,1,16.773109
normalized-mps-red-kb2.xml.mzn_AND_NODATA,1,16.117647
normalized-mps-red-flugpl.xml.mzn_AND_NODATA,1,7.571429
normalized-miles1500-65.xml.mzn_AND_NODATA,1,0.024625
normalized-langford-3-40.xml.mzn_AND_NODATA,1,0.01662
normalized-mps-red-mod013.xml.mzn_AND_NODATA,1,19.578947
normalized-mps-red-fiber.xml.mzn_AND_NODATA,1,3.698276
normalized-miles1000-39.xml.mzn_AND_NODATA,1,0.039801
normalized-mps-red-pk1.xml.mzn_AND_NODATA,1,16.416667
normalized-mps-red-markshare1-1.xml.mzn_AND_NODATA,1,16.470588
normalized-mps-p2756.xml.mzn_AND_NODATA,1,3.734417
normalized-mps-red-markshare2-1.xml.mzn_AND_NODATA,1,16.5
normalized-mps-red-misc05.xml.mzn_AND_NODATA,1,6.466667
normalized-mps-red-bal8x12.xml.mzn_AND_NODATA,1,21.882353
normalized-haystacks-36.xml.mzn_AND_NODATA,1,0.741754
normalized-mug100-1-3.xml.mzn_AND_NODATA,1,0.60241
normalized-mug88-1-3.xml.mzn_AND_NODATA,1,0.60274
normalized-mps-red-blend.xml.mzn_AND_NODATA,1,21.652174
normalized-mps-red-bell3a.xml.mzn_AND_NODATA,1,16.07971
normalized-mps-red-net12.xml.mzn_AND_NODATA,1,1.784897
normalized-mps-red-qnet1.xml.mzn_AND_NODATA,1,5.639413
normalized-mps-red-ran10x12.xml.mzn_AND_NODATA,1,22.682927
normalized-mps-red-boeing2.xml.mzn_AND_NODATA,1,16.939698
normalized-mps-aflow30a.xml.mzn_AND_NODATA,1,7.510438
normalized-mps-vpm1.xml.mzn_AND_NODATA,1,9.149502
normalized-mps-red-recipe.xml.mzn_AND_NODATA,1,20.281768
normalized-mps-red-agg.xml.mzn_AND_NODATA,1,11.670644
normalized-mps-red-sample2.xml.mzn_AND_NODATA,1,19.343284
normalized-mps-red-scagr7.xml.mzn_AND_NODATA,1,19.71831
normalized-mps-protfold.xml.mzn_AND_NODATA,1,0.853886
normalized-mps-red-stocfor1.xml.mzn_AND_NODATA,1,18.5
normalized-mulsol-i-1-15.xml.mzn_AND_NODATA,1,0.050191
normalized-mps-red-qnet1-o.xml.mzn_AND_NODATA,1,5.873362
normalized-geo50-20-d4-75-1_ext.xml.mzn_AND_NODATA,1,0.021857
normalized-mulsol-i-1-25.xml.mzn_AND_NODATA,1,0.050191
normalized-mulsol-i-2-15.xml.mzn_AND_NODATA,1,0.048391
normalized-mps-vpm2.xml.mzn_AND_NODATA,1,9.149502
normalized-mitre.xml.mzn_AND_NODATA,1,5.24401
normalized-mps-red-share2b.xml.mzn_AND_NODATA,1,21.743119
normalized-mulsol-i-1-40.xml.mzn_AND_NODATA,1,0.050191
normalized-mulsol-i-1-45.xml.mzn_AND_NODATA,1,0.050191
normalized-mulsol-i-1-46.xml.mzn_AND_NODATA,1,0.050191
normalized-mulsol-i-1-10.xml.mzn_AND_NODATA,1,0.050191
normalized-mulsol-i-2-20.xml.mzn_AND_NODATA,1,0.048391
normalized-mps-red-aflow30a.xml.mzn_AND_NODATA,1,7.510438
normalized-mulsol-i-2-25.xml.mzn_AND_NODATA,1,0.048391
normalized-mps-red-blend2.xml.mzn_AND_NODATA,1,10.013605
normalized-mps-mitre.xml.mzn_AND_NODATA,1,5.24401
normalized-mulsol-i-2-28.xml.mzn_AND_NODATA,1,0.048391
normalized-mps-red-berlin-5-8_0.xml.mzn_AND_NODATA,1,5.197144
normalized-mulsol-i-2-30.xml.mzn_AND_NODATA,1,0.048391
normalized-mug88-25-3.xml.mzn_AND_NODATA,1,0.60274
normalized-mulsol-i-1-35.xml.mzn_AND_NODATA,1,0.050191
normalized-mps-red-mkc.xml.mzn_AND_NODATA,1,1.67486
normalized-mps-red-ran14x18.xml.mzn_AND_NODATA,1,24.721519
normalized-mulsol-i-2-29.xml.mzn_AND_NODATA,1,0.048391
normalized-mulsol-i-4-10.xml.mzn_AND_NODATA,1,0.046883
normalized-mps-red-modglob.xml.mzn_AND_NODATA,1,25.435233
normalized-geo50-20-d4-75-68_ext.xml.mzn_AND_NODATA,1,0.02444
normalized-mulsol-i-4-20.xml.mzn_AND_NODATA,1,0.046883
normalized-mulsol-i-1-47.xml.mzn_AND_NODATA,1,0.050191
normalized-myciel-5g-5-ext.xml.mzn_AND_NODATA,1,0.199293
normalized-mulsol-i-3-10.xml.mzn_AND_NODATA,1,0.046987
normalized-mulsol-i-4-28.xml.mzn_AND_NODATA,1,0.046883
normalized-mulsol-i-4-29.xml.mzn_AND_NODATA,1,0.046883
normalized-mulsol-i-3-28.xml.mzn_AND_NODATA,1,0.046987
normalized-mulsol-i-5-10.xml.mzn_AND_NODATA,1,0.046816
normalized-mulsol-i-3-15.xml.mzn_AND_NODATA,1,0.046987
normalized-myciel7-5.xml.mzn_AND_NODATA,1,0.080932
normalized-mulsol-i-1-48.xml.mzn_AND_NODATA,1,0.050191
normalized-mps-red-ran8x32.xml.mzn_AND_NODATA,1,23.619048
normalized-mulsol-i-4-25.xml.mzn_AND_NODATA,1,0.046883
normalized-mulsol-i-1-20.xml.mzn_AND_NODATA,1,0.050191
normalized-mulsol-i-3-20.xml.mzn_AND_NODATA,1,0.046987
normalized-myciel7-7.xml.mzn_AND_NODATA,1,0.080932
normalized-mulsol-i-3-29.xml.mzn_AND_NODATA,1,0.046987
normalized-mulsol-i-5-30.xml.mzn_AND_NODATA,1,0.046816
normalized-mulsol-i-5-20.xml.mzn_AND_NODATA,1,0.046816
normalized-mug100-25-3.xml.mzn_AND_NODATA,1,0.60241
normalized-mps-red-agg3.xml.mzn_AND_NODATA,1,18.527607
normalized-mulsol-i-5-25.xml.mzn_AND_NODATA,1,0.046816
normalized-mulsol-i-5-15.xml.mzn_AND_NODATA,1,0.046816
normalized-ortholatin-10.xml.mzn_AND_NODATA,1,2.12766
normalized-myciel7-6.xml.mzn_AND_NODATA,1,0.080932
normalized-mulsol-i-3-30.xml.mzn_AND_NODATA,1,0.046987
normalized-mps-red-ran4x64.xml.mzn_AND_NODATA,1,20.244898
normalized-mulsol-i-2-10.xml.mzn_AND_NODATA,1,0.048391
normalized-mps-red-ran10x26.xml.mzn_AND_NODATA,1,24.277108
normalized-ortholatin-15.xml.mzn_AND_NODATA,1,2.36014
normalized-mulsol-i-1-30.xml.mzn_AND_NODATA,1,0.050191
normalized-mps-red-liu.xml.mzn_AND_NODATA,1,1.422865
normalized-ooo-rf6.xml.mzn_AND_NODATA,1,0.369596
normalized-mps-red-ran12x21.xml.mzn_AND_NODATA,1,24.566038
normalized-mulsol-i-4-15.xml.mzn_AND_NODATA,1,0.046883
normalized-mps-red-share1b.xml.mzn_AND_NODATA,1,32.76699
normalized-ooo-burch-dill-2-accl.xml.mzn_AND_NODATA,1,0.387678
normalized-mps-red-agg2.xml.mzn_AND_NODATA,1,18.527607
normalized-mulsol-i-3-25.xml.mzn_AND_NODATA,1,0.046987
normalized-ortholatin-20.xml.mzn_AND_NODATA,1,2.494802
normalized-ooo-burch-dill-2-accl-ucl.xml.mzn_AND_NODATA,1,0.383669
normalized-mulsol-i-5-28.xml.mzn_AND_NODATA,1,0.046816
normalized-myciel5-5.xml.mzn_AND_NODATA,1,0.199153
normalized-mps-red-vtp-base.xml.mzn_AND_NODATA,1,18.85
normalized-os-taillard-10-100-2.xml.mzn_AND_NODATA,1,0.703704
normalized-os-taillard-10-100-4.xml.mzn_AND_NODATA,1,0.703704
normalized-myciel6-6.xml.mzn_AND_NODATA,1,0.125828
normalized-os-taillard-10-100-8.xml.mzn_AND_NODATA,1,0.703704
normalized-ooo-rf6-ucl.xml.mzn_AND_NODATA,1,0.365849
normalized-os-taillard-10-100-9.xml.mzn_AND_NODATA,1,0.703704
normalized-os-taillard-10-100-3.xml.mzn_AND_NODATA,1,0.703704
normalized-mulsol-i-5-29.xml.mzn_AND_NODATA,1,0.046816
normalized-os-taillard-10-105-0.xml.mzn_AND_NODATA,1,0.703704
normalized-os-taillard-10-105-1.xml.mzn_AND_NODATA,1,0.703704
normalized-mulsol-i-4-30.xml.mzn_AND_NODATA,1,0.046883
normalized-ortholatin-8.xml.mzn_AND_NODATA,1,1.979381
normalized-ortholatin-6.xml.mzn_AND_NODATA,1,1.770492
normalized-os-taillard-10-105-3.xml.mzn_AND_NODATA,1,0.703704
normalized-ooo-burch-dill-4-accl.xml.mzn_AND_NODATA,1,0.382242
normalized-ooo-rf7.xml.mzn_AND_NODATA,1,0.359334
normalized-os-taillard-10-105-6.xml.mzn_AND_NODATA,1,0.703704
normalized-mps-manna81.xml.mzn_AND_NODATA,1,1.170692
normalized-haystacks-37.xml.mzn_AND_NODATA,1,0.741542
normalized-ooo-burch-dill-4-accl-ucl.xml.mzn_AND_NODATA,1,0.378313
normalized-os-taillard-10-105-9.xml.mzn_AND_NODATA,1,0.703704
normalized-ortholatin-9.xml.mzn_AND_NODATA,1,2.059322
normalized-mps-red-timtab2.xml.mzn_AND_NODATA,1,5.897127
normalized-os-taillard-10-105-2.xml.mzn_AND_NODATA,1,0.703704
normalized-os-taillard-10-95-5.xml.mzn_AND_NODATA,1,0.703704
normalized-os-taillard-10-100-7.xml.mzn_AND_NODATA,1,0.703704
normalized-os-taillard-10-100-0.xml.mzn_AND_NODATA,1,0.703704
normalized-os-taillard-10-100-1.xml.mzn_AND_NODATA,1,0.703704
normalized-os-taillard-10-105-5.xml.mzn_AND_NODATA,1,0.703704
normalized-mps-red-ran6x43.xml.mzn_AND_NODATA,1,22.466292
normalized-ortholatin-7.xml.mzn_AND_NODATA,1,1.884615
normalized-os-taillard-10-95-2.xml.mzn_AND_NODATA,1,0.703704
normalized-mps-red-ran14x18-1.xml.mzn_AND_NODATA,1,24.721519
normalized-ooo-tag8.xml.mzn_AND_NODATA,1,0.362895
normalized-os-taillard-10-95-4.xml.mzn_AND_NODATA,1,0.703704
normalized-os-taillard-10-95-8.xml.mzn_AND_NODATA,1,0.703704
normalized-os-taillard-10-105-4.xml.mzn_AND_NODATA,1,0.703704
normalized-os-taillard-10-105-8.xml.mzn_AND_NODATA,1,0.703704
normalized-ooo-burch-dill-3-accl.xml.mzn_AND_NODATA,1,0.369908
normalized-os-taillard-10-100-5.xml.mzn_AND_NODATA,1,0.703704
normalized-os-taillard-10-95-7.xml.mzn_AND_NODATA,1,0.703704
normalized-geo50-20-d4-75-28_ext.xml.mzn_AND_NODATA,1,0.022231
normalized-os-taillard-10-95-0.xml.mzn_AND_NODATA,1,0.703704
normalized-myciel6-5.xml.mzn_AND_NODATA,1,0.125828
normalized-geo50-20-d4-75-35_ext.xml.mzn_AND_NODATA,1,0.022551
normalized-mps-red-lotfi.xml.mzn_AND_NODATA,1,37.258065
normalized-ooo-burch-dill-3-accl-ucl.xml.mzn_AND_NODATA,1,0.367906
normalized-os-taillard-10-95-9.xml.mzn_AND_NODATA,1,0.703704
normalized-os-taillard-15-105-0.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-15-100-3.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-10-95-3.xml.mzn_AND_NODATA,1,0.703704
normalized-os-taillard-15-100-5.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-15-100-4.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-15-105-2.xml.mzn_AND_NODATA,1,0.690476
normalized-mps-red-bienst1.xml.mzn_AND_NODATA,1,18.860656
normalized-os-taillard-10-95-6.xml.mzn_AND_NODATA,1,0.703704
normalized-os-taillard-15-105-5.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-10-100-6.xml.mzn_AND_NODATA,1,0.703704
normalized-os-taillard-15-100-9.xml.mzn_AND_NODATA,1,0.690476
normalized-ooo-rf8.xml.mzn_AND_NODATA,1,0.350809
normalized-ooo-tag8-ucl.xml.mzn_AND_NODATA,1,0.361683
normalized-os-taillard-15-100-7.xml.mzn_AND_NODATA,1,0.690476
normalized-ooo-rf8-ucl.xml.mzn_AND_NODATA,1,0.350773
normalized-os-taillard-15-100-2.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-15-105-1.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-15-105-7.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-15-100-6.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-15-95-5.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-15-100-0.xml.mzn_AND_NODATA,1,0.690476
normalized-geo50-20-d4-75-56_ext.xml.mzn_AND_NODATA,1,0.022902
normalized-os-taillard-15-100-8.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-4-100-1.xml.mzn_AND_NODATA,1,0.777778
normalized-os-taillard-15-95-3.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-4-105-8.xml.mzn_AND_NODATA,1,0.777778
normalized-os-taillard-15-95-9.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-4-95-1.xml.mzn_AND_NODATA,1,0.777778
normalized-fischer-8-10-fair.xml.mzn_AND_NODATA,1,1.052224
normalized-os-taillard-5-100-0.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-15-100-1.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-15-95-1.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-5-100-3.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-15-95-7.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-5-100-4.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-5-100-7.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-15-105-3.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-4-105-9.xml.mzn_AND_NODATA,1,0.777778
normalized-os-taillard-15-95-8.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-10-95-1.xml.mzn_AND_NODATA,1,0.703704
normalized-os-taillard-5-100-8.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-5-100-9.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-15-105-9.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-4-100-6.xml.mzn_AND_NODATA,1,0.777778
normalized-os-taillard-4-95-4.xml.mzn_AND_NODATA,1,0.777778
normalized-os-taillard-5-105-2.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-5-105-3.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-15-95-6.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-5-105-6.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-5-105-8.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-5-95-0.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-5-100-2.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-5-95-4.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-5-95-5.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-5-100-5.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-5-100-6.xml.mzn_AND_NODATA,1,0.75
normalized-mps-red-bg512142.xml.mzn_AND_NODATA,1,13.592233
normalized-fischer-7-12-fair.xml.mzn_AND_NODATA,1,1.052452
normalized-os-taillard-5-95-9.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-7-100-2.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-5-100-1.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-7-100-3.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-7-100-4.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-15-105-6.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-7-100-5.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-5-105-4.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-7-100-7.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-7-100-9.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-15-95-2.xml.mzn_AND_NODATA,1,0.690476
normalized-fischer-9-9-fair.xml.mzn_AND_NODATA,1,1.051986
normalized-os-taillard-5-95-7.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-15-95-4.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-7-95-0.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-5-105-7.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-15-95-0.xml.mzn_AND_NODATA,1,0.690476
normalized-os-taillard-7-100-0.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-15-105-4.xml.mzn_AND_NODATA,1,0.690476
normalized-geo50-20-d4-75-51_ext.xml.mzn_AND_NODATA,1,0.022428
normalized-os-taillard-7-100-6.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-5-105-0.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-7-105-1.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-5-95-6.xml.mzn_AND_NODATA,1,0.75
normalized-mps-red-neos14.xml.mzn_AND_NODATA,1,19.910714
normalized-os-taillard-7-95-4.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-5-105-5.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-7-95-5.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-7-95-6.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-7-105-3.xml.mzn_AND_NODATA,1,0.722222
normalized-p0548.xml.mzn_AND_NODATA,1,3.378205
normalized-os-taillard-5-95-8.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-7-105-5.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-7-105-7.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-7-105-9.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-7-95-1.xml.mzn_AND_NODATA,1,0.722222
normalized-geo50-20-d4-75-53_ext.xml.mzn_AND_NODATA,1,0.022379
normalized-os-taillard-7-95-8.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-7-95-3.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-4-105-6.xml.mzn_AND_NODATA,1,0.777778
normalized-os-taillard-5-105-9.xml.mzn_AND_NODATA,1,0.75
normalized-ooo-tag10-ucl.xml.mzn_AND_NODATA,1,0.350042
normalized-par-16-2.xml.mzn_AND_NODATA,1,0.783784
normalized-geo50-20-d4-75-41_ext.xml.mzn_AND_NODATA,1,0.021877
normalized-os-taillard-7-105-8.xml.mzn_AND_NODATA,1,0.722222
normalized-ooo-tag10.xml.mzn_AND_NODATA,1,0.350069
normalized-geo50-20-d4-75-85_ext.xml.mzn_AND_NODATA,1,0.024492
normalized-geo50-20-d4-75-19_ext.xml.mzn_AND_NODATA,1,0.020712
normalized-par-16-2-c.xml.mzn_AND_NODATA,1,0.400919
normalized-haystacks-38.xml.mzn_AND_NODATA,1,0.741463
normalized-os-taillard-5-95-2.xml.mzn_AND_NODATA,1,0.75
normalized-os-taillard-7-95-7.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-7-100-1.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-7-95-2.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-7-105-2.xml.mzn_AND_NODATA,1,0.722222
normalized-ooo-rf9.xml.mzn_AND_NODATA,1,0.346833
normalized-os-taillard-7-95-9.xml.mzn_AND_NODATA,1,0.722222
normalized-ooo-rf9-ucl.xml.mzn_AND_NODATA,1,0.346812
normalized-fischer-10-9-fair.xml.mzn_AND_NODATA,1,1.051708
normalized-geo50-20-d4-75-55_ext.xml.mzn_AND_NODATA,1,0.02201
normalized-par-16-1.xml.mzn_AND_NODATA,1,0.828233
normalized-os-taillard-7-105-0.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-7-105-6.xml.mzn_AND_NODATA,1,0.722222
normalized-p2756.xml.mzn_AND_NODATA,1,3.704607
normalized-geo50-20-d4-75-99_ext.xml.mzn_AND_NODATA,1,0.025823
normalized-mps-red-UMTS.xml.mzn_AND_NODATA,1,3.057307
normalized-os-taillard-7-100-8.xml.mzn_AND_NODATA,1,0.722222
normalized-os-taillard-7-105-4.xml.mzn_AND_NODATA,1,0.722222
normalized-fischer-11-8-fair.xml.mzn_AND_NODATA,1,1.051508
normalized-par-32-2-c.xml.mzn_AND_NODATA,1,0.400369
normalized-par-16-3.xml.mzn_AND_NODATA,1,0.804279
normalized-par-16-1-c.xml.mzn_AND_NODATA,1,0.401012
normalized-par-16-5-c.xml.mzn_AND_NODATA,1,0.400941
normalized-le-450-5a-5-ext.xml.mzn_AND_NODATA,1,0.087605
normalized-par-16-3-c.xml.mzn_AND_NODATA,1,0.40096
normalized-par-16-4-c.xml.mzn_AND_NODATA,1,0.40099
normalized-os-taillard-20-100-3.xml.mzn_AND_NODATA,1,0.684211
normalized-geo50-20-d4-75-52_ext.xml.mzn_AND_NODATA,1,0.021402
normalized-os-taillard-20-100-4.xml.mzn_AND_NODATA,1,0.684211
normalized-par-32-5-c.xml.mzn_AND_NODATA,1,0.400359
normalized-os-taillard-20-100-5.xml.mzn_AND_NODATA,1,0.684211
normalized-os-taillard-20-100-1.xml.mzn_AND_NODATA,1,0.684211
normalized-mps-air05.xml.mzn_AND_NODATA,1,8.817402
normalized-pigeon-cardinality-15-10.xml.mzn_AND_NODATA,1,6
normalized-par-32-4-c.xml.mzn_AND_NODATA,1,0.40036
normalized-pigeon-cardinality-21-20.xml.mzn_AND_NODATA,1,10.243902
normalized-pigeon-cardinality-11-10.xml.mzn_AND_NODATA,1,5.238095
normalized-par-32-1-c.xml.mzn_AND_NODATA,1,0.400365
normalized-geo50-20-d4-75-63_ext.xml.mzn_AND_NODATA,1,0.021765
normalized-par-32-3-c.xml.mzn_AND_NODATA,1,0.400363
normalized-patat-02-small-5.xml.mzn_AND_NODATA,1,0.682469
normalized-pigeon-cardinality-31-30.xml.mzn_AND_NODATA,1,15.245902
normalized-patat-08-comp-14.xml.mzn_AND_NODATA,1,0.6457
normalized-os-taillard-20-100-2.xml.mzn_AND_NODATA,1,0.684211
normalized-os-taillard-20-100-6.xml.mzn_AND_NODATA,1,0.684211
normalized-mps-red-arki001.xml.mzn_AND_NODATA,1,5.678571
normalized-patat-02-small-4.xml.mzn_AND_NODATA,1,0.682186
normalized-pigeon-cardinality-41-40.xml.mzn_AND_NODATA,1,20.246914
normalized-pigeon-cardinality-25-20.xml.mzn_AND_NODATA,1,11.111111
normalized-pigeon-clauses-11-10.xml.mzn_AND_NODATA,1,0.196078
normalized-patat-02-small-3.xml.mzn_AND_NODATA,1,0.682347
normalized-pigeon-cardinality-51-50.xml.mzn_AND_NODATA,1,25.247525
normalized-patat-02-small-1.xml.mzn_AND_NODATA,1,0.687591
normalized-pigeon-cardinality-55-50.xml.mzn_AND_NODATA,1,26.190476
normalized-pigeon-cardinality-45-40.xml.mzn_AND_NODATA,1,21.176471
normalized-pigeon-cardinality-35-30.xml.mzn_AND_NODATA,1,16.153846
normalized-par-32-2.xml.mzn_AND_NODATA,1,0.492327
normalized-mps-red-air05.xml.mzn_AND_NODATA,1,8.817402
normalized-par-32-5.xml.mzn_AND_NODATA,1,0.489708
normalized-os-taillard-20-105-1.xml.mzn_AND_NODATA,1,0.684211
normalized-pigeon-clauses-21-20.xml.mzn_AND_NODATA,1,0.099502
normalized-par-16-5.xml.mzn_AND_NODATA,1,0.793279
normalized-par-32-4.xml.mzn_AND_NODATA,1,0.490426
normalized-patat-08-comp-7.xml.mzn_AND_NODATA,1,0.658194
normalized-geo50-20-d4-75-12_ext.xml.mzn_AND_NODATA,1,0.01984
normalized-pigeon-clauses-25-20.xml.mzn_AND_NODATA,1,0.082988
normalized-mps-air04.xml.mzn_AND_NODATA,1,5.693095
normalized-os-taillard-20-100-7.xml.mzn_AND_NODATA,1,0.684211
normalized-pigeon-cardinality-75-70.xml.mzn_AND_NODATA,1,36.206897
normalized-par-32-1.xml.mzn_AND_NODATA,1,0.491793
normalized-par-32-3.xml.mzn_AND_NODATA,1,0.490881
normalized-pigeon-cardinality-71-70.xml.mzn_AND_NODATA,1,35.248227
normalized-patat-08-comp-8.xml.mzn_AND_NODATA,1,0.65732
normalized-pigeon-clauses-31-30.xml.mzn_AND_NODATA,1,0.066519
normalized-mps-air06.xml.mzn_AND_NODATA,1,5.601948
normalized-pigeons-14.xml.mzn_AND_NODATA,1,0.153846
normalized-os-taillard-20-100-0.xml.mzn_AND_NODATA,1,0.684211
normalized-pigeons-20-ord.xml.mzn_AND_NODATA,1,0.052632
normalized-pigeons-18.xml.mzn_AND_NODATA,1,0.117647
normalized-pigeons-25.xml.mzn_AND_NODATA,1,0.083333
normalized-pigeons-15.xml.mzn_AND_NODATA,1,0.142857
normalized-pigeons-30.xml.mzn_AND_NODATA,1,0.068966
normalized-pigeons-40.xml.mzn_AND_NODATA,1,0.051282
normalized-os-taillard-20-100-8.xml.mzn_AND_NODATA,1,0.684211
normalized-pigeons-30-ord.xml.mzn_AND_NODATA,1,0.034483
normalized-pigeon-clauses-15-10.xml.mzn_AND_NODATA,1,0.140845
normalized-mps-red-air04.xml.mzn_AND_NODATA,1,5.693095
normalized-geo50-20-d4-75-67_ext.xml.mzn_AND_NODATA,1,0.022315
normalized-pigeons-40-ord.xml.mzn_AND_NODATA,1,0.025641
normalized-pigeons-11.xml.mzn_AND_NODATA,1,0.2
normalized-pigeon-cardinality-91-90.xml.mzn_AND_NODATA,1,45.248619
normalized-pigeons-12.xml.mzn_AND_NODATA,1,0.181818
normalized-pigeons-16.xml.mzn_AND_NODATA,1,0.133333
normalized-pigeon-clauses-41-40.xml.mzn_AND_NODATA,1,0.049938
normalized-pret-150-25_ext.xml.mzn_AND_NODATA,1,1.5
normalized-pigeons-35.xml.mzn_AND_NODATA,1,0.058824
normalized-geo50-20-d4-75-87_ext.xml.mzn_AND_NODATA,1,0.023293
normalized-os-taillard-20-100-9.xml.mzn_AND_NODATA,1,0.684211
normalized-pret-150-60_ext.xml.mzn_AND_NODATA,1,1.5
normalized-pret-150-75_ext.xml.mzn_AND_NODATA,1,1.5
normalized-pigeon-cardinality-101-100.xml.mzn_AND_NODATA,1,50.248756
normalized-pret-60-25_ext.xml.mzn_AND_NODATA,1,1.5
normalized-pret-150-40_ext.xml.mzn_AND_NODATA,1,1.5
normalized-pigeons-50.xml.mzn_AND_NODATA,1,0.040816
normalized-pret-60-60_ext.xml.mzn_AND_NODATA,1,1.5
normalized-pret-60-75_ext.xml.mzn_AND_NODATA,1,1.5
normalized-os-taillard-20-105-3.xml.mzn_AND_NODATA,1,0.684211
normalized-primes-10-20-2-3.xml.mzn_AND_NODATA,1,5
normalized-pigeons-45.xml.mzn_AND_NODATA,1,0.045455
normalized-pigeons-20.xml.mzn_AND_NODATA,1,0.105263
normalized-primes-10-40-3-5.xml.mzn_AND_NODATA,1,2.5
normalized-os-taillard-20-105-2.xml.mzn_AND_NODATA,1,0.684211
