@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC

@DATA
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_004_127_112-tseitin.cnf,1,1.6773,2.6418,1.944,12.174,0.8742,42.067,52.766,2.832,0.6359,4.4092,74.814,0.9904,0.502,96,73,0.0001,0.4348,567,0.036,0,0.2704,86.321,0.6114,0.0005,0.7551,258,207,83.182,215.87,2404,0.0008,12.906,308,5,144.8,0.1596,150,0.9745,0.0001,0.0021,0.115,0.7238,1.4142,0,0.427,879000,621.86,0.4093,110.97,0.9967,616.78,621,0.0008,0.0529,0.4915,96.11,0.2025,4,0.9372,0.0839,66722,0.4586,0.9909,351000
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S386464511-018.SATISFIABLE.cnf,1,0.2804,0.2855,0.4025,0.0079,0,24.676,24.676,0.0711,0.7307,4,25.274,0.8491,0.325,3872,3872,0.0042,0.5871,4102,0.2282,0,0.5897,25.443,0.1834,0.0428,0.4006,4012,3936,26.371,3946,434,0.0035,12.904,4102,4,0.0369,0.1231,3890,0.3896,0.0021,0.0138,0.0901,0.2031,0.7038,0.0057,0.2317,1917,96.537,0.1774,15.575,0.7143,96.539,96,0.0069,0.0032,0.4834,28.114,0.0777,4,0.9569,0.0363,1902,0.0188,0.5816,450
SAT_Competition2007/random/2+p/p0.9/v810/unif2p-p0.9-v810-c2932-S1966306571-20-UNSAT.cnf,1,0.3383,0.3273,0.4095,0.0184,0.0949,29.559,29.559,0.1556,1.0024,4.1971,29.856,0.8357,0.281,3832,3832,0.0014,0.5627,4018,0.2613,0,0.6536,30.441,0.6371,0.0648,0.4135,3977,3948,30.975,3922.5,752,0.0019,19.291,4018,5,0.0771,0.1551,3837,0.4042,0.0007,0.0079,0.1168,0.2262,0.6296,0.0033,0.2453,2931,163.71,0.2213,24.538,0.7305,163.83,164,0.0027,0.0001,0.6787,32.172,0.0921,4,0.9103,0.0307,2878,0.0175,0.5958,810
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c10nidw_s.cnf,1,1.7683,1.9589,2.3969,1.3483,0.1265,7.0256,10.08,0.3815,1.7966,7.303,10.617,2.5428,0.0185,39,32,0,0.4026,420,0.1251,0,0.7034,10.927,1.6393,0.021,0.6282,371,165,12.315,201.9,64148,0,14863,420,8,5.3039,0.1207,44,0.6601,0,0.0001,0.0758,0.5782,0.7633,0,0.1711,1200000,11963,0.1476,12927,0.9074,0,0,0,0,0.4429,12.255,0.1802,7,0.4502,0,513000,0.7664,0.8213,404000
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S844931093-069.cnf,1,0.2713,0.2694,0.3902,0.0051,0,28.034,28.034,0.0556,0.6637,4,30.294,0.8457,0.3201,3693,3693,0.0051,0.5567,3903,0.2314,0,0.5842,30.936,0.1295,0.0488,0.4051,3859,3803,31.593,3786,548,0.0027,14.729,3903,4,0.0219,0.1273,3717,0.3945,0.0025,0.0109,0.0918,0.2224,0.6047,0.0044,0.236,2380,121.23,0.166,18.556,0.7114,121.06,121,0.0055,0.003,0.3444,36.29,0.0915,4,0.9721,0.0375,2368,0.0186,0.5827,560
SAT-Race-2010-CNF/mixed/anbulagan/dated-5-15-u.cnf,1,0.49,0.4931,0.4839,1.5422,0.5939,2.0123,2.0123,0.426,1.3593,14.571,2.0123,0.8925,0.1729,81,81,0,0.5793,1251,0.1704,0,1.041,14.25,1.0111,0.0018,0.5278,1251,120,26.888,484,46737,0,1026.3,1251,15,2.2512,0.0253,81,0.6355,0,0.0001,0.015,0.2235,0.8868,0,0.2459,697000,15640,0.0319,3038,0.8561,15832,15832,0,0,0.2023,64.401,0.052,14,0.9031,0,274000,1.121,0.8014,152000
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/500/unif-k3-r4.25-v500-c2125-S1213077873-067.cnf,1,0.2906,0.2975,0.4089,0.0057,0,25.687,25.687,0.0679,0.703,4,26.695,0.8411,0.3146,3774,3774,0.0047,0.577,3985,0.2309,0,0.5857,28.194,0.1633,0.0399,0.3804,3984,3890,27.929,3866.5,488,0.0031,16.554,3985,4,0.0246,0.1155,3793,0.3728,0.0024,0.0123,0.0848,0.2032,0.6894,0.0025,0.2141,2125,107.04,0.1714,20.68,0.6768,106.83,107,0.0061,0.0014,0.2916,30.22,0.0884,4,0.9645,0.0359,2113,0.021,0.5385,500
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_36.renamed-as.sat05-1922.cnf,1,0.0729,0.0032,0.0032,0,0.394,42.718,42.718,0.2928,0.6743,3,48.515,1.0655,0.7439,165,165,0.0006,0.0015,3895,0.0056,0,0.5471,49.031,0.6732,0,0.692,3895,1130,48.453,1485,1296,0.002,487.46,3895,3,0,0,750,0.6919,0.002,0.0011,0,0.6919,0,0,0.528,231000,620.62,0,24.681,0.6919,621.53,621,0.0015,0.6881,0,53.55,0.6919,3,0.9997,0.0001,231000,0.9651,0.6919,1296
SAT-Race-2010-CNF/mixed/palacios/safe-30-h30-sat.cnf,1,0.8275,1.8208,2.1941,1.6688,0.381,0,0,1.2207,2.129,29.716,0,0.9822,0.3938,0,0,0,0.4707,0,0.0422,0,0.9319,0,2.2077,0,0.6236,0,0,0,0,7174,0.0007,344.13,0,32,17.928,0.0336,0,0.667,0,0.0007,0.0391,0.3745,1.8799,0,0.3766,453000,2286.1,0.1625,59.471,0.9826,2288.9,2299,0.0003,0.0001,0.2877,0,0.2067,27,0.6394,0.0032,170000,0,0.9035,136000
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S394483079-002-UNKNOWN.cnf,1,0.0904,0.0991,0.2306,0,0,46.2,60.294,0,0.8321,3,65.824,0.8356,0.4627,12,9,0.0067,0.6817,35,0.05,0.2,0.6505,73.105,0,0.0015,0.1678,19,16,74.494,17.164,2000,0.0005,81.63,23,3,0,0.0035,14,0.1505,0.0018,0.0091,0.0027,0.0752,0.6516,0.0002,0.0798,40000,383.5,0.005,108.28,0.3297,378.4,380,0.0025,0,0.0139,81.571,0.0308,3,0,0.0579,40000,0.2554,0.2397,2000
SAT_Competition2007/random/2+p/p0.9/v810/unif2p-p0.9-v810-c2932-S1557868591-12-SAT.cnf,1,0.3414,0.3376,0.4453,0.0223,0.0931,29.858,29.858,0.1496,0.9979,4.2989,31.771,0.8336,0.2893,3721,3721,0.0014,0.6028,4054,0.264,0,0.6548,32.981,0.6072,0.0611,0.3977,3895,3863,32.857,3855.2,757,0.0019,17.727,4054,5,0.07,0.1648,3737,0.3994,0.0007,0.0078,0.1197,0.1996,0.6538,0.0012,0.2393,2931,164.38,0.2164,21.322,0.7249,164.3,164,0.0026,0.0012,0.5665,33.736,0.0823,4,0.9212,0.0319,2867,0.0286,0.5785,810
SAT_Competition2011/SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,1.4052,1.5285,1.978,1.3947,0.1291,9.854,11.086,0.3824,1.8279,7.5769,11.527,0.9606,0.0225,77,35,0,0.3882,509,0.1264,0,0.7139,12.982,1.6713,0.0246,0.605,368,300,13.466,256.2,41290,0,2338.8,505,9,5.3701,0.1184,79,0.6619,0,0.0001,0.0761,0.5458,0.7783,0,0.1818,782000,9226,0.1489,10357,0.8497,5785,5785,0,0,0.4548,14.758,0.1742,6,0.4442,0.7326,327000,0.5993,0.7547,263000
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-47-3.cnf,1,0.4858,0.604,0.5862,0.7787,0.0722,4.5313,5.1429,0.1824,1.0057,12.79,5.6903,0.9465,0.0326,116,76,0,1.7381,449,0.1699,0,0.4127,6.2874,0.9025,0.0231,0.0826,254,197,6.4673,205.94,26131,0.0001,2734.1,309,14,1.5106,0.0407,152,0.0107,0,0.0001,0.0312,0.0001,0.5794,0,0.0207,274000,4641.6,0.0485,2596,0.3675,5188.5,5188.5,0.0001,0,0.1579,7.0637,0,12,0.5427,0.105,154000,0.3676,0.0896,65604
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1370059435-05.UNSAT.shuffled.cnf,1,0.2736,0.2859,0.3787,0.02,0,20.667,20.667,0.0614,0.6779,4,21.223,0.8418,0.3299,3916,3916,0.0067,0.6104,4115,0.2329,0,0.5841,21.299,0.1212,0.0398,0.3669,4106,4029,21.899,4013.3,350,0.0043,12.966,4115,4,0.0286,0.1097,3971,0.348,0.0033,0.0168,0.0835,0.1889,0.6855,0.0046,0.203,1533,77.052,0.1599,15.904,0.6925,76.917,77,0.0086,0.0014,0.2829,23.695,0.0852,4,0.9767,0.042,1503,0.0164,0.5198,360
SAT_Competition2007/industrial/industrial/palacios/medium/cube-11-h13-unsat.cnf,1,8.9129,10.245,13.65,0.7268,0.1643,0,0,0.3084,1.4773,10.158,0,1.7099,0.2068,0,0,0,0.526,0,0.1522,0,0.554,0,1.4215,0.0398,0.3785,0,0,0,0,121000,0,37092,0,12,2.7808,0.1182,0,0.4046,0,0,0.0747,0.2079,0.6072,0,0.1642,1370000,0,0.1325,55824,0.6288,0,0,0,0,0.1807,0,0.1012,9,0.586,0,792000,0,0.5349,456000
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1773173258-010.cnf,1,0.2939,0.2902,0.4002,0.0067,0,36.364,47.857,0.0633,0.7058,5.1552,54.8,0.882,0.2298,6,4,0.0001,0.5776,22,0.2339,0,0.5867,66.188,0.1527,0.0468,0.3931,11,9,66.225,9.1228,17562,0.0001,539,14,6,0.0249,0.1242,7,0.385,0,0.0004,0.0921,0.2039,0.6586,0.0012,0.2276,75600,3480.8,0.1751,505.2,0.7021,3833.4,3825,0.0002,0,0.8323,76.083,0.0875,5,0.9664,0.0084,75100,0.3619,0.5729,18000
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/dated-10-15-s.cnf,1,0.5366,0.5301,0.4854,1.7871,0.5765,0,0,0.3769,1.3061,14.18,0,1.4976,0.233,0,0,0,0.5961,0,0.1611,0,1.0582,0,0.9665,0.0002,0.5104,0,0,0,0,51761,0,11443,0,15,2.7387,0.0237,0,0.6168,0,0,0.0137,0.197,0.9292,0,0.2398,895000,12782,0.0302,7140,0.8471,16900,16900,0,0,0.1922,0,0.0351,14,0.9282,0,321000,0,0.7811,194000
SAT_RACE2006/SAT-Race-Benchmarks/velev-fvp-sat-3.0-b18.cnf,1,1.8787,1.1802,1.2442,0.0142,0.4972,6,23.688,1.7139,1.0885,4.0645,46.667,1.0145,0.1643,3,1,0,0.2889,20,0.0308,0,0.6168,59.5,0.8854,0.0006,0.7708,10,7,60.193,7.3333,30712,0.0001,2630,15,5,0.1674,0.2773,3,0.808,0,0.0002,0.1745,0.594,1.0206,0,0.3856,1010000,0,0.4959,5391,1,0,0,0.0001,0.0014,0.5,73.111,0.4527,4,0.9744,0,998000,0.6428,0.9971,35853
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1216095115-028.SATISFIABLE.cnf,1,0.0251,0.0856,0.2323,0,0,30.982,30.982,0,0.8473,3,31.433,0.8551,0.5444,4057,4057,0.0404,0.7983,4390,0.0469,0.2,0.6517,32.354,0,0.0011,0.1649,4284,4111,32.318,4146.4,150,0.0063,10.526,4390,3,0,0.0022,4067,0.1358,0.0272,0.0439,0.0018,0.056,0.5751,0.0004,0.0802,3195,29.865,0.0034,11.745,0.3884,29.884,30,0.0333,0.0014,0.0056,33.085,0.019,3,0,0.0658,3195,0.028,0.2332,150
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i7_pp.cnf,1,1.2516,1.5381,1.7709,0.083,0.1699,13.009,13.494,0.3296,1.5921,6.2988,14.457,0.9539,0.0548,831,771,0,0.5378,2509,0.0736,0,0.6278,15.927,1.3044,0.0058,0.5968,1201,1080,16.115,1203.2,9084,0.0003,455.39,2509,7,0.4356,0.0684,983,0.7489,0,0.0003,0.067,0.3237,1.4483,0,0.3204,134000,2591.7,0.2517,382.73,0.9298,2425.1,2592,0.0002,0,0.3659,17.096,0.0753,5,0.6047,0.0399,123000,0.3883,0.8406,13041
SAT_Competition2009/CRAFTED/parity-games/instance_n4_i4_pp.cnf,1,0.8046,0.8902,1.0315,0.1582,0.2185,0,0,0.2915,1.5931,5.9509,0,0.9189,0.1216,0,0,0.0009,0.7096,0,0.1414,0,0.7237,0,1.2863,0.0127,0.4451,0,0,0,0,1100,0.0019,72.397,0,7,0.4291,0.1247,0,0.4417,0.0006,0.0023,0.0891,0.1425,1.1816,0,0.2487,9007,277.99,0.2563,56.836,0.873,277.64,278,0.0018,0,0.372,0,0.0505,5,0.5952,0.0402,7777,0,0.741,1572
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S7007454-009.cnf,1,0.2955,0.2931,0.4083,0.0062,0,28.338,30.139,0.0613,0.7025,4.7524,31.136,0.8317,0.2733,121,107,0.0005,0.5806,362,0.2343,0,0.5882,32.377,0.1449,0.0477,0.3962,159,140,32.541,154.35,1956,0.0008,42.862,195,5,0.0225,0.1263,131,0.3979,0.0002,0.0031,0.0932,0.2101,0.6446,0.0013,0.2222,8400,428.25,0.1761,54.523,0.7075,430.9,430,0.0015,0,0.5951,33.408,0.0822,4,0.9687,0.0193,8348,0.3014,0.5685,2000
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes9.cnf,1,0.1989,0.1884,0.1817,0.0207,0.9359,48.7,48.7,1.4656,0.2398,3.0402,52.883,0.9996,0.7445,257,257,0.0021,0.0204,3250,0.015,0.7143,0.0235,74.866,0.2599,0,0.8109,1688,1677,67.534,1477.2,900,0.0021,27.467,3250,4,0.05,0,514,0.811,0.002,0.0041,0,0.7995,6.2866,0,0.2001,61409,405.93,0,91.729,0.832,409.01,412,0.0022,0.7619,0,76.844,0.7898,3,0.9359,0.0772,60163,0.7192,0.8216,945
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S2124311399-085.cnf,1,0.0796,0.0979,0.2318,0,0,43.118,49.667,0,0.8325,3,52.061,0.8441,0.4816,38,32,0.0123,0.6791,98,0.05,0.2,0.6498,55.366,0,0.0015,0.1681,55,47,55.008,49.254,900,0.001,40.759,63,3,0,0.0035,42,0.1494,0.0036,0.0179,0.0027,0.0725,0.6633,0.0002,0.0798,18000,172.42,0.005,50.665,0.3328,171.96,172,0.0056,0.0007,0.0145,57.921,0.0292,3,0,0.0537,18000,0.2348,0.2477,900
SAT_RACE2008/fuhs-aprove-16.cnf,1,2.6617,1.402,2.2324,0.8615,0.1674,25.121,25.121,0.2376,1.1494,7.2038,34.718,0.849,0.0982,663,663,0,0.9083,1369,0.1786,0,0.5305,37.084,1.0929,0.0229,0.2064,994,776,37.864,907.4,17506,0.0001,1374,1369,9,1.9922,0.0439,735,0.1193,0.0001,0.0001,0.0307,0.0573,0.6622,0,0.04,182000,3341.2,0.047,2043.2,0.4175,2652.4,3309,0.0001,0,0.2371,43.588,0.0295,5,0.5703,0.5265,98030,0.282,0.3617,52382
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-15-u.cnf,1,0.49,0.4931,0.4839,1.5422,0.5939,2.0123,2.0123,0.426,1.3593,14.154,2.0123,0.9251,0.1975,81,81,0,0.5795,120,0.1704,0,1.041,14.25,1.0111,0.0018,0.5277,120,120,8.1312,100.5,46737,0,2613,120,15,2.2512,0.0253,81,0.6354,0,0.0001,0.015,0.2231,0.8863,0,0.2459,697000,15725,0.0319,9528,0.8561,0,0,0,0,0.2023,14.25,0.0519,14,0.9031,0,274000,0.194,0.8014,152000
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S1378008329-078.SATISFIABLE.cnf,1,0.2871,0.2891,0.3928,0.0088,0,35.747,35.747,0.0596,0.7034,4.0164,36.498,0.8393,0.3003,3362,3362,0.0032,0.5792,3676,0.2308,0,0.589,36.594,0.1477,0.043,0.3935,3571,3540,37.376,3530.3,731,0.002,19.519,3676,5,0.026,0.1205,3507,0.3841,0.0016,0.0083,0.0875,0.2077,0.6456,0.0026,0.2177,3195,161.88,0.1663,24.622,0.7198,161.94,162,0.0041,0.0001,0.3477,37.159,0.0904,4,0.9662,0.0303,3167,0.0283,0.5653,750
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1711406314-093.cnf,1,0.297,0.3058,0.3956,0.0072,0,19.683,19.683,0.0665,0.7308,4,22.034,0.8508,0.3385,3903,3903,0.0066,0.5811,4100,0.2304,0,0.5903,22.132,0.1767,0.05,0.4088,4097,3998,22.228,4000.5,350,0.0042,9.0247,4100,4,0.0286,0.1344,3953,0.4111,0.0033,0.017,0.0973,0.2144,0.6239,0.007,0.2338,1530,78.517,0.1839,10.584,0.7315,78.447,78,0.0086,0.001,0.2874,23.265,0.0873,4,0.9572,0.0409,1519,0.0163,0.5907,360
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d-0.02-s405595518.sat05-531.reshuffled-07.cnf,1,0.3176,0.3465,0.4834,0.0216,0,43.27,43.27,0.2507,1.0498,6.4121,44.338,0.9768,0.2655,2526,2526,0.001,0.1013,3095,0.0648,0.1429,0.5989,47.491,0.4822,0.0005,0.6273,2923,2906,49.472,2870.2,843,0.0016,62.483,3095,7,0.3333,0.0085,2901,0.6224,0.0025,0.0015,0.0043,0.582,1.0137,0,0.3448,13289,249.72,0.0105,49.521,0.7067,248.9,249,0.0036,0.4422,0.0164,50.208,0.5452,6,0.8465,0.0503,13008,0.065,0.6674,1124
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S2118640909-06.cnf,1,0.2927,0.2894,0.3985,0.006,0,34.366,40.207,0.062,0.7127,5,43.724,0.8274,0.2431,19,15,0.0002,0.5783,61,0.234,0,0.5885,47.4,0.1526,0.0477,0.3947,34,27,47.76,29.017,6839,0.0002,111.98,40,5,0.0235,0.1256,23,0.3909,0.0001,0.0009,0.093,0.2045,0.6427,0.003,0.2289,29400,1493.7,0.1754,186.56,0.7095,1495.4,1501,0.0004,0.0002,0.6048,51.778,0.0849,5,0.9658,0.0103,29225,0.3093,0.5679,7000
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl006.sat05-2718.reshuffled-07.cnf,1,1.4738,4.1534,2.5535,0.2079,0.1009,11.241,11.979,0.4588,2.9512,3.226,16.414,0.9654,0.4696,627,48,0.0002,0.23,3226,0.1931,0,0.8843,19.954,2.5799,0.4976,0.696,2675,2123,18.805,1821.7,1218,0.0003,13.855,3088,4,0.0846,0.4999,749,0.7462,0.0002,0.0082,0.433,0.665,0.4059,0.0065,0.5023,7617,66.333,0.5,6.5101,0.8332,66.281,66,0.0016,0,1,20.888,0.5245,3,0.1218,0.0342,6306,0.5746,0.7999,1321
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-07r-k100.cnf,1,1.2148,0.4909,0.8366,5.0994,0.1013,4.4909,5.9822,1.0144,1.3065,7.6566,7.1966,0.8867,0.1467,163,121,0.0005,2.2163,1264,0.2282,0,0.7696,10.495,0.9646,0.0266,0.0484,442,219,16.619,349.59,2296,0.0007,88.423,641,9,9.787,0.1942,178,0,0.0009,0.0021,0.1233,0,0.8724,0,0.0761,61378,428.77,0.2543,7.0453,0.181,430.69,431,0.0009,0,0.372,21.245,0,6,0.6572,0.0196,10063,0.7319,0.121,24767
SAT_Competition2011/SAT_RACE08/cnf/ibm-2004-01-k90.cnf,1,0.7817,1.0046,0.878,0.2995,0.5476,4,10.167,0.6092,1.7411,64.543,11.51,1.1733,0.0627,170,43,0,0.5675,956,0.1645,0,1.0647,13.499,1.4353,0.0071,0.512,545,478,12.749,458.64,34963,0,4716.4,802,89,0.8505,0.0497,249,0.5717,0,0.0001,0.0349,0.2578,1.2396,0,0.1717,276000,9138.6,0.0892,15098,0.8666,5353.5,5353.5,0.0001,0,0.2337,14.979,0.0795,46,0.7126,1.0017,213000,0.5328,0.7817,64699
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S886048189-14.cnf,1,0.3018,0.2973,0.3996,0.0074,0,27.556,45.286,0.0716,0.7389,5.1365,52.125,0.83,0.2321,6,3,0,0.5788,23,0.2331,0,0.5898,63,0.1837,0.0467,0.3905,12,9,63.922,10.491,15549,0.0001,283.18,18,6,0.029,0.1254,8,0.3791,0,0.0004,0.0923,0.2057,0.6546,0.0012,0.2257,67200,3403.3,0.1763,461.88,0.7037,3390.5,3395.5,0.0002,0.0002,0.7109,73.429,0.087,5,0.9579,0.0135,66707,0.4069,0.5639,16000
SAT_RACE2008/ibm-2002-24r3-k100.cnf,1,0.8203,0.9978,1.1824,0.4903,0.5132,10.92,11.073,0.6433,1.7572,101.61,11.701,0.9712,0.0224,334,297,0,0.5911,548,0.1716,0,1.053,12.608,1.493,0.0044,0.5141,444,388,13.316,405.29,63321,0,3731,502,105,1.338,0.084,360,0.4801,0,0.0001,0.0555,0.2301,1.1696,0,0.1759,550000,19896,0.1402,12193,0.923,0,0,0,0,0.386,13.476,0.0943,100,0.7334,0,369000,0.1671,0.7783,148000
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1441840675-053.cnf,1,0.0812,0.0957,0.2308,0,0,48.098,52.921,0,0.835,3,55.667,0.8437,0.4772,28,23,0.0116,0.6803,76,0.05,0.2,0.6507,59.4,0,0.0015,0.1656,42,36,60.049,37.791,1100,0.0009,49.45,51,3,0,0.0034,31,0.1486,0.0033,0.0152,0.0027,0.0735,0.6265,0.0003,0.0787,22000,209.02,0.0047,61.077,0.3306,210.46,209.5,0.0045,0.0003,0.0123,64.648,0.0322,3,0,0.0245,22000,0.2728,0.24,1100
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S1618450766-063.cnf,1,0.29,0.2866,0.3932,0.0063,0,34.579,42.852,0.0616,0.7041,5.0046,46.714,0.8256,0.2387,12,7,0.0001,0.5872,37,0.2339,0,0.5865,51.278,0.1485,0.0467,0.3908,19,16,53.014,17.286,9763,0.0002,160.67,24,6,0.0243,0.124,14,0.382,0,0.0006,0.0921,0.2021,0.6476,0.0017,0.2266,42000,2141.2,0.1763,439.89,0.7087,2015.3,2128,0.0003,0.0001,0.5374,58.333,0.082,5,0.9674,0.6171,41735,0.3013,0.5667,10000
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1090604743-089.UNKNOWN.cnf,1,0.3126,0.3249,0.4664,0.0102,0,19.383,19.383,0.0752,0.764,3.997,20.286,0.8513,0.3371,3930,3930,0.0075,0.5943,4106,0.2276,0,0.588,21.062,0.2092,0.047,0.3961,4074,4009,20.999,4004.3,336,0.0043,10.624,4106,4,0.0417,0.1257,3953,0.3813,0.0034,0.0177,0.0904,0.2005,0.6493,0.003,0.235,1491,74.981,0.1809,12.742,0.7264,74.877,75,0.0089,0.0048,0.2923,21.843,0.0896,3,0.9485,0.0535,1476,0.0162,0.5964,350
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/counting-harder-php-018-017.sat05-1189.reshuffled-07.cnf,1,0.2063,0,0.3584,0.0069,0.8854,50.149,50.149,1.3212,1.1187,3,53.062,0.9966,0.9084,4512,4512,0.0188,0.0058,4891,0.1107,0,1.0502,54.814,0.3701,0.165,0.8736,4741,4740,60.13,4716.2,288,0.0047,1.0643,4891,3,0.0625,0.176,4697,0.8739,0.0131,0.029,0.1705,0.8683,0.0307,0.1647,0,2619,124.95,0.1761,1.0926,0.879,125.08,125,0.0069,0.8619,0.1823,69.574,0.8681,3,0.8854,0.0017,2601,0.0258,0.8789,306
