@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE UNARY NUMERIC

@DATA
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_390.cnf,1,13.3078,3.8385,0.252,0.6841,0.6932,0.0873,20.8631,0.0032,1.0699,0.6422,21.9479,0,2.3978,0.803,24.563,20607,0.1077,0.6301,20607,0.1026,0.6107,0.0305,0.0094,0.9127,0.0093,36.6908,0.001,39.8879,3.3218,42.5313,42.5313,40.4414,0.0129,2.1031,36.6908,0.6708,42.5313,0.9946,36.6908,3,0.0035,0.2479,195,0.1547,2,?,?,?,4.9956,0.0104,0.0028,0.1055,0.023,76.2231,0.2531,67,0.0089,0.3579,0.2162,0.1275,0.814,76,0.9782,0
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf,1,27.6506,0.1298,0.1453,0.2067,0.0391,0.2504,27.7525,0,0.1608,0.0025,1.572,0,0.2011,0.4878,0.9852,2596,1.4426,0.0002,2596,0.0169,0,0.0277,0.0034,0,0.0027,26.0462,0.0012,28.9103,0.9674,33.6687,42.1051,32.4906,0.0046,6.204,11.8748,0.0134,42.1051,0.962,11.8748,7,0.4441,0.3459,354,0.0454,6,0.7019,0.0206,0.0381,1.4343,0.0092,0.0336,0.0948,0.0128,56.0509,0.0261,49,0.003,0.2024,0.1148,0,0.2,56,0.3002,0
./SAT11/crafted/skvortsov/battleship/battleship-16-16-unsat.cnf,1,15.9889,0.1163,0.1419,0.8331,0.7578,0.8824,16.5052,0.8824,1.2368,0.7577,3.5387,0,0.0023,0.8745,2.9757,2176,0.0002,0.7576,2176,0.0625,0.7575,0.0142,0.085,0.8824,0.085,78.9748,0.0069,80.3554,0,81.2825,81.2825,80.8087,0.0069,3,78.9748,0.7579,81.2825,0.9808,78.9748,3,0.0037,0,256,0,3,0.0606,0.026,0.1103,0,0.0142,0.0073,0.0868,0.0142,95.801,0.0323,85,0.0069,0,0.1383,0.0323,0.0323,96,0.7581,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_506.cnf,1,18.2982,4.8589,6.3842,0.7105,0.7191,0.0769,27.2359,0.0024,1.1742,0.6777,27.3461,0,2.5317,0.8383,31.1432,34386,0.0904,0.6664,34386,0.0909,0.6532,0.0239,0.0073,0.9231,0.0073,52.4617,0.0006,58.792,3.3188,65.3275,65.3275,58.5868,0.0101,2.0952,52.4617,0.7016,65.3275,0.9941,52.4617,3,0.3938,0.2499,253,0.1569,2,?,?,?,5.2676,0.0079,0.0404,0.0977,0.0179,102.074,0.2522,91,0.007,0.3603,0.2107,0.1281,0.8382,102,0.9836,0
./SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1,5.8605,0.2689,0.2577,0.6879,0.5832,0.6484,3.377,0.8333,0.4472,0.5832,1.1568,0,0.0001,0.8353,0.6404,384,0.0001,0.5831,384,0.0313,0.5831,0.0156,0.031,0.8333,0.0286,29.3702,0,30.3632,0,30.3993,33.1963,30.1183,0.0156,4.1321,29.0705,0.5832,33.1963,0.9343,29.0705,5,0.0066,0,160,0,4,0.4,0.0174,0.0521,0,0.0156,0.0333,0.1356,0.0156,41.6908,0.3333,34,0.0085,0.3902,0.2063,0.3333,0.3333,42,0.5833,0
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_100_s.cnf,1,7.7162,0.3223,0.4112,0.2282,0.1128,0.2945,8.4172,0.0371,0.1226,0.0153,0.33,1.1104,0.2819,0.6422,0.1286,2355,1.3536,0.0047,1939,0.0065,0.0001,0.0201,0.0061,0.1398,0.0031,10.3493,0.0005,15.0866,1.0023,13.3077,17.0097,11.9361,0.0057,36.9301,9.5839,0.0374,70.0881,0.7184,8.6826,49,0.5465,0.9092,1300,0.099,25,0.9048,0.0176,0.0222,1.3674,0.0026,0.0509,0.0755,0.0062,82.6688,0.0611,75,0.0017,0.8985,0.1975,0,0.6667,83,0.8133,0
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_42_s.cnf,1,18.9421,0.1485,0.8017,0.0758,0.2458,0.5668,23.3935,0.2481,0.3607,0.0814,1.4237,1.6948,0.2901,0.2912,0.2982,23817,0.9029,0.0339,14631,0.0034,0.0001,0.2288,0.0015,0.5538,0.0004,15.0051,0,17.3156,2.2265,19.393,20.4465,17.2678,0.1698,8.6322,11.9613,0.1899,27.5365,0.9302,11.132,11,0.3276,4.5721,6384,0.2127,6,?,?,?,2.0783,0.0003,0.0205,0.0354,0.0015,429.355,0.2689,413,0.0007,6.0436,0.2561,0,0.9667,429,0.9747,0
./SAT05/crafted/sabharwal05/ordering/gt-ordering/sat/gt-030.shuffled-as.sat05-1295.cnf,1,5.8135,0.5634,21.1475,0.7089,0.5268,0.5096,1.261,0.0175,0.3031,0.5267,11.0015,0,0.0142,0.9146,9.087,24824,0.0015,0.5267,24824,0.0333,0.5186,0.0035,0.0046,0.9988,0.0045,33.3194,0.0011,39.7944,0.0252,41.8503,56.8522,40.4414,0.0025,3,32.1439,0.5268,56.8522,0.998,30.8127,3,0.2007,0.0007,870,0.0007,3,0.0678,0.0046,0.0666,0.023,0.0034,0.0392,0.0398,0.0035,277.453,0.3256,265,0.0017,0.1774,0.064,0.3176,0.3412,277,0.5465,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes2.cnf,1,552.595,7.0432,6.2059,0.7862,0.8314,0.9494,525.9,0.9494,1.7337,0.8085,40.4446,0.037,6.3213,0.8976,48.0292,171155,0.0409,0.7825,168781,0.0302,0.7356,0.0029,0.0022,0.9494,0.0011,54.3318,0.0006,58.2835,2.7378,59.8145,64.8169,56.4847,0.0016,3,51,0.8351,93.5385,1.0365,50.0085,3,0.3682,0.1671,1820,0.0381,3,?,?,?,5.2316,0.0011,0.2333,0.1341,0.0019,808.95,0.174,786,0.0011,0.1589,0.2562,0.0753,0.3043,823,0.9154,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_505.cnf,1,14.9568,0.2336,0.2364,0.6685,0.7216,0.073,22.1837,0.0099,1.1668,0.6803,27.3145,0,2.4589,0.7873,30.593,34014,0.0916,0.668,34014,0.0909,0.647,0.0235,0.0074,0.927,0.0073,43.3438,0.0005,44.5029,3.5293,45.6619,45.6619,45.6619,0.0098,2.1825,43.3438,0.702,45.6619,0.9957,43.3438,3,0.0489,0.2415,253,0.1569,2,?,?,?,5.2217,0.0078,0.0019,0.083,0.0175,102.258,0.2778,91,0.0066,0.3562,0.2014,0.1275,0.8722,102,0.9876,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-17_279.cnf,1,15.6557,0.391,0.2327,0.6938,0.6592,0.1062,22.3273,0,0.9613,0.6083,15.8477,0,2.2495,0.81,16.5202,21616,0.1295,0.6021,21616,0.0609,0.5916,0.0217,0.011,0.8938,0.0099,48.9495,0.0008,51.8289,2.8893,52.9108,58.0339,52.8652,0.009,2.9964,47.9128,0.6206,58.0339,0.9928,47.9128,3,0.4908,0.2615,279,0.1571,2,?,?,?,4.5749,0.0072,0.0032,0.0966,0.0161,103.087,0.2296,92,0.0065,0.3704,0.2114,0.1225,0.7821,103,0.9714,0
./SAT11/crafted/mosoi/289/289-sat-6x20.cnf,1,0.2882,49.5278,45.8912,0.9528,0.5028,0.7577,0.0069,0.0306,0.592,0.5027,6.8911,0.3333,0.0003,0.9962,6.7749,12240,0.0001,0.5027,11760,0.0333,0.5026,0.0163,0.0305,0.0306,0.0305,29.2469,0.0082,29.2469,0,29.2469,29.2469,29.2469,0.0082,2,29.2469,0.5028,29.2469,0.9985,29.2469,2,0,0,480,0,2,?,?,?,0,0.0163,0.0219,0.0945,0.0163,89.0253,0.0104,78,0.0082,0,0.1368,0.0104,0.0104,89,0.503,0
./SAT05/crafted/sorge05/QG7a/gensys-ukn004.shuffled-as.sat05-3844.cnf,1,39.9948,0.1502,0.1991,0.2363,0.735,0.14,51.2065,0.0794,0.386,0.6662,0.7141,0.0321,0.3457,0.5014,0.0912,17983,0.2052,0.6063,16118,0.0049,0,0.0208,0.003,0.0985,0.0001,15.6307,0,16.0678,2.8275,16.976,17.4026,16.3387,0.0038,4.8683,14.8156,0.7762,18.4147,0.8883,12.0295,6,0.1801,1.2844,2731,0.1557,4,?,?,?,3.3564,0.0001,0.0263,0.0925,0.0027,129.994,0.6011,119,0.0002,2.4499,0.4154,0,1,131,1,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_388.cnf,1,22.3005,0.1925,0.1884,0.7082,0.6903,0.0915,33.6683,0,1.0759,0.6469,21.2435,0,2.4221,0.8318,23.8546,41212,0.1062,0.6427,41212,0.0515,0.6326,0.0159,0.0081,0.9085,0.0073,49.3248,0.0005,52.1581,2.9878,53.6056,56.8655,51.7031,0.0066,2.9948,48.7235,0.6564,63.6138,0.9948,47.9868,3,0.2483,0.2615,388,0.1594,2,?,?,?,5.1607,0.0052,0.0021,0.0741,0.0117,149.924,0.2314,137,0.0047,0.3715,0.1949,0.1254,0.8122,149,0.9784,0
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf,1,956.105,5.0777,4.2196,0.8414,0.8489,0.9546,2695.93,0.9546,1.9116,0.8496,51.0022,0.0313,9.358,0.9271,55.1258,305320,0.1838,0.6876,302680,0.0246,0.1356,0.0021,0.0017,0.9546,0.0009,74.9182,0.0004,84.4247,2.571,88.0722,104.8772,81.5904,0.0012,3,70.4737,0.8962,109.3784,1.0164,67.9664,3,0.5245,0.1671,2640,0.0321,3,?,?,?,5.4652,0.0007,0.0727,0.2009,0.0013,1158.78,0.1451,1183,0.0007,0.1589,0.2371,0.0624,0.2985,1200,0.9986,0
./SAT05/crafted/sabharwal05/pebbling/grid-pebbling/unsat/grid-pbl-0250.shuffled-as.sat05-1349.shuffled-as.sat05-1349.cnf,1,7.8171,0.4557,0.2916,0.2989,0.0519,0.3109,7.9255,0.0018,0.0275,0,0.5364,53.8514,0.011,0.6806,0.1313,124752,2.7129,0,2229,0.0044,0,0.0045,0.0055,0.0031,0.0022,6.8758,0,9.4616,0.3978,10.9715,14.5433,8.201,0.0036,28.8618,6.2137,0,25.5895,0.907,5.1273,33,1.0715,0.0825,62750,0.1052,22,0.7818,0.007,0.0081,0.3976,0.0022,0.029,0.0885,0.0035,71.3431,0.0375,63,0.0011,0.6651,0.3998,0,0.5,71,0.6039,0
./SAT11/crafted/skvortsov/battleship/battleship-9-17-sat.cnf,1,1.8504,0.6686,0.4184,0.9026,0.8006,0.8831,0.8798,0.8831,1.284,0.8006,2.2866,0,0,0.9273,1.7426,693,0,0.8006,693,0.1111,0.8006,0.0245,0.1759,0.8831,0.1732,0,0.0115,0,0,0,0,0,0.0115,3,0,0.8006,0,0.9872,0,3,0,0,153,0,3,0.1053,0.0459,0.1962,0,0.0245,0.0083,0.1089,0.0245,56.8875,0.0588,49,0.0115,0,0.1314,0.0588,0.0588,57,0.8006,0
./SAT04/handmade/connamacher/connm-d-0.02/connm-ue-csp-sat-n1200-d-0.02-s405595518.used-as.sat04-950.cnf,1,47.7751,0.0982,0.1512,0.2713,0.6283,0.8448,61.9426,0,0.2498,0.5808,3.1008,0.3333,1.0254,0.7147,2.9724,13289,0.1107,0.5395,13008,0.0083,0.4265,0.0099,0.0015,0.8448,0.0009,45.1105,0.002,45.6649,2.6708,47.5355,47.561,46.4552,0.0076,6.4133,41.6621,0.6289,47.561,0.9664,41.6621,7,0.1162,0.349,1124,0.0591,6,0.3977,0.0061,0.0367,3.3715,0.0025,0.009,0.0458,0.004,249.536,0.3456,234,0.003,0.3555,0.1953,0.2,0.5,249,0.8178,0
./SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,1.8401,0.2446,0.3367,0.8838,0.757,0.8372,1.0747,0.8372,1.0176,0.7569,1.9216,0,0,0.9116,1.4979,301,0,0.7569,301,0.1429,0.7569,0.0432,0.2591,0.8372,0.2558,35.2235,0.0199,35.7445,0,36.3196,37.273,35.9611,0.0199,2.8313,33.9456,0.7569,37.273,0.9798,33.9456,3,0.0032,0,84,0,2,0.1333,0.0779,0.2392,0,0.0432,0.0181,0.1649,0.0432,28.1224,0.0769,22,0.0199,0,0.1414,0.0769,0.0769,28,0.757,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p15-s44266159.cnf,1,92.1546,10.7595,11.1013,0.8665,0.8751,0.9682,99.2536,0.9682,1.7983,0.8619,37.763,0.0394,15.7362,0.957,39.9038,67279,0.03,0.8374,66487,0.0787,0.7717,0.0048,0.0103,0.9682,0.0028,52.0458,0.001,58.1833,3.2079,71.232,74.1814,54.0684,0.0035,2.9312,49.2151,0.8796,74.1814,0.9946,49.2151,3,0.4195,0.1289,792,0.0748,2,?,?,?,4.75,0.0025,0.0698,0.0822,0.0038,352.469,0.35,341,0.0025,0.1754,0.1348,0.1359,0.5058,353,0.9289,0
./SAT03/handmade/anton/UNSAT/SGI_30_70_26_40_6-dir.shuffled-as.sat03-163.cnf,1,8.6485,0.2183,0.1977,0.8664,0.8977,0.7118,11.5737,0.9756,1.9114,0.8879,39.5103,0.0345,3.1726,0.9522,40.138,66810,0.0212,0.8685,66030,0.0769,0.8382,0.0058,0.0114,0.9756,0.0114,59.4153,0.0007,64.1928,3.1332,67.8378,72.0557,62.8876,0.0044,2,57.779,0.8994,82.4975,0.9996,57.499,2,0.7694,0.199,780,0.0811,2,?,?,?,4.5707,0.0021,0.0002,0.0383,0.0037,354.442,0.3938,337,0.0019,0.4367,0.098,0.1948,0.5629,354.5,0.9397,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,13.4185,0.1068,0.0896,0.8681,0.8682,0.9669,14.0778,0.9669,1.5366,0.854,30.9983,0.0476,4.5829,0.9466,28.6553,35586,0.0382,0.8245,35036,0.0971,0.7183,0.0065,0.0104,0.9669,0.0078,54.9899,0.0017,59.571,3.3946,60.5019,73.9372,60.2725,0.0049,2.9523,52.37,0.8744,73.9372,0.9996,52.37,3,0.7524,0.139,550,0.0888,2,?,?,?,4.4421,0.0033,0.0003,0.0437,0.0052,238.904,0.4225,225,0.0037,0.1988,0.1115,0.1231,0.5959,239,0.9327,0
./SAT04/handmade/connamacher/connm-d0.04/connm-ue-csp-sat-n800-d0.04-s1788334438.used-as.sat04-976.cnf,1,42.3919,0.1039,0.6504,0.3025,0.6203,0.8432,51.8103,0,0.2489,0.5674,3.4495,0.3333,1.1816,0.6844,3.3594,9695,0.1189,0.5258,9504,0.0122,0.4494,0.0153,0.0021,0.8432,0.0012,28.5177,0.0027,30.1261,2.7486,32.5755,32.5755,29.285,0.0118,5.8601,28.5177,0.6142,32.5755,0.9661,28.5177,7,0.0093,0.3889,764,0.0579,5,0.3931,0.0092,0.0451,3.4902,0.0034,0.0296,0.0571,0.0058,172.094,0.3468,159,0.0044,0.3921,0.1995,0.2,0.5,172,0.8177,0
./SAT11/crafted/skvortsov/battleship/battleship-5-8-unsat.cnf,1,1.326,0.0589,0.3624,0.8885,0.6799,0.7619,1.0035,0.7619,0.7454,0.6799,1.5092,0,0.0001,0.9249,1.3375,105,0,0.6799,105,0.2,0.6799,0.0857,0.3429,0.7619,0.3333,0,0.0381,0,0,0,0,0,0.0381,2.7436,0,0.6799,0,0.9666,0,3,0,0,40,0,2,0.1818,0.1451,0.3048,0,0.0857,0.0499,0.2634,0.0857,11.4864,0.1111,8,0.0381,0,0.1919,0.1111,0.1111,11,0.6799,0
./SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1,11.2841,0.1761,0.2501,0.2832,0.7766,0.5443,15.6248,0.5255,0.7449,0.6636,2.6775,1.0575,0.7789,0.8422,1.0838,12666,0.3044,0.425,2721,0.0443,0.0007,0.0382,0.0091,0.7192,0.0004,0,0,0,3.1098,0,0,0,0.0099,5.3339,0,0.8126,0,0.9722,0,6,0,1.0218,1253,0.3265,4,0.957,0.0167,0.118,2.9994,0.0004,0.0107,0.0867,0.0062,83.1457,0.6209,74,0.002,1.4145,0.2979,0,1,83,1,0
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes3.cnf,1,2068.63,4.2549,4.2994,0.8653,0.8473,0.9536,318.667,0.9536,1.8783,0.8497,50.2069,0.0323,6.4195,0.9403,56.4269,266431,0.191,0.6709,264031,0.0258,0.1467,0.002,0.0019,0.9536,0.0009,70.3905,0.0005,79.3154,2.651,81.4519,91.0714,78.7411,0.0012,3,67.626,0.8967,113.6071,1.0795,67.2117,3,0.3819,0.1541,2400,0.0351,3,?,?,?,5.3855,0.001,0.3234,0.2006,0.0015,1053.52,0.1494,1041,0.0008,0.1454,0.355,0.0681,0.2686,1089,0.9992,0
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g4.cnf,1,0.0009,38.5616,33.1361,1,0.9305,0.9822,0.0195,0.9822,2.3509,0.9304,13.5107,0.037,0.0094,1,13.5515,18954,0.0001,0.9303,18226,0.0769,0.9302,0.0042,0.0385,0.9822,0.0385,0,0.0028,0,0,0,0,0,0.0028,2,0,0.9305,0,0.9996,0,2,0,0,728,0,2,0.0769,0.004,0.1111,0,0.0042,0.0002,0.0484,0.0042,327.073,0.3421,311,0.0028,0,0.037,0.3421,0.3421,327,0.9308,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-12_135.cnf,1,8.1399,0.7271,0.2778,0.6727,0.5916,0.1451,9.3027,0,0.7362,0.5185,8.702,0,1.8631,0.8003,8.015,5251,0.1935,0.5092,5251,0.0889,0.4959,0.0432,0.022,0.8549,0.0198,27.384,0.0023,27.6296,2.7087,27.8709,28.8626,27.4099,0.0179,2.9925,26.6204,0.5383,28.8626,0.9857,26.6204,3,0.007,0.2615,135,0.1497,2,0.0541,0.0636,0.2731,3.8051,0.015,0.0091,0.1369,0.0319,44.6106,0.224,37,0.0129,0.367,0.2544,0.1212,0.6962,44,0.9448,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-15_218.cnf,1,13.5208,0.2327,0.2346,0.682,0.6338,0.119,17.521,0,0.8775,0.5764,12.7827,0,2.1374,0.8151,13.0056,13362,0.1503,0.5694,13362,0.0688,0.5548,0.0275,0.014,0.881,0.0126,39.446,0.0011,43.4275,2.9328,46.8134,46.8134,44.0231,0.0115,2.9954,39.446,0.5926,46.8134,0.9907,39.446,3,0.009,0.2614,218,0.1548,2,?,?,?,4.4783,0.0092,0.0046,0.1025,0.0203,77.7156,0.2276,68,0.0082,0.3691,0.2131,0.118,0.7561,78,0.9644,0
./SAT03/handmade/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf,1,4.7117,0.4262,0.4479,0.4858,0.0316,0.3456,4.1596,0.0101,0.2894,0.0015,1.2794,0.4046,1.0462,0.9373,0.9764,896,2.3987,0.0007,790,0.0534,0.0003,0.0835,0.0148,0.3899,0.0076,24.6417,0.0038,25.778,0.3503,26.5243,28.9743,25.1827,0.0165,5.1077,24.4369,0.0054,28.9743,0.8653,24.4369,6,0.0247,0.4774,184,0.0926,4,0.6606,0.0499,0.1278,1.6908,0.0152,0.0633,0.135,0.0301,23.6217,0.0163,20,0.0092,0.3093,0.2551,0,0.7436,24,0.371,0
./SAT05/crafted/sorge05/QG7a/gensys-icl005.shuffled-as.sat05-3826.cnf,1,40.2964,0.1283,0.1934,0.2363,0.7356,0.1458,51.67,0.0801,0.3885,0.6664,0.7022,0.0325,0.3399,0.5283,0.0812,18312,0.2037,0.6251,16566,0.005,0,0.0203,0.0032,0.1014,0.0001,17.1527,0,18.8034,2.6471,20.6433,21.3884,18.2685,0.0058,4.7938,16.4056,0.7777,22.7067,0.8891,15.8453,6,0.0889,1.2286,2703,0.1499,4,?,?,?,3.2128,0.0001,0.0262,0.0697,0.0027,131.433,0.6019,118,0.0002,2.4977,0.4308,0,1,131,1,0
./SAT11/crafted/spence/sgen/sgen3-n140-s20078956-unsat.cnf,1,2.6965,0.3053,0.5425,0.8046,0.0326,0.5034,1.1037,0,0,0.003,0.746,0,0.0473,0.9605,0.4445,292,1.6665,0.0007,292,0.0213,0.0001,0.0308,0.0208,1,0.0205,18.8597,0,20.2516,0.256,19.9514,26.0189,19.2993,0.0205,6,18.0832,0.0113,26.0189,0.8394,18.0832,6,0.0719,0.124,141,0.0856,6,0.2,0.0319,0.0411,0.256,0.0205,0.0808,0.1538,0.0213,20.3158,0.0236,16,0.0107,0.4708,0.2985,0,0.3333,20,0.2167,0
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_70_1-dir.shuffled-as.sat03-146.cnf,1,42.8065,6.6556,15.5556,0.9219,0.8885,0.7058,8.8963,0.9694,1.7616,0.8742,36.7272,0.0345,3.706,0.9674,33.8019,46988,0.0229,0.8568,46388,0.1,0.8328,0.0073,0.0079,0.9694,0.0043,79.1165,0.0008,96.4415,3.0694,113.7666,113.7666,113.7666,0.005,2.9983,79.1165,0.8938,113.7666,0.9965,79.1165,3,0.9433,0.1589,600,0.09,2,?,?,?,4.1117,0.0033,0.057,0.0783,0.005,269.985,0.3519,256,0.0024,0.4245,0.1076,0.1386,0.4982,271,0.9251,0
./SAT11/crafted/skvortsov/battleship/battleship-14-27-sat.cnf,1,2.3693,0.5712,0.4158,0.9182,0.8577,0.9261,1.4099,0.9261,1.6999,0.8577,3.109,0,0.0001,0.9355,2.4353,2653,0,0.8577,2653,0.0714,0.8577,0.0102,0.0982,0.9261,0.0965,127.303,0.0049,130.7841,0,134.2651,134.2651,134.2651,0.0049,3,127.303,0.8577,134.2651,0.9918,127.303,3,0.007,0,378,0,3,0.069,0.0195,0.1323,0,0.0102,0.0029,0.0634,0.0102,155.788,0.037,143,0.0049,0,0.1238,0.037,0.037,156,0.8577,0
./SAT03/handmade/anton/UNSAT/SGI_30_70_22_70_7-dir.shuffled-as.sat03-154.cnf,1,7.7368,0.1601,2.0854,0.9163,0.8896,0.7131,7.5683,0.9718,1.8073,0.8749,41.3467,0.0345,3.9908,0.9665,40.984,56654,0.0244,0.8584,55994,0.0909,0.8256,0.007,0.0091,0.9718,0.0046,62.9431,0.0007,70.0733,2.9916,75.2944,91.7825,67.8884,0.0051,2.9368,59.0658,0.8941,91.7825,0.9999,59.0658,3,1.3529,0.1706,660,0.0939,2,?,?,?,4.2935,0.0028,0.0011,0.0424,0.0045,299.467,0.3685,281,0.0022,0.4319,0.0997,0.1359,0.59,299,0.9408,0
./SAT02/handmade/chu-min-li/urquhart/urquhart3_25bis.shuffled.cnf,1,2.2246,0.2076,0.6409,0.9922,0,0.3636,1.0228,0,0.101,0,1.3984,0.375,0.0783,0.9986,1.0672,264,0,0,264,0.0556,0,0.0606,0.0208,0.1818,0.0189,17.4347,0.0076,18.1338,0,18.0992,20.5128,17.8774,0.0303,5.7887,17.052,0,20.5128,0.8229,16.976,6,0.1135,0.1429,99,0,5,0.5333,0.0733,0.0871,0.6931,0.0455,0.1537,0.2218,0.053,8.0888,0,6,0.0186,0.3979,0.2637,0,0,8,0,0
./SAT03/handmade/bevan/cnf/marg3x3add8.shuffled-as.sat03-1449.cnf,1,1.1544,0,0.4637,0.9909,0,0.2545,1,0,0.0958,0,1.6543,0,0.0476,0.9976,1.6657,224,0,0,224,0.122,0,0.1429,0.0322,0,0.0268,12.8536,0.0089,13.1164,0,13.9117,13.9705,13.1569,0.0446,4.35,12.3008,0,13.9705,0.8725,12.3008,5,0.2239,0.2328,41,0,4,0.4805,0.1945,0.2455,1.0511,0.0714,0.1911,0.2686,0.115,4.4523,0,3,0.0285,0.3999,0.2497,0,0,4,0,0
