@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE OCCE_OCC NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE NEG_HORN NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE BINARY_CLAUSES NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE LITERALS NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE W_OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE FORALL_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC
@ATTRIBUTE FORALL_VARS NUMERIC
@ATTRIBUTE W_OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE LITEP_LIT NUMERIC
@ATTRIBUTE FORALL_NEG_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE OCCFP_OCCFN NUMERIC
@ATTRIBUTE WOCCEP_WOCCE NUMERIC
@ATTRIBUTE LITFP_LITFN NUMERIC

@DATA
C880.blif_0.10_1.00_0_0_out_exact,1,2.643505,1960,0.009419,993,490,0.571821,0.806699,0.553495,661,1.004992,980,1457,1.00631,1887,2.288462,5879,0.259419,3.692308,1.846154,0.443339,3.692308,0.018838,0.559441,0.992624,0.004082,13,7.042296,0.442422,0.009419,1,0.440198,1
C880.blif_0.10_1.00_0_1_out_exact-shuffled,1,2.644512,1959,0.009419,993,490,0.572214,0.807255,0.553325,661,1.004992,980,1458,1.006313,1887,2.288462,5879,0.259419,3.692308,1.846154,0.443531,3.692308,0.018838,0.559252,0.992622,0.004082,13,7.045317,0.442592,0.009419,1,0.440388,1
CHAIN23v.24-shuffled,1,3.391185,18076,0.004679,3290,1633.5,0.380257,0.344607,0.743712,2116,1.002784,3267,7477,1.001113,17522,2.204597,43533,0.107613,8,4,0.248035,8,0.009358,0.752241,0.997158,0.002113,23,9.502432,0.254175,0.004679,1,0.247021,1
cmu.dme1.B-f2,1,2.450287,1882,0.160359,1046,469,0.533359,0.750293,0.571333,854,0.961828,938,1367,0.975873,1708,2.012095,5979,0.333203,7.611111,3.805556,0.408522,7.611111,0.320718,0.581378,0.879684,0.068741,108,6.292543,0.359926,0.160359,1,0.40912,1
cmu.dme1.B-f3,1,2.529248,3308,0.114317,1795,816.5,0.523128,0.750165,0.571375,1513,0.991484,1633,2375,1.003573,3026,2.104405,10592,0.33326,6.407407,3.203704,0.421636,6.407407,0.228634,0.579865,0.914243,0.048999,162,6.646797,0.379626,0.114317,1,0.413836,1
cmu.dme1.B-f4-shuffled,1,2.559605,4890,0.092999,2634,1209,0.517799,0.750111,0.571392,2247,1.002488,2418,3491,1.012995,4494,2.147137,15730,0.333284,5.805556,2.902778,0.42625,5.805556,0.185998,0.579218,0.93024,0.03986,216,6.79385,0.388748,0.092999,1,0.415817,1
cmu.dme2.B-f2,1,2.548363,2404,0.140765,1313,601.5,0.513449,0.750224,0.571355,1115,0.959727,1203,1718,0.974671,2230,2.051405,7806,0.333234,8.563636,4.281818,0.409602,8.563636,0.28153,0.579754,0.894395,0.060338,110,6.706017,0.368306,0.140765,1,0.412366,1
cmu.periodic.N-d2-shuffled,1,2.904467,9867,0.088237,5014,2475,0.448053,0.750052,0.571412,4854,0.936316,4950,6525,0.943746,9708,2.156767,33979,0.33331,40.15625,20.078125,0.395382,40.15625,0.176475,0.58105,0.933817,0.037817,64,7.504587,0.390771,0.088237,1,0.41403,1
cmu.periodic.N-d4-shuffled,1,2.924205,22521,0.108695,11386,5629,0.446944,0.750023,0.571421,11098,0.917142,11258,14881,0.927056,22196,2.115903,77687,0.333323,56.546875,28.273438,0.388957,56.546875,0.21739,0.580438,0.918476,0.046584,128,7.625329,0.381994,0.108695,1,0.413511,1
cmu.periodic.N-f4-shuffled,1,2.928948,24028,0.109459,12146,6009,0.447843,0.750021,0.571422,11858,0.915828,12018,15932,0.925694,23716,2.114378,83007,0.333324,60.84375,30.421875,0.388304,60.84375,0.218918,0.580527,0.917904,0.046912,128,7.627779,0.381667,0.109459,1,0.413364,1
comp.blif_0.10_0.20_0_0_inp_exact-shuffled,1,3.045161,562,0.01083,310,76.5,0.677497,0.937438,0.516146,224,1.003725,306,563,1.006565,607,2.326113,1951,0.269555,4.5,2.25,0.486865,10.5,0.021661,0.51631,0.991063,0.004613,4,21.093548,0.479241,0.01083,1,0.483588,1
comp.blif_0.10_1.00_0_0_inp_exact-shuffled,1,3.133987,564,0.001188,306,152.5,0.665083,0.933788,0.51712,232,1.002268,305,560,1.00258,610,2.356295,1986,0.275534,2,1,0.484097,2,0.002375,0.517149,0.999026,0.000504,1,9.385621,0.482377,0.001188,1,0.48284,1
connect_5x4_3_R-shuffled,1,6.991061,1332,0.045291,5034,453.090909,0.772453,1.727349,0.366656,15295,0.988038,4984,12041,0.988774,64,3.487105,55567,0.981203,24.2,14.12,0.616051,154.36,0.077624,0.376955,0.975263,0.00907,50,72.846444,0.620638,0.032333,1.400794,0.623956,1.400794
connect_5x4_4_W-shuffled,1,6.52113,1332,0.055098,4354,391.272727,0.777199,1.672735,0.374149,12575,0.984524,4304,10001,0.987384,64,3.431147,45367,0.97723,24.3,14.18,0.608113,154.72,0.09442,0.384117,0.97019,0.011153,50,74.172715,0.610223,0.039322,1.401186,0.616716,1.401186
connect_6x5_4_D-shuffled,1,7.385425,2713,0.046359,9976,617.875,0.786262,1.654808,0.376675,32509,0.986822,9886,25949,0.987349,94,3.502409,118200,0.985032,29,17,0.608212,272,0.079084,0.383994,0.975743,0.009137,90,113.822875,0.610381,0.032724,1.416667,0.616697,1.416667
connect_6x5_5_R-shuffled,1,6.803644,2713,0.055915,8836,546.625,0.783869,1.639719,0.378828,26869,0.983045,8746,21449,0.983529,94,3.441509,96780,0.981946,29,17,0.603459,272,0.095384,0.386435,0.970543,0.011159,90,104.592236,0.605363,0.039469,1.416667,0.614345,1.416667
connect_7x6_4_R-shuffled,1,7.986378,4970,0.041609,19968,900.954545,0.791489,1.644024,0.378211,70175,0.987702,19821,56153,0.988332,130,3.544301,256473,0.989133,34.142857,20.081633,0.609348,440.326531,0.070744,0.383459,0.978691,0.008059,147,171.114583,0.610279,0.029135,1.428157,0.617114,1.428157
connect_7x6_6_W-shuffled,1,7.023348,4970,0.057258,16104,725.318182,0.788304,1.616857,0.382138,50855,0.981503,15957,40697,0.983369,130,3.448476,183057,0.985066,34.190476,20.108844,0.602315,440.544218,0.097354,0.387499,0.970409,0.011308,147,157.040859,0.601714,0.040096,1.428019,0.613164,1.428019
connect_8x7_3_D-shuffled,1,8.168013,8415,0.036135,40116,1375.586207,0.77845,1.728562,0.366493,141441,0.98863,39892,110989,0.989502,172,3.566445,517229,0.992032,39,23,0.623125,667,0.061272,0.370264,0.981093,0.006929,224,232.441171,0.623546,0.025137,1.4375,0.630432,1.4375
connect_8x7_7_D-shuffled,1,7.191417,8415,0.057716,27124,927.586207,0.791676,1.599993,0.384616,88129,0.980537,26900,70669,0.981096,172,3.453056,316973,0.987274,39,23,0.599543,667,0.097866,0.388904,0.970602,0.011307,224,203.962911,0.59913,0.04015,1.4375,0.61171,1.4375
connect_9x8_3_R-shuffled,1,8.366279,13408,0.03483,66766,1795.72973,0.779291,1.728439,0.36651,240831,0.988589,66442,188925,0.989492,220,3.57817,881755,0.993396,44.111111,26.061728,0.623928,962.308642,0.058953,0.369446,0.981904,0.006632,324,305.03018,0.623914,0.024122,1.443912,0.631212,1.443912
connect_9x8_6_D-shuffled,1,8.634693,13408,0.042567,50782,1363.72973,0.810841,1.549446,0.392242,196767,0.986485,50458,160845,0.986768,220,3.565046,721483,0.991929,44.111111,26.061728,0.596504,962.308642,0.072048,0.395497,0.979335,0.008106,324,314.405833,0.596054,0.029481,1.443912,0.60478,1.443912
connect_9x8_8_D-shuffled,1,7.329745,13408,0.058431,43006,1153.567568,0.794156,1.58713,0.386529,142911,0.979566,42682,114765,0.980176,220,3.456758,513835,0.988921,44.111111,26.061728,0.597994,962.308642,0.098898,0.389911,0.970556,0.011381,324,266.45689,0.597038,0.040467,1.443912,0.610643,1.443912
Core1108_tbm_02.tex.moduleQ3.2S.000007,1,3.080319,4105,0.30233,1631,143.1,0.285054,0.52862,0.654185,3580,0.932647,1431,1419,0.867511,1398,2.388108,14528,0.719164,13.2,7.525,0.31317,62.625,0.530333,0.639002,0.880577,0.078125,200,32.148988,0.242222,0.228003,1.325991,0.31725,1.325991
Core1108_tbm_02.tex.moduleQ3.2S.000015,1,3.086983,4105,0.300926,1621,142.6,0.283615,0.526792,0.654968,3580,0.930607,1426,1409,0.863558,1388,2.389895,14503,0.720612,13.487179,7.666667,0.311389,64.487179,0.529388,0.639411,0.880514,0.07826,195,32.279457,0.24195,0.228462,1.317181,0.316582,1.317181
Core1108_tbm_02.tex.moduleQ3.2S.000026,1,3.073068,4120,0.304902,1656,145.1,0.290753,0.533494,0.652106,3580,0.932187,1451,1459,0.865837,1438,2.381028,14628,0.713432,13.073171,7.463415,0.315338,62.926829,0.534077,0.6358,0.879442,0.078616,205,32.27657,0.243301,0.229175,1.330435,0.319896,1.330435
Core1108_tbm_02.tex.moduleQ3.2S.000056,1,3.090068,4110,0.300623,1621,142.6,0.284335,0.527041,0.654861,3580,0.930357,1426,1414,0.866455,1393,2.388498,14513,0.719887,13.512821,7.666667,0.312112,63.717949,0.529861,0.639782,0.880051,0.07855,195,32.236274,0.242128,0.229238,1.311404,0.317017,1.311404
Core1108_tbm_02.tex.moduleQ3.2S.000077,1,3.080319,4105,0.30233,1631,143.1,0.285054,0.52862,0.654185,3580,0.932647,1431,1419,0.867511,1398,2.388108,14528,0.719164,13.2,7.525,0.31317,62.625,0.530333,0.639002,0.880577,0.078125,200,32.148988,0.242222,0.228003,1.325991,0.31725,1.325991
Core1108_tbm_02.tex.moduleQ3.2S.000095,1,3.079829,4115,0.303121,1641,144.1,0.287915,0.530659,0.653313,3580,0.931001,1441,1439,0.864326,1418,2.384554,14578,0.716287,13.3,7.575,0.313513,63.875,0.532213,0.637275,0.879777,0.078543,200,32.300427,0.242763,0.229092,1.323144,0.318578,1.323144
Core1108_tbm_02.tex.moduleQ3.2S.000098,1,3.073289,4115,0.304513,1651,144.6,0.289337,0.53248,0.652537,3580,0.93301,1446,1449,0.8666,1428,2.382788,14603,0.714856,13.02439,7.439024,0.314958,62.560976,0.533147,0.636559,0.87984,0.078409,205,32.231981,0.243032,0.228634,1.331878,0.319238,1.331878
Core1108_tbm_02.tex.moduleQ3.2S.000099,1,3.08313,4115,0.302423,1636,143.6,0.287202,0.529888,0.653643,3580,0.931573,1436,1434,0.866324,1413,2.384939,14563,0.717004,13.275,7.55,0.313634,63.25,0.531744,0.637972,0.879714,0.078624,200,32.273839,0.24267,0.229321,1.318777,0.318348,1.318777
Core1108_tbm_02.tex.moduleQ3.2S.000108,1,3.08313,4115,0.302423,1636,143.6,0.287202,0.529888,0.653643,3580,0.931573,1436,1434,0.866324,1413,2.384939,14563,0.717004,13.275,7.55,0.313634,63.25,0.531744,0.637972,0.879714,0.078624,200,32.273839,0.24267,0.229321,1.318777,0.318348,1.318777
Core1108_tbm_03.tex.module.000003,1,2.610302,1356,0.441907,893,67.3,0.443893,0.69937,0.588453,1132,0.977835,673,894,0.891212,882,2.072493,5664,0.562066,6.772727,4.045455,0.399152,40.909091,0.739821,0.552124,0.819982,0.105932,220,30.694289,0.254414,0.297915,1.483333,0.387171,1.483333
Core1108_tbm_03.tex.module.000019,1,2.498199,1258,0.425532,833,61.3,0.433371,0.703278,0.587103,1024,0.990858,613,774,0.947889,762,2.057671,5040,0.573348,6.204545,3.454545,0.419981,32.5,0.764278,0.55693,0.795539,0.12004,220,28.379352,0.262103,0.338746,1.256198,0.397541,1.256198
Core1108_tbm_03.tex.module.000021,1,2.504202,1243,0.432341,833,61.3,0.43178,0.70856,0.585288,1024,0.991477,613,769,0.940506,757,2.06064,5030,0.574958,6.181818,3.5,0.418768,33.181818,0.763616,0.554742,0.799592,0.117296,220,28.463385,0.26163,0.331275,1.305085,0.396377,1.305085
Core1108_tbm_03.tex.module.000023,1,2.516206,1243,0.433931,833,61.3,0.433371,0.711957,0.584127,1024,0.990858,613,774,0.93699,762,2.057671,5040,0.573348,6.204545,3.522727,0.419588,33.75,0.764278,0.552195,0.799592,0.117063,220,28.709484,0.262103,0.330347,1.313559,0.397541,1.313559
Core1108_tbm_03.tex.module.000031,1,2.521945,1253,0.434662,843,62.3,0.439646,0.717274,0.582318,1024,0.98494,623,794,0.938565,782,2.051495,5090,0.566999,6.295455,3.568182,0.420562,33.75,0.766888,0.551909,0.797571,0.117878,220,28.748517,0.263458,0.332226,1.308333,0.40062,1.308333
Core1108_tbm_03.tex.module.000034,1,2.502387,1244,0.43089,838,61.8,0.438724,0.713023,0.583763,1015,0.987249,618,784,0.941988,772,2.052602,5038,0.567991,6.227273,3.5,0.42099,33.181818,0.766648,0.553084,0.795988,0.119095,220,28.53222,0.263398,0.335758,1.283333,0.400241,1.283333
Core1108_tbm_03.tex.module.000037,1,2.514215,1202,0.433526,809,59.4,0.435838,0.714185,0.583367,988,0.990917,594,754,0.943344,742,2.053179,4882,0.571098,6.186047,3.488372,0.421739,33.023256,0.768786,0.552932,0.796348,0.118804,215,28.55377,0.263007,0.33526,1.293103,0.399301,1.293103
Core1108_tbm_03.tex.module.000038,1,2.5,1188,0.435418,804,58.9,0.434833,0.712766,0.583851,979,0.993388,589,744,0.94398,732,2.054354,4830,0.57218,6.116279,3.465116,0.421263,32.674419,0.768556,0.553738,0.797872,0.118012,215,28.327114,0.261905,0.333139,1.307018,0.397627,1.307018
Core1108_tbm_03.tex.module.000039,1,2.5,1188,0.435418,804,58.9,0.434833,0.712766,0.583851,979,0.993388,589,744,0.94398,732,2.054354,4830,0.57218,6.116279,3.465116,0.421263,32.674419,0.768556,0.553738,0.797872,0.118012,215,28.327114,0.261905,0.333139,1.307018,0.397627,1.307018
Core1108_tbm_03.tex.module.000048,1,2.484355,1184,0.431442,799,58.4,0.433806,0.710705,0.584554,970,0.995904,584,734,0.948157,722,2.055556,4778,0.573286,6.046512,3.395349,0.423398,32.325581,0.768322,0.553452,0.795918,0.119297,215,28.335419,0.262662,0.336879,1.280702,0.399237,1.280702
Core1108_tbm_03.tex.module.000056,1,2.46124,1148,0.42698,774,56.4,0.429455,0.714822,0.583151,934,0.993971,564,694,0.965482,682,2.048267,4570,0.57797,6,3.285714,0.428677,30,0.779703,0.555997,0.786116,0.124726,210,27.45478,0.265864,0.352723,1.210526,0.402856,1.210526
Core1108_tbm_03.tex.module.000057,1,2.496689,1139,0.425798,755,55,0.428303,0.715913,0.58278,925,0.994452,550,684,0.969562,672,2.049468,4518,0.579211,6.073171,3.317073,0.429913,30,0.779587,0.556591,0.785416,0.125055,205,27.735099,0.266711,0.353788,1.20354,0.403547,1.20354
Core1108_tbm_03.tex.module.000058,1,2.516869,1130,0.424588,741,53.6,0.427123,0.717032,0.5824,916,1.000165,536,674,0.980389,662,2.047529,4466,0.580482,6.02439,3.268293,0.434348,29.268293,0.782636,0.556963,0.782776,0.126511,205,27.840756,0.267577,0.358048,1.185841,0.404815,1.185841
Core1108_tbm_03.tex.module.000064,1,2.506793,1121,0.423348,736,53.1,0.425914,0.718178,0.582012,907,1.001395,531,664,0.987025,652,2.045542,4414,0.581783,5.97561,3.219512,0.43691,28.536585,0.78576,0.557347,0.78007,0.128002,205,27.608696,0.268464,0.362412,1.168142,0.406118,1.168142
Core1108_tbm_03.tex.module.000065,1,2.513774,1112,0.422078,726,52.6,0.424675,0.719354,0.581614,898,0.995777,526,654,0.984599,642,2.043506,4362,0.583117,6.075,3.25,0.436054,28.75,0.788961,0.557126,0.777296,0.129528,200,27.630854,0.269372,0.366883,1.150442,0.40746,1.150442
Core1108_tbm_03.tex.module.000090,1,2.61747,1056,0.426913,664,47.9,0.419399,0.719371,0.581608,862,0.997452,479,614,0.987797,602,2.041667,4154,0.588798,6.297297,3.378378,0.436082,29.324324,0.795765,0.558531,0.77649,0.129995,185,28.426205,0.267935,0.368852,1.157407,0.405365,1.157407
Core1108_tbm_03.tex.module.000092,1,2.629231,1047,0.425606,650,46.5,0.417993,0.714166,0.583374,853,1.004257,465,604,0.998734,592,2.039446,4102,0.590311,6.243243,3.324324,0.438333,28.513514,0.799308,0.561112,0.774342,0.131643,185,28.423077,0.266699,0.373702,1.138889,0.40404,1.138889
Core1108_tbm_03.tex.moduleQ3.2S.000002,1,2.974619,3623,0.301744,1576,135.6,0.289812,0.578266,0.633607,3115,0.951503,1356,1263,0.894741,1243,2.403626,12795,0.714777,10.545455,5.977273,0.341682,51.477273,0.532354,0.618122,0.876033,0.078546,220,31.221447,0.263619,0.23061,1.308458,0.341877,1.308458
Core1108_tbm_03.tex.moduleQ3.2S.000003,1,2.968474,3623,0.303342,1586,136.1,0.291438,0.580375,0.632761,3115,0.953526,1361,1273,0.895259,1253,2.401557,12820,0.713141,10.355556,5.888889,0.342996,51,0.533425,0.616876,0.876109,0.078393,225,31.22005,0.263885,0.230082,1.318408,0.342579,1.318408
Core1108_tbm_03.tex.moduleQ3.2S.000009,1,2.968573,3628,0.303792,1591,136.6,0.293056,0.581507,0.632308,3115,0.952536,1366,1283,0.894313,1263,2.399497,12845,0.711512,10.4,5.911111,0.343224,51.333333,0.534491,0.616215,0.875646,0.07863,225,31.269642,0.264149,0.230699,1.316832,0.343278,1.316832
Core1108_tbm_03.tex.moduleQ3.2S.000011,1,2.977792,3628,0.301398,1576,135.6,0.290626,0.578526,0.633503,3115,0.951214,1356,1268,0.896084,1248,2.402017,12805,0.713958,10.568182,5.977273,0.342257,51.25,0.53289,0.618052,0.875493,0.078875,220,31.240482,0.263803,0.231492,1.30198,0.342352,1.30198
Core1108_tbm_03.tex.moduleQ3.2S.000018,1,2.974619,3623,0.301744,1576,135.6,0.289812,0.578266,0.633607,3115,0.951503,1356,1263,0.894741,1243,2.403626,12795,0.714777,10.545455,5.977273,0.341682,51.477273,0.532354,0.618122,0.876033,0.078546,220,31.221447,0.263619,0.23061,1.308458,0.341877,1.308458
Core1108_tbm_03.tex.moduleQ3.2S.000048,1,2.968573,3628,0.303792,1591,136.6,0.293056,0.581507,0.632308,3115,0.952536,1366,1283,0.894313,1263,2.399497,12845,0.711512,10.4,5.911111,0.343224,51.333333,0.534491,0.616215,0.875646,0.07863,225,31.269642,0.264149,0.230699,1.316832,0.343278,1.316832
Core1108_tbm_09.tex.module.000008,1,2.80837,2057,0.475916,1362,111.2,0.47707,0.658915,0.602804,1825,0.908758,1112,1654,0.764973,1642,2.06086,9630,0.526392,9.94,6.6,0.342411,72.4,0.716758,0.552388,0.856158,0.086708,250,35.396476,0.225857,0.240842,1.976048,0.359179,1.976048
Core1108_tbm_09.tex.module.000009,1,2.80837,2057,0.475916,1362,111.2,0.47707,0.658915,0.602804,1825,0.908758,1112,1654,0.765767,1642,2.06086,9630,0.526392,9.94,6.6,0.34257,72.2,0.716758,0.552645,0.856158,0.086708,250,35.359765,0.225857,0.240842,1.976048,0.359179,1.976048
Core1108_tbm_09.tex.module.000010,1,2.80837,2057,0.475916,1362,111.2,0.47707,0.658915,0.602804,1825,0.908758,1112,1654,0.764973,1642,2.06086,9630,0.526392,9.94,6.6,0.342411,72.4,0.716758,0.552388,0.856158,0.086708,250,35.396476,0.225857,0.240842,1.976048,0.359179,1.976048
Core1108_tbm_09.tex.module.000028,1,2.64411,1760,0.464789,1197,94.7,0.466197,0.666456,0.600076,1528,0.928588,947,1324,0.813502,1312,2.047183,7914,0.538028,8.4,5.28,0.361577,55,0.739437,0.55553,0.835755,0.09856,250,32.230576,0.233131,0.274648,1.692308,0.36758,1.692308
Core1108_tbm_09.tex.module.000033,1,2.591146,1679,0.460847,1152,90.2,0.462345,0.669132,0.599114,1447,0.935831,902,1234,0.831186,1222,2.044211,7446,0.542151,7.96,4.92,0.3683,50.2,0.745598,0.556898,0.829635,0.102068,250,31.197917,0.235697,0.284751,1.618421,0.370329,1.618421
Core1108_tbm_09.tex.moduleQ3.10S.000001,1,3.033658,8656,0.244533,3179,292.9,0.25654,0.466615,0.681842,7644,0.936042,2929,2628,0.846323,2600,2.551933,30312,0.746193,16.68,10.02,0.282977,90.3,0.407068,0.665639,0.919441,0.054929,250,32.244416,0.235517,0.162534,1.504505,0.291641,1.504505
Core1108_tbm_09.tex.moduleQ3.2S.000003,1,3.036979,8651,0.243545,3164,291.9,0.255086,0.465259,0.682473,7644,0.935287,2919,2608,0.846331,2580,2.553991,30262,0.747653,16.938776,10.163265,0.282193,91.22449,0.405908,0.666569,0.919624,0.054854,245,32.225032,0.235246,0.162363,1.5,0.290983,1.5
Core1108_tbm_09.tex.moduleQ3.2S.000005,1,3.033658,8656,0.244533,3179,292.9,0.25654,0.466615,0.681842,7644,0.936042,2929,2628,0.846323,2600,2.551933,30312,0.746193,16.68,10.02,0.282977,90.3,0.407068,0.665639,0.919441,0.054929,250,32.244416,0.235517,0.162534,1.504505,0.291641,1.504505
Core1108_tbm_09.tex.moduleQ3.2S.000007,1,3.0433,8671,0.243069,3164,291.9,0.25654,0.465777,0.682232,7644,0.934768,2919,2628,0.847489,2600,2.550957,30302,0.746193,17.020408,10.163265,0.282847,91.020408,0.407068,0.666253,0.918735,0.055442,245,32.310367,0.235595,0.163998,1.482143,0.291811,1.482143
Core1108_tbm_09.tex.moduleQ3.2S.000010,1,3.030322,8666,0.245766,3199,294.4,0.258711,0.468468,0.680982,7644,0.936428,2944,2658,0.845959,2630,2.548861,30387,0.744014,16.470588,9.901961,0.283924,89.705882,0.408799,0.664376,0.919055,0.055122,255,32.286652,0.235923,0.163033,1.507463,0.292623,1.507463
Core1108_tbm_09.tex.moduleQ3.2S.000011,1,3.033658,8656,0.244533,3179,292.9,0.25654,0.466615,0.681842,7644,0.936042,2929,2628,0.846323,2600,2.551933,30312,0.746193,16.68,10.02,0.282977,90.3,0.407068,0.665639,0.919441,0.054929,250,32.244416,0.235517,0.162534,1.504505,0.291641,1.504505
Core1108_tbm_09.tex.moduleQ3.9S.000001,1,3.033658,8656,0.244533,3179,292.9,0.25654,0.466615,0.681842,7644,0.936042,2929,2628,0.846323,2600,2.551933,30312,0.746193,16.68,10.02,0.282977,90.3,0.407068,0.665639,0.919441,0.054929,250,32.244416,0.235517,0.162534,1.504505,0.291641,1.504505
Core1108_tbm_21.tex.module.000008,1,2.741638,1383,0.46034,867,66.7,0.445703,0.667509,0.599697,1186,0.950699,667,944,0.85071,932,2.050519,5938,0.559962,7.975,4.875,0.374435,48.625,0.753069,0.559856,0.825892,0.104412,200,32.462514,0.236106,0.292729,1.572581,0.36936,1.572581
Core1108_tbm_21.tex.module.000009,1,2.741638,1383,0.46034,867,66.7,0.445703,0.667509,0.599697,1186,0.950699,667,944,0.849202,932,2.050519,5938,0.559962,7.975,4.875,0.374142,48.875,0.753069,0.559419,0.825892,0.104412,200,32.520185,0.236106,0.292729,1.572581,0.36936,1.572581
Core1108_tbm_21.tex.module.000010,1,2.741638,1383,0.46034,867,66.7,0.445703,0.667509,0.599697,1186,0.950699,667,944,0.852224,932,2.050519,5938,0.559962,7.975,4.875,0.374728,48.375,0.753069,0.560294,0.825892,0.104412,200,32.404844,0.236106,0.292729,1.572581,0.36936,1.572581
Core1108_tbm_21.tex.module.000014,1,2.672749,1302,0.454545,822,62.2,0.438624,0.67125,0.598355,1105,0.961562,622,854,0.87982,842,2.044171,5470,0.56754,7.45,4.425,0.385365,42.625,0.76528,0.561996,0.815154,0.110603,200,31.027981,0.239854,0.310734,1.46281,0.373762,1.46281
Core1108_tbm_21.tex.module.000017,1,2.672749,1302,0.454545,822,62.2,0.438624,0.67125,0.598355,1105,0.961562,622,854,0.876438,842,2.044171,5470,0.56754,7.45,4.425,0.386585,43.625,0.76528,0.558914,0.815154,0.110603,200,31.514599,0.239854,0.310734,1.46281,0.375683,1.46281
Core1108_tbm_21.tex.module.000023,1,2.595882,1221,0.447635,777,57.7,0.43018,0.675712,0.596761,1024,0.975102,577,764,0.909254,752,2.039414,5002,0.576577,6.9,3.975,0.397162,37.375,0.777027,0.5632,0.80402,0.116953,200,29.620335,0.244302,0.329392,1.358974,0.378655,1.358974
Core1108_tbm_21.tex.module.000026,1,2.632124,1206,0.456081,772,57.7,0.43018,0.684175,0.593762,1024,0.968827,577,764,0.896586,752,2.039414,5002,0.576577,7.076923,4.153846,0.394981,39.230769,0.777027,0.55946,0.808081,0.113954,195,30.03886,0.244302,0.320946,1.421053,0.378655,1.421053
Core1108_tbm_21.tex.module.000027,1,2.615187,1206,0.456081,777,57.7,0.43018,0.684175,0.593762,1024,0.975102,577,764,0.900451,752,2.039414,5002,0.576577,6.9,4.05,0.397162,38.5,0.777027,0.55893,0.808081,0.113954,200,29.90991,0.244302,0.320946,1.421053,0.378655,1.421053
Core1108_tbm_21.tex.module.000030,1,2.620076,1216,0.45657,787,58.7,0.436526,0.689632,0.591845,1024,0.969179,587,784,0.902536,772,2.033408,5052,0.570156,7,4.1,0.398421,38.5,0.77951,0.558553,0.80602,0.114806,200,29.936468,0.245843,0.32294,1.413793,0.381985,1.413793
Core1108_tbm_21.tex.module.000091,1,2.774074,943,0.444271,540,38,0.400624,0.696744,0.589364,781,1.002294,380,514,1.007903,502,2.005456,3648,0.60873,6.71875,3.5625,0.433641,28.4375,0.83788,0.569759,0.765116,0.138432,160,28.981481,0.254386,0.393609,1.128713,0.392226,1.128713
Core1108_tbm_21.tex.moduleQ3.2S.000002,1,2.976871,3485,0.323557,1470,126.5,0.30284,0.54239,0.648345,3014,0.938404,1265,1301,0.857814,1282,2.339153,12444,0.701583,11.682927,6.780488,0.31912,60,0.557495,0.627984,0.875434,0.080762,205,31.959184,0.239955,0.233939,1.383085,0.322425,1.383085
Core1108_tbm_21.tex.moduleQ3.2S.000007,1,2.983391,3470,0.320724,1445,124.5,0.296288,0.536661,0.650762,3014,0.939214,1245,1261,0.859529,1242,2.347039,12344,0.708177,11.775,6.825,0.316763,59.625,0.553336,0.631469,0.876758,0.080201,200,31.809689,0.238658,0.232613,1.378788,0.319325,1.378788
Core1108_tbm_21.tex.moduleQ3.2S.000011,1,2.983448,3475,0.321144,1450,125,0.297937,0.537859,0.650255,3014,0.938204,1250,1271,0.858701,1252,2.345054,12369,0.706517,11.825,6.85,0.317084,60,0.554383,0.63074,0.87629,0.080443,200,31.862069,0.238985,0.23324,1.376884,0.320105,1.376884
