@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE gc_bool_lin NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE gc_table NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC

@DATA
normalized-bibd-12-132-33-3-6_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.869822,2,0.846154,20592,0,0,3.692308
normalized-fapp03-0300-10.xml.mzn_AND_NODATA,1,0.012842,0,0.818843,0,0.582037,0.417963,300,0.168315,0,515634.061082,1499037.386949,0,28807001465,2.851874,2.340116,2.739085
normalized-fapp03-0300-7.xml.mzn_AND_NODATA,1,0.012683,0,0.814907,0,0.577648,0.422352,300,0.172409,0,511731.265962,1487734.429427,0,28807001757,2.864014,2.348921,2.748593
normalized-C6-3-121.xml.mzn_AND_NODATA,1,0,0,0.792683,0,0.025227,0.974773,0,0.195122,0,0.988537,2.999793,0,57911,3.378487,0.809443,5.868739
normalized-C6-2-121.xml.mzn_AND_NODATA,1,0,0,0.792683,0,0.025227,0.974773,0,0.195122,0,0.988537,2.999793,0,57911,3.378487,0.809443,5.868739
normalized-fapp03-0300-3.xml.mzn_AND_NODATA,1,0.01266,0,0.814322,0,0.576993,0.423007,300,0.173018,0,511148.261636,1486046.004694,0,28807001801,2.865838,2.350192,2.750013
normalized-fapp03-0300-1.xml.mzn_AND_NODATA,1,0.01266,0,0.814322,0,0.576993,0.423007,300,0.173018,0,511148.261636,1486046.004694,0,28807001801,2.865838,2.350192,2.750013
normalized-C6-1-121.xml.mzn_AND_NODATA,1,0,0,0.792683,0,0.025227,0.974773,0,0.195122,0,0.988537,2.999793,0,57911,3.378487,0.809443,5.868739
normalized-fapp03-0300-4.xml.mzn_AND_NODATA,1,0.01266,0,0.814322,0,0.576993,0.423007,300,0.173018,0,511148.261636,1486046.004694,0,28807001801,2.865838,2.350192,2.750013
normalized-C6-1-120.xml.mzn_AND_NODATA,1,0,0,0.792683,0,0.025227,0.974773,0,0.195122,0,0.988511,2.994768,0,57814,3.36448,0.809443,5.868739
normalized-bibd-31-31-6-6-1_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.941406,2,0.9375,30752,0,0,3.875
normalized-C6-3-120.xml.mzn_AND_NODATA,1,0,0,0.792683,0,0.025227,0.974773,0,0.195122,0,0.988511,2.994768,0,57814,3.36448,0.809443,5.868739
normalized-fapp03-0300-6.xml.mzn_AND_NODATA,1,0.012671,0,0.814588,0,0.57729,0.42271,300,0.172741,0,511413.100429,1486812.995148,0,28807001781,2.865009,2.349616,2.749368
normalized-fapp03-0300-5.xml.mzn_AND_NODATA,1,0.012664,0,0.814429,0,0.577112,0.422888,300,0.172907,0,511254.164069,1486352.705898,0,28807001793,2.865507,2.349962,2.749755
normalized-C6-2-120.xml.mzn_AND_NODATA,1,0,0,0.792683,0,0.025227,0.974773,0,0.195122,0,0.988511,2.994768,0,57814,3.36448,0.809443,5.868739
normalized-fapp03-0300-9.xml.mzn_AND_NODATA,1,0.012737,0,0.816244,0,0.579144,0.420856,300,0.171019,0,513061.145333,1491586.064154,0,28807001657,2.859862,2.345978,2.745353
normalized-fapp03-0300-0.xml.mzn_AND_NODATA,1,0.01266,0,0.814322,0,0.576993,0.423007,300,0.173018,0,511148.261636,1486046.004694,0,28807001801,2.865838,2.350192,2.750013
normalized-fapp03-0300-8.xml.mzn_AND_NODATA,1,0.012711,0,0.815601,0,0.578425,0.421575,300,0.171688,0,512421.912076,1489734.79366,0,28807001705,2.861856,2.3474,2.74691
normalized-fapp03-0300-2.xml.mzn_AND_NODATA,1,0.01266,0,0.814322,0,0.576993,0.423007,300,0.173018,0,511148.261636,1486046.004694,0,28807001801,2.865838,2.350192,2.750013
normalized-fapp05-0350-10.xml.mzn_AND_NODATA,1,0.014011,0,0.817141,0,0.582363,0.417637,350,0.168848,0,538896.94745,1563897.424653,0,32098994641,2.858789,2.366022,2.738904
normalized-bmc-ibm-03-08.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.249181,2,0,29860,0,0,12.589484
normalized-fapp05-0350-0.xml.mzn_AND_NODATA,1,0.01386,0,0.813725,0,0.57853,0.42147,350,0.172415,0,535336.402324,1553603.161173,0,32098994913,2.8694,2.3734,2.747205
normalized-fapp05-0350-1.xml.mzn_AND_NODATA,1,0.01386,0,0.813725,0,0.57853,0.42147,350,0.172415,0,535336.402324,1553603.161173,0,32098994913,2.8694,2.3734,2.747205
normalized-bmc-ibm-03-04.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.249181,2,0,29860,0,0,12.589484
normalized-bmc-ibm-03-16.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.249181,2,0,29860,0,0,12.589484
normalized-fapp05-0350-3.xml.mzn_AND_NODATA,1,0.013862,0,0.813775,0,0.578586,0.421414,350,0.172363,0,535388.425549,1553753.565468,0,32098994909,2.869244,2.373295,2.747084
normalized-fapp05-0350-2.xml.mzn_AND_NODATA,1,0.01386,0,0.813725,0,0.57853,0.42147,350,0.172415,0,535336.402324,1553603.161173,0,32098994913,2.8694,2.3734,2.747205
normalized-bmc-ibm-03-02.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.249181,2,0,29860,0,0,12.589484
normalized-fapp05-0350-7.xml.mzn_AND_NODATA,1,0.013871,0,0.813974,0,0.57881,0.42119,350,0.172156,0,535596.619215,1554355.473972,0,32098994893,2.868621,2.372874,2.746598
normalized-fapp05-0350-8.xml.mzn_AND_NODATA,1,0.013888,0,0.814372,0,0.579259,0.420741,350,0.171739,0,536013.467091,1555560.691107,0,32098994861,2.867374,2.372027,2.745626
normalized-fapp05-0350-9.xml.mzn_AND_NODATA,1,0.013921,0,0.815123,0,0.580102,0.419898,350,0.170956,0,536796.800797,1557825.518127,0,32098994801,2.865036,2.370421,2.7438
normalized-fapp05-0350-4.xml.mzn_AND_NODATA,1,0.013862,0,0.813775,0,0.578586,0.421414,350,0.172363,0,535388.425549,1553753.565468,0,32098994909,2.869244,2.373295,2.747084
normalized-fapp05-0350-5.xml.mzn_AND_NODATA,1,0.013862,0,0.813775,0,0.578586,0.421414,350,0.172363,0,535388.425549,1553753.565468,0,32098994909,2.869244,2.373295,2.747084
normalized-fapp05-0350-6.xml.mzn_AND_NODATA,1,0.013864,0,0.813825,0,0.578642,0.421358,350,0.172311,0,535440.458848,1553903.998887,0,32098994905,2.869088,2.37319,2.746962
normalized-driverlogw-08c-sat_ext.xml.mzn_AND_NODATA,1,0,0,0.048348,1014,0.205749,0.794251,0,0.920524,1196,0.320127,2.386788,0.603127,4733,0.470837,0.384358,32.85527
normalized-driverlogw-08cc-sat_ext.xml.mzn_AND_NODATA,1,0,0,0.048348,1014,0.205749,0.794251,0,0.920524,1280,0.320127,2.386788,0.645487,4733,0.470837,0.384358,32.85527
normalized-blast-tlan3.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.389439,2,0,39888,0,0,11.738317
normalized-cc-15-15-3.xml.mzn_AND_NODATA,1,0,0,0.695652,0,0.00885,0.99115,0,0.304348,0,0.883894,2.00885,0,51075,0.046621,0,5.575221
normalized-cc-15-15-2.xml.mzn_AND_NODATA,1,0,0,0.695652,0,0.00885,0.99115,0,0.304348,0,0.883855,2,0,50850,0,0,5.575221
normalized-fapp06-0500-10.xml.mzn_AND_NODATA,1,0.014288,0,0.816917,0,0.582374,0.417626,500,0.168796,0,532046.260702,1544430.006536,0,44425529138,2.859648,2.334921,2.737737
normalized-fapp06-0500-0.xml.mzn_AND_NODATA,1,0.014127,0,0.813353,0,0.578373,0.421627,500,0.17252,0,528377.061234,1533818.862588,0,44425529536,2.870728,2.342972,2.746409
normalized-fapp06-0500-2.xml.mzn_AND_NODATA,1,0.014127,0,0.813353,0,0.578373,0.421627,500,0.17252,0,528377.061234,1533818.862588,0,44425529536,2.870728,2.342972,2.746409
normalized-fapp06-0500-1.xml.mzn_AND_NODATA,1,0.014127,0,0.813353,0,0.578373,0.421627,500,0.17252,0,528377.061234,1533818.862588,0,44425529536,2.870728,2.342972,2.746409
normalized-fapp06-0500-4.xml.mzn_AND_NODATA,1,0.014127,0,0.813353,0,0.578373,0.421627,500,0.17252,0,528377.061234,1533818.862588,0,44425529536,2.870728,2.342972,2.746409
normalized-fapp06-0500-9.xml.mzn_AND_NODATA,1,0.014213,0,0.815259,0,0.580518,0.419482,500,0.170528,0,530343.613234,1539506.162179,0,44425529322,2.864776,2.33871,2.741761
normalized-fapp06-0500-5.xml.mzn_AND_NODATA,1,0.01413,0,0.813424,0,0.578453,0.421547,500,0.172446,0,528450.315179,1534030.715746,0,44425529528,2.870506,2.342815,2.746236
normalized-fapp06-0500-3.xml.mzn_AND_NODATA,1,0.014127,0,0.813353,0,0.578373,0.421627,500,0.17252,0,528377.061234,1533818.862588,0,44425529536,2.870728,2.342972,2.746409
normalized-fapp06-0500-8.xml.mzn_AND_NODATA,1,0.014181,0,0.814544,0,0.579714,0.420286,500,0.171275,0,529606.728418,1537375.139357,0,44425529402,2.867003,2.340321,2.743503
normalized-fapp06-0500-7.xml.mzn_AND_NODATA,1,0.014155,0,0.813974,0,0.579073,0.420927,500,0.171871,0,529018.667534,1535674.56414,0,44425529466,2.868783,2.341594,2.744893
normalized-fapp06-0500-6.xml.mzn_AND_NODATA,1,0.014142,0,0.81369,0,0.578753,0.421247,500,0.172168,0,528725.126864,1534825.686578,0,44425529498,2.869672,2.342226,2.745586
normalized-elf-rf9-ucl.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.368228,2,0,40890,0,0,7.528589
normalized-elf-rf9.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.368249,1.999951,0,40889,0.003497,0,7.528442
normalized-BlackHole-4-7-h-0_ext.xml.mzn_AND_NODATA,1,0,0,0.029751,100,0.068881,0.931119,0,0.968284,870,0.239383,3.154982,0.535055,5130,1.55367,0.209316,62.594096
normalized-cache-ibm-q-unbounded-Icl2arity-ucl.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.38223,1.948735,0,46452,0.11317,0,7.630658
normalized-BlackHole-4-7-e-4_ext.xml.mzn_AND_NODATA,1,0,0,0.029751,100,0.068881,0.931119,0,0.968284,870,0.239383,3.154982,0.535055,5130,1.55367,0.209316,62.594096
normalized-BlackHole-4-7-h-7_ext.xml.mzn_AND_NODATA,1,0,0,0.029751,100,0.068881,0.931119,0,0.968284,870,0.239383,3.154982,0.535055,5130,1.55367,0.209316,62.594096
normalized-BlackHole-4-7-h-3_ext.xml.mzn_AND_NODATA,1,0,0,0.029751,100,0.068881,0.931119,0,0.968284,870,0.239383,3.154982,0.535055,5130,1.55367,0.209316,62.594096
normalized-BlackHole-4-7-h-2_ext.xml.mzn_AND_NODATA,1,0,0,0.029751,100,0.068881,0.931119,0,0.968284,870,0.239383,3.154982,0.535055,5130,1.55367,0.209316,62.594096
normalized-BlackHole-4-7-e-0_ext.xml.mzn_AND_NODATA,1,0,0,0.029751,100,0.068881,0.931119,0,0.968284,870,0.239383,3.154982,0.535055,5130,1.55367,0.209316,62.594096
normalized-BlackHole-4-7-e-1_ext.xml.mzn_AND_NODATA,1,0,0,0.029751,100,0.068881,0.931119,0,0.968284,870,0.239383,3.154982,0.535055,5130,1.55367,0.209316,62.594096
normalized-fapp08-0700-10.xml.mzn_AND_NODATA,1,0.018364,0,0.815914,0,0.588832,0.411168,700,0.165722,0,518032.196716,1506901.266256,0,47251903006,2.883844,2.343172,2.726728
normalized-fapp16-0260-0.xml.mzn_AND_NODATA,1,0.012259,0,0.814418,0,0.57618,0.42382,260,0.173323,0,559495.283884,1621489.47478,0,28127977919,2.863401,2.414707,2.751888
normalized-BlackHole-4-7-e-9_ext.xml.mzn_AND_NODATA,1,0,0,0.029751,100,0.068881,0.931119,0,0.968284,870,0.239383,3.154982,0.535055,5130,1.55367,0.209316,62.594096
normalized-fapp16-0260-10.xml.mzn_AND_NODATA,1,0.012284,0,0.815072,0,0.576912,0.423088,260,0.172644,0,560208.399338,1623548.506494,0,28127977875,2.861363,2.413426,2.750303
normalized-fapp16-0260-1.xml.mzn_AND_NODATA,1,0.012259,0,0.814418,0,0.57618,0.42382,260,0.173323,0,559495.283884,1621489.47478,0,28127977919,2.863401,2.414707,2.751888
normalized-fapp16-0260-2.xml.mzn_AND_NODATA,1,0.012259,0,0.814418,0,0.57618,0.42382,260,0.173323,0,559495.283884,1621489.47478,0,28127977919,2.863401,2.414707,2.751888
normalized-BlackHole-4-7-h-1_ext.xml.mzn_AND_NODATA,1,0,0,0.029751,100,0.068881,0.931119,0,0.968284,870,0.239383,3.154982,0.535055,5130,1.55367,0.209316,62.594096
normalized-BlackHole-4-7-e-3_ext.xml.mzn_AND_NODATA,1,0,0,0.029751,100,0.068881,0.931119,0,0.968284,870,0.239383,3.154982,0.535055,5130,1.55367,0.209316,62.594096
normalized-BlackHole-4-7-h-5_ext.xml.mzn_AND_NODATA,1,0,0,0.029751,100,0.068881,0.931119,0,0.968284,870,0.239383,3.154982,0.535055,5130,1.55367,0.209316,62.594096
normalized-BlackHole-4-7-h-9_ext.xml.mzn_AND_NODATA,1,0,0,0.029751,100,0.068881,0.931119,0,0.968284,870,0.239383,3.154982,0.535055,5130,1.55367,0.209316,62.594096
normalized-BlackHole-4-7-e-7_ext.xml.mzn_AND_NODATA,1,0,0,0.029751,100,0.068881,0.931119,0,0.968284,870,0.239383,3.154982,0.535055,5130,1.55367,0.209316,62.594096
normalized-BlackHole-4-7-h-6_ext.xml.mzn_AND_NODATA,1,0,0,0.029751,100,0.068881,0.931119,0,0.968284,870,0.239383,3.154982,0.535055,5130,1.55367,0.209316,62.594096
normalized-BlackHole-4-7-h-8_ext.xml.mzn_AND_NODATA,1,0,0,0.029751,100,0.068881,0.931119,0,0.968284,870,0.239383,3.154982,0.535055,5130,1.55367,0.209316,62.594096
normalized-BlackHole-4-7-e-5_ext.xml.mzn_AND_NODATA,1,0,0,0.029751,100,0.068881,0.931119,0,0.968284,870,0.239383,3.154982,0.535055,5130,1.55367,0.209316,62.594096
normalized-BlackHole-4-7-e-2_ext.xml.mzn_AND_NODATA,1,0,0,0.029751,100,0.068881,0.931119,0,0.968284,870,0.239383,3.154982,0.535055,5130,1.55367,0.209316,62.594096
normalized-BlackHole-4-7-e-6_ext.xml.mzn_AND_NODATA,1,0,0,0.029751,100,0.068881,0.931119,0,0.968284,870,0.239383,3.154982,0.535055,5130,1.55367,0.209316,62.594096
normalized-BlackHole-4-7-e-8_ext.xml.mzn_AND_NODATA,1,0,0,0.029751,100,0.068881,0.931119,0,0.968284,870,0.239383,3.154982,0.535055,5130,1.55367,0.209316,62.594096
normalized-fapp18-0350-9.xml.mzn_AND_NODATA,1,0.019243,0,0.824335,0,0.615566,0.384434,350,0.156422,0,717906.69533,1702518.23363,0,25221105113,2.723086,2.417188,2.749696
normalized-BlackHole-4-7-h-4_ext.xml.mzn_AND_NODATA,1,0,0,0.029751,100,0.068881,0.931119,0,0.968284,870,0.239383,3.154982,0.535055,5130,1.55367,0.209316,62.594096
normalized-fapp08-0700-2.xml.mzn_AND_NODATA,1,0.018118,0,0.811678,0,0.584008,0.415992,700,0.170204,0,513772.14755,1494556.665106,0,47251903524,2.897155,2.352967,2.737158
normalized-fapp18-0350-10.xml.mzn_AND_NODATA,1,0.019252,0,0.824477,0,0.615733,0.384267,350,0.156271,0,718101.160204,1702978.062458,0,25221105105,2.722668,2.416853,2.749359
normalized-fapp16-0260-3.xml.mzn_AND_NODATA,1,0.012259,0,0.814418,0,0.57618,0.42382,260,0.173323,0,559495.283884,1621489.47478,0,28127977919,2.863401,2.414707,2.751888
normalized-fapp16-0260-4.xml.mzn_AND_NODATA,1,0.012259,0,0.814418,0,0.57618,0.42382,260,0.173323,0,559495.283884,1621489.47478,0,28127977919,2.863401,2.414707,2.751888
normalized-fapp16-0260-5.xml.mzn_AND_NODATA,1,0.012261,0,0.814478,0,0.576247,0.423753,260,0.173261,0,559560.032778,1621676.443644,0,28127977915,2.863215,2.414592,2.751744
normalized-fapp16-0260-6.xml.mzn_AND_NODATA,1,0.012261,0,0.814478,0,0.576247,0.423753,260,0.173261,0,559560.032778,1621676.443644,0,28127977915,2.863215,2.414592,2.751744
normalized-fapp16-0260-7.xml.mzn_AND_NODATA,1,0.012264,0,0.814537,0,0.576313,0.423687,260,0.173199,0,559624.80537,1621863.455631,0,28127977911,2.86303,2.414476,2.7516
normalized-fapp16-0260-8.xml.mzn_AND_NODATA,1,0.012264,0,0.814537,0,0.576313,0.423687,260,0.173199,0,559624.80537,1621863.455631,0,28127977911,2.86303,2.414476,2.7516
normalized-fapp17-0300-0.xml.mzn_AND_NODATA,1,0.014291,0,0.813357,0,0.57869,0.42131,300,0.172351,0,516278.081334,1508162.176128,0,25902685375,2.880592,2.369689,2.745793
normalized-fapp16-0260-9.xml.mzn_AND_NODATA,1,0.012268,0,0.814656,0,0.576446,0.423554,260,0.173076,0,559754.389384,1622237.609032,0,28127977903,2.86266,2.414243,2.751312
normalized-ehi-85-297-26_ext.xml.mzn_AND_NODATA,1,0,0,0.040795,2155,0.125,0.875,0,0.916918,1932,0.081885,2.625,0.813131,6237,0.629941,0.496007,42.897306
normalized-cache-inv12-ucl.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.381323,1.997829,0,51544,0.023295,0,7.014419
normalized-fapp17-0300-1.xml.mzn_AND_NODATA,1,0.014291,0,0.813357,0,0.57869,0.42131,300,0.172351,0,516278.081334,1508162.176128,0,25902685375,2.880592,2.369689,2.745793
normalized-fapp08-0700-3.xml.mzn_AND_NODATA,1,0.018118,0,0.811678,0,0.584008,0.415992,700,0.170204,0,513772.14755,1494556.665106,0,47251903524,2.897155,2.352967,2.737158
normalized-fapp21-0500-10.xml.mzn_AND_NODATA,1,0.032312,0,0.805416,0,0.602888,0.397112,500,0.162272,0,502820.147194,1462029.6638,0,18529763959,2.964791,2.370495,2.704119
normalized-fapp18-0350-8.xml.mzn_AND_NODATA,1,0.019241,0,0.824299,0,0.615525,0.384475,350,0.15646,0,717858.143106,1702403.315221,0,25221105115,2.72319,2.417271,2.749781
normalized-fapp21-0500-0.xml.mzn_AND_NODATA,1,0.032266,0,0.804982,0,0.602365,0.397635,500,0.162752,0,502382.442888,1460761.843201,0,18529763981,2.966223,2.371561,2.705242
normalized-fapp21-0500-1.xml.mzn_AND_NODATA,1,0.032266,0,0.804982,0,0.602365,0.397635,500,0.162752,0,502382.442888,1460761.843201,0,18529763981,2.966223,2.371561,2.705242
normalized-fapp21-0500-2.xml.mzn_AND_NODATA,1,0.032266,0,0.804982,0,0.602365,0.397635,500,0.162752,0,502382.442888,1460761.843201,0,18529763981,2.966223,2.371561,2.705242
normalized-ehi-85-297-4_ext.xml.mzn_AND_NODATA,1,0,0,0.040598,2162,0.125,0.875,0,0.917183,1838,0.080853,2.625,0.773569,6237,0.629941,0.494824,43.105219
normalized-fapp17-0300-10.xml.mzn_AND_NODATA,1,0.014305,0,0.813656,0,0.579027,0.420973,300,0.172039,0,516579.954321,1509040.80134,0,25902685355,2.879653,2.369051,2.745063
normalized-ehi-85-297-30_ext.xml.mzn_AND_NODATA,1,0,0,0.040057,2134,0.125,0.875,0,0.918826,1834,0.080765,2.625,0.771886,6237,0.629941,0.487465,43.68771
normalized-fapp17-0300-2.xml.mzn_AND_NODATA,1,0.014291,0,0.813357,0,0.57869,0.42131,300,0.172351,0,516278.081334,1508162.176128,0,25902685375,2.880592,2.369689,2.745793
normalized-fapp17-0300-3.xml.mzn_AND_NODATA,1,0.014291,0,0.813357,0,0.57869,0.42131,300,0.172351,0,516278.081334,1508162.176128,0,25902685375,2.880592,2.369689,2.745793
normalized-ehi-85-297-33_ext.xml.mzn_AND_NODATA,1,0,0,0.039848,2094,0.125,0.875,0,0.920016,1940,0.081567,2.625,0.816498,6237,0.629941,0.482106,43.916667
normalized-fapp17-0300-5.xml.mzn_AND_NODATA,1,0.014294,0,0.813417,0,0.578757,0.421243,300,0.172289,0,516338.364405,1508337.819309,0,25902685371,2.880405,2.369561,2.745647
normalized-fapp17-0300-4.xml.mzn_AND_NODATA,1,0.014291,0,0.813357,0,0.57869,0.42131,300,0.172351,0,516278.081334,1508162.176128,0,25902685375,2.880592,2.369689,2.745793
normalized-ehi-85-297-3_ext.xml.mzn_AND_NODATA,1,0,0,0.040407,2141,0.125,0.875,0,0.917982,1938,0.081126,2.625,0.815657,6237,0.629941,0.491256,43.309764
normalized-fapp17-0300-6.xml.mzn_AND_NODATA,1,0.014294,0,0.813417,0,0.578757,0.421243,300,0.172289,0,516338.364405,1508337.819309,0,25902685371,2.880405,2.369561,2.745647
normalized-fapp17-0300-8.xml.mzn_AND_NODATA,1,0.014299,0,0.813537,0,0.578892,0.421108,300,0.172164,0,516459.135297,1508689.228435,0,25902685363,2.880029,2.369307,2.745355
normalized-fapp21-0500-3.xml.mzn_AND_NODATA,1,0.032266,0,0.804982,0,0.602365,0.397635,500,0.162752,0,502382.442888,1460761.843201,0,18529763981,2.966223,2.371561,2.705242
normalized-fapp21-0500-5.xml.mzn_AND_NODATA,1,0.032271,0,0.805021,0,0.602412,0.397588,500,0.162708,0,502422.153148,1460877.008751,0,18529763979,2.966093,2.371465,2.70514
normalized-fapp17-0300-7.xml.mzn_AND_NODATA,1,0.014297,0,0.813477,0,0.578825,0.421175,300,0.172226,0,516398.742818,1508513.503407,0,25902685367,2.880217,2.369434,2.745501
normalized-fapp21-0500-6.xml.mzn_AND_NODATA,1,0.032271,0,0.805021,0,0.602412,0.397588,500,0.162708,0,502422.153148,1460877.008751,0,18529763979,2.966093,2.371465,2.70514
normalized-fapp21-0500-7.xml.mzn_AND_NODATA,1,0.032271,0,0.805021,0,0.602412,0.397588,500,0.162708,0,502422.153148,1460877.008751,0,18529763979,2.966093,2.371465,2.70514
normalized-fapp21-0500-8.xml.mzn_AND_NODATA,1,0.032279,0,0.8051,0,0.602507,0.397493,500,0.162621,0,502501.706476,1461107.394338,0,18529763975,2.965833,2.371272,2.704936
normalized-fapp17-0300-9.xml.mzn_AND_NODATA,1,0.014302,0,0.813596,0,0.57896,0.42104,300,0.172101,0,516519.533694,1508864.994408,0,25902685359,2.879841,2.369179,2.745209
normalized-fapp21-0500-4.xml.mzn_AND_NODATA,1,0.032266,0,0.804982,0,0.602365,0.397635,500,0.162752,0,502382.442888,1460761.843201,0,18529763981,2.966223,2.371561,2.705242
normalized-fapp21-0500-9.xml.mzn_AND_NODATA,1,0.032287,0,0.805179,0,0.602603,0.397397,500,0.162534,0,502581.2849,1461337.852603,0,18529763971,2.965572,2.371078,2.704732
normalized-fapp08-0700-0.xml.mzn_AND_NODATA,1,0.018118,0,0.811678,0,0.584008,0.415992,700,0.170204,0,513772.14755,1494556.665106,0,47251903524,2.897155,2.352967,2.737158
normalized-fapp08-0700-6.xml.mzn_AND_NODATA,1,0.01813,0,0.811888,0,0.584248,0.415752,700,0.169982,0,513984.243946,1495171.455178,0,47251903498,2.896488,2.352494,2.736639
normalized-ehi-85-297-97_ext.xml.mzn_AND_NODATA,1,0,0,0.040672,2141,0.125,0.875,0,0.917443,1960,0.08142,2.625,0.824916,6237,0.629941,0.493671,43.026936
normalized-fapp08-0700-4.xml.mzn_AND_NODATA,1,0.018118,0,0.811678,0,0.584008,0.415992,700,0.170204,0,513772.14755,1494556.665106,0,47251903524,2.897155,2.352967,2.737158
normalized-fapp20-0420-1.xml.mzn_AND_NODATA,1,0.01612,0,0.811161,0,0.578118,0.421882,420,0.172718,0,541325.924564,1611545.920077,0,34379109113,2.90298,2.368319,2.740074
normalized-fapp20-0420-2.xml.mzn_AND_NODATA,1,0.01612,0,0.811161,0,0.578118,0.421882,420,0.172718,0,541325.924564,1611545.920077,0,34379109113,2.90298,2.368319,2.740074
normalized-fapp08-0700-5.xml.mzn_AND_NODATA,1,0.018122,0,0.811743,0,0.584082,0.415918,700,0.170136,0,513837.413227,1494745.777426,0,47251903516,2.89695,2.352821,2.736999
normalized-fapp20-0420-3.xml.mzn_AND_NODATA,1,0.01612,0,0.811161,0,0.578118,0.421882,420,0.172718,0,541325.924564,1611545.920077,0,34379109113,2.90298,2.368319,2.740074
normalized-fapp20-0420-10.xml.mzn_AND_NODATA,1,0.01616,0,0.811928,0,0.578987,0.421013,420,0.171912,0,542142.275232,1613966.905263,0,34379109049,2.900543,2.366673,2.738181
normalized-fapp20-0420-5.xml.mzn_AND_NODATA,1,0.01612,0,0.811161,0,0.578118,0.421882,420,0.172718,0,541325.924564,1611545.920077,0,34379109113,2.90298,2.368319,2.740074
normalized-fapp20-0420-4.xml.mzn_AND_NODATA,1,0.01612,0,0.811161,0,0.578118,0.421882,420,0.172718,0,541325.924564,1611545.920077,0,34379109113,2.90298,2.368319,2.740074
normalized-fapp20-0420-0.xml.mzn_AND_NODATA,1,0.01612,0,0.811161,0,0.578118,0.421882,420,0.172718,0,541325.924564,1611545.920077,0,34379109113,2.90298,2.368319,2.740074
normalized-fapp08-0700-8.xml.mzn_AND_NODATA,1,0.018177,0,0.812698,0,0.585174,0.414826,700,0.169125,0,514801.894921,1497540.753589,0,47251903398,2.893923,2.350656,2.734637
normalized-fapp08-0700-1.xml.mzn_AND_NODATA,1,0.018118,0,0.811678,0,0.584008,0.415992,700,0.170204,0,513772.14755,1494556.665106,0,47251903524,2.897155,2.352967,2.737158
normalized-fapp08-0700-7.xml.mzn_AND_NODATA,1,0.018136,0,0.811985,0,0.584359,0.415641,700,0.169879,0,514082.229909,1495455.375067,0,47251903486,2.89618,2.352275,2.736399
normalized-fapp08-0700-9.xml.mzn_AND_NODATA,1,0.018232,0,0.813643,0,0.586252,0.413748,700,0.168125,0,515753.587599,1500298.56428,0,47251903282,2.890944,2.348488,2.732307
normalized-fapp31-0400-10.xml.mzn_AND_NODATA,1,0.024659,0,0.809876,0,0.59394,0.40606,400,0.165465,0,485115.941829,1402905.011804,0,18660039562,2.914671,2.398527,2.719194
normalized-fapp31-0400-0.xml.mzn_AND_NODATA,1,0.024562,0,0.808658,0,0.592515,0.407485,400,0.166779,0,483947.354854,1399537.960399,0,18660039626,2.918587,2.401243,2.722268
normalized-fapp31-0400-4.xml.mzn_AND_NODATA,1,0.024623,0,0.809418,0,0.593405,0.406595,400,0.165959,0,484677.107809,1401640.470668,0,18660039586,2.91614,2.399554,2.720349
normalized-fapp31-0400-1.xml.mzn_AND_NODATA,1,0.024562,0,0.808658,0,0.592515,0.407485,400,0.166779,0,483947.354854,1399537.960399,0,18660039626,2.918587,2.401243,2.722268
