@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC

@DATA
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,19.875539,36938
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,20.202696,50417
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,18.242305,18966
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,18.995578,23459
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,19.417805,27952
f600-00-shuffled,1,2.424818,10748
ii32c1-00,1,3.688705,7926
ii32c1-50-shuffled,1,3.927189,7605
ii32e1-00-shuffled,1,3.779923,7725
ii32e1-50-shuffled,1,4.056277,7389
ii8a1-00-shuffled,1,1.857143,801
ii8a1-90-shuffled,1,1.987805,621
ii8a3-90,1,2.608962,5454
ii8c1-90-shuffled,1,2.497729,10332
ii8d1-00-shuffled,1,2.29445,12077
impl18-shuffled,1,2.945946,74
irst.dme4.B-d4-shuffled,1,2.591534,1744
irst.dme5.B-d4-shuffled,1,2.611321,2447
jnh1-50-shuffled,1,4.662069,4800
jnh207-90-shuffled,1,4.686024,4154
jnh218-00-shuffled,1,4.177109,4419
jnh218-90-shuffled,1,4.650934,4149
k3_1_2-shuffled,1,1.855019,212
k4_2_2-shuffled,1,1.897313,850
k5_2_2,1,1.875817,1682
k5_3_2-shuffled,1,1.914503,2392
k_branch_n-20-shuffled,1,6.891397,63261
k_branch_n-4-shuffled,1,4.042341,1839
k_branch_n-5-shuffled,1,4.239339,2817
k_branch_n-6,1,4.417469,4069
k_branch_n-7,1,4.583621,5609
k_branch_n-8-shuffled,1,4.949377,7497
k_branch_p-11-shuffled,1,5.406477,15154
k_branch_p-14-shuffled,1,5.835739,26620
k_branch_p-16-shuffled,1,6.341923,36764
k_branch_p-17-shuffled,1,6.480684,42490
k_branch_p-4-shuffled,1,4.043587,1840
k_branch_p-6-shuffled,1,4.418112,4070
k_branch_p-8-shuffled,1,4.949766,7498
k_d4_n-11-shuffled,1,4.521956,2450
k_d4_n-14-shuffled,1,4.556611,3113
k_d4_n-15-shuffled,1,4.565185,3334
k_d4_n-16-shuffled,1,4.572721,3555
k_d4_n-17-shuffled,1,4.579396,3776
k_d4_n-18-shuffled,1,4.585351,3997
k_d4_n-19-shuffled,1,4.590695,4218
k_d4_n-20-shuffled,1,4.595518,4439
k_d4_n-21-shuffled,1,4.599893,4660
k_d4_n-7-shuffled,1,4.432722,1566
k_d4_p-10-shuffled,1,3.697638,1280
k_d4_p-11-shuffled,1,3.709353,1406
k_d4_p-21-shuffled,1,3.766795,2666
k_d4_p-6-shuffled,1,3.61519,776
k_d4_p-7-shuffled,1,3.643956,902
k_dum_n-10-shuffled,1,3.191729,957
k_dum_n-21-shuffled,1,3.251969,1870
k_dum_p-11-shuffled,1,3.2537,872
k_dum_p-13-shuffled,1,3.24237,1023
k_dum_p-16-shuffled,1,3.236496,1256
k_dum_p-21-shuffled,1,3.218365,1627
ken.flash^10.C-f4-shuffled,1,2.959531,81071
ken.flash^14.C-d4-shuffled,1,2.871156,22296
ken.oop^1.C-d2,1,2.722098,4371
k_grz_n-10-shuffled,1,4.398844,1319
k_grz_n-13-shuffled,1,4.614583,1576
k_grz_n-14-shuffled,1,4.724191,1842
k_grz_n-21-shuffled,1,5.284198,2765
k_grz_p-10-shuffled,1,4.54672,1286
k_grz_p-17-shuffled,1,5.062969,1937
k_grz_p-21-shuffled,1,5.267588,2460
k_lin_n-10-shuffled,1,10.67041,14964
k_lin_n-13-shuffled,1,12.588946,25232
k_lin_n-14-shuffled,1,13.226014,29234
k_lin_n-21-shuffled,1,18.008995,65396
k_lin_n-9-shuffled,1,9.69692,12140
k_lin_p-12-shuffled,1,6.402516,2556
k_lin_p-16-shuffled,1,7.164466,3924
k_lin_p-21-shuffled,1,8.238184,6012
k_lin_p-8-shuffled,1,5.46697,1456
k_path_n-10-shuffled,1,3.646175,1300
k_path_n-20-shuffled,1,3.672969,2551
k_path_n-21-shuffled,1,3.668683,2655
k_path_p-10-shuffled,1,3.643178,1181
k_path_p-16-shuffled,1,3.663275,1925
k_path_p-21-shuffled,1,3.673898,2554
k_path_p-9-shuffled,1,3.643927,1066
k_ph_n-10-shuffled,1,10.468728,9353
k_ph_n-13-shuffled,1,15.394012,31565
k_ph_n-14-shuffled,1,17.293509,45378
k_ph_n-15-shuffled,1,19.342943,63870
k_ph_n-8-shuffled,1,7.895202,3593
k_ph_n-9-shuffled,1,9.078269,6083
k_ph_p-11-shuffled,1,12.314176,17359
k_ph_p-12-shuffled,1,14.282286,25706
k_ph_p-8-shuffled,1,8.150596,4398
k_ph_p-9-shuffled,1,9.270314,7232
k_poly_n-12-shuffled,1,2.773006,1521
k_poly_n-13-shuffled,1,2.773481,1689
k_poly_n-20-shuffled,1,2.774908,2529
k_poly_n-21-shuffled,1,2.775087,2697
k_poly_p-19-shuffled,1,2.774757,2403
k_poly_p-21-shuffled,1,2.775044,2655
k_t4p_n-12-shuffled,1,3.945528,3826
k_t4p_n-17-shuffled,1,3.965221,5396
k_t4p_n-21-shuffled,1,3.974368,6652
k_t4p_n-4-shuffled,1,3.822115,1314
k_t4p_p-12-shuffled,1,3.902962,2118
k_t4p_p-20-shuffled,1,3.94347,3374
k_t4p_p-21-shuffled,1,3.946551,3531
k_t4p_p-4-shuffled,1,3.754177,862
k_t4p_p-8-shuffled,1,3.858369,1490
lognBWLARGEB1-shuffled,1,6.442544,177966
lut4_2_f2-shuffled,1,21.142857,14
lut4_AND_f1-shuffled,1,30.226667,56
lut4_XOR_fOR-shuffled,1,9.604651,44
mutex-128-s,1,1.417286,10798
mutex-16-s,1,1.415094,1278
mutex-2-s,1,1.384615,88
mutex-32-s,1,1.416373,2638
mutex-4-s,1,1.405594,258
mutex-64-s,1,1.416986,5358
mutex-8-s,1,1.412308,598
ncf_16_32_8_d.10,1,2.08427,4690
ncf_16_32_8_d.1,1,2.08643,4717
ncf_16_32_8_d.2,1,2.088591,4709
ncf_16_32_8_d.3,1,2.089023,4656
ncf_16_32_8_d.4,1,2.090752,4674
ncf_16_32_8_d.5,1,2.08038,4706
ncf_16_32_8_d.6,1,2.073898,4687
ncf_16_32_8_d.7,1,2.07433,4661
ncf_16_32_8_d.8,1,2.069144,4642
ncf_16_32_8_d.9,1,2.094641,4737
ncf_16_32_8_edau.10,1,2.08427,4690
ncf_16_32_8_edau.1,1,2.08643,4717
ncf_16_32_8_edau.2,1,2.088591,4709
ncf_16_32_8_edau.3,1,2.089023,4656
ncf_16_32_8_edau.4,1,2.090752,4674
ncf_16_32_8_edau.5,1,2.08038,4706
ncf_16_32_8_edau.6,1,2.073898,4687
ncf_16_32_8_edau.7,1,2.07433,4661
ncf_16_32_8_edau.8,1,2.069144,4642
ncf_16_32_8_edau.9,1,2.094641,4737
ncf_16_32_8_euad.10,1,2.08427,4690
ncf_16_32_8_euad.1,1,2.08643,4717
ncf_16_32_8_euad.2,1,2.088591,4709
ncf_16_32_8_euad.3,1,2.089023,4656
ncf_16_32_8_euad.4,1,2.090752,4674
ncf_16_32_8_euad.5,1,2.08038,4706
ncf_16_32_8_euad.6,1,2.073898,4687
ncf_16_32_8_euad.7,1,2.07433,4661
ncf_16_32_8_euad.8,1,2.069144,4642
ncf_16_32_8_euad.9,1,2.094641,4737
ncf_16_32_8_u.10,1,2.08427,4690
ncf_16_32_8_u.1,1,2.08643,4717
ncf_16_32_8_u.2,1,2.088591,4709
ncf_16_32_8_u.3,1,2.089023,4656
ncf_16_32_8_u.4,1,2.090752,4674
ncf_16_32_8_u.5,1,2.08038,4706
ncf_16_32_8_u.6,1,2.073898,4687
ncf_16_32_8_u.7,1,2.07433,4661
ncf_16_32_8_u.8,1,2.069144,4642
ncf_16_32_8_u.9,1,2.094641,4737
ncf_8_16_4_d.10,1,1.793051,1162
ncf_8_16_4_d.1,1,1.802115,1153
ncf_8_16_4_d.2,1,1.805136,1149
ncf_8_16_4_d.3,1,1.805136,1163
ncf_8_16_4_d.4,1,1.805136,1163
ncf_8_16_4_d.5,1,1.78852,1137
ncf_8_16_4_d.6,1,1.793051,1147
ncf_8_16_4_d.7,1,1.811178,1173
ncf_8_16_4_d.8,1,1.793051,1147
ncf_8_16_4_d.9,1,1.812689,1159
ncf_8_16_4_edau.10,1,1.793051,1162
ncf_8_16_4_edau.1,1,1.802115,1153
ncf_8_16_4_edau.2,1,1.805136,1149
ncf_8_16_4_edau.3,1,1.805136,1163
ncf_8_16_4_edau.4,1,1.805136,1163
ncf_8_16_4_edau.5,1,1.78852,1137
ncf_8_16_4_edau.6,1,1.793051,1147
ncf_8_16_4_edau.7,1,1.811178,1173
ncf_8_16_4_edau.8,1,1.793051,1147
ncf_8_16_4_edau.9,1,1.812689,1159
ncf_8_16_4_euad.10,1,1.793051,1162
ncf_8_16_4_euad.1,1,1.802115,1153
ncf_8_16_4_euad.2,1,1.805136,1149
ncf_8_16_4_euad.3,1,1.805136,1163
ncf_8_16_4_euad.4,1,1.805136,1163
ncf_8_16_4_euad.5,1,1.78852,1137
ncf_8_16_4_euad.6,1,1.793051,1147
ncf_8_16_4_euad.7,1,1.811178,1173
ncf_8_16_4_euad.8,1,1.793051,1147
ncf_8_16_4_euad.9,1,1.812689,1159
ncf_8_16_4_u.10,1,1.793051,1162
ncf_8_16_4_u.1,1,1.802115,1153
ncf_8_16_4_u.2,1,1.805136,1149
ncf_8_16_4_u.3,1,1.805136,1163
ncf_8_16_4_u.4,1,1.805136,1163
ncf_8_16_4_u.5,1,1.78852,1137
ncf_8_16_4_u.6,1,1.793051,1147
ncf_8_16_4_u.7,1,1.811178,1173
ncf_8_16_4_u.8,1,1.793051,1147
ncf_8_16_4_u.9,1,1.812689,1159
nusmv.dme1-16.B-d4-shuffled,1,2.407273,2379
nusmv.queue.B-d4-shuffled,1,2.843118,25864
nusmv.reactor^1.C-d4-shuffled,1,2.804476,19882
nusmv.reactor^2.C-d4-shuffled,1,2.80329,20029
nusmv.reactor^5.C-f4-shuffled,1,2.8012,19544
nusmv.syncarb10^2.B-f2,1,2.730731,2133
nusmv.syncarb10^2.B-f3,1,2.767491,3056
nusmv.syncarb10^2.B-f4,1,2.787548,3979
nusmv.syncarb5^2.B-f4-shuffled,1,2.715125,1409
nusmv.tcas^2.B-f2-shuffled,1,2.773398,19830
nusmv.tcas^4.B-f3-shuffled,1,2.804091,31989
nusmv.tcas-t^5.B-f2-shuffled,1,2.784754,21014
nusmv.tcas-t^6.B-f3-shuffled,1,2.811643,33502
par16-1-c-00-shuffled,1,2.325296,5075
par8-1-c-50-shuffled,1,2.436652,932
par8-2-90-shuffled,1,2.27452,3715
par8-2-c-50-shuffled,1,2.444444,985
par8-3-c-00-shuffled,1,2.323826,1201
par8-3-c-90-shuffled,1,2.55819,1003
par8-4-90-shuffled,1,2.269149,3717
par8-4-c-90-shuffled,1,2.555825,887
par8-5-c-90-shuffled,1,2.567391,995
Qq2k3k3v100v100m1000s10,1,15.085,101
Qq2k3k3v100v100m1000s1,1,15.035,106
Qq2k3k3v100v100m1000s2,1,14.925,120
Qq2k3k3v100v100m1000s3,1,15.1,121
Qq2k3k3v100v100m1000s4,1,14.845,127
Qq2k3k3v100v100m1000s5,1,14.84,117
Qq2k3k3v100v100m1000s6,1,15.23,109
Qq2k3k3v100v100m1000s7,1,14.86,126
Qq2k3k3v100v100m1000s8,1,15.23,91
Qq2k3k3v100v100m1000s9,1,14.85,110
Qq2k3k3v100v100m1200s10,1,17.94,126
Qq2k3k3v100v100m1200s1,1,18.12,125
Qq2k3k3v100v100m1200s2,1,17.895,153
Qq2k3k3v100v100m1200s3,1,18.11,146
Qq2k3k3v100v100m1200s4,1,17.775,149
Qq2k3k3v100v100m1200s5,1,17.8,137
Qq2k3k3v100v100m1200s6,1,18.21,131
Qq2k3k3v100v100m1200s7,1,18.02,141
Qq2k3k3v100v100m1200s8,1,18.485,103
Qq2k3k3v100v100m1200s9,1,17.86,135
Qq2k3k3v100v100m1400s10,1,20.98,150
Qq2k3k3v100v100m1400s1,1,20.93,156
Qq2k3k3v100v100m1400s2,1,20.82,171
Qq2k3k3v100v100m1400s3,1,21.09,171
Qq2k3k3v100v100m1400s4,1,20.72,171
Qq2k3k3v100v100m1400s5,1,20.99,161
Qq2k3k3v100v100m1400s6,1,21.165,155
Qq2k3k3v100v100m1400s7,1,21.125,159
Qq2k3k3v100v100m1400s8,1,21.32,127
Qq2k3k3v100v100m1400s9,1,20.835,152
Qq2k3k3v100v100m1600s10,1,24,173
Qq2k3k3v100v100m1600s1,1,23.97,180
Qq2k3k3v100v100m1600s2,1,23.7,194
Qq2k3k3v100v100m1600s3,1,24.115,191
Qq2k3k3v100v100m1600s4,1,23.77,188
Qq2k3k3v100v100m1600s5,1,24.075,180
Qq2k3k3v100v100m1600s6,1,24.26,177
Qq2k3k3v100v100m1600s7,1,24.2,185
Qq2k3k3v100v100m1600s8,1,24.46,151
Qq2k3k3v100v100m1600s9,1,23.875,172
Qq2k3k3v100v100m1800s10,1,26.925,193
Qq2k3k3v100v100m1800s1,1,27.135,194
Qq2k3k3v100v100m1800s2,1,26.73,213
Qq2k3k3v100v100m1800s3,1,27.09,215
Qq2k3k3v100v100m1800s4,1,26.85,209
Qq2k3k3v100v100m1800s5,1,26.835,211
Qq2k3k3v100v100m1800s6,1,27.325,200
Qq2k3k3v100v100m1800s7,1,27.27,204
Qq2k3k3v100v100m1800s8,1,27.455,168
Qq2k3k3v100v100m1800s9,1,26.78,199
Qq2k3k3v100v100m2000s10,1,29.86,214
Qq2k3k3v100v100m2000s1,1,30.105,219
Qq2k3k3v100v100m2000s2,1,29.72,241
Qq2k3k3v100v100m2000s3,1,29.975,239
Qq2k3k3v100v100m2000s4,1,29.74,236
Qq2k3k3v100v100m2000s5,1,29.935,226
Qq2k3k3v100v100m2000s6,1,30.445,214
Qq2k3k3v100v100m2000s7,1,30.205,227
Qq2k3k3v100v100m2000s8,1,30.475,183
Qq2k3k3v100v100m2000s9,1,29.895,219
Qq2k3k3v100v100m400s10,1,5.975,45
Qq2k3k3v100v100m400s1,1,6.09,42
Qq2k3k3v100v100m400s2,1,6.05,48
Qq2k3k3v100v100m400s3,1,6.085,49
Qq2k3k3v100v100m400s4,1,5.825,53
Qq2k3k3v100v100m400s5,1,5.905,46
Qq2k3k3v100v100m400s6,1,6.11,45
Qq2k3k3v100v100m400s7,1,5.99,47
Qq2k3k3v100v100m400s8,1,5.95,39
Qq2k3k3v100v100m400s9,1,5.96,46
Qq2k3k3v100v100m600s10,1,9.01,68
Qq2k3k3v100v100m600s1,1,8.98,68
Qq2k3k3v100v100m600s2,1,8.835,79
Qq2k3k3v100v100m600s3,1,9.065,69
Qq2k3k3v100v100m600s4,1,8.885,74
Qq2k3k3v100v100m600s5,1,8.98,63
Qq2k3k3v100v100m600s6,1,9.135,65
Qq2k3k3v100v100m600s7,1,8.965,73
Qq2k3k3v100v100m600s8,1,9.095,51
Qq2k3k3v100v100m600s9,1,8.995,64
Qq2k3k3v100v100m800s10,1,12.055,88
Qq2k3k3v100v100m800s1,1,11.985,85
Qq2k3k3v100v100m800s2,1,11.77,103
Qq2k3k3v100v100m800s3,1,12.215,91
Qq2k3k3v100v100m800s4,1,11.925,103
Qq2k3k3v100v100m800s5,1,11.905,86
Qq2k3k3v100v100m800s6,1,12.175,84
Qq2k3k3v100v100m800s7,1,11.89,99
Qq2k3k3v100v100m800s8,1,12.105,76
Qq2k3k3v100v100m800s9,1,11.89,88
Qq2k3k3v20v20m120s10,1,8.525,16
Qq2k3k3v20v20m120s1,1,9.4,9
Qq2k3k3v20v20m120s2,1,8.95,14
Qq2k3k3v20v20m120s3,1,9.175,14
Qq2k3k3v20v20m120s4,1,8.475,15
Qq2k3k3v20v20m120s5,1,8.6,12
Qq2k3k3v20v20m120s6,1,8.8,15
Qq2k3k3v20v20m120s7,1,8.9,11
Qq2k3k3v20v20m120s8,1,9.025,15
Qq2k3k3v20v20m120s9,1,8.9,12
Qq2k3k3v20v20m160s10,1,11.525,20
Qq2k3k3v20v20m160s1,1,12.675,11
Qq2k3k3v20v20m160s2,1,11.875,22
Qq2k3k3v20v20m160s3,1,12.025,20
Qq2k3k3v20v20m160s4,1,11.425,20
Qq2k3k3v20v20m160s5,1,11.45,17
Qq2k3k3v20v20m160s6,1,11.65,23
Qq2k3k3v20v20m160s7,1,12.075,13
Qq2k3k3v20v20m160s8,1,11.775,20
Qq2k3k3v20v20m160s9,1,11.875,19
Qq2k3k3v20v20m200s10,1,14.525,25
Qq2k3k3v20v20m200s1,1,15.45,18
Qq2k3k3v20v20m200s2,1,14.8,27
Qq2k3k3v20v20m200s3,1,14.925,28
Qq2k3k3v20v20m200s4,1,14.625,23
Qq2k3k3v20v20m200s5,1,14.6,21
Qq2k3k3v20v20m200s6,1,14.65,27
Qq2k3k3v20v20m200s7,1,15.075,19
Qq2k3k3v20v20m200s8,1,14.675,24
Qq2k3k3v20v20m200s9,1,14.875,25
Qq2k3k3v20v20m240s10,1,17.5,27
Qq2k3k3v20v20m240s1,1,18.625,22
Qq2k3k3v20v20m240s2,1,17.95,31
Qq2k3k3v20v20m240s3,1,18.175,33
Qq2k3k3v20v20m240s4,1,17.475,28
Qq2k3k3v20v20m240s5,1,17.575,28
Qq2k3k3v20v20m240s6,1,17.875,29
Qq2k3k3v20v20m240s7,1,18.4,24
Qq2k3k3v20v20m240s8,1,17.575,27
Qq2k3k3v20v20m240s9,1,17.875,31
Qq2k3k3v20v20m280s10,1,20.425,32
Qq2k3k3v20v20m280s1,1,21.6,30
Qq2k3k3v20v20m280s2,1,21.275,33
Qq2k3k3v20v20m280s3,1,21.15,36
Qq2k3k3v20v20m280s4,1,20.8,29
Qq2k3k3v20v20m280s5,1,20.6,31
Qq2k3k3v20v20m280s6,1,21.225,32
Qq2k3k3v20v20m280s7,1,21.25,28
Qq2k3k3v20v20m280s8,1,20.925,27
Qq2k3k3v20v20m280s9,1,20.9,35
Qq2k3k3v20v20m320s10,1,23.8,34
Qq2k3k3v20v20m320s1,1,24.425,34
Qq2k3k3v20v20m320s2,1,24.2,36
Qq2k3k3v20v20m320s3,1,24.425,40
Qq2k3k3v20v20m320s4,1,23.35,38
Qq2k3k3v20v20m320s5,1,23.6,37
Qq2k3k3v20v20m320s6,1,24.125,37
Qq2k3k3v20v20m320s7,1,24.425,33
Qq2k3k3v20v20m320s8,1,24.075,31
Qq2k3k3v20v20m320s9,1,23.8,38
Qq2k3k3v20v20m360s10,1,26.925,40
Qq2k3k3v20v20m360s1,1,27.175,37
Qq2k3k3v20v20m360s2,1,27.3,42
Qq2k3k3v20v20m360s3,1,27.35,45
Qq2k3k3v20v20m360s4,1,26.175,45
Qq2k3k3v20v20m360s5,1,26.7,42
Qq2k3k3v20v20m360s6,1,27.4,40
Qq2k3k3v20v20m360s7,1,27.2,40
Qq2k3k3v20v20m360s8,1,27.025,35
Qq2k3k3v20v20m360s9,1,26.8,41
Qq2k3k3v20v20m400s10,1,29.875,45
Qq2k3k3v20v20m400s1,1,30.45,42
Qq2k3k3v20v20m400s2,1,30.25,48
Qq2k3k3v20v20m400s3,1,30.425,49
Qq2k3k3v20v20m400s4,1,29.125,53
Qq2k3k3v20v20m400s5,1,29.525,46
Qq2k3k3v20v20m400s6,1,30.55,45
Qq2k3k3v20v20m400s7,1,29.95,47
Qq2k3k3v20v20m400s8,1,29.75,39
Qq2k3k3v20v20m400s9,1,29.8,46
Qq2k3k3v20v20m80s10,1,5.475,12
Qq2k3k3v20v20m80s1,1,6.175,8
Qq2k3k3v20v20m80s2,1,6,9
Qq2k3k3v20v20m80s3,1,5.975,12
Qq2k3k3v20v20m80s4,1,5.55,9
Qq2k3k3v20v20m80s5,1,5.75,7
Qq2k3k3v20v20m80s6,1,5.7,11
Qq2k3k3v20v20m80s7,1,6.025,7
Qq2k3k3v20v20m80s8,1,6.175,11
Qq2k3k3v20v20m80s9,1,6.1,8
Qq2k3k3v50v50m1000s10,1,30.17,101
Qq2k3k3v50v50m1000s1,1,30.07,106
Qq2k3k3v50v50m1000s2,1,29.85,120
Qq2k3k3v50v50m1000s3,1,30.2,121
Qq2k3k3v50v50m1000s4,1,29.69,127
Qq2k3k3v50v50m1000s5,1,29.68,117
Qq2k3k3v50v50m1000s6,1,30.46,109
Qq2k3k3v50v50m1000s7,1,29.72,126
Qq2k3k3v50v50m1000s8,1,30.46,91
Qq2k3k3v50v50m1000s9,1,29.7,110
Qq2k3k3v50v50m200s10,1,5.81,25
Qq2k3k3v50v50m200s1,1,6.18,18
Qq2k3k3v50v50m200s2,1,5.92,27
Qq2k3k3v50v50m200s3,1,5.97,28
Qq2k3k3v50v50m200s4,1,5.85,23
Qq2k3k3v50v50m200s5,1,5.84,21
Qq2k3k3v50v50m200s6,1,5.86,27
Qq2k3k3v50v50m200s7,1,6.03,19
Qq2k3k3v50v50m200s8,1,5.87,24
Qq2k3k3v50v50m200s9,1,5.95,25
Qq2k3k3v50v50m300s10,1,8.84,33
Qq2k3k3v50v50m300s1,1,9.2,31
Qq2k3k3v50v50m300s2,1,9.09,36
Qq2k3k3v50v50m300s3,1,9.07,39
Qq2k3k3v50v50m300s4,1,8.86,32
Qq2k3k3v50v50m300s5,1,8.87,34
Qq2k3k3v50v50m300s6,1,9.04,35
Qq2k3k3v50v50m300s7,1,9.14,31
Qq2k3k3v50v50m300s8,1,8.98,29
Qq2k3k3v50v50m300s9,1,9,35
Qq2k3k3v50v50m400s10,1,11.95,45
Qq2k3k3v50v50m400s1,1,12.18,42
Qq2k3k3v50v50m400s2,1,12.1,48
Qq2k3k3v50v50m400s3,1,12.17,49
Qq2k3k3v50v50m400s4,1,11.65,53
Qq2k3k3v50v50m400s5,1,11.81,46
Qq2k3k3v50v50m400s6,1,12.22,45
Qq2k3k3v50v50m400s7,1,11.98,47
Qq2k3k3v50v50m400s8,1,11.9,39
Qq2k3k3v50v50m400s9,1,11.92,46
Qq2k3k3v50v50m500s10,1,14.96,58
Qq2k3k3v50v50m500s1,1,15.04,53
Qq2k3k3v50v50m500s2,1,14.9,61
Qq2k3k3v50v50m500s3,1,15.15,61
Qq2k3k3v50v50m500s4,1,14.73,64
Qq2k3k3v50v50m500s5,1,14.77,54
Qq2k3k3v50v50m500s6,1,15.22,56
Qq2k3k3v50v50m500s7,1,15,60
Qq2k3k3v50v50m500s8,1,14.97,47
Qq2k3k3v50v50m500s9,1,14.87,55
Qq2k3k3v50v50m600s10,1,18.02,68
Qq2k3k3v50v50m600s1,1,17.96,68
Qq2k3k3v50v50m600s2,1,17.67,79
Qq2k3k3v50v50m600s3,1,18.13,69
Qq2k3k3v50v50m600s4,1,17.77,74
Qq2k3k3v50v50m600s5,1,17.96,63
Qq2k3k3v50v50m600s6,1,18.27,65
Qq2k3k3v50v50m600s7,1,17.93,73
Qq2k3k3v50v50m600s8,1,18.19,51
Qq2k3k3v50v50m600s9,1,17.99,64
Qq2k3k3v50v50m700s10,1,20.98,79
Qq2k3k3v50v50m700s1,1,21.1,73
Qq2k3k3v50v50m700s2,1,20.52,94
Qq2k3k3v50v50m700s3,1,21.27,79
Qq2k3k3v50v50m700s4,1,20.72,87
Qq2k3k3v50v50m700s5,1,20.96,77
Qq2k3k3v50v50m700s6,1,21.2,77
Qq2k3k3v50v50m700s7,1,20.84,88
Qq2k3k3v50v50m700s8,1,21.23,65
Qq2k3k3v50v50m700s9,1,20.9,76
Qq2k3k3v50v50m800s10,1,24.11,88
Qq2k3k3v50v50m800s1,1,23.97,85
Qq2k3k3v50v50m800s2,1,23.54,103
Qq2k3k3v50v50m800s3,1,24.43,91
Qq2k3k3v50v50m800s4,1,23.85,103
Qq2k3k3v50v50m800s5,1,23.81,86
Qq2k3k3v50v50m800s6,1,24.35,84
Qq2k3k3v50v50m800s7,1,23.78,99
Qq2k3k3v50v50m800s8,1,24.21,76
Qq2k3k3v50v50m800s9,1,23.78,88
Qq2k3k3v50v50m900s10,1,27.19,94
Qq2k3k3v50v50m900s1,1,27.06,94
Qq2k3k3v50v50m900s2,1,26.62,110
Qq2k3k3v50v50m900s3,1,27.28,104
Qq2k3k3v50v50m900s4,1,26.97,110
Qq2k3k3v50v50m900s5,1,26.7,103
Qq2k3k3v50v50m900s6,1,27.46,100
Qq2k3k3v50v50m900s7,1,26.82,112
Qq2k3k3v50v50m900s8,1,27.29,82
Qq2k3k3v50v50m900s9,1,26.78,97
qshifter_3,1,16.842105,16
qshifter_4,1,42.666667,32
qshifter_5,1,103.884058,64
qshifter_6,1,244.537313,128
qshifter_7,1,560.669202,256
qshifter_8,1,1260.307692,512
rankfunc10_unsigned_64,1,3.128103,3332
rankfunc11_signed_32,1,3.338753,2716
rankfunc12_unsigned_16,1,3.332432,1079
rankfunc14_signed_64,1,3.247052,4687
rankfunc15_unsigned_32,1,3.392233,6189
rankfunc16_signed_64,1,3.266512,13789
rankfunc17_unsigned_16,1,3.243797,2398
rankfunc18_signed_64,1,3.345284,12546
rankfunc19_unsigned_16,1,3.444591,3850
rankfunc1_signed_32,1,3.394836,4394
rankfunc20_unsigned_32,1,3.300619,3506
rankfunc21_signed_16,1,3.454693,3669
rankfunc22_unsigned_32,1,3.421053,2555
rankfunc23_signed_64,1,3.41919,5491
rankfunc24_unsigned_64,1,3.530843,5816
rankfunc25_signed_64,1,3.265693,4996
rankfunc26_unsigned_32,1,3.515982,5619
rankfunc27_signed_64,1,3.534944,4033
rankfunc28_unsigned_16,1,3.269982,1491
rankfunc29_signed_16,1,3.199,1536
rankfunc2_unsigned_64,1,3.380934,4473
rankfunc30_signed_64,1,3.220201,14016
rankfunc31_unsigned_16,1,3.307646,2725
rankfunc32_signed_64,1,3.525497,11495
rankfunc33_unsigned_32,1,3.501717,3312
rankfunc34_signed_32,1,3.43079,2509
rankfunc35_unsigned_32,1,3.726002,4941
rankfunc36_signed_64,1,3.501339,3332
rankfunc37_unsigned_32,1,3.064615,513
rankfunc38_signed_32,1,3.082569,517
rankfunc39_unsigned_64,1,3.299965,8569
rankfunc3_signed_64,1,3.452515,20221
rankfunc40_unsigned_64,1,3.422754,4090
rankfunc41_signed_32,1,3.28343,5067
rankfunc42_unsigned_16,1,3.292772,2782
rankfunc43_signed_64,1,3.032837,8533
rankfunc44_unsigned_32,1,2.996273,2343
rankfunc45_signed_16,1,3.645302,2326
rankfunc46_unsigned_32,1,3.342238,4296
rankfunc47_signed_64,1,3.537599,6901
rankfunc48_unsigned_16,1,3.484438,2441
rankfunc49_signed_32,1,3.461683,2609
rankfunc4_unsigned_16,1,3.104693,420
rankfunc50_signed_64,1,3.598198,6685
rankfunc51_signed_32,1,3.390349,3447
rankfunc52_unsigned_32,1,3.479389,3060
rankfunc53_signed_16,1,3.159453,1179
rankfunc54_signed_32,1,3.297896,4312
rankfunc55_unsigned_32,1,3.385874,1849
rankfunc56_signed_16,1,3.275641,675
rankfunc57_unsigned_64,1,3.494334,5745
rankfunc58_signed_32,1,3.399904,3094
rankfunc59_unsigned_16,1,3.367613,1900
rankfunc5_signed_64,1,3.394097,4093
rankfunc60_unsigned_32,1,3.184414,1921
rankfunc61_signed_32,1,3.66205,3585
rankfunc6_unsigned_16,1,3.699856,1287
rankfunc7_signed_16,1,3.526596,1768
rankfunc8_unsigned_32,1,3.417013,3063
rankfunc9_signed_64,1,3.194965,2757
ring_r4_ser--opt-11_-shuffled,1,60.847185,1266
