@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE VG_max NUMERIC

@DATA
SAT11/random/medium/unif-k7-r89-v70-c6230-S1960545292-083.UNKNOWN.cnf,1,0.1,12.0776,25.6508,6230,0.1,0.1,6230,26.0301,25.7323,25.5096,0.1133,12,12.1497,0.091,2,25.872,26.0301,0.6802,15,15,12,70,9,0.207,0.0065,4476,25.759,1.8176,25.5096,8.7236,0.4154,0.0111
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S510739670-068.UNKNOWN.cnf,1,0.0078,140.704,32.5426,2758,0.0047,0.0047,2769,38.9903,33.0278,30.6554,0.0105,141,140.519,0.0018,4,37.7324,38.9903,0.3019,152,152,141,639,129,0.0619,0.0023,3835,34.1957,0.2888,30.6554,24.7669,0.3537,0.0196
SAT11/random/medium/unif-k7-r89-v60-c5340-S385597856-055.SATISFIABLE.cnf,1,0.1167,10.4927,22.6794,5340,0.1167,0.1167,5340,23.2204,22.6887,22.3918,0.126,10,10.5034,0.1062,2,22.796,23.2204,0.6925,13,14,10,60,8,0.2176,0.0077,4544,22.7553,1.8627,22.3918,7.7583,0.4234,0.011
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S890760919-021.SATISFIABLE.cnf,1,0.0051,174.318,29.0426,3393,0.0039,0.0039,3408,40.5682,33.7156,27.5865,0.0085,174,173.654,0.0015,4,38.1813,40.4099,0.2994,187,185,174,785,162,0.0552,0.0019,2962,33.708,0.2657,28.4388,24.8952,0.3647,0.0165
SAT11/random/large/unif-k7-r85-v300-c25500-S926861876-013-UNKNOWN.cnf,1,0.0233,49.5494,50.4254,25500,0.0233,0.0233,25500,60.0224,52.3613,48.6767,0.026,50,49.3486,0.0209,2,53.3431,54.2644,0.614,57,57,49,300,42,0.1297,0.0015,148,52.079,1.0752,48.9403,26.0178,0.4271,0.0117
SAT11/random/large/unif-k5-r20-v1500-c30000-S64154096-097-UNKNOWN.cnf,1,0.0033,288.781,61,30000,0.0033,0.0033,30000,89.1111,65.913,47.8125,0.0046,289,285.092,0.0023,3,71.8125,75.3793,0.4682,306,304,286,1500,271,0.0988,0.0006,27,66.3107,0.2808,54.08,78.2587,0.8078,0.0157
SAT11/random/large/unif-k5-r20-v1250-c25000-S1103412232-098-UNKNOWN.cnf,1,0.004,240.004,57.2188,25000,0.004,0.004,25000,83.16,61.375,47.3235,0.0054,241,240.94,0.0026,3,66.2,70.6364,0.4702,259,258,241,1250,225,0.0542,0.0007,34,61.7119,0.303,52.3929,68.7215,0.3704,0.0176
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S471691933-060-UNKNOWN.cnf,1,0.0002,4231,70.3333,167019,0.0001,0.0001,168000,207,91.8333,26.5,0.0002,4231,8591.5,0,5,120,155,0.2261,0,8592,8588,39090,8560,0.0034,0,5,100.28,0.5547,54.8,10367.5,1.2934,0.0005
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1406921020-013.UNKNOWN.cnf,1,0.0112,98.5054,25.6325,1912,0.0068,0.0068,1917,27.6225,26.1844,23.5663,0.0131,99,98.457,0.001,4,26.8127,27.6225,0.3227,108,108,99,445,89,0.0721,0.0035,4029,25.9852,0.3578,23.5663,19.2296,0.3915,0.0262
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf,1,0.0079,139.582,32.2526,2752,0.0048,0.0048,2769,38.5448,32.9579,32.07,0.0105,140,139.332,0.0018,4,34.6092,38.5448,0.3059,151,151,139,632,128,0.0644,0.0023,3836,33.9853,0.2918,32.07,22.3185,0.3919,0.0211
SAT11/random/large/unif-k5-r20-v1500-c30000-S1793954886-065-UNKNOWN.cnf,1,0.0033,286.574,63.9524,30000,0.0033,0.0033,30000,91.5,69.7083,46.8621,0.0044,288,285.631,0.0024,3,73.12,78.3478,0.4699,306,303,289,1500,272,0.098,0.0006,27,68.4821,0.2961,57.3125,81.0213,0.8165,0.015
SAT11/random/medium/unif-k7-r89-v90-c8010-S1828831772-021.SATISFIABLE.cnf,1,0.0778,15.3776,31.3078,8010,0.0778,0.0778,8010,31.873,31.5558,30.7844,0.0841,15,15.3665,0.0687,2,31.873,31.873,0.6647,19,19,15,90,12,0.1928,0.0047,4520,31.3803,1.7225,30.7844,10.6931,0.415,0.0111
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1465579926-097.UNKNOWN.cnf,1,0.05,19.9553,22.7303,2130,0.05,0.05,2130,23.9916,23.4902,22.3282,0.0634,20,19.9506,0.0399,2,23.9657,23.9916,0.5684,24,24,20,100,16,0.1674,0.0102,4401,23.2896,1.2145,22.3282,9.4485,0.4259,0.0465
SAT11/random/medium/unif-k7-r89-v70-c6230-S560963242-048.UNKNOWN.cnf,1,0.1,12.0771,25.4865,6230,0.1,0.1,6230,26.3452,25.5722,25.4337,0.109,12,12.1263,0.0909,2,25.7826,26.3452,0.6785,15,15,12,70,9,0.203,0.0059,4480,25.724,1.8326,25.4337,8.8082,0.4124,0.0111
SAT11/random/medium/unif-k7-r89-v50-c4450-S1082084494-034.UNKNOWN.cnf,1,0.14,8.8805,19.403,4450,0.14,0.14,4450,19.7432,19.6457,19.3015,0.1494,9,8.8336,0.1306,2,19.7221,19.7432,0.7035,12,12,9,50,6,0.2349,0.0092,4561,19.5631,1.949,19.3015,6.9257,0.4317,0.011
SAT11/random/large/unif-k5-r20-v1000-c20000-S107009952-009-UNKNOWN.cnf,1,0.005,190.84,52.5556,20000,0.005,0.005,20000,68.697,55.55,44.2182,0.0066,191,191.038,0.0034,3,59.7941,64.7895,0.4755,206,208,192,1000,176,0.0914,0.0009,48,56.684,0.3267,50.439,54.7442,0.3724,0.0213
SAT11/random/large/unif-k5-r20-v750-c15000-S3662714-068-UNKNOWN.cnf,1,0.0067,142.708,49.0417,15000,0.0067,0.0067,15000,62.4273,51.5393,45.2239,0.0093,142,144.407,0.0043,3,53.5088,57.087,0.485,156,156,144,750,133,0.0635,0.0012,72,51.7941,0.4228,47.8472,42.8446,0.3914,0.0268
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S816372663-049.UNKNOWN.cnf,1,0.0074,119.246,29.2055,2335,0.0056,0.0056,2343,34.5779,29.6781,28.386,0.0107,119,119.55,0.0021,4,32.6603,34.5779,0.3129,130,130,120,541,109,0.0732,0.0028,4001,30.5291,0.3168,28.386,21.7649,0.402,0.021
SAT11/random/large/unif-k7-r85-v300-c25500-S1286362348-008-UNKNOWN.cnf,1,0.0233,49.3793,50.313,25500,0.0233,0.0233,25500,60.2816,51.3095,46.0364,0.0257,49,49.0081,0.0207,2,53.8095,54.5957,0.6137,57,56,49,300,42,0.11,0.0015,143,51.8292,1.0955,49.032,25.6876,0.4226,0.0117
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1023920765-089.SATISFIABLE.cnf,1,0.0127,87.8492,23.9974,1696,0.0077,0.0077,1704,27.6125,24.6048,22.2991,0.0147,88,87.763,0.0029,4,25.8802,27.6125,0.3352,97,97,88,393,79,0.0802,0.0039,3930,24.7939,0.386,22.2991,13.1138,0.3803,0.0283
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1514125851-037.UNKNOWN.cnf,1,0.0102,108.269,26.6677,2119,0.0062,0.0062,2130,34.0448,27.3516,25.8617,0.016,108,108.306,0.0024,4,29.1866,34.0448,0.3184,118,118,108,489,98,0.0727,0.003,3970,28.2759,0.3368,25.8617,17.7379,0.3828,0.0316
SAT11/random/medium/unif-k7-r89-v60-c5340-S969033069-088.SATISFIABLE.cnf,1,0.1167,10.4967,22.6497,5340,0.1167,0.1167,5340,23.5207,22.6949,22.2489,0.1266,10,10.4512,0.1077,2,22.9078,23.5207,0.6896,13,13,10,60,8,0.2195,0.0074,4530,22.8044,1.8447,22.2489,7.9179,0.4217,0.011
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S709305826-098-UNKNOWN.cnf,1,0.0002,8494,72.3333,166812,0.0001,0.0001,168000,253.5,91,42,0.0002,8494,6375.5,0,5,110.3333,139,0.2132,8494,8510,8494,38973,0,0.6667,0,5,96.1626,0.6316,59.75,1425,1.3831,0.0005
SAT11/random/medium/unif-k7-r89-v70-c6230-S1351138814-007.SATISFIABLE.cnf,1,0.1,12.1041,25.5742,6230,0.1,0.1,6230,26.2869,25.6599,25.4811,0.1117,12,12.1536,0.091,2,26.0793,26.2869,0.6809,15,15,12,70,9,0.2101,0.0063,4479,25.8163,1.8064,25.4811,8.7915,0.4243,0.0111
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S43885340-006-UNKNOWN.cnf,1,0.0004,3186.88,55.125,62521,0.0002,0.0002,63000,110.3333,63.8182,31.7857,0.0006,3196.5,3186.75,0,5,73.9167,85.2,0.2375,3215,3216,3194.5,14586,3135,0.0115,0.0001,14,65.3405,0.0821,48.9091,503.625,0.2334,0.0012
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1452052526-056.UNKNOWN.cnf,1,0.0169,65.5259,17.3745,1274,0.0102,0.0102,1278,20.158,17.8407,16.7186,0.0228,66,65.552,0.0024,4,19.5479,20.158,0.3341,73,73,66,295,58,0.0902,0.005,4112,18.1934,0.4355,16.7186,12.9098,0.3953,0.0447
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S903594090-011-UNKNOWN.cnf,1,0.0005,2129.76,48.9286,41691,0.0003,0.0003,42000,84.375,54,34.6364,0.0008,2127,2114.95,0,5,59,65.4,0.2404,2161,2148,2112.5,9726,2070,0.0159,0.0002,22,53.9201,0.093,42.7059,272.882,1.3185,0.0017
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S709804505-031-UNKNOWN.cnf,1,0.0005,2001.94,47,41704,0.0003,0.0003,42000,83.4167,54,32.0556,0.0007,2126,2128.76,0,5,59.7692,66.8889,0.2373,2147,2171,2128,9748,2091,0.0168,0.0002,21,54.1087,0.0966,41.75,565.824,1.4956,0.0015
SAT11/random/large/unif-k5-r20-v2000-c40000-S1993071608-084-UNKNOWN.cnf,1,0.0025,380.661,65.8125,40000,0.0025,0.0025,40000,128.7,73,48.8667,0.0034,380,385.87,0.0016,3,80.5238,87.6,0.4623,401,406,384,2000,364,0.0418,0.0005,21,73.9585,0.2386,60,104.678,0.3452,0.0122
SAT11/random/medium/unif-k7-r89-v50-c4450-S1374457799-001.UNKNOWN.cnf,1,0.14,8.903,19.6593,4450,0.14,0.14,4450,19.9328,19.7488,19.3149,0.1492,9,8.8789,0.1261,2,19.8647,19.9328,0.704,12,11,9,50,6,0.2331,0.009,4568,19.7041,1.9575,19.3149,6.9206,0.4239,0.011
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1741857700-014.UNKNOWN.cnf,1,0.05,19.9537,22.6185,2130,0.05,0.05,2130,24.2734,23.3463,22.5391,0.0634,20,19.9764,0.0404,2,23.8518,24.2734,0.5661,24,25,20,100,16,0.1709,0.0092,4386,23.2501,1.184,22.5391,9.1441,0.4304,0.0465
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S906725726-060.SATISFIABLE.cnf,1,0.0667,15.1997,18.3724,1597,0.0667,0.0667,1597,19.7261,18.7116,18.346,0.0852,15,15.2136,0.0513,2,18.9319,19.7261,0.586,19,19,15,75,12,0.1875,0.0132,4421,18.8073,1.3296,18.346,7.4823,0.4208,0.0463
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1397972185-007.UNKNOWN.cnf,1,0.04,24.7812,26.4645,2662,0.04,0.04,2662,29.4311,27.8794,26.3975,0.0503,25,24.9165,0.0301,2,28.3767,29.4311,0.5519,30,30,25,125,20,0.153,0.0076,4279,27.6514,1.0928,26.3975,10.9292,0.4248,0.0466
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1383380994-043.SATISFIABLE.cnf,1,0.0085,130.674,30.1524,2544,0.0051,0.0051,2556,35.3533,30.7453,29.3627,0.0106,131,130.633,0.0016,4,34.529,35.3533,0.3081,141,141,130,588,120,0.0644,0.0026,4039,31.9067,0.3053,29.3627,20.3542,0.3577,0.0208
SAT11/random/medium/unif-k7-r89-v80-c7120-S1254315629-032.SATISFIABLE.cnf,1,0.0875,13.7363,28.2267,7120,0.0875,0.0875,7120,29.0205,28.426,27.907,0.0965,14,13.6028,0.0772,2,28.4667,29.0205,0.6715,17,17,14,80,10,0.1985,0.0057,4448,28.4094,1.7213,27.907,9.8189,0.4164,0.0111
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1081907273-083.UNKNOWN.cnf,1,0.0104,85.1691,23.0978,1690,0.0079,0.0079,1704,27.1109,23.7399,21.9052,0.0195,85,84.9267,0.003,4,26.1837,27.1109,0.3339,94,94,85,386,76,0.0815,0.0039,4005,24.2877,0.391,21.9052,14.06,0.4061,0.0385
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S89508070-083-UNKNOWN.cnf,1,0.0021,535.223,32.7021,10422,0.0013,0.0013,10500,42.0112,34.2881,30.3158,0.0031,535,530.961,0.0002,4,36.0885,37.166,0.2704,558,554,532,2431,508,0.0362,0.0006,116,34.4051,0.1422,31.3719,60.753,0.442,0.0061
SAT11/random/medium/unif-k7-r89-v60-c5340-S642174893-006.UNKNOWN.cnf,1,0.1167,10.5717,22.7396,5340,0.1167,0.1167,5340,23.3596,22.7875,22.5878,0.1311,10,10.49,0.1075,2,22.9292,23.3596,0.6879,14,13,10,60,8,0.218,0.0068,4528,22.8807,1.8706,22.5878,7.601,0.4194,0.011
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S707565158-096.SATISFIABLE.cnf,1,0.05,20.07,22.8825,2130,0.05,0.05,2130,24.9503,23.8384,22.8781,0.0596,20,20.075,0.0371,2,23.9312,24.9503,0.5669,24,25,20,100,16,0.1689,0.009,4365,23.6086,1.1985,22.8781,9.042,0.4289,0.0465
SAT11/random/medium/unif-k7-r89-v60-c5340-S1675230100-032.UNKNOWN.cnf,1,0.1167,10.4404,22.7445,5340,0.1167,0.1167,5340,23.3776,22.7835,22.3981,0.1315,10,10.4176,0.1064,2,22.915,23.3776,0.6906,13,13,10,60,8,0.2214,0.0069,4541,22.8437,1.8961,22.3981,7.854,0.4191,0.011
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1462223811-042.SATISFIABLE.cnf,1,0.0102,87.5713,23.5205,1699,0.0077,0.0077,1704,28.6596,24.0384,21.6343,0.0171,87,87.6302,0.0029,4,28.3877,28.6596,0.3339,96,96,88,393,79,0.0786,0.0038,3975,24.9319,0.3861,21.6343,12.6052,0.385,0.033
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S25975519-056.SATISFIABLE.cnf,1,0.0667,15.203,18.3692,1597,0.0667,0.0667,1597,19.3372,18.6188,18.0883,0.0839,15,15.1965,0.0551,2,18.8684,19.3372,0.5867,19,19,15,75,12,0.1865,0.0115,4417,18.6596,1.329,18.0883,7.5667,0.4225,0.0463
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S2051088205-036.UNKNOWN.cnf,1,0.05,20.0243,22.7322,2130,0.05,0.05,2130,24.4422,23.535,22.4558,0.0643,20,20.0165,0.0366,2,23.6954,24.4422,0.565,24,24,20,100,16,0.1645,0.0089,4370,23.3564,1.2026,22.4558,9.1852,0.4232,0.0465
SAT11/random/medium/unif-k7-r89-v70-c6230-S1805176884-064.UNKNOWN.cnf,1,0.1,12.0648,25.523,6230,0.1,0.1,6230,26.3543,25.5761,25.3849,0.1064,12,12.1568,0.0928,2,25.9437,26.3543,0.6811,15,15,12,70,9,0.2035,0.0066,4514,25.7564,1.8185,25.3849,8.7631,0.4131,0.0111
SAT11/random/medium/unif-k7-r89-v50-c4450-S1786071619-083.SATISFIABLE.cnf,1,0.14,8.9055,19.6172,4450,0.14,0.14,4450,20.1945,19.6651,19.463,0.1508,9,8.8919,0.1283,2,19.6693,20.1945,0.6998,12,12,9,50,6,0.2345,0.0086,4595,19.7218,1.9607,19.463,6.9286,0.4281,0.011
SAT11/random/large/unif-k7-r85-v400-c34000-S1275797759-041-UNKNOWN.cnf,1,0.0175,65.4172,54.9265,34000,0.0175,0.0175,34000,64.5,57.3176,51.7113,0.0196,66,66.1417,0.0157,2,60,62.0625,0.5993,74,75,66,400,57,0.1089,0.0011,87,57.3688,0.925,52.6104,33.4897,0.4529,0.0117
SAT11/random/large/unif-k7-r85-v250-c21250-S1274193329-021-UNKNOWN.cnf,1,0.028,40.9505,47.0176,21250,0.028,0.028,21250,57.4779,48.6069,45.2542,0.0314,41,41.0515,0.0247,2,49.741,52.8218,0.6196,47,47,41,250,35,0.1253,0.0018,218,48.9519,1.1742,46.5665,22.0736,0.4059,0.0117
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S338979727-056-UNKNOWN.cnf,1,0.0006,2135.76,45.6667,41711,0.0003,0.0003,42000,85.1667,50.9286,35.3125,0.0008,2139,2110.47,0,5,58.25,62.7,0.2391,2173,2158,2101,9740,2082,0.013,0.0002,21,52.2324,0.0617,42.625,282.824,0.1578,0.0017
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1910317962-059.UNKNOWN.cnf,1,0.0091,96.7849,25.1893,1897,0.0069,0.0069,1917,28.0216,25.5503,24.8721,0.0153,97,96.6968,0.0032,4,27.8159,28.0216,0.3213,106,106,97,438,87,0.0776,0.0033,3974,26.0812,0.3487,24.8721,17.7794,0.3755,0.0295
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S248192082-054.UNKNOWN.cnf,1,0.0086,128.105,31.0727,2538,0.0052,0.0052,2556,38.2884,32.0491,29.6108,0.0106,128,128.188,0.0008,4,34.4952,38.2884,0.3124,138,139,128,582,118,0.065,0.0026,3869,32.7099,0.3034,29.6108,22.2365,0.3568,0.0217
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S183128297-005.SATISFIABLE.cnf,1,0.0101,88.5473,23.0008,1701,0.0076,0.0076,1704,28.5751,23.2761,22.8595,0.0141,89,88.6762,0.0029,4,27.0452,28.5751,0.3298,98,98,89,396,80,0.0781,0.0037,4001,24.5861,0.3951,22.8595,13.6328,0.3904,0.0265
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S118521533-021.UNKNOWN.cnf,1,0.04,24.9157,26.7086,2662,0.04,0.04,2662,29.5602,27.7506,26.5717,0.0511,25,24.7319,0.0297,2,28.2539,29.5602,0.5521,30,30,25,125,20,0.1524,0.0071,4336,27.696,1.0931,26.5717,11.0281,0.4238,0.0466
SAT11/random/medium/unif-k7-r89-v50-c4450-S768928417-025.SATISFIABLE.cnf,1,0.14,8.885,19.7098,4450,0.14,0.14,4450,20.2717,19.7145,19.4261,0.1515,9,8.8853,0.1213,2,19.9472,20.2717,0.7031,12,12,9,50,6,0.2347,0.0081,4610,19.8139,1.938,19.4261,6.8913,0.4307,0.011
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S207562876-057.UNKNOWN.cnf,1,0.0333,29.5953,30.4974,3195,0.0333,0.0333,3195,33.5058,31.7766,30.3989,0.0416,30,29.7113,0.0266,3,32.8826,33.5058,0.5418,35,35,29,150,25,0.1398,0.006,4259,31.8011,1.0277,30.3989,12.6121,0.4289,0.046
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S648642831-094-UNKNOWN.cnf,1,0.0002,3723.5,72.4,145968,0.0001,0.0001,147000,195.5,92.3333,34.3333,0.0003,3723.5,7374.75,0,5,120.75,145.5,0.2239,0,7397,7377,34106,7343,0.004,0,5,99.2378,0.1824,57.75,3926,0.1257,0.0005
SAT11/random/medium/unif-k7-r89-v50-c4450-S1430772875-039.SATISFIABLE.cnf,1,0.14,8.9281,19.5384,4450,0.14,0.14,4450,19.8814,19.6071,19.5276,0.1485,9,8.8911,0.1283,2,19.7468,19.8814,0.705,12,12,9,50,6,0.2345,0.0086,4604,19.6603,1.9605,19.5276,6.7986,0.4255,0.011
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1259410977-065-UNKNOWN.cnf,1,0.0012,1058.38,38.2955,20886,0.0006,0.0006,21000,58.7609,40.9643,33.4286,0.0016,1077,1071.58,0.0001,5,45.1034,48.2059,0.2453,1105,1097,1073,4896,1031,0.0241,0.0003,49,41.719,0.0964,36.3958,166.462,0.3199,0.0033
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S675870149-098.SATISFIABLE.cnf,1,0.04,24.9485,27.0289,2662,0.04,0.04,2662,29.9467,27.7534,26.7004,0.0511,25,24.9082,0.0289,2,28.1025,29.9467,0.5514,30,30,25,125,20,0.1524,0.0073,4350,27.8679,1.11,26.7004,10.4761,0.4283,0.0466
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S970100151-015-UNKNOWN.cnf,1,0.0002,3687,72,146031,0.0001,0.0001,147000,167,83.25,25.75,0.0003,3687,5952.4,0,5,110,128.3333,0.2081,0,7514,7407,34109,0,0.5592,0,6,90.686,0.8541,58,3974,1.7882,0.0006
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,0.0025,524.984,32.4063,10414,0.0013,0.0013,10500,41.971,33.5169,29.1504,0.003,528,527.311,0.0003,4,35.7069,37.4324,0.2647,548,547,528,2420,505,0.0332,0.0006,120,34.0087,0.1355,30.9605,74.3402,0.334,0.0063
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1085677759-100.UNKNOWN.cnf,1,0.0102,108.42,26.0937,2119,0.0062,0.0062,2130,33.7168,27.4633,24.7575,0.0123,108,108.099,0.0024,4,30.2313,33.7168,0.3143,118,118,108,490,99,0.0714,0.0031,3981,28.1221,0.3344,24.7575,20.8544,0.3777,0.0255
SAT11/random/large/unif-k7-r85-v300-c25500-S1859210562-077-UNKNOWN.cnf,1,0.0233,49.2141,50.3506,25500,0.0233,0.0233,25500,60.3608,51.7724,48.1194,0.026,49,49.799,0.0205,2,53.9048,55.3643,0.6092,57,57,50,300,42,0.1152,0.0015,145,52.1004,1.0806,48.5,25.7525,0.4346,0.0117
SAT11/random/large/unif-k5-r20-v1000-c20000-S945664020-055-UNKNOWN.cnf,1,0.005,189.072,54.2222,20000,0.005,0.005,20000,68.7778,57.275,46.55,0.0069,190,191.859,0.0037,3,61.0606,65.9388,0.478,204,204,192,1000,179,0.0553,0.001,48,57.493,0.3217,49.8431,54.3218,0.3791,0.0215
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S2050053883-062.SATISFIABLE.cnf,1,0.0067,131.776,30.7937,2549,0.0051,0.0051,2556,39.1891,31.4194,28.8384,0.0102,132,131.515,0.002,4,37.407,39.1891,0.3095,143,143,131,593,121,0.0646,0.0025,3768,32.9878,0.307,28.8384,19.9831,0.3597,0.0204
SAT11/random/medium/unif-k7-r89-v50-c4450-S2039518547-066.UNKNOWN.cnf,1,0.14,8.8485,19.8398,4450,0.14,0.14,4450,20.2621,19.8521,19.5821,0.1488,9,8.9188,0.1281,2,19.8711,20.2621,0.7042,12,12,9,50,6,0.2347,0.0084,4576,19.8814,1.9706,19.5821,6.767,0.4202,0.011
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1926673460-089.SATISFIABLE.cnf,1,0.05,20.0584,22.7389,2130,0.05,0.05,2130,24.1285,23.3016,22.5501,0.0615,20,20.0576,0.038,2,23.6215,24.1285,0.5644,24,24,20,100,16,0.1689,0.0096,4372,23.272,1.1958,22.5501,9.1667,0.4182,0.0465
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S218235649-089.SATISFIABLE.cnf,1,0.04,24.7035,26.7543,2662,0.04,0.04,2662,29.0321,27.4973,26.5329,0.0485,25,24.6803,0.0278,2,28.2673,29.0321,0.5506,30,30,25,125,20,0.1551,0.0071,4298,27.5932,1.0979,26.5329,11.6116,0.4305,0.0466
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1298256564-085.UNKNOWN.cnf,1,0.0078,141.682,32.8876,2760,0.0047,0.0047,2769,39.2527,33.8508,31.0862,0.0098,142,141.845,0.0018,4,38.1112,39.2527,0.3086,152,153,142,641,131,0.0599,0.0023,3917,34.7155,0.2971,31.0862,25.0977,0.367,0.0199
SAT11/random/large/unif-k5-r20-v2000-c40000-S971556279-001-UNKNOWN.cnf,1,0.0025,383.112,66.1176,40000,0.0025,0.0025,40000,108.619,74.0952,48.8667,0.0036,382,383.607,0.0016,3,80.4286,86.6,0.4657,400,406,383,2000,360,0.0486,0.0005,19,73.1195,0.2423,58.5,106.488,0.399,0.0127
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S2058622508-076.SATISFIABLE.cnf,1,0.0094,116.715,28.8707,2309,0.0057,0.0057,2343,33.7565,29.3591,28.4443,0.0147,117,116.939,0.0017,4,33.0385,33.7565,0.3171,127,127,117,531,107,0.0681,0.0029,3971,30.33,0.3299,28.4443,18.3722,0.3822,0.0303
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S82160031-050.SATISFIABLE.cnf,1,0.0286,34.7079,34.414,3727,0.0286,0.0286,3727,37.4532,36.4004,33.8938,0.0365,35,34.72,0.0212,3,37.1497,37.4532,0.5343,41,41,35,175,29,0.1332,0.0053,4174,35.8896,0.9454,33.8938,13.776,0.4235,0.0453
SAT11/random/large/unif-k5-r20-v2000-c40000-S1143439968-082-UNKNOWN.cnf,1,0.0025,383.722,69.4286,40000,0.0025,0.0025,40000,108.6667,75.75,57.9,0.0035,383.5,381.053,0.0016,3,83.25,90.2143,0.4603,404,403,382,2000,356,0.0493,0.0005,20,76.4793,0.2345,63.1818,104.759,0.335,0.0123
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S840292785-048-UNKNOWN.cnf,1,0.0003,3382.2,57,83430,0.0002,0.0002,84000,139.3333,71.5714,38.5714,0.0005,4206,4256.38,0,5,84.8889,94.5714,0.2351,4216,4317,4245,19496,4182,0.012,0.0001,11,72.4741,0.1007,51.5455,2215.2,0.0233,0.001
