@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_sums_count NUMERIC
@ATTRIBUTE stats_var_bool NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE SAC_literals NUMERIC
@ATTRIBUTE stats_sums_proportion NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC

@DATA
bqwh-18-141-51_ext.xml.minion.converted.minion.gz,1,0,0,0.092604,141,141,141,914,0.010425,0.010425,1945,0.091947,243,0,0,0.442073,20.276596
bqwh-18-141-53_ext.xml.minion.converted.minion.gz,1,0,0,0.091388,141,141,141,902,0.010515,0.010515,1869,0.09074,243,7,0,0.435255,19.652482
bqwh-18-141-55_ext.xml.minion.converted.minion.gz,1,0,0,0.086525,141,141,141,854,0.010253,0.010253,1916,0.085911,335,0,0,0.415783,19.64539
bqwh-18-141-57_ext.xml.minion.converted.minion.gz,1,0,0,0.084397,141,141,141,833,0.010182,0.010182,1912,0.083799,870,26,0,0.409586,19.468085
bqwh-18-141-59_ext.xml.minion.converted.minion.gz,1,0,0,0.087538,141,141,141,864,0.010185,0.010185,1981,0.086917,335,12,0,0.419658,20.177305
bqwh-18-141-5_ext.xml.minion.converted.minion.gz,1,0,0,0.087031,141,141,141,859,0.010083,0.010083,2037,0.086414,694,0,0,0.425918,20.539007
bqwh-18-141-61_ext.xml.minion.converted.minion.gz,1,0,0,0.090983,141,141,141,898,0.010188,0.010188,2057,0.090338,335,0,0,0.441875,20.957447
bqwh-18-141-63_ext.xml.minion.converted.minion.gz,1,0,0,0.090071,141,141,141,889,0.010397,0.010397,1908,0.089432,335,10,0,0.431658,19.836879
bqwh-18-141-65_ext.xml.minion.converted.minion.gz,1,0,0,0.084397,141,141,141,833,0.010106,0.010106,1960,0.083799,945,14,0,0.408668,19.808511
bqwh-18-141-67_ext.xml.minion.converted.minion.gz,1,0,0,0.086424,141,141,141,853,0.009987,0.009987,2090,0.085811,492,5,0,0.424668,20.87234
bqwh-18-141-69_ext.xml.minion.converted.minion.gz,1,0,0,0.085917,141,141,141,848,0.010327,0.010327,1859,0.085308,360,0,0,0.411038,19.198582
bqwh-18-141-71_ext.xml.minion.converted.minion.gz,1,0,0,0.088754,141,141,141,876,0.010208,0.010208,1994,0.088124,931,0,0,0.427557,20.35461
bqwh-18-141-73_ext.xml.minion.converted.minion.gz,1,0,0,0.090679,141,141,141,895,0.010467,0.010467,1881,0.090036,335,0,0,0.427853,19.687943
bqwh-18-141-75_ext.xml.minion.converted.minion.gz,1,0,0,0.089666,141,141,141,885,0.010368,0.010368,1916,0.08903,853,5,0,0.429539,19.865248
bqwh-18-141-77_ext.xml.minion.converted.minion.gz,1,0,0,0.092199,141,141,141,910,0.010023,0.010023,2202,0.091545,914,9,0,0.437859,22.070922
bqwh-18-141-79_ext.xml.minion.converted.minion.gz,1,0,0,0.085714,141,141,141,846,0.01018,0.01018,1943,0.085106,335,0,0,0.411394,19.780142
bqwh-18-141-7_ext.xml.minion.converted.minion.gz,1,0,0,0.087437,141,141,141,863,0.010148,0.010148,2003,0.086817,335,7,0,0.419672,20.326241
bqwh-18-141-81_ext.xml.minion.converted.minion.gz,1,0,0,0.087234,141,141,141,861,0.010153,0.010153,1995,0.086615,243,0,0,0.421001,20.255319
bqwh-18-141-83_ext.xml.minion.converted.minion.gz,1,0,0,0.083992,141,141,141,829,0.010041,0.010041,1994,0.083396,911,21,0,0.40696,20.021277
bqwh-18-141-85_ext.xml.minion.converted.minion.gz,1,0,0,0.088652,141,141,141,875,0.010244,0.010244,1969,0.088024,940,9,0,0.421904,20.170213
bqwh-18-141-87_ext.xml.minion.converted.minion.gz,1,0,0,0.090983,141,141,141,898,0.010086,0.010086,2127,0.090338,243,0,0,0.433874,21.453901
bqwh-18-141-89_ext.xml.minion.converted.minion.gz,1,0,0,0.08997,141,141,141,888,0.009853,0.009853,2281,0.089332,243,5,0,0.428229,22.475177
bqwh-18-141-91_ext.xml.minion.converted.minion.gz,1,0,0,0.087842,141,141,141,867,0.010185,0.010185,1988,0.087219,335,1,0,0.420024,20.248227
bqwh-18-141-93_ext.xml.minion.converted.minion.gz,1,0,0,0.087437,141,141,141,863,0.01004,0.01004,2076,0.086817,335,13,0,0.423683,20.843972
bqwh-18-141-95_ext.xml.minion.converted.minion.gz,1,0,0,0.091591,141,141,141,904,0.010205,0.010205,2060,0.090941,335,2,0,0.438501,21.021277
bqwh-18-141-97_ext.xml.minion.converted.minion.gz,1,0,0,0.08845,141,141,141,873,0.010261,0.010261,1954,0.087823,992,19,0,0.423219,20.049645
bqwh-18-141-99_ext.xml.minion.converted.minion.gz,1,0,0,0.09078,141,141,141,896,0.010257,0.010257,2008,0.090136,335,4,0,0.431985,20.595745
bqwh-18-141-9_ext.xml.minion.converted.minion.gz,1,0,0,0.089362,141,141,141,882,0.010322,0.010322,1937,0.088728,335,22,0,0.42922,19.992908
composed-25-10-20-0_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048,0.019048,620,0.112472,528,396,0,0.427803,11.809524
composed-25-10-20-1_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048,0.019048,620,0.112472,542,416,0,0.44064,11.809524
composed-25-10-20-2_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048,0.019048,620,0.112472,537,452,0,0.466889,11.809524
composed-25-10-20-3_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048,0.019048,620,0.112472,534,426,0,0.440817,11.809524
composed-25-10-20-4_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048,0.019048,620,0.112472,538,384,0,0.455311,11.809524
composed-25-10-20-5_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048,0.019048,620,0.112472,536,365,0,0.448695,11.809524
composed-25-10-20-6_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048,0.019048,620,0.112472,543,418,0,0.430059,11.809524
composed-25-10-20-7_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048,0.019048,620,0.112472,532,316,0,0.454307,11.809524
composed-25-10-20-8_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048,0.019048,620,0.112472,539,304,0,0.452605,11.809524
composed-25-10-20-9_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048,0.019048,620,0.112472,538,421,0,0.455749,11.809524
composed-25-1-2-0_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606,0.060606,224,0.411387,677,60,0,0.664398,13.575758
composed-25-1-2-1_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606,0.060606,224,0.411387,674,54,0,0.683885,13.575758
composed-25-1-2-2_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606,0.060606,224,0.411387,669,52,0,0.673324,13.575758
composed-25-1-2-3_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606,0.060606,224,0.411387,675,65,0,0.663741,13.575758
composed-25-1-2-4_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606,0.060606,224,0.411387,675,68,0,0.662739,13.575758
composed-25-1-25-0_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606,0.060606,247,0.453627,677,72,0,0.581515,14.969697
composed-25-1-25-1_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606,0.060606,247,0.453627,674,53,0,0.574522,14.969697
composed-25-1-25-2_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606,0.060606,247,0.453627,669,69,0,0.567024,14.969697
composed-25-1-25-3_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606,0.060606,247,0.453627,675,73,0,0.562902,14.969697
composed-25-1-25-4_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606,0.060606,247,0.453627,675,68,0,0.564386,14.969697
composed-25-1-25-5_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606,0.060606,247,0.453627,673,62,0,0.566704,14.969697
composed-25-1-25-6_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606,0.060606,247,0.453627,670,62,0,0.575202,14.969697
composed-25-1-25-7_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606,0.060606,247,0.453627,676,68,0,0.56709,14.969697
composed-25-1-25-8_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606,0.060606,247,0.453627,666,63,0,0.574442,14.969697
composed-25-1-25-9_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606,0.060606,247,0.453627,680,69,0,0.56931,14.969697
composed-25-1-2-5_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606,0.060606,224,0.411387,673,66,0,0.670412,13.575758
composed-25-1-2-6_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606,0.060606,224,0.411387,670,52,0,0.672753,13.575758
composed-25-1-2-7_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606,0.060606,224,0.411387,676,65,0,0.661122,13.575758
composed-25-1-2-8_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606,0.060606,224,0.411387,666,62,0,0.67409,13.575758
composed-25-1-2-9_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606,0.060606,224,0.411387,680,67,0,0.667431,13.575758
composed-25-1-40-0_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606,0.060606,262,0.481175,677,69,0,0.555803,15.878788
composed-25-1-40-1_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606,0.060606,262,0.481175,674,54,0,0.568,15.878788
composed-25-1-40-2_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606,0.060606,262,0.481175,669,67,0,0.558631,15.878788
composed-25-1-40-3_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606,0.060606,262,0.481175,675,74,0,0.550562,15.878788
composed-25-1-40-4_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606,0.060606,262,0.481175,675,65,0,0.54616,15.878788
composed-25-1-40-5_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606,0.060606,262,0.481175,673,66,0,0.55894,15.878788
composed-25-1-40-6_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606,0.060606,262,0.481175,670,67,0,0.566287,15.878788
composed-25-1-40-7_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606,0.060606,262,0.481175,676,77,0,0.569049,15.878788
composed-25-1-40-8_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606,0.060606,262,0.481175,666,70,0,0.560348,15.878788
composed-25-1-40-9_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606,0.060606,262,0.481175,680,65,0,0.557759,15.878788
composed-25-1-80-0_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606,0.060606,302,0.554637,677,64,0,0.581501,18.30303
composed-25-1-80-1_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606,0.060606,302,0.554637,674,63,0,0.608253,18.30303
composed-25-1-80-2_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606,0.060606,302,0.554637,669,81,0,0.588095,18.30303
composed-25-1-80-3_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606,0.060606,302,0.554637,675,97,0,0.596033,18.30303
composed-25-1-80-4_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606,0.060606,302,0.554637,675,76,0,0.585685,18.30303
composed-25-1-80-5_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606,0.060606,302,0.554637,673,77,0,0.586212,18.30303
composed-25-1-80-6_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606,0.060606,302,0.554637,670,72,0,0.586212,18.30303
composed-25-1-80-7_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606,0.060606,302,0.554637,676,73,0,0.588976,18.30303
composed-25-1-80-8_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606,0.060606,302,0.554637,666,61,0,0.576743,18.30303
composed-25-1-80-9_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606,0.060606,302,0.554637,680,70,0,0.582989,18.30303
composed-75-1-2-0_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096,0.024096,624,0.181158,668,55,0,0.262333,15.036145
composed-75-1-2-1_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096,0.024096,624,0.181158,668,62,0,0.269018,15.036145
composed-75-1-2-2_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096,0.024096,624,0.181158,671,64,0,0.268823,15.036145
composed-75-1-2-3_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096,0.024096,624,0.181158,679,66,0,0.254974,15.036145
composed-75-1-2-4_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096,0.024096,624,0.181158,684,44,0,0.261224,15.036145
composed-75-1-25-0_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096,0.024096,647,0.187836,668,69,0,0.224882,15.590361
composed-75-1-25-1_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096,0.024096,647,0.187836,668,59,0,0.226102,15.590361
composed-75-1-25-2_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096,0.024096,647,0.187836,671,65,0,0.231866,15.590361
composed-75-1-25-3_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096,0.024096,647,0.187836,679,60,0,0.217754,15.590361
composed-75-1-25-4_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096,0.024096,647,0.187836,684,48,0,0.224724,15.590361
composed-75-1-25-5_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096,0.024096,647,0.187836,686,66,0,0.230807,15.590361
composed-75-1-25-6_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096,0.024096,647,0.187836,681,65,0,0.244278,15.590361
composed-75-1-25-7_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096,0.024096,647,0.187836,687,65,0,0.228724,15.590361
composed-75-1-25-8_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096,0.024096,647,0.187836,666,63,0,0.236119,15.590361
composed-75-1-25-9_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096,0.024096,647,0.187836,678,70,0,0.234371,15.590361
composed-75-1-2-5_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096,0.024096,624,0.181158,686,63,0,0.269393,15.036145
composed-75-1-2-6_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096,0.024096,624,0.181158,681,62,0,0.278807,15.036145
composed-75-1-2-7_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096,0.024096,624,0.181158,687,56,0,0.264417,15.036145
composed-75-1-2-8_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096,0.024096,624,0.181158,666,52,0,0.277364,15.036145
composed-75-1-2-9_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096,0.024096,624,0.181158,678,51,0,0.263939,15.036145
composed-75-1-40-0_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662,0.024096,0.024096,662,0.19219,668,65,0,0.212898,15.951807
composed-75-1-40-1_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662,0.024096,0.024096,662,0.19219,668,51,0,0.215697,15.951807
composed-75-1-40-2_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662,0.024096,0.024096,662,0.19219,671,68,0,0.224195,15.951807
composed-75-1-40-3_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662,0.024096,0.024096,662,0.19219,679,59,0,0.209122,15.951807
composed-75-1-40-4_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662,0.024096,0.024096,662,0.19219,684,50,0,0.213297,15.951807
composed-75-1-40-5_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662,0.024096,0.024096,662,0.19219,686,68,0,0.220757,15.951807
composed-75-1-40-6_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662,0.024096,0.024096,662,0.19219,681,67,0,0.23043,15.951807
composed-75-1-40-7_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662,0.024096,0.024096,662,0.19219,687,61,0,0.217124,15.951807
composed-75-1-40-8_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662,0.024096,0.024096,662,0.19219,666,49,0,0.230956,15.951807
composed-75-1-40-9_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662,0.024096,0.024096,662,0.19219,678,68,0,0.227325,15.951807
composed-75-1-80-0_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702,0.024096,0.024096,702,0.203803,668,61,0,0.204861,16.915663
composed-75-1-80-1_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702,0.024096,0.024096,702,0.203803,668,75,0,0.213763,16.915663
composed-75-1-80-2_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702,0.024096,0.024096,702,0.203803,671,82,0,0.221543,16.915663
composed-75-1-80-3_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702,0.024096,0.024096,702,0.203803,679,59,0,0.207188,16.915663
composed-75-1-80-4_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702,0.024096,0.024096,702,0.203803,684,57,0,0.211376,16.915663
composed-75-1-80-5_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702,0.024096,0.024096,702,0.203803,686,78,0,0.215537,16.915663
composed-75-1-80-6_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702,0.024096,0.024096,702,0.203803,681,75,0,0.224287,16.915663
composed-75-1-80-7_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702,0.024096,0.024096,702,0.203803,687,67,0,0.214484,16.915663
composed-75-1-80-8_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702,0.024096,0.024096,702,0.203803,666,61,0,0.224434,16.915663
composed-75-1-80-9_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702,0.024096,0.024096,702,0.203803,678,74,0,0.215048,16.915663
costasArray-10.xml.minion.convert.minion,1,88,0,0.176799,54,54,54,0,0.047962,0.047962,139,0.173525,999,0,0.633094,0.513473,6.666667
costasArray-11.xml.minion.convert.minion,1,108,0,0.157692,65,65,65,0,0.03991,0.03991,170,0.155266,1000,0,0.635294,0.534663,6.784615
costasArray-12.xml.minion.convert.minion,1,130,0,0.142174,77,77,77,0,0.033741,0.033741,204,0.140327,1000,0,0.637255,0.553993,6.883117
costasArray-13.xml.minion.convert.minion,1,154,0,0.129338,90,90,90,0,0.028907,0.028907,241,0.127901,1000,0,0.639004,0.572873,6.966667
costasArray-14.xml.minion.convert.minion,1,180,0,0.118559,104,104,104,0,0.025048,0.025048,281,0.117419,1000,0,0.640569,0.590109,7.038462
costasArray-15.xml.minion.convert.minion,1,208,0,0.109386,119,119,119,0,0.021916,0.021916,324,0.108467,1000,0,0.641975,0.606573,7.10084
costasArray-16.xml.minion.convert.minion,1,238,0,0.101493,135,135,135,0,0.019339,0.019339,370,0.100741,1000,0,0.643243,0.621673,7.155556
costasArray-17.xml.minion.convert.minion,1,270,0,0.094632,152,152,152,0,0.017193,0.017193,419,0.09401,1000,0,0.644391,0.635974,7.203947
costasArray-18.xml.minion.convert.minion,1,304,0,0.088618,170,170,170,0,0.015387,0.015387,471,0.088097,1000,0,0.645435,0.649163,7.247059
costasArray-19.xml.minion.convert.minion,1,340,0,0.083305,189,189,189,0,0.013851,0.013851,526,0.082864,1000,0,0.646388,0.661621,7.285714
costasArray-20.xml.minion.convert.minion,1,378,0,0.078579,209,209,209,0,0.012535,0.012535,584,0.078203,1000,0,0.64726,0.67317,7.320574
cril-0_ext.xml.minion.converted.minion,1,0,0,0.086362,108,108,108,34,0.053554,0.053554,37,0.085562,966,0,0,0.523506,1.981481
cril-0_ext.xml.minion.converted.minion.gz,1,0,0,0.086362,108,108,108,34,0.053554,0.053554,37,0.085562,966,0,0,0.523506,1.981481
cril-2_ext.xml.minion.converted.minion,1,0,0,0.094389,208,208,208,2032,0.009615,0.009615,2032,0.093935,665,58,0,0.120583,19.538462
cril-3_ext.xml.minion.converted.minion,1,0,0,0.094389,208,208,208,2032,0.009615,0.009615,2032,0.093935,674,75,0,0.116815,19.538462
cril-4_ext.xml.minion.converted.minion,1,0,0,1,45,45,45,990,0.044444,0.044444,990,0.977778,989,7983,0,1,44
cril-5_ext.xml.minion.converted.minion,1,0,0,1,42,42,42,861,0.047619,0.047619,861,0.97619,931,1578,0,1,41
cril-6_ext.xml.minion.converted.minion,1,0,0,0.314286,36,36,36,153,0.058824,0.058824,153,0.305556,984,0,0,0.563636,9
cril-6_ext.xml.minion.converted.minion.gz,1,0,0,0.314286,36,36,36,153,0.058824,0.058824,153,0.305556,984,0,0,0.563636,9
cril-7.ext.xml.minion.converted.minion,1,0,0,0.314286,36,36,36,153,0.058824,0.058824,153,0.305556,976,0,0,0.563636,9
cril-7.ext.xml.minion.converted.minion.gz,1,0,0,0.314286,36,36,36,153,0.058824,0.058824,153,0.305556,976,0,0,0.563636,9
crossword-m1-uk-23-10.xml.minion.WOR.minion.gz,1,0,0,0.49145,462,462,462,156,0.023197,0.023197,2086,0.490386,1000,7,0,0.750563,48.38961
crossword-m1-words-15-01.xml.minion.WOR.minion.gz,1,0,0,0.476528,189,189,189,78,0.042965,0.042965,681,0.474007,1000,14,0,0.775067,29.259259
crossword-m1-words-15-06.xml.minion.WOR.minion.gz,1,0,0,0.565847,195,195,195,72,0.049925,0.049925,567,0.562945,1000,10,0,0.846985,28.307692
crossword-m1-words-15-10.xml.minion.WOR.minion.gz,1,0,0,0.71462,190,190,190,72,0.044442,0.044442,964,0.710859,1000,25,0,0.857354,42.842105
crossword-m1-words-19-03.xml.minion.WOR.minion.gz,1,0,0,0.52707,307,307,307,118,0.031579,0.031579,1429,0.525353,1000,24,0,0.817292,45.127036
crossword-m1-words-19-04.xml.minion.WOR.minion.gz,1,0,0,0.548145,296,296,296,132,0.024317,0.024317,2314,0.546293,1000,33,0,0.798746,56.27027
crossword-m1-words-21-01.xml.minion.WOR.minion.gz,1,0,0,0.549742,373,373,373,138,0.024533,0.024533,2303,0.548268,1000,40,0,0.806651,56.49866
crossword-m1-words-21-06.xml.minion.WOR.minion.gz,1,0,0,0.534435,373,373,373,146,0.024525,0.024525,2643,0.533002,1000,32,0,0.84144,64.820375
crossword-m1-words-21-10.xml.minion.WOR.minion.gz,1,0,0,0.575301,383,383,383,134,0.028876,0.028876,1869,0.573799,1000,10,0,0.807163,53.968668
crossword-m1-words-23-02.xml.minion.WOR.minion.gz,1,0,0,0.557752,435,435,435,182,0.018867,0.018867,4428,0.55647,1000,54,0,0.840542,83.544828
crossword-m1-words-23-03.xml.minion.WOR.minion.gz,1,0,0,0.565252,440,440,440,174,0.019554,0.019554,3345,0.563967,1000,29,0,0.791326,65.409091
crossword-m1-words-23-05.xml.minion.WOR.minion.gz,1,0,0,0.633283,445,445,445,180,0.02084,0.02084,4690,0.63186,1000,66,0,0.867889,97.739326
driverlogw-01c-sat_ext.xml.minion.converted.minion.gz,1,0,0,0.087324,71,71,71,217,0.028169,0.028169,217,0.086094,546,4,0,0.417952,6.112676
driverlogw-02c-sat_ext.xml.minion.converted.minion.gz,1,0,0,0.089812,301,301,301,4055,0.006645,0.006645,4055,0.089513,710,279,0,0.526019,26.943522
driverlogw-04c-sat_ext.xml.minion.converted.minion.gz,1,0,0,0.105166,272,272,272,3876,0.007353,0.007353,3876,0.104779,759,479,0,0.530598,28.5
driverlogw-05c-sat_ext.xml.minion.converted.minion.gz,1,0,0,0.100497,351,351,351,6173,0.005698,0.005698,6173,0.10021,759,98,0,0.563739,35.173789
driverlogw-08cc-sat_ext.xml.minion.converted.minion.gz,1,0,0,0.112263,408,408,408,9321,0.004902,0.004902,9321,0.111988,759,666,0,0.589244,45.691176
driverlogw-08c-sat_ext.xml.minion.converted.minion.gz,1,0,0,0.112263,408,408,408,9321,0.004902,0.004902,9321,0.111988,759,666,0,0.589244,45.691176
driverlogw-09-sat_ext.xml.minion.converted.minion.gz,1,0,0,0.082717,650,650,650,17447,0.003077,0.003077,17447,0.082589,806,906,0,0.588281,53.683077
dsjc-125-1-4-ext.xml.minion.converted.minion.gz,1,0,0,0.094968,125,125,125,736,0.016,0.016,736,0.094208,263,0,0,0.099674,11.776
dsjc-125-1-5-ext.xml.minion.converted.minion.gz,1,0,0,0.094968,125,125,125,736,0.016,0.016,736,0.094208,184,0,0,0.099674,11.776
dubois-100_ext.xml.minion.converted.minion.gz,1,0,0,0.013333,300,300,300,200,0.01,0.01,200,0.013289,501,0,0,0.337778,2
dubois-20_ext.xml.minion.converted.minion.gz,1,0,0,0.066667,60,60,60,40,0.05,0.05,40,0.065556,501,0,0,0.355556,2
dubois-21_ext.xml.minion.converted.minion.gz,1,0,0,0.063492,63,63,63,42,0.047619,0.047619,42,0.062484,501,0,0,0.354497,2
dubois-22_ext.xml.minion.converted.minion.gz,1,0,0,0.060606,66,66,66,44,0.045455,0.045455,44,0.059688,501,0,0,0.353535,2
dubois-23_ext.xml.minion.converted.minion.gz,1,0,0,0.057971,69,69,69,46,0.043478,0.043478,46,0.057131,501,0,0,0.352657,2
dubois-24_ext.xml.minion.converted.minion.gz,1,0,0,0.055556,72,72,72,48,0.041667,0.041667,48,0.054784,501,0,0,0.351852,2
dubois-25_ext.xml.minion.converted.minion.gz,1,0,0,0.053333,75,75,75,50,0.04,0.04,50,0.052622,501,0,0,0.351111,2
dubois-26_ext.xml.minion.converted.minion.gz,1,0,0,0.051282,78,78,78,52,0.038462,0.038462,52,0.050625,501,0,0,0.350427,2
dubois-27_ext.xml.minion.converted.minion.gz,1,0,0,0.049383,81,81,81,54,0.037037,0.037037,54,0.048773,501,0,0,0.349794,2
dubois-28_ext.xml.minion.converted.minion.gz,1,0,0,0.047619,84,84,84,56,0.035714,0.035714,56,0.047052,501,0,0,0.349206,2
dubois-29_ext.xml.minion.converted.minion.gz,1,0,0,0.045977,87,87,87,58,0.034483,0.034483,58,0.045449,501,0,0,0.348659,2
dubois-30_ext.xml.minion.converted.minion.gz,1,0,0,0.044444,90,90,90,60,0.033333,0.033333,60,0.043951,501,0,0,0.348148,2
dubois-50_ext.xml.minion.converted.minion.gz,1,0,0,0.026667,150,150,150,100,0.02,0.02,100,0.026489,501,0,0,0.342222,2
ehi-85-297-0_ext.xml.minion.gz,1,0,0,0.093139,297,297,297,4094,0.006734,0.006734,4094,0.092825,886,250,0,0.3692,27.569024
ehi-85-297-10_ext.xml.minion.gz,1,0,0,0.09323,297,297,297,4098,0.006734,0.006734,4098,0.092916,875,280,0,0.366267,27.59596
