@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC

@DATA
Core1108_tbm_03.tex.moduleQ3.2S.000003,1,2.968474,3623,0.303342,1586,136.1
Core1108_tbm_03.tex.moduleQ3.2S.000009,1,2.968573,3628,0.303792,1591,136.6
Core1108_tbm_03.tex.moduleQ3.2S.000011,1,2.977792,3628,0.301398,1576,135.6
Core1108_tbm_03.tex.moduleQ3.2S.000018,1,2.974619,3623,0.301744,1576,135.6
Core1108_tbm_03.tex.moduleQ3.2S.000048,1,2.968573,3628,0.303792,1591,136.6
Core1108_tbm_09.tex.module.000008,1,2.80837,2057,0.475916,1362,111.2
Core1108_tbm_09.tex.module.000009,1,2.80837,2057,0.475916,1362,111.2
Core1108_tbm_09.tex.module.000010,1,2.80837,2057,0.475916,1362,111.2
Core1108_tbm_09.tex.module.000028,1,2.64411,1760,0.464789,1197,94.7
Core1108_tbm_09.tex.module.000033,1,2.591146,1679,0.460847,1152,90.2
Core1108_tbm_09.tex.moduleQ3.10S.000001,1,3.033658,8656,0.244533,3179,292.9
Core1108_tbm_09.tex.moduleQ3.2S.000003,1,3.036979,8651,0.243545,3164,291.9
Core1108_tbm_09.tex.moduleQ3.2S.000005,1,3.033658,8656,0.244533,3179,292.9
Core1108_tbm_09.tex.moduleQ3.2S.000007,1,3.0433,8671,0.243069,3164,291.9
Core1108_tbm_09.tex.moduleQ3.2S.000010,1,3.030322,8666,0.245766,3199,294.4
Core1108_tbm_09.tex.moduleQ3.2S.000011,1,3.033658,8656,0.244533,3179,292.9
Core1108_tbm_09.tex.moduleQ3.9S.000001,1,3.033658,8656,0.244533,3179,292.9
Core1108_tbm_21.tex.module.000008,1,2.741638,1383,0.46034,867,66.7
Core1108_tbm_21.tex.module.000009,1,2.741638,1383,0.46034,867,66.7
Core1108_tbm_21.tex.module.000010,1,2.741638,1383,0.46034,867,66.7
Core1108_tbm_21.tex.module.000014,1,2.672749,1302,0.454545,822,62.2
Core1108_tbm_21.tex.module.000017,1,2.672749,1302,0.454545,822,62.2
Core1108_tbm_21.tex.module.000023,1,2.595882,1221,0.447635,777,57.7
Core1108_tbm_21.tex.module.000026,1,2.632124,1206,0.456081,772,57.7
Core1108_tbm_21.tex.module.000027,1,2.615187,1206,0.456081,777,57.7
Core1108_tbm_21.tex.module.000030,1,2.620076,1216,0.45657,787,58.7
Core1108_tbm_21.tex.module.000091,1,2.774074,943,0.444271,540,38
Core1108_tbm_21.tex.moduleQ3.2S.000002,1,2.976871,3485,0.323557,1470,126.5
Core1108_tbm_21.tex.moduleQ3.2S.000007,1,2.983391,3470,0.320724,1445,124.5
Core1108_tbm_21.tex.moduleQ3.2S.000011,1,2.983448,3475,0.321144,1450,125
Core1108_tbm_21.tex.moduleQ3.2S.000014,1,2.976792,3480,0.323145,1465,126
Core1108_tbm_21.tex.moduleQ3.2S.000015,1,2.983448,3475,0.321144,1450,125
Core1108_tbm_21.tex.moduleQ3.2S.000019,1,2.983448,3475,0.321144,1450,125
Core1108_tbm_21.tex.moduleQ3.2S.000024,1,2.983448,3475,0.321144,1450,125
Core1108_tbm_21.tex.moduleQ3.2S.000027,1,2.983391,3470,0.320724,1445,124.5
Core1108_tbm_28.tex.moduleQ2.2S.000003,1,2.911273,3213,0.274889,1375,150.875
counter_16,1,3.917767,2242,0.479891,1666,97.058824
counter_32-shuffled,1,3.958607,8578,0.489613,6402,193.030303
counter_8-shuffled,1,3.837778,610,0.462192,450,49.111111
counter_e_16,1,3.952797,2306,0.477088,1716,100
counter_e_8-shuffled,1,3.897059,642,0.458234,476,52
counter_r_16,1,3.951632,2322,0.478768,1716,100
counter_r_8-shuffled,1,3.892857,650,0.461169,476,52
counter_re_16,1,4.002831,2386,0.476089,1766,102.941176
cube_c11_par---13_-shuffled,1,207.401202,6312,5.170706,1331,660
cube_c3_ser--opt-6_-shuffled,1,8.8125,681,0.657895,176,85.5
cube_c5_ser---14_-shuffled,1,16.251534,2961,1.284069,652,322.5
cube_c7_ser---23_-shuffled,1,30.805274,6990,2.372263,1479,735
cube_c9_par--opt-11_-shuffled,1,123.436422,4284,4.356648,928,459
eijk.S1238.S-d3-shuffled,1,2.828736,1893,0.128809,870,421
eijk.S1423.S-d4-shuffled,1,2.913174,8123,0.031779,3651,1803
eijk.S208o.S-d4-shuffled,1,2.789474,207,0.045283,95,46
eijk.S208o.S-f4-shuffled,1,2.766922,3576,0.056312,1566,755
eijk.S298.S-f2-shuffled,1,2.713684,1950,0.100078,950,452
eijk.S298.S-f4,1,2.857275,4676,0.050924,2158,1053
eijk.S344.S-f3,1,2.787542,4338,0.050234,2071,1000
eijk.S349.S-f3,1,2.785156,4321,0.049088,2048,988.5
eijk.S382.S-f4-shuffled,1,2.846483,5562,0.050382,2573,1253.5
eijk.S386.S-f2,1,2.77412,3833,0.075082,1762,849.5
eijk.S420.S-f2,1,2.688048,4017,0.080359,1824,869
eijk.S526.S-f4-shuffled,1,2.862142,8326,0.052486,3801,1856.5
eijk.S641.S-f2,1,2.696655,4664,0.065046,2212,1058
eijk.S713.S-f2,1,2.698156,4702,0.064688,2223,1063.5
emptyroom_e3_ser---19_-shuffled,1,9.286938,4472,0.510045,934,464
emptyroom_e3_ser--opt-20_-shuffled,1,9.126273,4702,0.488705,982,488
emptyroom_e4_par---21_-shuffled,1,22.39786,10396,1.664956,2056,1024
emptyroom_e4_ser--opt-44_-shuffled,1,14.079268,21658,1.010173,4264,2128
ev-pr-4x4-11-3-0-0-1-s-shuffled,1,14.476657,42769,0.177412,7454,1202.333333
ev-pr-4x4-13-3-0-0-1-s-shuffled,1,14.630823,49652,0.180598,8909,1231.571429
ev-pr-4x4-15-3-0-0-1-s-shuffled,1,14.741702,56535,0.182945,10364,1253.5
ev-pr-4x4-17-3-0-0-1-lg-shuffled,1,14.744217,6707,0.15196,3026,330.888889
ev-pr-4x4-17-3-0-0-1-s-shuffled,1,14.825281,63418,0.184745,11819,1270.555556
ev-pr-4x4-5-3-0-0-1-lg-shuffled,1,13.058036,2861,0.125041,896,294.666667
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,13.142765,22120,0.153105,3089,997.666667
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,13.872139,29003,0.165719,4544,1100
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,14.117061,4143,0.141785,1606,316.4
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,14.247708,35886,0.172839,5999,1161.4
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,17.771818,15556,0.116337,4698,777.166667
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,17.944264,17713,0.118744,5544,786
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,18.071049,19870,0.120526,6390,792.625
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,16.443981,9085,0.098384,2160,715.333333
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,15.526762,159052,0.137859,16385,5381.666667
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,16.245564,209391,0.149869,24348,5997
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,19.687903,32445,0.129161,8837,1466.166667
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,19.875539,36938,0.131837,10429,1483
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,20.202696,50417,0.136551,15205,1513.3
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,18.242305,18966,0.109214,4061,1348.333333
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,18.995578,23459,0.119464,5653,1407.25
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,19.417805,27952,0.125346,7245,1442.6
f600-00-shuffled,1,2.424818,10748,0.319137,4948,2174
ii32c1-00,1,3.688705,7926,0.597585,2178,976.5
ii32c1-50-shuffled,1,3.927189,7605,0.622456,1964,869.5
ii32e1-00-shuffled,1,3.779923,7725,0.612998,2072,925
ii32e1-50-shuffled,1,4.056277,7389,0.640475,1848,813
ii8a1-00-shuffled,1,1.857143,801,0.289663,448,191
ii8a1-90-shuffled,1,1.987805,621,0.369632,328,131
ii8a3-90,1,2.608962,5454,0.416742,2120,928
ii8c1-90-shuffled,1,2.497729,10332,0.375287,4183,1836.5
ii8d1-00-shuffled,1,2.29445,12077,0.321525,5315,2392.5
impl18-shuffled,1,2.945946,74,0.493151,74,2.947368
irst.dme4.B-d4-shuffled,1,2.591534,1744,0.05145,945,448.5
irst.dme5.B-d4-shuffled,1,2.611321,2447,0.056069,1325,630.5
jnh1-50-shuffled,1,4.662069,4800,0.412167,1160,530
jnh207-90-shuffled,1,4.686024,4154,0.398866,1016,458
jnh218-00-shuffled,1,4.177109,4419,0.3756,1197,548.5
jnh218-90-shuffled,1,4.650934,4149,0.39704,1017,458.5
k3_1_2-shuffled,1,1.855019,212,0.201117,269,133
k4_2_2-shuffled,1,1.897313,850,0.174525,1042,519
k5_2_2,1,1.875817,1682,0.19582,1989,992
k5_3_2-shuffled,1,1.914503,2392,0.159216,2889,1442
k_branch_n-20-shuffled,1,6.891397,63261,0.127703,13821,595.391304
k_branch_n-4-shuffled,1,4.042341,1839,0.125536,803,111.714286
k_branch_n-5-shuffled,1,4.239339,2817,0.124419,1149,140.5
k_branch_n-6,1,4.417469,4069,0.122434,1557,169.777778
k_branch_n-7,1,4.583621,5609,0.120021,2027,199.4
k_branch_n-8-shuffled,1,4.949377,7497,0.142532,2568,229.272727
k_branch_p-11-shuffled,1,5.406477,15154,0.133038,4539,319.857143
k_branch_p-14-shuffled,1,5.835739,26620,0.124077,7068,411.294118
k_branch_p-16-shuffled,1,6.341923,36764,0.138989,9081,472.526316
k_branch_p-17-shuffled,1,6.480684,42490,0.136009,10173,503.2
k_branch_p-4-shuffled,1,4.043587,1840,0.125487,803,111.714286
k_branch_p-6-shuffled,1,4.418112,4070,0.122412,1557,169.777778
k_branch_p-8-shuffled,1,4.949766,7498,0.142518,2568,229.272727
k_d4_n-11-shuffled,1,4.521956,2450,0.185896,1002,59.5625
k_d4_n-14-shuffled,1,4.556611,3113,0.186362,1263,63.263158
k_d4_n-15-shuffled,1,4.565185,3334,0.186476,1350,64.25
k_d4_n-16-shuffled,1,4.572721,3555,0.186576,1437,65.142857
k_d4_n-17-shuffled,1,4.579396,3776,0.186664,1524,65.954545
k_d4_n-18-shuffled,1,4.585351,3997,0.186743,1611,66.695652
k_d4_n-19-shuffled,1,4.590695,4218,0.186813,1698,67.375
k_d4_n-20-shuffled,1,4.595518,4439,0.186877,1785,68
k_d4_n-21-shuffled,1,4.599893,4660,0.186934,1872,68.576923
k_d4_n-7-shuffled,1,4.432722,1566,0.184663,654,51.75
k_d4_p-10-shuffled,1,3.697638,1280,0.14561,635,40
k_d4_p-11-shuffled,1,3.709353,1406,0.145783,695,41.0625
k_d4_p-21-shuffled,1,3.766795,2666,0.146612,1295,47.192308
k_d4_p-6-shuffled,1,3.61519,776,0.144366,395,33.818182
k_d4_p-7-shuffled,1,3.643956,902,0.144807,455,35.75
k_dum_n-10-shuffled,1,3.191729,957,0.1,532,31.5
k_dum_n-21-shuffled,1,3.251969,1870,0.101247,1016,35.777778
k_dum_p-11-shuffled,1,3.2537,872,0.100324,473,34.615385
k_dum_p-13-shuffled,1,3.24237,1023,0.099242,557,35.333333
k_dum_p-16-shuffled,1,3.236496,1256,0.098765,685,36.222222
k_dum_p-21-shuffled,1,3.218365,1627,0.096928,893,36.956522
ken.flash^10.C-f4-shuffled,1,2.959531,81071,0.020092,37856,18815
ken.flash^14.C-d4-shuffled,1,2.871156,22296,0.043611,10470,5135.5
ken.oop^1.C-d2,1,2.722098,4371,0.08085,2231,1076
k_grz_n-10-shuffled,1,4.398844,1319,0.136994,519,55.444444
k_grz_n-13-shuffled,1,4.614583,1576,0.128314,576,61.777778
k_grz_n-14-shuffled,1,4.724191,1842,0.126432,649,69.777778
k_grz_n-21-shuffled,1,5.284198,2765,0.124722,848,91.555556
k_grz_p-10-shuffled,1,4.54672,1286,0.16601,503,53.666667
k_grz_p-17-shuffled,1,5.062969,1937,0.162028,667,71.666667
k_grz_p-21-shuffled,1,5.267588,2460,0.154551,796,85.777778
k_lin_n-10-shuffled,1,10.67041,14964,0.146382,2048,406.4
k_lin_n-13-shuffled,1,12.588946,25232,0.121257,2732,543.2
k_lin_n-14-shuffled,1,13.226014,29234,0.114688,2960,588.8
k_lin_n-21-shuffled,1,18.008995,65396,0.09304,4558,908
k_lin_n-9-shuffled,1,9.69692,12140,0.139446,1818,360.8
k_lin_p-12-shuffled,1,6.402516,2556,0.167377,636,156.25
k_lin_p-16-shuffled,1,7.164466,3924,0.155229,833,205.25
k_lin_p-21-shuffled,1,8.238184,6012,0.15182,1079,266.5
k_lin_p-8-shuffled,1,5.46697,1456,0.169102,439,107.25
k_path_n-10-shuffled,1,3.646175,1300,0.186916,732,53.692308
k_path_n-20-shuffled,1,3.672969,2551,0.186874,1428,59.304348
k_path_n-21-shuffled,1,3.668683,2655,0.186763,1488,59.208333
k_path_p-10-shuffled,1,3.643178,1181,0.189189,667,53
k_path_p-16-shuffled,1,3.663275,1925,0.18779,1081,57.333333
k_path_p-21-shuffled,1,3.673898,2554,0.186687,1429,59.347826
k_path_p-9-shuffled,1,3.643927,1066,0.188249,601,52.090909
k_ph_n-10-shuffled,1,10.468728,9353,0.190484,1423,471.333333
k_ph_n-13-shuffled,1,15.394012,31565,0.155164,2906,965.333333
k_ph_n-14-shuffled,1,17.293509,45378,0.140192,3574,1188
k_ph_n-15-shuffled,1,19.342943,63870,0.126856,4336,1442
k_ph_n-8-shuffled,1,7.895202,3593,0.206932,792,261.333333
k_ph_n-9-shuffled,1,9.078269,6083,0.188937,1086,359.333333
k_ph_p-11-shuffled,1,12.314176,17359,0.166919,2088,693
k_ph_p-12-shuffled,1,14.282286,25706,0.166279,2625,871.666667
k_ph_p-8-shuffled,1,8.150596,4398,0.200887,923,305
k_ph_p-9-shuffled,1,9.270314,7232,0.182985,1243,411.666667
k_poly_n-12-shuffled,1,2.773006,1521,0.130041,978,23.179487
k_poly_n-13-shuffled,1,2.773481,1689,0.130151,1086,23.348837
k_poly_n-20-shuffled,1,2.774908,2529,0.130482,1626,23.873016
k_poly_n-21-shuffled,1,2.775087,2697,0.130524,1734,23.940299
k_poly_p-19-shuffled,1,2.774757,2403,0.130447,1545,23.816667
k_poly_p-21-shuffled,1,2.775044,2655,0.130514,1707,23.924242
k_t4p_n-12-shuffled,1,3.945528,3826,0.161708,1744,55.433333
k_t4p_n-17-shuffled,1,3.965221,5396,0.16142,2444,58.325
k_t4p_n-21-shuffled,1,3.974368,6652,0.161287,3004,59.770833
k_t4p_n-4-shuffled,1,3.822115,1314,0.163588,624,42.214286
k_t4p_p-12-shuffled,1,3.902962,2118,0.163158,979,49
k_t4p_p-20-shuffled,1,3.94347,3374,0.162252,1539,54.333333
k_t4p_p-21-shuffled,1,3.946551,3531,0.162184,1609,54.785714
k_t4p_p-4-shuffled,1,3.754177,862,0.166667,419,35.909091
k_t4p_p-8-shuffled,1,3.858369,1490,0.164179,699,44.2
lognBWLARGEB1-shuffled,1,6.442544,177966,0.002909,1871,935
lut4_2_f2-shuffled,1,21.142857,14,1.11435,70,31.5
lut4_AND_f1-shuffled,1,30.226667,56,1.611852,75,33.5
lut4_XOR_fOR-shuffled,1,9.604651,44,0.625,43,19
mutex-128-s,1,1.417286,10798,0.237546,11570,11058
mutex-16-s,1,1.415094,1278,0.23946,1378,1314
mutex-2-s,1,1.384615,88,0.267717,104,96
mutex-32-s,1,1.416373,2638,0.238342,2834,2706
mutex-4-s,1,1.405594,258,0.247934,286,270
mutex-64-s,1,1.416986,5358,0.237807,5746,5490
mutex-8-s,1,1.412308,598,0.241916,650,618
ncf_16_32_8_d.10,1,2.08427,4690,0.339946,2314,366
ncf_16_32_8_d.1,1,2.08643,4717,0.350279,2314,366
ncf_16_32_8_d.2,1,2.088591,4709,0.341307,2314,366
ncf_16_32_8_d.3,1,2.089023,4656,0.324141,2314,366
ncf_16_32_8_d.4,1,2.090752,4674,0.332373,2314,366
ncf_16_32_8_d.5,1,2.08038,4706,0.360033,2314,366
ncf_16_32_8_d.6,1,2.073898,4687,0.348305,2314,366
ncf_16_32_8_d.7,1,2.07433,4661,0.330982,2314,366
ncf_16_32_8_d.8,1,2.069144,4642,0.325431,2314,366
ncf_16_32_8_d.9,1,2.094641,4737,0.350895,2314,366
ncf_16_32_8_edau.10,1,2.08427,4690,0.339946,2314,366
ncf_16_32_8_edau.1,1,2.08643,4717,0.350279,2314,366
ncf_16_32_8_edau.2,1,2.088591,4709,0.341307,2314,366
ncf_16_32_8_edau.3,1,2.089023,4656,0.324141,2314,366
ncf_16_32_8_edau.4,1,2.090752,4674,0.332373,2314,366
ncf_16_32_8_edau.5,1,2.08038,4706,0.360033,2314,366
ncf_16_32_8_edau.6,1,2.073898,4687,0.348305,2314,366
ncf_16_32_8_edau.7,1,2.07433,4661,0.330982,2314,366
ncf_16_32_8_edau.8,1,2.069144,4642,0.325431,2314,366
ncf_16_32_8_edau.9,1,2.094641,4737,0.350895,2314,366
ncf_16_32_8_euad.10,1,2.08427,4690,0.339946,2314,366
ncf_16_32_8_euad.1,1,2.08643,4717,0.350279,2314,366
ncf_16_32_8_euad.2,1,2.088591,4709,0.341307,2314,366
ncf_16_32_8_euad.3,1,2.089023,4656,0.324141,2314,366
ncf_16_32_8_euad.4,1,2.090752,4674,0.332373,2314,366
ncf_16_32_8_euad.5,1,2.08038,4706,0.360033,2314,366
ncf_16_32_8_euad.6,1,2.073898,4687,0.348305,2314,366
ncf_16_32_8_euad.7,1,2.07433,4661,0.330982,2314,366
ncf_16_32_8_euad.8,1,2.069144,4642,0.325431,2314,366
ncf_16_32_8_euad.9,1,2.094641,4737,0.350895,2314,366
ncf_16_32_8_u.10,1,2.08427,4690,0.339946,2314,366
ncf_16_32_8_u.1,1,2.08643,4717,0.350279,2314,366
ncf_16_32_8_u.2,1,2.088591,4709,0.341307,2314,366
ncf_16_32_8_u.3,1,2.089023,4656,0.324141,2314,366
ncf_16_32_8_u.4,1,2.090752,4674,0.332373,2314,366
ncf_16_32_8_u.5,1,2.08038,4706,0.360033,2314,366
ncf_16_32_8_u.6,1,2.073898,4687,0.348305,2314,366
ncf_16_32_8_u.7,1,2.07433,4661,0.330982,2314,366
ncf_16_32_8_u.8,1,2.069144,4642,0.325431,2314,366
ncf_16_32_8_u.9,1,2.094641,4737,0.350895,2314,366
ncf_8_16_4_d.10,1,1.793051,1162,0.315481,662,174.666667
ncf_8_16_4_d.1,1,1.802115,1153,0.318901,662,174.666667
ncf_8_16_4_d.2,1,1.805136,1149,0.302403,662,174.666667
ncf_8_16_4_d.3,1,1.805136,1163,0.328893,662,174.666667
ncf_8_16_4_d.4,1,1.805136,1163,0.328893,662,174.666667
ncf_8_16_4_d.5,1,1.78852,1137,0.300418,662,174.666667
ncf_8_16_4_d.6,1,1.793051,1147,0.315481,662,174.666667
ncf_8_16_4_d.7,1,1.811178,1173,0.348876,662,174.666667
ncf_8_16_4_d.8,1,1.793051,1147,0.315481,662,174.666667
ncf_8_16_4_d.9,1,1.812689,1159,0.327258,662,174.666667
ncf_8_16_4_edau.10,1,1.793051,1162,0.315481,662,174.666667
ncf_8_16_4_edau.1,1,1.802115,1153,0.318901,662,174.666667
ncf_8_16_4_edau.2,1,1.805136,1149,0.302403,662,174.666667
ncf_8_16_4_edau.3,1,1.805136,1163,0.328893,662,174.666667
ncf_8_16_4_edau.4,1,1.805136,1163,0.328893,662,174.666667
ncf_8_16_4_edau.5,1,1.78852,1137,0.300418,662,174.666667
ncf_8_16_4_edau.6,1,1.793051,1147,0.315481,662,174.666667
ncf_8_16_4_edau.7,1,1.811178,1173,0.348876,662,174.666667
ncf_8_16_4_edau.8,1,1.793051,1147,0.315481,662,174.666667
ncf_8_16_4_edau.9,1,1.812689,1159,0.327258,662,174.666667
ncf_8_16_4_euad.10,1,1.793051,1162,0.315481,662,174.666667
ncf_8_16_4_euad.1,1,1.802115,1153,0.318901,662,174.666667
ncf_8_16_4_euad.2,1,1.805136,1149,0.302403,662,174.666667
ncf_8_16_4_euad.3,1,1.805136,1163,0.328893,662,174.666667
ncf_8_16_4_euad.4,1,1.805136,1163,0.328893,662,174.666667
ncf_8_16_4_euad.5,1,1.78852,1137,0.300418,662,174.666667
ncf_8_16_4_euad.6,1,1.793051,1147,0.315481,662,174.666667
ncf_8_16_4_euad.7,1,1.811178,1173,0.348876,662,174.666667
ncf_8_16_4_euad.8,1,1.793051,1147,0.315481,662,174.666667
ncf_8_16_4_euad.9,1,1.812689,1159,0.327258,662,174.666667
ncf_8_16_4_u.10,1,1.793051,1162,0.315481,662,174.666667
ncf_8_16_4_u.1,1,1.802115,1153,0.318901,662,174.666667
ncf_8_16_4_u.2,1,1.805136,1149,0.302403,662,174.666667
ncf_8_16_4_u.3,1,1.805136,1163,0.328893,662,174.666667
ncf_8_16_4_u.4,1,1.805136,1163,0.328893,662,174.666667
ncf_8_16_4_u.5,1,1.78852,1137,0.300418,662,174.666667
ncf_8_16_4_u.6,1,1.793051,1147,0.315481,662,174.666667
ncf_8_16_4_u.7,1,1.811178,1173,0.348876,662,174.666667
ncf_8_16_4_u.8,1,1.793051,1147,0.315481,662,174.666667
ncf_8_16_4_u.9,1,1.812689,1159,0.327258,662,174.666667
nusmv.dme1-16.B-d4-shuffled,1,2.407273,2379,0.058006,1375,639.5
nusmv.queue.B-d4-shuffled,1,2.843118,25864,0.084549,10970,5362
nusmv.reactor^1.C-d4-shuffled,1,2.804476,19882,0.096924,9830,4773
nusmv.reactor^2.C-d4-shuffled,1,2.80329,20029,0.095914,9908,4810
nusmv.reactor^5.C-f4-shuffled,1,2.8012,19544,0.095635,9668,4692
nusmv.syncarb10^2.B-f2,1,2.730731,2133,0.057918,999,479.5
nusmv.syncarb10^2.B-f3,1,2.767491,3056,0.057967,1415,682.5
nusmv.syncarb10^2.B-f4,1,2.787548,3979,0.057994,1831,885.5
nusmv.syncarb5^2.B-f4-shuffled,1,2.715125,1409,0.078962,681,325.5
nusmv.tcas^2.B-f2-shuffled,1,2.773398,19830,0.075651,9766,4734
nusmv.tcas^4.B-f3-shuffled,1,2.804091,31989,0.079827,15645,7602.5
nusmv.tcas-t^5.B-f2-shuffled,1,2.784754,21014,0.077295,10337,5018.5
nusmv.tcas-t^6.B-f3-shuffled,1,2.811643,33502,0.078749,16336,7947
par16-1-c-00-shuffled,1,2.325296,5075,0.317185,2530,1106.5
par8-1-c-50-shuffled,1,2.436652,932,0.354689,442,189
par8-2-90-shuffled,1,2.27452,3715,0.361144,1876,763
par8-2-c-50-shuffled,1,2.444444,985,0.354895,468,200
par8-3-c-00-shuffled,1,2.323826,1201,0.323466,596,260.5
par8-3-c-90-shuffled,1,2.55819,1003,0.377422,464,194.5
par8-4-90-shuffled,1,2.269149,3717,0.361463,1880,765
par8-4-c-90-shuffled,1,2.555825,887,0.379867,412,172.5
par8-5-c-90-shuffled,1,2.567391,995,0.37934,460,192.5
Qq2k3k3v100v100m1000s10,1,15.085,101,1.511,200,100
Qq2k3k3v100v100m1000s1,1,15.035,106,1.48,200,100
Qq2k3k3v100v100m1000s2,1,14.925,120,1.487,200,100
Qq2k3k3v100v100m1000s3,1,15.1,121,1.488,200,100
Qq2k3k3v100v100m1000s4,1,14.845,127,1.507,200,100
Qq2k3k3v100v100m1000s5,1,14.84,117,1.482,200,100
Qq2k3k3v100v100m1000s6,1,15.23,109,1.54,200,100
Qq2k3k3v100v100m1000s7,1,14.86,126,1.474,200,100
Qq2k3k3v100v100m1000s8,1,15.23,91,1.527,200,100
Qq2k3k3v100v100m1000s9,1,14.85,110,1.467,200,100
Qq2k3k3v100v100m1200s10,1,17.94,126,1.5025,200,100
Qq2k3k3v100v100m1200s1,1,18.12,125,1.4925,200,100
Qq2k3k3v100v100m1200s2,1,17.895,153,1.476667,200,100
Qq2k3k3v100v100m1200s3,1,18.11,146,1.485,200,100
Qq2k3k3v100v100m1200s4,1,17.775,149,1.5075,200,100
Qq2k3k3v100v100m1200s5,1,17.8,137,1.491667,200,100
Qq2k3k3v100v100m1200s6,1,18.21,131,1.5275,200,100
Qq2k3k3v100v100m1200s7,1,18.02,141,1.500833,200,100
Qq2k3k3v100v100m1200s8,1,18.485,103,1.536667,200,100
Qq2k3k3v100v100m1200s9,1,17.86,135,1.459167,200,100
Qq2k3k3v100v100m1400s10,1,20.98,150,1.514286,200,100
Qq2k3k3v100v100m1400s1,1,20.93,156,1.468571,200,100
Qq2k3k3v100v100m1400s2,1,20.82,171,1.465714,200,100
Qq2k3k3v100v100m1400s3,1,21.09,171,1.489286,200,100
Qq2k3k3v100v100m1400s4,1,20.72,171,1.493571,200,100
Qq2k3k3v100v100m1400s5,1,20.99,161,1.512857,200,100
Qq2k3k3v100v100m1400s6,1,21.165,155,1.524286,200,100
Qq2k3k3v100v100m1400s7,1,21.125,159,1.498571,200,100
Qq2k3k3v100v100m1400s8,1,21.32,127,1.516429,200,100
Qq2k3k3v100v100m1400s9,1,20.835,152,1.451429,200,100
Qq2k3k3v100v100m1600s10,1,24,173,1.506875,200,100
Qq2k3k3v100v100m1600s1,1,23.97,180,1.47875,200,100
Qq2k3k3v100v100m1600s2,1,23.7,194,1.456875,200,100
Qq2k3k3v100v100m1600s3,1,24.115,191,1.49375,200,100
Qq2k3k3v100v100m1600s4,1,23.77,188,1.5,200,100
Qq2k3k3v100v100m1600s5,1,24.075,180,1.511875,200,100
Qq2k3k3v100v100m1600s6,1,24.26,177,1.51875,200,100
Qq2k3k3v100v100m1600s7,1,24.2,185,1.50625,200,100
Qq2k3k3v100v100m1600s8,1,24.46,151,1.5175,200,100
Qq2k3k3v100v100m1600s9,1,23.875,172,1.461875,200,100
Qq2k3k3v100v100m1800s10,1,26.925,193,1.505556,200,100
Qq2k3k3v100v100m1800s1,1,27.135,194,1.491667,200,100
Qq2k3k3v100v100m1800s2,1,26.73,213,1.457778,200,100
Qq2k3k3v100v100m1800s3,1,27.09,215,1.495,200,100
Qq2k3k3v100v100m1800s4,1,26.85,209,1.508333,200,100
Qq2k3k3v100v100m1800s5,1,26.835,211,1.498889,200,100
Qq2k3k3v100v100m1800s6,1,27.325,200,1.529444,200,100
Qq2k3k3v100v100m1800s7,1,27.27,204,1.500556,200,100
Qq2k3k3v100v100m1800s8,1,27.455,168,1.513889,200,100
Qq2k3k3v100v100m1800s9,1,26.78,199,1.462222,200,100
Qq2k3k3v100v100m2000s10,1,29.86,214,1.496,200,100
Qq2k3k3v100v100m2000s1,1,30.105,219,1.4915,200,100
Qq2k3k3v100v100m2000s2,1,29.72,241,1.461,200,100
Qq2k3k3v100v100m2000s3,1,29.975,239,1.483,200,100
Qq2k3k3v100v100m2000s4,1,29.74,236,1.503,200,100
Qq2k3k3v100v100m2000s5,1,29.935,226,1.5045,200,100
Qq2k3k3v100v100m2000s6,1,30.445,214,1.5275,200,100
Qq2k3k3v100v100m2000s7,1,30.205,227,1.4955,200,100
Qq2k3k3v100v100m2000s8,1,30.475,183,1.511,200,100
Qq2k3k3v100v100m2000s9,1,29.895,219,1.4735,200,100
Qq2k3k3v100v100m400s10,1,5.975,45,1.5,200,100
