@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC

@DATA
SAT11/random/large/unif-k7-r85-v400-c34000-S1275797759-041-UNKNOWN.cnf,1,0.0175,65.4172,54.9265,34000,0.0175,0.0175,34000,64.5,57.3176,51.7113,0.0196,66,66.1417,0.0157,2,60
SAT11/random/large/unif-k7-r85-v250-c21250-S1274193329-021-UNKNOWN.cnf,1,0.028,40.9505,47.0176,21250,0.028,0.028,21250,57.4779,48.6069,45.2542,0.0314,41,41.0515,0.0247,2,49.741
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S338979727-056-UNKNOWN.cnf,1,0.0006,2135.76,45.6667,41711,0.0003,0.0003,42000,85.1667,50.9286,35.3125,0.0008,2139,2110.47,0,5,58.25
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1910317962-059.UNKNOWN.cnf,1,0.0091,96.7849,25.1893,1897,0.0069,0.0069,1917,28.0216,25.5503,24.8721,0.0153,97,96.6968,0.0032,4,27.8159
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S248192082-054.UNKNOWN.cnf,1,0.0086,128.105,31.0727,2538,0.0052,0.0052,2556,38.2884,32.0491,29.6108,0.0106,128,128.188,0.0008,4,34.4952
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S183128297-005.SATISFIABLE.cnf,1,0.0101,88.5473,23.0008,1701,0.0076,0.0076,1704,28.5751,23.2761,22.8595,0.0141,89,88.6762,0.0029,4,27.0452
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S118521533-021.UNKNOWN.cnf,1,0.04,24.9157,26.7086,2662,0.04,0.04,2662,29.5602,27.7506,26.5717,0.0511,25,24.7319,0.0297,2,28.2539
SAT11/random/medium/unif-k7-r89-v50-c4450-S768928417-025.SATISFIABLE.cnf,1,0.14,8.885,19.7098,4450,0.14,0.14,4450,20.2717,19.7145,19.4261,0.1515,9,8.8853,0.1213,2,19.9472
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S207562876-057.UNKNOWN.cnf,1,0.0333,29.5953,30.4974,3195,0.0333,0.0333,3195,33.5058,31.7766,30.3989,0.0416,30,29.7113,0.0266,3,32.8826
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S648642831-094-UNKNOWN.cnf,1,0.0002,3723.5,72.4,145968,0.0001,0.0001,147000,195.5,92.3333,34.3333,0.0003,3723.5,7374.75,0,5,120.75
SAT11/random/medium/unif-k7-r89-v50-c4450-S1430772875-039.SATISFIABLE.cnf,1,0.14,8.9281,19.5384,4450,0.14,0.14,4450,19.8814,19.6071,19.5276,0.1485,9,8.8911,0.1283,2,19.7468
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1259410977-065-UNKNOWN.cnf,1,0.0012,1058.38,38.2955,20886,0.0006,0.0006,21000,58.7609,40.9643,33.4286,0.0016,1077,1071.58,0.0001,5,45.1034
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S675870149-098.SATISFIABLE.cnf,1,0.04,24.9485,27.0289,2662,0.04,0.04,2662,29.9467,27.7534,26.7004,0.0511,25,24.9082,0.0289,2,28.1025
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S970100151-015-UNKNOWN.cnf,1,0.0002,3687,72,146031,0.0001,0.0001,147000,167,83.25,25.75,0.0003,3687,5952.4,0,5,110
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,0.0025,524.984,32.4063,10414,0.0013,0.0013,10500,41.971,33.5169,29.1504,0.003,528,527.311,0.0003,4,35.7069
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1085677759-100.UNKNOWN.cnf,1,0.0102,108.42,26.0937,2119,0.0062,0.0062,2130,33.7168,27.4633,24.7575,0.0123,108,108.099,0.0024,4,30.2313
SAT11/random/large/unif-k7-r85-v300-c25500-S1859210562-077-UNKNOWN.cnf,1,0.0233,49.2141,50.3506,25500,0.0233,0.0233,25500,60.3608,51.7724,48.1194,0.026,49,49.799,0.0205,2,53.9048
SAT11/random/large/unif-k5-r20-v1000-c20000-S945664020-055-UNKNOWN.cnf,1,0.005,189.072,54.2222,20000,0.005,0.005,20000,68.7778,57.275,46.55,0.0069,190,191.859,0.0037,3,61.0606
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S2050053883-062.SATISFIABLE.cnf,1,0.0067,131.776,30.7937,2549,0.0051,0.0051,2556,39.1891,31.4194,28.8384,0.0102,132,131.515,0.002,4,37.407
SAT11/random/medium/unif-k7-r89-v50-c4450-S2039518547-066.UNKNOWN.cnf,1,0.14,8.8485,19.8398,4450,0.14,0.14,4450,20.2621,19.8521,19.5821,0.1488,9,8.9188,0.1281,2,19.8711
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1926673460-089.SATISFIABLE.cnf,1,0.05,20.0584,22.7389,2130,0.05,0.05,2130,24.1285,23.3016,22.5501,0.0615,20,20.0576,0.038,2,23.6215
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S218235649-089.SATISFIABLE.cnf,1,0.04,24.7035,26.7543,2662,0.04,0.04,2662,29.0321,27.4973,26.5329,0.0485,25,24.6803,0.0278,2,28.2673
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1298256564-085.UNKNOWN.cnf,1,0.0078,141.682,32.8876,2760,0.0047,0.0047,2769,39.2527,33.8508,31.0862,0.0098,142,141.845,0.0018,4,38.1112
SAT11/random/large/unif-k5-r20-v2000-c40000-S971556279-001-UNKNOWN.cnf,1,0.0025,383.112,66.1176,40000,0.0025,0.0025,40000,108.619,74.0952,48.8667,0.0036,382,383.607,0.0016,3,80.4286
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S2058622508-076.SATISFIABLE.cnf,1,0.0094,116.715,28.8707,2309,0.0057,0.0057,2343,33.7565,29.3591,28.4443,0.0147,117,116.939,0.0017,4,33.0385
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S82160031-050.SATISFIABLE.cnf,1,0.0286,34.7079,34.414,3727,0.0286,0.0286,3727,37.4532,36.4004,33.8938,0.0365,35,34.72,0.0212,3,37.1497
SAT11/random/large/unif-k5-r20-v2000-c40000-S1143439968-082-UNKNOWN.cnf,1,0.0025,383.722,69.4286,40000,0.0025,0.0025,40000,108.6667,75.75,57.9,0.0035,383.5,381.053,0.0016,3,83.25
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S840292785-048-UNKNOWN.cnf,1,0.0003,3382.2,57,83430,0.0002,0.0002,84000,139.3333,71.5714,38.5714,0.0005,4206,4256.38,0,5,84.8889
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S785747282-100.UNKNOWN.cnf,1,0.0101,87.6979,22.4467,1699,0.0076,0.0076,1704,26.3246,22.9368,20.7745,0.0141,88,87.8414,0.0029,4,24.2862
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S973075635-083.SATISFIABLE.cnf,1,0.0068,163.412,34.8253,3175,0.0041,0.0041,3195,42.0565,37.4212,27.9882,0.0088,164,163.909,0.0006,4,38.1539
SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1,0.028,41.3419,47.3826,21250,0.028,0.028,21250,56.2746,48.6606,45.383,0.0309,41,41.0082,0.0253,2,50.2207
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S812011128-009.SATISFIABLE.cnf,1,0.0073,151.853,34.402,2973,0.0044,0.0044,2982,42.7725,35.6602,33.6874,0.0091,152,152.028,0.0017,4,39.8978
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1,0.05,19.9199,22.6494,2130,0.05,0.05,2130,24.3319,23.4563,22.4662,0.0657,20,19.9873,0.0338,2,23.8321
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1230934123-063.UNKNOWN.cnf,1,0.0074,149.938,33.9146,2944,0.0045,0.0045,2982,38.4498,36.0186,33.7646,0.0099,150,149.55,0.0003,4,38.2768
SAT11/random/large/unif-k7-r85-v250-c21250-S655589261-059-UNKNOWN.cnf,1,0.028,41.0289,47.0828,21250,0.028,0.028,21250,60.7759,48.861,44.5967,0.0307,41,41.1507,0.0249,2,50.4122
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1677156340-036.UNKNOWN.cnf,1,0.0068,128.982,30.6715,2543,0.0052,0.0052,2556,35.8885,31.0973,29.2721,0.0102,129,129.111,0.002,4,34.8876
SAT11/random/large/unif-k5-r20-v1000-c20000-S72635791-098-UNKNOWN.cnf,1,0.005,191.776,52.8043,20000,0.005,0.005,20000,69.2857,56.0606,41.8077,0.0066,192,189.751,0.0036,3,58.9524
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S295912653-089.UNKNOWN.cnf,1,0.0667,15.2511,18.2838,1597,0.0667,0.0667,1597,19.8559,18.8662,18.0614,0.0802,15,15.2243,0.0457,2,18.9789
SAT11/random/large/unif-k5-r20-v1500-c30000-S976428817-077-UNKNOWN.cnf,1,0.0033,288.557,61.1304,30000,0.0033,0.0033,30000,103.3077,67,50.5,0.0043,290,288.099,0.0024,3,71.9091
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S761041117-050.UNKNOWN.cnf,1,0.0147,75.2184,21.2002,1471,0.0089,0.0089,1491,23.9008,21.3371,20.9629,0.017,75,75.1422,0.0034,4,23.4184
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1295196126-061.UNKNOWN.cnf,1,0.0204,54.6603,17.1792,1061,0.0124,0.0124,1065,18.6303,18.1321,17.0346,0.0283,55,54.7378,0.0057,4,18.4219
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S313385224-076-UNKNOWN.cnf,1,0.0003,3413.6,59.5833,83454,0.0002,0.0002,84000,122.8,68,40.6667,0.0005,4245,4243.25,0,5,85
SAT11/random/large/unif-k5-r20-v2000-c40000-S394483079-002-UNKNOWN.cnf,1,0.0025,379.273,67.3182,40000,0.0025,0.0025,40000,105.0909,73.7333,54.0909,0.0034,382,382.659,0.0018,3,81.5294
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1610857498-043.SATISFIABLE.cnf,1,0.0093,120.778,28.8143,2333,0.0056,0.0056,2343,34.6178,29.2537,28.0219,0.0124,121,120.659,0.0017,4,34.216
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S332580795-055.SATISFIABLE.cnf,1,0.05,20.0608,23.0862,2130,0.05,0.05,2130,24.8474,23.3584,23.0009,0.0592,20,19.9753,0.0366,2,24.1271
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1693168158-005.UNKNOWN.cnf,1,0.0093,117.552,29.1189,2329,0.0057,0.0057,2343,34.6534,29.5715,27.325,0.0146,117,117.501,0.0021,4,32.2778
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S900569154-026.SATISFIABLE.cnf,1,0.0073,151.49,34.0771,2964,0.0045,0.0045,2982,39.6789,34.6768,32.6463,0.0101,151,150.671,0.0017,4,39.5295
SAT11/random/medium/unif-k7-r89-v60-c5340-S1720200795-004.UNKNOWN.cnf,1,0.1167,10.5036,22.571,5340,0.1167,0.1167,5340,23.0478,22.7194,22.4522,0.1266,10,10.4695,0.1084,2,22.8019
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S895938734-057-UNKNOWN.cnf,1,0.0001,8467,75.25,166834,0.0001,0.0001,168000,380,94,3,0.0003,8467,8533,0,5,122
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1440346932-010.SATISFIABLE.cnf,1,0.0104,84.9884,24.3142,1690,0.008,0.008,1704,27.0924,24.8235,22.107,0.0166,85,84.491,0.003,4,26.8713
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S797651048-056.UNKNOWN.cnf,1,0.0115,76.9038,21.7804,1487,0.0087,0.0087,1491,25.1957,22.2083,20.8267,0.0168,77,76.9135,0.004,4,22.8178
SAT11/random/large/unif-k5-r20-v1500-c30000-S877088425-001-UNKNOWN.cnf,1,0.0033,286.345,59.1905,30000,0.0033,0.0033,30000,93.8824,65.7872,46.1333,0.0044,288,287.566,0.0024,3,72.1739
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1565617179-002.UNKNOWN.cnf,1,0.0074,149.234,33.4143,2960,0.0045,0.0045,2982,38.5529,34.3028,33.4007,0.0108,149,148.786,0.0017,4,38.3474
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S481747904-003.SATISFIABLE.cnf,1,0.0104,107.254,27.374,2114,0.0063,0.0063,2130,32.6704,27.4935,25.7134,0.0137,107,106.912,0.0024,4,32.0406
SAT11/random/large/unif-k7-r85-v250-c21250-S977260632-016-UNKNOWN.cnf,1,0.028,41.6383,48.3456,21250,0.028,0.028,21250,58.624,49.2798,45.3169,0.0311,41,41.2701,0.0248,2,49.7566
SAT11/random/medium/unif-k7-r89-v90-c8010-S1458811765-091.UNKNOWN.cnf,1,0.0778,15.377,31.1107,8010,0.0778,0.0778,8010,32.0388,31.5792,30.6339,0.0844,15,15.3204,0.0705,2,32.0388
SAT11/random/medium/unif-k7-r89-v90-c8010-S423984545-074.UNKNOWN.cnf,1,0.0778,15.3595,31.017,8010,0.0778,0.0778,8010,31.4092,31.3231,30.1569,0.084,15,15.3338,0.0694,2,31.4092
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1940049314-069.SATISFIABLE.cnf,1,0.0093,118.087,27.6306,2328,0.0057,0.0057,2343,34.0454,29.2033,26.886,0.0142,118,118.447,0.0021,4,32.4933
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S20037494-023.SATISFIABLE.cnf,1,0.05,20.0553,22.9014,2130,0.05,0.05,2130,24.2407,23.2037,22.8858,0.0615,20,20.0902,0.0418,2,24.122
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S436871389-051.SATISFIABLE.cnf,1,0.04,24.9746,27.0441,2662,0.04,0.04,2662,29.5831,27.627,26.562,0.0492,25,24.9543,0.0297,2,28.252
SAT11/random/medium/unif-k7-r89-v80-c7120-S153059456-076.SATISFIABLE.cnf,1,0.0875,13.6199,28.5287,7120,0.0875,0.0875,7120,28.8933,28.6082,28.3392,0.1006,13,13.6103,0.0803,2,28.7514
SAT11/random/medium/unif-k7-r89-v60-c5340-S1583005701-053.SATISFIABLE.cnf,1,0.1167,10.5359,22.6499,5340,0.1167,0.1167,5340,23.1289,22.7725,22.4635,0.1281,10,10.5415,0.1079,2,22.9035
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1836400953-011.UNKNOWN.cnf,1,0.0333,29.6559,30.5654,3195,0.0333,0.0333,3195,33.2484,31.3919,29.7025,0.0429,30,29.7213,0.0254,3,32.0484
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S525505471-054-UNKNOWN.cnf,1,0.0003,3384.6,57.8889,83408,0.0002,0.0002,84000,107,67.3333,38.1111,0.0004,4205,4279.5,0,5,77
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S677627694-051-UNKNOWN.cnf,1,0.0005,2120.29,48.3,41704,0.0003,0.0003,42000,86.4,52.8276,31.125,0.0008,2119,2027.3,0,5,61
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S735137557-045.SATISFIABLE.cnf,1,0.0068,129.78,31.0642,2544,0.0052,0.0052,2556,34.9217,32.1982,30.0062,0.0126,130,129.967,0.002,4,32.326
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1116496771-020.SATISFIABLE.cnf,1,0.0333,29.7138,30.5198,3195,0.0333,0.0333,3195,34.347,31.4145,30.1514,0.0404,30,29.7261,0.0254,3,32.8145
SAT11/random/medium/unif-k7-r89-v60-c5340-S614849838-039.UNKNOWN.cnf,1,0.1167,10.4415,22.8044,5340,0.1167,0.1167,5340,23.4932,22.8186,22.4852,0.1264,10,10.4431,0.1069,2,23.0027
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S1401248878-094-UNKNOWN.cnf,1,0.0001,10567,72.8,208528,0.0001,0.0001,210000,255,93.3333,6,0.0002,10567,10650.3,0,6,118
SAT11/random/medium/unif-k7-r89-v60-c5340-S1141565617-016.SATISFIABLE.cnf,1,0.1167,10.5195,22.7422,5340,0.1167,0.1167,5340,23.274,22.8706,22.5229,0.13,10,10.4559,0.1056,2,22.9084
SAT11/random/large/unif-k7-r85-v200-c17000-S72668411-025-UNKNOWN.cnf,1,0.035,33.3103,56.7825,17000,0.035,0.035,17000,57.9055,56.7964,56.1715,0.0386,33,33.3663,0.0317,2,57.9055
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1091905403-047-UNKNOWN.cnf,1,0.0005,2130.38,46.3636,41730,0.0003,0.0003,42000,80.6875,52.2308,30.1905,0.0009,2125.5,2032.14,0.0001,5,57.6842
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1508981094-051.UNKNOWN.cnf,1,0.0667,15.2119,18.5726,1597,0.0667,0.0667,1597,19.8551,18.7938,18.3645,0.0808,15,15.1962,0.0513,2,19.4458
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1781430408-009-UNKNOWN.cnf,1,0.001,1053.7,39.7,20901,0.0006,0.0006,21000,55,42.2353,31.4902,0.0016,1067.5,1067.24,0.0002,5,44.4528
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1499315720-089.SATISFIABLE.cnf,1,0.0333,29.8413,30.8556,3195,0.0333,0.0333,3195,33.8752,31.2691,30.2136,0.0416,30,29.8267,0.0216,3,33.2699
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S831119356-083.SATISFIABLE.cnf,1,0.0103,106.978,26.9931,2116,0.0063,0.0063,2130,30.4406,27.3732,24.8242,0.0128,107,106.866,0.0024,4,29.5889
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1468528501-076.SATISFIABLE.cnf,1,0.0085,128.939,30.4691,2543,0.0052,0.0052,2556,34.6451,31.2469,30.095,0.0102,129,129.169,0.002,4,33.6197
SAT11/random/medium/unif-k7-r89-v50-c4450-S675112162-053.SATISFIABLE.cnf,1,0.14,8.9034,19.5996,4450,0.14,0.14,4450,20.0175,19.7841,19.5414,0.1566,9,8.9099,0.127,2,19.8076
SAT11/random/large/unif-k5-r20-v2000-c40000-S656892101-075-UNKNOWN.cnf,1,0.0025,381.076,64.4737,40000,0.0025,0.0025,40000,108.3684,72.1333,47.5,0.0035,386,376.122,0.0015,3,80.1875
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S419010076-063-UNKNOWN.cnf,1,0.0002,7459.5,64.5,146006,0.0001,0.0001,147000,254,86.5,37.8,0.0003,7459.5,5927.2,0,5,112
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1223020224-097.UNKNOWN.cnf,1,0.0135,65.5566,19.2026,1274,0.0102,0.0102,1278,21.7638,19.4035,17.8897,0.0235,66,65.7347,0.0039,4,21.4165
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1750722942-074.UNKNOWN.cnf,1,0.0667,15.2048,18.6155,1597,0.0667,0.0667,1597,19.6619,19.0843,18.4107,0.0883,15,15.2299,0.0526,2,19.4331
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1734827769-099.UNKNOWN.cnf,1,0.0085,130.639,31.0944,2548,0.0051,0.0051,2556,36.5753,31.5922,30.706,0.0118,131,130.724,0.002,4,32.5482
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S926207202-053-UNKNOWN.cnf,1,0.0002,6356,59.8333,125199,0.0001,0.0001,126000,149.5,74.2,42.8333,0.0003,6356,6359.6,0,5,90.8333
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1760258375-046.UNKNOWN.cnf,1,0.05,19.8637,23.1551,2130,0.05,0.05,2130,24.4803,23.5744,22.9735,0.061,20,19.8492,0.0385,2,24.4636
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S466707249-079.SATISFIABLE.cnf,1,0.0079,139.953,32.6407,2756,0.0048,0.0048,2769,39.2316,33.4609,32.2247,0.0109,140,140.297,0.0015,4,37.4362
SAT11/random/large/unif-k5-r20-v1250-c25000-S1688530456-019-UNKNOWN.cnf,1,0.004,238.341,57.6,25000,0.004,0.004,25000,81.6607,61.72,47.7619,0.0052,240,238.466,0.0028,3,66.1667
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S1298436766-097-UNKNOWN.cnf,1,0.0003,3399,58.4286,83430,0.0002,0.0002,84000,138.25,69.375,35.1667,0.0004,4250,4253,0,5,80.3571
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S100095490-071.SATISFIABLE.cnf,1,0.0286,34.5639,34.4647,3727,0.0286,0.0286,3727,38.5553,35.7067,33.9469,0.0365,35,34.7825,0.022,3,37.4465
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1778317451-042-UNKNOWN.cnf,1,0.0005,2115.71,48.8333,41713,0.0003,0.0003,42000,87.1538,54.5,35.7333,0.0008,2114,2130.19,0,5,60.64
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S860541986-078.UNKNOWN.cnf,1,0.0211,52.379,16.463,1054,0.013,0.013,1065,17.5305,17.1039,16.0184,0.0266,52,52.2684,0.0057,3,17.4822
SAT11/random/medium/unif-k7-r89-v70-c6230-S944754256-018.SATISFIABLE.cnf,1,0.1,12.1296,25.5212,6230,0.1,0.1,6230,25.8035,25.5929,25.422,0.1093,12,12.1134,0.0902,2,25.6559
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S960948361-055.UNKNOWN.cnf,1,0.0095,138.727,31.8847,2749,0.0048,0.0048,2769,38.3633,32.7805,31.1441,0.0105,139,138.776,0.0018,4,37.2278
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1914191877-004.SATISFIABLE.cnf,1,0.0147,76.0748,20.7999,1480,0.009,0.009,1491,24.2411,22.2919,20.6679,0.0209,76,76.0319,0.0034,4,23.2629
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S247862791-097.UNKNOWN.cnf,1,0.0082,107.522,26.5278,2119,0.0062,0.0062,2130,30.0545,27.3074,25.7594,0.0123,108,107.647,0.0009,4,29.6946
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1227489160-001.UNKNOWN.cnf,1,0.0667,15.1383,18.3321,1597,0.0667,0.0667,1597,19.9973,18.746,18.1881,0.0827,15,15.2032,0.0488,2,19.0685
SAT11/random/large/unif-k5-r20-v1250-c25000-S936047914-093-UNKNOWN.cnf,1,0.004,238.133,59,25000,0.004,0.004,25000,81,63.8387,51.0333,0.0054,239,241.401,0.0027,3,68.6522
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S664770261-061.SATISFIABLE.cnf,1,0.0054,163.359,36.8256,3188,0.0041,0.0041,3195,41.0172,37.9122,34.4567,0.0078,163,163.926,0.0016,4,38.2313
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S752966552-099.SATISFIABLE.cnf,1,0.0286,34.6977,34.4101,3727,0.0286,0.0286,3727,37.5875,35.4826,34.2081,0.0346,35,34.5182,0.0215,3,36.4054
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S1378008329-078.SATISFIABLE.cnf,1,0.0055,162.134,36.5333,3167,0.0042,0.0042,3195,41.0457,37.0756,36.1476,0.0095,162,161.923,0.0016,4,39.5803
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S758437099-099-UNKNOWN.cnf,1,0.0001,10536,71.75,208588,0.0001,0.0001,210000,233,103.5,0,0.0002,10536,10583.7,0,6,133.3333
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S2036658259-036.UNKNOWN.cnf,1,0.0073,150.165,33.5346,2965,0.0044,0.0044,2982,39.2369,34.6087,33.4806,0.0115,150,149.648,0.0017,4,38.1613
SAT11/random/medium/unif-k7-r89-v70-c6230-S1254276596-021.UNKNOWN.cnf,1,0.1,12.1327,25.4864,6230,0.1,0.1,6230,26.0462,25.7723,25.3675,0.1085,12,12.0863,0.0896,2,25.8216
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1787844685-006.SATISFIABLE.cnf,1,0.0333,29.7308,30.7095,3195,0.0333,0.0333,3195,33.7125,31.8632,30.6684,0.0451,30,29.7294,0.0238,2,33.1407
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1536900137-053.UNKNOWN.cnf,1,0.0128,86.3007,23.1814,1689,0.0078,0.0078,1704,24.9014,23.5809,22.0178,0.0178,86,85.9275,0.003,4,24.7239
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S259896945-079.SATISFIABLE.cnf,1,0.0333,29.7118,30.5818,3195,0.0333,0.0333,3195,33.5817,31.8568,29.9386,0.0413,30,29.8498,0.0238,3,32.3145
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S808762165-030-UNKNOWN.cnf,1,0.0003,5360.33,60.8571,104354,0.0001,0.0001,105000,166.5,70.6667,35.25,0.0004,5350,5319.67,0,5,85.2143
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1647930270-030.UNKNOWN.cnf,1,0.04,24.919,26.8366,2662,0.04,0.04,2662,29.3087,27.7139,26.3735,0.0488,25,24.8764,0.0248,2,28.0236
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1163259790-073.UNKNOWN.cnf,1,0.0074,118.358,27.9595,2333,0.0056,0.0056,2343,32.8709,28.6148,26.7708,0.0133,118,118.136,0.0021,4,31.9144
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1653142431-025.UNKNOWN.cnf,1,0.0333,29.6889,30.6463,3195,0.0333,0.0333,3195,33.6684,31.5519,30.5732,0.0429,30,29.6706,0.0257,2,32.1007
SAT11/random/medium/unif-k7-r89-v90-c8010-S661190852-039.SATISFIABLE.cnf,1,0.0778,15.3953,30.723,8010,0.0778,0.0778,8010,31.5754,30.9629,30.6607,0.0863,15,15.3666,0.0715,2,31.3986
SAT11/random/medium/unif-k7-r89-v70-c6230-S1780733482-097.UNKNOWN.cnf,1,0.1,12.0761,25.6551,6230,0.1,0.1,6230,26.3287,26.0733,25.0345,0.1103,12,12.1811,0.0873,2,26.0736
SAT11/random/large/unif-k7-r85-v250-c21250-S317257086-003-UNKNOWN.cnf,1,0.028,41.2398,47.4836,21250,0.028,0.028,21250,60.5242,48.7613,45.908,0.0313,41,41.1992,0.0246,2,50.2093
SAT11/random/large/unif-k5-r20-v1000-c20000-S941604910-059-UNKNOWN.cnf,1,0.005,189.599,52.9091,20000,0.005,0.005,20000,71,56.9524,44.8542,0.0066,189,190.347,0.0035,3,60.3939
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S116041094-082.UNKNOWN.cnf,1,0.0092,96.8569,24.5595,1905,0.007,0.007,1917,26.7487,24.8857,24.2619,0.0147,97,96.9515,0.0026,4,26.0533
