@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC

@DATA
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-7x39.cnf,1,33.0045,0.6243,0,0,0,0,0.0001,0,0.0008,12.2036,0.7532,0.4078,0.0073,0.0173,0,23.8227
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i8_pp.cnf,1,526.259,1.3044,0.0684,0.0296,0.0057,0.2557,0.5387,1.5922,1.4498,2.1626,0.7991,0,0.0105,0.0829,0.3654,15.5466
SAT_Competition2007/crafted/Hard/contest05/phnf/phnf-size10-exclusive-philo.used-as.sat04-988.sat05-4195.reshuffled-07.cnf,1,4261,0.6075,0.1626,0.0576,0.007,0.2899,0.2671,1.2297,1.1702,21.6649,0.6494,0,0.0013,0.0267,0.5,0
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf,1,8.6,0.204,0.1075,0.1057,0.1041,0.1077,0.0015,0.9599,0.0182,9.2343,0.709,0.9309,0.0026,0.0013,0.1115,234.6801
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-103-100.cnf,1,1.0854,0,0.3218,0.3208,0.3151,0.3227,1.4431,0,0.0523,0.8594,0.5,0.0004,0.0409,0,0.3236,15.424
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-12t22.sat05-1151.reshuffled-07.cnf,1,13.2162,0.8029,0.0095,0.0003,0.0001,0.1537,0.1961,1.1561,2.0749,8.1468,0.6207,0.0035,0.0022,0.1581,0.2776,14.1189
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-260-100.cnf,1,4.976,0.4506,0.2295,0.2295,0.2295,0.2296,0.0001,0,0.0001,1.0411,0.8333,0.5829,0.0096,0,0.2296,38.6778
SAT_Competition2009/CRAFTED/edgematching/all/em_7_3_6_all.cnf,1,31.0232,0.8464,0.0326,0.0248,0.0001,0.0537,0.2513,0.9623,1.0027,6.9052,0.8847,0.2345,0.0043,0,0.0819,25.5075
SAT_Competition2009/CRAFTED/Hard/contest05/phnf/phnf-size10-exclusive-equilarge_m3.used-as.sat04-900.sat05-4186.reshuffled-07.cnf,1,3336,0.6441,0,0,0,0,0.9961,1.2669,8.4885,48.7917,0.5837,0.0118,0.0007,0.0098,0.1026,0
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,1,8.9409,0.2162,0.0037,0.0034,0.0032,0.0039,0.8514,1.043,0.1059,1.3198,0.1925,0.0005,0.0294,0,0.0043,35.0743
SAT_Competition2007/crafted/Difficult/contest05/others/pmg-12-UNSAT.sat05-3940.reshuffled-07.cnf,1,2.6713,0.0118,0.1109,0.1109,0.1109,0.1109,0.0737,0.5818,0.0231,0.8559,0.504,0.0063,0.0159,0.0048,0.1424,32.8345
SAT_Competition2009/CRAFTED/modcircuits/mod3block_4vars_11gates_b2.cnf,1,404.786,1.2705,0.4941,0.4918,0.111,0.4951,1.643,1.9955,0.6751,47.1158,0.4233,0,0.053,0.9279,1,12.7617
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-gensys-icl100.sat05-3226.reshuffled-07.cnf,1,24.0107,1.7352,0.4979,0.4867,0.0232,0.4994,0.204,1.9614,0.6559,4.1345,0.3465,0,0.0251,0.3237,0.4999,34.5094
SAT_Competition2007/crafted/spence/hard/s109-100.cnf,1,1.0821,0,0.3222,0.3207,0.3148,0.3237,1.4681,0,0.0517,0.8618,0.5,0.0003,0.0395,0,0.3246,17.0957
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_20_360_u.cnf,1,31.8182,0.2926,0.3382,0.3375,0.3358,0.3383,2.1823,0.9339,0.3145,0.2057,0.2734,0,0.0056,0.1087,0.3576,9.35
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf,1,51.5333,2.135,0.499,0.496,0.4785,0.4997,0.2024,2.5935,0.3066,0.6413,0.1384,0,0.0203,0.1156,0.9999,15.1995
SAT_Competition2011/SAT02/handmade/simon/satex-challenges/par32-3.shuffled.cnf,1,44.5799,0.8658,0.1309,0.1204,0.0275,0.1379,2.13,1.3808,0.5739,0.553,0.4086,0,0.0594,1.0123,0.1868,41.3719
SAT_Competition2009/CRAFTED/modcircuits/mod3block_2vars_9gates_u2_autoenc.cnf,1,8.743,1.3499,0.0073,0.0021,0,0.0153,0.986,2.1042,2.0254,11.0766,0.3438,0.0001,0.0514,0.6133,0.0733,13.6413
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,21.2834,0.8401,0.1226,0.1069,0.0955,0.1348,1.4264,1.639,0.1698,1.5732,0.252,0,0.0304,0,0.1642,4.6202
SAT_Competition2011/SAT03/handmade/stanion/hwb/hwb-n32-02-S1478512323.shuffled-as.sat03-1638.cnf,1,5.7261,1.2332,0.0485,0.0283,0.0246,0.073,2.6844,1.7012,1.0878,1.1995,0.3685,0,0.0731,0.1253,0.2759,22.5289
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes4.cnf,1,28.1943,0.2642,0,0,0,0,0.0219,0.2427,4.5025,27.2205,0.9349,0.7414,0.0058,0.021,0,38.1165
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,5.567,0.4506,0.2295,0.2295,0.2295,0.2295,0.0001,1.0972,0.0001,1.0117,0.6361,0.5831,0.0083,0,0.2295,42.2709
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p30-s59841049.cnf,1,45.9508,0.1366,0,0,0,0,0.0253,0.1062,4.4658,54.2948,0.9742,0.832,0.0035,0.0088,0.0001,73.6742
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_507.cnf,1,22.8658,0.3211,0,0,0,0,0.0921,0,2.4452,27.3218,0.073,0.6365,0.0234,0,0,44.3904
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_464.cnf,1,20.5948,0.2994,0,0,0,0,0.0956,0,2.4657,25.4678,0.08,0.6427,0.026,0,0,52.2301
SAT_Competition2007/crafted/spence/medium/s73-100.cnf,1,1.0496,0,0.3183,0.3176,0.3114,0.3195,1.3545,0,0.0604,0.9922,0.5,0,0.0577,0,0.3209,13.6317
SAT_Competition2009/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,1250.95,1.0009,0.2606,0.0828,0.0496,0.3593,0.3092,1.067,0.8951,2.7111,0.6159,0.1024,0.0037,0,0.4177,21.795
SAT_Competition2009/CRAFTED/sgi/sgi-difficult7.cnf,1,9.0986,0.1255,0.0016,0.0009,0.0004,0.0028,0.0092,0.0552,0.8802,20.4095,0.9792,0.8762,0.0066,0.0258,0.0055,0
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g4.cnf,1,1028.5,0.2041,0,0,0,0,0.0836,0.1922,12.4488,48.733,0.9523,0.5791,0.0028,0.0128,0,57.1667
SAT_Competition2009/CRAFTED/Hard/contest05/others/sgp_9-8-8.sat05-2674.reshuffled-07.cnf,1,11953,0.5748,0.4073,0.1951,0.0185,0.5,0.7866,1.0349,0.8554,53.4099,0.6891,0,0.0001,0.352,0.5,0
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,20.1382,1.1172,0.1492,0.0218,0.0119,0.2345,0.4244,1.2069,1.1273,1.5727,0.698,0.0045,0.0099,0,0.3397,14.0307
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,21.6788,0.2492,0,0,0,0,0.0268,0.1689,3.6319,41.2847,0.962,0.7394,0.0046,0.011,0,57.9496
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf,1,61.0645,0.1939,0,0,0,0.0001,0.1872,0.1849,6.4525,51.564,0.9545,0.1503,0.002,0.0087,0.009,65.7153
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-85-100.cnf,1,1.0606,0,0.3204,0.3188,0.3124,0.3209,1.403,0,0.0572,0.939,0.5,0,0.05,0,0.3221,14.2243
SAT_Competition2007/crafted/Hard/contest05/counting-php/easier-fphp-035-029.sat05-1221.reshuffled-07.cnf,1,6,0.1662,0.0044,0.0044,0.0044,0.0044,0.0001,0.8941,0.0011,15.9788,0.7357,0.9108,0.0031,0.0333,0.0044,71.9211
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf,1,1.0542,0.5147,0.2859,0.2859,0.2859,0.286,0,0,0.0002,1.7589,0.7895,0.7155,0.0643,0,0.286,20.5043
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_11_3_4_fbc.cnf,1,147.443,1.1278,0.0029,0.0011,0.0006,0.2739,0.2755,1.2343,2.1853,2.9469,0.7043,0.0475,0.0031,0,0.4105,34.9028
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n120-s12930489-sat.cnf,1,2.6621,0.4506,0.2295,0.2295,0.2295,0.2295,0.0001,1.1149,0.0001,1.2361,0.6389,0.5831,0.0208,0,0.2295,24.0707
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_12_2_4_fbc.cnf,1,973.188,1.1396,0.0018,0.001,0.0006,0.0913,0.2281,1.2043,2.2604,3.8432,0.7125,0.0158,0.0025,0.0004,0.1533,34.908
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-7x6.cnf,1,0,0.8158,0.3528,0.3528,0.3528,0.3528,0,0,0,3.2185,0.7727,0.5992,0.0447,0.1212,0.3528,0
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.00-s1875077647.sat05-530.reshuffled-07.cnf,1,71.9871,0.483,0.0084,0.001,0.0001,0.0105,0.1018,1.0504,1.0641,3.1828,0.4369,0.4516,0.0092,0.021,0.0173,56.1334
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf,1,3.0255,0.4506,0.2295,0.2295,0.2295,0.2295,0.0001,1.1056,0.0001,1.1914,0.6756,0.5831,0.0179,0,0.2295,25.7552
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g5.cnf,1,87.5161,0.1973,0,0,0,0,0.0887,0.1879,12.3553,47.5218,0.9536,0.5666,0.0022,0.0091,0,64.3415
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1,24.5152,0.2767,0,0,0,0,0.0248,0.2608,4.4534,24.1092,0.9299,0.7384,0.0076,0.0236,0,40.1006
SAT_Competition2007/crafted/Medium/contest05/sabharwal/unsat-logistics-rotate-09t5.sat05-1139.reshuffled-07.cnf,1,65.0606,0.2053,0.0073,0.0038,0.0001,0.0077,0.0994,0.8636,3.4336,30.0796,0.724,0.5918,0.0011,0.0801,0.2584,23.1035
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-240-3.sat05-2205.reshuffled-07.cnf,1,12.9561,0,0.042,0.042,0.042,0.042,0,0.5623,0.0001,1.1999,0.5,0,0.0125,0,0.042,29.4766
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf,1,13.9857,0.1742,0,0,0,0,0.0203,0.11,3.8924,31.061,0.972,0.8144,0.0063,0.0149,0.0012,57.0222
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p15-s99099953.cnf,1,785.647,0.1235,0,0,0,0,0.0999,0.0868,5.3172,104.805,0.9829,0.3798,0.0017,0.0049,0.005,88.8889
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-21x14.cnf,1,58.5096,0.6183,0,0,0,0,0.0004,0,0.0026,9.946,0.7529,0.3928,0.0068,0.0152,0,25.078
SAT_Competition2009/CRAFTED/ramseycube/Q3inK10.cnf,1,0.0199,0,0.4988,0.4988,0.4988,0.4988,0,0,0,6.4613,0.5,0,0.2667,0,0.4988,0
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen7-n390-01-S248216171.sat05-478.reshuffled-07.cnf,1,11.0129,0,0.0383,0.037,0.0223,0.0389,0,0.5555,0.3304,0.9741,0.5,0,0.0093,0,0.0399,29.8003
SAT_Competition2007/crafted/Hard/contest04/others/Composite-048BitPrimes-0.sat05-503.reshuffled-07.cnf,1,285.04,0.6873,0.0906,0.0505,0.0234,0.0907,0.6667,1.3307,0.602,0.6328,0.27,0.0004,0.0218,0.0491,0.1081,30.1872
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-a-clqcolor-16-10-11.sat05-1253.reshuffled-07.cnf,1,2.4844,0.6664,0.1601,0.0828,0.0193,0.1696,0.0312,1.2234,0.7269,12.8166,0.4642,0.7833,0.0209,0.0018,0.1935,35.4504
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,47.7517,2.0261,0.499,0.496,0.4729,0.4997,0.1904,2.5376,0.3236,0.6711,0.1178,0,0.0131,0.1525,0.9999,14.2137
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-sat-gt-040.sat05-1297.reshuffled-07.cnf,1,26.2072,0.0748,0,0,0,0,0.0008,0.5992,0,14.2851,0.5047,0.4959,0.0019,0,0,48.2652
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1,28.1468,0.2616,0,0,0,0,0.0205,0.2427,6.763,27.3263,0.9349,0.76,0.0059,0.0193,0,45.0724
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-b-fclqcolor-10-07-09.sat05-1282.reshuffled-07.cnf,1,2.9953,1.0423,0.0656,0.0613,0.0071,0.0675,0.0642,1.5309,0.7234,9.1057,0.5161,0.7646,0.0383,0.0365,0.0755,23.3893
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,28.0813,0.3102,0,0,0,0,0.0871,0,2.5462,30.5956,0.0707,0.6535,0.0211,0,0,47.2259
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v1375c111739g6.cnf,1,36.3333,0.2365,0,0,0,0,0.0162,0.2255,7.3724,33.5315,0.9416,0.7879,0.0035,0.0125,0,54.2874
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,14.1988,0,0.042,0.042,0.042,0.042,0,0.5623,0.0001,1.1552,0.4944,0,0.0111,0,0.042,31.1524
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd005.sat05-3111.reshuffled-07.cnf,1,14.753,1.518,0.0516,0.0129,0.0094,0.4901,0.1739,1.7266,1.6789,6.067,0.5384,0.0001,0.0411,0.6459,0.9988,31.2632
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,54.9935,0.1547,0,0,0,0,0.0202,0.1006,3.7307,42.3837,0.9747,0.8523,0.0045,0.0114,0.0013,62.1178
SAT_Competition2007/crafted/Difficult/contest05/others/sgp_6-6-10.sat05-2670.reshuffled-07.cnf,1,7653,0.6855,0.05,0.0356,0.0128,0.0767,1.0232,1.1031,0.9138,24.1711,0.6726,0,0.0002,0.5843,0.34,0
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-016-015.sat05-1230.reshuffled-07.cnf,1,1.0776,0.2678,0.0443,0.0437,0.0431,0.0445,0.0011,1.0134,0.017,7.5645,0.6916,0.8858,0.0132,0.0737,0.0447,43.1547
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,1240.12,1.0009,0.2606,0.0828,0.0496,0.3593,0.3092,1.067,0.8951,3.212,0.6159,0.1024,0.0037,0,0.4177,21.795
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,18.7869,0.3603,0,0,0,0,0.1089,0,2.3167,21.5534,0.082,0.5972,0.0305,0,0,34.2399
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,1,15.2202,0.1468,0,0,0,0,0.0146,0.8405,3.9857,35.6282,0.6848,0.8442,0.0058,0.0128,0.0001,55
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen6-4-24-n650-03-S528656311.sat05-477.reshuffled-07.cnf,1,26.2926,0,0.0402,0.035,0.0296,0.043,0.7854,0.5717,0.2024,0.8589,0.5087,0.0001,0.0054,0,0.0496,26.5875
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g6.cnf,1,91.0909,0.2362,0,0,0,0,0.019,0.2249,7.5434,33.6884,0.9439,0.7761,0.0042,0.0165,0,45.2117
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-17_279.cnf,1,23.801,0.3384,0,0,0,0,0.1295,0,2.2495,15.8358,0.1062,0.5916,0.0217,0,0.0001,47.9128
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn002.sat05-3842.reshuffled-07.cnf,1,52.6766,2.148,0.499,0.4958,0.4765,0.4997,0.2011,2.6066,0.3148,0.7157,0.1285,0,0.0198,0.1072,0.9991,15.615
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,1,26.6925,0.7996,0.1103,0.1002,0.0882,0.126,1.5449,1.617,0.1958,1.5832,0.266,0,0.0337,0,0.1978,23.4934
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf,1,27.8553,0.267,0,0,0,0,0.0186,0.249,4.5069,27.5621,0.9322,0.7689,0.0051,0.0156,0,50.4871
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1,3.3809,0.4506,0.2295,0.2295,0.2295,0.2295,0.0001,1.108,0.0001,1.1571,0.6484,0.5831,0.0156,0,0.2295,29.0705
SAT_Competition2009/CRAFTED/sgi/new-difficult-21-168-19-90.cnf,1,9.313,0.1441,0.0007,0.0001,0,0.0011,0.0328,0.078,1.2117,23.3885,0.9762,0.8488,0.0111,0.0224,0.0022,52.3098
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,14.6752,0,0.042,0.042,0.042,0.042,0,0.5623,0.0001,1.1645,0.4964,0,0.0107,0,0.042,29.2068
SAT_Competition2009/CRAFTED/Hard/contest05/others/mod2c-rand3bip-sat-220-2.sat05-2489.reshuffled-07.cnf,1,24.2787,0.7698,0.1131,0.1022,0.0901,0.1312,1.6104,1.6062,0.1721,1.5781,0.2682,0,0.0273,0,0.1703,27.0994
SAT_Competition2007/crafted/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,94.092,0.7664,0.1377,0.1307,0.0608,0.139,2.4393,1.3357,0.4831,0.3874,0.3839,0,0.0308,0.0239,0.2511,56.0619
SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v400-s553296708.sat05-471.reshuffled-07.cnf,1,13.2003,0,0.0844,0.0775,0.0687,0.0887,0.8546,0.5461,0.1344,0.785,0.505,0.0003,0.0086,0,0.0995,31.4611
SAT_Competition2011/SAT03/handmade/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf,1,4.1538,1.1397,0.0485,0.03,0.0247,0.0698,2.3987,1.6601,1.0462,1.2839,0.3456,0.0003,0.0835,0.1342,0.2733,24.4369
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-ukn001.sat05-3841.reshuffled-07.cnf,1,51.0761,2.1322,0.499,0.4957,0.4748,0.4997,0.2029,2.5844,0.3317,0.7009,0.1161,0,0.0205,0.123,0.9999,14.9562
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07.cnf,1,2.8144,0,0.3832,0.3831,0.3831,0.3832,0,1.0038,0.0001,1.1054,0.2946,0,0.0286,0,0.3832,22.0862
SAT_Competition2011/SAT09/CRAFTED/modcircuits/mod4block_2vars_8gates_u2.cnf,1,12.0877,1.5069,0.0424,0.0024,0,0.1375,1.1369,2.1453,2.5323,11.4675,0.4111,0,0.0733,0.8204,1,13.0756
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i8_pp_ci_ce.cnf,1,727.75,1.3083,0.0684,0.0294,0.0055,0.255,0.5409,1.5974,1.4433,4.2927,0.8009,0,0.0104,0.0821,0.3592,16.4688
SAT_Competition2007/crafted/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,147.051,0.5399,0.056,0.0314,0.0252,0.058,0.4423,0.9221,0.4454,0.5608,0.5431,0.0004,0.0063,1.3953,0.0699,37.2483
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf,1,32.6585,0.2079,0,0,0,0,0.0235,0.1399,9.6789,52.843,0.9714,0.8312,0.0036,0.0086,0,56.4608
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i7_pp.cnf,1,320.605,1.3246,0.0693,0.0357,0.0083,0.2614,0.5855,1.6173,1.4091,1.8572,0.781,0,0.014,0.1021,0.367,15.1577
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,0.283,0.4265,0.2892,0.2892,0.2892,0.2892,0,0,0,1.8954,0.8478,0.7592,0.0404,0,0.2892,0
SAT_Competition2009/CRAFTED/Hard/contest04/others/Composite-096BitPrimes-0.sat05-507.reshuffled-07.cnf,1,1134.5,0.6752,0.0906,0.0728,0.0232,0.0908,0.6785,1.3195,0.5982,0.6247,0.2818,0,0.0107,0.0225,0.1077,87.4449
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,1,23.1928,0.9131,0.1201,0.1044,0.0894,0.151,1.4477,1.7119,0.2475,1.5774,0.2495,0,0.0331,0,0.2242,17.3457
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,1,101.249,0.1182,0,0,0,0,0.018,0.8136,2.9491,39.799,0.7508,0.848,0.0057,0.012,0.0001,70.5017
SAT_Competition2007/crafted/spence/medium/s85-100.cnf,1,1.0625,0,0.3205,0.3186,0.3124,0.3214,1.5156,0,0.0666,0.9471,0.5,0,0.0667,0,0.3226,14.2334
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d-0.02-s1542454144.sat05-533.reshuffled-07.cnf,1,43.4019,0.4828,0.0082,0.001,0.0005,0.0101,0.1006,1.0496,1.0964,3.359,0.4602,0.4481,0.0167,0.0212,0.0157,31.1623
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG7a-gensys-ukn005.sat05-3845.reshuffled-07.cnf,1,50.2924,2.1194,0.499,0.4958,0.4752,0.4997,0.2069,2.5821,0.3214,0.6703,0.1321,0,0.021,0.1253,0.9999,15.0643
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl008.sat05-2720.reshuffled-07.cnf,1,17.3279,2.5732,0.4999,0.4995,0.4909,0.5,0.2343,2.9077,0.3754,0.8477,0.1289,0,0.5837,0.1882,1,11.7105
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,1479.3,1.0192,0.1673,0.0737,0.0442,0.337,0.3001,1.0709,0.9521,3.2253,0.6253,0.0101,0.003,0.0006,0.4075,17.6355
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,23.3013,1.4986,0.3356,0.3087,0.2661,0.3505,0.8819,1.5926,0.3363,1.818,0.6256,0.0002,0.2837,0.6574,0.4047,13.4095
SAT_Competition2011/SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,42.8345,0.3513,0,0,0,0,0.0434,0.3284,5.5339,15.7616,0.9049,0.6634,0.0054,0.0297,0.0006,29.9594
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes5.cnf,1,33.6031,0.2593,0,0,0,0,0.0243,0.2437,5.8904,27.0213,0.9349,0.7675,0.0055,0.0202,0,54.7143
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s925928766.sat05-538.reshuffled-07.cnf,1,46.2038,0.4834,0.0078,0.0009,0.0001,0.0097,0.0986,1.0565,1.1135,3.5199,0.4396,0.4544,0.017,0.0204,0.015,41.7304
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-050-049.sat05-1238.reshuffled-07.cnf,1,1.055,0.1025,0.007,0.0066,0.0064,0.0079,0.003,0.8218,0.0982,24.7426,0.7386,0.9414,0.0012,0.021,0.0097,108.48
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,48.437,2.039,0.499,0.4958,0.4719,0.4997,0.1873,2.5306,0.3296,0.7217,0.1602,0,0.0204,0.1283,0.9999,15.0051
SAT_Competition2009/CRAFTED/sgi/satsgi-n19himBHm22-p0-q181.cnf,1,0.0349,0.1059,0.0715,0.0715,0.0714,0.0715,0,0,0.0004,10.3025,0.9779,0.9257,0.0072,0.0539,0.0716,0
SAT_Competition2009/CRAFTED/parity-games/instance_n2_i2_pp.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/counting-easier-fphp-014-012.sat05-1215.reshuffled-07.cnf,1,2,0.3256,0.0382,0.0378,0.0372,0.0389,0.0013,0.9932,0.0185,6.4431,0.6837,0.8571,0.0193,0.0902,0.0393,35.9395
