@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC

@DATA
SAT11/random/medium/unif-k7-r89-v80-c7120-S1254315629-032.SATISFIABLE.cnf,1,0.0875,13.7363,28.2267,7120,0.0875,0.0875,7120,29.0205,28.426,27.907,0.0965,14,13.6028,0.0772,2,28.4667,29.0205,0.6715,17,17,14,80,10,0.1985,0.0057,4448,28.4094,1.7213,27.907,9.8189,0.4164,0.0111,80,4403.4,4310,4310,9.5004,4356,4532,4371,4532,0.1954,0.0076,0.7566,0.0875,1.9985,10,0.0111,0.0128,0.0111,0.0112,0.093,3.7471,0.0916,0.0178,2,0.3026,0.882,0.2521,0.0002,0.0001,2,0,0.0001
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1081907273-083.UNKNOWN.cnf,1,0.0104,85.1691,23.0978,1690,0.0079,0.0079,1704,27.1109,23.7399,21.9052,0.0195,85,84.9267,0.003,4,26.1837,27.1109,0.3339,94,94,85,386,76,0.0815,0.0039,4005,24.2877,0.391,21.9052,14.06,0.4061,0.0385,400,3933.2857,3781,3781,11.817,3853,4012,3965,4012,0.0796,0.0083,0.5812,0.0078,0.9779,77,0.0156,0.0695,0.0059,0.2284,0.0386,2.8138,0.0388,0.02,4,0.2067,0.8616,0.2624,0.3549,0.093,4,0.0448,0.0771
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S89508070-083-UNKNOWN.cnf,1,0.0021,535.223,32.7021,10422,0.0013,0.0013,10500,42.0112,34.2881,30.3158,0.0031,535,530.961,0.0002,4,36.0885,37.166,0.2704,558,554,532,2431,508,0.0362,0.0006,116,34.4051,0.1422,31.3719,60.753,0.442,0.0061,2500,113.7158,86,71,44.4878,93,138,105,270,0.0339,0.002,0.4058,0.0012,0.6846,510,0.0025,0.068,0.0004,0.2333,0.0157,2.7371,0.0171,0.3386,4.9288,0.2106,0.8522,0.2031,0.8372,0.0994,5,0.0499,0.0867
SAT11/random/medium/unif-k7-r89-v60-c5340-S642174893-006.UNKNOWN.cnf,1,0.1167,10.5717,22.7396,5340,0.1167,0.1167,5340,23.3596,22.7875,22.5878,0.1311,10,10.49,0.1075,2,22.9292,23.3596,0.6879,14,13,10,60,8,0.218,0.0068,4528,22.8807,1.8706,22.5878,7.601,0.4194,0.011,60,4507.2,4437,4437,7.2822,4464,4614,4493,4614,0.2162,0.0096,0.7634,0.1167,2.12,8,0.011,0.0115,0.011,0.0112,0.1065,3.7853,0.1056,0.0136,2,0.3232,0.8873,0.2881,0.0001,0.0001,2,0,0.0001
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S707565158-096.SATISFIABLE.cnf,1,0.05,20.07,22.8825,2130,0.05,0.05,2130,24.9503,23.8384,22.8781,0.0596,20,20.075,0.0371,2,23.9312,24.9503,0.5669,24,25,20,100,16,0.1689,0.009,4365,23.6086,1.1985,22.8781,9.042,0.4289,0.0465,100,4306,4244,4244,8.1699,4246,4443,4281,4443,0.1674,0.0136,0.7072,0.05,1.6123,16,0.0459,0.0303,0.0423,0.0469,0.081,3.3504,0.0817,0.0158,2.6667,0.2576,0.8732,0.3021,0.0088,0.0017,3,0.001,0.0015
SAT11/random/medium/unif-k7-r89-v60-c5340-S1675230100-032.UNKNOWN.cnf,1,0.1167,10.4404,22.7445,5340,0.1167,0.1167,5340,23.3776,22.7835,22.3981,0.1315,10,10.4176,0.1064,2,22.915,23.3776,0.6906,13,13,10,60,8,0.2214,0.0069,4541,22.8437,1.8961,22.3981,7.854,0.4191,0.011,60,4523,4438,4438,7.5343,4506,4613,4517,4613,0.2176,0.0094,0.7673,0.1167,2.0978,8,0.011,0.0139,0.011,0.0112,0.1073,3.8171,0.1073,0.0125,2,0.3222,0.8844,0.2679,0.0001,0.0001,2,0,0.0001
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1462223811-042.SATISFIABLE.cnf,1,0.0102,87.5713,23.5205,1699,0.0077,0.0077,1704,28.6596,24.0384,21.6343,0.0171,87,87.6302,0.0029,4,28.3877,28.6596,0.3339,96,96,88,393,79,0.0786,0.0038,3975,24.9319,0.3861,21.6343,12.6052,0.385,0.033,400,3922,3812,3812,10.6086,3852,4034,3937,4034,0.0816,0.01,0.6061,0.0076,0.9498,79,0.0151,0.0976,0.0053,0.2313,0.0384,2.6844,0.043,0.0176,4,0.2133,0.8559,0.3026,0.3531,0.0924,4,0.0482,0.077
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S25975519-056.SATISFIABLE.cnf,1,0.0667,15.203,18.3692,1597,0.0667,0.0667,1597,19.3372,18.6188,18.0883,0.0839,15,15.1965,0.0551,2,18.8684,19.3372,0.5867,19,19,15,75,12,0.1865,0.0115,4417,18.6596,1.329,18.0883,7.5667,0.4225,0.0463,75,4405.7143,4351,4351,6.5653,4377,4516,4397,4516,0.1895,0.0182,0.719,0.0667,1.733,12,0.0462,0.0202,0.0445,0.047,0.0916,3.3826,0.0927,0.0111,2.2432,0.2706,0.882,0.326,0.005,0.0017,3,0.0009,0.0014
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S2051088205-036.UNKNOWN.cnf,1,0.05,20.0243,22.7322,2130,0.05,0.05,2130,24.4422,23.535,22.4558,0.0643,20,20.0165,0.0366,2,23.6954,24.4422,0.565,24,24,20,100,16,0.1645,0.0089,4370,23.3564,1.2026,22.4558,9.1852,0.4232,0.0465,100,4309.2857,4237,4237,8.3467,4269,4410,4291,4410,0.1678,0.0146,0.7088,0.05,1.6156,16,0.0458,0.0264,0.0441,0.0469,0.0793,3.4839,0.0809,0.0129,2.6768,0.2582,0.8746,0.2855,0.008,0.0018,3,0.0009,0.0016
SAT11/random/medium/unif-k7-r89-v70-c6230-S1805176884-064.UNKNOWN.cnf,1,0.1,12.0648,25.523,6230,0.1,0.1,6230,26.3543,25.5761,25.3849,0.1064,12,12.1568,0.0928,2,25.9437,26.3543,0.6811,15,15,12,70,9,0.2035,0.0066,4514,25.7564,1.8185,25.3849,8.7631,0.4131,0.0111,70,4458.6,4369,4369,8.467,4393,4589,4428,4589,0.2071,0.0088,0.7706,0.1,2.0392,9,0.0111,0.0136,0.0111,0.0112,0.0991,3.7952,0.1012,0.0183,2,0.3112,0.88,0.2644,0.0001,0.0001,2,0,0.0001
SAT11/random/medium/unif-k7-r89-v50-c4450-S1786071619-083.SATISFIABLE.cnf,1,0.14,8.9055,19.6172,4450,0.14,0.14,4450,20.1945,19.6651,19.463,0.1508,9,8.8919,0.1283,2,19.6693,20.1945,0.6998,12,12,9,50,6,0.2345,0.0086,4595,19.7218,1.9607,19.463,6.9286,0.4281,0.011,50,4568,4499,4499,6.4333,4527,4649,4570,4649,0.2324,0.0121,0.7705,0.14,2.2032,6,0.011,0.0126,0.011,0.0112,0.1159,3.5097,0.1117,0.0115,2,0.3338,0.8938,0.2945,0.0001,0.0001,2,0,0.0001
SAT11/random/large/unif-k7-r85-v400-c34000-S1275797759-041-UNKNOWN.cnf,1,0.0175,65.4172,54.9265,34000,0.0175,0.0175,34000,64.5,57.3176,51.7113,0.0196,66,66.1417,0.0157,2,60,62.0625,0.5993,74,75,66,400,57,0.1089,0.0011,87,57.3688,0.925,52.6104,33.4897,0.4529,0.0117,400,82.8462,62,54,33.4792,71,105,78,151,0.1178,0.0017,0.7079,0.0175,1.4251,57,0.0117,0.056,0.0117,0.0118,0.0418,4.4058,0.0758,0.2587,2.0401,0.2509,0.8642,0.1537,0.0002,0.0001,3,0.0001,0.0001
SAT11/random/large/unif-k7-r85-v250-c21250-S1274193329-021-UNKNOWN.cnf,1,0.028,40.9505,47.0176,21250,0.028,0.028,21250,57.4779,48.6069,45.2542,0.0314,41,41.0515,0.0247,2,49.741,52.8218,0.6196,47,47,41,250,35,0.1253,0.0018,218,48.9519,1.1742,46.5665,22.0736,0.4059,0.0117,250,217.4,152,139,22.1762,173,290,186,724,0.132,0.0025,0.7156,0.028,1.5351,35,0.0117,0.0526,0.0117,0.0118,0.0577,4.2365,0.1614,0.5059,2,0.284,0.8681,0.1958,0.0003,0.0001,2,0.0001,0.0001
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S338979727-056-UNKNOWN.cnf,1,0.0006,2135.76,45.6667,41711,0.0003,0.0003,42000,85.1667,50.9286,35.3125,0.0008,2139,2110.47,0,5,58.25,62.7,0.2391,2173,2158,2101,9740,2082,0.013,0.0002,21,52.2324,0.0617,42.625,282.824,0.1578,0.0017,10000,18.5345,13,9,153.105,15,29,17,40,0.0133,0.0005,0.3081,0.0003,0.6207,2096,0.0006,0.1658,0.0001,0.2335,0.0075,2.7259,0.0142,0.3533,5,0.292,0.8453,0.0743,0.7411,0.0921,5,0.047,0.0791
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1910317962-059.UNKNOWN.cnf,1,0.0091,96.7849,25.1893,1897,0.0069,0.0069,1917,28.0216,25.5503,24.8721,0.0153,97,96.6968,0.0032,4,27.8159,28.0216,0.3213,106,106,97,438,87,0.0776,0.0033,3974,26.0812,0.3487,24.8721,17.7794,0.3755,0.0295,450,3902.2857,3808,3808,14.3298,3831,4036,3907,4036,0.0751,0.0084,0.5901,0.0068,0.9329,87,0.0137,0.0456,0.0063,0.2309,0.0374,2.6647,0.0392,0.0199,4,0.2,0.8512,0.2527,0.3294,0.0813,4,0.0406,0.0699
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S248192082-054.UNKNOWN.cnf,1,0.0086,128.105,31.0727,2538,0.0052,0.0052,2556,38.2884,32.0491,29.6108,0.0106,128,128.188,0.0008,4,34.4952,38.2884,0.3124,138,139,128,582,118,0.065,0.0026,3869,32.7099,0.3034,29.6108,22.2365,0.3568,0.0217,600,3797,3647,3647,17.4363,3753,3921,3791,3921,0.067,0.0071,0.5362,0.0052,0.9023,118,0.0104,0.0811,0.0016,0.2293,0.0317,2.7206,0.0391,0.0212,4.0155,0.2078,0.8538,0.2288,0.6989,0.0864,5,0.044,0.0753
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S183128297-005.SATISFIABLE.cnf,1,0.0101,88.5473,23.0008,1701,0.0076,0.0076,1704,28.5751,23.2761,22.8595,0.0141,89,88.6762,0.0029,4,27.0452,28.5751,0.3298,98,98,89,396,80,0.0781,0.0037,4001,24.5861,0.3951,22.8595,13.6328,0.3904,0.0265,400,3939.4286,3843,3843,11.4123,3889,4074,3917,4074,0.0803,0.0088,0.5788,0.0076,0.9833,80,0.0148,0.0858,0.0059,0.2328,0.0361,2.6437,0.0401,0.0179,4,0.2009,0.8631,0.2671,0.3423,0.0948,4,0.052,0.0818
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S118521533-021.UNKNOWN.cnf,1,0.04,24.9157,26.7086,2662,0.04,0.04,2662,29.5602,27.7506,26.5717,0.0511,25,24.7319,0.0297,2,28.2539,29.5602,0.5521,30,30,25,125,20,0.1524,0.0071,4336,27.696,1.0931,26.5717,11.0281,0.4238,0.0466,125,4214.2857,4118,4118,9.9358,4138,4372,4166,4372,0.1515,0.0109,0.7029,0.04,1.5445,20,0.045,0.0353,0.0413,0.047,0.0738,3.5117,0.0727,0.0219,2.9677,0.2432,0.8706,0.2728,0.0069,0.0018,3,0.0009,0.0014
SAT11/random/medium/unif-k7-r89-v50-c4450-S768928417-025.SATISFIABLE.cnf,1,0.14,8.885,19.7098,4450,0.14,0.14,4450,20.2717,19.7145,19.4261,0.1515,9,8.8853,0.1213,2,19.9472,20.2717,0.7031,12,12,9,50,6,0.2347,0.0081,4610,19.8139,1.938,19.4261,6.8913,0.4307,0.011,50,4581,4511,4511,6.2688,4546,4671,4567,4671,0.2316,0.0103,0.7743,0.14,2.2272,6,0.011,0.0142,0.011,0.0112,0.1209,3.6243,0.1137,0.0121,2,0.34,0.8938,0.3136,0.0002,0.0001,2,0,0.0001
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S207562876-057.UNKNOWN.cnf,1,0.0333,29.5953,30.4974,3195,0.0333,0.0333,3195,33.5058,31.7766,30.3989,0.0416,30,29.7113,0.0266,3,32.8826,33.5058,0.5418,35,35,29,150,25,0.1398,0.006,4259,31.8011,1.0277,30.3989,12.6121,0.4289,0.046,150,4164,4104,4104,11.5623,4109,4286,4122,4286,0.1413,0.0103,0.6989,0.0333,1.474,24,0.044,0.0341,0.041,0.0469,0.0653,3.5509,0.0672,0.017,3,0.2434,0.8667,0.2506,0.0055,0.0017,3,0.0009,0.0014
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S648642831-094-UNKNOWN.cnf,1,0.0002,3723.5,72.4,145968,0.0001,0.0001,147000,195.5,92.3333,34.3333,0.0003,3723.5,7374.75,0,5,120.75,145.5,0.2239,0,7397,7377,34106,7343,0.004,0,5,99.2378,0.1824,57.75,3926,0.1257,0.0005,35000,3.957,2,1,830.25,3,6,4,12,1.4142,0.0002,0.2756,0.0001,1.6503,0,0.0002,0.3533,0,0.2337,0.003,2.7122,0.4281,0.5107,5.9091,0.7025,1.2254,0.0428,0.9575,0.0918,6,0.0468,0.0787
SAT11/random/medium/unif-k7-r89-v50-c4450-S1430772875-039.SATISFIABLE.cnf,1,0.14,8.9281,19.5384,4450,0.14,0.14,4450,19.8814,19.6071,19.5276,0.1485,9,8.8911,0.1283,2,19.7468,19.8814,0.705,12,12,9,50,6,0.2345,0.0086,4604,19.6603,1.9605,19.5276,6.7986,0.4255,0.011,50,4540.8,4487,4487,6.3385,4495,4613,4505,4613,0.2333,0.011,0.771,0.14,2.1885,6,0.011,0.0069,0.011,0.0112,0.1205,3.5307,0.1145,0.0123,2,0.3392,0.8892,0.3102,0.0001,0.0001,2,0,0.0001
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1259410977-065-UNKNOWN.cnf,1,0.0012,1058.38,38.2955,20886,0.0006,0.0006,21000,58.7609,40.9643,33.4286,0.0016,1077,1071.58,0.0001,5,45.1034,48.2059,0.2453,1105,1097,1073,4896,1031,0.0241,0.0003,49,41.719,0.0964,36.3958,166.462,0.3199,0.0033,5000,46.479,34,26,92.5085,38,60,43,114,0.1282,0.0011,0.3399,0.0006,0.6694,1033,0.0013,0.1118,0.0003,0.2344,0.0108,2.7062,0.3204,0.3004,5,0.5909,0.8819,0.1344,0.5634,0.0925,5,0.0471,0.0787
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S675870149-098.SATISFIABLE.cnf,1,0.04,24.9485,27.0289,2662,0.04,0.04,2662,29.9467,27.7534,26.7004,0.0511,25,24.9082,0.0289,2,28.1025,29.9467,0.5514,30,30,25,125,20,0.1524,0.0073,4350,27.8679,1.11,26.7004,10.4761,0.4283,0.0466,125,4213.4286,4086,4086,9.4805,4126,4387,4154,4387,0.153,0.0116,0.7021,0.04,1.5558,20,0.0449,0.035,0.0421,0.047,0.0704,3.4438,0.0725,0.0263,2.9919,0.2443,0.8724,0.2845,0.0112,0.0019,3,0.001,0.0015
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S970100151-015-UNKNOWN.cnf,1,0.0002,3687,72,146031,0.0001,0.0001,147000,167,83.25,25.75,0.0003,3687,5952.4,0,5,110,128.3333,0.2081,0,7514,7407,34109,0,0.5592,0,6,90.686,0.8541,58,3974,1.7882,0.0006,35000,4.3804,2,1,3018.4,3,7,4,11,1.4142,0.0002,0.2507,0.0001,1.495,0,0.0002,0.3172,0,0.2336,0.7626,2.7141,0.4612,0.5013,5.7609,1.0297,1.2463,1.6425,0.7089,0.0922,6,0.0471,0.079
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,0.0025,524.984,32.4063,10414,0.0013,0.0013,10500,41.971,33.5169,29.1504,0.003,528,527.311,0.0003,4,35.7069,37.4324,0.2647,548,547,528,2420,505,0.0332,0.0006,120,34.0087,0.1355,30.9605,74.3402,0.334,0.0063,2500,118.0543,91,75,47.9789,99,133,109,293,0.0716,0.0016,0.3915,0.0012,0.6875,505,0.0026,0.0784,0.0006,0.2324,0.0155,2.7369,0.067,0.3363,4.914,0.2278,0.8424,0.1716,0.5126,0.0926,5,0.0467,0.0787
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1085677759-100.UNKNOWN.cnf,1,0.0102,108.42,26.0937,2119,0.0062,0.0062,2130,33.7168,27.4633,24.7575,0.0123,108,108.099,0.0024,4,30.2313,33.7168,0.3143,118,118,108,490,99,0.0714,0.0031,3981,28.1221,0.3344,24.7575,20.8544,0.3777,0.0255,500,3907.8571,3769,3769,16.8805,3852,4047,3914,4047,0.071,0.0076,0.5399,0.0061,0.9337,99,0.0121,0.0982,0.0047,0.2312,0.0355,2.7057,0.0355,0.0213,4,0.2004,0.8558,0.2206,0.2813,0.0827,4,0.0404,0.0709
SAT11/random/large/unif-k7-r85-v300-c25500-S1859210562-077-UNKNOWN.cnf,1,0.0233,49.2141,50.3506,25500,0.0233,0.0233,25500,60.3608,51.7724,48.1194,0.026,49,49.799,0.0205,2,53.9048,55.3643,0.6092,57,57,50,300,42,0.1152,0.0015,145,52.1004,1.0806,48.5,25.7525,0.4346,0.0117,300,139.6061,108,97,26.0783,122,174,132,256,0.1219,0.0022,0.6975,0.0233,1.4839,41,0.0117,0.0506,0.0117,0.0118,0.0485,4.3937,0.0524,0.2546,2,0.2474,0.8643,0.1812,0.0003,0.0001,2,0.0001,0.0001
SAT11/random/large/unif-k5-r20-v1000-c20000-S945664020-055-UNKNOWN.cnf,1,0.005,189.072,54.2222,20000,0.005,0.005,20000,68.7778,57.275,46.55,0.0069,190,191.859,0.0037,3,61.0606,65.9388,0.478,204,204,192,1000,179,0.0553,0.001,48,57.493,0.3217,49.8431,54.3218,0.3791,0.0215,1000,41.52,30,23,43.4915,34,55,40,77,0.0791,0.0019,0.5826,0.005,1.043,174,0.0165,0.0972,0.0123,0.05,0.0246,3.6734,0.043,0.2571,3,0.2369,0.8554,0.1545,0.0115,0.0028,3,0.0015,0.0023
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S2050053883-062.SATISFIABLE.cnf,1,0.0067,131.776,30.7937,2549,0.0051,0.0051,2556,39.1891,31.4194,28.8384,0.0102,132,131.515,0.002,4,37.407,39.1891,0.3095,143,143,131,593,121,0.0646,0.0025,3768,32.9878,0.307,28.8384,19.9831,0.3597,0.0204,600,3746,3636,3636,16.0455,3735,3819,3755,3819,0.0673,0.0059,0.5176,0.0051,0.8972,121,0.01,0.1071,0.0039,0.2326,0.031,2.6803,0.0461,0.0136,4.0034,0.2119,0.8532,0.2401,0.3158,0.0899,5,0.0457,0.0756
SAT11/random/medium/unif-k7-r89-v50-c4450-S2039518547-066.UNKNOWN.cnf,1,0.14,8.8485,19.8398,4450,0.14,0.14,4450,20.2621,19.8521,19.5821,0.1488,9,8.9188,0.1281,2,19.8711,20.2621,0.7042,12,12,9,50,6,0.2347,0.0084,4576,19.8814,1.9706,19.5821,6.767,0.4202,0.011,50,4564,4518,4518,6.3174,4556,4602,4568,4602,0.2349,0.0112,0.7731,0.14,2.22,6,0.011,0.011,0.011,0.0112,0.1161,3.392,0.1177,0.006,2,0.336,0.8905,0.3018,0.0001,0.0001,2,0.0001,0.0001
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1926673460-089.SATISFIABLE.cnf,1,0.05,20.0584,22.7389,2130,0.05,0.05,2130,24.1285,23.3016,22.5501,0.0615,20,20.0576,0.038,2,23.6215,24.1285,0.5644,24,24,20,100,16,0.1689,0.0096,4372,23.272,1.1958,22.5501,9.1667,0.4182,0.0465,100,4291.4286,4218,4218,8.2589,4259,4398,4263,4398,0.1693,0.0155,0.709,0.05,1.6035,16,0.0459,0.021,0.0441,0.0469,0.0788,3.4893,0.0816,0.0143,2.697,0.2614,0.8745,0.295,0.0081,0.0017,3,0.0009,0.0016
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S218235649-089.SATISFIABLE.cnf,1,0.04,24.7035,26.7543,2662,0.04,0.04,2662,29.0321,27.4973,26.5329,0.0485,25,24.6803,0.0278,2,28.2673,29.0321,0.5506,30,30,25,125,20,0.1551,0.0071,4298,27.5932,1.0979,26.5329,11.6116,0.4305,0.0466,125,4253.1429,4194,4194,10.499,4201,4396,4232,4396,0.1532,0.0109,0.6898,0.04,1.5397,20,0.0451,0.0295,0.0424,0.047,0.0737,3.544,0.0731,0.0157,2.9677,0.2448,0.8708,0.261,0.0103,0.0017,3,0.0009,0.0015
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1298256564-085.UNKNOWN.cnf,1,0.0078,141.682,32.8876,2760,0.0047,0.0047,2769,39.2527,33.8508,31.0862,0.0098,142,141.845,0.0018,4,38.1112,39.2527,0.3086,152,153,142,641,131,0.0599,0.0023,3917,34.7155,0.2971,31.0862,25.0977,0.367,0.0199,650,3773.8571,3578,3578,19.3358,3666,4027,3760,4027,0.0653,0.0051,0.5134,0.0047,0.9031,131,0.0093,0.0778,0.0036,0.2322,0.0295,2.6432,0.0689,0.0374,4.0031,0.2117,0.8583,0.2148,0.3588,0.0862,5,0.0452,0.0737
SAT11/random/large/unif-k5-r20-v2000-c40000-S971556279-001-UNKNOWN.cnf,1,0.0025,383.112,66.1176,40000,0.0025,0.0025,40000,108.619,74.0952,48.8667,0.0036,382,383.607,0.0016,3,80.4286,86.6,0.4657,400,406,383,2000,360,0.0486,0.0005,19,73.1195,0.2423,58.5,106.488,0.399,0.0127,2000,17.7686,13,10,82.0787,15,25,16,35,0.0411,0.0009,0.5492,0.0025,0.9583,365,0.0091,0.1445,0.006,0.05,0.0183,3.7173,0.0199,0.2927,3,0.1956,0.8566,0.1225,0.0195,0.0028,3,0.0015,0.0023
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S2058622508-076.SATISFIABLE.cnf,1,0.0094,116.715,28.8707,2309,0.0057,0.0057,2343,33.7565,29.3591,28.4443,0.0147,117,116.939,0.0017,4,33.0385,33.7565,0.3171,127,127,117,531,107,0.0681,0.0029,3971,30.33,0.3299,28.4443,18.3722,0.3822,0.0303,550,3901.1429,3779,3779,15.1366,3836,4025,3909,4025,0.0687,0.0074,0.5569,0.0056,0.9147,106,0.0114,0.0653,0.0035,0.23,0.0323,2.7722,0.0331,0.0199,4,0.2062,0.8561,0.2561,0.4451,0.0924,4,0.0461,0.0792
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S82160031-050.SATISFIABLE.cnf,1,0.0286,34.7079,34.414,3727,0.0286,0.0286,3727,37.4532,36.4004,33.8938,0.0365,35,34.72,0.0212,3,37.1497,37.4532,0.5343,41,41,35,175,29,0.1332,0.0053,4174,35.8896,0.9454,33.8938,13.776,0.4235,0.0453,175,4115.1667,4011,4011,12.4554,4044,4276,4128,4276,0.1342,0.0083,0.7138,0.0286,1.4463,29,0.0427,0.0368,0.0386,0.047,0.0612,3.5734,0.0633,0.0219,3,0.241,0.8664,0.253,0.0083,0.0019,3,0.0009,0.0016
SAT11/random/large/unif-k5-r20-v2000-c40000-S1143439968-082-UNKNOWN.cnf,1,0.0025,383.722,69.4286,40000,0.0025,0.0025,40000,108.6667,75.75,57.9,0.0035,383.5,381.053,0.0016,3,83.25,90.2143,0.4603,404,403,382,2000,356,0.0493,0.0005,20,76.4793,0.2345,63.1818,104.759,0.335,0.0123,2000,17.1552,12,9,80.9067,14,22,16,42,0.0398,0.0009,0.5577,0.0025,0.9254,360,0.0091,0.1391,0.0061,0.05,0.0205,3.7021,0.0192,0.2935,3,0.1837,0.8551,0.1255,0.0201,0.0028,3,0.0015,0.0023
