@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC

@DATA
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl008.sat05-2720.reshuffled-07.cnf,1,17.3279,2.5732,0.4999,0.4995,0.4909,0.5,0.2343,2.9077,0.3754,0.8477,0.1289,0,0.5837,0.1882,1,11.7105,0,0.0933,0.1934,0.5015,8277,0.4362,3.3828,15.083,0.7998,0.6657,0.9112,0.2864,10.5369,0.4474,4.7581,0
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,1479.3,1.0192,0.1673,0.0737,0.0442,0.337,0.3001,1.0709,0.9521,3.2253,0.6253,0.0101,0.003,0.0006,0.4075,17.6355,0,0.1112,3.6681,0.4192,155712,1.0846,2.9304,20.8774,0.9548,0.6291,0.4832,0.4311,12.9121,0.1195,5.0349,0
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,23.3013,1.4986,0.3356,0.3087,0.2661,0.3505,0.8819,1.5926,0.3363,1.818,0.6256,0.0002,0.2837,0.6574,0.4047,13.4095,0,0.2953,0.4506,0.0369,19904,0.3659,2.1598,14.2902,0.3738,0.0974,0.6408,0.5954,12.7164,0.2785,6.721,0
SAT_Competition2011/SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,42.8345,0.3513,0,0,0,0,0.0434,0.3284,5.5339,15.7616,0.9049,0.6634,0.0054,0.0297,0.0006,29.9594,0.5,0.9049,17.5757,0.7129,43179,1.1406,4.6661,32.6467,0.7746,0.7297,0.0425,0.9867,28.7762,0,3.8595,0.0008
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes5.cnf,1,33.6031,0.2593,0,0,0,0,0.0243,0.2437,5.8904,27.0213,0.9349,0.7675,0.0055,0.0202,0,54.7143,0.7143,0.9349,32.1237,0.7865,61409,1.4622,5.1041,65.4456,0.8212,0.7975,0.0237,0.9939,54.7143,0,3.0756,0.001
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s925928766.sat05-538.reshuffled-07.cnf,1,46.2038,0.4834,0.0078,0.0009,0.0001,0.0097,0.0986,1.0565,1.1135,3.5199,0.4396,0.4544,0.017,0.0204,0.015,41.7304,0.1429,0,3.4474,0.5387,8767,0.2498,3.2716,41.7304,0.6615,0.575,0.5946,0.4827,41.7304,0.0037,5.8626,0.0002
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-050-049.sat05-1238.reshuffled-07.cnf,1,1.055,0.1025,0.007,0.0066,0.0064,0.0079,0.003,0.8218,0.0982,24.7426,0.7386,0.9414,0.0012,0.021,0.0097,108.48,0,0.9792,24.5579,0.9429,118875,2.2886,0,110.7474,0.9494,0.944,1.0074,0.4939,105.8219,0.0068,3,0.0003
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,48.437,2.039,0.499,0.4958,0.4719,0.4997,0.1873,2.5306,0.3296,0.7217,0.1602,0,0.0204,0.1283,0.9999,15.0051,0,0.0848,0.0874,0.6228,15960,0.3857,3.0672,16.1376,0.826,0.6662,0.8811,0.314,11.3517,0.4382,4.8616,0
SAT_Competition2009/CRAFTED/sgi/satsgi-n19himBHm22-p0-q181.cnf,1,0.0349,0.1059,0.0715,0.0715,0.0714,0.0715,0,0,0.0004,10.3025,0.9779,0.9257,0.0072,0.0539,0.0716,0,1,0.9779,10.3264,0.9258,8170,2.0383,0,0,0.9258,0.9258,0,1,0,0.0715,2,0.0049
SAT_Competition2009/CRAFTED/parity-games/instance_n2_i2_pp.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/counting-easier-fphp-014-012.sat05-1215.reshuffled-07.cnf,1,2,0.3256,0.0382,0.0378,0.0372,0.0389,0.0013,0.9932,0.0185,6.4431,0.6837,0.8571,0.0193,0.0902,0.0393,35.9395,0,0.9044,6.4809,0.8573,2030,1.0214,0,36.2404,0.8601,0.8587,1.0485,0.4626,35.9395,0.0378,3,0.0043
SAT_Competition2009/CRAFTED/sgi/new-difficult-24-193-22-70.cnf,1,7.8324,0.1952,0,0,0,0,0.0238,0.1401,2.5087,27.3657,0.9619,0.81,0.0086,0.0175,0.0001,58.3914,0.8667,0.9619,27.1272,0.8432,30728,1.7423,3.948,64.8722,0.8832,0.8569,0.0146,0.9974,58.3914,0,2,0.0022
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,48.5541,0.2824,0,0,0,0,0.0217,0.2699,5.6537,24.3476,0.9259,0.7465,0.0062,0.0177,0,49.2732,0.8182,0.9259,28.6378,0.7695,43649,1.3838,4.5976,51.3353,0.8042,0.779,0.0277,0.9923,49.2732,0,3,0.0016
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-log.shuffled-as.sat03-137.cnf,1,4.4756,0.0091,0.4947,0.4945,0.4943,0.4948,0.809,1.3554,0.0006,1.9399,0.0107,0.0004,0.1442,0,0.4954,18.1029,0,0,1.1552,0.0017,25452,0.0172,1.252,18.2138,0.1617,0.0264,0.807,0.2468,17.3901,0.4945,2,0.0011
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-135-2.sat05-2354.reshuffled-07.cnf,1,3.4828,0,0.3832,0.3831,0.3831,0.3832,0,0.9678,0.0001,0.9933,0.3153,0,0.0222,0,0.3833,19.5187,0,0,0.4548,0,720,0,0,20.1991,0,0,0.867,0.3778,18.9393,0.3831,8.7207,0.0028
SAT_Competition2009/CRAFTED/edgematching/all/em_11_3_4_all.cnf,1,45.6429,0.6775,0.0072,0.0004,0.0002,0.0359,0.2647,0.7352,1.7262,16.6048,0.9076,0.0088,0.001,0,0.0589,38.663,0,0.7857,13.0377,0.9404,414651,0.7477,2.9434,42.3511,0.9879,0.9781,0.3185,0.8564,35.5789,0.0082,5.0667,0
SAT_Competition2007/crafted/Hard/contest05/others/mod2c-rand3bip-sat-220-1.sat05-2488.reshuffled-07.cnf,1,24.3966,0.8555,0.1213,0.1022,0.0892,0.1482,1.4938,1.6738,0.2478,1.5794,0.2699,0,0.0289,0,0.2363,16.1454,0,0,1.047,0.0004,2216,0.1432,1.3825,25.1853,0.0358,0.0031,0.8157,0.3761,4.8478,0.1099,6.0194,0.0014
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf,1,62.6154,0.1933,0,0,0,0,0.1838,0.1846,9.358,43.6951,0.9546,0.1356,0.0021,0.0087,0.0117,70.4737,0.8824,0.9546,57.5533,0.6876,305320,1.9116,5.4652,74.9182,0.934,0.8496,0.0126,0.9973,67.9664,0,3,0.0004
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,21.2724,0.8401,0.1226,0.1069,0.0955,0.1348,1.4264,1.639,0.1698,1.5746,0.252,0,0.0304,0,0.1642,4.6202,0,0,1.0797,0.0008,1972,0.1322,1.3854,26.438,0.0407,0.0094,0.7998,0.3648,4.6202,0.11,6.0074,0.0015
SAT_Competition2007/crafted/Hard/contest03/others/hwb-n28-01-S136611085.sat05-491.reshuffled-07.cnf,1,4.3395,1.1922,0.0484,0.0293,0.0239,0.0973,2.4373,1.6338,1.0528,1.2941,0.3662,0,0.0808,0.1313,0.3135,16.9175,0,0.0101,0.9736,0.0001,896,0.2693,1.7267,17.8042,0.0265,0.0007,0.7332,0.414,16.9175,0.0473,5.2443,0.0038
SAT_Competition2009/CRAFTED/modcircuits/mod3block_3vars_9gates_restr.cnf,1,30.3247,1.4723,0.0037,0.0026,0,0.0234,1.4693,1.8538,4.2877,4.1109,0.4223,0,0.0431,13.6993,1,18.1298,0,0.0718,2.5633,0.0028,209392,0.4161,3.5219,18.1298,0.2038,0.0043,0.7818,0.4134,18.1298,0.0472,3.7626,0.0001
SAT_Competition2011/SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1,15.6916,1.6365,0.9381,0.4894,0.0261,0.9848,0.3044,1.8513,0.7789,2.6331,0.5443,0.0007,0.0382,3.6549,0.9981,0,0,0.5255,1.0781,0.425,12666,0.7449,2.9994,0,1,0.6636,0.9202,0.4536,0,0.4897,5.3339,0
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g2.cnf,1,33.0123,0.245,0,0,0,0,0.0188,0.2338,11.4323,30.5362,0.94,0.7791,0.0045,0.0177,0,41.5943,0.7143,0.94,36.2202,0.802,84314,1.5461,5.0306,42.6951,0.8291,0.8096,0.0208,0.9948,41.5857,0,3,0.0008
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen8-n320-01-S1432474240.sat05-483.reshuffled-07.cnf,1,1.0419,0.9915,0.3227,0.2746,0.2608,0.3647,0.1797,1.2864,0.1606,0.9885,0.5666,0.0077,0.0218,0.1768,0.466,34.8133,0,0.678,0.7072,0.4366,486,0.5515,1.1602,36.6519,0.6242,0.5289,0.9719,0.4674,34.8133,0.2971,4.8962,0
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-13x32.cnf,1,169.547,0.6044,0,0,0,0,0.0562,0,0,16.6987,0.752,0.2802,0.0048,0.0107,0,25.3474,1,0.008,12.6483,0.3197,157664,0.5812,0,26.2235,0.3609,0.336,0,1,24.1922,0,2,0.0024
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,1,14.6384,0.1468,0,0,0,0,0.0146,0.8405,3.9846,35.4737,0.6848,0.8437,0.0058,0.0128,0.0001,55,0,0.9738,36.6741,0.8761,71378,1.9851,4.4776,58.4769,0.9021,0.8856,1.0026,0.4958,55,0,2,0.0004
SAT_Competition2007/crafted/spence/medium/s81-100.cnf,1,1.0634,0,0.3201,0.3185,0.3121,0.3207,1.3879,0,0.0589,0.9416,0.5,0.0001,0.0523,0,0.3222,13.0931,1,0,0.597,0.0006,172,0,0.3738,14.153,0.0715,0.0021,0,1,13.0931,0.3101,5,0.0174
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g10.cnf,1,28.122,0.2614,0,0,0,0,0.0227,0.2429,8.9957,26.5936,0.935,0.7609,0.0054,0.0205,0.0001,41.6364,0.7778,0.935,31.7326,0.7868,61409,1.4641,4.9885,42.6613,0.8213,0.7978,0.0236,0.9939,37.5452,0,3.0512,0.001
SAT_Competition2009/CRAFTED/Hard/contest02/ezfact64_3.sat05-450.reshuffled-07.cnf,1,184.283,0.6191,0.0697,0.0665,0.0548,0.0698,1.4056,1.272,0.2286,0.4982,0.369,0,0.0074,0.1409,0.0835,28.1283,0,0.0502,0.2414,0,19785,0.1437,1.3042,60.3168,0.094,0.0013,0.8233,0.4076,28.1283,0.0595,7.4875,0.0002
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen8-n260-03-S722413478.sat05-482.reshuffled-07.cnf,1,1.0466,0.9951,0.331,0.2849,0.2679,0.3519,0.1543,1.2396,0.1262,1.0896,0.6515,0.3196,0.0273,0.2091,0.4136,28.9945,0,0.6848,0.7731,0.4499,399,0.5768,1.2314,29.5538,0.6497,0.5421,1.0225,0.4466,28.9945,0.2983,4.7014,0
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-180-100.cnf,1,3.6915,0.4506,0.2295,0.2295,0.2295,0.2296,0.0001,0,0.0001,1.1251,0.8333,0.583,0.0139,0,0.2296,31.8744,1,0.8333,0.6049,0.5831,432,0.4472,0,32.3754,0.5832,0.5832,0,1,31.8744,0.2295,4.2402,0.0093
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-250-3.sat05-2220.reshuffled-07.cnf,1,13.4083,0,0.042,0.042,0.042,0.042,0,0.5623,0.0001,1.1856,0.488,0,0.012,0,0.042,28.7972,0.3333,0,0.4506,0,1000,0,0,30.085,0,0,0.5774,0.5,28.7972,0.042,6.0723,0.003
SAT_Competition2009/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,1322.86,1.0192,0.1673,0.0737,0.0442,0.337,0.3001,1.0709,0.9521,2.6339,0.6253,0.0101,0.003,0.0006,0.4075,18.4808,0,0.1112,3.4571,0.4192,155712,1.0846,2.9304,21.5,0.9548,0.6291,0.4832,0.4311,12.9121,0.1195,5.0273,0
SAT_Competition2011/SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,15.0505,2.6115,0.4999,0.4997,0.4971,0.5,0.232,2.9316,0.4237,1.0487,0.1419,0,0.7095,0.2126,1,18.064,0,0.1019,0.3452,0.5112,7095,0.4536,3.0496,19.5208,0.7998,0.6105,0.9222,0.294,17.9361,0.4212,3.9475,0
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2-rand3bip-sat/mod2-rand3bip-sat-270-1.shuffled-as.sat05-2248.cnf,1,14.1167,0,0.042,0.042,0.042,0.042,0,0.5623,0.0001,1.1662,0.4889,0,0.0111,0,0.042,29.7531,0.3333,0,0.4355,0,1080,0,0,30.1271,0,0,0.5774,0.5,29.7531,0.042,6.0409,0.0028
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes8.cnf,1,37.0588,0.2866,0,0,0,0,0.02,0.2692,3.9088,24.552,0.9258,0.7434,0.0061,0.0177,0,44.7418,0.8,0.9258,28.7668,0.7702,43649,1.3926,4.5612,46.5436,0.8024,0.7805,0.0276,0.9924,42.3344,0,3,0.0017
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,1.5359,0.3581,0.2417,0.2417,0.2417,0.2417,0,0,0.0001,2.4535,0.8844,0.8147,0.022,0,0.2417,66.1004,1,0.8844,1.9027,0.8147,865,1.2845,0,67.1763,0.8147,0.8147,0,1,66.1004,0.2417,3,0.0104
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-12.sat05-2587.reshuffled-07.cnf,1,1.0048,0.251,0.3791,0.3741,0.3677,0.3804,0,1.1751,0.0592,1.4665,0.3017,0,0.069,0,0.3813,16.8906,0,0,1.2292,0,232,0.0645,0.5004,17.0317,0,0,0.9751,0.3621,16.7215,0.3649,5,0.0086
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-025.sat05-1306.reshuffled-07.cnf,1,1.3715,0.1158,0,0,0,0,0.0001,0.6391,0.0016,9.3674,0.5105,0.5744,0.005,0,0,32.6667,0,0.0212,7.8704,0.5744,14125,0.2968,0,39.1273,0.5745,0.5744,0.5895,0.5048,32.6667,0,3,0.0016
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,1.0725,0.4443,0.2851,0.2851,0.2851,0.2851,0,0,0,1.9213,0.8372,0.7569,0.0432,0,0.2851,33.9456,1,0.8372,1.4904,0.7569,301,1.0176,0,35.2235,0.757,0.7569,0,1,33.9456,0.2851,2.8313,0.0199
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,1.6498,0.6509,0.0002,0.0002,0.0002,0.0002,0.0002,0,0.0007,7.639,0.7551,0.4581,0.0117,0.0274,0.0002,30.3044,1,0.0205,6.114,0.4584,25200,0.5872,0,30.3044,0.4586,0.4585,0,1,30.3044,0.0002,2,0.0059
SAT_Competition2011/SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,1997.1,1.2695,0.0653,0.0276,0.004,0.183,0.5241,1.5703,1.4915,5.824,0.8164,0,0.0081,0.0713,0.3587,17.2293,0,0.1575,3.2353,0.061,257551,0.3452,3.6494,20.1098,0.8569,0.3469,0.6201,0.5329,17.2293,0.0625,6.0132,0
SAT_Competition2009/CRAFTED/parity-games/instance_n4_i4_pp_ci_ce.cnf,1,91.4822,1.2905,0.1194,0.0553,0.0116,0.2541,0.7063,1.5959,1.1759,1.287,0.7186,0,0.0292,0.1548,0.361,0,0,0.235,0.7553,0.0543,9175,0.2963,3.0599,0,0.7391,0.1429,0.7461,0.4608,0,0.0868,5.9509,0.0003
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-clqcolor-12-07-08.sat05-1251.reshuffled-07.cnf,1,1.9766,0.8253,0.2094,0.1408,0.0221,0.2242,0.0402,1.393,0.7072,7.7759,0.4361,0.647,0.0374,0.0045,0.2587,24.2338,0,0.063,6.3677,0.7226,4514,0.8248,1.4122,25.3222,0.7805,0.7424,0.6522,0.4557,24.0369,0.1215,3.0667,0
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00090.sat05-1326.reshuffled-07.cnf,1,1.7249,1.8677,0.4741,0.4335,0.372,0.4919,0.4412,2.5647,0.2234,5.2404,0.0744,0.015,0.2644,0.0903,0.4979,10.3527,0,0.0009,4.8655,0.2114,9322,0.2214,4.4017,11.966,0.7594,0.3487,0.7124,0.3176,8.6238,0.4067,4.0568,0
SAT_Competition2009/CRAFTED/Hard/contest03/others/color-18-4.sat05-443.reshuffled-07.cnf,1,66.2021,1.2688,0,0,0,0,0.4629,1.8093,5.9738,6.3899,0.1621,0.0098,0.0061,0.0137,0,27.1791,0,0.0103,5.1141,0.0134,95904,0.2981,0,27.877,0.0293,0.0167,0.8831,0.3211,26.0471,0,3,0.0001
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf,1,685.429,0.1647,0.3325,0.3325,0.3316,0.3325,3.149,0.8338,0.2288,0.254,0.2615,0,0.0013,0.052,0.3575,52.2293,0,0.0069,0.1502,0.0001,123981,0.0581,0.5973,52.2293,0.0069,0.0001,0.9866,0.2575,52.2293,0.3151,750.4815,0
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34309.cnf,1,8406.67,0,0.3109,0.2357,0.1814,0.3833,0,0,0.3436,0.8741,0.5,0,0.0004,0,0.464,58.1667,1,0,3.7153,0,708206,0,4.1179,66,0,0,0,1,45.1667,0.2499,4.4815,0
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n160-s73223945-unsat.cnf,1,1.1089,0,0.3247,0.3233,0.3207,0.3253,1.7165,0.5556,0.0438,0.6983,0.4759,0.0001,0.0271,0,0.3257,20.7867,0.3333,0,0.4189,0.0014,332,0,0.2327,21.2003,0.0175,0.0031,0.5773,0.496,19.7898,0.3188,6.05,0
SAT_Competition2007/crafted/Medium/contest05/others/QG8-gensys-ukn005.sat05-3584.reshuffled-07.cnf,1,23.6765,0.7151,0.5,0.4948,0,0.5,0.2088,1.5704,0.9579,5.4436,0.1554,0,0.0451,0.1316,0.5,30.0728,0,0.1393,2.3044,0.6667,56210,0.3599,3.6431,39.0084,0.9951,0.8,0.8393,0.3316,30.0728,0.2601,3.9279,0
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v1375c111739g2.cnf,1,36.7059,0.236,0,0,0,0,0.0159,0.2258,4.5343,34.4635,0.9418,0.7853,0.0035,0.0125,0,53.4,0.8571,0.9418,40.5452,0.8103,111739,1.6332,4.9776,56.4047,0.8381,0.8205,0.0187,0.9954,53.254,0,3,0.0009
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes1.cnf,1,21.9971,0.2832,0,0,0,0,0.0209,0.2682,5.2289,24.5888,0.9266,0.7499,0.006,0.0177,0,45.0423,0.8333,0.9266,28.2945,0.7714,43649,1.3883,4.5061,47.8501,0.8028,0.781,0.0275,0.9924,45.0423,0,3,0.0016
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,13.3587,0.4101,0.0372,0.0372,0.0372,0.0373,0.0001,0,0.0014,3.012,0.8571,0.7232,0.0211,0,0.0373,52.6828,1,0.8571,2.2908,0.7233,1183,1.0778,0,56.4201,0.7234,0.7233,0,1,52.6828,0.0372,2,0.0101
SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_8gates_u2_autoenc.cnf,1,11.1602,1.3929,0.0025,0.0012,0,0.0069,1.0989,2.0314,3.0191,10.2386,0.3407,0,0.0753,0.6125,0.0768,12.8253,0,0.0194,7.5524,0.0059,75352,0.3616,4.4535,13.6052,0.8108,0.0081,0.594,0.4001,12.4313,0.005,3.2543,0.0005
SAT_Competition2007/crafted/Hard/contest04/others/CompositeRSA576.sat05-509.reshuffled-07.cnf,1,26048,0.6615,0.5,0.5,0.3798,0.5,1.7068,1.3113,0.3057,14.6451,0.2793,0,0.0035,0.0124,0.5,0,0,0.098,2.5699,0,1654558,0.2273,0.9184,0,0.1429,0,0.7211,0.3999,0,0.4216,4,0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_406.cnf,1,15.5817,0.3096,0,0,0,0,0.1013,0,2.3313,22.6858,0.0831,0.6329,0.0295,0,0,40.9307,1,0.0031,24.8461,0.6449,22241,1.105,5.0456,40.9307,0.7242,0.657,0,1,40.9307,0,2.1139,0.0008
SAT_Competition2009/CRAFTED/sgi/new-difficult-22-173-20-80.cnf,1,5.3073,0.1658,0.0001,0,0,0.0001,0.0245,0.1068,1.7047,24.27,0.97,0.8365,0.0093,0.0202,0.0006,45.7447,0.8462,0.97,21.6097,0.8609,22276,1.654,3.7855,48.92,0.8982,0.8756,0.0137,0.998,45.7447,0,2,0.0027
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-fclqcolor-20-13-14.sat05-1278.reshuffled-07.cnf,1,3.4491,0.7299,0.0359,0.0103,0.0015,0.0437,0.0432,1.1956,1.0675,22.4381,0.4556,0.8372,0.0126,0.0127,0.0533,46.5956,0,0.1258,20.227,0.8377,43124,1.1708,1.407,48.4109,0.9183,0.8384,0.6891,0.4769,45.3747,0.0155,3.0688,0.0001
SAT_Competition2009/CRAFTED/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,97.3642,0.7664,0.1377,0.1307,0.0608,0.139,2.4393,1.3357,0.4831,0.4148,0.3839,0,0.0308,0.0239,0.2511,56.8207,0,0.0753,0.1483,0,18591,0.1696,1.6055,56.8207,0,0,0.8418,0.4083,56.8207,0.1037,10.9581,0.0001
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i6_pp_ci_ce.cnf,1,228.033,1.2981,0.077,0.0445,0.0092,0.2601,0.6392,1.631,1.291,1.4359,0.7549,0,0.0194,0.1261,0.3599,27.6679,0,0.21,0.7365,0.0592,31980,0.3064,3.4532,43.5,0.7844,0.142,0.6934,0.4934,27.6679,0.0776,6.1576,0.0001
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-15-15-unsat.cnf,1,14.2109,0.3768,0.0303,0.0302,0.0302,0.0303,0.0002,0,0.0018,3.418,0.875,0.7473,0.0161,0,0.0304,72.2519,1,0.875,2.5433,0.7474,1800,1.186,0,74.7654,0.7477,0.7475,0,1,72.2519,0.0302,3,0.0078
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p30-s17570390.cnf,1,207.167,0.1259,0,0,0,0,0.1045,0.0859,6.1062,91.6405,0.9808,0.4731,0.0021,0.0052,0.0062,92.5366,0.9286,0.9808,91.9207,0.7563,405748,2.3907,5.9715,103.3333,0.9527,0.8857,0.0056,0.9993,89,0,2,0.0003
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-14_186.cnf,1,14.0925,0.3797,0,0,0,0.0001,0.1629,0,2.0373,11.3059,0.1265,0.5364,0.0321,0,0.0005,34.7772,1,0,11.0408,0.5519,9795,0.8326,4.4077,35.3844,0.6558,0.56,0,1,34.7772,0,2.9946,0.0014
SAT_Competition2007/crafted/Hard/contest05/others/linvrinv6.sat05-565.reshuffled-07.cnf,1,19.4036,0.9751,0.0744,0.0491,0.0394,0.1813,0.8176,1.4875,0.9409,0.8721,0.4263,0.0001,0.028,0.156,0.314,34.1719,0,0.0344,0.4813,0.0285,2557,0.6201,1.8231,34.6799,0.3163,0.0581,0.7253,0.4444,33.9753,0.0702,5.1351,0.0005
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf,1,32.4059,0.2972,0.3382,0.3375,0.3358,0.3383,2.1952,0.9387,0.3142,0.1941,0.2739,0,0.0056,0.1087,0.3576,7.1844,0,0.0153,0.0488,0.0002,14991,0.085,0.9802,8.1401,0.0333,0.0014,0.9728,0.2665,6.1822,0.3036,134.0995,0.0001
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest02-ezfact64_10.sat05-449.reshuffled-07.cnf,1,187.98,0.6185,0.0697,0.0665,0.0548,0.0698,1.3532,1.2812,0.2277,0.4469,0.3644,0,0.0071,0.1141,0.096,30.1703,0,0.0455,0.234,0,19785,0.141,1.2677,44.6849,0.1257,0.0068,0.8418,0.3995,30.1703,0.0598,6.888,0.0001
