@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC

@DATA
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S102550125-14.cnf,1,0.2908,0.2884,0.3989,0.0064,0,34.781,39.412,0.0606,0.7094,5.0016,42.462,0.8252,0.2408,21,15,0.0002,0.5779,65,0.2339,0,0.5864,46.871,0.1499,0.0469,0.3929,33,28,47.298,29.434,6833,0.0002,118.96
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v250-c1065-S427778075-026.UNKNOWN.cnf,1,0.251,0.2648,0.3805,0.0019,0,16.139,16.139,0.045,0.6416,4,17.261,0.8543,0.3613,4063,4063,0.0094,0.5418,4120,0.2324,0,0.5831,17.5,0.0934,0.0501,0.4076,4118,4100,17.718,4094.9,247,0.0062,8.0829
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S428924146-076.UNKNOWN.cnf,1,0.0057,0.1005,0.2181,0,0,18.383,18.383,0,0.8473,2.1757,18.546,0.8617,0.5887,4341,4341,0.0451,0.7202,4481,0.047,0.2,0.6571,18.912,0,0.0009,0.1565,4406,4373,18.931,4389.9,75,0.0124,6.4535
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-desmul.cnf,1,3.6897,5.0083,4.8421,0.0165,0.2282,3,3.197,1.0239,1.2679,8.2442,3.9464,0.9572,0.0542,52,32,0,0.2727,243,0.1578,0,0.7281,5.375,1.0556,0.0292,0.6427,139,104,11.388,116.59,27927,0,1808.8
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S803323266-025.cnf,1,0,0.0366,0.1517,0,0,26.65,26.65,0,1.0047,2,26.868,0.8741,0.6751,4347,4347,0.0111,0.6822,4583,0.0112,0.1429,0.6728,27.113,0,0,0.0651,4502,4381,27.106,4424.2,75,0.0058,9.0547
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S464722883-083.SATISFIABLE.cnf,1,0.0217,0.0972,0.2112,0,0,26.945,26.945,0,0.8237,2.9677,27.279,0.8569,0.5514,4115,4115,0.0417,0.6132,4334,0.047,0.2,0.6494,27.554,0,0.0009,0.1519,4286,4205,27.677,4203,125,0.0079,10.211
SAT_RACE2008/grieu-vmpc-31.cnf,1,0.0776,0.004,0.004,0,0.3931,41.129,41.129,0.2905,0.675,3,43.582,0.9998,0.7753,707,707,0.0008,0.002,3814,0.0065,0,0.5476,45.911,0.6736,0,0.6917,3814,1719,44.856,1833,961,0.0027,23.468
SAT_RACE2006/SAT-Race_TS_2/grieu-vmpc-s05-05s.cnf,1,0.0846,0.0054,0.2186,0,0.3917,35.311,35.311,0.2865,1.0505,3,37.636,1.0021,0.7923,1065,1065,0.0012,0.003,3741,0.0081,0,0.7732,45.364,0.6746,0,0.6929,3741,1388,42.675,1837.3,625,0.0025,41.124
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,0.0391,0,0.2837,0,0,29.207,29.207,0,0.5623,6.2222,30.284,0.8691,0.563,4164,4164,0.0045,0,4631,0.25,0.3333,0.5774,32.538,0,0.042,0,4472,4248,32.469,4321.5,280,0.0053,14.735
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-18t35.sat05-1147.reshuffled-07.cnf,1,0.4721,0.5681,0.6731,0.1048,0.672,9.5012,9.5012,0.4054,1.1223,26.75,10.672,14.598,0.325,84,84,0,0.1725,473,0.0244,0,0.9862,12.251,0.7647,0,0.9188,411,330,12.197,306.67,7008,0.0002,5458.3
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,1,0.6558,0.7474,0.8472,0.4435,0.5174,0,1,0.4303,1.3999,21,3,0.9563,0.1136,0,0,0,0.5955,25,0.1453,0,0.9116,5.7778,1.0826,0.0018,0.5723,7,4,9.1784,5.8235,121000,0,8385
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-dead-dnd002.sat05-2713.reshuffled-07.cnf,1,1.5093,4.4365,2.6883,0.2294,0.097,17.749,18.733,0.4521,2.9945,4.0301,20.466,0.9604,0.4393,949,772,0.0002,0.2415,3263,0.2135,0,0.8888,22.52,2.62,0.4972,0.6858,2631,2061,21.751,2030.1,1232,0.0003,14.678
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S1128222245-05.cnf,1,0.0875,0.1022,0.2315,0,0,47.362,51.5,0,0.8428,3,55.393,0.841,0.4744,28,24,0.0113,0.7173,82,0.05,0.2,0.6533,58.359,0,0.0015,0.1663,42,36,58.915,38.252,1100,0.0009,48.904
SAT_RACE2006/SAT-Race-Benchmarks/schup-l2s-motst-2-k315.cnf,1,1.2043,1.2442,1.2849,1.5823,0.1924,0,0,1.1862,1.3062,8,0,0.9582,0.057,0,0,0,0.9095,0,0.1847,0,0.7365,0,1.1228,0.0333,0.2965,0,0,0,0,115000,0,11710
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1116496771-020.SATISFIABLE.cnf,1,0.0265,0.0977,0.2358,0,0,30.151,30.151,0,0.8226,3,31.32,0.856,0.5405,4077,4077,0.0401,0.7164,4389,0.0469,0.2,0.6502,31.415,0,0.0009,0.1555,4243,4136,31.714,4162.4,150,0.006,11.62
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1338462531-082.cnf,1,0.2792,0.282,0.387,0.0034,0,26.08,26.08,0.0497,0.6723,4.0043,26.607,0.8455,0.3223,3777,3777,0.0049,0.5137,4029,0.2317,0,0.5834,27.051,0.1099,0.0442,0.4135,3965,3846,27.663,3867,471,0.0032,14.154
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S612955126-075.cnf,1,0.302,0.2993,0.4059,0.0083,0,31.583,34.787,0.0692,0.7334,4.9992,36.392,0.8269,0.2545,45,34,0.0002,0.5951,175,0.233,0,0.588,39.095,0.1794,0.0463,0.3856,65,58,39.189,61.351,3882,0.0004,74.105
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-13.cnf,1,1.7637,1.639,1.9839,0.5125,0.2254,0,0,0.3073,1.4683,6.8527,0,0.8727,0.1355,0,0,0.0001,0.8737,0,0.1924,0,0.7551,0,1.295,0.0199,0.2988,0,0,0,0,3348,0.0005,206.24
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S1415445307-13.cnf,1,0.295,0.2914,0.3977,0.0067,0,36.615,46.667,0.0662,0.7205,5.1083,53,0.8355,0.229,6,4,0.0001,0.5812,21,0.2335,0,0.5874,61.556,0.1637,0.0469,0.3932,12,9,63.328,9.7155,15588,0.0001,350.76
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_7_4_8_fbc.cnf,1,0.3645,0.8151,0.7821,0,0.5576,27.69,27.69,0.5523,1.1545,5.7407,30.007,0.9909,0.2889,1892,1892,0.0002,0.2401,2759,0.0622,0,0.4956,30.727,1.0348,0,0.8203,2396,2237,31.181,2226.3,1613,0.0013,37.666
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,1,2.4745,3.602,2.9177,9.6744,0.5851,32.952,40.197,1.9281,1.3543,4.7193,43.979,0.9719,0.4119,90,52,0.0001,0.4007,446,0.0617,0,0.5093,52.098,1.2976,0.0022,0.7654,254,189,54.027,194.16,3796,0.0005,43.471
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S839302453-094.cnf,1,0.2925,0.2892,0.3964,0.0056,0,33.033,39.727,0.0638,0.7125,5.0022,43.393,0.8269,0.2395,16,12,0.0001,0.5725,61,0.2338,0,0.586,47.5,0.1579,0.0474,0.3954,30,23,48.574,25.301,7813,0.0002,127.27
SAT_Competition2009/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,1.4985,1.9303,2.1899,0.0618,0.145,14.935,14.935,0.3582,1.5396,6.4884,14.935,1.1344,0.039,510,510,0,0.4934,1749,0.0556,0,0.5976,15.016,1.2398,0.0037,0.6126,1749,600,18.499,953,23801,0.0001,5493.8
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf,1,0,0.1595,0.1917,0.0042,0.9802,72.043,72.043,2.4079,0.0989,2,81.512,0.9999,0.8924,4,4,0.0041,0.0673,766,0.0041,0.9333,0.0056,100.77,0.1454,0.0008,0.977,166,46,94.614,160,2327,0.0008,60.1
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,1,0.1671,0.1324,0.1355,0.0177,0.9261,51.607,51.607,1.3868,0.2697,3,52.612,1.0024,0.8276,242,242,0.0034,0.0199,3781,0.0168,0.8182,0.0276,58.831,0.2836,0,0.7914,2743,551,65.69,1553.4,720,0.0026,38.429
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1906075351-024.cnf,1,0,0.0395,0.1539,0,0,42.952,42.952,0,1.0007,2,43.459,0.8744,0.6474,4058,4058,0.0117,0.7316,4443,0.0118,0.1429,0.6775,43.792,0,0.0001,0.0712,4378,4125,44.05,4222.4,140,0.0033,13.399
SAT_RACE2008/velev-vliw-sat-4.0-b4.cnf,1,1.3035,13.386,9.197,0.0065,0.6348,0,0,3.7972,1.285,0,0,2.1357,0.3152,0,0,0,0.2159,0,0.0364,0,0.6963,0,0.9339,0,0.9129,0,0,0,0,483000,0,1500000
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl001.sat05-2695.reshuffled-07.cnf,1,1.5263,4.1837,2.4873,0.2206,0.0905,11.554,11.876,0.4259,2.9418,4.444,13.808,0.9464,0.4289,249,177,0.0002,0.2306,3067,0.2231,0,0.8986,19.519,2.5476,0.4909,0.6986,1740,1356,18.583,1294.5,1465,0.0003,16.041
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,0.2047,0.1759,0.1696,0.0201,0.9349,43.762,44.149,1.4631,0.2431,3.0022,50.662,0.9996,0.7651,288,179,0.0019,0.0195,1779,0.0149,0.8,0.0236,58.145,0.2605,0,0.8092,915,688,55.859,758.08,900,0.0021,27.351
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1517867865-16.cnf,1,0.0817,0.1,0.2333,0,0,41.9,48.848,0,0.8282,3,51.075,0.8461,0.4808,39,34,0.0134,0.7057,99,0.05,0.2,0.6479,54.25,0,0.0015,0.1646,55,50,54.409,50.897,900,0.001,41.875
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S748216286-061.cnf,1,0.0115,0.0962,0.2349,0,0,22.246,22.246,0,0.84,2.697,22.288,0.8577,0.5664,4218,4218,0.0441,0.6654,4378,0.0469,0.2,0.6609,23.07,0,0.001,0.1624,4360,4281,23.199,4290.4,100,0.0093,7.6824
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.5132,0.5454,0.5361,0.6234,0.585,0,0,0.4804,1.3791,17.1,0,0.9961,0.3005,0,0,0,0.5482,0,0.1733,0,0.9831,0,1.0373,0.0072,0.5835,0,0,0,0,150000,0,17750
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1617626827-069.SATISFIABLE.cnf,1,0.2776,0.2808,0.3966,0.0047,0,24.638,24.638,0.0625,0.7246,4,26.209,0.8451,0.3284,3808,3808,0.0052,0.5692,4060,0.2311,0,0.5892,26.332,0.1533,0.0451,0.4044,3987,3904,26.506,3902.4,441,0.0032,12.442
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.28,0.291,0.3008,0.2087,0.0181,22.621,22.621,0.1654,1.4091,6.9777,28.091,0.7865,0.2701,3424,3424,0.0023,1.33,4308,0.2042,0,0.6186,30.484,0.8766,0.0196,0.0726,4157,4146,29.208,3874.8,450,0.0032,29.631
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S870840347-014.cnf,1,0,0.0393,0.1574,0,0,43.378,43.378,0,1.007,2,43.729,0.87,0.6437,4093,4093,0.0117,0.6404,4368,0.0118,0.1429,0.6811,44.637,0,0.0001,0.067,4368,4269,44.276,4214.5,140,0.0031,13.507
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,0.6947,1.9072,2.1746,0.2984,0.9607,0,0,3.3352,0.6491,140,0,2.0384,0.1729,0,0,0,0.1007,0,0.0571,0,0.5036,0,0.1789,0.0104,0.9612,0,0,0,0,547000,0,1200000
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,0.4918,0.5067,0.5009,0.7083,0.5987,0,0,0.4803,1.3813,16,0,0.9743,0.2671,0,0,0,0.5447,0,0.176,0,0.9944,0,1.0292,0.0064,0.5821,0,0,0,0,125000,0,12347
SAT_Competition2007/crafted/Hard/contest05/counting-php/easier-fphp-035-029.sat05-1221.reshuffled-07.cnf,1,0.2382,0,0.3235,0.0333,0.9617,69.071,71.921,1.7479,0.8941,3,72.868,0.9999,0.9874,25,14,0.0031,0.0001,1558,0.0321,0,1.019,75.882,0.1662,0.0044,0.9109,357,289,84.121,331.24,980,0.0015,6
SAT_Competition2007/crafted/Medium/contest05/others/QG7-gensys-icl001.sat05-2926.reshuffled-07.cnf,1,0.522,0.6595,0.6863,0.4619,0.3387,32.355,32.355,0.4589,1.3824,3.88,33.122,0.9939,0.5801,3257,3257,0.0001,0.1143,4511,0.0369,0,0.9132,34.482,1.091,0.0262,0.8691,4511,4260,34.996,3892.5,376,0.0034,13.145
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S321371087-018.cnf,1,0.2746,0.2762,0.369,0.0057,0,24.075,24.075,0.0642,0.7095,4,25.434,0.8464,0.3299,3784,3784,0.0041,0.5215,4138,0.2304,0,0.5904,26.931,0.1667,0.0498,0.4183,3952,3864,26.964,3886.8,448,0.0033,11.012
SAT_RACE2008/post-c32s-ss-8.cnf,1,0.8326,1.065,1.2377,1.2495,0.4161,10.497,11.091,1.6766,1.3213,7.7668,13,0.9314,0.1027,506,465,0.0001,0.4995,1045,0.2086,0,0.7935,14.721,1.0619,0.0134,0.5567,693,639,14.612,649.59,13761,0.0001,483.19
SAT_Competition2007/crafted/Hard/contest02/ezfact64_4.sat05-451.reshuffled-07.cnf,1,0.9169,0.5399,0.8972,0.1113,0.0468,25.04,25.04,0.1416,1.2783,6.9344,30.635,0.7316,0.0454,839,839,0.0002,1.374,1135,0.1605,0,0.8286,63.263,0.6172,0.0548,0.1007,1060,1000,60.369,962.83,2858,0.0005,188.19
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-pbl-00400.sat05-1322.reshuffled-07.cnf,1,0.4649,1.1339,2.6005,0.0172,0.0006,6.1538,8.5822,0.2399,2.69,5.0889,9.6556,0.9956,0.2912,72,26,0.0001,0.4803,845,0.0182,0,0.7863,10.579,1.9367,0.3746,0.545,308,213,10.62,242.17,1313,0.0003,3.1705
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-17-s.cnf,1,0.5364,0.5586,0.5332,1.262,0.5669,1.9744,1.9744,0.4267,1.3521,15,2,0.4537,0.1134,26,26,0,0.6002,52,0.1628,0,1.0178,2.1923,1.021,0.0017,0.5245,50,42,2.9509,41.8,89874,0,52781
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1,0.0127,0.0987,0.22,0,0,22.466,22.466,0,0.829,2.7475,22.786,0.8594,0.5664,4225,4225,0.0441,0.6966,4390,0.0469,0.2,0.6521,23.456,0,0.0008,0.1508,4366,4276,23.279,4288.4,100,0.0098,8.3291
SAT_Competition2007/crafted/Medium/contest05/others/QG-gensys-brn008.sat05-2685.reshuffled-07.cnf,1,1.5207,4.2361,2.4182,0.2415,0.0949,11.047,11.602,0.4317,2.9219,4.5216,15.36,0.9546,0.4575,467,374,0.0002,0.2349,2846,0.2217,0,0.9249,17.142,2.5446,0.4947,0.6983,2019,1360,16.866,1469.6,1343,0.0003,13.941
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_2_keyfind_1.cnf,1,0.2847,0.3063,0.3406,0.2849,0.0223,19.474,19.474,0.169,1.4436,6.5354,21.787,0.8008,0.3193,3946,3946,0.0035,1.3266,4343,0.2081,0,0.6663,22.848,0.8921,0.022,0.0734,4291,4127,22.173,4123.8,298,0.0047,20.284
SAT-Race-2010-CNF/mixed/jarvisalo/eq.atree.braun.12.unsat.cnf,1,0.5956,0.2991,0.5948,0.1845,0.217,25.98,27.702,0.3811,1.1951,8.9931,30.535,0.8449,0.2279,561,532,0.001,0.8037,1358,0.241,0,0.8349,36.806,0.9511,0.0293,0.2379,969,668,38.985,758,1165,0.0011,67.192
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S1161147107-031.cnf,1,0.2837,0.2842,0.4075,0.005,0,27.327,27.327,0.0618,0.674,4,27.886,0.845,0.3179,3693,3693,0.0045,0.5901,4057,0.2315,0,0.5822,28.338,0.1316,0.0456,0.4,4051,3846,29.378,3860,509,0.003,12.778
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0.5205,0.5379,0.5231,1.3917,0.5776,2.0133,2.0133,0.4291,1.3599,14.727,2.0133,0.8998,0.1376,75,75,0,0.5851,75,0.1666,0,1.0243,5.0933,1.0226,0.0018,0.5268,75,75,3.5533,75,59617,0,1555
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S727005963-093.SATISFIABLE.cnf,1,0.2857,0.2895,0.4005,0.0063,0,29.816,29.816,0.0544,0.6969,4.0034,30.979,0.8418,0.3081,3700,3700,0.0039,0.5603,3924,0.2319,0,0.5858,31.283,0.1275,0.0445,0.4037,3856,3795,31.351,3805.4,589,0.0026,16.006
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1164089919-15.UNSAT.shuffled.cnf,1,0.0078,0.0938,0.2095,0,0,18.967,18.967,0,0.8246,2.4684,19.481,0.861,0.5829,4290,4290,0.0452,0.6661,4465,0.0469,0.2,0.6539,19.98,0,0.001,0.1685,4444,4379,19.702,4370.6,80,0.0112,6.9161
SAT-Race-2010-CNF/software-verification/nec/hard-11-U-7061.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,1.1339,2.1803,2.5403,0.0059,0.9718,0,0,2.9933,0.865,14.818,0,1,0.3823,0,0,0,0.483,0,0.0499,0,0.9351,0,0.1953,0.0002,0.7285,0,0,0,0,124000,0,224
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/400/unif-k3-r4.25-v400-c1700-S1039370030-037.cnf,1,0.2917,0.3018,0.397,0.0012,0,21.754,21.754,0.034,0.6258,4.0076,22.516,0.8465,0.3212,3845,3845,0.0012,0.6175,4082,0.2344,0,0.5804,24.01,0.0587,0.0412,0.3818,4077,3989,23.538,3976.9,398,0.0038,14.203
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S451874538-03.cnf,1,0.0788,0.098,0.2325,0,0,43.556,46.937,0,0.838,3,48.968,0.8439,0.4812,46,38,0.0151,0.6808,113,0.05,0.2,0.6517,52.292,0,0.0015,0.1691,63,58,52.349,59.847,800,0.0012,36.722
SAT-Race-2010-CNF/software-verification/babic/dspam_dump_vc972.cnf,1,1.6251,1.7456,1.7757,0.3311,0.0228,20.833,20.833,0.1521,0.6449,8.973,20.833,0.9141,0.0093,1219,1219,0,0.4135,1219,0.2225,0,0.5886,20.833,0.2318,0.0386,0.174,1219,1219,20.833,1219,152000,0,19220
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-120-3.sat05-2340.reshuffled-07.cnf,1,0.0909,0,0.2626,0,0,20.69,21.329,0,0.9882,8.2453,22.149,0.7362,0.315,2439,2380,0.0078,0,3367,0.25,0,0.9265,22.972,0,0.3831,0,2988,2767,23.726,2806.1,160,0.0073,3.1834
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S471246417-03.cnf,1,0.073,0.0977,0.2295,0,0,39.882,42.776,0,0.8214,3,45.114,0.8454,0.4939,71,63,0.0191,0.6847,193,0.05,0.2,0.648,46.602,0,0.0015,0.1622,94,87,46.85,89.971,600,0.0015,29.066
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0.9885,1.2586,1.4882,0.0115,0.9636,73.044,73.044,1.7765,0.8961,13.6,73.044,1.0438,0.4034,30,30,0,0.5291,45,0.0606,0,0.9221,77.455,0.2302,0,0.6803,45,33,83.366,36,56496,0,8563.5
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S311671104-045.cnf,1,0.2952,0.2974,0.3996,0.009,0,22.745,22.745,0.0791,0.7746,4,23.715,0.8474,0.3355,3849,3849,0.0062,0.5945,4158,0.2278,0,0.588,24.614,0.2292,0.0483,0.4002,3979,3879,25.2,3932,403,0.0038,10.884
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p30-s67876261.cnf,1,0,0.2476,0.2773,0.0077,0.9772,79.754,80.626,2.3039,0.1065,2,86.043,0.9999,0.8753,6,6,0.0075,0.0374,1595,0.0075,0.9231,0.0068,102.67,0.1506,0,0.9003,399,45,98.094,268.5,1594,0.0012,21.694
SAT-Race-2010-CNF/mixed/diagnosis/UCG-20-10p1.cnf,1,0.6533,0.7411,0.8457,0.451,0.515,0,0,0.4374,1.4096,21,1,0.9837,0.1322,0,0,0,0.5156,76,0.1442,0,0.9088,10,1.093,0.0018,0.6207,13,3,8.9716,13.25,138000,0,13880
SAT_Competition2007/crafted/spence/medium/s69-100.cnf,1,0.0573,0.1641,0.2417,0,0,11.514,11.514,0,0,5,11.569,0.8119,0.8497,3931,3931,0.0405,1.2847,4545,0.4662,1,0,12.019,0,0.3095,0.0541,4445,4162,12.267,4220.1,69,0.0217,1.0437
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd001.sat05-3419.reshuffled-07.cnf,1,0.9544,1.0172,1.3814,0.623,0.4326,31.549,31.549,0.7021,2.0719,4.6592,37.531,0.9867,0.3634,2508,2508,0.0001,0.2017,4476,0.1227,0,0.9149,37.537,1.8528,0.0078,0.7544,4422,4162,37.013,3628.2,984,0.0011,20.441
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g8.cnf,1,0.1943,0.1993,0.1958,0.0241,0.9309,42.759,42.759,1.3778,0.261,3.0097,45.261,1.0024,0.7267,345,345,0.0028,0.0242,3994,0.0169,0.6,0.027,47.212,0.2772,0,0.7995,3666,840,52.03,1558.1,720,0.0026,38.382
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S448238512-10.cnf,1,0.2945,0.291,0.4025,0.0068,0,36.077,44.3,0.0638,0.712,5.2275,52.545,0.8359,0.2348,6,5,0,0.5746,30,0.2335,0,0.587,61.889,0.1597,0.0466,0.3941,12,10,62.352,10.464,15585,0.0001,348.69
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S1760652419-100.cnf,1,0.2933,0.2903,0.3959,0.0077,0,30.226,38.027,0.0655,0.7218,5.0021,41,0.827,0.2459,25,19,0.0002,0.5737,78,0.2336,0,0.5878,44.323,0.1643,0.0483,0.3975,37,32,44.508,34.5,5841,0.0003,97.109
SAT_Competition2011/SAT_RACE06/ibm-2002-21r-k95.cnf,1,0.9826,1.1688,1.2369,0.8234,0.5208,23.594,23.594,0.6949,1.9733,95.971,23.725,0.9575,0.0232,200,200,0,0.4763,1257,0.1352,0,0.9999,36.591,1.643,0.0036,0.5955,1071,870,31.753,843.67,58468,0,2881.5
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10nid_s.cnf,1,1.7623,1.9578,2.3958,1.3489,0.1256,6.9032,9.449,0.3766,1.7943,7.1579,9.9192,0.9014,0.0196,46,19,0,0.4001,380,0.1249,0,0.7028,11.549,1.6383,0.0207,0.6292,198,65,13.628,135,62957,0,2351
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,1,0,0.2157,0.2672,0,0,15.514,15.934,0.0162,1.3541,2,16.417,0.8687,0.5233,1137,1077,0.0026,0.4844,1695,0.0026,0,0.8062,17.526,0.0083,0.4936,0.095,1548,1467,17.32,1402.5,150,0.0007,10.064
