@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC

@DATA
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S20037494-023.SATISFIABLE.cnf,1,0.05,20.0553,22.9014,2130,0.05,0.05,2130
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S436871389-051.SATISFIABLE.cnf,1,0.04,24.9746,27.0441,2662,0.04,0.04,2662
SAT11/random/medium/unif-k7-r89-v80-c7120-S153059456-076.SATISFIABLE.cnf,1,0.0875,13.6199,28.5287,7120,0.0875,0.0875,7120
SAT11/random/medium/unif-k7-r89-v60-c5340-S1583005701-053.SATISFIABLE.cnf,1,0.1167,10.5359,22.6499,5340,0.1167,0.1167,5340
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1836400953-011.UNKNOWN.cnf,1,0.0333,29.6559,30.5654,3195,0.0333,0.0333,3195
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S525505471-054-UNKNOWN.cnf,1,0.0003,3384.6,57.8889,83408,0.0002,0.0002,84000
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S677627694-051-UNKNOWN.cnf,1,0.0005,2120.29,48.3,41704,0.0003,0.0003,42000
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S735137557-045.SATISFIABLE.cnf,1,0.0068,129.78,31.0642,2544,0.0052,0.0052,2556
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1116496771-020.SATISFIABLE.cnf,1,0.0333,29.7138,30.5198,3195,0.0333,0.0333,3195
SAT11/random/medium/unif-k7-r89-v60-c5340-S614849838-039.UNKNOWN.cnf,1,0.1167,10.4415,22.8044,5340,0.1167,0.1167,5340
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S1401248878-094-UNKNOWN.cnf,1,0.0001,10567,72.8,208528,0.0001,0.0001,210000
SAT11/random/medium/unif-k7-r89-v60-c5340-S1141565617-016.SATISFIABLE.cnf,1,0.1167,10.5195,22.7422,5340,0.1167,0.1167,5340
SAT11/random/large/unif-k7-r85-v200-c17000-S72668411-025-UNKNOWN.cnf,1,0.035,33.3103,56.7825,17000,0.035,0.035,17000
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1091905403-047-UNKNOWN.cnf,1,0.0005,2130.38,46.3636,41730,0.0003,0.0003,42000
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1508981094-051.UNKNOWN.cnf,1,0.0667,15.2119,18.5726,1597,0.0667,0.0667,1597
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1781430408-009-UNKNOWN.cnf,1,0.001,1053.7,39.7,20901,0.0006,0.0006,21000
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1499315720-089.SATISFIABLE.cnf,1,0.0333,29.8413,30.8556,3195,0.0333,0.0333,3195
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S831119356-083.SATISFIABLE.cnf,1,0.0103,106.978,26.9931,2116,0.0063,0.0063,2130
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1468528501-076.SATISFIABLE.cnf,1,0.0085,128.939,30.4691,2543,0.0052,0.0052,2556
SAT11/random/medium/unif-k7-r89-v50-c4450-S675112162-053.SATISFIABLE.cnf,1,0.14,8.9034,19.5996,4450,0.14,0.14,4450
SAT11/random/large/unif-k5-r20-v2000-c40000-S656892101-075-UNKNOWN.cnf,1,0.0025,381.076,64.4737,40000,0.0025,0.0025,40000
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S419010076-063-UNKNOWN.cnf,1,0.0002,7459.5,64.5,146006,0.0001,0.0001,147000
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1223020224-097.UNKNOWN.cnf,1,0.0135,65.5566,19.2026,1274,0.0102,0.0102,1278
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1750722942-074.UNKNOWN.cnf,1,0.0667,15.2048,18.6155,1597,0.0667,0.0667,1597
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1734827769-099.UNKNOWN.cnf,1,0.0085,130.639,31.0944,2548,0.0051,0.0051,2556
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S926207202-053-UNKNOWN.cnf,1,0.0002,6356,59.8333,125199,0.0001,0.0001,126000
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1760258375-046.UNKNOWN.cnf,1,0.05,19.8637,23.1551,2130,0.05,0.05,2130
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S466707249-079.SATISFIABLE.cnf,1,0.0079,139.953,32.6407,2756,0.0048,0.0048,2769
SAT11/random/large/unif-k5-r20-v1250-c25000-S1688530456-019-UNKNOWN.cnf,1,0.004,238.341,57.6,25000,0.004,0.004,25000
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S1298436766-097-UNKNOWN.cnf,1,0.0003,3399,58.4286,83430,0.0002,0.0002,84000
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S100095490-071.SATISFIABLE.cnf,1,0.0286,34.5639,34.4647,3727,0.0286,0.0286,3727
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1778317451-042-UNKNOWN.cnf,1,0.0005,2115.71,48.8333,41713,0.0003,0.0003,42000
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S860541986-078.UNKNOWN.cnf,1,0.0211,52.379,16.463,1054,0.013,0.013,1065
SAT11/random/medium/unif-k7-r89-v70-c6230-S944754256-018.SATISFIABLE.cnf,1,0.1,12.1296,25.5212,6230,0.1,0.1,6230
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S960948361-055.UNKNOWN.cnf,1,0.0095,138.727,31.8847,2749,0.0048,0.0048,2769
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1914191877-004.SATISFIABLE.cnf,1,0.0147,76.0748,20.7999,1480,0.009,0.009,1491
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S247862791-097.UNKNOWN.cnf,1,0.0082,107.522,26.5278,2119,0.0062,0.0062,2130
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1227489160-001.UNKNOWN.cnf,1,0.0667,15.1383,18.3321,1597,0.0667,0.0667,1597
SAT11/random/large/unif-k5-r20-v1250-c25000-S936047914-093-UNKNOWN.cnf,1,0.004,238.133,59,25000,0.004,0.004,25000
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S664770261-061.SATISFIABLE.cnf,1,0.0054,163.359,36.8256,3188,0.0041,0.0041,3195
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S752966552-099.SATISFIABLE.cnf,1,0.0286,34.6977,34.4101,3727,0.0286,0.0286,3727
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S1378008329-078.SATISFIABLE.cnf,1,0.0055,162.134,36.5333,3167,0.0042,0.0042,3195
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S758437099-099-UNKNOWN.cnf,1,0.0001,10536,71.75,208588,0.0001,0.0001,210000
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S2036658259-036.UNKNOWN.cnf,1,0.0073,150.165,33.5346,2965,0.0044,0.0044,2982
SAT11/random/medium/unif-k7-r89-v70-c6230-S1254276596-021.UNKNOWN.cnf,1,0.1,12.1327,25.4864,6230,0.1,0.1,6230
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1787844685-006.SATISFIABLE.cnf,1,0.0333,29.7308,30.7095,3195,0.0333,0.0333,3195
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1536900137-053.UNKNOWN.cnf,1,0.0128,86.3007,23.1814,1689,0.0078,0.0078,1704
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S259896945-079.SATISFIABLE.cnf,1,0.0333,29.7118,30.5818,3195,0.0333,0.0333,3195
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S808762165-030-UNKNOWN.cnf,1,0.0003,5360.33,60.8571,104354,0.0001,0.0001,105000
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1647930270-030.UNKNOWN.cnf,1,0.04,24.919,26.8366,2662,0.04,0.04,2662
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1163259790-073.UNKNOWN.cnf,1,0.0074,118.358,27.9595,2333,0.0056,0.0056,2343
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1653142431-025.UNKNOWN.cnf,1,0.0333,29.6889,30.6463,3195,0.0333,0.0333,3195
SAT11/random/medium/unif-k7-r89-v90-c8010-S661190852-039.SATISFIABLE.cnf,1,0.0778,15.3953,30.723,8010,0.0778,0.0778,8010
SAT11/random/medium/unif-k7-r89-v70-c6230-S1780733482-097.UNKNOWN.cnf,1,0.1,12.0761,25.6551,6230,0.1,0.1,6230
SAT11/random/large/unif-k7-r85-v250-c21250-S317257086-003-UNKNOWN.cnf,1,0.028,41.2398,47.4836,21250,0.028,0.028,21250
SAT11/random/large/unif-k5-r20-v1000-c20000-S941604910-059-UNKNOWN.cnf,1,0.005,189.599,52.9091,20000,0.005,0.005,20000
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S116041094-082.UNKNOWN.cnf,1,0.0092,96.8569,24.5595,1905,0.007,0.007,1917
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S1300417189-038-UNKNOWN.cnf,1,0.002,531.553,32.2137,10438,0.0012,0.0012,10500
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1579607106-017.SATISFIABLE.cnf,1,0.0333,29.8251,30.6828,3195,0.0333,0.0333,3195
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1632870961-099.SATISFIABLE.cnf,1,0.0333,29.868,30.6602,3195,0.0333,0.0333,3195
SAT11/random/large/unif-k5-r20-v750-c15000-S656533785-100-UNKNOWN.cnf,1,0.0067,143.188,49.5306,15000,0.0067,0.0067,15000
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S1354319962-100-UNKNOWN.cnf,1,0.0002,6305,63.3333,125188,0.0001,0.0001,126000
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S396831120-092.UNKNOWN.cnf,1,0.04,24.8692,26.53,2662,0.04,0.04,2662
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S1007919187-045.UNKNOWN.cnf,1,0.1,10.3251,13.6138,1065,0.1,0.1,1065
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1960786523-069.SATISFIABLE.cnf,1,0.0103,86.9593,23.1629,1690,0.0078,0.0078,1704
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S882087907-088-UNKNOWN.cnf,1,0.0025,532.529,32.9125,10434,0.0012,0.0012,10500
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S1886449473-022-UNKNOWN.cnf,1,0.0002,3753,65.5556,145976,0.0001,0.0001,147000
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S334650851-022.SATISFIABLE.cnf,1,0.0333,29.8363,30.7122,3195,0.0333,0.0333,3195
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S373048162-052.SATISFIABLE.cnf,1,0.0068,129.41,29.9754,2542,0.0052,0.0052,2556
SAT11/random/large/unif-k5-r20-v2000-c40000-S61914820-087-UNKNOWN.cnf,1,0.0025,380.664,67.85,40000,0.0025,0.0025,40000
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S628307658-028.SATISFIABLE.cnf,1,0.0073,151.729,34.6199,2968,0.0044,0.0044,2982
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S520872997-084.SATISFIABLE.cnf,1,0.0286,34.7165,34.3564,3727,0.0286,0.0286,3727
SAT11/random/large/unif-k7-r85-v300-c25500-S376724493-075-UNKNOWN.cnf,1,0.0233,49.6315,50.7515,25500,0.0233,0.0233,25500
SAT11/random/medium/unif-k7-r89-v60-c5340-S388186442-035.SATISFIABLE.cnf,1,0.1167,10.486,22.4301,5340,0.1167,0.1167,5340
SAT11/random/large/unif-k7-r85-v400-c34000-S94779963-093-UNKNOWN.cnf,1,0.0175,66.305,56.1364,34000,0.0175,0.0175,34000
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S610796494-086.SATISFIABLE.cnf,1,0.0084,130.841,31.1318,2548,0.0051,0.0051,2556
SAT11/random/large/unif-k7-r85-v200-c17000-S335550727-070-UNKNOWN.cnf,1,0.035,33.089,57.5996,17000,0.035,0.035,17000
SAT11/random/large/unif-k5-r20-v750-c15000-S976181807-056-UNKNOWN.cnf,1,0.0067,143.52,48.3793,15000,0.0067,0.0067,15000
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S1990278523-047.UNKNOWN.cnf,1,0.1,10.3689,13.5443,1065,0.1,0.1,1065
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S534787376-095.UNKNOWN.cnf,1,0.0207,54.6405,16.4347,1054,0.0126,0.0126,1065
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S1201761407-024-UNKNOWN.cnf,1,0.002,535.35,32.5283,10457,0.0012,0.0012,10500
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1431779634-058.UNKNOWN.cnf,1,0.0667,15.2462,18.2332,1597,0.0667,0.0667,1597
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S38529837-091-UNKNOWN.cnf,1,0.0004,2796.25,53,62631,0.0002,0.0002,63000
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S862932513-073.UNKNOWN.cnf,1,0.0136,65.3616,18.0173,1271,0.0103,0.0103,1278
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1554089933-067.UNKNOWN.cnf,1,0.0093,118.371,28.2184,2330,0.0057,0.0057,2343
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S1969540674-065-UNKNOWN.cnf,1,0.0001,10713,77,208736,0.0001,0.0001,210000
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S386300535-065-UNKNOWN.cnf,1,0.0002,8557,72.5,166873,0.0001,0.0001,168000
SAT11/random/medium/unif-k7-r89-v90-c8010-S2039249975-038.SATISFIABLE.cnf,1,0.0778,15.4687,31.0702,8010,0.0778,0.0778,8010
SAT11/random/medium/unif-k7-r89-v90-c8010-S818753762-096.UNKNOWN.cnf,1,0.0778,15.2416,30.9174,8010,0.0778,0.0778,8010
SAT11/random/medium/unif-k7-r89-v90-c8010-S764895749-094.UNKNOWN.cnf,1,0.0778,15.3947,31.3398,8010,0.0778,0.0778,8010
SAT11/random/large/unif-k7-r85-v200-c17000-S1227169170-092-UNKNOWN.cnf,1,0.035,32.8502,56.5191,17000,0.035,0.035,17000
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1705279286-077.UNKNOWN.cnf,1,0.0117,75.7019,20.9809,1482,0.0089,0.0089,1491
SAT11/random/large/unif-k7-r85-v400-c34000-S927774663-037-UNKNOWN.cnf,1,0.0175,66.0196,56.8861,34000,0.0175,0.0175,34000
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1261029273-036.SATISFIABLE.cnf,1,0.0078,141.36,32.9057,2758,0.0047,0.0047,2769
SAT11/random/medium/unif-k7-r89-v80-c7120-S839353433-100.UNKNOWN.cnf,1,0.0875,13.7518,28.3871,7120,0.0875,0.0875,7120
SAT11/random/large/unif-k7-r85-v200-c17000-S862393334-098-UNKNOWN.cnf,1,0.035,33.0553,57.2082,17000,0.035,0.035,17000
SAT11/random/large/unif-k5-r20-v1000-c20000-S698025027-034-UNKNOWN.cnf,1,0.005,190.776,53.2727,20000,0.005,0.005,20000
SAT11/random/large/unif-k5-r20-v1500-c30000-S715182559-083-UNKNOWN.cnf,1,0.0033,287,61.5833,30000,0.0033,0.0033,30000
SAT11/random/medium/unif-k7-r89-v80-c7120-S1637697223-097.UNKNOWN.cnf,1,0.0875,13.7098,28.3688,7120,0.0875,0.0875,7120
SAT11/random/large/unif-k5-r20-v1000-c20000-S541740666-063-UNKNOWN.cnf,1,0.005,190.93,53.5581,20000,0.005,0.005,20000
SAT11/random/large/unif-k7-r85-v300-c25500-S966156467-066-UNKNOWN.cnf,1,0.0233,49.3873,50.6385,25500,0.0233,0.0233,25500
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S1907658523-004-UNKNOWN.cnf,1,0.0025,527.115,32.9,10396,0.0013,0.0013,10500
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S907804052-003-UNKNOWN.cnf,1,0.0002,4263.5,72.25,166818,0.0001,0.0001,168000
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1061710238-001.UNKNOWN.cnf,1,0.04,24.8268,26.922,2662,0.04,0.04,2662
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1060672754-058.SATISFIABLE.cnf,1,0.0117,76.2747,20.5865,1484,0.0089,0.0089,1491
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1366648725-024.SATISFIABLE.cnf,1,0.0667,15.1466,18.3449,1597,0.0667,0.0667,1597
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S788239782-034.UNKNOWN.cnf,1,0.0333,29.5492,30.3013,3195,0.0333,0.0333,3195
SAT11/random/large/unif-k7-r85-v400-c34000-S586055573-067-UNKNOWN.cnf,1,0.0175,66.7571,56.4667,34000,0.0175,0.0175,34000
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S9113894-047.SATISFIABLE.cnf,1,0.0082,109.453,27.7465,2114,0.0062,0.0062,2130
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1879031150-062.UNKNOWN.cnf,1,0.009,98.3288,25.1343,1911,0.0068,0.0068,1917
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S397702672-080.SATISFIABLE.cnf,1,0.0068,161.902,36.7254,3181,0.0041,0.0041,3195
SAT11/random/medium/unif-k7-r89-v70-c6230-S250627100-039.UNKNOWN.cnf,1,0.1,12.0816,25.6176,6230,0.1,0.1,6230
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S433637520-048.UNKNOWN.cnf,1,0.1,10.4175,13.7306,1065,0.1,0.1,1065
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S360859187-040.UNKNOWN.cnf,1,0.05,20.1389,22.4897,2130,0.05,0.05,2130
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S913455068-085.SATISFIABLE.cnf,1,0.0102,86.957,23.8928,1691,0.0078,0.0078,1704
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S360796849-068-UNKNOWN.cnf,1,0.0005,2022.06,47.2222,41691,0.0003,0.0003,42000
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1245124682-071.UNKNOWN.cnf,1,0.0086,128.214,29.1273,2540,0.0052,0.0052,2556
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S427778075-026.UNKNOWN.cnf,1,0.0162,55.2093,17.2608,1063,0.0122,0.0122,1065
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S146789605-022.SATISFIABLE.cnf,1,0.0116,76.7263,21.1207,1485,0.0088,0.0088,1491
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1636883934-028.SATISFIABLE.cnf,1,0.0667,15.2177,18.4737,1597,0.0667,0.0667,1597
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S1233052734-067-UNKNOWN.cnf,1,0.0003,3538.33,68.6364,104344,0.0001,0.0001,105000
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1050579435-065.SATISFIABLE.cnf,1,0.0128,86.4966,23.9381,1695,0.0078,0.0078,1704
SAT11/random/medium/unif-k7-r89-v80-c7120-S1494985128-003.UNKNOWN.cnf,1,0.0875,13.67,28.185,7120,0.0875,0.0875,7120
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S196779284-038.SATISFIABLE.cnf,1,0.05,20.2748,22.6406,2130,0.05,0.05,2130
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S204737200-067.SATISFIABLE.cnf,1,0.0104,106.608,26.8496,2111,0.0064,0.0064,2130
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S29470018-050.UNKNOWN.cnf,1,0.0079,138.712,31.7103,2742,0.0048,0.0048,2769
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S8215859-049.SATISFIABLE.cnf,1,0.0068,163.249,29.06,3182,0.0041,0.0041,3195
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S525571208-063.SATISFIABLE.cnf,1,0.0095,139.951,32.6969,2752,0.0048,0.0048,2769
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1971541934-090.UNKNOWN.cnf,1,0.0058,150.576,33.4204,2968,0.0044,0.0044,2982
SAT11/random/large/unif-k5-r20-v1500-c30000-S1180959030-088-UNKNOWN.cnf,1,0.0033,286.632,60.2609,30000,0.0033,0.0033,30000
SAT11/random/medium/unif-k7-r89-v50-c4450-S879384975-017.SATISFIABLE.cnf,1,0.14,8.8739,19.6602,4450,0.14,0.14,4450
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1194590195-083.UNKNOWN.cnf,1,0.0137,65.4046,18.8334,1272,0.0103,0.0103,1278
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1822479556-014.UNKNOWN.cnf,1,0.0165,53.8004,16.4292,1059,0.0126,0.0126,1065
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1990987164-054.UNKNOWN.cnf,1,0.0172,64.1323,19.4465,1267,0.0105,0.0105,1278
SAT11/random/medium/unif-k7-r89-v50-c4450-S1087312438-073.SATISFIABLE.cnf,1,0.14,8.8677,19.5626,4450,0.14,0.14,4450
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S16302531-099.UNKNOWN.cnf,1,0.009,98.3777,24.3266,1912,0.0068,0.0068,1917
SAT11/random/large/unif-k7-r85-v250-c21250-S894356234-063-UNKNOWN.cnf,1,0.028,40.7991,47.9149,21250,0.028,0.028,21250
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S1854039067-041-UNKNOWN.cnf,1,0.0002,6384,61.25,125175,0.0001,0.0001,126000
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S428924146-076.UNKNOWN.cnf,1,0.0667,15.2049,18.5463,1597,0.0667,0.0667,1597
SAT11/random/medium/unif-k7-r89-v80-c7120-S1818856267-075.UNKNOWN.cnf,1,0.0875,13.7501,28.4539,7120,0.0875,0.0875,7120
SAT11/random/medium/unif-k7-r89-v80-c7120-S513640009-027.SATISFIABLE.cnf,1,0.0875,13.7333,28.2267,7120,0.0875,0.0875,7120
SAT11/random/medium/unif-k7-r89-v70-c6230-S1335110382-066.SATISFIABLE.cnf,1,0.1,12.1622,25.6189,6230,0.1,0.1,6230
SAT11/random/large/unif-k7-r85-v150-c12750-S1290198737-013-UNKNOWN.cnf,1,0.0467,25.1734,45.8837,12750,0.0467,0.0467,12750
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S893015585-015.SATISFIABLE.cnf,1,0.0058,151.718,33.885,2970,0.0044,0.0044,2982
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S671776549-007.UNKNOWN.cnf,1,0.0208,53.256,16.6392,1049,0.0127,0.0127,1065
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S594553190-015-UNKNOWN.cnf,1,0.0004,2785.62,55.3333,62579,0.0002,0.0002,63000
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1214523131-078.SATISFIABLE.cnf,1,0.0667,15.2253,18.3511,1597,0.0667,0.0667,1597
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S4140122-004.SATISFIABLE.cnf,1,0.0063,141.115,32.7772,2757,0.0047,0.0047,2769
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1569819208-064.UNKNOWN.cnf,1,0.0135,66.1755,18.8384,1276,0.0101,0.0101,1278
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1868678442-026-UNKNOWN.cnf,1,0.0004,2828.5,51.6,62573,0.0002,0.0002,63000
SAT11/random/large/unif-k7-r85-v200-c17000-S1348818483-020-UNKNOWN.cnf,1,0.035,33.0202,56.5709,17000,0.035,0.035,17000
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1201608256-021-UNKNOWN.cnf,1,0.0004,3174.75,53.1875,62572,0.0002,0.0002,63000
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S1491756361-004.UNKNOWN.cnf,1,0.1,10.435,13.6395,1065,0.1,0.1,1065
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S266251785-083.UNKNOWN.cnf,1,0.0165,53.7518,16.3455,1050,0.0126,0.0126,1065
SAT11/random/medium/unif-k7-r89-v60-c5340-S1982873755-080.SATISFIABLE.cnf,1,0.1167,10.5357,22.6156,5340,0.1167,0.1167,5340
SAT11/random/medium/unif-k7-r89-v60-c5340-S113771637-026.UNKNOWN.cnf,1,0.1167,10.4572,22.8055,5340,0.1167,0.1167,5340
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S1368340883-085-UNKNOWN.cnf,1,0.0002,4315.5,67,166883,0.0001,0.0001,168000
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S566093033-041.UNKNOWN.cnf,1,0.0136,65.44,17.3298,1272,0.0103,0.0103,1278
SAT11/random/large/unif-k7-r85-v400-c34000-S832901479-042-UNKNOWN.cnf,1,0.0175,66.1917,55.6344,34000,0.0175,0.0175,34000
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S107514131-038.SATISFIABLE.cnf,1,0.0093,120.795,29.5092,2333,0.0056,0.0056,2343
SAT11/random/medium/unif-k7-r89-v60-c5340-S630613738-050.SATISFIABLE.cnf,1,0.1167,10.4863,22.7589,5340,0.1167,0.1167,5340
SAT11/random/large/unif-k7-r85-v300-c25500-S69399346-065-UNKNOWN.cnf,1,0.0233,49.5859,50.8392,25500,0.0233,0.0233,25500
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S493397373-056-UNKNOWN.cnf,1,0.0003,4261.75,57.5,83502,0.0002,0.0002,84000
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S464722883-083.SATISFIABLE.cnf,1,0.04,24.7284,26.9466,2662,0.04,0.04,2662
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S87195105-042.SATISFIABLE.cnf,1,0.0148,75.2882,21.3221,1478,0.0091,0.0091,1491
SAT11/random/medium/unif-k7-r89-v60-c5340-S1445862528-059.UNKNOWN.cnf,1,0.1167,10.5455,22.7933,5340,0.1167,0.1167,5340
SAT11/random/medium/unif-k7-r89-v60-c5340-S1510638717-051.SATISFIABLE.cnf,1,0.1167,10.5303,22.7381,5340,0.1167,0.1167,5340
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S506401817-075.UNKNOWN.cnf,1,0.0085,129.117,29.0458,2545,0.0051,0.0051,2556
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1800377425-032.UNKNOWN.cnf,1,0.0074,148.745,34.3883,2961,0.0045,0.0045,2982
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S89201333-019-UNKNOWN.cnf,1,0.0004,2780.88,52.2857,62642,0.0002,0.0002,63000
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1733949620-064.UNKNOWN.cnf,1,0.0149,73.9117,20.8228,1472,0.0091,0.0091,1491
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S49783605-066-UNKNOWN.cnf,1,0.0021,527.622,32.7556,10419,0.0013,0.0013,10500
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S858279511-076-UNKNOWN.cnf,1,0.0002,6356,66.75,125264,0.0001,0.0001,126000
