@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC

@DATA
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7nidw.cnf,1,0,0.1754,2.8706,0.0001,0.1537
SAT-Race-2010-CNF/hardware-verification/ibm/2004_rb10Sd.k85.cnf,1,0,0.1796,3.3577,0,0.1487
SAT_Competition2007/industrial/industrial/grieu/vmpc_24.cnf,1,0.6857,0.5229,0.3614,0.0045,0.0021
SAT-Race-2010-CNF/mixed/palacios/sortnet-8-ipc5-h19-sat.cnf,1,0,0.249,3.7986,0.0001,0.249
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-5-13-u.cnf,1,0,0.2674,2.8797,0,0.161
SAT-Race-2010-CNF/hardware-verification/manolios/c8n_i.cnf,1,0,0.1901,3.1199,0.0003,0.159
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,0,0.3076,2.9827,0,0.2785
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0,0.0664,1.9771,0,0.086
SAT_Competition2011/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,0,0.025,1.0549,0.0001,0.0429
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0,0.4272,2.5393,0,0.3145
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-10-5p0.cnf,1,0,0.2424,2.8573,0,0.1492
SAT_Competition2011/SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,0.2176,0.0026,0.1093,0.0001,0.0364
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/total-5-15-s.cnf,1,0,0.2476,3.058,0,0.1595
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0,0.3406,1.2974,0,0.2287
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_13_UNKNOWN.cnf,1,0.0003,0.2524,2.4184,0.0021,0.3128
SAT_RACE2008/een-tip-sat-vis-eisen.cnf,1,0.0008,0.1359,3.028,0.0008,0.136
SAT_RACE2006/SAT-Race_TS_1/hoons-vbmc-s04-07.cnf,1,0,0.4118,1.7183,0.0002,0.278
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6idw_s.cnf,1,0,0.1755,2.9195,0.0001,0.1551
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7bidw_i.cnf,1,0,0.1711,2.9052,0.0001,0.1516
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,0,0.171,2.6359,0,0.1472
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-48-01.cnf,1,0,0.0205,0.971,0.0001,0.0385
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-f9b.cnf,1,0,0.198,2.9372,0.0001,0.1487
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0,0.1827,2.3661,0.0002,0.1522
SAT_RACE2008/ibm-2004-3_02_3-k95.cnf,1,0.0003,0.1581,3.1708,0.0001,0.1525
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,0,0.3497,4.2244,0,0.2482
SAT_RACE2008/post-cbmc-aes-d-r1.cnf,1,0,0.0985,2.432,0.0003,0.1545
SAT_RACE2006/SAT-Race_TS_1/schup-l2s-s04-abp4.cnf,1,0.0006,0.1741,2.8668,0.0003,0.1434
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-13-s100.cnf,1,0,0.1828,2.3578,0.0002,0.1524
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h34-unknown.cnf,1,0,0.4063,4.2552,0.0003,0.3089
SAT-Race-2010-CNF/cryptography/mizh/sha0_35_3.cnf,1,0,0.0194,0.846,0.0001,0.0385
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-10.cnf,1,0.0001,0.193,3.568,0.0001,0.1674
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-08.cnf,1,0,0.0932,2.2492,0.0007,0.1146
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l05-ipc5-h27-unknown.cnf,1,0,0.3644,4.2382,0.0004,0.2985
SAT_RACE2006/SAT-Race_TS_2/narai-vpn-sat05-02s.cnf,1,0,0.3423,2.0392,0,0.1631
SAT-Race-2010-CNF/software-verification/nec/hard-15-U-10652.cnf,1,0,0.2122,3.0943,0,0.2196
SAT_RACE2006/SAT-Race_TS_2/hoons-vbmc-s04-07.cnf,1,0,0.4118,1.7183,0.0002,0.278
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b9.cnf,1,0,0.5808,4.2466,0,0.276
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,0,0.3847,3.2568,0.0001,0.3207
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l44_lambda.cnf,1,0,0.3617,3.1575,0.0002,0.1635
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8b_i.cnf,1,0.0001,0.1892,3.1276,0.0003,0.1606
SAT_RACE2008/ibm-2002-30r-k85.cnf,1,0,0.2324,3.4396,0,0.2054
SAT_Competition2011/SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,0.7187,0.1029,0.6474,0.0054,0.1403
SAT_Competition2011/SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,0,0.5808,4.2466,0,0.276
SAT_Competition2011/SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,0,0.1634,2.545,0,0.1627
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/schup-l2s-motst-2-k315.cnf,1,0.0003,0.1771,2.5402,0,0.1795
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c6n.cnf,1,0,0.1964,3.1568,0.0003,0.1602
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-dp11u10.cnf,1,0.0002,0.1407,2.9669,0.0007,0.1062
SAT_RACE2008/cmu-bmc-longmult13.cnf,1,0,0.0903,2.2837,0.0011,0.0889
SAT_RACE2008/mizh-md5-47-3.cnf,1,0,0.0207,0.9811,0.0001,0.0385
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-09.cnf,1,0,0.5132,4.0405,0,0.3273
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-12.cnf,1,0,0.1921,3.4094,0.0001,0.1642
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_08_UNSAT.cnf,1,0.0145,0.2919,2.6543,0.0035,0.2783
SAT_Competition2011/SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,0.0006,0.1331,2.8772,0.0064,0.1177
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l40_lambda.cnf,1,0,0.3573,3.1773,0.0002,0.1633
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-term1mul.cnf,1,0,0.1588,2.0588,0.0002,0.0714
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq4.cnf,1,0,0.3408,4.1776,0,0.2635
SAT-Race-2010-CNF/hardware-verification/manolios/g9bidw.cnf,1,0,0.1772,2.8139,0,0.1504
SAT_RACE2008/mizh-md5-48-5.cnf,1,0,0.0205,0.9694,0.0001,0.0384
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-27.cnf,1,0.6859,0.5246,0.0208,0.0036,0.0018
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,0.0829,0.4032,1.4774,0.0009,0.2116
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxand/maxand064.cnf,1,0.0007,0.221,2.8825,0.0005,0.238
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,0,0.5524,3.079,0,0.32
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0.0017,0.3249,1.7881,0,0.2542
SAT-Race-2010-CNF/cryptography/mizh/md5_47_4.cnf,1,0,0.0207,0.9795,0.0001,0.0385
SAT_Competition2007/industrial/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,0,0.1577,2.7559,0.0001,0.1239
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/een-tip-sat-texas-tp-5e.cnf,1,0.0037,0.26,2.7663,0.0376,0.2119
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc979.cnf,1,?,?,?,?,?
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0.0004,0.2315,1.9915,0.0015,0.343
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-10p1.cnf,1,0,0.2256,2.9439,0,0.1483
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/smulo/smulo128.cnf,1,0,0.14,1.5792,0,0.0623
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-06.cnf,1,0,0.1533,3.0833,0.0002,0.1756
SAT_Competition2007/industrial/industrial/grieu/vmpc_27.cnf,1,0.6859,0.5246,0.0208,0.0036,0.0018
SAT-Race-2010-CNF/software-verification/nec/hard-12-U-7061.cnf,1,0,0.1565,3.0545,0,0.1789
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,0.0012,0.1438,2.4104,0.0006,0.107
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?
SAT_RACE2008/ibm-2002-04r-k80.cnf,1,0,0.166,3.3371,0,0.1523
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,0,0.2637,2.898,0,0.1634
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-03-k70.cnf,1,0.0001,0.1647,3.2012,0.0001,0.1515
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.13.unsat.cnf,1,0,0.0767,2.0668,0.0009,0.0855
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq46_a.cnf,1,0,0.3119,3.2107,0,0.2747
SAT_RACE2008/post-cbmc-aes-ee-r2.cnf,1,0,0.0627,2.4662,0.0001,0.0839
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-15-10p1.cnf,1,0,0.2222,2.9748,0,0.1488
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,0,0.0871,1.7409,0,0.0857
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_17_SAT.cnf,1,0.0001,0.2403,2.3006,0.0016,0.3399
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,0,0.1911,3.1361,0.0001,0.1844
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-05r-k90.cnf,1,0,0.1896,3.5313,0,0.1632
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,0.1251,0.3748,1.5172,0.0009,0.2054
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-26.cnf,1,0,0.0747,1.9086,0.0002,0.1099
SAT_Competition2011/SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,0.0815,0.5433,3.8051,0.0114,0.1983
SAT_Competition2007/industrial/industrial/grieu/vmpc_34.cnf,1,0.6875,0.5274,0.2903,0.0023,0.0013
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,0,0.0301,1.8378,0,0.0511
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,0,0.1645,2.0429,0,0.1846
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-27.cnf,1,0.0001,0.1289,2.5713,0.0005,0.1284
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,0,0.57,4.2266,0,0.2828
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_06_UNSAT.cnf,1,0.0114,0.3248,2.515,0.0048,0.2868
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,1,0,0.3584,3.1716,0.0002,0.1633
SAT_RACE2006/SAT-Race_TS_2/velev-sss-1.0-05.cnf,1,0,0.2019,3.6462,0.0016,0.1769
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,0,0.1458,2.991,0,0.1074
SAT_RACE2008/manol-pipe-c8nidw.cnf,1,0,0.1748,2.7561,0,0.1501
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-27r-k95.cnf,1,0.0001,0.1774,3.3709,0.0001,0.1394
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-g10idw.cnf,1,0,0.1721,2.7719,0,0.1528
SAT_RACE2008/anbul-dated-5-15-u.cnf,1,0,0.2459,3.1086,0,0.1578
SAT_Competition2011/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,0,0.249,3.7986,0.0001,0.249
SAT_RACE2006/SAT-Race_TS_1/velev-vliw-uns-2.0-02.cnf,1,0,0.3185,4.0364,0.0001,0.2563
SAT_Competition2011/SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0,0.0784,2.1014,0.0013,0.0924
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,0,0.1626,3.001,0,0.1209
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,0,0.1528,3.0313,0,0.1727
SAT_RACE2008/cmu-bmc-barrel6.cnf,1,0,0.1338,1.4903,0.0028,0.2281
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,0,0.0342,1.2747,0,0.056
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxor/minxor128.cnf,1,0,0.1607,2.0088,0.0002,0.2432
SAT_RACE2008/ibm-2002-22r-k80.cnf,1,0,0.22,3.6848,0,0.1665
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,0,0.1641,2.2843,0,0.1814
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,0,0.2024,3.2097,0,0.1632
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c8b_i.cnf,1,0.0001,0.1892,3.1276,0.0003,0.1606
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-11.cnf,1,0,0.2221,2.7545,0,0.2412
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04.cnf,1,0.0019,0.3439,3.988,0.0003,0.2225
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_14_UNSAT.cnf,1,0.0001,0.2609,2.5069,0.0015,0.2967
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,0,0.3076,2.9827,0,0.2785
SAT_RACE2006/SAT-Race-Benchmarks/maris-s03-gripper11.cnf,1,0.0557,0.473,1.7838,0.0006,0.2615
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,0,0.2293,2.8965,0,0.1478
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-47-5.cnf,1,0,0.0207,0.9786,0.0001,0.0385
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,0,0.3598,1.3643,0,0.2358
SAT-Race-2010-CNF/mixed/diagnosis/UTI-20-10p0.cnf,1,0,0.2236,2.9027,0,0.1493
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p0.cnf,1,0,0.2256,2.8561,0,0.148
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-o-uns-1.0-7.cnf,1,0,0.4721,4.2533,0.0001,0.2722
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,1,0,0.3221,1.7972,0,0.1574
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_07_UNSAT.cnf,1,0.002,0.3085,2.6432,0.0041,0.2785
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0,0.0784,2.1014,0.0013,0.0924
SAT_RACE2008/velev-engi-uns-1.0-4nd.cnf,1,0.0006,0.3446,4.0084,0.0003,0.2222
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.0028,0.1738,2.8812,0.001,0.1826
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,0,0.2659,2.8874,0,0.1619
SAT_RACE2008/velev-fvp-sat-3.0-b18.cnf,1,0.0014,0.3856,3.9795,0.0001,0.2971
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_33.cnf,1,0.6873,0.5271,0.2896,0.0024,0.0013
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,0,0.1197,2.7463,0.0006,0.1553
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,0,0.227,2.9565,0,0.1492
SAT_Competition2007/industrial/industrial/grieu/vmpc_33.cnf,1,0.6873,0.5271,0.2896,0.0024,0.0013
SAT_RACE2006/SAT-Race-Benchmarks/hoons-vbmc-lucky7.cnf,1,0.0003,0.1359,2.5999,0.0007,0.1054
SAT-Race-2010-CNF/mixed/palacios/safe-30-h30-sat.cnf,1,0.0001,0.3766,4.1022,0.0007,0.2886
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-17-s100.cnf,1,0.0001,0.1833,2.3715,0.0002,0.1527
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,0.0001,0.1927,3.4699,0.0001,0.1577
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9.cnf,1,0,0.2031,3.3994,0.0006,0.1665
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c10ni_s.cnf,1,0,0.1791,2.794,0,0.1482
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,0.0017,0.3251,1.7572,0,0.2545
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,0,0.1641,2.2615,0,0.1816
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0,0.2452,3.1127,0,0.1573
SAT_RACE2006/SAT-Race-Benchmarks/velev-npe-1.0-9dlx-b71.cnf,1,0,0.3747,3.7126,0,0.2114
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,0,0.2024,2.258,0.0001,0.2443
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0,0.0927,1.8815,0.0005,0.0733
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.1-b7.cnf,1,0,0.5141,4.0372,0,0.3273
SAT_RACE2008/simon-s02b-r4b1k1.1.cnf,1,0,0.1386,2.4435,0.0006,0.1231
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h13-unsat.cnf,1,0,0.1642,3.0197,0,0.122
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-08.cnf,1,0,0.5892,4.2548,0,0.278
SAT_Competition2011/SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0,0.0189,0.8221,0.0001,0.0382
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-03.cnf,1,0,0.4439,3.9568,0,0.2553
SAT_Competition2011/SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?,?,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0,0.2625,2.8426,0,0.1638
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,0,0.249,3.7986,0.0001,0.249
SAT-Race-2010-CNF/mixed/grieu/vmpc_27.cnf,1,0.6859,0.5246,0.0208,0.0036,0.0018
SAT_Competition2011/SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,0,0.1818,2.7419,0,0.1566
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor032.cnf,1,0.0008,0.1696,2.6553,0.0003,0.1884
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw.cnf,1,0,0.1754,2.8815,0.0001,0.152
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,0,0.1334,2.9811,0.0001,0.1211
SAT_Competition2009/APPLICATION/SAT_RACE06/goldb-heqc-term1mul.cnf,1,0,0.1588,2.0588,0.0002,0.0714
SAT-Race-2010-CNF/software-verification/bitverif/countbitsrotate128.cnf,1,0,0.0883,1.3426,0,0.0613
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_11_UNKNOWN.cnf,1,0.0017,0.2643,2.5209,0.0025,0.2952
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-col400-16.cnf,1,0.0001,0.1052,2.0674,0,0.1058
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,0.0015,0.2672,2.3619,0.0031,0.2908
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-g10nid.cnf,1,0,0.1737,2.7281,0,0.151
SAT-Race-2010-CNF/cryptography/mizh/md5_48_1.cnf,1,0,0.0205,0.971,0.0001,0.0385
SAT_RACE2008/mizh-sha0-35-4.cnf,1,0,0.0194,0.8469,0.0001,0.0385
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-live-uns-2.0-ebuf.cnf,1,0,0.3239,4.0345,0.0002,0.215
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,0,0.2554,3.0656,0,0.1564
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-2.cnf,1,0,0.0205,0.9713,0.0001,0.0385
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-dp11u10.cnf,1,0.0002,0.1407,2.9669,0.0007,0.1062
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1138.cnf,1,0,0.0881,1.7663,0,0.0959
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-g7nidw.cnf,1,0,0.1879,2.9736,0.0001,0.1583
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,1,0.0003,0.4261,1.6815,0,0.3258
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,0.1519,0.2959,1.9147,0.0042,0.1777
SAT_RACE2006/SAT-Race_TS_1/grieu-vmpc-s05-24s.cnf,1,0.6857,0.5229,0.3614,0.0026,0.0021
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,0.6863,0.5255,0,0.0031,0.0016
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,0,0.1952,2.3887,0.0002,0.2397
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c7idw_s.cnf,1,0,0.1746,2.94,0.0001,0.1539
SAT_Competition2007/industrial/industrial/palacios/medium/sortnet-7-ipc5-h16-sat.cnf,1,0,0.2341,3.8206,0.0002,0.2312
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,0.0003,0.4264,1.6503,0,0.3261
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,0,0.1091,2.1336,0,0.1515
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p1.cnf,1,0,0.2247,2.9245,0,0.1477
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-20-s100.cnf,1,0,0.1798,2.3252,0.0001,0.1504
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-5-17-u.cnf,1,0,0.247,3.0708,0,0.1596
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0,0.2325,2.8898,0,0.1493
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-16.cnf,1,0,0.04,1.3141,0.0001,0.065
SAT_Competition2009/APPLICATION/SAT07/industrial/narain/clauses-8.cnf,1,0,0.3221,1.7972,0,0.1574
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-r4b1k1.1.cnf,1,0,0.149,2.5823,0.0006,0.1272
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand032.cnf,1,0,0.157,2.5396,0.0002,0.1824
SAT_RACE2008/marijn-philips.cnf,1,0.0002,0.068,1.8379,0.0019,0.0898
SAT_Competition2011/SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,0,0.2324,3.4396,0,0.2054
SAT-Race-2010-CNF/software-verification/nec/hard-10-U-9007.cnf,1,0,0.2259,3.3433,0,0.207
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g7nidw.cnf,1,0,0.1879,2.9736,0.0001,0.1583
SAT_Competition2007/industrial/industrial/grieu/vmpc_26.cnf,1,0.6858,0.524,0.0313,0.0039,0.0019
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1,0,0.1909,2.7473,0,0.1615
SAT_Competition2009/APPLICATION/SAT_RACE06/mizh-sha0-36-2.cnf,1,0,0.0189,0.8229,0.0001,0.0383
SAT_RACE2006/SAT-Race_TS_1/velev-npe-1.0-03.cnf,1,0,0.3863,3.8171,0,0.2074
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-22.cnf,1,0.0001,0.0504,1.4576,0.0005,0.0912
