@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_sums_count NUMERIC
@ATTRIBUTE stats_var_bool NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE SAC_literals NUMERIC
@ATTRIBUTE stats_sums_proportion NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_alldiff_count NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC
@ATTRIBUTE stats_tightness_mean_normalised NUMERIC
@ATTRIBUTE stats_lex_proportion NUMERIC
@ATTRIBUTE stats_literal_tightness_mean NUMERIC
@ATTRIBUTE stats_literal_tightness_25 NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_0 NUMERIC
@ATTRIBUTE stats_unary_proportion NUMERIC
@ATTRIBUTE normalised_SAC_literals NUMERIC
@ATTRIBUTE width_of_ordering NUMERIC
@ATTRIBUTE stats_literal_tightness_50 NUMERIC
@ATTRIBUTE stats_literal_tightness_100 NUMERIC
@ATTRIBUTE stats_dom_75 NUMERIC
@ATTRIBUTE standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE median_degree NUMERIC
@ATTRIBUTE stats_dom_100 NUMERIC
@ATTRIBUTE stats_literal_tightness_75 NUMERIC
@ATTRIBUTE stats_dom_mean NUMERIC
@ATTRIBUTE stats_literal_tightness_coeff_of_variation NUMERIC
@ATTRIBUTE stats_lex_count NUMERIC
@ATTRIBUTE stats_or_atleastk_proportion NUMERIC
@ATTRIBUTE stats_or_atleastk_count NUMERIC
@ATTRIBUTE maximum_degree NUMERIC
@ATTRIBUTE minimum_degree NUMERIC
@ATTRIBUTE stats_arity_100 NUMERIC
@ATTRIBUTE width_of_graph NUMERIC
@ATTRIBUTE stats_multi_shared_vars NUMERIC
@ATTRIBUTE stats_unary_count NUMERIC
@ATTRIBUTE stats_arity_25 NUMERIC
@ATTRIBUTE stats_table_proportion NUMERIC
@ATTRIBUTE stats_dom_not2_2_ratio NUMERIC
@ATTRIBUTE stats_arity_75 NUMERIC
@ATTRIBUTE stats_arity_50 NUMERIC

@DATA
composed-25-10-20-6_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048,0.019048,620,0.112472,543,418,0,0.430059,11.809524,34,0.114286,0,0.161905,0.085714,0.835394,0.067511,0.285714,242.762903,10,152,493,11.809524,10,55,10,0.391553,0,30.57157,22.636364,0.038095,7.136364,0,0.442328,17,33.375,61.428571,10,7.088683,9,10,39.666667,10,0.403678,0,0,0,30,4,2,12,0,0,2,1,0,2,2
composed-25-10-20-7_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048,0.019048,620,0.112472,532,316,0,0.454307,11.809524,30,0.12381,0,0.161905,0.085714,0.835394,0.068552,0.304762,242.282258,10,152,492,11.809524,10,55,10,0.390778,0,30.83498,21.285714,0.038095,6.909091,0,0.334392,17,33.333333,63,10,7.198009,9,10,40.090909,10,0.411886,0,0,0,32,4,2,13,0,0,2,1,0,2,2
composed-25-10-20-8_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048,0.019048,620,0.112472,539,304,0,0.452605,11.809524,34,0.114286,0,0.180952,0.085714,0.835394,0.068287,0.285714,241.682258,10,153,493,11.809524,10,54,10,0.38981,0,30.966672,21.75,0.028571,6.04,0,0.321693,19,32.857143,66.333333,10,7.17017,9,10,40.571429,10,0.419662,0,0,0,30,3,2,12,0,0,2,1,0,2,2
composed-25-10-20-9_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048,0.019048,620,0.112472,538,421,0,0.455749,11.809524,33,0.12381,0,0.171429,0.085714,0.835394,0.06854,0.295238,242.05,10,152,492,11.809524,10,55,10,0.390403,0,30.903127,23.166667,0.038095,6.15,0,0.445503,18,33.2,64.833333,10,7.196686,9,10,40,10,0.408044,0,0,0,31,4,2,13,0,0,2,1,0,2,2
composed-25-1-2-0_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606,0.060606,224,0.411387,677,60,0,0.664398,13.575758,48,0.424242,0,0.454545,0.454545,0.749308,0.14214,0.575758,197.767857,10,150,161,13.575758,10,143,10,0.882892,0,26.648651,13.285714,0.121212,8.133333,0,0.20202,15,15.8,78.75,10,4.690612,15,10,22.642857,10,0.794928,0,0,0,19,4,2,14,0,0,2,1,0,2,2
composed-25-1-2-1_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606,0.060606,224,0.411387,674,54,0,0.683885,13.575758,53,0.393939,0,0.545455,0.424242,0.749308,0.149207,0.606061,198.607143,10,152,160,13.575758,10,144,10,0.886639,0,26.494256,13.571429,0.121212,8.3,0,0.181818,18,16.125,80.25,10,4.923846,14,10,22.357143,10,0.792714,0,0,0,20,4,2,13,0,0,2,1,0,2,2
composed-25-1-2-2_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606,0.060606,224,0.411387,669,52,0,0.673324,13.575758,47,0.363636,0,0.575758,0.454545,0.749308,0.147896,0.636364,197.723214,10,151,161,13.575758,10,142,10,0.882693,0,26.506033,13.777778,0.121212,8.125,0,0.175084,19,16,80.2,10,4.880576,15,10,20.6875,10,0.787795,0,0,0,21,4,2,12,0,0,2,1,0,2,2
composed-25-1-2-3_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606,0.060606,224,0.411387,675,65,0,0.663741,13.575758,51,0.393939,0,0.545455,0.454545,0.749308,0.143697,0.606061,198.214286,10,151,160,13.575758,10,144,10,0.884885,0,26.597162,13.8,0.121212,8.666667,0,0.218855,18,15.933333,80.833333,10,4.742013,15,10,21.266667,10,0.787311,0,0,0,20,4,2,13,0,0,2,1,0,2,2
composed-25-1-2-4_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606,0.060606,224,0.411387,675,68,0,0.662739,13.575758,45,0.363636,0,0.515152,0.454545,0.749308,0.147708,0.636364,199.044643,10,152,161,13.575758,10,144,10,0.888592,0,26.532746,13.611111,0.151515,8.5,0,0.228956,17,16.052632,81.8,10,4.874363,15,10,21.333333,10,0.785483,0,0,0,21,5,2,12,0,0,2,1,0,2,2
composed-25-1-25-0_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606,0.060606,247,0.453627,677,72,0,0.581515,14.969697,40,0.424242,0,0.454545,0.484848,0.742906,0.125162,0.636364,184.016194,10,149,160,14.969697,10,140,10,0.745005,0,21.896638,12.8125,0.181818,7.176471,0,0.242424,15,15.266667,77.166667,10,4.130337,16,10,22.642857,10,0.662493,0,0,0,21,6,2,14,0,0,2,1,0,2,2
composed-25-1-25-1_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606,0.060606,247,0.453627,674,53,0,0.574522,14.969697,39,0.393939,0,0.545455,0.454545,0.742906,0.136437,0.666667,184.461538,10,150,159,14.969697,10,141,10,0.746808,0,21.689718,13,0.151515,7.904762,0,0.178451,18,15.647059,64.2,10,4.502423,15,10,22.357143,10,0.61933,0,0,0,22,5,2,13,0,0,2,1,0,2,2
composed-25-1-25-2_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606,0.060606,247,0.453627,669,69,0,0.567024,14.969697,41,0.363636,0,0.575758,0.484848,0.742906,0.134175,0.69697,184.149798,10,150,159,14.969697,10,140,10,0.745546,0,21.638247,13.277778,0.181818,8.333333,0,0.232323,19,15.714286,62,10,4.427769,16,10,19.933333,10,0.616635,0,0,0,23,6,2,12,0,0,2,1,0,2,2
composed-25-1-25-3_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606,0.060606,247,0.453627,675,73,0,0.562902,14.969697,40,0.393939,0,0.545455,0.484848,0.742906,0.124269,0.606061,184.412955,10,149,159,14.969697,10,142,10,0.746611,0,21.54904,13.421053,0.212121,8.4,0,0.245791,18,15.470588,59.428571,10,4.100886,16,10,21,10,0.612011,0,0,0,20,7,2,13,0,0,2,1,0,2,2
composed-25-1-25-4_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606,0.060606,247,0.453627,675,68,0,0.564386,14.969697,41,0.363636,0,0.515152,0.484848,0.742906,0.129747,0.666667,185.299595,10,149,159,14.969697,10,142,10,0.750201,0,21.601749,13.227273,0.212121,8.285714,0,0.228956,17,15.578947,67.142857,10,4.281637,16,10,21.333333,10,0.61611,0,0,0,22,7,2,12,0,0,2,1,0,2,2
composed-25-1-25-5_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606,0.060606,247,0.453627,673,62,0,0.566704,14.969697,36,0.363636,0,0.545455,0.484848,0.742906,0.128019,0.636364,184.740891,10,151,160,14.969697,10,142,10,0.747939,0,21.438691,12.894737,0.212121,7.571429,0,0.208754,18,15.5,60.285714,10,4.224638,16,10,20.714286,10,0.614628,0,0,0,21,7,2,12,0,0,2,1,0,2,2
composed-25-1-25-6_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606,0.060606,247,0.453627,670,62,0,0.575202,14.969697,35,0.363636,0,0.515152,0.484848,0.742906,0.12867,0.636364,185.161943,10,151,160,14.969697,10,143,10,0.749643,0,21.643874,13.125,0.181818,8.5,0,0.208754,17,15.333333,59.5,10,4.246102,16,10,21.4375,10,0.629987,0,0,0,21,6,2,12,0,0,2,1,0,2,2
composed-25-1-25-7_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606,0.060606,247,0.453627,676,68,0,0.56709,14.969697,40,0.393939,0,0.515152,0.484848,0.742906,0.128237,0.636364,185.242915,10,149,160,14.969697,10,140,10,0.749971,0,21.77143,12.941176,0.181818,8.05,0,0.228956,17,15.5,75.833333,10,4.231805,16,10,21.5625,10,0.659952,0,0,0,21,6,2,13,0,0,2,1,0,2,2
composed-25-1-25-8_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606,0.060606,247,0.453627,666,63,0,0.574442,14.969697,40,0.363636,0,0.575758,0.484848,0.742906,0.135824,0.666667,184.356275,10,151,160,14.969697,10,141,10,0.746382,0,21.719955,13.157895,0.212121,7.894737,0,0.212121,19,15.625,62.714286,10,4.482186,16,10,20.944444,10,0.636436,0,0,0,22,7,2,12,0,0,2,1,0,2,2
composed-25-1-25-9_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606,0.060606,247,0.453627,680,69,0,0.56931,14.969697,40,0.393939,0,0.545455,0.515152,0.742906,0.133343,0.636364,184.692308,10,150,158,14.969697,10,141,10,0.747742,0,21.597108,13.277778,0.212121,6.4375,0,0.232323,18,15.75,56.875,10,4.400309,17,10,21.166667,10,0.618984,0,0,0,21,7,2,13,0,0,2,1,0,2,2
composed-25-1-2-5_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606,0.060606,224,0.411387,673,66,0,0.670412,13.575758,50,0.363636,0,0.545455,0.454545,0.749308,0.146952,0.636364,198.607143,10,152,161,13.575758,10,144,10,0.886639,0,26.348502,13.588235,0.151515,7.421053,0,0.222222,18,16.071429,80.2,10,4.849432,15,10,22.0625,10,0.785555,0,0,0,21,5,2,12,0,0,2,1,0,2,2
composed-25-1-2-6_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606,0.060606,224,0.411387,670,52,0,0.672753,13.575758,38,0.363636,0,0.515152,0.454545,0.749308,0.147331,0.606061,199.098214,10,152,161,13.575758,10,146,10,0.888831,0,26.621142,13.6875,0.090909,8.5,0,0.175084,17,15.866667,77,10,4.861913,15,10,21.642857,10,0.792294,0,0,0,20,3,2,12,0,0,2,1,0,2,2
composed-25-1-2-7_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606,0.060606,224,0.411387,676,65,0,0.661122,13.575758,47,0.393939,0,0.515152,0.484848,0.749308,0.145047,0.575758,198.90625,10,152,161,13.575758,10,144,10,0.887974,0,26.376434,13.5,0.151515,8.473684,0,0.218855,17,16.125,80.8,10,4.786536,16,10,21.5625,10,0.790491,0,0,0,19,5,2,13,0,0,2,1,0,2,2
composed-25-1-2-8_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606,0.060606,224,0.411387,666,62,0,0.67409,13.575758,51,0.363636,0,0.575758,0.484848,0.749308,0.147519,0.606061,198.1875,10,153,161,13.575758,10,144,10,0.884766,0,26.49154,13.789474,0.121212,7.722222,0,0.208754,19,15.941176,80.833333,10,4.868142,16,10,21.588235,10,0.788629,0,0,0,20,4,2,12,0,0,2,1,0,2,2
composed-25-1-2-9_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606,0.060606,224,0.411387,680,67,0,0.667431,13.575758,46,0.393939,0,0.545455,0.484848,0.749308,0.149952,0.606061,198.473214,10,152,159,13.575758,10,145,10,0.886041,0,26.500954,13.666667,0.151515,6.4375,0,0.225589,18,16.263158,80.5,10,4.948402,16,10,21.166667,10,0.788797,0,0,0,20,5,2,13,0,0,2,1,0,2,2
composed-25-1-40-0_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606,0.060606,262,0.481175,677,69,0,0.555803,15.878788,37,0.424242,0,0.484848,0.515152,0.73923,0.115994,0.666667,176.133588,10,147,159,15.878788,10,139,10,0.672266,0,19.927844,12.65,0.212121,7.222222,0,0.232323,16,15.1,60.25,10,3.82779,17,10,22.388889,10,0.567308,0,0,0,22,7,2,14,0,0,2,1,0,2,2
composed-25-1-40-1_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606,0.060606,262,0.481175,674,54,0,0.568,15.878788,39,0.393939,0,0.545455,0.484848,0.73923,0.131297,0.727273,176.965649,10,149,158,15.878788,10,138,10,0.675441,0,19.777616,12.611111,0.181818,7.904762,0,0.181818,18,15.285714,53.5,10,4.332804,16,10,22.066667,10,0.535501,0,0,0,24,6,2,13,0,0,2,1,0,2,2
composed-25-1-40-2_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606,0.060606,262,0.481175,669,67,0,0.558631,15.878788,39,0.363636,0,0.575758,0.484848,0.73923,0.127207,0.757576,176.541985,10,148,158,15.878788,10,137,10,0.673824,0,19.644645,13,0.212121,8.333333,0,0.225589,19,15.333333,46.714286,10,4.197817,16,10,19.636364,10,0.523588,0,0,0,25,7,2,12,0,0,2,1,0,2,2
composed-25-1-40-3_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606,0.060606,262,0.481175,675,74,0,0.550562,15.878788,40,0.393939,0,0.545455,0.515152,0.73923,0.114058,0.636364,176.816794,10,148,159,15.878788,10,140,10,0.674873,0,19.659154,13.071429,0.242424,8.35,0,0.249158,18,15.066667,49.3,10,3.763924,17,10,21,10,0.530967,0,0,0,21,8,2,13,0,0,2,1,0,2,2
composed-25-1-40-4_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606,0.060606,262,0.481175,675,65,0,0.54616,15.878788,37,0.363636,0,0.515152,0.515152,0.73923,0.118838,0.666667,177.557252,10,149,159,15.878788,10,140,10,0.677699,0,19.726131,12.941176,0.242424,7.846154,0,0.218855,17,15.2,58.75,10,3.921638,17,10,20.25,10,0.54414,0,0,0,22,8,2,12,0,0,2,1,0,2,2
composed-25-1-40-5_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606,0.060606,262,0.481175,673,66,0,0.55894,15.878788,36,0.363636,0,0.545455,0.484848,0.73923,0.118368,0.666667,177.125954,10,149,159,15.878788,10,140,10,0.676053,0,19.48836,12.818182,0.272727,7.571429,0,0.222222,18,15.25,47,10,3.906153,16,10,20.454545,10,0.515619,0,0,0,22,9,2,12,0,0,2,1,0,2,2
composed-25-1-40-6_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606,0.060606,262,0.481175,670,67,0,0.566287,15.878788,35,0.363636,0,0.515152,0.515152,0.73923,0.118133,0.666667,177.301527,10,150,159,15.878788,10,140,10,0.676723,0,19.701985,12.761905,0.242424,7.933333,0,0.225589,17,15.125,52.555556,10,3.898388,17,10,20.176471,10,0.552586,0,0,0,22,8,2,12,0,0,2,1,0,2,2
composed-25-1-40-7_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606,0.060606,262,0.481175,676,77,0,0.569049,15.878788,40,0.393939,0,0.515152,0.515152,0.73923,0.120696,0.666667,177.458015,10,148,159,15.878788,10,138,10,0.677321,0,20.145051,12.777778,0.181818,8.125,0,0.259259,17,15.235294,75.833333,10,3.982976,17,10,20.222222,10,0.6318,0,0,0,22,6,2,13,0,0,2,1,0,2,2
composed-25-1-40-8_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606,0.060606,262,0.481175,666,70,0,0.560348,15.878788,40,0.363636,0,0.575758,0.515152,0.73923,0.126768,0.69697,176.553435,10,150,159,15.878788,10,138,10,0.673868,0,19.608247,12.954545,0.242424,7.666667,0,0.23569,19,15.25,46.272727,10,4.183355,17,10,20.6,10,0.522935,0,0,0,23,8,2,12,0,0,2,1,0,2,2
composed-25-1-40-9_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606,0.060606,262,0.481175,680,65,0,0.557759,15.878788,39,0.393939,0,0.545455,0.515152,0.73923,0.122527,0.69697,176.977099,10,149,157,15.878788,10,139,10,0.675485,0,19.615086,12.882353,0.242424,6.4375,0,0.218855,18,15.375,51.5,10,4.043383,17,10,20.777778,10,0.531055,0,0,0,23,8,2,13,0,0,2,1,0,2,2
composed-25-1-80-0_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606,0.060606,302,0.554637,677,64,0,0.581501,18.30303,35,0.424242,0,0.575758,0.575758,0.730939,0.089361,0.727273,159.291391,10,145,157,18.30303,10,58,10,0.527455,0,16.587104,11.809524,0.363636,7.222222,0,0.215488,19,14.347826,35.533333,10,2.948907,19,10,19.214286,10,0.392488,0,0,0,24,12,2,14,0,0,2,1,0,2,2
composed-25-1-80-1_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606,0.060606,302,0.554637,674,63,0,0.608253,18.30303,37,0.424242,0,0.575758,0.545455,0.730939,0.11736,0.787879,160.122517,10,146,156,18.30303,10,60,10,0.530207,0,16.584771,12.117647,0.333333,6.692308,0,0.212121,19,14.434783,36.4,10,3.872865,18,10,19.533333,10,0.381167,0,0,0,26,11,2,14,0,0,2,1,0,2,2
composed-25-1-80-2_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606,0.060606,302,0.554637,669,81,0,0.588095,18.30303,28,0.424242,0,0.575758,0.575758,0.730939,0.101052,0.787879,159.731788,10,145,156,18.30303,10,61,10,0.528913,0,16.584616,12.153846,0.363636,7.9,0,0.272727,19,14.45,38.230769,10,3.33471,19,10,17.833333,10,0.393031,0,0,0,26,12,2,14,0,0,2,1,0,2,2
composed-25-1-80-3_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606,0.060606,302,0.554637,675,97,0,0.596033,18.30303,37,0.454545,0,0.575758,0.575758,0.730939,0.090598,0.727273,160.07947,10,146,156,18.30303,10,60,10,0.530064,0,16.662227,12.263158,0.30303,7.26087,0,0.326599,19,14.157895,42.3,10,2.989728,19,10,18.142857,10,0.397897,0,0,0,24,10,2,15,0,0,2,1,0,2,2
composed-25-1-80-4_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606,0.060606,302,0.554637,675,76,0,0.585685,18.30303,37,0.393939,0,0.515152,0.545455,0.730939,0.099665,0.787879,160.725166,10,147,157,18.30303,10,62,10,0.532203,0,16.564153,12.222222,0.363636,7.6,0,0.255892,17,14.5,37.166667,10,3.288961,18,10,18.882353,10,0.372429,0,0,0,26,12,2,13,0,0,2,1,0,2,2
composed-25-1-80-5_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606,0.060606,302,0.554637,673,77,0,0.586212,18.30303,31,0.393939,0,0.545455,0.545455,0.730939,0.09826,0.757576,159.990066,10,146,157,18.30303,10,60,10,0.529768,0,16.52604,12.181818,0.333333,6.941176,0,0.259259,18,14.227273,35.1875,10,3.242566,18,10,18.764706,10,0.38278,0,0,0,25,11,2,13,0,0,2,1,0,2,2
composed-25-1-80-6_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606,0.060606,302,0.554637,670,72,0,0.586212,18.30303,35,0.424242,0,0.515152,0.545455,0.730939,0.095386,0.787879,160.764901,10,148,157,18.30303,10,61,10,0.532334,0,16.512886,12.192308,0.363636,7.588235,0,0.242424,17,14.166667,38.923077,10,3.147725,18,10,18.529412,10,0.389058,0,0,0,26,12,2,14,0,0,2,1,0,2,2
composed-25-1-80-7_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606,0.060606,302,0.554637,676,73,0,0.588976,18.30303,39,0.424242,0,0.515152,0.575758,0.730939,0.09121,0.727273,160.480132,10,146,158,18.30303,10,61,10,0.531391,0,16.587851,12.117647,0.363636,7.642857,0,0.245791,17,14.52381,41.583333,10,3.009932,19,10,18.2,10,0.408774,0,0,0,24,12,2,14,0,0,2,1,0,2,2
composed-25-1-80-8_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606,0.060606,302,0.554637,666,61,0,0.576743,18.30303,37,0.393939,0,0.575758,0.575758,0.730939,0.095386,0.69697,159.857616,10,146,157,18.30303,10,59,10,0.52933,0,16.517686,12.285714,0.363636,7.142857,0,0.205387,19,14.217391,34.125,10,3.147725,19,10,18.764706,10,0.385691,0,0,0,23,12,2,13,0,0,2,1,0,2,2
composed-25-1-80-9_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606,0.060606,302,0.554637,680,70,0,0.582989,18.30303,39,0.393939,0,0.545455,0.575758,0.730939,0.092121,0.727273,160.086093,10,147,155,18.30303,10,60,10,0.530086,0,16.502046,12.315789,0.333333,6.4375,0,0.23569,18,14.315789,34.214286,10,3.039985,19,10,19.368421,10,0.377564,0,0,0,24,11,2,13,0,0,2,1,0,2,2
composed-75-1-2-0_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096,0.024096,624,0.181158,668,55,0,0.262333,15.036145,48,0.13253,0,0.228916,0.180723,0.713651,0.052681,0.289157,166.641026,10,150,158,15.036145,10,142,10,0.267053,0,19.609989,13.3,0.048193,6,0,0.073628,19,15.307692,77.75,10,4.372548,15,10,17.8,10,0.741992,0,0,0,24,4,2,11,0,0,2,1,0,2,2
composed-75-1-2-1_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096,0.024096,624,0.181158,668,62,0,0.269018,15.036145,37,0.13253,0,0.289157,0.180723,0.713651,0.058978,0.301205,167.740385,10,152,159,15.036145,10,144,10,0.268815,0,19.630041,13.375,0.048193,6.153846,0,0.082999,24,15.428571,82.25,10,4.895156,15,10,17.733333,10,0.746379,0,0,0,25,4,2,11,0,0,2,1,0,2,2
composed-75-1-2-2_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096,0.024096,624,0.181158,671,64,0,0.268823,15.036145,48,0.13253,0,0.277108,0.192771,0.713651,0.052348,0.277108,167.009615,10,150,158,15.036145,10,142,10,0.267644,0,19.617289,13.421053,0.048193,6,0,0.085676,23,15.352941,83,10,4.344906,16,10,17.5625,10,0.743178,0,0,0,23,4,2,11,0,0,2,1,0,2,2
composed-75-1-2-3_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096,0.024096,624,0.181158,679,66,0,0.254974,15.036145,49,0.144578,0,0.253012,0.192771,0.713651,0.052979,0.277108,167.424679,10,150,158,15.036145,10,144,10,0.268309,0,19.586155,13.166667,0.048193,6.8,0,0.088353,21,15.333333,83,10,4.397277,16,10,17.769231,10,0.739923,0,0,0,23,4,2,12,0,0,2,1,0,2,2
composed-75-1-2-4_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096,0.024096,624,0.181158,684,44,0,0.261224,15.036145,55,0.144578,0,0.228916,0.180723,0.713651,0.055368,0.325301,167.706731,10,150,158,15.036145,10,143,10,0.268761,0,19.586112,13.263158,0.060241,6.272727,0,0.058902,19,15.176471,84.4,10,4.59556,15,10,17.647059,10,0.741466,0,0,0,27,5,2,12,0,0,2,1,0,2,2
composed-75-1-25-0_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096,0.024096,647,0.187836,668,69,0,0.224882,15.590361,37,0.13253,0,0.228916,0.180723,0.712186,0.049057,0.301205,162.530139,10,149,158,15.590361,10,142,10,0.251206,0,17.65404,13.166667,0.072289,6,0,0.092369,19,15.181818,64.666667,10,4.071754,15,10,17.538462,10,0.532768,0,0,0,25,6,2,11,0,0,2,1,0,2,2
composed-75-1-25-1_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096,0.024096,647,0.187836,668,59,0,0.226102,15.590361,32,0.13253,0,0.289157,0.192771,0.712186,0.05385,0.301205,163.496136,10,151,158,15.590361,10,142,10,0.252699,0,17.621348,13.166667,0.084337,6.153846,0,0.078983,24,15.142857,65,10,4.469539,16,10,17.444444,10,0.539065,0,0,0,25,7,2,11,0,0,2,1,0,2,2
composed-75-1-25-2_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096,0.024096,647,0.187836,671,65,0,0.231866,15.590361,41,0.13253,0,0.277108,0.192771,0.712186,0.047426,0.277108,162.882535,10,150,157,15.590361,10,141,10,0.25175,0,17.809471,13.25,0.048193,6,0,0.087015,23,15.166667,79,10,3.936349,16,10,17.266667,10,0.566852,0,0,0,23,4,2,11,0,0,2,1,0,2,2
composed-75-1-25-3_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096,0.024096,647,0.187836,679,60,0,0.217754,15.590361,42,0.144578,0,0.253012,0.192771,0.712186,0.048807,0.289157,163.309119,10,149,158,15.590361,10,143,10,0.25241,0,17.595005,13,0.072289,6.8,0,0.080321,21,15.125,60.666667,10,4.050989,16,10,17.652174,10,0.516779,0,0,0,24,6,2,12,0,0,2,1,0,2,2
