@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE VG_min NUMERIC

@DATA
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1388268034-092.cnf,1,0.0869,0.102,0.234,0,0,45.667,52.341,0,0.8276,3,56.308,0.8401,0.4724,28,23,0.0109
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/500/unif-k3-r4.25-v500-c2125-S1826325374-100.cnf,1,0.2876,0.2918,0.3851,0.0043,0,26.374,26.374,0.0601,0.7023,4,26.916,0.8451,0.3158,3844,3844,0.0047
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl001.sat05-2695.reshuffled-07.cnf,1,1.5263,4.1837,2.4873,0.2206,0.0905,11.554,11.876,0.4259,2.9418,4.444,13.808,0.9459,0.4278,249,177,0.0002
SAT_RACE2006/SAT-Race-Benchmarks/velev-live-uns-2.0-ebuf.cnf,1,1.7213,2.8046,2.5229,0.0472,0.7671,23.002,23.002,1.1887,1.5002,4.9269,60.766,1.0021,0.2993,552,552,0
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v40000-c168000-S709305826-098-UNKNOWN.cnf,1,0.2945,0.2906,0.3987,0.0071,0,42,60,0.0655,0.7162,5.907,73.5,0.8505,0.2223,1,1,0
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-5.cnf,1,0.4885,0.6089,0.5914,0.772,0.072,4.7613,5.5467,0.1823,1.0054,12.798,6.0339,0.8591,0.0323,177,136,0
SAT_Competition2011/SAT04/handmade/connamacher/connm-d-0.02/connm-ue-csp-sat-n1200-d-0.02-s405595518.used-as.sat04-950.cnf,1,0.3179,0.349,0.3555,0.0216,0,41.662,41.662,0.2498,0.9999,6.4133,45.11,0.9766,0.2688,2187,2187,0.0009
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1335110382-066.SATISFIABLE.cnf,1,0,0.0307,0.1502,0,0,25.108,25.108,0,1.0103,2,25.619,0.8731,0.6794,4371,4371,0.0111
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c7b_i.cnf,1,1.1007,1.2147,1.3194,1.4178,0.1294,10.226,13.535,0.4419,1.6977,6.4567,14.847,0.8986,0.0831,601,563,0.0002
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1313163883-027.cnf,1,0.0765,0.0993,0.2371,0,0,42.547,45.654,0,0.8308,3,48.487,0.8442,0.4859,55,44,0.0169
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-6x19.cnf,1,0,0,0,0.043,0.0323,28.167,28.167,0.5928,0,2,28.167,0.9993,0.9608,3322,3322,0.0322
SAT_Competition2011/SAT_RACE08/Q1/SAT_dat.k85.cnf,1,0.7488,0.9596,1.0149,0.3169,0.6204,9.9467,9.9467,0.7966,1.5838,82.543,9.9467,1.0096,0.0674,75,75,0
SAT_RACE2008/simon-s02-f2clk-50.cnf,1,0.751,0.7019,0.7699,1.7627,0.1667,9.593,11.113,0.2937,1.4675,8.8005,13.17,0.8777,0.0552,765,581,0.0001
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-rand3bip-sat-220-1.sat05-2173.reshuffled-07.cnf,1,0.0273,0,0.2996,0,0,26.756,26.756,0,0.5623,6.0457,27.128,0.876,0.5698,4330,4330,0.0057
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E03N17.cnf,1,1.0986,2.5107,2.8529,0.5273,0.209,23.379,26.118,0.5982,0.9494,6.6721,27.483,0.9958,0.2615,611,518,0.0003
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG-gensys-brn008.sat05-2685.reshuffled-07.cnf,1,1.5207,4.2361,2.4182,0.2415,0.0949,11.047,11.602,0.4317,2.9219,4.5216,15.36,0.9538,0.462,467,374,0.0002
SAT-Race-2010-CNF/mixed/grieu/vmpc_27.cnf,1,0.0821,0.0048,0.0049,0,0.3922,33.514,33.514,0.288,0.676,3,34.512,0.9997,0.775,1007,1007,0.0011
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-php-045-044.sat05-1195.reshuffled-07.cnf,1,0.2653,0,0.3507,0.001,0.955,268.37,268.37,2.2639,0.9001,3,268.37,1.0125,0.9521,4879,4879,0.003
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,1.425,1.4458,1.157,1.1271,0.2785,12.842,12.842,0.4267,1.7997,13.752,13.383,0.9042,0.0771,780,780,0
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S153059456-076.SATISFIABLE.cnf,1,0,0.0377,0.141,0,0,28.339,28.339,0,1.0126,2,28.529,0.8762,0.6717,4316,4316,0.0111
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,0.6547,0.7355,0.8431,0.4515,0.512,0,1,0.4363,1.4155,115.74,1,0.9778,0.1508,0,0,0
SAT_Competition2011/SAT05/industrial/maris05/Ferry/ferry5_ks99i.renamed-as.sat05-3994.cnf,1,0.4248,0.4162,0.4328,0.0488,0.8604,0,0,0.6063,0.5852,13.559,0,0.9921,0.3769,0,0,0.0012
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/460/unif-k3-r4.25-v460-c1955-S1892788676-021.cnf,1,0.2673,0.2704,0.4106,0.0124,0,24.633,24.633,0.0525,0.6882,4.0045,26.35,0.8447,0.3265,3806,3806,0.0041
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S172053238-003.cnf,1,0.2665,0.2694,0.3735,0.0065,0,22.404,22.404,0.0393,0.6223,4.0051,22.909,0.8447,0.3272,3840,3840,0.0047
SAT_Competition2007/random/OnTreshold/7SAT/v60/unif-k7-r89-v60-c5340-S1708367663-03.UNSAT.shuffled.cnf,1,0,0.0338,0.1367,0,0,22.514,22.514,0,0.9994,2,22.668,0.8796,0.6894,4385,4385,0.011
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/counting-harder-php-018-017.sat05-1189.reshuffled-07.cnf,1,0.2063,0,0.3584,0.0069,0.8854,50.149,50.149,1.3212,1.1187,3,53.062,0.9963,0.9083,4512,4512,0.0188
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/440/unif-k3-r4.25-v440-c1870-S1035441377-058.cnf,1,0.2838,0.2925,0.3995,0.007,0,24.001,24.001,0.0687,0.7394,4,24.468,0.8426,0.3221,3873,3873,0.0043
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-brn004.sat05-3669.reshuffled-07.cnf,1,1.3887,1.1824,2.3,0.1389,0.0809,12.154,14.23,0.3826,2.5489,4.88,15.014,0.9115,0.2451,1647,1018,0.0001
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-020-019.shuffled-as.sat05-1232.cnf,1,0.263,0,0.3665,0.057,0.9444,55.165,55.165,1.3603,0.9417,3,55.317,0.9991,0.9984,1598,1598,0.0082
SAT-Race-2010-CNF/software-verification/post/zfcp-2.8-u2-nh.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/420/unif-k3-r4.25-v420-c1785-S596342014-039.cnf,1,0.2782,0.2813,0.3965,0.0056,0,21.831,21.831,0.0591,0.6824,4,23.82,0.8419,0.3243,3774,3774,0.0056
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S1788789488-19-SAT.cnf,1,0.342,0.3369,0.4253,0.0289,0.0948,29.216,29.216,0.1496,1.0294,4.2014,29.222,0.8537,0.3162,3759,3759,0.0009
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_3500_3500_30f1.shuffled.cnf,1,0,0.0238,0.2273,0,0,0,0,0.1105,1.4646,2,0,0.8602,0.6559,0,0,0.069
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S1268831169-016-UNKNOWN.cnf,1,0.2938,0.2903,0.3989,0.0069,0,38.5,60,0.0649,0.7153,5.9259,69.286,0.8423,0.2301,2,1,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-17-33-sat.cnf,1,0.005,0,0,0,0.9395,140.11,140.11,1.907,0,2.9696,140.11,0.9934,0.9261,4870,4870,0.1139
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S102550125-14.cnf,1,0.2908,0.2884,0.3989,0.0064,0,34.781,39.412,0.0606,0.7094,5.0016,42.462,0.8252,0.2408,21,15,0.0002
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v250-c1065-S427778075-026.UNKNOWN.cnf,1,0.251,0.2648,0.3805,0.0019,0,16.139,16.139,0.045,0.6416,4,17.261,0.8543,0.3613,4063,4063,0.0094
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S428924146-076.UNKNOWN.cnf,1,0.0057,0.1005,0.2181,0,0,18.383,18.383,0,0.8473,2.1757,18.546,0.8617,0.5887,4341,4341,0.0451
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-desmul.cnf,1,3.6897,5.0083,4.8421,0.0165,0.2282,3,3.197,1.0239,1.2679,8.2442,3.9464,0.9572,0.0542,52,32,0
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S803323266-025.cnf,1,0,0.0366,0.1517,0,0,26.65,26.65,0,1.0047,2,26.868,0.8741,0.6751,4347,4347,0.0111
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S464722883-083.SATISFIABLE.cnf,1,0.0217,0.0972,0.2112,0,0,26.945,26.945,0,0.8237,2.9677,27.279,0.8569,0.5514,4115,4115,0.0417
SAT_RACE2008/grieu-vmpc-31.cnf,1,0.0776,0.004,0.004,0,0.3931,41.129,41.129,0.2905,0.675,3,43.582,0.9998,0.7753,707,707,0.0008
SAT_RACE2006/SAT-Race_TS_2/grieu-vmpc-s05-05s.cnf,1,0.0846,0.0054,0.2186,0,0.3917,35.311,35.311,0.2865,1.0505,3,37.636,1.0021,0.7923,1065,1065,0.0012
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,0.0391,0,0.2837,0,0,29.207,29.207,0,0.5623,6.2222,30.284,0.8691,0.563,4164,4164,0.0045
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-18t35.sat05-1147.reshuffled-07.cnf,1,0.4721,0.5681,0.6731,0.1048,0.672,9.5012,9.5012,0.4054,1.1223,26.75,10.672,14.598,0.325,84,84,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,1,0.6558,0.7474,0.8472,0.4435,0.5174,0,1,0.4303,1.3999,21,3,0.9563,0.1136,0,0,0
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-dead-dnd002.sat05-2713.reshuffled-07.cnf,1,1.5093,4.4365,2.6883,0.2294,0.097,17.749,18.733,0.4521,2.9945,4.0301,20.466,0.9604,0.4393,949,772,0.0002
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S1128222245-05.cnf,1,0.0875,0.1022,0.2315,0,0,47.362,51.5,0,0.8428,3,55.393,0.841,0.4744,28,24,0.0113
SAT_RACE2006/SAT-Race-Benchmarks/schup-l2s-motst-2-k315.cnf,1,1.2043,1.2442,1.2849,1.5823,0.1924,0,0,1.1862,1.3062,8,0,0.9582,0.057,0,0,0
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1116496771-020.SATISFIABLE.cnf,1,0.0265,0.0977,0.2358,0,0,30.151,30.151,0,0.8226,3,31.32,0.856,0.5405,4077,4077,0.0401
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1338462531-082.cnf,1,0.2792,0.282,0.387,0.0034,0,26.08,26.08,0.0497,0.6723,4.0043,26.607,0.8455,0.3223,3777,3777,0.0049
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S612955126-075.cnf,1,0.302,0.2993,0.4059,0.0083,0,31.583,34.787,0.0692,0.7334,4.9992,36.392,0.8269,0.2545,45,34,0.0002
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-13.cnf,1,1.7637,1.639,1.9839,0.5125,0.2254,0,0,0.3073,1.4683,6.8527,0,0.8727,0.1355,0,0,0.0001
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S1415445307-13.cnf,1,0.295,0.2914,0.3977,0.0067,0,36.615,46.667,0.0662,0.7205,5.1083,53,0.8355,0.229,6,4,0.0001
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_7_4_8_fbc.cnf,1,0.3645,0.8151,0.7821,0,0.5576,27.69,27.69,0.5523,1.1545,5.7407,30.007,0.9909,0.2889,1892,1892,0.0002
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,1,2.4745,3.602,2.9177,9.6744,0.5851,32.952,40.197,1.9281,1.3543,4.7193,43.979,0.9719,0.4119,90,52,0.0001
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S839302453-094.cnf,1,0.2925,0.2892,0.3964,0.0056,0,33.033,39.727,0.0638,0.7125,5.0022,43.393,0.8269,0.2395,16,12,0.0001
SAT_Competition2009/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,1.4985,1.9303,2.1899,0.0618,0.145,14.935,14.935,0.3582,1.5396,6.4884,14.935,1.1344,0.039,510,510,0
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf,1,0,0.1595,0.1917,0.0042,0.9802,72.043,72.043,2.4079,0.0989,2,81.512,0.9999,0.8924,4,4,0.0041
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,1,0.1671,0.1324,0.1355,0.0177,0.9261,51.607,51.607,1.3868,0.2697,3,52.612,1.0024,0.8276,242,242,0.0034
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1906075351-024.cnf,1,0,0.0395,0.1539,0,0,42.952,42.952,0,1.0007,2,43.459,0.8744,0.6474,4058,4058,0.0117
SAT_RACE2008/velev-vliw-sat-4.0-b4.cnf,1,1.3035,13.386,9.197,0.0065,0.6348,0,0,3.7972,1.285,0,0,2.1357,0.3152,0,0,0
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl001.sat05-2695.reshuffled-07.cnf,1,1.5263,4.1837,2.4873,0.2206,0.0905,11.554,11.876,0.4259,2.9418,4.444,13.808,0.9464,0.4289,249,177,0.0002
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,0.2047,0.1759,0.1696,0.0201,0.9349,43.762,44.149,1.4631,0.2431,3.0022,50.662,0.9996,0.7651,288,179,0.0019
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1517867865-16.cnf,1,0.0817,0.1,0.2333,0,0,41.9,48.848,0,0.8282,3,51.075,0.8461,0.4808,39,34,0.0134
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S748216286-061.cnf,1,0.0115,0.0962,0.2349,0,0,22.246,22.246,0,0.84,2.697,22.288,0.8577,0.5664,4218,4218,0.0441
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.5132,0.5454,0.5361,0.6234,0.585,0,0,0.4804,1.3791,17.1,0,0.9961,0.3005,0,0,0
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1617626827-069.SATISFIABLE.cnf,1,0.2776,0.2808,0.3966,0.0047,0,24.638,24.638,0.0625,0.7246,4,26.209,0.8451,0.3284,3808,3808,0.0052
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.28,0.291,0.3008,0.2087,0.0181,22.621,22.621,0.1654,1.4091,6.9777,28.091,0.7865,0.2701,3424,3424,0.0023
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S870840347-014.cnf,1,0,0.0393,0.1574,0,0,43.378,43.378,0,1.007,2,43.729,0.87,0.6437,4093,4093,0.0117
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,0.6947,1.9072,2.1746,0.2984,0.9607,0,0,3.3352,0.6491,140,0,2.0384,0.1729,0,0,0
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,0.4918,0.5067,0.5009,0.7083,0.5987,0,0,0.4803,1.3813,16,0,0.9743,0.2671,0,0,0
SAT_Competition2007/crafted/Hard/contest05/counting-php/easier-fphp-035-029.sat05-1221.reshuffled-07.cnf,1,0.2382,0,0.3235,0.0333,0.9617,69.071,71.921,1.7479,0.8941,3,72.868,0.9999,0.9874,25,14,0.0031
SAT_Competition2007/crafted/Medium/contest05/others/QG7-gensys-icl001.sat05-2926.reshuffled-07.cnf,1,0.522,0.6595,0.6863,0.4619,0.3387,32.355,32.355,0.4589,1.3824,3.88,33.122,0.9939,0.5801,3257,3257,0.0001
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S321371087-018.cnf,1,0.2746,0.2762,0.369,0.0057,0,24.075,24.075,0.0642,0.7095,4,25.434,0.8464,0.3299,3784,3784,0.0041
SAT_RACE2008/post-c32s-ss-8.cnf,1,0.8326,1.065,1.2377,1.2495,0.4161,10.497,11.091,1.6766,1.3213,7.7668,13,0.9314,0.1027,506,465,0.0001
SAT_Competition2007/crafted/Hard/contest02/ezfact64_4.sat05-451.reshuffled-07.cnf,1,0.9169,0.5399,0.8972,0.1113,0.0468,25.04,25.04,0.1416,1.2783,6.9344,30.635,0.7316,0.0454,839,839,0.0002
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-pbl-00400.sat05-1322.reshuffled-07.cnf,1,0.4649,1.1339,2.6005,0.0172,0.0006,6.1538,8.5822,0.2399,2.69,5.0889,9.6556,0.9956,0.2912,72,26,0.0001
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-17-s.cnf,1,0.5364,0.5586,0.5332,1.262,0.5669,1.9744,1.9744,0.4267,1.3521,15,2,0.4537,0.1134,26,26,0
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1,0.0127,0.0987,0.22,0,0,22.466,22.466,0,0.829,2.7475,22.786,0.8594,0.5664,4225,4225,0.0441
SAT_Competition2007/crafted/Medium/contest05/others/QG-gensys-brn008.sat05-2685.reshuffled-07.cnf,1,1.5207,4.2361,2.4182,0.2415,0.0949,11.047,11.602,0.4317,2.9219,4.5216,15.36,0.9546,0.4575,467,374,0.0002
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_2_keyfind_1.cnf,1,0.2847,0.3063,0.3406,0.2849,0.0223,19.474,19.474,0.169,1.4436,6.5354,21.787,0.8008,0.3193,3946,3946,0.0035
SAT-Race-2010-CNF/mixed/jarvisalo/eq.atree.braun.12.unsat.cnf,1,0.5956,0.2991,0.5948,0.1845,0.217,25.98,27.702,0.3811,1.1951,8.9931,30.535,0.8449,0.2279,561,532,0.001
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S1161147107-031.cnf,1,0.2837,0.2842,0.4075,0.005,0,27.327,27.327,0.0618,0.674,4,27.886,0.845,0.3179,3693,3693,0.0045
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0.5205,0.5379,0.5231,1.3917,0.5776,2.0133,2.0133,0.4291,1.3599,14.727,2.0133,0.8998,0.1376,75,75,0
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S727005963-093.SATISFIABLE.cnf,1,0.2857,0.2895,0.4005,0.0063,0,29.816,29.816,0.0544,0.6969,4.0034,30.979,0.8418,0.3081,3700,3700,0.0039
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1164089919-15.UNSAT.shuffled.cnf,1,0.0078,0.0938,0.2095,0,0,18.967,18.967,0,0.8246,2.4684,19.481,0.861,0.5829,4290,4290,0.0452
SAT-Race-2010-CNF/software-verification/nec/hard-11-U-7061.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,1.1339,2.1803,2.5403,0.0059,0.9718,0,0,2.9933,0.865,14.818,0,1,0.3823,0,0,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/400/unif-k3-r4.25-v400-c1700-S1039370030-037.cnf,1,0.2917,0.3018,0.397,0.0012,0,21.754,21.754,0.034,0.6258,4.0076,22.516,0.8465,0.3212,3845,3845,0.0012
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S451874538-03.cnf,1,0.0788,0.098,0.2325,0,0,43.556,46.937,0,0.838,3,48.968,0.8439,0.4812,46,38,0.0151
SAT-Race-2010-CNF/software-verification/babic/dspam_dump_vc972.cnf,1,1.6251,1.7456,1.7757,0.3311,0.0228,20.833,20.833,0.1521,0.6449,8.973,20.833,0.9141,0.0093,1219,1219,0
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-120-3.sat05-2340.reshuffled-07.cnf,1,0.0909,0,0.2626,0,0,20.69,21.329,0,0.9882,8.2453,22.149,0.7362,0.315,2439,2380,0.0078
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S471246417-03.cnf,1,0.073,0.0977,0.2295,0,0,39.882,42.776,0,0.8214,3,45.114,0.8454,0.4939,71,63,0.0191
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0.9885,1.2586,1.4882,0.0115,0.9636,73.044,73.044,1.7765,0.8961,13.6,73.044,1.0438,0.4034,30,30,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S311671104-045.cnf,1,0.2952,0.2974,0.3996,0.009,0,22.745,22.745,0.0791,0.7746,4,23.715,0.8474,0.3355,3849,3849,0.0062
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p30-s67876261.cnf,1,0,0.2476,0.2773,0.0077,0.9772,79.754,80.626,2.3039,0.1065,2,86.043,0.9999,0.8753,6,6,0.0075
SAT-Race-2010-CNF/mixed/diagnosis/UCG-20-10p1.cnf,1,0.6533,0.7411,0.8457,0.451,0.515,0,0,0.4374,1.4096,21,1,0.9837,0.1322,0,0,0
SAT_Competition2007/crafted/spence/medium/s69-100.cnf,1,0.0573,0.1641,0.2417,0,0,11.514,11.514,0,0,5,11.569,0.8119,0.8497,3931,3931,0.0405
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd001.sat05-3419.reshuffled-07.cnf,1,0.9544,1.0172,1.3814,0.623,0.4326,31.549,31.549,0.7021,2.0719,4.6592,37.531,0.9867,0.3634,2508,2508,0.0001
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g8.cnf,1,0.1943,0.1993,0.1958,0.0241,0.9309,42.759,42.759,1.3778,0.261,3.0097,45.261,1.0024,0.7267,345,345,0.0028
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S448238512-10.cnf,1,0.2945,0.291,0.4025,0.0068,0,36.077,44.3,0.0638,0.712,5.2275,52.545,0.8359,0.2348,6,5,0
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S1760652419-100.cnf,1,0.2933,0.2903,0.3959,0.0077,0,30.226,38.027,0.0655,0.7218,5.0021,41,0.827,0.2459,25,19,0.0002
SAT_Competition2011/SAT_RACE06/ibm-2002-21r-k95.cnf,1,0.9826,1.1688,1.2369,0.8234,0.5208,23.594,23.594,0.6949,1.9733,95.971,23.725,0.9575,0.0232,200,200,0
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10nid_s.cnf,1,1.7623,1.9578,2.3958,1.3489,0.1256,6.9032,9.449,0.3766,1.7943,7.1579,9.9192,0.9014,0.0196,46,19,0
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,1,0,0.2157,0.2672,0,0,15.514,15.934,0.0162,1.3541,2,16.417,0.8687,0.5233,1137,1077,0.0026
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S2129616968-04.cnf,1,0.0716,0.0975,0.2273,0,0,40.222,43.526,0,0.8339,3,45,0.8446,0.4923,71,55,0.0192
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1813726766-14.SAT.shuffled.cnf,1,0.015,0.096,0.2166,0,0,23.973,23.973,0,0.8489,2.789,24.45,0.858,0.5587,4161,4161,0.0431
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S308012126-046.cnf,1,0.0129,0.0961,0.1965,0,0,22.567,22.567,0,0.8487,2.6869,22.798,0.8579,0.566,4204,4204,0.0441
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.0-08.cnf,1,2.9842,4.946,4.4253,0.0118,0.9501,49.111,49.111,2.409,0.6014,4,49.111,1.0178,0.2314,18,18,0
