@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_sums_count NUMERIC
@ATTRIBUTE stats_var_bool NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC

@DATA
bqwh-15-106-41_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.011959
bqwh-15-106-42_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-43_ext.xml.minion.converted.minion.gz,1,0,0,0.105301,106,106,106,586,0.013973
bqwh-15-106-43_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-44_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-45_ext.xml.minion.converted.minion.gz,1,0,0,0.110153,106,106,106,613,0.013799
bqwh-15-106-45_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-46_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-47_ext.xml.minion.converted.minion.gz,1,0,0,0.104942,106,106,106,584,0.014139
bqwh-15-106-47_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-48_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-49_ext.xml.minion.converted.minion.gz,1,0,0,0.106199,106,106,106,591,0.013909
bqwh-15-106-49_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-4_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-50_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-51_ext.xml.minion.converted.minion.gz,1,0,0,0.108715,106,106,106,605,0.013957
bqwh-15-106-51_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-53_ext.xml.minion.converted.minion.gz,1,0,0,0.107098,106,106,106,596,0.014151
bqwh-15-106-53_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.012177
bqwh-15-106-54_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-55_ext.xml.minion.converted.minion.gz,1,0,0,0.108895,106,106,106,606,0.013911
bqwh-15-106-55_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.011883
bqwh-15-106-56_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-57_ext.xml.minion.converted.minion.gz,1,0,0,0.106379,106,106,106,592,0.013435
bqwh-15-106-57_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-58_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-59_ext.xml.minion.converted.minion.gz,1,0,0,0.108895,106,106,106,606,0.013768
bqwh-15-106-59_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.011745
bqwh-15-106-5_ext.xml.minion.converted.minion.gz,1,0,0,0.105481,106,106,106,587,0.013684
bqwh-15-106-5_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-60_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-61_ext.xml.minion.converted.minion.gz,1,0,0,0.107817,106,106,106,600,0.013409
bqwh-15-106-61_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-62_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-63_ext.xml.minion.converted.minion.gz,1,0,0,0.105481,106,106,106,587,0.013903
bqwh-15-106-63_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-65_ext.xml.minion.converted.minion.gz,1,0,0,0.104762,106,106,106,583,0.013927
bqwh-15-106-65_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-66_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-67_ext.xml.minion.converted.minion.gz,1,0,0,0.105121,106,106,106,585,0.014037
bqwh-15-106-67_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.0121
bqwh-15-106-68_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-69_ext.xml.minion.converted.minion.gz,1,0,0,0.109254,106,106,106,608,0.013651
bqwh-15-106-69_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-6_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-70_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.012151
bqwh-15-106-71_ext.xml.minion.converted.minion.gz,1,0,0,0.109973,106,106,106,612,0.014221
bqwh-15-106-71_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.012186
bqwh-15-106-72_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-73_ext.xml.minion.converted.minion.gz,1,0,0,0.103504,106,106,106,576,0.013884
bqwh-15-106-73_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-74_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-75_ext.xml.minion.converted.minion.gz,1,0,0,0.110692,106,106,106,616,0.013813
bqwh-15-106-75_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.011751
bqwh-15-106-76_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-77_ext.xml.minion.converted.minion.gz,1,0,0,0.106559,106,106,106,593,0.014662
bqwh-15-106-77_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-78_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-79_ext.xml.minion.converted.minion.gz,1,0,0,0.10584,106,106,106,589,0.013981
bqwh-15-106-79_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-7_ext.xml.minion.converted.minion.gz,1,0,0,0.104582,106,106,106,582,0.014083
bqwh-15-106-7_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-80_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.011783
bqwh-15-106-81_ext.xml.minion.converted.minion.gz,1,0,0,0.106199,106,106,106,591,0.013956
bqwh-15-106-81_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.011989
bqwh-15-106-83_ext.xml.minion.converted.minion.gz,1,0,0,0.108356,106,106,106,603,0.014063
bqwh-15-106-83_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-84_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-85_ext.xml.minion.converted.minion.gz,1,0,0,0.10602,106,106,106,590,0.01389
bqwh-15-106-85_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.011926
bqwh-15-106-86_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.011717
bqwh-15-106-87_ext.xml.minion.converted.minion.gz,1,0,0,0.104043,106,106,106,579,0.013626
bqwh-15-106-87_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-88_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.011783
bqwh-15-106-89_ext.xml.minion.converted.minion.gz,1,0,0,0.107817,106,106,106,600,0.013856
bqwh-15-106-89_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-8_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-90_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.012212
bqwh-15-106-91_ext.xml.minion.converted.minion.gz,1,0,0,0.109973,106,106,106,612,0.014166
bqwh-15-106-92_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-93_ext.xml.minion.converted.minion.gz,1,0,0,0.108356,106,106,106,603,0.01412
bqwh-15-106-93_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-94_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-95_ext.xml.minion.converted.minion.gz,1,0,0,0.107457,106,106,106,598,0.013848
bqwh-15-106-95_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-96_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-97_ext.xml.minion.converted.minion.gz,1,0,0,0.107996,106,106,106,601,0.014143
bqwh-15-106-97_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?
bqwh-15-106-98_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.012067
bqwh-15-106-99_ext.xml.minion.converted.minion.gz,1,0,0,0.11195,106,106,106,623,0.014055
bqwh-15-106-99_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.011963
bqwh-15-106-9_ext.xml.minion.converted.minion.gz,1,0,0,0.106739,106,106,106,594,0.013597
bqwh-15-106-9_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.01163
bqwh-18-141-11_ext.xml.minion.converted.minion.gz,1,0,0,0.088754,141,141,141,876,0.01039
bqwh-18-141-13_ext.xml.minion.converted.minion.gz,1,0,0,0.086626,141,141,141,855,0.010047
bqwh-18-141-15_ext.xml.minion.converted.minion.gz,1,0,0,0.089362,141,141,141,882,0.010488
bqwh-18-141-17_ext.xml.minion.converted.minion.gz,1,0,0,0.086322,141,141,141,852,0.010266
bqwh-18-141-19_ext.xml.minion.converted.minion.gz,1,0,0,0.089868,141,141,141,887,0.0103
bqwh-18-141-1_ext.xml.minion.converted.minion.gz,1,0,0,0.089058,141,141,141,879,0.010241
bqwh-18-141-21_ext.xml.minion.converted.minion.gz,1,0,0,0.089767,141,141,141,886,0.010313
bqwh-18-141-23_ext.xml.minion.converted.minion.gz,1,0,0,0.090071,141,141,141,889,0.010131
bqwh-18-141-25_ext.xml.minion.converted.minion.gz,1,0,0,0.089868,141,141,141,887,0.010313
bqwh-18-141-27_ext.xml.minion.converted.minion.gz,1,0,0,0.085309,141,141,141,842,0.009995
bqwh-18-141-29_ext.xml.minion.converted.minion.gz,1,0,0,0.08997,141,141,141,888,0.010127
bqwh-18-141-31_ext.xml.minion.converted.minion.gz,1,0,0,0.092401,141,141,141,912,0.010215
bqwh-18-141-33_ext.xml.minion.converted.minion.gz,1,0,0,0.087437,141,141,141,863,0.010194
bqwh-18-141-35_ext.xml.minion.converted.minion.gz,1,0,0,0.088045,141,141,141,869,0.010168
bqwh-18-141-37_ext.xml.minion.converted.minion.gz,1,0,0,0.089463,141,141,141,883,0.010252
bqwh-18-141-39_ext.xml.minion.converted.minion.gz,1,0,0,0.088045,141,141,141,869,0.010246
bqwh-18-141-3_ext.xml.minion.converted.minion.gz,1,0,0,0.089058,141,141,141,879,0.010473
bqwh-18-141-41_ext.xml.minion.converted.minion.gz,1,0,0,0.087741,141,141,141,866,0.01038
bqwh-18-141-43_ext.xml.minion.converted.minion.gz,1,0,0,0.093212,141,141,141,920,0.010037
bqwh-18-141-45_ext.xml.minion.converted.minion.gz,1,0,0,0.089666,141,141,141,885,0.010075
bqwh-18-141-47_ext.xml.minion.converted.minion.gz,1,0,0,0.090679,141,141,141,895,0.010521
bqwh-18-141-49_ext.xml.minion.converted.minion.gz,1,0,0,0.089564,141,141,141,884,0.010317
bqwh-18-141-51_ext.xml.minion.converted.minion.gz,1,0,0,0.092604,141,141,141,914,0.010425
bqwh-18-141-53_ext.xml.minion.converted.minion.gz,1,0,0,0.091388,141,141,141,902,0.010515
bqwh-18-141-55_ext.xml.minion.converted.minion.gz,1,0,0,0.086525,141,141,141,854,0.010253
bqwh-18-141-57_ext.xml.minion.converted.minion.gz,1,0,0,0.084397,141,141,141,833,0.010182
bqwh-18-141-59_ext.xml.minion.converted.minion.gz,1,0,0,0.087538,141,141,141,864,0.010185
bqwh-18-141-5_ext.xml.minion.converted.minion.gz,1,0,0,0.087031,141,141,141,859,0.010083
bqwh-18-141-61_ext.xml.minion.converted.minion.gz,1,0,0,0.090983,141,141,141,898,0.010188
bqwh-18-141-63_ext.xml.minion.converted.minion.gz,1,0,0,0.090071,141,141,141,889,0.010397
bqwh-18-141-65_ext.xml.minion.converted.minion.gz,1,0,0,0.084397,141,141,141,833,0.010106
bqwh-18-141-67_ext.xml.minion.converted.minion.gz,1,0,0,0.086424,141,141,141,853,0.009987
bqwh-18-141-69_ext.xml.minion.converted.minion.gz,1,0,0,0.085917,141,141,141,848,0.010327
bqwh-18-141-71_ext.xml.minion.converted.minion.gz,1,0,0,0.088754,141,141,141,876,0.010208
bqwh-18-141-73_ext.xml.minion.converted.minion.gz,1,0,0,0.090679,141,141,141,895,0.010467
bqwh-18-141-75_ext.xml.minion.converted.minion.gz,1,0,0,0.089666,141,141,141,885,0.010368
bqwh-18-141-77_ext.xml.minion.converted.minion.gz,1,0,0,0.092199,141,141,141,910,0.010023
bqwh-18-141-79_ext.xml.minion.converted.minion.gz,1,0,0,0.085714,141,141,141,846,0.01018
bqwh-18-141-7_ext.xml.minion.converted.minion.gz,1,0,0,0.087437,141,141,141,863,0.010148
bqwh-18-141-81_ext.xml.minion.converted.minion.gz,1,0,0,0.087234,141,141,141,861,0.010153
bqwh-18-141-83_ext.xml.minion.converted.minion.gz,1,0,0,0.083992,141,141,141,829,0.010041
bqwh-18-141-85_ext.xml.minion.converted.minion.gz,1,0,0,0.088652,141,141,141,875,0.010244
bqwh-18-141-87_ext.xml.minion.converted.minion.gz,1,0,0,0.090983,141,141,141,898,0.010086
bqwh-18-141-89_ext.xml.minion.converted.minion.gz,1,0,0,0.08997,141,141,141,888,0.009853
bqwh-18-141-91_ext.xml.minion.converted.minion.gz,1,0,0,0.087842,141,141,141,867,0.010185
bqwh-18-141-93_ext.xml.minion.converted.minion.gz,1,0,0,0.087437,141,141,141,863,0.01004
bqwh-18-141-95_ext.xml.minion.converted.minion.gz,1,0,0,0.091591,141,141,141,904,0.010205
bqwh-18-141-97_ext.xml.minion.converted.minion.gz,1,0,0,0.08845,141,141,141,873,0.010261
bqwh-18-141-99_ext.xml.minion.converted.minion.gz,1,0,0,0.09078,141,141,141,896,0.010257
bqwh-18-141-9_ext.xml.minion.converted.minion.gz,1,0,0,0.089362,141,141,141,882,0.010322
composed-25-10-20-0_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048
composed-25-10-20-1_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048
composed-25-10-20-2_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048
composed-25-10-20-3_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048
composed-25-10-20-4_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048
composed-25-10-20-5_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048
composed-25-10-20-6_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048
composed-25-10-20-7_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048
composed-25-10-20-8_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048
composed-25-10-20-9_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620,0.019048
composed-25-1-2-0_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606
composed-25-1-2-1_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606
composed-25-1-2-2_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606
composed-25-1-2-3_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606
composed-25-1-2-4_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606
composed-25-1-25-0_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606
composed-25-1-25-1_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606
composed-25-1-25-2_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606
composed-25-1-25-3_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606
composed-25-1-25-4_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606
composed-25-1-25-5_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606
composed-25-1-25-6_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606
composed-25-1-25-7_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606
composed-25-1-25-8_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606
composed-25-1-25-9_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247,0.060606
composed-25-1-2-5_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606
composed-25-1-2-6_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606
composed-25-1-2-7_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606
composed-25-1-2-8_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606
composed-25-1-2-9_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224,0.060606
composed-25-1-40-0_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606
composed-25-1-40-1_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606
composed-25-1-40-2_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606
composed-25-1-40-3_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606
composed-25-1-40-4_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606
composed-25-1-40-5_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606
composed-25-1-40-6_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606
composed-25-1-40-7_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606
composed-25-1-40-8_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606
composed-25-1-40-9_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262,0.060606
composed-25-1-80-0_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606
composed-25-1-80-1_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606
composed-25-1-80-2_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606
composed-25-1-80-3_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606
composed-25-1-80-4_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606
composed-25-1-80-5_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606
composed-25-1-80-6_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606
composed-25-1-80-7_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606
composed-25-1-80-8_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606
composed-25-1-80-9_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302,0.060606
composed-75-1-2-0_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096
composed-75-1-2-1_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096
composed-75-1-2-2_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096
composed-75-1-2-3_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096
composed-75-1-2-4_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096
composed-75-1-25-0_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096
composed-75-1-25-1_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096
composed-75-1-25-2_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096
composed-75-1-25-3_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096
composed-75-1-25-4_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096
composed-75-1-25-5_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096
composed-75-1-25-6_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096
composed-75-1-25-7_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096
composed-75-1-25-8_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096
composed-75-1-25-9_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647,0.024096
composed-75-1-2-5_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096
composed-75-1-2-6_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096
composed-75-1-2-7_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096
composed-75-1-2-8_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096
composed-75-1-2-9_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624,0.024096
composed-75-1-40-0_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662,0.024096
composed-75-1-40-1_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662,0.024096
composed-75-1-40-2_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662,0.024096
composed-75-1-40-3_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662,0.024096
composed-75-1-40-4_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662,0.024096
composed-75-1-40-5_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662,0.024096
composed-75-1-40-6_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662,0.024096
composed-75-1-40-7_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662,0.024096
composed-75-1-40-8_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662,0.024096
composed-75-1-40-9_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662,0.024096
composed-75-1-80-0_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702,0.024096
composed-75-1-80-1_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702,0.024096
composed-75-1-80-2_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702,0.024096
composed-75-1-80-3_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702,0.024096
composed-75-1-80-4_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702,0.024096
composed-75-1-80-5_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702,0.024096
composed-75-1-80-6_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702,0.024096
composed-75-1-80-7_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702,0.024096
composed-75-1-80-8_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702,0.024096
composed-75-1-80-9_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702,0.024096
costasArray-10.xml.minion.convert.minion,1,88,0,0.176799,54,54,54,0,0.047962
costasArray-11.xml.minion.convert.minion,1,108,0,0.157692,65,65,65,0,0.03991
costasArray-12.xml.minion.convert.minion,1,130,0,0.142174,77,77,77,0,0.033741
costasArray-13.xml.minion.convert.minion,1,154,0,0.129338,90,90,90,0,0.028907
costasArray-14.xml.minion.convert.minion,1,180,0,0.118559,104,104,104,0,0.025048
costasArray-15.xml.minion.convert.minion,1,208,0,0.109386,119,119,119,0,0.021916
costasArray-16.xml.minion.convert.minion,1,238,0,0.101493,135,135,135,0,0.019339
costasArray-17.xml.minion.convert.minion,1,270,0,0.094632,152,152,152,0,0.017193
costasArray-18.xml.minion.convert.minion,1,304,0,0.088618,170,170,170,0,0.015387
costasArray-19.xml.minion.convert.minion,1,340,0,0.083305,189,189,189,0,0.013851
costasArray-20.xml.minion.convert.minion,1,378,0,0.078579,209,209,209,0,0.012535
cril-0_ext.xml.minion.converted.minion,1,0,0,0.086362,108,108,108,34,0.053554
cril-0_ext.xml.minion.converted.minion.gz,1,0,0,0.086362,108,108,108,34,0.053554
cril-2_ext.xml.minion.converted.minion,1,0,0,0.094389,208,208,208,2032,0.009615
cril-3_ext.xml.minion.converted.minion,1,0,0,0.094389,208,208,208,2032,0.009615
cril-4_ext.xml.minion.converted.minion,1,0,0,1,45,45,45,990,0.044444
cril-5_ext.xml.minion.converted.minion,1,0,0,1,42,42,42,861,0.047619
cril-6_ext.xml.minion.converted.minion,1,0,0,0.314286,36,36,36,153,0.058824
cril-6_ext.xml.minion.converted.minion.gz,1,0,0,0.314286,36,36,36,153,0.058824
cril-7.ext.xml.minion.converted.minion,1,0,0,0.314286,36,36,36,153,0.058824
cril-7.ext.xml.minion.converted.minion.gz,1,0,0,0.314286,36,36,36,153,0.058824
crossword-m1-uk-23-10.xml.minion.WOR.minion.gz,1,0,0,0.49145,462,462,462,156,0.023197
crossword-m1-words-15-01.xml.minion.WOR.minion.gz,1,0,0,0.476528,189,189,189,78,0.042965
crossword-m1-words-15-06.xml.minion.WOR.minion.gz,1,0,0,0.565847,195,195,195,72,0.049925
crossword-m1-words-15-10.xml.minion.WOR.minion.gz,1,0,0,0.71462,190,190,190,72,0.044442
crossword-m1-words-19-03.xml.minion.WOR.minion.gz,1,0,0,0.52707,307,307,307,118,0.031579
crossword-m1-words-19-04.xml.minion.WOR.minion.gz,1,0,0,0.548145,296,296,296,132,0.024317
crossword-m1-words-21-01.xml.minion.WOR.minion.gz,1,0,0,0.549742,373,373,373,138,0.024533
crossword-m1-words-21-06.xml.minion.WOR.minion.gz,1,0,0,0.534435,373,373,373,146,0.024525
crossword-m1-words-21-10.xml.minion.WOR.minion.gz,1,0,0,0.575301,383,383,383,134,0.028876
crossword-m1-words-23-02.xml.minion.WOR.minion.gz,1,0,0,0.557752,435,435,435,182,0.018867
crossword-m1-words-23-03.xml.minion.WOR.minion.gz,1,0,0,0.565252,440,440,440,174,0.019554
crossword-m1-words-23-05.xml.minion.WOR.minion.gz,1,0,0,0.633283,445,445,445,180,0.02084
driverlogw-01c-sat_ext.xml.minion.converted.minion.gz,1,0,0,0.087324,71,71,71,217,0.028169
driverlogw-02c-sat_ext.xml.minion.converted.minion.gz,1,0,0,0.089812,301,301,301,4055,0.006645
driverlogw-04c-sat_ext.xml.minion.converted.minion.gz,1,0,0,0.105166,272,272,272,3876,0.007353
driverlogw-05c-sat_ext.xml.minion.converted.minion.gz,1,0,0,0.100497,351,351,351,6173,0.005698
driverlogw-08cc-sat_ext.xml.minion.converted.minion.gz,1,0,0,0.112263,408,408,408,9321,0.004902
driverlogw-08c-sat_ext.xml.minion.converted.minion.gz,1,0,0,0.112263,408,408,408,9321,0.004902
driverlogw-09-sat_ext.xml.minion.converted.minion.gz,1,0,0,0.082717,650,650,650,17447,0.003077
dsjc-125-1-4-ext.xml.minion.converted.minion.gz,1,0,0,0.094968,125,125,125,736,0.016
dsjc-125-1-5-ext.xml.minion.converted.minion.gz,1,0,0,0.094968,125,125,125,736,0.016
dubois-100_ext.xml.minion.converted.minion.gz,1,0,0,0.013333,300,300,300,200,0.01
dubois-20_ext.xml.minion.converted.minion.gz,1,0,0,0.066667,60,60,60,40,0.05
dubois-21_ext.xml.minion.converted.minion.gz,1,0,0,0.063492,63,63,63,42,0.047619
dubois-22_ext.xml.minion.converted.minion.gz,1,0,0,0.060606,66,66,66,44,0.045455
dubois-23_ext.xml.minion.converted.minion.gz,1,0,0,0.057971,69,69,69,46,0.043478
