@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gc_array_int NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE c_min_deg_cons NUMERIC
@ATTRIBUTE s_indomain_min NUMERIC
@ATTRIBUTE gc_count NUMERIC
@ATTRIBUTE gc_at_least_most NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE gc_global_cons NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE gc_cumulative NUMERIC
@ATTRIBUTE s_bool_search NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE c_bounds_z NUMERIC
@ATTRIBUTE gr_min_deg_vg NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE gr_min_diam_vg NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_min_dom_vars NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE gc_max_min_int NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE o_de_di NUMERIC
@ATTRIBUTE o_di_de NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE o_de NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE o_deg NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE gc_diffn NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE s_input_order NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE o_dom NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE c_domain NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC

@DATA
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_60_5.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.52451,1,1,0,1,20000001,233,5000000.25,-1,24.253497,0,1.655496,0,1.524927,0.655769,4,-1,20000001,7201,0,120,-1,-1,59623336314.5,-1,1.016933,116.206221,1.106092,1479.463301,-1,40.980697,0,-1,20000001,144020007201,40.151563,-1,0.016664,0.990993,-1,0,20000001,-1,-1,0,24.253497,0.983347
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_60_7.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.524649,1,1,0,1,20000001,233,5000000.25,-1,24.253497,0,1.655587,0,1.524927,0.655769,4,-1,20000001,7201,0,120,-1,-1,59621669647.75,-1,1.016934,116.205944,1.106772,1479.463301,-1,40.983475,0,-1,20000001,144020007201,40.153772,-1,0.016664,0.991673,-1,0,20000001,-1,-1,0,24.253497,0.983347
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_60_8.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.524372,1,1,0,1,20000001,233,5000000.25,-1,24.253497,0,1.655405,0,1.524927,0.655769,4,-1,20000001,7201,0,120,-1,-1,59625002981.25,-1,1.01701,116.206499,1.105409,1479.463301,-1,40.970421,0,-1,20000001,144020007201,40.149355,-1,0.016664,0.99031,-1,0,20000001,-1,-1,0,24.253497,0.983347
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_8.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.573034,1,1,0,1,20000001,73,5000000.25,0,24.253497,0,1.634417,0,1.574282,0.63521,4,1.693447,20000001,801,0,40,20,0.05,6553333661,20,0.988801,36.126092,1.248695,509.323431,1,14.332085,0,0.342183,20000001,16020000801,39.640331,2.223857,0.049938,0.982931,0.388646,0,20000001,20000001,1.369748,0,24.253497,0.950308
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_1.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.536395,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.649868,0,1.537332,0.650478,4,1.393078,20000001,3201,0,80,40,0.025,26423334654.5,40,1.009885,76.186504,1.144703,994.393366,1,27.641362,0,0.336103,20000001,64020003201,40.015066,3.154973,0.024992,0.986704,0.39426,0,20000001,20000001,1.400031,0,24.253497,0.975041
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_60_9.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.524233,1,1,0,1,20000001,233,5000000.25,-1,24.253497,0,1.655314,0,1.524927,0.655769,4,-1,20000001,7201,0,120,-1,-1,59626669648,-1,1.017055,116.206777,1.104725,1479.463301,-1,40.962644,0,-1,20000001,144020007201,40.147146,-1,0.016664,0.989626,-1,0,20000001,-1,-1,0,24.253497,0.983347
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_2.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.53702,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.650274,0,1.537332,0.650478,4,1.397661,20000001,3201,0,80,40,0.025,26420001321,40,1.010018,76.18463,1.147392,994.393366,1,27.666354,0,0.336013,20000001,64020003201,40.024923,3.156528,0.024992,0.989393,0.394163,0,20000001,20000001,1.400088,0,24.253497,0.975041
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_60_10.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.52451,1,1,0,1,20000001,233,5000000.25,-1,24.253497,0,1.655496,0,1.524927,0.655769,4,-1,20000001,7201,0,120,-1,-1,59623336314.5,-1,1.017045,116.206221,1.106092,1479.463301,-1,40.987918,0,-1,20000001,144020007201,40.151563,-1,0.016664,0.990993,-1,0,20000001,-1,-1,0,24.253497,0.983347
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_3.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.536707,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.650071,0,1.537332,0.650478,4,1.396447,20000001,3201,0,80,40,0.025,26421667987.75,40,1.010017,76.185255,1.14605,994.393366,1,27.662605,0,0.336014,20000001,64020003201,40.019995,3.156499,0.024992,0.988051,0.394212,0,20000001,20000001,1.400083,0,24.253497,0.975041
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_60_2.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.523955,1,1,0,1,20000001,233,5000000.25,-1,24.253497,0,1.655132,0,1.524927,0.655769,4,-1,20000001,7201,0,120,-1,-1,59630002981.5,-1,1.016975,116.206777,1.103351,1479.463301,-1,40.927371,0,-1,20000001,144020007201,40.142729,-1,0.016664,0.988252,-1,0,20000001,-1,-1,0,24.253497,0.983347
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_100_6.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.514924,1,1,0,1,20000001,393,5000000.25,-1,24.253497,0.000001,1.660044,0,1.514974,0.660077,4,-1,20000001,20001,0,200,-1,-1,166020008301,-1,1.02254,196.223039,1.071526,2449.60317,-1,67.666617,0,-1,20000001,400020020001,40.261877,-1,0.01,0.995091,-1,0,20000001,-1,-1,0,24.253497,0.990003
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_60_3.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.524788,1,1,0,1,20000001,233,5000000.25,-1,24.253497,0,1.655678,0,1.524927,0.655769,4,-1,20000001,7201,0,120,-1,-1,59620002981,-1,1.016998,116.205666,1.107451,1479.463301,-1,40.999861,0,-1,20000001,144020007201,40.155981,-1,0.016664,0.992352,-1,0,20000001,-1,-1,0,24.253497,0.983347
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_2.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.53702,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.650274,0,1.537332,0.650478,4,1.397661,20000001,3201,0,80,40,0.025,26420001321,40,1.010018,76.18463,1.147392,994.393366,1,27.666354,0,0.336013,20000001,64020003201,40.024923,3.156528,0.024992,0.989393,0.394163,0,20000001,20000001,1.400088,0,24.253497,0.975041
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_4.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.53702,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.650274,0,1.537332,0.650478,4,1.397661,20000001,3201,0,80,40,0.025,26420001321,40,1.010018,76.18463,1.147392,994.393366,1,27.666354,0,0.336013,20000001,64020003201,40.024923,3.156528,0.024992,0.989393,0.394163,0,20000001,20000001,1.400088,0,24.253497,0.975041
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_5.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.536395,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.649868,0,1.537332,0.650478,4,1.394921,20000001,3201,0,80,40,0.025,26423334654.5,40,1.009758,76.185255,1.144703,994.393366,1,27.618244,0,0.335954,20000001,64020003201,40.015066,3.153346,0.024992,0.986704,0.39426,0,20000001,20000001,1.400408,0,24.253497,0.975041
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_7.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.536395,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.649868,0,1.537332,0.650478,4,1.394921,20000001,3201,0,80,40,0.025,26423334654.5,40,1.009758,76.185255,1.144703,994.393366,1,27.618244,0,0.335954,20000001,64020003201,40.015066,3.153346,0.024992,0.986704,0.39426,0,20000001,20000001,1.400408,0,24.253497,0.975041
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_3.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.536395,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.649868,0,1.537332,0.650478,4,1.395228,20000001,3201,0,80,40,0.025,26423334654.5,40,1.010115,76.185879,1.144703,994.393366,1,27.650734,0,0.336014,20000001,64020003201,40.015066,3.156244,0.024992,0.986704,0.39426,0,20000001,20000001,1.400084,0,24.253497,0.975041
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_80_3.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.518553,1,1,0,1,20000001,313,5000000.25,-1,24.253497,0,1.658351,0,1.518709,0.658454,4,-1,20000001,12801,0,160,-1,-1,106155005307.75,-1,1.020549,156.216624,1.085124,1964.533236,-1,54.3231,0,-1,20000001,256020012801,40.220808,-1,0.012499,0.993607,-1,0,20000001,-1,-1,0,24.253497,0.987506
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_80_3.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.518631,1,1,0,1,20000001,313,5000000.25,-1,24.253497,0,1.658402,0,1.518709,0.658454,4,-1,20000001,12801,0,160,-1,-1,106153338641,-1,1.020466,156.216467,1.085538,1964.533236,-1,54.333255,0,-1,20000001,256020012801,40.222056,-1,0.012499,0.994021,-1,0,20000001,-1,-1,0,24.253497,0.987506
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_9.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.53702,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.650274,0,1.537332,0.650478,4,1.397661,20000001,3201,0,80,40,0.025,26420001321,40,1.010018,76.18463,1.147392,994.393366,1,27.666354,0,0.336013,20000001,64020003201,40.024923,3.156528,0.024992,0.989393,0.394163,0,20000001,20000001,1.400088,0,24.253497,0.975041
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_80_4.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.518631,1,1,0,1,20000001,313,5000000.25,-1,24.253497,0,1.658402,0,1.518709,0.658454,4,-1,20000001,12801,0,160,-1,-1,106153338641,-1,1.020466,156.216467,1.085538,1964.533236,-1,54.333255,0,-1,20000001,256020012801,40.222056,-1,0.012499,0.994021,-1,0,20000001,-1,-1,0,24.253497,0.987506
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_80_10.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.518631,1,1,0,1,20000001,313,5000000.25,-1,24.253497,0,1.658402,0,1.518709,0.658454,4,-1,20000001,12801,0,160,-1,-1,106153338641,-1,1.020466,156.216467,1.085538,1964.533236,-1,54.333255,0,-1,20000001,256020012801,40.222056,-1,0.012499,0.994021,-1,0,20000001,-1,-1,0,24.253497,0.987506
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_100_2.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.514924,1,1,0,1,20000001,393,5000000.25,-1,24.253497,0.000001,1.660044,0,1.514974,0.660077,4,-1,20000001,20001,0,200,-1,-1,166020008301,-1,1.02254,196.223039,1.071526,2449.60317,-1,67.666617,0,-1,20000001,400020020001,40.261877,-1,0.01,0.995091,-1,0,20000001,-1,-1,0,24.253497,0.990003
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_100_10.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.514924,1,1,0,1,20000001,393,5000000.25,-1,24.253497,0.000001,1.660044,0,1.514974,0.660077,4,-1,20000001,20001,0,200,-1,-1,166020008301,-1,1.02254,196.223039,1.071526,2449.60317,-1,67.666617,0,-1,20000001,400020020001,40.261877,-1,0.01,0.995091,-1,0,20000001,-1,-1,0,24.253497,0.990003
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_100_7.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.514924,1,1,0,1,20000001,393,5000000.25,-1,24.253497,0.000001,1.660044,0,1.514974,0.660077,4,-1,20000001,20001,0,200,-1,-1,166020008301,-1,1.02254,196.223039,1.071526,2449.60317,-1,67.666617,0,-1,20000001,400020020001,40.261877,-1,0.01,0.995091,-1,0,20000001,-1,-1,0,24.253497,0.990003
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_80_8.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.518631,1,1,0,1,20000001,313,5000000.25,-1,24.253497,0,1.658402,0,1.518709,0.658454,4,-1,20000001,12801,0,160,-1,-1,106153338641,-1,1.020466,156.216467,1.085538,1964.533236,-1,54.333255,0,-1,20000001,256020012801,40.222056,-1,0.012499,0.994021,-1,0,20000001,-1,-1,0,24.253497,0.987506
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_100_4.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.514924,1,1,0,1,20000001,393,5000000.25,-1,24.253497,0.000001,1.660044,0,1.514974,0.660077,4,-1,20000001,20001,0,200,-1,-1,166020008301,-1,1.02254,196.223039,1.071526,2449.60317,-1,67.666617,0,-1,20000001,400020020001,40.261877,-1,0.01,0.995091,-1,0,20000001,-1,-1,0,24.253497,0.990003
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_80_9.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.518631,1,1,0,1,20000001,313,5000000.25,-1,24.253497,0,1.658402,0,1.518709,0.658454,4,-1,20000001,12801,0,160,-1,-1,106153338641,-1,1.020466,156.216467,1.085538,1964.533236,-1,54.333255,0,-1,20000001,256020012801,40.222056,-1,0.012499,0.994021,-1,0,20000001,-1,-1,0,24.253497,0.987506
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_10.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.536395,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.649868,0,1.537332,0.650478,4,1.394921,20000001,3201,0,80,40,0.025,26423334654.5,40,1.009758,76.185255,1.144703,994.393366,1,27.618244,0,0.335954,20000001,64020003201,40.015066,3.153346,0.024992,0.986704,0.39426,0,20000001,20000001,1.400408,0,24.253497,0.975041
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_100_6.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.514924,1,1,0,1,20000001,393,5000000.25,-1,24.253497,0.000001,1.660044,0,1.514974,0.660077,4,-1,20000001,20001,0,200,-1,-1,166020008301,-1,1.02254,196.223039,1.071526,2449.60317,-1,67.666617,0,-1,20000001,400020020001,40.261877,-1,0.01,0.995091,-1,0,20000001,-1,-1,0,24.253497,0.990003
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_100_7.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.514924,1,1,0,1,20000001,393,5000000.25,-1,24.253497,0.000001,1.660044,0,1.514974,0.660077,4,-1,20000001,20001,0,200,-1,-1,166020008301,-1,1.02254,196.223039,1.071526,2449.60317,-1,67.666617,0,-1,20000001,400020020001,40.261877,-1,0.01,0.995091,-1,0,20000001,-1,-1,0,24.253497,0.990003
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_100_8.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.514924,1,1,0,1,20000001,393,5000000.25,-1,24.253497,0.000001,1.660044,0,1.514974,0.660077,4,-1,20000001,20001,0,200,-1,-1,166020008301,-1,1.02254,196.223039,1.071526,2449.60317,-1,67.666617,0,-1,20000001,400020020001,40.261877,-1,0.01,0.995091,-1,0,20000001,-1,-1,0,24.253497,0.990003
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_9.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.53702,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.650274,0,1.537332,0.650478,4,1.397661,20000001,3201,0,80,40,0.025,26420001321,40,1.010018,76.18463,1.147392,994.393366,1,27.666354,0,0.336013,20000001,64020003201,40.024923,3.156528,0.024992,0.989393,0.394163,0,20000001,20000001,1.400088,0,24.253497,0.975041
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_80_2.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.518631,1,1,0,1,20000001,313,5000000.25,-1,24.253497,0,1.658402,0,1.518709,0.658454,4,-1,20000001,12801,0,160,-1,-1,106153338641,-1,1.020466,156.216467,1.085538,1964.533236,-1,54.333255,0,-1,20000001,256020012801,40.222056,-1,0.012499,0.994021,-1,0,20000001,-1,-1,0,24.253497,0.987506
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_6.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.536707,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.650071,0,1.537332,0.650478,4,1.396447,20000001,3201,0,80,40,0.025,26421667987.75,40,1.010015,76.185255,1.14605,994.393366,1,27.66323,0,0.336015,20000001,64020003201,40.019995,3.156516,0.024992,0.988051,0.394212,0,20000001,20000001,1.400079,0,24.253497,0.975041
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_5.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.536082,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.649665,0,1.537332,0.650478,4,1.393699,20000001,3201,0,80,40,0.025,26425001321.25,40,1.009767,76.185879,1.143349,994.393366,1,27.612621,0,0.335954,20000001,64020003201,40.010137,3.153261,0.024992,0.98535,0.394309,0,20000001,20000001,1.400407,0,24.253497,0.975041
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_100_2.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.514924,1,1,0,1,20000001,393,5000000.25,-1,24.253497,0.000001,1.660044,0,1.514974,0.660077,4,-1,20000001,20001,0,200,-1,-1,166020008301,-1,1.02254,196.223039,1.071526,2449.60317,-1,67.666617,0,-1,20000001,400020020001,40.261877,-1,0.01,0.995091,-1,0,20000001,-1,-1,0,24.253497,0.990003
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_1.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.536082,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.649665,0,1.537332,0.650478,4,1.391856,20000001,3201,0,80,40,0.025,26425001321.25,40,1.010092,76.187129,1.143349,994.393366,1,27.625117,0,0.336103,20000001,64020003201,40.010137,3.154595,0.024992,0.98535,0.394309,0,20000001,20000001,1.400034,0,24.253497,0.975041
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_100_1.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.514924,1,1,0,1,20000001,393,5000000.25,-1,24.253497,0.000001,1.660044,0,1.514974,0.660077,4,-1,20000001,20001,0,200,-1,-1,166020008301,-1,1.02254,196.223039,1.071526,2449.60317,-1,67.666617,0,-1,20000001,400020020001,40.261877,-1,0.01,0.995091,-1,0,20000001,-1,-1,0,24.253497,0.990003
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_4.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.53702,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.650274,0,1.537332,0.650478,4,1.397661,20000001,3201,0,80,40,0.025,26420001321,40,1.010018,76.18463,1.147392,994.393366,1,27.666354,0,0.336013,20000001,64020003201,40.024923,3.156528,0.024992,0.989393,0.394163,0,20000001,20000001,1.400088,0,24.253497,0.975041
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_60_10.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.524649,1,1,0,1,20000001,233,5000000.25,-1,24.253497,0,1.655587,0,1.524927,0.655769,4,-1,20000001,7201,0,120,-1,-1,59621669647.75,-1,1.016996,116.205944,1.106772,1479.463301,-1,40.999306,0,-1,20000001,144020007201,40.153772,-1,0.016664,0.991673,-1,0,20000001,-1,-1,0,24.253497,0.983347
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_80_1.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.518631,1,1,0,1,20000001,313,5000000.25,-1,24.253497,0,1.658402,0,1.518709,0.658454,4,-1,20000001,12801,0,160,-1,-1,106153338641,-1,1.020466,156.216467,1.085538,1964.533236,-1,54.333255,0,-1,20000001,256020012801,40.222056,-1,0.012499,0.994021,-1,0,20000001,-1,-1,0,24.253497,0.987506
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_20_6.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,1,1,2.086345,1,1,-1,1,2,-1,0.666667,0.139449,1.161539,0.005566,11.463734,0,0.181995,5.494649,3,4.421219,21,4621,0,40,-1,-1,4507.666667,-1,0.20567,-1,0.002947,24.392317,-1,28.396451,0,0.214492,21,9261,11.467767,0.563072,0.008656,0.381738,-1,0,2.004112,-1,0.805006,0,1.000192,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_60_6.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.524788,1,1,0,1,20000001,233,5000000.25,-1,24.253497,0,1.655678,0,1.524927,0.655769,4,-1,20000001,7201,0,120,-1,-1,59620002981,-1,1.016998,116.205666,1.107451,1479.463301,-1,40.999861,0,-1,20000001,144020007201,40.155981,-1,0.016664,0.992352,-1,0,20000001,-1,-1,0,24.253497,0.983347
