@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_size_min NUMERIC

@DATA
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S428924146-076.UNKNOWN.cnf,1,0.0057,0.1005,0.2181,0,0,18.383
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-desmul.cnf,1,3.6897,5.0083,4.8421,0.0165,0.2282,3
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S803323266-025.cnf,1,0,0.0366,0.1517,0,0,26.65
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S464722883-083.SATISFIABLE.cnf,1,0.0217,0.0972,0.2112,0,0,26.945
SAT_RACE2008/grieu-vmpc-31.cnf,1,0.0776,0.004,0.004,0,0.3931,41.129
SAT_RACE2006/SAT-Race_TS_2/grieu-vmpc-s05-05s.cnf,1,0.0846,0.0054,0.2186,0,0.3917,35.311
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,0.0391,0,0.2837,0,0,29.207
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-18t35.sat05-1147.reshuffled-07.cnf,1,0.4721,0.5681,0.6731,0.1048,0.672,9.5012
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,1,0.6558,0.7474,0.8472,0.4435,0.5174,0
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-dead-dnd002.sat05-2713.reshuffled-07.cnf,1,1.5093,4.4365,2.6883,0.2294,0.097,17.749
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S1128222245-05.cnf,1,0.0875,0.1022,0.2315,0,0,47.362
SAT_RACE2006/SAT-Race-Benchmarks/schup-l2s-motst-2-k315.cnf,1,1.2043,1.2442,1.2849,1.5823,0.1924,0
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1116496771-020.SATISFIABLE.cnf,1,0.0265,0.0977,0.2358,0,0,30.151
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1338462531-082.cnf,1,0.2792,0.282,0.387,0.0034,0,26.08
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S612955126-075.cnf,1,0.302,0.2993,0.4059,0.0083,0,31.583
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-13.cnf,1,1.7637,1.639,1.9839,0.5125,0.2254,0
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S1415445307-13.cnf,1,0.295,0.2914,0.3977,0.0067,0,36.615
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_7_4_8_fbc.cnf,1,0.3645,0.8151,0.7821,0,0.5576,27.69
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,1,2.4745,3.602,2.9177,9.6744,0.5851,32.952
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S839302453-094.cnf,1,0.2925,0.2892,0.3964,0.0056,0,33.033
SAT_Competition2009/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,1.4985,1.9303,2.1899,0.0618,0.145,14.935
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf,1,0,0.1595,0.1917,0.0042,0.9802,72.043
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,1,0.1671,0.1324,0.1355,0.0177,0.9261,51.607
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1906075351-024.cnf,1,0,0.0395,0.1539,0,0,42.952
SAT_RACE2008/velev-vliw-sat-4.0-b4.cnf,1,1.3035,13.386,9.197,0.0065,0.6348,0
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl001.sat05-2695.reshuffled-07.cnf,1,1.5263,4.1837,2.4873,0.2206,0.0905,11.554
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,0.2047,0.1759,0.1696,0.0201,0.9349,43.762
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1517867865-16.cnf,1,0.0817,0.1,0.2333,0,0,41.9
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S748216286-061.cnf,1,0.0115,0.0962,0.2349,0,0,22.246
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.5132,0.5454,0.5361,0.6234,0.585,0
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1617626827-069.SATISFIABLE.cnf,1,0.2776,0.2808,0.3966,0.0047,0,24.638
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.28,0.291,0.3008,0.2087,0.0181,22.621
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S870840347-014.cnf,1,0,0.0393,0.1574,0,0,43.378
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,0.6947,1.9072,2.1746,0.2984,0.9607,0
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,0.4918,0.5067,0.5009,0.7083,0.5987,0
SAT_Competition2007/crafted/Hard/contest05/counting-php/easier-fphp-035-029.sat05-1221.reshuffled-07.cnf,1,0.2382,0,0.3235,0.0333,0.9617,69.071
SAT_Competition2007/crafted/Medium/contest05/others/QG7-gensys-icl001.sat05-2926.reshuffled-07.cnf,1,0.522,0.6595,0.6863,0.4619,0.3387,32.355
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S321371087-018.cnf,1,0.2746,0.2762,0.369,0.0057,0,24.075
SAT_RACE2008/post-c32s-ss-8.cnf,1,0.8326,1.065,1.2377,1.2495,0.4161,10.497
SAT_Competition2007/crafted/Hard/contest02/ezfact64_4.sat05-451.reshuffled-07.cnf,1,0.9169,0.5399,0.8972,0.1113,0.0468,25.04
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?,?,?,?,?
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-pbl-00400.sat05-1322.reshuffled-07.cnf,1,0.4649,1.1339,2.6005,0.0172,0.0006,6.1538
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-17-s.cnf,1,0.5364,0.5586,0.5332,1.262,0.5669,1.9744
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1,0.0127,0.0987,0.22,0,0,22.466
SAT_Competition2007/crafted/Medium/contest05/others/QG-gensys-brn008.sat05-2685.reshuffled-07.cnf,1,1.5207,4.2361,2.4182,0.2415,0.0949,11.047
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_2_keyfind_1.cnf,1,0.2847,0.3063,0.3406,0.2849,0.0223,19.474
SAT-Race-2010-CNF/mixed/jarvisalo/eq.atree.braun.12.unsat.cnf,1,0.5956,0.2991,0.5948,0.1845,0.217,25.98
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S1161147107-031.cnf,1,0.2837,0.2842,0.4075,0.005,0,27.327
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0.5205,0.5379,0.5231,1.3917,0.5776,2.0133
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S727005963-093.SATISFIABLE.cnf,1,0.2857,0.2895,0.4005,0.0063,0,29.816
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1164089919-15.UNSAT.shuffled.cnf,1,0.0078,0.0938,0.2095,0,0,18.967
SAT-Race-2010-CNF/software-verification/nec/hard-11-U-7061.cnf,1,?,?,?,?,?,?
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,1.1339,2.1803,2.5403,0.0059,0.9718,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/400/unif-k3-r4.25-v400-c1700-S1039370030-037.cnf,1,0.2917,0.3018,0.397,0.0012,0,21.754
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S451874538-03.cnf,1,0.0788,0.098,0.2325,0,0,43.556
SAT-Race-2010-CNF/software-verification/babic/dspam_dump_vc972.cnf,1,1.6251,1.7456,1.7757,0.3311,0.0228,20.833
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-120-3.sat05-2340.reshuffled-07.cnf,1,0.0909,0,0.2626,0,0,20.69
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S471246417-03.cnf,1,0.073,0.0977,0.2295,0,0,39.882
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0.9885,1.2586,1.4882,0.0115,0.9636,73.044
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S311671104-045.cnf,1,0.2952,0.2974,0.3996,0.009,0,22.745
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p30-s67876261.cnf,1,0,0.2476,0.2773,0.0077,0.9772,79.754
SAT-Race-2010-CNF/mixed/diagnosis/UCG-20-10p1.cnf,1,0.6533,0.7411,0.8457,0.451,0.515,0
SAT_Competition2007/crafted/spence/medium/s69-100.cnf,1,0.0573,0.1641,0.2417,0,0,11.514
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd001.sat05-3419.reshuffled-07.cnf,1,0.9544,1.0172,1.3814,0.623,0.4326,31.549
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g8.cnf,1,0.1943,0.1993,0.1958,0.0241,0.9309,42.759
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S448238512-10.cnf,1,0.2945,0.291,0.4025,0.0068,0,36.077
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S1760652419-100.cnf,1,0.2933,0.2903,0.3959,0.0077,0,30.226
SAT_Competition2011/SAT_RACE06/ibm-2002-21r-k95.cnf,1,0.9826,1.1688,1.2369,0.8234,0.5208,23.594
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10nid_s.cnf,1,1.7623,1.9578,2.3958,1.3489,0.1256,6.9032
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,1,0,0.2157,0.2672,0,0,15.514
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S2129616968-04.cnf,1,0.0716,0.0975,0.2273,0,0,40.222
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1813726766-14.SAT.shuffled.cnf,1,0.015,0.096,0.2166,0,0,23.973
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S308012126-046.cnf,1,0.0129,0.0961,0.1965,0,0,22.567
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.0-08.cnf,1,2.9842,4.946,4.4253,0.0118,0.9501,49.111
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-19-s.cnf,1,0.5744,0.6031,0.5686,1.2111,0.5507,1.9
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc972.cnf,1,1.6251,1.7456,1.7757,0.3311,0.0228,0
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S592344929-16-SAT.cnf,1,0.3659,0.3582,0.4485,0.038,0.0968,34.796
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/100/unif-k5-r21.3-v100-c2130-S1629955917-055.cnf,1,0.0103,0.0878,0.214,0,0,22.704
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S722433227-030.cnf,1,0.2717,0.2801,0.3873,0.0033,0,20.509
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1875179522-13.cnf,1,0.2971,0.2935,0.4003,0.008,0,37.857
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf,1,0.2961,0.2983,0.4027,0.0062,0,31.48
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,3.0638,3.5766,4.5758,0.7179,0.1619,42.983
SAT_Competition2007/random/2+p/p0.9/v810/unif2p-p0.9-v810-c2932-S1529420458-04-UNSAT.cnf,1,0.318,0.3101,0.4284,0.0135,0.0944,29.807
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S1980187645-03.cnf,1,0.2951,0.2917,0.3999,0.0056,0,36.778
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h32-unknown.cnf,1,1.6992,1.922,2.6068,0.6108,0.6703,0
SAT_Competition2011/SAT09/CRAFTED/ramseycube/Q3inK10.cnf,1,0,0,0,0,0,0
SAT_Competition2009/CRAFTED/ramseycube/Q3inK09.cnf,1,0,0,0,0,0,0
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf,1,0.1136,0.2813,0.2085,0,0,4.5071
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.7016,1.9243,2.1898,0.3556,0.9614,0
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S1354285755-030.cnf,1,0,0.0368,0.1673,0,0,25.478
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-12t22.sat05-1151.reshuffled-07.cnf,1,0.4874,0.5951,0.6865,0.1581,0.6775,14.119
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1017667294-044.cnf,1,0,0.0374,0.1551,0,0,42.254
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-09.cnf,1,4.3834,6.9967,6.7219,0.0053,0.9262,0
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,1,0.1247,0.161,0.1993,0.0083,0.9765,65.365
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S1091800488-20-SAT.cnf,1,0.3186,0.3137,0.4303,0.0168,0.0949,25.692
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S1798323172-15.cnf,1,0,0.0394,0.1927,0,0,56.033
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S659703274-054.UNKNOWN.cnf,1,0.2577,0.2657,0.3948,0.0027,0,20.225
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S704699380-099.cnf,1,0.0839,0.1017,0.2308,0,0,43.909
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S373048162-052.SATISFIABLE.cnf,1,0.2864,0.2907,0.4119,0.0055,0,29.082
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes4.cnf,1,0.2087,0.2062,0.1965,0.021,0.9349,37.24
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/360/unif-k3-r4.25-v360-c1530-S404185236-001.cnf,1,0.3125,0.3178,0.4263,0.0039,0,20.413
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S239039906-021.SATISFIABLE.cnf,1,0,0.0418,0.1499,0,0,22.525
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,0.1096,0.1419,0.1752,0.011,0.962,57.95
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S603077945-019.cnf,1,0,0.0383,0.165,0,0,25.243
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq4.cnf,1,3.5679,5.1526,4.562,0.034,0.897,0
SAT_RACE2008/een-tip-sat-vis-eisen.cnf,1,0.6215,0.6773,0.8644,3.4209,0.2611,12.707
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S110290755-003.cnf,1,0.268,0.272,0.4042,0.0081,0,23.655
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf,1,0,0.2101,0.2524,0.0149,0.972,57.022
SAT_RACE2006/SAT-Race_TS_1/schup-l2s-s04-abp4.cnf,1,0.8051,0.6535,0.7477,1.1514,0.3034,9.8044
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h34-unknown.cnf,1,1.6941,1.9658,2.6706,0.666,0.6435,0
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i8_pp.cnf,1,1.313,1.6001,1.8246,0.0829,0.17,12.922
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S357555833-073.cnf,1,0.0181,0.1013,0.2305,0,0,25.553
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-sat-gt-040.sat05-1297.reshuffled-07.cnf,1,0.0002,0.0004,0.18,0,0.013,46.211
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1,0.1704,0.1879,0.1826,0.0193,0.9349,41.239
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1041106011-094.cnf,1,0.2833,0.291,0.4152,0.0062,0,20.969
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S231612998-061.SATISFIABLE.cnf,1,0,0.0371,0.1699,0,0,30.286
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b9.cnf,1,4.3834,6.9967,6.7219,0.0053,0.9262,0
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-016-015.sat05-1230.reshuffled-07.cnf,1,0.2221,0,0.3572,0.0737,0.9291,43.155
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,0.0021,0.2389,0.355,0,0.013,34.24
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-dp11u10.cnf,1,0.5417,0.5915,0.6233,1.4412,0.3324,27.741
SAT-Race-2010-CNF/hardware-verification/manolios/g9bidw.cnf,1,1.354,1.447,1.764,1.3293,0.1387,10.4
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,0.0391,0,0.2837,0,0,29.207
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,1.0806,2.1801,2.5235,0.0044,0.9842,0
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0.3946,0.936,1.1736,0.6959,0.9587,382.3
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,0,0,0,0,0.8571,52.683
SAT_Competition2007/crafted/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,2.1611,2.8267,2.5655,0.0239,0.0753,56.062
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S109959541-056-UNKNOWN.cnf,1,0.2962,0.2926,0.3968,0.0069,0,33.2
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S2033299325-04.cnf,1,0.0766,0.0972,0.2367,0,0,41.773
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/440/unif-k3-r4.25-v440-c1870-S332478069-041.cnf,1,0.2742,0.2802,0.3933,0.0054,0,23.267
SAT_Competition2007/industrial/industrial/grieu/vmpc_27.cnf,1,0.0821,0.0048,0.0049,0,0.3922,33.514
SAT_RACE2008/ibm-2002-04r-k80.cnf,1,0.6815,0.7639,0.7294,0.7439,0.5867,9.3906
SAT_RACE2008/post-cbmc-aes-ee-r2.cnf,1,0.6437,1.9632,1.5393,5.2192,0.0087,8.2739
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_1_keyfind_1.cnf,1,0.2842,0.3154,0.3402,0.5394,0.0364,0
SAT_Competition2011/SAT04/handmade/marijn/equilarge-l/equilarge_l4.used-as.sat04-896.cnf,1,2.0921,2.8007,2.7536,0.0237,0.0761,22.189
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,1.109,2.3027,2.7757,0.0362,0.2503,23.702
SAT_Competition2007/crafted/spence/medium/s85-100.cnf,1,0.0583,0.1685,0.2222,0,0,14.233
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,1,1.8273,1.4024,1.1443,1.4613,0.1924,15.416
SAT_RACE2006/SAT-Race_TS_2/goldb-heqc-k2mul.cnf,1,2.7604,5.0777,4.7005,0.006,0.2297,7.0097
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,1.8734,4.5479,5.6555,0.6574,0.2953,12.716
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S957997002-040.cnf,1,0.2896,0.2928,0.3928,0.0074,0,24.366
SAT_Competition2009/CRAFTED/sgi/satsgi-n19himBHm22-p0-q181.cnf,1,0,0,0,0.0539,0.9779,0
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c8b_i.cnf,1,1.189,1.3232,1.4277,1.3963,0.1282,12.087
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-27.cnf,1,2.7875,3.1498,4.4282,0.4698,0.312,17.216
SAT_Competition2009/CRAFTED/sgi/new-difficult-24-193-22-70.cnf,1,0,0.1447,0.1879,0.0175,0.9619,58.391
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-04.cnf,1,0.4564,0.5859,0.5356,0.3875,0.0615,4.6319
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,0.1609,0.1427,0.135,0.0177,0.9259,49.273
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S520696524-059.cnf,1,0.2954,0.2934,0.4086,0.0086,0,27.925
SAT_Competition2009/CRAFTED/edgematching/all/em_11_3_4_all.cnf,1,0.2606,0.6787,0.4355,0,0.7857,35.579
SAT_RACE2008/simon-s03-fifo8-400.cnf,1,0.4444,0.3834,0.4898,4.0055,0.2358,6.0587
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,1,5.2702,18.306,23.694,1.6181,0.5361,0
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.9761,0.7743,0.684,0.8346,0.2983,28.222
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1129651135-081.SATISFIABLE.cnf,1,0.0067,0.0882,0.2168,0,0,18.321
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,0,0.0412,0.1601,0,0,45.625
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,0.8101,0.9906,0.933,1.1657,0.5811,9.6813
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,0.1401,0.139,0.1988,0.0157,0.9669,52.37
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,0.0247,0,0.2939,0,0,31.152
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,0.2829,0.2874,0.3949,0.0084,0,23.768
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,0,0.1781,0.221,0.0065,0.9825,68.967
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,1.9181,1.4706,1.2114,1.4043,0.1844,11.806
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,0.0287,0,0,0,0.8372,33.946
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S23858409-056.cnf,1,0.2988,0.2991,0.4032,0.0075,0,27.442
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,0,0,0,0.0274,0.0205,30.304
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S360859187-040.UNKNOWN.cnf,1,0.0162,0.0984,0.2415,0,0,22.389
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1422217194-16.SAT.shuffled.cnf,1,0.2549,0.2625,0.3868,0.0039,0,21.557
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,0.2976,0.2948,0.4021,0.0083,0,29.15
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S374960214-041-UNKNOWN.cnf,1,0.2843,0.282,0.3881,0.0047,0,29.147
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0.6264,0.7099,0.8463,0.5318,0.5625,0
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S1376493471-11.SAT.shuffled.cnf,1,0.0179,0.0923,0.1822,0,0,25.753
SAT_Competition2011/SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,0.7488,0.9596,1.0149,0.3169,0.6204,9.9467
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g7nidw.cnf,1,1.1611,1.2239,1.4553,1.335,0.1379,8.388
