@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC

@DATA
Core1108_tbm_02.tex.moduleQ3.2S.000077,1,3.080319,4105,0.30233,1631,143.1,0.285054
Core1108_tbm_02.tex.moduleQ3.2S.000095,1,3.079829,4115,0.303121,1641,144.1,0.287915
Core1108_tbm_02.tex.moduleQ3.2S.000098,1,3.073289,4115,0.304513,1651,144.6,0.289337
Core1108_tbm_02.tex.moduleQ3.2S.000099,1,3.08313,4115,0.302423,1636,143.6,0.287202
Core1108_tbm_02.tex.moduleQ3.2S.000108,1,3.08313,4115,0.302423,1636,143.6,0.287202
Core1108_tbm_03.tex.module.000003,1,2.610302,1356,0.441907,893,67.3,0.443893
Core1108_tbm_03.tex.module.000019,1,2.498199,1258,0.425532,833,61.3,0.433371
Core1108_tbm_03.tex.module.000021,1,2.504202,1243,0.432341,833,61.3,0.43178
Core1108_tbm_03.tex.module.000023,1,2.516206,1243,0.433931,833,61.3,0.433371
Core1108_tbm_03.tex.module.000031,1,2.521945,1253,0.434662,843,62.3,0.439646
Core1108_tbm_03.tex.module.000034,1,2.502387,1244,0.43089,838,61.8,0.438724
Core1108_tbm_03.tex.module.000037,1,2.514215,1202,0.433526,809,59.4,0.435838
Core1108_tbm_03.tex.module.000038,1,2.5,1188,0.435418,804,58.9,0.434833
Core1108_tbm_03.tex.module.000039,1,2.5,1188,0.435418,804,58.9,0.434833
Core1108_tbm_03.tex.module.000048,1,2.484355,1184,0.431442,799,58.4,0.433806
Core1108_tbm_03.tex.module.000056,1,2.46124,1148,0.42698,774,56.4,0.429455
Core1108_tbm_03.tex.module.000057,1,2.496689,1139,0.425798,755,55,0.428303
Core1108_tbm_03.tex.module.000058,1,2.516869,1130,0.424588,741,53.6,0.427123
Core1108_tbm_03.tex.module.000064,1,2.506793,1121,0.423348,736,53.1,0.425914
Core1108_tbm_03.tex.module.000065,1,2.513774,1112,0.422078,726,52.6,0.424675
Core1108_tbm_03.tex.module.000090,1,2.61747,1056,0.426913,664,47.9,0.419399
Core1108_tbm_03.tex.module.000092,1,2.629231,1047,0.425606,650,46.5,0.417993
Core1108_tbm_03.tex.moduleQ3.2S.000002,1,2.974619,3623,0.301744,1576,135.6,0.289812
Core1108_tbm_03.tex.moduleQ3.2S.000003,1,2.968474,3623,0.303342,1586,136.1,0.291438
Core1108_tbm_03.tex.moduleQ3.2S.000009,1,2.968573,3628,0.303792,1591,136.6,0.293056
Core1108_tbm_03.tex.moduleQ3.2S.000011,1,2.977792,3628,0.301398,1576,135.6,0.290626
Core1108_tbm_03.tex.moduleQ3.2S.000018,1,2.974619,3623,0.301744,1576,135.6,0.289812
Core1108_tbm_03.tex.moduleQ3.2S.000048,1,2.968573,3628,0.303792,1591,136.6,0.293056
Core1108_tbm_09.tex.module.000008,1,2.80837,2057,0.475916,1362,111.2,0.47707
Core1108_tbm_09.tex.module.000009,1,2.80837,2057,0.475916,1362,111.2,0.47707
Core1108_tbm_09.tex.module.000010,1,2.80837,2057,0.475916,1362,111.2,0.47707
Core1108_tbm_09.tex.module.000028,1,2.64411,1760,0.464789,1197,94.7,0.466197
Core1108_tbm_09.tex.module.000033,1,2.591146,1679,0.460847,1152,90.2,0.462345
Core1108_tbm_09.tex.moduleQ3.10S.000001,1,3.033658,8656,0.244533,3179,292.9,0.25654
Core1108_tbm_09.tex.moduleQ3.2S.000003,1,3.036979,8651,0.243545,3164,291.9,0.255086
Core1108_tbm_09.tex.moduleQ3.2S.000005,1,3.033658,8656,0.244533,3179,292.9,0.25654
Core1108_tbm_09.tex.moduleQ3.2S.000007,1,3.0433,8671,0.243069,3164,291.9,0.25654
Core1108_tbm_09.tex.moduleQ3.2S.000010,1,3.030322,8666,0.245766,3199,294.4,0.258711
Core1108_tbm_09.tex.moduleQ3.2S.000011,1,3.033658,8656,0.244533,3179,292.9,0.25654
Core1108_tbm_09.tex.moduleQ3.9S.000001,1,3.033658,8656,0.244533,3179,292.9,0.25654
Core1108_tbm_21.tex.module.000008,1,2.741638,1383,0.46034,867,66.7,0.445703
Core1108_tbm_21.tex.module.000009,1,2.741638,1383,0.46034,867,66.7,0.445703
Core1108_tbm_21.tex.module.000010,1,2.741638,1383,0.46034,867,66.7,0.445703
Core1108_tbm_21.tex.module.000014,1,2.672749,1302,0.454545,822,62.2,0.438624
Core1108_tbm_21.tex.module.000017,1,2.672749,1302,0.454545,822,62.2,0.438624
Core1108_tbm_21.tex.module.000023,1,2.595882,1221,0.447635,777,57.7,0.43018
Core1108_tbm_21.tex.module.000026,1,2.632124,1206,0.456081,772,57.7,0.43018
Core1108_tbm_21.tex.module.000027,1,2.615187,1206,0.456081,777,57.7,0.43018
Core1108_tbm_21.tex.module.000030,1,2.620076,1216,0.45657,787,58.7,0.436526
Core1108_tbm_21.tex.module.000091,1,2.774074,943,0.444271,540,38,0.400624
Core1108_tbm_21.tex.moduleQ3.2S.000002,1,2.976871,3485,0.323557,1470,126.5,0.30284
Core1108_tbm_21.tex.moduleQ3.2S.000007,1,2.983391,3470,0.320724,1445,124.5,0.296288
Core1108_tbm_21.tex.moduleQ3.2S.000011,1,2.983448,3475,0.321144,1450,125,0.297937
Core1108_tbm_21.tex.moduleQ3.2S.000014,1,2.976792,3480,0.323145,1465,126,0.301213
Core1108_tbm_21.tex.moduleQ3.2S.000015,1,2.983448,3475,0.321144,1450,125,0.297937
Core1108_tbm_21.tex.moduleQ3.2S.000019,1,2.983448,3475,0.321144,1450,125,0.297937
Core1108_tbm_21.tex.moduleQ3.2S.000024,1,2.983448,3475,0.321144,1450,125,0.297937
Core1108_tbm_21.tex.moduleQ3.2S.000027,1,2.983391,3470,0.320724,1445,124.5,0.296288
Core1108_tbm_28.tex.moduleQ2.2S.000003,1,2.911273,3213,0.274889,1375,150.875,0.278547
counter_16,1,3.917767,2242,0.479891,1666,97.058824,0.509657
counter_32-shuffled,1,3.958607,8578,0.489613,6402,193.030303,0.504855
counter_8-shuffled,1,3.837778,610,0.462192,450,49.111111,0.519116
counter_e_16,1,3.952797,2306,0.477088,1716,100,0.50296
counter_e_8-shuffled,1,3.897059,642,0.458234,476,52,0.507558
counter_r_16,1,3.951632,2322,0.478768,1716,100,0.507591
counter_r_8-shuffled,1,3.892857,650,0.461169,476,52,0.514812
counter_re_16,1,4.002831,2386,0.476089,1766,102.941176,0.501169
cube_c11_par---13_-shuffled,1,207.401202,6312,5.170706,1331,660,0.079489
cube_c3_ser--opt-6_-shuffled,1,8.8125,681,0.657895,176,85.5,0.418129
cube_c5_ser---14_-shuffled,1,16.251534,2961,1.284069,652,322.5,0.348752
cube_c7_ser---23_-shuffled,1,30.805274,6990,2.372263,1479,735,0.286996
cube_c9_par--opt-11_-shuffled,1,123.436422,4284,4.356648,928,459,0.113125
eijk.S1238.S-d3-shuffled,1,2.828736,1893,0.128809,870,421,0.590004
eijk.S1423.S-d4-shuffled,1,2.913174,8123,0.031779,3651,1803,0.56478
eijk.S208o.S-d4-shuffled,1,2.789474,207,0.045283,95,46,0.577358
eijk.S208o.S-f4-shuffled,1,2.766922,3576,0.056312,1566,755,0.57766
eijk.S298.S-f2-shuffled,1,2.713684,1950,0.100078,950,452,0.570985
eijk.S298.S-f4,1,2.857275,4676,0.050924,2158,1053,0.565034
eijk.S344.S-f3,1,2.787542,4338,0.050234,2071,1000,0.55032
eijk.S349.S-f3,1,2.785156,4321,0.049088,2048,988.5,0.547335
eijk.S382.S-f4-shuffled,1,2.846483,5562,0.050382,2573,1253.5,0.556936
eijk.S386.S-f2,1,2.77412,3833,0.075082,1762,849.5,0.582242
eijk.S420.S-f2,1,2.688048,4017,0.080359,1824,869,0.600245
eijk.S526.S-f4-shuffled,1,2.862142,8326,0.052486,3801,1856.5,0.571192
eijk.S641.S-f2,1,2.696655,4664,0.065046,2212,1058,0.587594
eijk.S713.S-f2,1,2.698156,4702,0.064688,2223,1063.5,0.587863
emptyroom_e3_ser---19_-shuffled,1,9.286938,4472,0.510045,934,464,0.462394
emptyroom_e3_ser--opt-20_-shuffled,1,9.126273,4702,0.488705,982,488,0.466115
emptyroom_e4_par---21_-shuffled,1,22.39786,10396,1.664956,2056,1024,0.327981
emptyroom_e4_ser--opt-44_-shuffled,1,14.079268,21658,1.010173,4264,2128,0.415254
ev-pr-4x4-11-3-0-0-1-s-shuffled,1,14.476657,42769,0.177412,7454,1202.333333,0.299842
ev-pr-4x4-13-3-0-0-1-s-shuffled,1,14.630823,49652,0.180598,8909,1231.571429,0.304408
ev-pr-4x4-15-3-0-0-1-s-shuffled,1,14.741702,56535,0.182945,10364,1253.5,0.307772
ev-pr-4x4-17-3-0-0-1-lg-shuffled,1,14.744217,6707,0.15196,3026,330.888889,0.521307
ev-pr-4x4-17-3-0-0-1-s-shuffled,1,14.825281,63418,0.184745,11819,1270.555556,0.310352
ev-pr-4x4-5-3-0-0-1-lg-shuffled,1,13.058036,2861,0.125041,896,294.666667,0.518028
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,13.142765,22120,0.153105,3089,997.666667,0.265
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,13.872139,29003,0.165719,4544,1100,0.283081
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,14.117061,4143,0.141785,1606,316.4,0.520068
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,14.247708,35886,0.172839,5999,1161.4,0.293286
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,17.771818,15556,0.116337,4698,777.166667,0.480449
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,17.944264,17713,0.118744,5544,786,0.480988
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,18.071049,19870,0.120526,6390,792.625,0.481388
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,16.443981,9085,0.098384,2160,715.333333,0.476428
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,15.526762,159052,0.137859,16385,5381.666667,0.220066
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,16.245564,209391,0.149869,24348,5997,0.237795
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,19.687903,32445,0.129161,8837,1466.166667,0.47596
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,19.875539,36938,0.131837,10429,1483,0.476476
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,20.202696,50417,0.136551,15205,1513.3,0.477386
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,18.242305,18966,0.109214,4061,1348.333333,0.472108
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,18.995578,23459,0.119464,5653,1407.25,0.474087
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,19.417805,27952,0.125346,7245,1442.6,0.475223
f600-00-shuffled,1,2.424818,10748,0.319137,4948,2174,0.523087
ii32c1-00,1,3.688705,7926,0.597585,2178,976.5,0.798108
ii32c1-50-shuffled,1,3.927189,7605,0.622456,1964,869.5,0.803578
ii32e1-00-shuffled,1,3.779923,7725,0.612998,2072,925,0.805541
ii32e1-50-shuffled,1,4.056277,7389,0.640475,1848,813,0.811766
ii8a1-00-shuffled,1,1.857143,801,0.289663,448,191,0.655048
ii8a1-90-shuffled,1,1.987805,621,0.369632,328,131,0.65184
ii8a3-90,1,2.608962,5454,0.416742,2120,928,0.682878
ii8c1-90-shuffled,1,2.497729,10332,0.375287,4183,1836.5,0.664625
ii8d1-00-shuffled,1,2.29445,12077,0.321525,5315,2392.5,0.660599
impl18-shuffled,1,2.945946,74,0.493151,74,2.947368,0.506849
irst.dme4.B-d4-shuffled,1,2.591534,1744,0.05145,945,448.5,0.560229
irst.dme5.B-d4-shuffled,1,2.611321,2447,0.056069,1325,630.5,0.559827
jnh1-50-shuffled,1,4.662069,4800,0.412167,1160,530,0.46949
jnh207-90-shuffled,1,4.686024,4154,0.398866,1016,458,0.451166
jnh218-00-shuffled,1,4.177109,4419,0.3756,1197,548.5,0.4634
jnh218-90-shuffled,1,4.650934,4149,0.39704,1017,458.5,0.451797
k3_1_2-shuffled,1,1.855019,212,0.201117,269,133,0.678771
k4_2_2-shuffled,1,1.897313,850,0.174525,1042,519,0.706545
k5_2_2,1,1.875817,1682,0.19582,1989,992,0.730106
k5_3_2-shuffled,1,1.914503,2392,0.159216,2889,1442,0.719739
k_branch_n-20-shuffled,1,6.891397,63261,0.127703,13821,595.391304,0.476193
k_branch_n-4-shuffled,1,4.042341,1839,0.125536,803,111.714286,0.7154
k_branch_n-5-shuffled,1,4.239339,2817,0.124419,1149,140.5,0.690501
k_branch_n-6,1,4.417469,4069,0.122434,1557,169.777778,0.667212
k_branch_n-7,1,4.583621,5609,0.120021,2027,199.4,0.645416
k_branch_n-8-shuffled,1,4.949377,7497,0.142532,2568,229.272727,0.635663
k_branch_p-11-shuffled,1,5.406477,15154,0.133038,4539,319.857143,0.582205
k_branch_p-14-shuffled,1,5.835739,26620,0.124077,7068,411.294118,0.536999
k_branch_p-16-shuffled,1,6.341923,36764,0.138989,9081,472.526316,0.521902
k_branch_p-17-shuffled,1,6.480684,42490,0.136009,10173,503.2,0.509674
k_branch_p-4-shuffled,1,4.043587,1840,0.125487,803,111.714286,0.715511
k_branch_p-6-shuffled,1,4.418112,4070,0.122412,1557,169.777778,0.667272
k_branch_p-8-shuffled,1,4.949766,7498,0.142518,2568,229.272727,0.635699
k_d4_n-11-shuffled,1,4.521956,2450,0.185896,1002,59.5625,0.660931
k_d4_n-14-shuffled,1,4.556611,3113,0.186362,1263,63.263158,0.65904
k_d4_n-15-shuffled,1,4.565185,3334,0.186476,1350,64.25,0.658577
k_d4_n-16-shuffled,1,4.572721,3555,0.186576,1437,65.142857,0.658171
k_d4_n-17-shuffled,1,4.579396,3776,0.186664,1524,65.954545,0.657813
k_d4_n-18-shuffled,1,4.585351,3997,0.186743,1611,66.695652,0.657494
k_d4_n-19-shuffled,1,4.590695,4218,0.186813,1698,67.375,0.657208
k_d4_n-20-shuffled,1,4.595518,4439,0.186877,1785,68,0.656951
k_d4_n-21-shuffled,1,4.599893,4660,0.186934,1872,68.576923,0.656719
k_d4_n-7-shuffled,1,4.432722,1566,0.184663,654,51.75,0.665932
k_d4_p-10-shuffled,1,3.697638,1280,0.14561,635,40,0.707709
k_d4_p-11-shuffled,1,3.709353,1406,0.145783,695,41.0625,0.706972
k_d4_p-21-shuffled,1,3.766795,2666,0.146612,1295,47.192308,0.703427
k_d4_p-6-shuffled,1,3.61519,776,0.144366,395,33.818182,0.713028
k_d4_p-7-shuffled,1,3.643956,902,0.144807,455,35.75,0.711145
k_dum_n-10-shuffled,1,3.191729,957,0.1,532,31.5,0.742647
k_dum_n-21-shuffled,1,3.251969,1870,0.101247,1016,35.777778,0.73895
k_dum_p-11-shuffled,1,3.2537,872,0.100324,473,34.615385,0.739482
k_dum_p-13-shuffled,1,3.24237,1023,0.099242,557,35.333333,0.740179
k_dum_p-16-shuffled,1,3.236496,1256,0.098765,685,36.222222,0.74018
k_dum_p-21-shuffled,1,3.218365,1627,0.096928,893,36.956522,0.74167
ken.flash^10.C-f4-shuffled,1,2.959531,81071,0.020092,37856,18815,0.505257
ken.flash^14.C-d4-shuffled,1,2.871156,22296,0.043611,10470,5135.5,0.500249
ken.oop^1.C-d2,1,2.722098,4371,0.08085,2231,1076,0.523135
k_grz_n-10-shuffled,1,4.398844,1319,0.136994,519,55.444444,0.660011
k_grz_n-13-shuffled,1,4.614583,1576,0.128314,576,61.777778,0.641572
k_grz_n-14-shuffled,1,4.724191,1842,0.126432,649,69.777778,0.629705
k_grz_n-21-shuffled,1,5.284198,2765,0.124722,848,91.555556,0.592706
k_grz_p-10-shuffled,1,4.54672,1286,0.16601,503,53.666667,0.679235
k_grz_p-17-shuffled,1,5.062969,1937,0.162028,667,71.666667,0.658406
k_grz_p-21-shuffled,1,5.267588,2460,0.154551,796,85.777778,0.641723
k_lin_n-10-shuffled,1,10.67041,14964,0.146382,2048,406.4,0.350843
k_lin_n-13-shuffled,1,12.588946,25232,0.121257,2732,543.2,0.290156
k_lin_n-14-shuffled,1,13.226014,29234,0.114688,2960,588.8,0.274334
k_lin_n-21-shuffled,1,18.008995,65396,0.09304,4558,908,0.207199
k_lin_n-9-shuffled,1,9.69692,12140,0.139446,1818,360.8,0.363989
k_lin_p-12-shuffled,1,6.402516,2556,0.167377,636,156.25,0.54504
k_lin_p-16-shuffled,1,7.164466,3924,0.155229,833,205.25,0.489583
k_lin_p-21-shuffled,1,8.238184,6012,0.15182,1079,266.5,0.441336
k_lin_p-8-shuffled,1,5.46697,1456,0.169102,439,107.25,0.610125
k_path_n-10-shuffled,1,3.646175,1300,0.186916,732,53.692308,0.851943
k_path_n-20-shuffled,1,3.672969,2551,0.186874,1428,59.304348,0.853457
k_path_n-21-shuffled,1,3.668683,2655,0.186763,1488,59.208333,0.85343
k_path_p-10-shuffled,1,3.643178,1181,0.189189,667,53,0.85027
k_path_p-16-shuffled,1,3.663275,1925,0.18779,1081,57.333333,0.852356
k_path_p-21-shuffled,1,3.673898,2554,0.186687,1429,59.347826,0.853604
k_path_p-9-shuffled,1,3.643927,1066,0.188249,601,52.090909,0.850719
k_ph_n-10-shuffled,1,10.468728,9353,0.190484,1423,471.333333,0.46234
k_ph_n-13-shuffled,1,15.394012,31565,0.155164,2906,965.333333,0.337422
k_ph_n-14-shuffled,1,17.293509,45378,0.140192,3574,1188,0.300673
k_ph_n-15-shuffled,1,19.342943,63870,0.126856,4336,1442,0.268964
k_ph_n-8-shuffled,1,7.895202,3593,0.206932,792,261.333333,0.564267
k_ph_n-9-shuffled,1,9.078269,6083,0.188937,1086,359.333333,0.497062
k_ph_p-11-shuffled,1,12.314176,17359,0.166919,2088,693,0.396493
k_ph_p-12-shuffled,1,14.282286,25706,0.166279,2625,871.666667,0.364684
k_ph_p-8-shuffled,1,8.150596,4398,0.200887,923,305,0.552012
k_ph_p-9-shuffled,1,9.270314,7232,0.182985,1243,411.666667,0.489447
k_poly_n-12-shuffled,1,2.773006,1521,0.130041,978,23.179487,0.769823
k_poly_n-13-shuffled,1,2.773481,1689,0.130151,1086,23.348837,0.76989
k_poly_n-20-shuffled,1,2.774908,2529,0.130482,1626,23.873016,0.77009
k_poly_n-21-shuffled,1,2.775087,2697,0.130524,1734,23.940299,0.770115
k_poly_p-19-shuffled,1,2.774757,2403,0.130447,1545,23.816667,0.770069
k_poly_p-21-shuffled,1,2.775044,2655,0.130514,1707,23.924242,0.770109
k_t4p_n-12-shuffled,1,3.945528,3826,0.161708,1744,55.433333,0.674758
k_t4p_n-17-shuffled,1,3.965221,5396,0.16142,2444,58.325,0.673274
k_t4p_n-21-shuffled,1,3.974368,6652,0.161287,3004,59.770833,0.67259
k_t4p_n-4-shuffled,1,3.822115,1314,0.163588,624,42.214286,0.684433
k_t4p_p-12-shuffled,1,3.902962,2118,0.163158,979,49,0.678289
k_t4p_p-20-shuffled,1,3.94347,3374,0.162252,1539,54.333333,0.675083
k_t4p_p-21-shuffled,1,3.946551,3531,0.162184,1609,54.785714,0.674842
k_t4p_p-4-shuffled,1,3.754177,862,0.166667,419,35.909091,0.690705
k_t4p_p-8-shuffled,1,3.858369,1490,0.164179,699,44.2,0.681903
lognBWLARGEB1-shuffled,1,6.442544,177966,0.002909,1871,935,0.037863
lut4_2_f2-shuffled,1,21.142857,14,1.11435,70,31.5,0.09417
lut4_AND_f1-shuffled,1,30.226667,56,1.611852,75,33.5,0.075556
lut4_XOR_fOR-shuffled,1,9.604651,44,0.625,43,19,0.184524
mutex-128-s,1,1.417286,10798,0.237546,11570,11058,0.737312
mutex-16-s,1,1.415094,1278,0.23946,1378,1314,0.737493
mutex-2-s,1,1.384615,88,0.267717,104,96,0.740157
mutex-32-s,1,1.416373,2638,0.238342,2834,2706,0.737388
mutex-4-s,1,1.405594,258,0.247934,286,270,0.738292
mutex-64-s,1,1.416986,5358,0.237807,5746,5490,0.737337
mutex-8-s,1,1.412308,598,0.241916,650,618,0.737725
ncf_16_32_8_d.10,1,2.08427,4690,0.339946,2314,366,0.691259
ncf_16_32_8_d.1,1,2.08643,4717,0.350279,2314,366,0.701591
ncf_16_32_8_d.2,1,2.088591,4709,0.341307,2314,366,0.691895
ncf_16_32_8_d.3,1,2.089023,4656,0.324141,2314,366,0.674007
ncf_16_32_8_d.4,1,2.090752,4674,0.332373,2314,366,0.682239
ncf_16_32_8_d.5,1,2.08038,4706,0.360033,2314,366,0.712803
ncf_16_32_8_d.6,1,2.073898,4687,0.348305,2314,366,0.701809
ncf_16_32_8_d.7,1,2.07433,4661,0.330982,2314,366,0.683752
ncf_16_32_8_d.8,1,2.069144,4642,0.325431,2314,366,0.678935
ncf_16_32_8_d.9,1,2.094641,4737,0.350895,2314,366,0.700761
ncf_16_32_8_edau.10,1,2.08427,4690,0.339946,2314,366,0.691259
ncf_16_32_8_edau.1,1,2.08643,4717,0.350279,2314,366,0.701591
ncf_16_32_8_edau.2,1,2.088591,4709,0.341307,2314,366,0.691895
ncf_16_32_8_edau.3,1,2.089023,4656,0.324141,2314,366,0.674007
ncf_16_32_8_edau.4,1,2.090752,4674,0.332373,2314,366,0.682239
ncf_16_32_8_edau.5,1,2.08038,4706,0.360033,2314,366,0.712803
ncf_16_32_8_edau.6,1,2.073898,4687,0.348305,2314,366,0.701809
ncf_16_32_8_edau.7,1,2.07433,4661,0.330982,2314,366,0.683752
ncf_16_32_8_edau.8,1,2.069144,4642,0.325431,2314,366,0.678935
ncf_16_32_8_edau.9,1,2.094641,4737,0.350895,2314,366,0.700761
ncf_16_32_8_euad.10,1,2.08427,4690,0.339946,2314,366,0.691259
ncf_16_32_8_euad.1,1,2.08643,4717,0.350279,2314,366,0.701591
ncf_16_32_8_euad.2,1,2.088591,4709,0.341307,2314,366,0.691895
ncf_16_32_8_euad.3,1,2.089023,4656,0.324141,2314,366,0.674007
ncf_16_32_8_euad.4,1,2.090752,4674,0.332373,2314,366,0.682239
ncf_16_32_8_euad.5,1,2.08038,4706,0.360033,2314,366,0.712803
ncf_16_32_8_euad.6,1,2.073898,4687,0.348305,2314,366,0.701809
ncf_16_32_8_euad.7,1,2.07433,4661,0.330982,2314,366,0.683752
ncf_16_32_8_euad.8,1,2.069144,4642,0.325431,2314,366,0.678935
ncf_16_32_8_euad.9,1,2.094641,4737,0.350895,2314,366,0.700761
ncf_16_32_8_u.10,1,2.08427,4690,0.339946,2314,366,0.691259
ncf_16_32_8_u.1,1,2.08643,4717,0.350279,2314,366,0.701591
ncf_16_32_8_u.2,1,2.088591,4709,0.341307,2314,366,0.691895
ncf_16_32_8_u.3,1,2.089023,4656,0.324141,2314,366,0.674007
ncf_16_32_8_u.4,1,2.090752,4674,0.332373,2314,366,0.682239
ncf_16_32_8_u.5,1,2.08038,4706,0.360033,2314,366,0.712803
ncf_16_32_8_u.6,1,2.073898,4687,0.348305,2314,366,0.701809
ncf_16_32_8_u.7,1,2.07433,4661,0.330982,2314,366,0.683752
ncf_16_32_8_u.8,1,2.069144,4642,0.325431,2314,366,0.678935
ncf_16_32_8_u.9,1,2.094641,4737,0.350895,2314,366,0.700761
ncf_8_16_4_d.10,1,1.793051,1162,0.315481,662,174.666667,0.643515
ncf_8_16_4_d.1,1,1.802115,1153,0.318901,662,174.666667,0.645296
ncf_8_16_4_d.2,1,1.805136,1149,0.302403,662,174.666667,0.627175
ncf_8_16_4_d.3,1,1.805136,1163,0.328893,662,174.666667,0.655287
ncf_8_16_4_d.4,1,1.805136,1163,0.328893,662,174.666667,0.655287
ncf_8_16_4_d.5,1,1.78852,1137,0.300418,662,174.666667,0.628452
ncf_8_16_4_d.6,1,1.793051,1147,0.315481,662,174.666667,0.643515
ncf_8_16_4_d.7,1,1.811178,1173,0.348876,662,174.666667,0.675271
ncf_8_16_4_d.8,1,1.793051,1147,0.315481,662,174.666667,0.643515
ncf_8_16_4_d.9,1,1.812689,1159,0.327258,662,174.666667,0.65203
ncf_8_16_4_edau.10,1,1.793051,1162,0.315481,662,174.666667,0.643515
ncf_8_16_4_edau.1,1,1.802115,1153,0.318901,662,174.666667,0.645296
ncf_8_16_4_edau.2,1,1.805136,1149,0.302403,662,174.666667,0.627175
ncf_8_16_4_edau.3,1,1.805136,1163,0.328893,662,174.666667,0.655287
ncf_8_16_4_edau.4,1,1.805136,1163,0.328893,662,174.666667,0.655287
ncf_8_16_4_edau.5,1,1.78852,1137,0.300418,662,174.666667,0.628452
ncf_8_16_4_edau.6,1,1.793051,1147,0.315481,662,174.666667,0.643515
ncf_8_16_4_edau.7,1,1.811178,1173,0.348876,662,174.666667,0.675271
ncf_8_16_4_edau.8,1,1.793051,1147,0.315481,662,174.666667,0.643515
ncf_8_16_4_edau.9,1,1.812689,1159,0.327258,662,174.666667,0.65203
ncf_8_16_4_euad.10,1,1.793051,1162,0.315481,662,174.666667,0.643515
ncf_8_16_4_euad.1,1,1.802115,1153,0.318901,662,174.666667,0.645296
ncf_8_16_4_euad.2,1,1.805136,1149,0.302403,662,174.666667,0.627175
ncf_8_16_4_euad.3,1,1.805136,1163,0.328893,662,174.666667,0.655287
ncf_8_16_4_euad.4,1,1.805136,1163,0.328893,662,174.666667,0.655287
ncf_8_16_4_euad.5,1,1.78852,1137,0.300418,662,174.666667,0.628452
ncf_8_16_4_euad.6,1,1.793051,1147,0.315481,662,174.666667,0.643515
ncf_8_16_4_euad.7,1,1.811178,1173,0.348876,662,174.666667,0.675271
ncf_8_16_4_euad.8,1,1.793051,1147,0.315481,662,174.666667,0.643515
ncf_8_16_4_euad.9,1,1.812689,1159,0.327258,662,174.666667,0.65203
ncf_8_16_4_u.10,1,1.793051,1162,0.315481,662,174.666667,0.643515
ncf_8_16_4_u.1,1,1.802115,1153,0.318901,662,174.666667,0.645296
ncf_8_16_4_u.2,1,1.805136,1149,0.302403,662,174.666667,0.627175
ncf_8_16_4_u.3,1,1.805136,1163,0.328893,662,174.666667,0.655287
ncf_8_16_4_u.4,1,1.805136,1163,0.328893,662,174.666667,0.655287
ncf_8_16_4_u.5,1,1.78852,1137,0.300418,662,174.666667,0.628452
ncf_8_16_4_u.6,1,1.793051,1147,0.315481,662,174.666667,0.643515
ncf_8_16_4_u.7,1,1.811178,1173,0.348876,662,174.666667,0.675271
ncf_8_16_4_u.8,1,1.793051,1147,0.315481,662,174.666667,0.643515
ncf_8_16_4_u.9,1,1.812689,1159,0.327258,662,174.666667,0.65203
nusmv.dme1-16.B-d4-shuffled,1,2.407273,2379,0.058006,1375,639.5,0.574622
nusmv.queue.B-d4-shuffled,1,2.843118,25864,0.084549,10970,5362,0.613261
nusmv.reactor^1.C-d4-shuffled,1,2.804476,19882,0.096924,9830,4773,0.555318
nusmv.reactor^2.C-d4-shuffled,1,2.80329,20029,0.095914,9908,4810,0.55568
nusmv.reactor^5.C-f4-shuffled,1,2.8012,19544,0.095635,9668,4692,0.554169
nusmv.syncarb10^2.B-f2,1,2.730731,2133,0.057918,999,479.5,0.618768
nusmv.syncarb10^2.B-f3,1,2.767491,3056,0.057967,1415,682.5,0.616956
nusmv.syncarb10^2.B-f4,1,2.787548,3979,0.057994,1831,885.5,0.615987
nusmv.syncarb5^2.B-f4-shuffled,1,2.715125,1409,0.078962,681,325.5,0.591671
