@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC

@DATA
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S870840347-014.cnf,1,11900,11900,45.3594,0.0117,44.2758,0.05,44.6369,45.3594,0.0117,45.3594,13.3458,13.5072,23,19,140,23.1489,23,4368,23.2564,0.6437,4093,28,0.05,0.05,19,28,0.7582,4093,4214.5,4269,4128,0.05,0.0117,4368,0.0434,0.0001,0.054,4368,0.0001,0,0.0175,0.1605,0.0001,1.4461,0.0118,0.0001,0.0031,140,0.1535,2,0.0044,0.0001,2,0.0393,0.067,0,1.7067,1.007,0.0001,0,0.0328,0.0145,0,2.0697
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v800-c3408-S890760919-021.SATISFIABLE.cnf,1,3393,3408,40.5682,0.0029,34.6572,0.0051,37.2737,40.4099,0.0077,39.9791,24.734,19.6041,174,161,785,174.237,174,3186,173.923,0.2976,922,186,0.0039,0.0039,162,187,0.4911,822,2015.9167,2064,974,0.0038,0.0165,3171,0.0015,0.0463,0.0085,3582,0.0285,0,0.1323,0.0587,0.0932,0.2622,0.2314,0.0793,0.0019,800,0.0535,4.0191,0.0047,0.1259,5,0.2894,0.3962,0.2866,0.863,0.685,0.1758,0.0528,0.1977,0.0843,0.1214,3.3717
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1898939887-14.cnf,1,18700,18700,60.3393,0.0117,48.4833,0.0318,47.4599,53.1437,0.0117,48.1615,19.5396,19.9844,36,30,220,36.6326,37,640,36.2179,0.6275,240,43,0.0318,0.0318,31,43,0.7263,232,464.7692,310,268,0.0318,0.0117,356,0.0285,0.0001,0.0352,2741,0.0001,0,0.0765,0.1413,0.0001,1.2421,0.0118,0.0001,0.002,220,0.13,2,0.003,0.0001,2,0.0386,0.0646,0,1.5729,0.9991,0.0002,0,0.0261,0.0112,0,2.0696
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v175-c3727-S100095490-071.SATISFIABLE.cnf,1,3727,3727,38.5553,0.0381,35.7961,0.0286,35.7067,38.5553,0.0425,37.4465,14.0336,12.6559,34,29,175,34.5829,34,4304,34.7097,0.535,4014,40,0.0286,0.0286,29,41,0.6982,4014,4110.5714,4067,4023,0.0286,0.0461,4235,0.022,0.001,0.0365,4304,0.0006,0,0.0439,0.1339,0.0019,0.9178,0.047,0.0015,0.005,175,0.1295,3,0.008,0.0024,3,0.1025,0.1728,0.0329,1.4536,0.8309,0.0034,0,0.0891,0.0273,0,2.9665
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S1036103820-03.cnf,1,14000,14000,58.0656,0.0174,49.3778,0.0071,49.1081,54.09,0.0218,51.2687,39.6391,32.9302,134,123,700,134.873,134,85,134.087,0.4871,57,147,0.0071,0.0071,123,147,0.611,40,72.7944,68,63,0.0071,0.0266,77,0.0054,0.0015,0.0093,165,0.001,0,0.067,0.0701,0.0027,0.4205,0.05,0.0024,0.0013,700,0.07,3,0.0023,0.0035,3,0.0968,0.1631,0.0746,1.1114,0.8287,0.0047,0,0.0689,0.0297,0,2.9824
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S9113894-047.SATISFIABLE.cnf,1,2114,2130,32.6272,0.0028,28.8737,0.0082,28.2437,32.6272,0.0122,29.0072,15.0147,12.1693,110,100,489,109.691,109,3927,109.694,0.3267,3683,120,0.0062,0.0062,100,119,0.5674,3683,3823.6667,3818,3803,0.0061,0.0274,3867,0.0014,0.05,0.0142,3927,0.0297,0,0.0627,0.072,0.0915,0.3442,0.2313,0.0819,0.0032,500,0.0719,4,0.0085,0.1211,4,0.2784,0.4027,0.2746,0.9316,0.6875,0.1689,0.0535,0.1897,0.0902,0.124,3.2951
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S1492329924-074.cnf,1,2343,2343,26.6268,0.0431,25.2057,0.0455,25.197,26.6268,0.0456,25.8392,9.6133,8.7547,22,18,110,21.8916,22,4400,21.9684,0.5598,4150,26,0.0455,0.0455,17,27,0.7089,4150,4278.25,4273,4252,0.0455,0.0465,4373,0.0333,0.0009,0.0585,4400,0.0006,0,0.0309,0.1605,0.0018,1.1627,0.0469,0.0015,0.0092,110,0.1627,2.9266,0.0166,0.0025,3,0.102,0.1559,0.0153,1.5737,0.822,0.0033,0,0.0676,0.0236,0,2.8486
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S1861814752-08.cnf,1,22000,22000,73.5397,0.011,58.6691,0.0045,58.6,66,0.0152,62.2368,59.6431,47.6832,210,196,1100,211.257,212,46,210.266,0.4744,29,228,0.0045,0.0045,197,227,0.5907,23,37.5,36,32,0.0045,0.0193,41,0.0031,0.0015,0.006,79,0.001,0,0.0924,0.083,0.0027,0.3396,0.05,0.0023,0.0008,1100,0.0935,3,0.0016,0.0035,3,0.0972,0.1699,0.0833,1.0345,0.8319,0.0049,0,0.0711,0.0249,0,3.027
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S1429776379-099.cnf,1,2366,2380,34.0382,0.0046,30.5098,0.0092,29.6207,34.0382,0.0111,33.7515,17.7469,14.4721,120,111,544,120.319,120,3952,120.584,0.317,3766,131,0.0056,0.0056,110,131,0.5453,3766,3852,3844,3819,0.0055,0.0237,3908,0.0025,0.0476,0.0127,3952,0.0274,0,0.0703,0.0688,0.0922,0.3225,0.2299,0.0812,0.0028,560,0.0671,4,0.0063,0.125,4,0.2868,0.3976,0.2843,0.9189,0.7404,0.1764,0.068,0.212,0.0825,0.1814,3.3727
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/16000/unif-k3-r4.2-v16000-c67200-S17277413-072.cnf,1,66714,67200,136.4,0.0001,63.4519,0.0004,59.8571,87.619,0.0004,74,1250.5,268.333,3413.5,0,15564,3405,3398,14,2838.67,0.2363,6,3456,0.0002,0.0002,3357,3420,0.2994,4,9.8471,9,7,0.0002,0.0011,12,0,0.0482,0.0006,25,0.0284,0,0.2713,0.4902,0.0936,0.088,0.2333,0.0802,0.0001,16000,0.0128,5.0919,0.0003,0.1257,6,0.2912,0.3972,0.2949,0.9679,0.7243,0.1769,0.0665,0.2097,0.0911,0.168,3.3901
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S313385224-076-UNKNOWN.cnf,1,83454,84000,122.8,0,70.001,0.0003,66.25,95.4286,0.0003,83,1605,372.636,4253,0,19525,4257.27,4245,13,3400.2,0.2388,4,4349,0.0002,0.0002,4182,4272,0.2859,2,8.1338,8,5,0.0002,0.001,10,0,0.048,0.0005,19,0.0288,0,0.249,0.5591,0.0927,0.1079,0.234,0.0793,0.0001,20000,0.0156,5.2703,0.0003,0.1245,6,0.2889,0.3937,0.2925,1.0285,0.7101,0.1751,0.0635,0.2064,0.0872,0.1549,3.3627
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S1475406203-080.UNKNOWN.cnf,1,8010,8010,32.0622,0.0111,31.2381,0.0778,31.2588,32.0622,0.0111,31.3308,10.7427,10.6364,15,12,90,15.2376,15,4499,15.3546,0.6653,4280,19,0.0778,0.0778,12,19,0.7546,4280,4370.8,4329,4295,0.0778,0.0111,4451,0.072,0,0.0871,4499,0,0,0.0155,0.1895,0.0001,1.7064,0.0112,0.0001,0.005,90,0.1922,2,0.0066,0.0001,2,0.0353,0.0668,0,1.93,1.0019,0.0001,0,0.0242,0.0108,0,2.0938
SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1155547357-11.SAT.shuffled.cnf,1,4005,4005,18.4243,0.011,18.1594,0.1556,18.1903,18.4243,0.011,18.2425,6.4367,5.7635,8,6,45,8.1445,8,4666,8.1027,0.7128,4552,11,0.1556,0.1556,6,11,0.7795,4552,4593.3333,4603,4557,0.1556,0.011,4607,0.1436,0,0.166,4666,0,0,0.0083,0.2372,0.0001,2.0035,0.0112,0.0001,0.0098,45,0.2416,2,0.0125,0.0001,2,0.0387,0.0639,0,2.3147,1.0043,0.0001,0,0.0259,0.005,0,1.9937
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S453945536-08.cnf,1,18000,18000,73.5781,0.0126,54.7813,0.0056,54.8636,61.8529,0.0179,57.3421,49.8587,41.8153,171,159,900,172.598,172,64,172.1,0.4812,38,187,0.0056,0.0056,159,187,0.6039,28,49.1685,48,42,0.0056,0.0221,53,0.0037,0.0015,0.0072,103,0.001,0,0.0948,0.0816,0.0028,0.3979,0.05,0.0023,0.001,900,0.0632,3,0.0019,0.0035,3,0.1015,0.1665,0.0824,1.0682,0.8216,0.0051,0,0.0777,0.0329,0,3.0034
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/520/unif-k3-r4.25-v520-c2210-S1089910525-056.cnf,1,2198,2210,34.9278,0.0041,29.5351,0.0079,29.169,34.9278,0.0119,30.6937,18.1266,14.8013,112,102,508,112.037,112,4032,111.98,0.3209,3685,122,0.006,0.006,102,122,0.6014,3685,3862.375,3873,3793,0.0059,0.025,3954,0.0023,0.0453,0.0127,4032,0.0255,0,0.0792,0.072,0.0891,0.3284,0.2311,0.0749,0.0029,520,0.0685,4,0.0068,0.1223,4,0.2917,0.3992,0.2866,0.9186,0.7159,0.1757,0.0641,0.2217,0.0927,0.1666,3.3676
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1416986890-04.cnf,1,54240,54600,97.1667,0,58.7339,0.0006,57.7143,75.5263,0.0005,65.8,369.778,210,2767,2697,12675,2755.59,2763,18,2773.78,0.2311,8,2786,0.0002,0.0002,2702,2814,0.2865,5,12.6215,12,10,0.0002,0.0015,15,0,0.0475,0.0007,30,0.0282,0,0.2045,0.0144,0.0931,0.0712,0.2337,0.0803,0.0001,13000,0.0131,5.1028,0.0004,0.1255,6,0.2901,0.396,0.2938,0.612,0.7132,0.1764,0.0663,0.2107,0.0888,0.1585,3.3738
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1565617179-002.UNKNOWN.cnf,1,2960,2982,38.5529,0.0034,35.6302,0.0074,35.5416,38.5529,0.009,38.3474,25.8747,20.0687,149,138,678,149.127,149,3829,149.218,0.3027,3580,161,0.0045,0.0045,137,161,0.5024,3580,3690.5,3696,3615,0.0044,0.023,3748,0.0017,0.0453,0.0108,3829,0.026,0,0.0591,0.0639,0.0895,0.2831,0.2291,0.0773,0.0023,700,0.0617,4,0.0057,0.1189,4,0.2974,0.3883,0.2959,0.9075,0.7245,0.1716,0.0724,0.1948,0.0692,0.1861,3.3883
SAT_Competition2007/random/2+p/p0.8/v2405/unif2p-p0.8-v2405-c7479-S623466762-07-UNSAT.cnf,1,7012,7478,42.3757,0.0003,32.1926,0.0034,30.2964,41.9111,0.0029,35.338,50.7846,38.9237,439,423,2061,438.426,437,1722,439.998,0.2298,744,459,0.0014,0.0014,419,459,0.4139,742,1050.1053,921,781,0.001,0.0084,1264,0.0001,0.084,0.0044,2039,0.0465,0.1786,0.1541,0.0336,0.1512,0.1364,0.2939,0.1399,0.0007,2405,0.0356,5.0248,0.003,0.203,6,0.3597,0.4155,0.3783,0.6549,1.2018,0.2635,0.2104,0.221,0.0882,0.8927,3.1024
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S1624574519-076.cnf,1,1779,1785,27.1929,0.0056,24.8166,0.0097,24.6615,27.1929,0.0143,26.8542,13.8294,11.4703,92,83,414,92.1416,92,3998,92.1715,0.3332,3786,101,0.0073,0.0073,83,101,0.6937,3786,3933.25,3950,3935,0.0072,0.0287,3991,0.0028,0.0478,0.0146,3998,0.0279,0,0.0627,0.0782,0.0937,0.3828,0.2327,0.0837,0.0035,420,0.0748,4.0048,0.009,0.1239,5,0.2808,0.4061,0.2766,0.9589,0.6822,0.1796,0.0513,0.218,0.1041,0.1159,3.3301
SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S1757451736-02-UNSAT.cnf,1,12449,14684,52.2652,0.0001,36.8476,0.002,38.0011,44.3001,0.0015,40.6875,74.5397,55.5714,835.5,810,3966,829.936,833.5,1787,827,0.1618,610,854,0.0008,0.0008,805,856,0.3817,601,1109.1538,989,717,0.0005,0.0058,1366,0.0001,0.103,0.003,1845,0.0559,0.2513,0.1987,0.0931,0.1813,0.0987,0.3186,0.1689,0.0004,5500,0.0246,5.8267,0.0015,0.2424,7,0.4113,0.4271,0.4429,0.5744,1.3932,0.3083,0.27,0.2185,0.0885,1.1379,3.063
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/16000/unif-k3-r4.2-v16000-c67200-S339800239-026.cnf,1,66756,67200,109,0.0001,63.8054,0.0004,62.8462,81.2857,0.0004,72.25,471.75,412.235,3421.5,3342,15605,3186.65,3385,15,3414.75,0.2269,6,3423,0.0002,0.0002,3330,3449,0.2954,4,9.5602,9,7,0.0002,0.0012,11,0,0.0474,0.0006,22,0.028,0,0.2241,0.0113,0.092,0.2087,0.2338,0.0783,0.0001,16000,0.2579,5.0518,0.0003,0.1237,6,0.2871,0.3948,0.2904,0.6212,0.7092,0.1745,0.063,0.2086,0.0896,0.1563,3.358
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S342542912-045.cnf,1,6675,6675,27.3121,0.0111,26.8079,0.0933,26.8114,27.3121,0.0111,27.0864,9.5388,9.1778,13,10,75,12.8412,13,4623,12.8545,0.6736,4309,16,0.0933,0.0933,10,16,0.7511,4309,4431.2,4391,4387,0.0933,0.0111,4446,0.0854,0,0.1005,4623,0,0,0.0134,0.2025,0.0001,1.7883,0.0112,0.0001,0.0061,75,0.199,2,0.0091,0.0001,2,0.0386,0.0616,0,2.039,1.0024,0.0001,0,0.0244,0.0095,0,2.0576
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S360796849-068-UNKNOWN.cnf,1,41691,42000,100,0,53.9926,0.0005,53.8667,65,0.0006,59.8182,365.714,168.667,2131.5,2065,9742,2142.22,2136.5,28,1979.93,0.2375,11,2173,0.0003,0.0003,2106,2168,0.3146,8,18.5859,18,14,0.0003,0.0018,22,0,0.0476,0.0009,46,0.0288,0,0.1824,0.2883,0.0924,0.0968,0.2337,0.0785,0.0002,10000,0.0167,5.0495,0.0005,0.1243,6,0.2884,0.395,0.2914,0.6619,0.719,0.1764,0.0668,0.2108,0.0885,0.1665,3.3756
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S780904324-093.cnf,1,1858,1870,27.4819,0.0054,25.7265,0.0094,25.8809,27.4819,0.014,26.4024,16.6802,13.3995,95,86,427,94.8873,95,4113,94.8525,0.3269,3832,104,0.0071,0.0071,86,104,0.5908,3832,3931.75,3935,3866,0.007,0.0323,4023,0.0027,0.0458,0.0161,4113,0.0272,0,0.0346,0.0748,0.0848,0.3679,0.2298,0.0711,0.0034,440,0.0783,4,0.007,0.1128,4,0.2818,0.3971,0.2813,0.9591,0.7234,0.1552,0.0631,0.2131,0.0884,0.1622,3.2971
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S274221008-04.cnf,1,20000,20000,74.8571,0.0122,57.7904,0.005,58.3043,63.8485,0.0165,61.5333,55.3806,43.9723,191,179,1000,191.213,192,55,190.717,0.4785,32,207,0.005,0.005,177,205,0.5855,28,43,41,35,0.005,0.0205,49,0.0035,0.0015,0.0066,88,0.001,0,0.0978,0.074,0.0028,0.3581,0.05,0.0024,0.001,1000,0.0872,3,0.0018,0.0036,3,0.104,0.1673,0.0869,1.0451,0.8262,0.0052,0,0.071,0.0282,0,3.0338
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S373048162-052.SATISFIABLE.cnf,1,2542,2556,38.9918,0.0039,32.6409,0.0068,31.3071,38.9918,0.0103,37.5723,19.4119,15.5362,130,119,585,129.514,129,3937,129.951,0.3107,3678,141,0.0052,0.0052,119,141,0.5585,3678,3792.125,3797,3764,0.0051,0.0228,3837,0.002,0.0456,0.0118,3937,0.0263,0,0.1062,0.0676,0.0882,0.3048,0.2301,0.0727,0.0026,600,0.0667,4,0.0087,0.1223,4,0.2907,0.403,0.2864,0.8901,0.695,0.1662,0.0621,0.2155,0.0825,0.1582,3.2831
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S643238994-057-UNKNOWN.cnf,1,125159,126000,261,0,80.954,0.0002,77,114.8,0.0002,92.2,1001,938,6416,6386,29224,6369.5,6367,9,6416,0.2239,3,6405,0.0001,0.0001,6313,6386,0.2527,2,5.2039,5,3,0.0001,0.0006,6,0,0.0473,0.0003,15,0.0283,0,0.3469,0.0066,0.0921,0.3777,0.2335,0.0784,0.0001,30000,0.0063,5.7778,0.0002,0.1229,6,0.2905,0.3938,0.2941,0.765,0.7196,0.1754,0.0663,0.2054,0.086,0.1654,3.3621
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S30704505-092-UNKNOWN.cnf,1,104311,105000,179.5,0,79.4498,0.0002,75.3333,116.2857,0.0003,95,2682.25,523.111,5336,0,24385,5349.44,5345,10,4014.5,0.2264,3,5387,0.0001,0.0001,5312,5361,0.2625,2,5.6011,5,4,0.0001,0.0007,7,0,0.0471,0.0003,15,0.0276,0,0.3232,0.6667,0.0926,0.133,0.2338,0.0797,0.0001,25000,0.007,5.6144,0.0002,0.125,6,0.292,0.3911,0.2954,1.32,0.713,0.176,0.0629,0.2024,0.0861,0.1564,3.3742
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S610796494-086.SATISFIABLE.cnf,1,2548,2556,35.8637,0.0039,32.4875,0.0084,31.4986,35.8637,0.01,35.478,22.4194,17.747,131,120,592,130.879,131,3935,130.843,0.309,3690,142,0.0051,0.0051,120,141,0.549,3690,3802.2857,3768,3702,0.0051,0.0212,3926,0.002,0.0447,0.0102,3935,0.0254,0,0.0643,0.0663,0.0885,0.3066,0.2323,0.0749,0.0025,600,0.0645,4,0.0059,0.1193,4,0.2711,0.3885,0.2702,0.9166,0.624,0.1726,0.0446,0.1932,0.0746,0.0891,3.2968
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v750-c15000-S131912631-041-UNKNOWN.cnf,1,15000,15000,60.9492,0.0153,51.1916,0.0067,51.0156,56.0862,0.0207,53.4194,41.3824,34.8571,143,131,750,144.732,145,84,143.258,0.4848,50,157,0.0067,0.0067,133,156,0.6028,40,66.6832,64,58,0.0067,0.0265,72,0.0045,0.0015,0.0091,137,0.001,0,0.0711,0.0778,0.0027,0.4094,0.05,0.0024,0.0012,750,0.0666,3,0.0023,0.0034,3,0.1003,0.1654,0.0774,1.0925,0.8356,0.005,0,0.0692,0.0326,0,3.0022
SAT_Competition2007/random/OnTreshold/3SAT/v550/unif-k3-r4.26-v550-c2343-S2083146463-03.UNSAT.shuffled.cnf,1,2333,2343,34.3337,0.0043,29.7175,0.0093,28.8409,34.3337,0.0111,31.2173,21.3153,17.3191,119,109,539,119.133,119,4012,119.057,0.3082,3807,130,0.0056,0.0056,109,129,0.5671,3807,3887.625,3897,3841,0.0056,0.0206,3941,0.0021,0.0416,0.0111,4012,0.0229,0,0.0663,0.066,0.0861,0.3291,0.231,0.0746,0.0027,550,0.0711,4,0.0069,0.1196,4,0.2845,0.3908,0.2795,0.922,0.6864,0.1676,0.056,0.208,0.0887,0.131,3.3091
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S1858385213-060.cnf,1,5340,5340,23.1024,0.011,22.7865,0.1167,22.8095,23.1024,0.011,23.004,7.7439,7.3339,10,8,60,10.4746,10,4572,10.543,0.693,4439,13,0.1167,0.1167,8,14,0.7757,4439,4480.6667,4460,4447,0.1167,0.011,4515,0.1043,0.0001,0.1255,4572,0,0,0.0095,0.2173,0.0001,1.8699,0.0112,0.0001,0.0079,60,0.2156,2,0.0109,0.0001,2,0.038,0.0764,0,2.1224,1.0119,0.0001,0,0.0286,0.0104,0,2.1573
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/500/unif-k3-r4.25-v500-c2125-S799705985-049.cnf,1,2109,2125,30.8928,0.0047,27.9007,0.0103,27.4544,30.8928,0.0124,30.8821,16.6392,13.4807,108,98,485,107.881,108,3957,107.973,0.3237,3771,118,0.0063,0.0063,98,118,0.6549,3771,3847.75,3830,3786,0.0062,0.0289,3923,0.0024,0.0482,0.0147,3957,0.0273,0,0.0694,0.0727,0.0901,0.3501,0.23,0.078,0.0031,500,0.0732,4,0.0095,0.1241,4,0.2894,0.4097,0.2866,0.9423,0.7478,0.1661,0.0706,0.2352,0.0812,0.1897,3.3195
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1985172968-100.cnf,1,1608,1615,26.5889,0.0062,23.5099,0.0108,23.373,26.5889,0.0159,25.8398,12.3121,10.2576,82,74,371,82.71,83,4070,82.417,0.3356,3848,91,0.0082,0.0082,74,91,0.6205,3848,3939,3943,3887,0.0081,0.0354,4032,0.0031,0.0523,0.018,4070,0.0293,0,0.0772,0.0816,0.0936,0.3975,0.2307,0.0787,0.0041,380,0.0818,4,0.0112,0.1225,4,0.3,0.393,0.2882,0.9615,0.7106,0.1784,0.0578,0.1768,0.0798,0.1407,3.3382
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S1442480583-017.cnf,1,8363,8400,40.9676,0.0007,32.0531,0.0025,31.7754,34.6603,0.0031,33.0938,62.2404,42.7806,429,408,1964,429.288,429,180,428.071,0.2688,121,449,0.0015,0.0015,409,446,0.4013,90,153.1111,142,131,0.0015,0.0077,153,0.0004,0.0456,0.0038,419,0.028,0,0.07,0.0349,0.0917,0.1481,0.2348,0.0769,0.0008,2000,0.0367,4.7922,0.0018,0.1246,5,0.2879,0.3879,0.2883,0.7231,0.6923,0.1767,0.0563,0.1983,0.0814,0.1251,3.3293
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/16000/unif-k3-r4.2-v16000-c67200-S1989329161-018.cnf,1,66670,67200,95.8571,0.0001,62.5155,0.0004,61.6667,80.5714,0.0004,71,599,281.375,3372.5,0,15565,3401.5,3399,15,2963.62,0.2365,6,3451,0.0002,0.0002,3352,3433,0.2808,4,9.8227,9,7,0.0002,0.0012,11,0,0.0469,0.0006,25,0.0281,0,0.2073,0.4042,0.0924,0.0833,0.2335,0.0795,0.0001,16000,0.0125,5.121,0.0003,0.1239,6,0.2928,0.3926,0.2965,0.7138,0.7249,0.1742,0.0672,0.2037,0.086,0.1687,3.3675
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S1982873755-080.SATISFIABLE.cnf,1,5340,5340,22.8034,0.011,22.6799,0.1167,22.6569,22.8034,0.011,22.7562,7.8465,7.4667,10,8,60,10.5247,10,4599,10.4865,0.6917,4447,13,0.1167,0.1167,8,13,0.767,4447,4507.8,4496,4471,0.1167,0.011,4526,0.1086,0,0.1264,4599,0,0,0.0039,0.2197,0.0001,1.8863,0.0112,0.0001,0.0069,60,0.218,2,0.0096,0.0001,2,0.0369,0.0595,0,2.1268,0.9935,0.0001,0,0.0333,0.0101,0,1.9306
