@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE OCCE_OCC NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE NEG_HORN NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE BINARY_CLAUSES NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE LITERALS NUMERIC

@DATA
ev-pr-4x4-17-3-0-0-1-lg-shuffled,1,14.744217,6707,0.15196,3026,330.888889,0.521307,1.424066,0.41253,18548,0.935199,2978,10374,0.967472,1320,3.512462,75946
ev-pr-4x4-17-3-0-0-1-s-shuffled,1,14.825281,63418,0.184745,11819,1270.555556,0.310352,1.00004,0.49999,95604,0.920323,11435,32254,0.962586,8291,3.002425,350433
ev-pr-4x4-5-3-0-0-1-lg-shuffled,1,13.058036,2861,0.125041,896,294.666667,0.518028,1.221294,0.450188,4706,0.941558,884,3132,0.960583,1308,3.2696,21280
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,13.142765,22120,0.153105,3089,997.666667,0.265,0.74773,0.572171,23040,0.927663,2993,8308,0.943512,8279,2.720583,94893
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,13.872139,29003,0.165719,4544,1100,0.283081,0.846698,0.541507,35134,0.924559,4400,12299,0.951978,8281,2.832946,137483
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,14.117061,4143,0.141785,1606,316.4,0.520068,1.347118,0.426054,9320,0.937456,1582,5546,0.964754,1312,3.420668,39502
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,14.247708,35886,0.172839,5999,1161.4,0.293286,0.9035,0.525348,47228,0.922915,5807,16290,0.956205,8283,2.896369,180073
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,17.771818,15556,0.116337,4698,777.166667,0.480449,1.262563,0.441977,34002,0.947643,4663,18357,0.967961,4134,3.683286,149621
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,17.944264,17713,0.118744,5544,786,0.480988,1.280974,0.438409,40712,0.946952,5502,21606,0.968341,4136,3.706077,177145
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,18.071049,19870,0.120526,6390,792.625,0.481388,1.294624,0.435801,47422,0.946447,6341,24855,0.968629,4138,3.722943,204669
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,16.443981,9085,0.098384,2160,715.333333,0.476428,1.126514,0.470253,13872,0.953142,2146,8610,0.965565,4128,3.513336,67049
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,15.526762,159052,0.137859,16385,5381.666667,0.220066,0.67339,0.597589,154132,0.92086,16145,46740,0.931656,58187,2.700891,632205
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,16.245564,209391,0.149869,24348,5997,0.237795,0.766475,0.566099,234794,0.917204,23988,69687,0.939206,58189,2.810964,911607
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,19.687903,32445,0.129161,8837,1466.166667,0.47596,1.240451,0.446339,70237,0.939333,8797,37587,0.960882,8606,3.720847,314239
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,19.875539,36938,0.131837,10429,1483,0.476476,1.258428,0.442786,84106,0.938513,10381,44237,0.961233,8608,3.743101,371997
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,20.202696,50417,0.136551,15205,1513.3,0.477386,1.290198,0.436643,125713,0.937095,15133,64187,0.961882,8614,3.782314,545271
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,18.242305,18966,0.109214,4061,1348.333333,0.472108,1.107636,0.474465,28630,0.94584,4045,17637,0.958775,8600,3.554928,140965
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,18.995578,23459,0.119464,5653,1407.25,0.474087,1.175617,0.45964,42499,0.942408,5629,24287,0.959733,8602,3.640184,198723
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,19.417805,27952,0.125346,7245,1442.6,0.475223,1.214881,0.451492,56368,0.940524,7213,30937,0.960406,8604,3.689109,256481
f600-00-shuffled,1,2.424818,10748,0.319137,4948,2174,0.523087,0.678006,0.595945,2551,0.821821,4348,6276,0.744107,9447,1.787298,29694
ii32c1-00,1,3.688705,7926,0.597585,2178,976.5,0.798108,0.615255,0.619097,129,0.781787,1953,6412,0.439311,7905,1.840428,21092
ii32c1-50-shuffled,1,3.927189,7605,0.622456,1964,869.5,0.803578,0.610689,0.620852,129,0.785234,1739,6198,0.420974,7584,1.833787,20343
ii32e1-00-shuffled,1,3.779923,7725,0.612998,2072,925,0.805541,0.609589,0.621277,131,0.784,1850,6309,0.423798,7701,1.848315,20680
ii32e1-50-shuffled,1,4.056277,7389,0.640475,1848,813,0.811766,0.604516,0.623241,131,0.788534,1626,6085,0.403477,7365,1.841515,19896
ii8a1-00-shuffled,1,1.857143,801,0.289663,448,191,0.655048,0.717241,0.582329,19,0.868984,382,545,0.813869,813,1.774038,1992
ii8a1-90-shuffled,1,1.987805,621,0.369632,328,131,0.65184,0.708696,0.585242,19,0.888759,262,425,0.778638,633,1.711656,1572
ii8a3-90,1,2.608962,5454,0.416742,2120,928,0.682878,0.697654,0.589048,149,0.807945,1856,3777,0.662142,5382,1.721208,13459
ii8c1-90-shuffled,1,2.497729,10332,0.375287,4183,1836.5,0.664625,0.711911,0.584143,176,0.808628,3673,6944,0.70504,10272,1.707408,25124
ii8d1-00-shuffled,1,2.29445,12077,0.321525,5315,2392.5,0.660599,0.720064,0.581374,158,0.808011,4785,8056,0.741168,12037,1.737679,29131
impl18-shuffled,1,2.945946,74,0.493151,74,2.947368,0.506849,1.004608,0.498851,144,0.88399,56,74,0.884993,1,1.993151,435
irst.dme4.B-d4-shuffled,1,2.591534,1744,0.05145,945,448.5,0.560229,0.750306,0.571329,816,1.007041,897,1372,1.014647,1632,2.22989,5713
irst.dme5.B-d4-shuffled,1,2.611321,2447,0.056069,1325,630.5,0.559827,0.750217,0.571358,1153,1.000246,1261,1937,1.008277,2306,2.220809,8072
jnh1-50-shuffled,1,4.662069,4800,0.412167,1160,530,0.46949,0.600622,0.624757,788,0.756592,1060,2539,0.577925,4620,1.842456,14412
jnh207-90-shuffled,1,4.686024,4154,0.398866,1016,458,0.451166,0.602353,0.624082,743,0.763677,916,2148,0.600153,4018,1.831548,12665
jnh218-00-shuffled,1,4.177109,4419,0.3756,1197,548.5,0.4634,0.609607,0.62127,725,0.760306,1097,2317,0.618667,4275,1.8398,13202
jnh218-90-shuffled,1,4.650934,4149,0.39704,1017,458.5,0.451797,0.603162,0.623767,725,0.763862,917,2137,0.602534,4005,1.830655,12572
k3_1_2-shuffled,1,1.855019,212,0.201117,269,133,0.678771,1.077754,0.481289,247,0.859902,266,243,0.894311,110,2.284916,962
k4_2_2-shuffled,1,1.897313,850,0.174525,1042,519,0.706545,1.10078,0.476014,932,0.871887,1038,1004,0.904806,488,2.306122,3773
k5_2_2,1,1.875817,1682,0.19582,1989,992,0.730106,1.122443,0.471155,1602,0.850757,1984,1991,0.891671,1124,2.195453,7055
k5_3_2-shuffled,1,1.914503,2392,0.159216,2889,1442,0.719739,1.115346,0.472736,2527,0.880647,2884,2866,0.912403,1454,2.315922,10490
k_branch_n-20-shuffled,1,6.891397,63261,0.127703,13821,595.391304,0.476193,0.784609,0.560347,10103,0.915334,13694,37595,0.922969,68845,2.488632,216639
k_branch_n-4-shuffled,1,4.042341,1839,0.125536,803,111.714286,0.7154,0.979777,0.505107,567,0.926032,782,1835,0.944195,1997,2.306043,6559
k_branch_n-5-shuffled,1,4.239339,2817,0.124419,1149,140.5,0.690501,0.95267,0.512119,818,0.92354,1124,2675,0.940721,3055,2.328343,9984
k_branch_n-6,1,4.417469,4069,0.122434,1557,169.777778,0.667212,0.928832,0.518449,1115,0.92281,1528,3673,0.938838,4389,2.349682,14283
k_branch_n-7,1,4.583621,5609,0.120021,2027,199.4,0.645416,0.90759,0.524222,1458,0.923057,1994,4829,0.93787,6023,2.369955,19528
k_branch_n-8-shuffled,1,4.949377,7497,0.142532,2568,229.272727,0.635663,0.911438,0.523166,1847,0.908069,2522,6431,0.926212,8269,2.34961,26655
k_branch_p-11-shuffled,1,5.406477,15154,0.133038,4539,319.857143,0.582205,0.862414,0.536937,3290,0.912556,4478,11562,0.92659,16568,2.402488,52995
k_branch_p-14-shuffled,1,5.835739,26620,0.124077,7068,411.294118,0.536999,0.824034,0.548236,5147,0.917823,6992,18186,0.928327,28718,2.447824,91302
k_branch_p-16-shuffled,1,6.341923,36764,0.138989,9081,472.526316,0.521902,0.821285,0.549063,6615,0.90804,8978,24520,0.919659,40366,2.440381,127714
k_branch_p-17-shuffled,1,6.480684,42490,0.136009,10173,503.2,0.509674,0.811252,0.552104,7418,0.909936,10064,27528,0.920466,46592,2.45326,147195
k_branch_p-4-shuffled,1,4.043587,1840,0.125487,803,111.714286,0.715511,0.979487,0.505181,567,0.926078,782,1836,0.944224,1998,2.306313,6562
k_branch_p-6-shuffled,1,4.418112,4070,0.122412,1557,169.777778,0.667272,0.928716,0.51848,1115,0.92283,1528,3674,0.938852,4390,2.3498,14286
k_branch_p-8-shuffled,1,4.949766,7498,0.142518,2568,229.272727,0.635699,0.911379,0.523183,1847,0.908081,2522,6432,0.926222,8270,2.349674,26658
k_d4_n-11-shuffled,1,4.521956,2450,0.185896,1002,59.5625,0.660931,0.975248,0.506266,723,0.900412,953,2343,0.935466,2821,2.216925,9177
k_d4_n-14-shuffled,1,4.556611,3113,0.186362,1263,63.263158,0.65904,0.973444,0.506728,912,0.899625,1202,2967,0.935249,3589,2.218792,11667
k_d4_n-15-shuffled,1,4.565185,3334,0.186476,1350,64.25,0.658577,0.973003,0.506842,975,0.899431,1285,3175,0.935209,3845,2.219249,12497
k_d4_n-16-shuffled,1,4.572721,3555,0.186576,1437,65.142857,0.658171,0.972617,0.506941,1038,0.899261,1368,3383,0.935179,4101,2.21965,13327
k_d4_n-17-shuffled,1,4.579396,3776,0.186664,1524,65.954545,0.657813,0.972276,0.507028,1101,0.899111,1451,3591,0.935157,4357,2.220004,14157
k_d4_n-18-shuffled,1,4.585351,3997,0.186743,1611,66.695652,0.657494,0.971974,0.507106,1164,0.898976,1534,3799,0.93514,4613,2.220318,14987
k_d4_n-19-shuffled,1,4.590695,4218,0.186813,1698,67.375,0.657208,0.971703,0.507176,1227,0.898856,1617,4007,0.935128,4869,2.2206,15817
k_d4_n-20-shuffled,1,4.595518,4439,0.186877,1785,68,0.656951,0.971459,0.507239,1290,0.898748,1700,4215,0.935119,5125,2.220854,16647
k_d4_n-21-shuffled,1,4.599893,4660,0.186934,1872,68.576923,0.656719,0.971238,0.507295,1353,0.898649,1783,4423,0.935113,5381,2.221084,17477
k_d4_n-7-shuffled,1,4.432722,1566,0.184663,654,51.75,0.665932,0.980054,0.505037,471,0.90246,621,1511,0.936371,1797,2.211988,5857
k_d4_p-10-shuffled,1,3.697638,1280,0.14561,635,40,0.707709,1.002134,0.499467,451,0.935602,600,1322,0.96695,1416,2.220021,4691
k_d4_p-11-shuffled,1,3.709353,1406,0.145783,695,41.0625,0.706972,1.001165,0.499709,494,0.935078,657,1450,0.966593,1556,2.220868,5153
k_d4_p-21-shuffled,1,3.766795,2666,0.146612,1295,47.192308,0.703427,0.996527,0.50087,924,0.932523,1227,2730,0.964987,2956,2.224942,9773
k_d4_p-6-shuffled,1,3.61519,776,0.144366,395,33.818182,0.713028,1.009187,0.497714,279,0.939324,372,810,0.969682,856,2.213908,2843
k_d4_p-7-shuffled,1,3.643956,902,0.144807,455,35.75,0.711145,1.006679,0.498336,322,0.938019,429,938,0.96869,996,2.216073,3305
k_dum_n-10-shuffled,1,3.191729,957,0.1,532,31.5,0.742647,1.049444,0.487937,381,0.968972,504,1010,0.995258,978,2.238235,3316
k_dum_n-21-shuffled,1,3.251969,1870,0.101247,1016,35.777778,0.73895,1.0426,0.489572,733,0.964668,966,1956,0.991023,1913,2.242917,6473
k_dum_p-11-shuffled,1,3.2537,872,0.100324,473,34.615385,0.739482,1.036364,0.491071,340,0.964909,450,914,0.991011,894,2.245955,3024
k_dum_p-13-shuffled,1,3.24237,1023,0.099242,557,35.333333,0.740179,1.037335,0.490837,401,0.965612,530,1074,0.992189,1048,2.246037,3547
k_dum_p-16-shuffled,1,3.236496,1256,0.098765,685,36.222222,0.74018,1.037436,0.490813,494,0.965676,652,1319,0.992487,1286,2.245791,4354
k_dum_p-21-shuffled,1,3.218365,1627,0.096928,893,36.956522,0.74167,1.039421,0.490335,645,0.967122,850,1714,0.994638,1664,2.246214,5639
ken.flash^10.C-f4-shuffled,1,2.959531,81071,0.020092,37856,18815,0.505257,0.750007,0.571426,37345,0.988681,37630,56607,0.992214,74690,2.293138,261416
ken.flash^14.C-d4-shuffled,1,2.871156,22296,0.043611,10470,5135.5,0.500249,0.750025,0.57142,10020,0.981269,10271,15038,0.988177,20040,2.246066,70141
ken.oop^1.C-d2,1,2.722098,4371,0.08085,2231,1076,0.523135,0.750124,0.571388,2024,0.96486,2152,3177,0.973169,4048,2.171414,14169
k_grz_n-10-shuffled,1,4.398844,1319,0.136994,519,55.444444,0.660011,0.950458,0.5127,361,0.930411,499,1190,0.967024,1441,2.324459,4685
k_grz_n-13-shuffled,1,4.614583,1576,0.128314,576,61.777778,0.641572,0.928073,0.518653,406,0.934288,556,1355,0.968012,1705,2.357955,5522
k_grz_n-14-shuffled,1,4.724191,1842,0.126432,649,69.777778,0.629705,0.915771,0.521983,458,0.933866,628,1539,0.964852,1985,2.371522,6414
k_grz_n-21-shuffled,1,5.284198,2765,0.124722,848,91.555556,0.592706,0.88226,0.531276,606,0.932673,824,2129,0.961767,2984,2.412027,9560
k_grz_p-10-shuffled,1,4.54672,1286,0.16601,503,53.666667,0.679235,0.976516,0.505941,350,0.908673,483,1207,0.960753,1426,2.272932,4629
k_grz_p-17-shuffled,1,5.062969,1937,0.162028,667,71.666667,0.658406,0.953416,0.511924,474,0.907068,645,1727,0.958753,2148,2.313763,6919
k_grz_p-21-shuffled,1,5.267588,2460,0.154551,796,85.777778,0.641723,0.934061,0.517047,568,0.910901,772,2101,0.956762,2704,2.3427,8682
k_lin_n-10-shuffled,1,10.67041,14964,0.146382,2048,406.4,0.350843,0.729284,0.578274,1388,0.904243,2032,6385,0.883773,16810,2.554536,51818
k_lin_n-13-shuffled,1,12.588946,25232,0.121257,2732,543.2,0.290156,0.682875,0.594221,1856,0.921013,2716,8557,0.897618,27634,2.631515,84758
k_lin_n-14-shuffled,1,13.226014,29234,0.114688,2960,588.8,0.274334,0.671314,0.598332,2012,0.925385,2944,9281,0.901574,31818,2.651592,97466
k_lin_n-21-shuffled,1,18.008995,65396,0.09304,4558,908,0.207199,0.627087,0.614595,3104,0.939876,4540,15139,0.914637,69960,2.728913,212984
k_lin_n-9-shuffled,1,9.69692,12140,0.139446,1818,360.8,0.363989,0.734327,0.576592,1232,0.908524,1804,5351,0.889915,13468,2.553296,41636
k_lin_p-12-shuffled,1,6.402516,2556,0.167377,636,156.25,0.54504,0.841149,0.543139,434,0.892013,625,1791,0.881661,2838,2.377663,8913
k_lin_p-16-shuffled,1,7.164466,3924,0.155229,833,205.25,0.489583,0.797968,0.556184,570,0.899928,821,2397,0.886018,4308,2.43607,13447
k_lin_p-21-shuffled,1,8.238184,6012,0.15182,1079,266.5,0.441336,0.766822,0.565988,740,0.901689,1066,3250,0.882461,6601,2.477594,20481
k_lin_p-8-shuffled,1,5.46697,1456,0.169102,439,107.25,0.610125,0.889218,0.529319,298,0.893264,429,1169,0.890582,1608,2.323069,5099
k_path_n-10-shuffled,1,3.646175,1300,0.186916,732,53.692308,0.851943,1.094301,0.477486,494,0.892677,698,1732,0.935973,1538,2.138711,5108
k_path_n-20-shuffled,1,3.672969,2551,0.186874,1428,59.304348,0.853457,1.094533,0.477433,968,0.891296,1364,3407,0.937942,3023,2.140531,10037
k_path_n-21-shuffled,1,3.668683,2655,0.186763,1488,59.208333,0.85343,1.094427,0.477458,1008,0.891586,1421,3546,0.938335,3146,2.140794,10447
k_path_p-10-shuffled,1,3.643178,1181,0.189189,667,53,0.85027,1.094595,0.477419,449,0.890867,636,1573,0.933818,1400,2.135135,4650
k_path_p-16-shuffled,1,3.663275,1925,0.18779,1081,57.333333,0.852356,1.094527,0.477435,731,0.891008,1032,2569,0.93651,2282,2.138686,7578
k_path_p-21-shuffled,1,3.673898,2554,0.186687,1429,59.347826,0.853604,1.094434,0.477456,969,0.891422,1365,3411,0.938025,3026,2.140891,10047
k_path_p-9-shuffled,1,3.643927,1066,0.188249,601,52.090909,0.850719,1.094453,0.477452,405,0.891698,573,1419,0.933887,1262,2.136091,4191
k_ph_n-10-shuffled,1,10.468728,9353,0.190484,1423,471.333333,0.46234,0.796163,0.556742,1029,0.870658,1414,5500,0.847545,10866,2.444183,33608
k_ph_n-13-shuffled,1,15.394012,31565,0.155164,2906,965.333333,0.337422,0.708045,0.585465,2160,0.895461,2896,12628,0.861558,35264,2.5732,107916
k_ph_n-14-shuffled,1,17.293509,45378,0.140192,3574,1188,0.300673,0.682362,0.594402,2674,0.905766,3564,15813,0.87032,49917,2.617109,152385
k_ph_n-15-shuffled,1,19.342943,63870,0.126856,4336,1442,0.268964,0.660859,0.602098,3263,0.914902,4326,19487,0.878813,69188,2.655565,210783
k_ph_n-8-shuffled,1,7.895202,3593,0.206932,792,261.333333,0.564267,0.87308,0.53388,557,0.859144,784,2735,0.847676,4289,2.353827,13415
k_ph_n-9-shuffled,1,9.078269,6083,0.188937,1086,359.333333,0.497062,0.817428,0.550228,775,0.871474,1078,3891,0.85249,7052,2.42233,21920
k_ph_p-11-shuffled,1,12.314176,17359,0.166919,2088,693,0.396493,0.745103,0.573032,1539,0.886852,2079,8366,0.85794,19560,2.52019,60220
k_ph_p-12-shuffled,1,14.282286,25706,0.166279,2625,871.666667,0.364684,0.727656,0.578819,1950,0.887669,2615,11295,0.855383,29021,2.541457,89014
k_ph_p-8-shuffled,1,8.150596,4398,0.200887,923,305,0.552012,0.859673,0.537729,658,0.862707,915,3237,0.849541,5205,2.373465,16274
k_ph_p-9-shuffled,1,9.270314,7232,0.182985,1243,411.666667,0.489447,0.808348,0.552991,898,0.875134,1235,4499,0.855264,8293,2.438425,25778
k_poly_n-12-shuffled,1,2.773006,1521,0.130041,978,23.179487,0.769823,1.043077,0.489458,653,0.964956,904,1699,1.00421,1553,2.146806,5312
k_poly_n-13-shuffled,1,2.773481,1689,0.130151,1086,23.348837,0.76989,1.042936,0.489492,725,0.964706,1004,1887,1.004067,1725,2.146879,5900
k_poly_n-20-shuffled,1,2.774908,2529,0.130482,1626,23.873016,0.77009,1.042514,0.489593,1085,0.963955,1504,2827,1.003647,2585,2.147099,8840
k_poly_n-21-shuffled,1,2.775087,2697,0.130524,1734,23.940299,0.770115,1.042461,0.489605,1157,0.963861,1604,3015,1.003595,2757,2.147126,9428
k_poly_p-19-shuffled,1,2.774757,2403,0.130447,1545,23.816667,0.770069,1.042558,0.489582,1031,0.964034,1429,2686,1.00369,2456,2.147076,8399
k_poly_p-21-shuffled,1,2.775044,2655,0.130514,1707,23.924242,0.770109,1.042474,0.489602,1139,0.963884,1579,2968,1.003607,2714,2.14712,9281
k_t4p_n-12-shuffled,1,3.945528,3826,0.161708,1744,55.433333,0.674758,0.978527,0.505427,1260,0.915141,1663,3697,0.951105,4217,2.215915,13913
k_t4p_n-17-shuffled,1,3.965221,5396,0.16142,2444,58.325,0.673274,0.976718,0.505889,1770,0.914474,2333,5197,0.950147,5947,2.218033,19613
k_t4p_n-21-shuffled,1,3.974368,6652,0.161287,3004,59.770833,0.67259,0.975887,0.506102,2178,0.914164,2869,6397,0.949689,7331,2.21901,24173
k_t4p_n-4-shuffled,1,3.822115,1314,0.163588,624,42.214286,0.684433,0.990449,0.502399,444,0.919259,591,1297,0.956481,1449,2.202111,4793
k_t4p_p-12-shuffled,1,3.902962,2118,0.163158,979,49,0.678289,0.982515,0.50441,703,0.91626,931,2062,0.952395,2335,2.209868,7710
k_t4p_p-20-shuffled,1,3.94347,3374,0.162252,1539,54.333333,0.675083,0.978713,0.505379,1111,0.915016,1467,3262,0.950748,3719,2.214818,12270
k_t4p_p-21-shuffled,1,3.946551,3531,0.162184,1609,54.785714,0.674842,0.978428,0.505452,1162,0.914921,1534,3412,0.950618,3892,2.21519,12840
k_t4p_p-4-shuffled,1,3.754177,862,0.166667,419,35.909091,0.690705,0.997464,0.500635,295,0.920672,395,862,0.957777,951,2.190705,3150
k_t4p_p-8-shuffled,1,3.858369,1490,0.164179,699,44.2,0.681903,0.986828,0.503315,499,0.917609,663,1462,0.954105,1643,2.204291,5430
lognBWLARGEB1-shuffled,1,6.442544,177966,0.002909,1871,935,0.037863,0.034371,0.966771,1040,0.998008,1870,6768,0.970653,177570,2.02428,362756
lut4_2_f2-shuffled,1,21.142857,14,1.11435,70,31.5,0.09417,1.116981,0.472371,444,0.71737,63,42,0.675433,2,4.060538,2805
lut4_AND_f1-shuffled,1,30.226667,56,1.611852,75,33.5,0.075556,0.939884,0.515495,673,0.598817,67,51,0.498179,2,3.708148,4679
lut4_XOR_fOR-shuffled,1,9.604651,44,0.625,43,19,0.184524,1.078329,0.481156,158,0.833047,38,31,0.83528,10,3.488095,796
mutex-128-s,1,1.417286,10798,0.237546,11570,11058,0.737312,0.801584,0.555067,6866,0.844167,11058,11056,0.918815,8128,1.982994,36855
mutex-16-s,1,1.415094,1278,0.23946,1378,1314,0.737493,0.804124,0.554286,818,0.845437,1314,1312,0.920108,960,1.982574,4375
mutex-2-s,1,1.384615,88,0.267717,104,96,0.740157,0.842105,0.542857,62,0.863228,96,94,0.93832,64,1.976378,315
mutex-32-s,1,1.416373,2638,0.238342,2834,2706,0.737388,0.802639,0.554742,1682,0.844696,2706,2704,0.919354,1984,1.98282,9015
mutex-4-s,1,1.405594,258,0.247934,286,270,0.738292,0.815416,0.550838,170,0.850958,270,268,0.925739,192,1.980716,895
mutex-64-s,1,1.416986,5358,0.237807,5746,5490,0.737337,0.80193,0.55496,3410,0.844341,5490,5488,0.918992,4032,1.982937,18295
mutex-8-s,1,1.412308,598,0.241916,650,618,0.737725,0.807388,0.553285,386,0.847054,618,616,0.921756,448,1.982036,2055
ncf_16_32_8_d.10,1,2.08427,4690,0.339946,2314,366,0.691259,0.604159,0.62338,663,0.919183,1830,3345,0.929989,4176,1.923745,12806
ncf_16_32_8_d.1,1,2.08643,4717,0.350279,2314,366,0.701591,0.605164,0.622989,663,0.919183,1830,3395,0.914053,4176,1.923745,12806
ncf_16_32_8_d.2,1,2.088591,4709,0.341307,2314,366,0.691895,0.603974,0.623451,663,0.918978,1830,3355,0.927651,4186,1.923696,12835
ncf_16_32_8_d.3,1,2.089023,4656,0.324141,2314,366,0.674007,0.601993,0.624223,663,0.918774,1830,3275,0.953866,4196,1.923647,12864
ncf_16_32_8_d.4,1,2.090752,4674,0.332373,2314,366,0.682239,0.602791,0.623912,663,0.918774,1830,3315,0.941181,4196,1.923647,12864
ncf_16_32_8_d.5,1,2.08038,4706,0.360033,2314,366,0.712803,0.606756,0.622372,663,0.919595,1830,3435,0.899463,4156,1.923843,12748
ncf_16_32_8_d.6,1,2.073898,4687,0.348305,2314,366,0.701809,0.605934,0.62269,663,0.919803,1830,3375,0.917806,4146,1.923893,12719
ncf_16_32_8_d.7,1,2.07433,4661,0.330982,2314,366,0.683752,0.603926,0.62347,663,0.919595,1830,3295,0.944312,4156,1.923843,12748
ncf_16_32_8_d.8,1,2.069144,4642,0.325431,2314,366,0.678935,0.603707,0.623555,663,0.919803,1830,3265,0.953133,4146,1.923893,12719
ncf_16_32_8_d.9,1,2.094641,4737,0.350895,2314,366,0.700761,0.60459,0.623212,663,0.918774,1830,3405,0.912639,4196,1.923647,12864
ncf_16_32_8_edau.10,1,2.08427,4690,0.339946,2314,366,0.691259,0.604159,0.62338,663,0.919183,1830,3345,0.981794,4176,1.923745,12806
ncf_16_32_8_edau.1,1,2.08643,4717,0.350279,2314,366,0.701591,0.605164,0.622989,663,0.919183,1830,3395,0.969557,4176,1.923745,12806
ncf_16_32_8_edau.2,1,2.088591,4709,0.341307,2314,366,0.691895,0.603974,0.623451,663,0.918978,1830,3355,0.980114,4186,1.923696,12835
ncf_16_32_8_edau.3,1,2.089023,4656,0.324141,2314,366,0.674007,0.601993,0.624223,663,0.918774,1830,3275,1.000131,4196,1.923647,12864
ncf_16_32_8_edau.4,1,2.090752,4674,0.332373,2314,366,0.682239,0.602791,0.623912,663,0.918774,1830,3315,0.990535,4196,1.923647,12864
ncf_16_32_8_edau.5,1,2.08038,4706,0.360033,2314,366,0.712803,0.606756,0.622372,663,0.919595,1830,3435,0.958038,4156,1.923843,12748
ncf_16_32_8_edau.6,1,2.073898,4687,0.348305,2314,366,0.701809,0.605934,0.62269,663,0.919803,1830,3375,0.972125,4146,1.923893,12719
ncf_16_32_8_edau.7,1,2.07433,4661,0.330982,2314,366,0.683752,0.603926,0.62347,663,0.919595,1830,3295,0.992476,4156,1.923843,12748
ncf_16_32_8_edau.8,1,2.069144,4642,0.325431,2314,366,0.678935,0.603707,0.623555,663,0.919803,1830,3265,0.999032,4146,1.923893,12719
ncf_16_32_8_edau.9,1,2.094641,4737,0.350895,2314,366,0.700761,0.60459,0.623212,663,0.918774,1830,3405,0.968679,4196,1.923647,12864
ncf_16_32_8_euad.10,1,2.08427,4690,0.339946,2314,366,0.691259,0.604159,0.62338,663,0.919183,1830,3345,0.895014,4176,1.923745,12806
ncf_16_32_8_euad.1,1,2.08643,4717,0.350279,2314,366,0.701591,0.605164,0.622989,663,0.919183,1830,3395,0.879791,4176,1.923745,12806
ncf_16_32_8_euad.2,1,2.088591,4709,0.341307,2314,366,0.691895,0.603974,0.623451,663,0.918978,1830,3355,0.892529,4186,1.923696,12835
ncf_16_32_8_euad.3,1,2.089023,4656,0.324141,2314,366,0.674007,0.601993,0.624223,663,0.918774,1830,3275,0.917727,4196,1.923647,12864
ncf_16_32_8_euad.4,1,2.090752,4674,0.332373,2314,366,0.682239,0.602791,0.623912,663,0.918774,1830,3315,0.905353,4196,1.923647,12864
ncf_16_32_8_euad.5,1,2.08038,4706,0.360033,2314,366,0.712803,0.606756,0.622372,663,0.919595,1830,3435,0.866529,4156,1.923843,12748
ncf_16_32_8_euad.6,1,2.073898,4687,0.348305,2314,366,0.701809,0.605934,0.62269,663,0.919803,1830,3375,0.884099,4146,1.923893,12719
ncf_16_32_8_euad.7,1,2.07433,4661,0.330982,2314,366,0.683752,0.603926,0.62347,663,0.919595,1830,3295,0.909321,4156,1.923843,12748
ncf_16_32_8_euad.8,1,2.069144,4642,0.325431,2314,366,0.678935,0.603707,0.623555,663,0.919803,1830,3265,0.918143,4146,1.923893,12719
ncf_16_32_8_euad.9,1,2.094641,4737,0.350895,2314,366,0.700761,0.60459,0.623212,663,0.918774,1830,3405,0.877956,4196,1.923647,12864
