@RELATION 'feature_values_premarshalling_astar_2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE top-good-mean NUMERIC
@ATTRIBUTE group-same-min NUMERIC
@ATTRIBUTE group-same-max NUMERIC
@ATTRIBUTE group-same-stdev NUMERIC
@ATTRIBUTE stack-tier-ratio NUMERIC
@ATTRIBUTE group-same-mean NUMERIC
@ATTRIBUTE empty-stack-pct NUMERIC

@DATA
cv_data4-5-22,1,5.8,1,1,0,1.2,1,0
cv_data5-7-13,1,8,1,1,0,1,1,0
cv_data5-8-38,1,12.5,1,1,0,875,1,0
cv_data4-7-38,1,8.85714,1,1,0,0.857143,1,0
cv_data3-8-38,1,7.5,1,1,0,625,1,0
cv_data4-4-16,1,5,1,1,0,1.5,1,0
cv_data4-7-37,1,6,1,1,0,0.857143,1,0
cv_data5-7-15,1,7.42857,1,1,0,1,1,0
cv_data4-7-25,1,8.28571,1,1,0,0.857143,1,0
cv_data5-5-38,1,9.25,1,1,0,1.4,1,0
cv_data5-8-39,1,9375,1,1,0,875,1,0
cv_data5-5-29,1,6,1,1,0,1.4,1,0
cv_data5-5-25,1,7.75,1,1,0,1.4,1,0
cv_data4-7-30,1,9.83333,1,1,0,0.857143,1,0
cv_data5-4-36,1,10.5,1,1,0,1.75,1,0
cv_data4-4-15,1,5,1,1,0,1.5,1,0
cv_data5-8-19,1,13.25,1,1,0,875,1,0
cv_data5-10-23,1,14.7,1,1,0,0.7,1,0
cv_data5-5-11,1,3.8,1,1,0,1.4,1,0
cv_data4-7-20,1,11.2857,1,1,0,0.857143,1,0
cv_data4-7-35,1,5.42857,1,1,0,0.857143,1,0
cv_data4-6-7,1,8.66667,1,1,0,1,1,0
cv_data4-7-6,1,9.42857,1,1,0,0.857143,1,0
cv_data4-5-25,1,9.8,1,1,0,1.2,1,0
cv_data5-8-2,1,15.75,1,1,0,875,1,0
cv_data4-4-33,1,4.25,1,1,0,1.5,1,0
cv_data4-5-5,1,4,1,1,0,1.2,1,0
cv_data3-8-37,1,7.66667,1,1,0,625,1,0
cv_data4-5-20,1,6.6,1,1,0,1.2,1,0
cv_data5-4-37,1,10.25,1,1,0,1.75,1,0
cv_data4-6-5,1,6.8,1,1,0,1,1,0
cv_data4-6-35,1,8,1,1,0,1,1,0
cv_data4-7-1,1,7.57143,1,1,0,0.857143,1,0
cv_data5-5-5,1,9.4,1,1,0,1.4,1,0
cv_data5-5-37,1,6.2,1,1,0,1.4,1,0
cv_data4-5-24,1,4.25,1,1,0,1.2,1,0
cv_data5-4-15,1,10.5,1,1,0,1.75,1,0
cv_data5-9-21,1,9.22222,1,1,0,0.777778,1,0
cv_data5-4-27,1,9,1,1,0,1.75,1,0
cv_data5-6-25,1,7,1,1,0,1.16667,1,0
cv_data5-8-25,1,14375,1,1,0,875,1,0
cv_data4-6-21,1,8.16667,1,1,0,1,1,0
cv_data5-5-16,1,7,1,1,0,1.4,1,0
cv_data5-4-4,1,9.75,1,1,0,1.75,1,0
cv_data5-5-39,1,6.2,1,1,0,1.4,1,0
cv_data4-7-22,1,8.42857,1,1,0,0.857143,1,0
cv_data5-6-11,1,9.5,1,1,0,1.16667,1,0
cv_data4-6-9,1,7,1,1,0,1,1,0
cv_data3-5-13,1,3.8,1,1,0,1,1,0
cv_data3-8-2,1,7.33333,1,1,0,625,1,0
cv_data5-6-2,1,7.6,1,1,0,1.16667,1,0
cv_data5-4-17,1,7,1,1,0,1.75,1,0
cv_data5-8-6,1,7.5,1,1,0,875,1,0
cv_data4-6-20,1,8.6,1,1,0,1,1,0
cv_data5-4-7,1,6.5,1,1,0,1.75,1,0
cv_data4-7-19,1,11.2857,1,1,0,0.857143,1,0
cv_data5-5-33,1,8.2,1,1,0,1.4,1,0
cv_data5-5-27,1,9.2,1,1,0,1.4,1,0
cv_data5-4-31,1,8.25,1,1,0,1.75,1,0
cv_data4-5-30,1,4.2,1,1,0,1.2,1,0
cv_data5-6-8,1,9.4,1,1,0,1.16667,1,0
cv_data5-5-14,1,8.6,1,1,0,1.4,1,0
cv_data4-6-16,1,9.4,1,1,0,1,1,0
cv_data5-5-40,1,7.6,1,1,0,1.4,1,0
cv_data4-7-26,1,7,1,1,0,0.857143,1,0
cv_data5-5-7,1,7.2,1,1,0,1.4,1,0
cv_data3-7-18,1,9.6,1,1,0,0.714286,1,0
cv_data5-5-24,1,6.4,1,1,0,1.4,1,0
cv_data5-4-3,1,8.25,1,1,0,1.75,1,0
cv_data5-5-23,1,5.4,1,1,0,1.4,1,0
cv_data5-5-10,1,5,1,1,0,1.4,1,0
cv_data5-5-18,1,6,1,1,0,1.4,1,0
cv_data4-7-24,1,7.57143,1,1,0,0.857143,1,0
cv_data5-4-13,1,6.25,1,1,0,1.75,1,0
cv_data5-9-38,1,13.4444,1,1,0,0.777778,1,0
cv_data5-5-8,1,6.2,1,1,0,1.4,1,0
cv_data4-7-40,1,8.57143,1,1,0,0.857143,1,0
cv_data5-7-33,1,12.1429,1,1,0,1,1,0
cv_data4-4-12,1,5.75,1,1,0,1.5,1,0
cv_data4-6-36,1,6.33333,1,1,0,1,1,0
cv_data5-4-20,1,4.75,1,1,0,1.75,1,0
cv_data4-5-23,1,5.6,1,1,0,1.2,1,0
cv_data4-7-13,1,9.14286,1,1,0,0.857143,1,0
cv_data5-9-32,1,15.3333,1,1,0,0.777778,1,0
cv_data4-7-32,1,8.57143,1,1,0,0.857143,1,0
cv_data5-9-4,1,10.4444,1,1,0,0.777778,1,0
cv_data4-7-23,1,10,1,1,0,0.857143,1,0
cv_data5-5-3,1,4.4,1,1,0,1.4,1,0
cv_data4-5-39,1,5.8,1,1,0,1.2,1,0
cv_data5-7-36,1,11.1429,1,1,0,1,1,0
cv_data4-4-3,1,6.5,1,1,0,1.5,1,0
cv_data4-7-36,1,10.2857,1,1,0,0.857143,1,0
cv_data5-5-9,1,5.5,1,1,0,1.4,1,0
cv_data4-4-23,1,7,1,1,0,1.5,1,0
cv_data3-7-22,1,6.28571,1,1,0,0.714286,1,0
cv_data5-6-28,1,7.83333,1,1,0,1.16667,1,0
cv_data4-6-37,1,5.16667,1,1,0,1,1,0
cv_data5-5-21,1,7,1,1,0,1.4,1,0
cv_data4-6-30,1,7.6,1,1,0,1,1,0
cv_data4-5-27,1,6.4,1,1,0,1.2,1,0
cv_data4-5-21,1,4.2,1,1,0,1.2,1,0
cv_data3-8-25,1,10,1,1,0,625,1,0
cv_data4-5-15,1,5.8,1,1,0,1.2,1,0
cv_data5-5-31,1,9.2,1,1,0,1.4,1,0
cv_data4-7-2,1,8.57143,1,1,0,0.857143,1,0
cv_data5-4-10,1,7,1,1,0,1.75,1,0
cv_data4-4-34,1,5,1,1,0,1.5,1,0
cv_data5-7-4,1,11.1429,1,1,0,1,1,0
cv_data4-4-14,1,5.75,1,1,0,1.5,1,0
cv_data5-7-22,1,5.16667,1,1,0,1,1,0
cv_data4-6-2,1,6,1,1,0,1,1,0
cv_data4-7-12,1,11,1,1,0,0.857143,1,0
cv_data5-5-30,1,7.8,1,1,0,1.4,1,0
cv_data3-8-28,1,8.28571,1,1,0,625,1,0
cv_data5-6-37,1,9,1,1,0,1.16667,1,0
cv_data5-6-20,1,6.5,1,1,0,1.16667,1,0
cv_data4-6-29,1,6.33333,1,1,0,1,1,0
cv_data4-4-10,1,4.75,1,1,0,1.5,1,0
cv_data4-5-29,1,6.6,1,1,0,1.2,1,0
cv_data3-8-24,1,9.33333,1,1,0,625,1,0
cv_data5-4-35,1,6.25,1,1,0,1.75,1,0
cv_data5-4-22,1,6.25,1,1,0,1.75,1,0
cv_data5-4-29,1,7.25,1,1,0,1.75,1,0
cv_data3-7-27,1,6.14286,1,1,0,0.714286,1,0
cv_data3-7-5,1,5,1,1,0,0.714286,1,0
cv_data4-5-3,1,7.4,1,1,0,1.2,1,0
cv_data4-6-12,1,9.83333,1,1,0,1,1,0
cv_data5-8-8,1,9.25,1,1,0,875,1,0
cv_data4-6-25,1,6.33333,1,1,0,1,1,0
cv_data4-7-31,1,4.71429,1,1,0,0.857143,1,0
cv_data5-6-22,1,6.5,1,1,0,1.16667,1,0
cv_data4-6-19,1,7.66667,1,1,0,1,1,0
cv_data5-4-30,1,6.25,1,1,0,1.75,1,0
cv_data5-5-17,1,5.6,1,1,0,1.4,1,0
cv_data4-6-34,1,7.83333,1,1,0,1,1,0
cv_data5-5-32,1,8.8,1,1,0,1.4,1,0
cv_data4-6-32,1,9.16667,1,1,0,1,1,0
cv_data5-4-33,1,8.5,1,1,0,1.75,1,0
cv_data3-7-12,1,8.2,1,1,0,0.714286,1,0
cv_data4-7-11,1,8.42857,1,1,0,0.857143,1,0
cv_data4-4-35,1,4.5,1,1,0,1.5,1,0
cv_data5-4-25,1,9.75,1,1,0,1.75,1,0
cv_data4-6-10,1,7,1,1,0,1,1,0
cv_data4-7-21,1,7.14286,1,1,0,0.857143,1,0
cv_data4-6-4,1,8,1,1,0,1,1,0
cv_data5-4-38,1,4.25,1,1,0,1.75,1,0
cv_data4-7-7,1,8.28571,1,1,0,0.857143,1,0
cv_data4-7-3,1,7.6,1,1,0,0.857143,1,0
cv_data5-8-3,1,11875,1,1,0,875,1,0
cv_data5-7-37,1,10.6667,1,1,0,1,1,0
cv_data5-5-20,1,5.8,1,1,0,1.4,1,0
cv_data4-4-24,1,5.5,1,1,0,1.5,1,0
cv_data5-4-14,1,6,1,1,0,1.75,1,0
cv_data5-8-4,1,10875,1,1,0,875,1,0
cv_data4-6-40,1,8.33333,1,1,0,1,1,0
cv_data5-6-31,1,7.16667,1,1,0,1.16667,1,0
cv_data4-6-14,1,9.5,1,1,0,1,1,0
cv_data5-7-1,1,9.71429,1,1,0,1,1,0
cv_data5-7-32,1,11.8571,1,1,0,1,1,0
cv_data4-7-28,1,6.28571,1,1,0,0.857143,1,0
cv_data4-4-2,1,7.25,1,1,0,1.5,1,0
cv_data5-7-12,1,8.71429,1,1,0,1,1,0
cv_data4-7-5,1,8.71429,1,1,0,0.857143,1,0
cv_data5-4-1,1,5.5,1,1,0,1.75,1,0
cv_data4-5-17,1,6,1,1,0,1.2,1,0
cv_data4-6-33,1,7.6,1,1,0,1,1,0
cv_data4-7-8,1,7.42857,1,1,0,0.857143,1,0
cv_data5-4-24,1,5.75,1,1,0,1.75,1,0
cv_data4-4-13,1,6,1,1,0,1.5,1,0
cv_data5-4-12,1,3.5,1,1,0,1.75,1,0
cv_data5-6-7,1,9.66667,1,1,0,1.16667,1,0
cv_data5-6-35,1,8,1,1,0,1.16667,1,0
cv_data4-6-11,1,6.5,1,1,0,1,1,0
cv_data5-4-16,1,5.25,1,1,0,1.75,1,0
cv_data4-7-4,1,8.71429,1,1,0,0.857143,1,0
cv_data5-7-11,1,9.28571,1,1,0,1,1,0
cv_data5-6-33,1,8.16667,1,1,0,1.16667,1,0
cv_data5-5-28,1,7.4,1,1,0,1.4,1,0
cv_data5-5-15,1,4.6,1,1,0,1.4,1,0
cv_data3-6-24,1,4.66667,1,1,0,0.833333,1,0
cv_data5-4-34,1,8.25,1,1,0,1.75,1,0
cv_data4-5-35,1,3.6,1,1,0,1.2,1,0
cv_data5-7-31,1,8.5,1,1,0,1,1,0
cv_data4-7-10,1,10.2857,1,1,0,0.857143,1,0
cv_data4-7-29,1,8.57143,1,1,0,0.857143,1,0
cv_data5-4-18,1,5,1,1,0,1.75,1,0
cv_data5-6-19,1,4.83333,1,1,0,1.16667,1,0
cv_data4-5-32,1,10.8,1,1,0,1.2,1,0
cv_data4-6-13,1,7,1,1,0,1,1,0
cv_data5-8-36,1,12.75,1,1,0,875,1,0
cv_data4-5-12,1,6,1,1,0,1.2,1,0
cv_data4-5-28,1,7.2,1,1,0,1.2,1,0
cv_data5-5-4,1,6.4,1,1,0,1.4,1,0
cv_data4-4-7,1,5.25,1,1,0,1.5,1,0
cv_data5-5-36,1,6.2,1,1,0,1.4,1,0
cv_data4-7-16,1,4.2,1,1,0,0.857143,1,0
cv_data4-6-39,1,3.83333,1,1,0,1,1,0
cv_data5-5-6,1,8,1,1,0,1.4,1,0
cv_data5-4-9,1,4.5,1,1,0,1.75,1,0
cv_data4-4-29,1,5,1,1,0,1.5,1,0
cv_data5-6-5,1,7.83333,1,1,0,1.16667,1,0
cv_data3-7-17,1,8,1,1,0,0.714286,1,0
cv_data4-6-27,1,8.83333,1,1,0,1,1,0
cv_data5-5-22,1,7.2,1,1,0,1.4,1,0
cv_data5-9-3,1,7.88889,1,1,0,0.777778,1,0
cv_data4-4-28,1,3,1,1,0,1.5,1,0
cv_data4-4-27,1,4.75,1,1,0,1.5,1,0
cv_data4-6-24,1,8,1,1,0,1,1,0
cv_data4-6-8,1,8.2,1,1,0,1,1,0
cv_data4-4-20,1,8.5,1,1,0,1.5,1,0
cv_data3-6-26,1,3.83333,1,1,0,0.833333,1,0
cv_data4-7-34,1,8,1,1,0,0.857143,1,0
cv_data5-10-32,1,10.6667,1,1,0,0.7,1,0
cv_data5-4-32,1,3.75,1,1,0,1.75,1,0
cv_data4-7-33,1,7.14286,1,1,0,0.857143,1,0
cv_data4-6-28,1,7.33333,1,1,0,1,1,0
cv_data3-7-30,1,7.71429,1,1,0,0.714286,1,0
cv_data5-5-19,1,7.6,1,1,0,1.4,1,0
cv_data4-4-30,1,4.5,1,1,0,1.5,1,0
cv_data4-7-15,1,8.42857,1,1,0,0.857143,1,0
cv_data5-6-30,1,11.1667,1,1,0,1.16667,1,0
cv_data4-7-17,1,11,1,1,0,0.857143,1,0
cv_data4-5-31,1,6.6,1,1,0,1.2,1,0
cv_data4-5-34,1,6.4,1,1,0,1.2,1,0
cv_data4-4-25,1,6,1,1,0,1.5,1,0
cv_data5-7-18,1,9.42857,1,1,0,1,1,0
cv_data3-8-17,1,10.6667,1,1,0,625,1,0
cv_data4-6-15,1,8.83333,1,1,0,1,1,0
cv_data5-7-7,1,13.7143,1,1,0,1,1,0
cv_data4-7-14,1,7.85714,1,1,0,0.857143,1,0
cv_data5-10-19,1,11.6,1,1,0,0.7,1,0
cv_data5-8-29,1,9875,1,1,0,875,1,0
cv_data3-8-7,1,6.25,1,1,0,625,1,0
cv_data4-5-14,1,8.6,1,1,0,1.2,1,0
cv_data5-7-16,1,7.14286,1,1,0,1,1,0
cv_data4-5-19,1,5.8,1,1,0,1.2,1,0
cv_data3-5-8,1,4.6,1,1,0,1,1,0
cv_data5-9-10,1,10,1,1,0,0.777778,1,0
cv_data4-7-9,1,7,1,1,0,0.857143,1,0
cv_data5-5-13,1,8.4,1,1,0,1.4,1,0
cv_data4-6-3,1,9.5,1,1,0,1,1,0
cv_data5-4-6,1,6,1,1,0,1.75,1,0
