@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC

@DATA
counter_r_16,1,3.951632,2322,0.478768
counter_r_8-shuffled,1,3.892857,650,0.461169
counter_re_16,1,4.002831,2386,0.476089
cube_c11_par---13_-shuffled,1,207.401202,6312,5.170706
cube_c3_ser--opt-6_-shuffled,1,8.8125,681,0.657895
cube_c5_ser---14_-shuffled,1,16.251534,2961,1.284069
cube_c7_ser---23_-shuffled,1,30.805274,6990,2.372263
cube_c9_par--opt-11_-shuffled,1,123.436422,4284,4.356648
eijk.S1238.S-d3-shuffled,1,2.828736,1893,0.128809
eijk.S1423.S-d4-shuffled,1,2.913174,8123,0.031779
eijk.S208o.S-d4-shuffled,1,2.789474,207,0.045283
eijk.S208o.S-f4-shuffled,1,2.766922,3576,0.056312
eijk.S298.S-f2-shuffled,1,2.713684,1950,0.100078
eijk.S298.S-f4,1,2.857275,4676,0.050924
eijk.S344.S-f3,1,2.787542,4338,0.050234
eijk.S349.S-f3,1,2.785156,4321,0.049088
eijk.S382.S-f4-shuffled,1,2.846483,5562,0.050382
eijk.S386.S-f2,1,2.77412,3833,0.075082
eijk.S420.S-f2,1,2.688048,4017,0.080359
eijk.S526.S-f4-shuffled,1,2.862142,8326,0.052486
eijk.S641.S-f2,1,2.696655,4664,0.065046
eijk.S713.S-f2,1,2.698156,4702,0.064688
emptyroom_e3_ser---19_-shuffled,1,9.286938,4472,0.510045
emptyroom_e3_ser--opt-20_-shuffled,1,9.126273,4702,0.488705
emptyroom_e4_par---21_-shuffled,1,22.39786,10396,1.664956
emptyroom_e4_ser--opt-44_-shuffled,1,14.079268,21658,1.010173
ev-pr-4x4-11-3-0-0-1-s-shuffled,1,14.476657,42769,0.177412
ev-pr-4x4-13-3-0-0-1-s-shuffled,1,14.630823,49652,0.180598
ev-pr-4x4-15-3-0-0-1-s-shuffled,1,14.741702,56535,0.182945
ev-pr-4x4-17-3-0-0-1-lg-shuffled,1,14.744217,6707,0.15196
ev-pr-4x4-17-3-0-0-1-s-shuffled,1,14.825281,63418,0.184745
ev-pr-4x4-5-3-0-0-1-lg-shuffled,1,13.058036,2861,0.125041
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,13.142765,22120,0.153105
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,13.872139,29003,0.165719
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,14.117061,4143,0.141785
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,14.247708,35886,0.172839
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,17.771818,15556,0.116337
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,17.944264,17713,0.118744
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,18.071049,19870,0.120526
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,16.443981,9085,0.098384
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,15.526762,159052,0.137859
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,16.245564,209391,0.149869
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,19.687903,32445,0.129161
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,19.875539,36938,0.131837
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,20.202696,50417,0.136551
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,18.242305,18966,0.109214
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,18.995578,23459,0.119464
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,19.417805,27952,0.125346
f600-00-shuffled,1,2.424818,10748,0.319137
ii32c1-00,1,3.688705,7926,0.597585
ii32c1-50-shuffled,1,3.927189,7605,0.622456
ii32e1-00-shuffled,1,3.779923,7725,0.612998
ii32e1-50-shuffled,1,4.056277,7389,0.640475
ii8a1-00-shuffled,1,1.857143,801,0.289663
ii8a1-90-shuffled,1,1.987805,621,0.369632
ii8a3-90,1,2.608962,5454,0.416742
ii8c1-90-shuffled,1,2.497729,10332,0.375287
ii8d1-00-shuffled,1,2.29445,12077,0.321525
impl18-shuffled,1,2.945946,74,0.493151
irst.dme4.B-d4-shuffled,1,2.591534,1744,0.05145
irst.dme5.B-d4-shuffled,1,2.611321,2447,0.056069
jnh1-50-shuffled,1,4.662069,4800,0.412167
jnh207-90-shuffled,1,4.686024,4154,0.398866
jnh218-00-shuffled,1,4.177109,4419,0.3756
jnh218-90-shuffled,1,4.650934,4149,0.39704
k3_1_2-shuffled,1,1.855019,212,0.201117
k4_2_2-shuffled,1,1.897313,850,0.174525
k5_2_2,1,1.875817,1682,0.19582
k5_3_2-shuffled,1,1.914503,2392,0.159216
k_branch_n-20-shuffled,1,6.891397,63261,0.127703
k_branch_n-4-shuffled,1,4.042341,1839,0.125536
k_branch_n-5-shuffled,1,4.239339,2817,0.124419
k_branch_n-6,1,4.417469,4069,0.122434
k_branch_n-7,1,4.583621,5609,0.120021
k_branch_n-8-shuffled,1,4.949377,7497,0.142532
k_branch_p-11-shuffled,1,5.406477,15154,0.133038
k_branch_p-14-shuffled,1,5.835739,26620,0.124077
k_branch_p-16-shuffled,1,6.341923,36764,0.138989
k_branch_p-17-shuffled,1,6.480684,42490,0.136009
k_branch_p-4-shuffled,1,4.043587,1840,0.125487
k_branch_p-6-shuffled,1,4.418112,4070,0.122412
k_branch_p-8-shuffled,1,4.949766,7498,0.142518
k_d4_n-11-shuffled,1,4.521956,2450,0.185896
k_d4_n-14-shuffled,1,4.556611,3113,0.186362
k_d4_n-15-shuffled,1,4.565185,3334,0.186476
k_d4_n-16-shuffled,1,4.572721,3555,0.186576
k_d4_n-17-shuffled,1,4.579396,3776,0.186664
k_d4_n-18-shuffled,1,4.585351,3997,0.186743
k_d4_n-19-shuffled,1,4.590695,4218,0.186813
k_d4_n-20-shuffled,1,4.595518,4439,0.186877
k_d4_n-21-shuffled,1,4.599893,4660,0.186934
k_d4_n-7-shuffled,1,4.432722,1566,0.184663
k_d4_p-10-shuffled,1,3.697638,1280,0.14561
k_d4_p-11-shuffled,1,3.709353,1406,0.145783
k_d4_p-21-shuffled,1,3.766795,2666,0.146612
k_d4_p-6-shuffled,1,3.61519,776,0.144366
k_d4_p-7-shuffled,1,3.643956,902,0.144807
k_dum_n-10-shuffled,1,3.191729,957,0.1
k_dum_n-21-shuffled,1,3.251969,1870,0.101247
k_dum_p-11-shuffled,1,3.2537,872,0.100324
k_dum_p-13-shuffled,1,3.24237,1023,0.099242
k_dum_p-16-shuffled,1,3.236496,1256,0.098765
k_dum_p-21-shuffled,1,3.218365,1627,0.096928
ken.flash^10.C-f4-shuffled,1,2.959531,81071,0.020092
ken.flash^14.C-d4-shuffled,1,2.871156,22296,0.043611
ken.oop^1.C-d2,1,2.722098,4371,0.08085
k_grz_n-10-shuffled,1,4.398844,1319,0.136994
k_grz_n-13-shuffled,1,4.614583,1576,0.128314
k_grz_n-14-shuffled,1,4.724191,1842,0.126432
k_grz_n-21-shuffled,1,5.284198,2765,0.124722
k_grz_p-10-shuffled,1,4.54672,1286,0.16601
k_grz_p-17-shuffled,1,5.062969,1937,0.162028
k_grz_p-21-shuffled,1,5.267588,2460,0.154551
k_lin_n-10-shuffled,1,10.67041,14964,0.146382
k_lin_n-13-shuffled,1,12.588946,25232,0.121257
k_lin_n-14-shuffled,1,13.226014,29234,0.114688
k_lin_n-21-shuffled,1,18.008995,65396,0.09304
k_lin_n-9-shuffled,1,9.69692,12140,0.139446
k_lin_p-12-shuffled,1,6.402516,2556,0.167377
k_lin_p-16-shuffled,1,7.164466,3924,0.155229
k_lin_p-21-shuffled,1,8.238184,6012,0.15182
k_lin_p-8-shuffled,1,5.46697,1456,0.169102
k_path_n-10-shuffled,1,3.646175,1300,0.186916
k_path_n-20-shuffled,1,3.672969,2551,0.186874
k_path_n-21-shuffled,1,3.668683,2655,0.186763
k_path_p-10-shuffled,1,3.643178,1181,0.189189
k_path_p-16-shuffled,1,3.663275,1925,0.18779
k_path_p-21-shuffled,1,3.673898,2554,0.186687
k_path_p-9-shuffled,1,3.643927,1066,0.188249
k_ph_n-10-shuffled,1,10.468728,9353,0.190484
k_ph_n-13-shuffled,1,15.394012,31565,0.155164
k_ph_n-14-shuffled,1,17.293509,45378,0.140192
k_ph_n-15-shuffled,1,19.342943,63870,0.126856
k_ph_n-8-shuffled,1,7.895202,3593,0.206932
k_ph_n-9-shuffled,1,9.078269,6083,0.188937
k_ph_p-11-shuffled,1,12.314176,17359,0.166919
k_ph_p-12-shuffled,1,14.282286,25706,0.166279
k_ph_p-8-shuffled,1,8.150596,4398,0.200887
k_ph_p-9-shuffled,1,9.270314,7232,0.182985
k_poly_n-12-shuffled,1,2.773006,1521,0.130041
k_poly_n-13-shuffled,1,2.773481,1689,0.130151
k_poly_n-20-shuffled,1,2.774908,2529,0.130482
k_poly_n-21-shuffled,1,2.775087,2697,0.130524
k_poly_p-19-shuffled,1,2.774757,2403,0.130447
k_poly_p-21-shuffled,1,2.775044,2655,0.130514
k_t4p_n-12-shuffled,1,3.945528,3826,0.161708
k_t4p_n-17-shuffled,1,3.965221,5396,0.16142
k_t4p_n-21-shuffled,1,3.974368,6652,0.161287
k_t4p_n-4-shuffled,1,3.822115,1314,0.163588
k_t4p_p-12-shuffled,1,3.902962,2118,0.163158
k_t4p_p-20-shuffled,1,3.94347,3374,0.162252
k_t4p_p-21-shuffled,1,3.946551,3531,0.162184
k_t4p_p-4-shuffled,1,3.754177,862,0.166667
k_t4p_p-8-shuffled,1,3.858369,1490,0.164179
lognBWLARGEB1-shuffled,1,6.442544,177966,0.002909
lut4_2_f2-shuffled,1,21.142857,14,1.11435
lut4_AND_f1-shuffled,1,30.226667,56,1.611852
lut4_XOR_fOR-shuffled,1,9.604651,44,0.625
mutex-128-s,1,1.417286,10798,0.237546
mutex-16-s,1,1.415094,1278,0.23946
mutex-2-s,1,1.384615,88,0.267717
mutex-32-s,1,1.416373,2638,0.238342
mutex-4-s,1,1.405594,258,0.247934
mutex-64-s,1,1.416986,5358,0.237807
mutex-8-s,1,1.412308,598,0.241916
ncf_16_32_8_d.10,1,2.08427,4690,0.339946
ncf_16_32_8_d.1,1,2.08643,4717,0.350279
ncf_16_32_8_d.2,1,2.088591,4709,0.341307
ncf_16_32_8_d.3,1,2.089023,4656,0.324141
ncf_16_32_8_d.4,1,2.090752,4674,0.332373
ncf_16_32_8_d.5,1,2.08038,4706,0.360033
ncf_16_32_8_d.6,1,2.073898,4687,0.348305
ncf_16_32_8_d.7,1,2.07433,4661,0.330982
ncf_16_32_8_d.8,1,2.069144,4642,0.325431
ncf_16_32_8_d.9,1,2.094641,4737,0.350895
ncf_16_32_8_edau.10,1,2.08427,4690,0.339946
ncf_16_32_8_edau.1,1,2.08643,4717,0.350279
ncf_16_32_8_edau.2,1,2.088591,4709,0.341307
ncf_16_32_8_edau.3,1,2.089023,4656,0.324141
ncf_16_32_8_edau.4,1,2.090752,4674,0.332373
ncf_16_32_8_edau.5,1,2.08038,4706,0.360033
ncf_16_32_8_edau.6,1,2.073898,4687,0.348305
ncf_16_32_8_edau.7,1,2.07433,4661,0.330982
ncf_16_32_8_edau.8,1,2.069144,4642,0.325431
ncf_16_32_8_edau.9,1,2.094641,4737,0.350895
ncf_16_32_8_euad.10,1,2.08427,4690,0.339946
ncf_16_32_8_euad.1,1,2.08643,4717,0.350279
ncf_16_32_8_euad.2,1,2.088591,4709,0.341307
ncf_16_32_8_euad.3,1,2.089023,4656,0.324141
ncf_16_32_8_euad.4,1,2.090752,4674,0.332373
ncf_16_32_8_euad.5,1,2.08038,4706,0.360033
ncf_16_32_8_euad.6,1,2.073898,4687,0.348305
ncf_16_32_8_euad.7,1,2.07433,4661,0.330982
ncf_16_32_8_euad.8,1,2.069144,4642,0.325431
ncf_16_32_8_euad.9,1,2.094641,4737,0.350895
ncf_16_32_8_u.10,1,2.08427,4690,0.339946
ncf_16_32_8_u.1,1,2.08643,4717,0.350279
ncf_16_32_8_u.2,1,2.088591,4709,0.341307
ncf_16_32_8_u.3,1,2.089023,4656,0.324141
ncf_16_32_8_u.4,1,2.090752,4674,0.332373
ncf_16_32_8_u.5,1,2.08038,4706,0.360033
ncf_16_32_8_u.6,1,2.073898,4687,0.348305
ncf_16_32_8_u.7,1,2.07433,4661,0.330982
ncf_16_32_8_u.8,1,2.069144,4642,0.325431
ncf_16_32_8_u.9,1,2.094641,4737,0.350895
ncf_8_16_4_d.10,1,1.793051,1162,0.315481
ncf_8_16_4_d.1,1,1.802115,1153,0.318901
ncf_8_16_4_d.2,1,1.805136,1149,0.302403
ncf_8_16_4_d.3,1,1.805136,1163,0.328893
ncf_8_16_4_d.4,1,1.805136,1163,0.328893
ncf_8_16_4_d.5,1,1.78852,1137,0.300418
ncf_8_16_4_d.6,1,1.793051,1147,0.315481
ncf_8_16_4_d.7,1,1.811178,1173,0.348876
ncf_8_16_4_d.8,1,1.793051,1147,0.315481
ncf_8_16_4_d.9,1,1.812689,1159,0.327258
ncf_8_16_4_edau.10,1,1.793051,1162,0.315481
ncf_8_16_4_edau.1,1,1.802115,1153,0.318901
ncf_8_16_4_edau.2,1,1.805136,1149,0.302403
ncf_8_16_4_edau.3,1,1.805136,1163,0.328893
ncf_8_16_4_edau.4,1,1.805136,1163,0.328893
ncf_8_16_4_edau.5,1,1.78852,1137,0.300418
ncf_8_16_4_edau.6,1,1.793051,1147,0.315481
ncf_8_16_4_edau.7,1,1.811178,1173,0.348876
ncf_8_16_4_edau.8,1,1.793051,1147,0.315481
ncf_8_16_4_edau.9,1,1.812689,1159,0.327258
ncf_8_16_4_euad.10,1,1.793051,1162,0.315481
ncf_8_16_4_euad.1,1,1.802115,1153,0.318901
ncf_8_16_4_euad.2,1,1.805136,1149,0.302403
ncf_8_16_4_euad.3,1,1.805136,1163,0.328893
ncf_8_16_4_euad.4,1,1.805136,1163,0.328893
ncf_8_16_4_euad.5,1,1.78852,1137,0.300418
ncf_8_16_4_euad.6,1,1.793051,1147,0.315481
ncf_8_16_4_euad.7,1,1.811178,1173,0.348876
ncf_8_16_4_euad.8,1,1.793051,1147,0.315481
ncf_8_16_4_euad.9,1,1.812689,1159,0.327258
ncf_8_16_4_u.10,1,1.793051,1162,0.315481
ncf_8_16_4_u.1,1,1.802115,1153,0.318901
ncf_8_16_4_u.2,1,1.805136,1149,0.302403
ncf_8_16_4_u.3,1,1.805136,1163,0.328893
ncf_8_16_4_u.4,1,1.805136,1163,0.328893
ncf_8_16_4_u.5,1,1.78852,1137,0.300418
ncf_8_16_4_u.6,1,1.793051,1147,0.315481
ncf_8_16_4_u.7,1,1.811178,1173,0.348876
ncf_8_16_4_u.8,1,1.793051,1147,0.315481
ncf_8_16_4_u.9,1,1.812689,1159,0.327258
nusmv.dme1-16.B-d4-shuffled,1,2.407273,2379,0.058006
nusmv.queue.B-d4-shuffled,1,2.843118,25864,0.084549
nusmv.reactor^1.C-d4-shuffled,1,2.804476,19882,0.096924
nusmv.reactor^2.C-d4-shuffled,1,2.80329,20029,0.095914
nusmv.reactor^5.C-f4-shuffled,1,2.8012,19544,0.095635
nusmv.syncarb10^2.B-f2,1,2.730731,2133,0.057918
nusmv.syncarb10^2.B-f3,1,2.767491,3056,0.057967
nusmv.syncarb10^2.B-f4,1,2.787548,3979,0.057994
nusmv.syncarb5^2.B-f4-shuffled,1,2.715125,1409,0.078962
nusmv.tcas^2.B-f2-shuffled,1,2.773398,19830,0.075651
nusmv.tcas^4.B-f3-shuffled,1,2.804091,31989,0.079827
nusmv.tcas-t^5.B-f2-shuffled,1,2.784754,21014,0.077295
nusmv.tcas-t^6.B-f3-shuffled,1,2.811643,33502,0.078749
par16-1-c-00-shuffled,1,2.325296,5075,0.317185
par8-1-c-50-shuffled,1,2.436652,932,0.354689
par8-2-90-shuffled,1,2.27452,3715,0.361144
par8-2-c-50-shuffled,1,2.444444,985,0.354895
par8-3-c-00-shuffled,1,2.323826,1201,0.323466
par8-3-c-90-shuffled,1,2.55819,1003,0.377422
par8-4-90-shuffled,1,2.269149,3717,0.361463
par8-4-c-90-shuffled,1,2.555825,887,0.379867
par8-5-c-90-shuffled,1,2.567391,995,0.37934
Qq2k3k3v100v100m1000s10,1,15.085,101,1.511
Qq2k3k3v100v100m1000s1,1,15.035,106,1.48
Qq2k3k3v100v100m1000s2,1,14.925,120,1.487
Qq2k3k3v100v100m1000s3,1,15.1,121,1.488
Qq2k3k3v100v100m1000s4,1,14.845,127,1.507
Qq2k3k3v100v100m1000s5,1,14.84,117,1.482
Qq2k3k3v100v100m1000s6,1,15.23,109,1.54
Qq2k3k3v100v100m1000s7,1,14.86,126,1.474
Qq2k3k3v100v100m1000s8,1,15.23,91,1.527
Qq2k3k3v100v100m1000s9,1,14.85,110,1.467
Qq2k3k3v100v100m1200s10,1,17.94,126,1.5025
Qq2k3k3v100v100m1200s1,1,18.12,125,1.4925
Qq2k3k3v100v100m1200s2,1,17.895,153,1.476667
Qq2k3k3v100v100m1200s3,1,18.11,146,1.485
Qq2k3k3v100v100m1200s4,1,17.775,149,1.5075
Qq2k3k3v100v100m1200s5,1,17.8,137,1.491667
Qq2k3k3v100v100m1200s6,1,18.21,131,1.5275
Qq2k3k3v100v100m1200s7,1,18.02,141,1.500833
Qq2k3k3v100v100m1200s8,1,18.485,103,1.536667
Qq2k3k3v100v100m1200s9,1,17.86,135,1.459167
Qq2k3k3v100v100m1400s10,1,20.98,150,1.514286
Qq2k3k3v100v100m1400s1,1,20.93,156,1.468571
Qq2k3k3v100v100m1400s2,1,20.82,171,1.465714
Qq2k3k3v100v100m1400s3,1,21.09,171,1.489286
Qq2k3k3v100v100m1400s4,1,20.72,171,1.493571
Qq2k3k3v100v100m1400s5,1,20.99,161,1.512857
Qq2k3k3v100v100m1400s6,1,21.165,155,1.524286
Qq2k3k3v100v100m1400s7,1,21.125,159,1.498571
Qq2k3k3v100v100m1400s8,1,21.32,127,1.516429
Qq2k3k3v100v100m1400s9,1,20.835,152,1.451429
Qq2k3k3v100v100m1600s10,1,24,173,1.506875
Qq2k3k3v100v100m1600s1,1,23.97,180,1.47875
Qq2k3k3v100v100m1600s2,1,23.7,194,1.456875
Qq2k3k3v100v100m1600s3,1,24.115,191,1.49375
Qq2k3k3v100v100m1600s4,1,23.77,188,1.5
Qq2k3k3v100v100m1600s5,1,24.075,180,1.511875
Qq2k3k3v100v100m1600s6,1,24.26,177,1.51875
Qq2k3k3v100v100m1600s7,1,24.2,185,1.50625
Qq2k3k3v100v100m1600s8,1,24.46,151,1.5175
Qq2k3k3v100v100m1600s9,1,23.875,172,1.461875
Qq2k3k3v100v100m1800s10,1,26.925,193,1.505556
Qq2k3k3v100v100m1800s1,1,27.135,194,1.491667
Qq2k3k3v100v100m1800s2,1,26.73,213,1.457778
Qq2k3k3v100v100m1800s3,1,27.09,215,1.495
Qq2k3k3v100v100m1800s4,1,26.85,209,1.508333
Qq2k3k3v100v100m1800s5,1,26.835,211,1.498889
Qq2k3k3v100v100m1800s6,1,27.325,200,1.529444
Qq2k3k3v100v100m1800s7,1,27.27,204,1.500556
Qq2k3k3v100v100m1800s8,1,27.455,168,1.513889
Qq2k3k3v100v100m1800s9,1,26.78,199,1.462222
Qq2k3k3v100v100m2000s10,1,29.86,214,1.496
Qq2k3k3v100v100m2000s1,1,30.105,219,1.4915
Qq2k3k3v100v100m2000s2,1,29.72,241,1.461
Qq2k3k3v100v100m2000s3,1,29.975,239,1.483
Qq2k3k3v100v100m2000s4,1,29.74,236,1.503
Qq2k3k3v100v100m2000s5,1,29.935,226,1.5045
Qq2k3k3v100v100m2000s6,1,30.445,214,1.5275
Qq2k3k3v100v100m2000s7,1,30.205,227,1.4955
Qq2k3k3v100v100m2000s8,1,30.475,183,1.511
Qq2k3k3v100v100m2000s9,1,29.895,219,1.4735
Qq2k3k3v100v100m400s10,1,5.975,45,1.5
Qq2k3k3v100v100m400s1,1,6.09,42,1.4825
Qq2k3k3v100v100m400s2,1,6.05,48,1.505
Qq2k3k3v100v100m400s3,1,6.085,49,1.4925
Qq2k3k3v100v100m400s4,1,5.825,53,1.4975
Qq2k3k3v100v100m400s5,1,5.905,46,1.4825
Qq2k3k3v100v100m400s6,1,6.11,45,1.555
Qq2k3k3v100v100m400s7,1,5.99,47,1.4825
Qq2k3k3v100v100m400s8,1,5.95,39,1.515
Qq2k3k3v100v100m400s9,1,5.96,46,1.5075
Qq2k3k3v100v100m600s10,1,9.01,68,1.505
Qq2k3k3v100v100m600s1,1,8.98,68,1.478333
Qq2k3k3v100v100m600s2,1,8.835,79,1.468333
Qq2k3k3v100v100m600s3,1,9.065,69,1.515
Qq2k3k3v100v100m600s4,1,8.885,74,1.51
Qq2k3k3v100v100m600s5,1,8.98,63,1.51
Qq2k3k3v100v100m600s6,1,9.135,65,1.553333
Qq2k3k3v100v100m600s7,1,8.965,73,1.485
Qq2k3k3v100v100m600s8,1,9.095,51,1.535
Qq2k3k3v100v100m600s9,1,8.995,64,1.503333
Qq2k3k3v100v100m800s10,1,12.055,88,1.51875
Qq2k3k3v100v100m800s1,1,11.985,85,1.47125
Qq2k3k3v100v100m800s2,1,11.77,103,1.45875
Qq2k3k3v100v100m800s3,1,12.215,91,1.5075
Qq2k3k3v100v100m800s4,1,11.925,103,1.505
Qq2k3k3v100v100m800s5,1,11.905,86,1.48875
Qq2k3k3v100v100m800s6,1,12.175,84,1.54
Qq2k3k3v100v100m800s7,1,11.89,99,1.47625
Qq2k3k3v100v100m800s8,1,12.105,76,1.51875
Qq2k3k3v100v100m800s9,1,11.89,88,1.4725
Qq2k3k3v20v20m120s10,1,8.525,16,1.475
Qq2k3k3v20v20m120s1,1,9.4,9,1.508333
Qq2k3k3v20v20m120s2,1,8.95,14,1.475
Qq2k3k3v20v20m120s3,1,9.175,14,1.516667
Qq2k3k3v20v20m120s4,1,8.475,15,1.383333
Qq2k3k3v20v20m120s5,1,8.6,12,1.408333
Qq2k3k3v20v20m120s6,1,8.8,15,1.458333
Qq2k3k3v20v20m120s7,1,8.9,11,1.416667
Qq2k3k3v20v20m120s8,1,9.025,15,1.575
Qq2k3k3v20v20m120s9,1,8.9,12,1.508333
Qq2k3k3v20v20m160s10,1,11.525,20,1.4625
Qq2k3k3v20v20m160s1,1,12.675,11,1.51875
Qq2k3k3v20v20m160s2,1,11.875,22,1.45
Qq2k3k3v20v20m160s3,1,12.025,20,1.50625
Qq2k3k3v20v20m160s4,1,11.425,20,1.4375
Qq2k3k3v20v20m160s5,1,11.45,17,1.45
Qq2k3k3v20v20m160s6,1,11.65,23,1.44375
Qq2k3k3v20v20m160s7,1,12.075,13,1.475
Qq2k3k3v20v20m160s8,1,11.775,20,1.5625
Qq2k3k3v20v20m160s9,1,11.875,19,1.4875
Qq2k3k3v20v20m200s10,1,14.525,25,1.475
Qq2k3k3v20v20m200s1,1,15.45,18,1.51
Qq2k3k3v20v20m200s2,1,14.8,27,1.44
Qq2k3k3v20v20m200s3,1,14.925,28,1.475
Qq2k3k3v20v20m200s4,1,14.625,23,1.51
Qq2k3k3v20v20m200s5,1,14.6,21,1.465
Qq2k3k3v20v20m200s6,1,14.65,27,1.48
Qq2k3k3v20v20m200s7,1,15.075,19,1.48
Qq2k3k3v20v20m200s8,1,14.675,24,1.54
Qq2k3k3v20v20m200s9,1,14.875,25,1.495
Qq2k3k3v20v20m240s10,1,17.5,27,1.479167
Qq2k3k3v20v20m240s1,1,18.625,22,1.520833
Qq2k3k3v20v20m240s2,1,17.95,31,1.475
Qq2k3k3v20v20m240s3,1,18.175,33,1.483333
Qq2k3k3v20v20m240s4,1,17.475,28,1.516667
Qq2k3k3v20v20m240s5,1,17.575,28,1.466667
Qq2k3k3v20v20m240s6,1,17.875,29,1.516667
Qq2k3k3v20v20m240s7,1,18.4,24,1.516667
Qq2k3k3v20v20m240s8,1,17.575,27,1.516667
Qq2k3k3v20v20m240s9,1,17.875,31,1.5
Qq2k3k3v20v20m280s10,1,20.425,32,1.485714
Qq2k3k3v20v20m280s1,1,21.6,30,1.496429
Qq2k3k3v20v20m280s2,1,21.275,33,1.517857
Qq2k3k3v20v20m280s3,1,21.15,36,1.467857
Qq2k3k3v20v20m280s4,1,20.8,29,1.535714
Qq2k3k3v20v20m280s5,1,20.6,31,1.446429
Qq2k3k3v20v20m280s6,1,21.225,32,1.510714
Qq2k3k3v20v20m280s7,1,21.25,28,1.496429
Qq2k3k3v20v20m280s8,1,20.925,27,1.532143
Qq2k3k3v20v20m280s9,1,20.9,35,1.496429
Qq2k3k3v20v20m320s10,1,23.8,34,1.49375
Qq2k3k3v20v20m320s1,1,24.425,34,1.478125
Qq2k3k3v20v20m320s2,1,24.2,36,1.4875
Qq2k3k3v20v20m320s3,1,24.425,40,1.48125
Qq2k3k3v20v20m320s4,1,23.35,38,1.50625
Qq2k3k3v20v20m320s5,1,23.6,37,1.478125
Qq2k3k3v20v20m320s6,1,24.125,37,1.515625
Qq2k3k3v20v20m320s7,1,24.425,33,1.50625
Qq2k3k3v20v20m320s8,1,24.075,31,1.540625
Qq2k3k3v20v20m320s9,1,23.8,38,1.475
Qq2k3k3v20v20m360s10,1,26.925,40,1.491667
Qq2k3k3v20v20m360s1,1,27.175,37,1.463889
Qq2k3k3v20v20m360s2,1,27.3,42,1.513889
Qq2k3k3v20v20m360s3,1,27.35,45,1.486111
Qq2k3k3v20v20m360s4,1,26.175,45,1.5
Qq2k3k3v20v20m360s5,1,26.7,42,1.480556
Qq2k3k3v20v20m360s6,1,27.4,40,1.536111
Qq2k3k3v20v20m360s7,1,27.2,40,1.491667
Qq2k3k3v20v20m360s8,1,27.025,35,1.530556
Qq2k3k3v20v20m360s9,1,26.8,41,1.502778
Qq2k3k3v20v20m400s10,1,29.875,45,1.5
Qq2k3k3v20v20m400s1,1,30.45,42,1.4825
Qq2k3k3v20v20m400s2,1,30.25,48,1.505
Qq2k3k3v20v20m400s3,1,30.425,49,1.4925
Qq2k3k3v20v20m400s4,1,29.125,53,1.4975
Qq2k3k3v20v20m400s5,1,29.525,46,1.4825
Qq2k3k3v20v20m400s6,1,30.55,45,1.555
Qq2k3k3v20v20m400s7,1,29.95,47,1.4825
Qq2k3k3v20v20m400s8,1,29.75,39,1.515
Qq2k3k3v20v20m400s9,1,29.8,46,1.5075
Qq2k3k3v20v20m80s10,1,5.475,12,1.3875
Qq2k3k3v20v20m80s1,1,6.175,8,1.475
Qq2k3k3v20v20m80s2,1,6,9,1.475
Qq2k3k3v20v20m80s3,1,5.975,12,1.5125
Qq2k3k3v20v20m80s4,1,5.55,9,1.3625
Qq2k3k3v20v20m80s5,1,5.75,7,1.4125
Qq2k3k3v20v20m80s6,1,5.7,11,1.45
Qq2k3k3v20v20m80s7,1,6.025,7,1.4875
Qq2k3k3v20v20m80s8,1,6.175,11,1.675
Qq2k3k3v20v20m80s9,1,6.1,8,1.575
Qq2k3k3v50v50m1000s10,1,30.17,101,1.511
Qq2k3k3v50v50m1000s1,1,30.07,106,1.48
Qq2k3k3v50v50m1000s2,1,29.85,120,1.487
Qq2k3k3v50v50m1000s3,1,30.2,121,1.488
Qq2k3k3v50v50m1000s4,1,29.69,127,1.507
Qq2k3k3v50v50m1000s5,1,29.68,117,1.482
Qq2k3k3v50v50m1000s6,1,30.46,109,1.54
Qq2k3k3v50v50m1000s7,1,29.72,126,1.474
