@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_log_lists NUMERIC
@ATTRIBUTE csp_percent_avg_continuity NUMERIC
@ATTRIBUTE csp_log_extra_booleans NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_log_ranges NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_percent_min_continuity NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_horn-clauses-fraction NUMERIC
@ATTRIBUTE csp_log_extra_bits NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE csp_percent_global NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE csp_dyn_log_propags NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC
@ATTRIBUTE directorder_TRINARY+ NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE csp_percent_gac_predicate NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE csp_log_values NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_VCG-VAR-entropy NUMERIC

@DATA
bool/pseudoGLB/normalized-t2001-13queen13-1110977780.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.717444,-1,0.777905,100,0.488486,0.645757,0.994989,-1,3.687688,100,0.297504,21.196675,0.667125,0.997354,0.349682,0,0.995037,0.526801,9.753217,0,0.6397,4.667303
bool/pseudoGLB/normalized-chnl30-31-pb-cnf-cr.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.796002,-1,0.981299,100,0.459173,0.555709,0.921525,-1,2.952659,100,0.225098,20.997562,0.611907,0.982602,0.365657,0,0.826087,0.667495,12.476746,0,0.412172,2.849731
bool/pseudoGLB/normalized-t3002-11tsp11-1900571131.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.743832,-1,0.836474,100,0.509831,0.649532,0.990138,-1,3.670986,100,0.293497,21.965845,4.744436,0.993579,0.336487,0,0.988981,0.533137,13.056299,0,0.627596,4.332599
bool/pseudoGLB/normalized-ooo-tag12-ucl.xml,1,0,-1,-1,1.414214,1.414214,-1,100,15.21966,-1,100,0.775505,-1,0.948685,100,0.32301,0.456313,0.970935,-1,2.721721,100,0.315893,21.129177,1.43942,0.979959,0.252689,0,0.958333,0.695902,17.947814,0,1.573998,3.030146
bool/pseudoGLB/normalized-t2001-13queen13-1111212272.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.72066,-1,0.785298,100,0.498187,0.651084,0.994143,-1,3.664033,100,0.294058,21.166286,0.676883,0.996961,0.349828,0,0.994342,0.524016,9.753217,0,0.632142,4.607557
bool/pseudoGLB/normalized-t2001-13queen13-1110968561.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.718945,-1,0.782395,100,0.486807,0.643756,0.994489,-1,3.704997,100,0.296634,21.205906,0.672126,0.997159,0.348215,0,0.994751,0.529041,9.753217,0,0.639218,4.604699
bool/pseudoGLB/normalized-t3002-11tsp11-1900550006.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.742655,-1,0.833089,100,0.501641,0.644854,0.990669,-1,3.681576,100,0.294678,21.664652,4.612886,0.993844,0.335425,0,0.989822,0.535874,13.056299,0,0.629425,4.376726
bool/pseudoGLB/normalized-t3002-11tsp11-1900557362.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.739483,-1,0.826991,100,0.502121,0.646298,0.991507,-1,3.670925,100,0.298448,22.039121,4.396728,0.994308,0.333271,0,0.990408,0.533755,13.056299,0,0.637637,4.394284
bool/pseudoGLB/normalized-army11-17bt.xml,1,0,-1,-1,1.414214,1.414214,-1,100,2.584963,-1,100,0.943824,-1,1.091558,100,0.380777,0.548947,0.879845,-1,3.276317,100,0.230595,22.230981,0.996582,0.94328,0.308959,0,0.95,0.654572,12.305777,0,0.654559,3.004503
bool/pseudoGLB/normalized-t2001-13queen13-1110966688.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.718597,-1,0.781954,100,0.475238,0.635947,0.994391,-1,3.698726,100,0.296095,21.021025,0.672998,0.997105,0.346098,0,0.994898,0.534679,9.753217,0,0.647774,4.628314
bool/pseudoGLB/normalized-chnl10-11-pb-cnf-cr.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.884596,-1,1.015758,100,0.472634,0.619227,0.842075,-1,2.470379,100,0.195963,22.028277,0.806293,0.958951,0.31946,0,0.692308,0.611047,9.451211,0,0.294152,2.146408
bool/pseudoGLB/normalized-chnl20-21-pb-cnf-cr.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.823729,-1,1.000485,100,0.470858,0.571219,0.899081,-1,2.80191,100,0.214765,21.478716,0.659334,0.976601,0.346704,0,0.789474,0.659189,11.344296,0,0.374102,2.642642
bool/pseudoGLB/normalized-t2001-13queen13-1111227418.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.721341,-1,0.786791,100,0.482886,0.640461,0.99382,-1,3.681814,100,0.293719,21.011895,0.681374,0.996841,0.349827,0,0.99449,0.532089,9.753217,0,0.634916,4.609184
bool/pseudoGLB/normalized-pigeon-clauses-15-10.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.768385,-1,0.92895,100,0.579832,0.685224,0.89916,-1,2.407511,100,0.229218,22.083879,6.666667,0.983193,0.422952,0,0.777778,0.54827,11.316282,0.333333,0.28853,2.218818
bool/pseudoGLB/normalized-t2001-13queen13-1111213670.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.719174,-1,0.782667,100,0.487347,0.644079,0.994419,-1,3.679402,100,0.295494,21.175242,0.673037,0.997112,0.34819,0,0.994709,0.528871,9.753217,0,0.637728,4.592131
bool/pseudoGLB/normalized-fpga13-11-sat-pb-cnf-cr.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.917798,-1,1.027847,100,0.398414,0.617184,0.809774,-1,2.579308,100,0.186351,21.922044,0.880267,0.937369,0.319023,0,0.75,0.597159,10.603626,0,0.256518,2.270939
bool/pseudoGLB/normalized-t3002-11tsp11-1900566151.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.743653,-1,0.834834,100,0.502927,0.64555,0.990504,-1,3.674577,100,0.293683,22.110015,4.631215,0.993719,0.335848,0,0.989717,0.535483,13.056299,0,0.629207,4.382239
bool/pseudoGLB/normalized-t2001-13queen13-1110973163.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.720168,-1,0.784462,100,0.489671,0.645416,0.994207,-1,3.676483,100,0.294462,21.229156,0.676303,0.997019,0.350953,0,0.994565,0.528103,9.753217,0,0.632911,4.608506
bool/pseudoGLB/normalized-t3002-11tsp11-1900574974.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.742377,-1,0.833115,100,0.498773,0.642822,0.990665,-1,3.68266,100,0.296006,22.057566,4.618577,0.993864,0.332848,0,0.989924,0.537478,13.056299,0,0.636721,4.359261
bool/pseudoGLB/normalized-chnl40-41-pb-cnf-cr.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.773918,-1,0.964243,100,0.439944,0.540363,0.935527,-1,3.002533,100,0.237144,20.665011,0.582719,0.986045,0.366834,0,0.870968,0.674496,13.287712,0,0.451918,3.034735
bool/pseudoGLB/normalized-army8-9ls.xml,1,0,-1,-1,1.414214,1.414214,-1,100,3,-1,100,0.992838,-1,1.119063,100,0.384212,0.574382,0.836062,-1,2.99378,100,0.214848,22.274984,1.146069,0.924568,0.304078,0,0.897436,0.637764,10.97728,0,0.404205,2.691121
bool/pseudoGLB/normalized-reduced-cuww2.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t3002-11tsp11-1900670675.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.742718,-1,0.832976,100,0.500392,0.644111,0.990723,-1,3.675338,100,0.297075,21.626346,4.5638,0.993839,0.332109,0,0.989975,0.536355,13.056299,0,0.637583,4.353628
bool/pseudoGLB/normalized-t3002-11tsp11-1900669299.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.740872,-1,0.829217,100,0.494091,0.640501,0.991136,-1,3.676644,100,0.297081,22.113312,4.479824,0.994093,0.331541,0,0.990499,0.538454,13.056299,0,0.640842,4.412039
bool/pseudoGLB/normalized-t2001-13queen13-1111226680.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.720858,-1,0.786451,100,0.492784,0.647135,0.994008,-1,3.682951,100,0.294652,21.179845,0.67687,0.996934,0.347684,0,0.99439,0.527196,9.753217,0,0.640154,4.560912
bool/pseudoGLB/normalized-chnl15-16-pb-cnf-cr.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.848639,-1,1.004768,100,0.47881,0.593249,0.876732,-1,2.62233,100,0.201907,21.529651,0.708587,0.969641,0.341231,0,0.75,0.636838,10.550747,0,0.325689,2.416606
bool/pseudoGLB/normalized-fpga45-44-sat-pb-cnf-cr.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.806902,-1,0.987924,100,0.382167,0.496959,0.91234,-1,2.962471,100,0.213152,20.652049,0.546816,0.975343,0.364832,0,0.888889,0.712955,15.710968,0,0.407397,2.824622
bool/pseudoGLB/normalized-t2001-13queen13-1111219799.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.718702,-1,0.781467,100,0.480014,0.639347,0.994522,-1,3.688708,100,0.296087,21.190249,0.671235,0.997144,0.347922,0,0.994904,0.532066,9.753217,0,0.639776,4.620302
bool/pseudoGLB/normalized-43s-smv.xml,1,0,-1,-1,1.414214,1.414214,-1,100,12.045077,-1,100,?,-1,?,100,?,?,?,-1,?,100,?,21.704809,?,?,?,0,?,?,17.593814,?,?,?
bool/pseudoGLB/normalized-t3002-11tsp11-1900567003.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.73917,-1,0.825443,100,0.502121,0.646742,0.991568,-1,3.682425,100,0.296303,21.741707,4.402783,0.994325,0.334863,0,0.990499,0.533099,13.056299,0,0.637051,4.446024
bool/pseudoGLB/normalized-pigeon-cardinality-65-60.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.749083,-1,0.932915,100,0.4228,0.534765,0.951988,-1,3.106213,100,0.248458,20.210416,0.55377,0.989906,0.381943,0,0.897436,0.666654,13.528942,0,0.484462,3.241558
bool/pseudoGLB/normalized-ppp:1-12-16.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.832716,-1,0.994389,100,0.524308,0.639219,0.947566,-1,3.679724,100,0.270631,22.176187,7.07671,0.97805,0.378519,0,0.936508,0.57063,16.661277,0,0.552185,3.580711
bool/pseudoGLB/normalized-robin8.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.779999,-1,0.973497,100,0.481919,0.572271,0.925003,-1,3.008561,100,0.21398,21.32304,0.667279,0.985523,0.384025,0,0.894737,0.654093,12.294621,0,0.412933,2.99386
bool/pseudoGLB/normalized-t2001-13queen13-1111223596.xml,1,?,?,?,?,?,?,?,?,?,?,0.720091,?,0.784312,?,0.487271,0.643825,0.994215,?,3.70215,?,0.294939,?,0.676316,0.99702,0.349035,?,0.994616,0.529245,?,0,0.637245,4.614553
bool/pseudoGLB/normalized-ooo-rf6-ucl.xml,1,?,?,?,?,?,?,?,?,?,?,0.846561,?,1.089334,?,0.442314,0.496188,0.955702,?,2.619401,?,0.319836,?,1.423663,0.975126,0.331002,?,0.944444,0.728348,?,0,0.922718,2.669461
bool/pseudoGLB/normalized-t3002-11tsp11-1900582376.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.7373,-1,0.822336,100,0.504818,0.649119,0.992008,-1,3.657358,100,0.297828,21.813275,4.288087,0.994581,0.335482,0,0.990719,0.530775,13.056299,0,0.637076,4.442651
bool/pseudoGLB/normalized-chnl35-45-pb-cnf-cr.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.789773,-1,0.970046,100,0.447484,0.548967,0.933559,-1,3.035055,100,0.236924,20.692356,0.595731,0.983638,0.365329,0,0.885714,0.666586,13.227315,0,0.43764,3.058038
bool/pseudoGLB/normalized-t2001-13queen13-1110977266.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.720743,-1,0.786333,100,0.493586,0.647703,0.994011,-1,3.679686,100,0.294208,21.099474,0.679097,0.996944,0.349431,0,0.99435,0.526755,9.753217,0,0.634126,4.58297
bool/pseudoGLB/normalized-fpga25-24-sat-pb-cnf-cr.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.883015,-1,1.043402,100,0.409213,0.540983,0.874248,-1,2.749164,100,0.198355,21.643113,0.647399,0.958027,0.342453,0,0.833333,0.682355,13.330077,0,0.330899,2.518744
bool/pseudoGLB/normalized-t3002-11tsp11-1900544463.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.742826,-1,0.834714,100,0.515073,0.653453,0.990388,-1,3.679612,100,0.2949,22.032851,4.668642,0.993681,0.336012,0,0.988732,0.529831,13.056299,0,0.625238,4.320747
bool/pseudoGLB/normalized-t2001-13queen13-1111216864.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.719844,-1,0.783723,100,0.484216,0.641863,0.994277,-1,3.695972,100,0.295092,21.153241,0.674532,0.997039,0.348505,0,0.994716,0.53056,9.753217,0,0.641231,4.610644
bool/pseudoGLB/normalized-t2001-13queen13-1110968431.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.71863,-1,0.780805,100,0.484544,0.6426,0.994637,-1,3.686971,100,0.296396,21.141255,0.670211,0.99719,0.347798,0,0.994904,0.529561,9.753217,0,0.641985,4.639854
bool/pseudoGLB/normalized-t2001-13queen13-1111218024.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.718258,-1,0.781758,100,0.469863,0.632271,0.994307,-1,3.69629,100,0.296221,21.180609,0.673486,0.997063,0.345554,0,0.99493,0.537333,9.753217,0,0.644497,4.611781
bool/pseudoGLB/normalized-t3002-11tsp11-1900670756.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.740237,-1,0.829607,100,0.514081,0.653707,0.991077,-1,3.672581,100,0.295588,21.889566,4.537422,0.994094,0.336968,0,0.989333,0.528813,13.056299,0,0.63064,4.356848
bool/pseudoGLB/normalized-pigeon-clauses-55-50.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.729971,-1,0.90819,100,0.560437,0.6451,0.966166,-1,3.144186,100,0.279404,20.294369,14.623158,0.993452,0.451875,0,0.931034,0.571887,17.258106,0.333333,0.468224,3.175567
bool/pseudoGLB/normalized-pigeon-clauses-11-10.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.785851,-1,0.959698,100,0.541284,0.656346,0.889908,-1,2.407511,100,0.212648,22.255624,4.912281,0.981651,0.411813,0,0.714286,0.578494,10.481799,0.333333,0.29019,2.123963
bool/pseudoGLB/normalized-t2001-13queen13-1110976735.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.720565,-1,0.787919,100,0.467336,0.629373,0.993476,-1,3.701644,100,0.292985,21.177936,0.682127,0.996731,0.346151,0,0.994521,0.54048,9.753217,0,0.641347,4.554134
bool/pseudoGLB/normalized-t2001-13queen13-1111212923.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.720107,-1,0.784263,100,0.497143,0.650532,0.994301,-1,3.698665,100,0.295685,21.087865,0.674668,0.997052,0.34995,0,0.994467,0.524248,9.753217,0,0.63682,4.60795
bool/pseudoGLB/normalized-t2001-13queen13-1110970170.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.720888,-1,0.786592,100,0.488703,0.644334,0.99394,-1,3.682578,100,0.293955,21.018287,0.678434,0.996916,0.349076,0,0.994413,0.529308,9.753217,0,0.635664,4.591313
bool/pseudoGLB/normalized-pigeon-clauses-21-20.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.758172,-1,0.953883,100,0.556328,0.635914,0.93185,-1,2.763161,100,0.243752,21.828198,7.209459,0.987483,0.431857,0,0.833333,0.596577,13.237807,0.333333,0.377109,2.666285
bool/pseudoGLB/normalized-reduced-cuww3.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t2001-13queen13-1110972763.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.720645,-1,0.785632,100,0.493618,0.647924,0.994155,-1,3.683874,100,0.295074,21.256201,0.675691,0.996977,0.346609,0,0.99446,0.52641,9.753217,0,0.643036,4.569542
bool/pseudoGLB/normalized-t3002-11tsp11-1900577940.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.743691,-1,0.834736,100,0.506131,0.647796,0.990471,-1,3.700174,100,0.294654,22.147252,4.632046,0.99368,0.334319,0,0.989556,0.533775,13.056299,0,0.632459,4.363019
bool/pseudoGLB/normalized-pigeon-cardinality-45-40.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.770169,-1,0.961091,100,0.438002,0.539228,0.937621,-1,2.995558,100,0.238579,20.748635,0.578697,0.986611,0.36647,0,0.885714,0.67432,12.41996,0,0.454638,3.07219
bool/pseudoGLB/normalized-t3002-11tsp11-1900553644.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.742826,-1,0.833461,100,0.506975,0.648353,0.990609,-1,3.670855,100,0.294712,21.826746,4.622656,0.993803,0.33604,0,0.989501,0.53334,13.056299,0,0.627123,4.359268
bool/pseudoGLB/normalized-army10-14ls.xml,1,0,-1,-1,1.414214,1.414214,-1,100,3,-1,100,0.95656,-1,1.090024,100,0.362262,0.547366,0.857854,-1,3.064481,100,0.219908,22.181431,1.063925,0.934819,0.307613,0,0.943662,0.655653,11.568906,0,0.437542,2.778013
bool/pseudoGLB/normalized-cache-inv10-ucl.xml,1,0,-1,-1,1.414214,1.414214,-1,100,14.054011,-1,100,0.890915,-1,1.144557,100,0.444367,0.487156,0.946112,-1,2.641227,100,0.316834,21.17607,4.156648,0.966892,0.325311,0,0.932203,0.742013,16.407616,0,0.910898,2.704751
bool/pseudoGLB/normalized-reduced-prob1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t2001-13queen13-1110977273.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.718473,-1,0.781687,100,0.474588,0.635565,0.994422,-1,3.692091,100,0.296264,21.193261,0.672319,0.997112,0.346506,0,0.994924,0.53489,9.753217,0,0.641684,4.608446
bool/pseudoGLB/normalized-t2001-13queen13-1110975832.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.720566,-1,0.787431,100,0.477684,0.63651,0.99372,-1,3.664332,100,0.294292,21.23895,0.680029,0.99686,0.345919,0,0.994475,0.535302,9.753217,0,0.644935,4.538478
bool/pseudoGLB/normalized-t3002-11tsp11-1900581320.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.74388,-1,0.835633,100,0.484547,0.632571,0.990167,-1,3.678812,100,0.295237,21.98306,4.705968,0.993573,0.331232,0,0.990074,0.545555,13.056299,0,0.633401,4.337883
bool/pseudoGLB/normalized-t2001-13queen13-1110973863.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.71953,-1,0.783869,100,0.48738,0.643871,0.994259,-1,3.691185,100,0.295404,21.124603,0.676202,0.997075,0.349705,0,0.994616,0.529232,9.753217,0,0.637254,4.594728
bool/pseudoGLB/normalized-t3002-11tsp11-1900670167.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.73955,-1,0.826697,100,0.505863,0.648968,0.991445,-1,3.683902,100,0.29611,22.123895,4.432791,0.994267,0.337197,0,0.99022,0.531664,13.056299,0,0.629386,4.431101
bool/pseudoGLB/normalized-t2001-13queen13-1110967729.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.718013,-1,0.778916,100,0.499566,0.653081,0.994955,-1,3.679502,100,0.29775,21.168117,0.668572,0.997334,0.348209,0,0.994771,0.521533,9.753217,0,0.64445,4.658266
bool/pseudoGLB/normalized-t3002-11tsp11-1900561389.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.738233,-1,0.824499,100,0.504262,0.648113,0.99177,-1,3.689445,100,0.297285,22.088707,4.381017,0.9945,0.337436,0,0.990453,0.532051,13.056299,0,0.633128,4.435827
bool/pseudoGLB/normalized-t2001-13queen13-1110971697.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.719568,-1,0.783135,100,0.493205,0.648025,0.994402,-1,3.689913,100,0.295412,21.19786,0.674482,0.997109,0.348242,0,0.994587,0.525996,9.753217,0,0.642434,4.597415
bool/pseudoGLB/normalized-t2001-13queen13-1111225122.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.71891,-1,0.781999,100,0.481463,0.640286,0.994462,-1,3.698275,100,0.295967,21.101342,0.673226,0.997129,0.34922,0,0.994852,0.53144,9.753217,0,0.640424,4.617252
bool/pseudoGLB/normalized-chnl20-25-pb-cnf-cr.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.816457,-1,0.996705,100,0.473624,0.570103,0.904934,-1,2.839216,100,0.216676,21.266383,0.647196,0.978558,0.348324,0,0.818182,0.659997,11.588715,0,0.380281,2.701233
bool/pseudoGLB/normalized-t2001-13queen13-1111222539.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.720846,-1,0.786092,100,0.484954,0.641986,0.993991,-1,3.673979,100,0.293645,21.098075,0.678069,0.996904,0.34994,0,0.994543,0.530823,9.753217,0,0.634604,4.587633
bool/pseudoGLB/normalized-army9-12bt.xml,1,0,-1,-1,1.414214,1.414214,-1,100,2.584963,-1,100,1.002539,-1,1.150532,100,0.381877,0.558247,0.843167,-1,3.15386,100,0.21302,22.262676,1.058142,0.925024,0.295333,0,0.928571,0.657606,11.733439,0,0.521984,2.818873
bool/pseudoGLB/normalized-cache-inv12-ucl.xml,1,0,-1,-1,1.414214,1.414214,-1,100,15.619217,-1,100,0.93129,-1,1.198198,100,0.450655,0.474992,0.938049,-1,2.662505,100,0.313102,20.172386,7.722556,0.958302,0.321194,0,0.9,0.763034,17.880355,0,0.900062,2.741423
bool/pseudoGLB/normalized-reduced-prob4.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t2001-13queen13-1111224522.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.718318,-1,0.780094,100,0.484057,0.642386,0.994733,-1,3.694911,100,0.297371,21.183113,0.669759,0.997235,0.346295,0,0.994962,0.529611,9.753217,0,0.644554,4.627252
bool/pseudoGLB/normalized-t3002-11tsp11-1900576360.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.737312,-1,0.822428,100,0.506924,0.650316,0.991971,-1,3.686981,100,0.29756,21.913504,4.327699,0.994599,0.337623,0,0.990499,0.530052,13.056299,0,0.633274,4.439059
bool/pseudoGLB/normalized-t2001-13queen13-1111226284.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.718576,-1,0.782751,100,0.471595,0.633224,0.994251,-1,3.694413,100,0.295318,21.132292,0.673401,0.997053,0.34645,0,0.994852,0.536834,9.753217,0,0.642716,4.593601
bool/pseudoGLB/normalized-t3002-11tsp11-1900547416.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.736651,-1,0.821279,100,0.505142,0.649404,0.992179,-1,3.684422,100,0.299659,21.856951,4.255627,0.994715,0.335227,0,0.990762,0.530482,13.056299,0,0.639518,4.395668
bool/pseudoGLB/normalized-pigeon-cardinality-55-50.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.759993,-1,0.947533,100,0.431805,0.536937,0.945931,-1,3.104309,100,0.244288,20.453324,0.563052,0.988534,0.372678,0,0.897436,0.670889,13.02756,0,0.47497,3.160783
bool/pseudoGLB/normalized-t3002-11tsp11-1900559416.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.743582,-1,0.836042,100,0.507287,0.647836,0.9903,-1,3.686788,100,0.295132,21.958877,4.680275,0.993649,0.334512,0,0.989276,0.53434,13.056299,0,0.634428,4.312823
bool/pseudoGLB/normalized-t3002-11tsp11-1900553606.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.741574,-1,0.832088,100,0.507964,0.649036,0.990769,-1,3.685764,100,0.293834,21.833483,4.63748,0.993965,0.340644,0,0.989446,0.532795,13.056299,0,0.623454,4.394087
bool/pseudoGLB/normalized-army10-14bt.xml,1,0,-1,-1,1.414214,1.414214,-1,100,2.584963,-1,100,0.953097,-1,1.10053,100,0.391614,0.556489,0.880379,-1,3.274181,100,0.233169,22.121103,1.01338,0.941472,0.306541,0,0.95,0.649094,12.054604,0,0.683806,3.041796
bool/pseudoGLB/normalized-t3002-11tsp11-1900558739.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.74345,-1,0.835429,100,0.52063,0.657169,0.990204,-1,3.662138,100,0.294216,22.033208,4.703891,0.99353,0.335935,0,0.987616,0.527042,13.056299,0,0.633534,4.338913
bool/pseudoGLB/normalized-t2001-13queen13-1111223416.xml,1,0,-1,-1,1.414214,1.414214,-1,100,-1,-1,100,0.719125,-1,0.783554,100,0.472818,0.634007,0.994187,-1,3.677558,100,0.295492,21.155278,0.676245,0.997015,0.34467,0,0.994812,0.536345,9.753217,0,0.649093,4.601897
