@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE gc_bool_lin NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE gc_table NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE d_bool_cons NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC

@DATA
normalized-fischer-5-10-fair.xml.mzn_AND_NODATA,1,0,0,0.911163,0,0.839146,0.160854,0,0.088837,2,3322.933299,6680.993381,0.156512,93867957,1.342314,1.799811,2.682918,13.927167,0.949395,1.053302,4.745538,2.528787,2260,1185,42.863354,-0.784256,1.350687,2.825924,0,4.977651,0.134177,0.93891,14.287785
normalized-haystacks-26.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,213.717345,231.148122,0.001986,2910386,1.158638,0.784297,3.654197,14.675585,1.352951,0.739125,5.36048,1.523818,0,0,20.632563,1.339067,1.164407,2.70091,0,5.767612,0.16952,0.158377,6.877521
normalized-haystacks-27.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,230.895519,248.994955,0.001847,3504355,1.167681,0.784499,3.659585,14.840032,1.354768,0.738134,5.420163,1.523708,0,0,20.85672,1.329986,1.158612,2.701264,0,5.780304,0.169441,0.158199,6.95224
normalized-fischer-8-5-fair.xml.mzn_AND_NODATA,1,0,0,0.910626,0,0.838436,0.161564,0,0.089374,2,3354.605785,6752.324157,0.153932,78738852,1.333197,1.816222,2.684761,14.024835,0.949919,1.052722,4.785268,2.547975,1884,990,42.863354,-0.707474,1.355926,2.826307,0,4.982077,0.134043,0.931801,14.287785
normalized-haystacks-28.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,248.817562,267.582963,0.001713,4218713,1.175859,0.786069,3.656413,15.017007,1.352214,0.739528,5.479963,1.52282,0,0,21.072494,1.314315,1.152107,2.70402,0,5.785234,0.168816,0.158068,7.024165
normalized-frb40-19-1-mgd_ext.xml.mzn_AND_NODATA,1,0,0,0.024462,20,0.05,0.95,0,0.974894,5870,0.073238,2.85,7.3375,2280,1.300022,0.173541,77.67,2.083634,38.835,0.02575,1.041817,0.173541,760,30288,8.495855,-85.455674,0.286397,2,0,77.67,0,0.253149,4.247928
normalized-fapp32-0550-7.xml.mzn_AND_NODATA,1,0.010764,0,0.815426,0,0.574833,0.425167,550,0.17381,0,1139829.356294,3309893.402101,0,138330374954,2.893125,2.447291,2.754648,23.756409,1.222597,0.817931,10.082018,4.808197,17769,8881,51.005985,0.838379,3.144347,2.253112,0,3.516713,0.211449,0.494389,17.001995
normalized-hole-08_ext.xml.mzn_AND_NODATA,1,0,0,0.326531,0,0.333333,0.666667,0,0.673469,0,0.740741,2,0,432,0,0,4.333333,2.122449,2.041667,0.489796,1,0.143726,144,297,8,0.918296,0,2.122449,0,6.333333,0.399704,0,1
normalized-frb40-19-2-mgd_ext.xml.mzn_AND_NODATA,1,0,0,0.023959,17,0.05,0.95,0,0.975505,5106,0.072429,2.85,6.3825,2280,1.300022,0.169703,79.3025,2.081298,39.65125,0.02522,1.040649,0.169703,760,30944,8.495855,-72.33705,0.286397,2,0,79.3025,0,0.24908,4.247928
normalized-hole-09_ext.xml.mzn_AND_NODATA,1,0,0,0.302521,0,0.333333,0.666667,0,0.697479,0,0.733333,2,0,540,0,0,4.666667,2.117647,2.203704,0.453782,1,0.123115,180,415,9,0.918296,0,2.117647,0,7,0.424918,0,1
normalized-hole-10_ext.xml.mzn_AND_NODATA,1,0,0,0.28169,0,0.333333,0.666667,0,0.71831,0,0.727273,2,0,660,0,0,5,2.112676,2.366667,0.422535,1,0.106792,220,561,10,0.918296,0,2.112676,0,7.666667,0.446219,0,1
normalized-fischer-6-8-fair.xml.mzn_AND_NODATA,1,0,0,0.91128,0,0.839435,0.160565,0,0.08872,2,3335.913265,6709.02904,0.155418,91256213,1.338424,1.804909,2.684091,13.964686,0.94964,1.053031,4.759786,2.533563,2184,1146,42.863354,-0.773704,1.352489,2.82643,0,4.981179,0.133999,0.936464,14.287785
normalized-homer-10.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,5.353968,10,0,5610,0,0,5.803922,6.643856,2.901961,0.344595,3.321928,0,0,0,6.643856,3.422027,0,2,0,5.803922,0,0,3.321928
normalized-fapp34-0750-8.xml.mzn_AND_NODATA,1,0.016018,0,0.81272,0,0.581012,0.418988,750,0.171262,0,666413.509689,1944201.171892,0,74480402694,2.910168,2.47784,2.742332,23.032382,1.222245,0.818166,9.835974,7.115699,16051,8019,49.843656,0.92244,4.691774,2.243684,0,3.490303,0.216923,0.488296,16.614552
normalized-homer-11.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,5.889365,11,0,6171,0,0,5.803922,6.918863,2.901961,0.344595,3.459432,0,0,0,6.918863,3.422027,0,2,0,5.803922,0,-1,3.459432
normalized-frb40-19-3-mgd_ext.xml.mzn_AND_NODATA,1,0,0,0.023395,12,0.05,0.95,0,0.976235,3436,0.072179,2.85,4.295,2280,1.300022,0.164835,81.2125,2.078386,40.60625,0.024627,1.039193,0.164835,760,31713,8.495855,-44.336971,0.286397,2,0,81.2125,0,0.243556,4.247928
normalized-homer-12.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,6.424762,12,0,6732,0,0,5.803922,7.169925,2.901961,0.344595,3.584963,0,0,0,7.169925,3.422027,0,2,0,5.803922,0,-1,3.584963
normalized-huck-10.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,2.634889,10,0,740,0,0,8.135135,6.643856,4.067568,0.245847,3.321928,0,0,0,6.643856,3.659486,0,2,0,8.135135,0,0,3.321928
normalized-haystacks-29.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,267.34461,286.778006,0.0016,5020049,1.1837,0.786467,3.659754,15.172917,1.353099,0.739044,5.535794,1.522586,0,0,21.28049,1.305859,1.146741,2.70472,0,5.795144,0.168656,0.157909,7.093497
normalized-huck-9.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,2.3714,9,0,666,0,0,8.135135,6.33985,4.067568,0.245847,3.169925,0,0,0,6.33985,3.659486,0,2,0,8.135135,0,0,3.169925
normalized-homer-8.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,4.283174,8,0,4488,0,0,5.803922,6,2.901961,0.344595,3,0,0,0,6,3.422027,0,2,0,5.803922,0,0,3
normalized-huck-8.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,2.107911,8,0,592,0,0,8.135135,6,4.067568,0.245847,3,0,0,0,6,3.659486,0,2,0,8.135135,0,0,3
normalized-fischer-9-5-fair.xml.mzn_AND_NODATA,1,0,0,0.911179,0,0.839416,0.160584,0,0.088821,2,3364.485225,6771.962515,0.152981,89064851,1.330527,1.81522,2.686512,14.043261,0.950198,1.052413,4.790904,2.543981,2112,1110,42.863354,-0.719865,1.355696,2.827319,0,4.987835,0.133686,0.93087,14.287785
normalized-fapp34-0750-7.xml.mzn_AND_NODATA,1,0.016018,0,0.81272,0,0.581012,0.418988,750,0.171262,0,666413.509689,1944201.171892,0,74480402694,2.910168,2.47784,2.742332,23.032382,1.222245,0.818166,9.835974,7.115699,16051,8019,49.843656,0.92244,4.691774,2.243684,0,3.490303,0.216923,0.488296,16.614552
normalized-fischer-8-6-fair.xml.mzn_AND_NODATA,1,0,0,0.911463,0,0.839861,0.160139,0,0.088537,2,3356.969969,6754.39854,0.153635,93467367,1.332409,1.81151,2.686154,14.021799,0.950065,1.05256,4.781456,2.53909,2216,1164,42.863354,-0.748237,1.354817,2.827337,0,4.987281,0.133679,0.932643,14.287785
normalized-fapp32-0550-9.xml.mzn_AND_NODATA,1,0.010767,0,0.815525,0,0.574943,0.425057,550,0.173708,0,1140048.16335,3310527.101544,0,138330374938,2.892815,2.447253,2.754409,23.761426,1.222448,0.818031,10.083964,4.808597,17761,8873,51.005985,0.841449,3.144713,2.253191,0,3.516621,0.211466,0.494225,17.001995
normalized-haystacks-30.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,286.520669,306.622531,0.001499,5930693,1.191094,0.78655,3.664616,15.319427,1.354824,0.738103,5.589207,1.522537,0,0,21.481248,1.298291,1.141848,2.704865,0,5.805915,0.168623,0.157746,7.160416
normalized-ii-16b2.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.494852,2,0,4304,0,0,20.414498,2.555226,7.989312,0.125167,1,0.335778,0,0,16,2.046316,0,2.555226,0,18.254647,1.045295,0,1
normalized-frb40-19-4-mgd_ext.xml.mzn_AND_NODATA,1,0,0,0.022496,9,0.05,0.95,0,0.977238,2758,0.071544,2.85,3.4475,2280,1.300022,0.158772,84.46,2.074795,42.23,0.02368,1.037398,0.158772,760,33015,8.495855,-33.223396,0.286397,2,0,84.46,0,0.237568,4.247928
normalized-ii-32b2.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.217121,2,0,1044,0,0,24.12069,4.466477,5.400383,0.185172,1,0.476306,0,0,32,4.63988,0,4.466477,0,32.896552,1.841817,0,1
normalized-ii-16a1.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.445738,2,0,6600,0,0,14.445455,2.268056,6.369091,0.157008,1,0.15179,0,0,16,2.782431,0,2.268056,0,21.236364,0.84035,0,1
normalized-fischer-7-7-fair.xml.mzn_AND_NODATA,1,0,0,0.911479,0,0.83984,0.16016,0,0.088521,2,3346.838067,6732.290862,0.15444,94157820,1.335328,1.807604,2.685328,13.992518,0.949878,1.052766,4.770139,2.535264,2240,1176,42.863354,-0.767026,1.353375,2.827023,0,4.984985,0.13379,0.934678,14.287785
normalized-fischer-10-6-fair.xml.mzn_AND_NODATA,1,0,0,0.912517,0,0.84173,0.15827,0,0.087483,2,3375.948536,6792.125374,0.151829,118101476,1.327303,1.809567,2.689499,14.057143,0.950598,1.051969,4.792274,2.531474,2752,1446,42.863354,-0.779118,1.354394,2.82927,0,4.998275,0.132993,0.930843,14.287785
normalized-ii-16c1.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.364578,2,0,6320,0,0,16.386076,2.869175,5.711076,0.175098,1,0.348287,0,0,20,3.269505,0,2.869175,0,22.436709,1.187083,0,1
normalized-ii-16a2.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.503687,2,0,6408,0,0,17.529963,2.257204,7.76623,0.128763,1,0.193273,0,0,16,2.016666,0,2.257204,0,18.91573,0.787158,0,1
normalized-ii-16d2.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.476465,2,0,3344,0,0,23.509569,2.957935,7.947967,0.125818,1,0.453544,0,0,16,2.262235,0,2.957935,0,18.188995,1.179571,0,1
normalized-frb40-19-5-mgd_ext.xml.mzn_AND_NODATA,1,0,0,0.022208,7,0.05,0.95,0,0.977588,2166,0.071528,2.85,2.7075,2280,1.300022,0.156459,85.555,2.073458,42.7775,0.023377,1.036729,0.156459,760,33455,8.495855,-23.80345,0.286397,2,0,85.555,0,0.235041,4.247928
normalized-ii-32c3.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.225276,2,0,1116,0,0,32.295699,5.074908,6.363799,0.157139,1,0.543111,0,0,32,4.548643,0,5.074908,0,32.967742,1.790377,0,1
normalized-ii-32d1.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.239032,2,0,1328,0,0,14.801205,3.238221,4.570783,0.218781,1,0.300654,0,0,32,3.894812,0,3.238221,0,32.957831,1.833801,0,1
normalized-fapp34-0750-9.xml.mzn_AND_NODATA,1,0.016021,0,0.812774,0,0.581073,0.418927,750,0.171206,0,666483.330445,1944404.194909,0,74480402686,2.909998,2.477743,2.742201,23.035034,1.222164,0.818221,9.837013,7.116078,16047,8015,49.843656,0.924151,4.692133,2.243725,0,3.490249,0.216933,0.488206,16.614552
normalized-fischer-11-5-fair.xml.mzn_AND_NODATA,1,0,0,0.912184,0,0.841187,0.158813,0,0.087816,2,3382.99569,6808.713729,0.151268,110096901,1.325537,1.813382,2.689734,14.078269,0.950711,1.051844,4.801586,2.536648,2568,1350,42.863354,-0.762436,1.355435,2.829181,0,4.998392,0.133025,0.929057,14.287785
normalized-ii-16e2.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.430856,2,0,2128,0,0,31.635338,4.027761,7.854323,0.127318,1,0.683947,0,0,16,2.837319,0,4.027761,0,18.018797,1.215968,0,1
normalized-ii-32b3.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.264166,2,0,1392,0,0,43.155172,4.938507,8.738506,0.114436,1,0.531295,0,0,32,4.333383,0,4.938507,0,33.172414,1.802874,0,1
normalized-ii-32d2.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.246353,2,0,1616,0,0,23.20297,3.373763,6.877475,0.145402,1,0.323568,0,0,32,4.082317,0,3.373763,0,33.232673,1.849928,0,1
normalized-ii-32b4.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.283073,2,0,1524,0,0,47.232283,4.930949,9.57874,0.104398,1,0.531028,0,0,32,4.227761,0,4.930949,0,33.244094,1.803532,0,1
normalized-fischer-6-9-fair.xml.mzn_AND_NODATA,1,0,0,0.911649,0,0.840063,0.159937,0,0.088351,2,3336.738335,6709.516644,0.155275,102192648,1.338191,1.802416,2.684722,13.961954,0.949708,1.052955,4.75764,2.529031,2436,1278,42.863354,-0.800307,1.351773,2.826892,0,4.98352,0.133836,0.936918,14.287785
normalized-ii-8a3.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.452336,2,0,1056,0,0,8.409091,2.461197,3.416667,0.292683,1,0.466736,0,0,8,2.854823,0,2.461197,0,10.340909,0.63341,0,1
normalized-ii-16b1.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.480271,2,0,6912,0,0,19.388889,2.527459,7.671296,0.130356,1,0.276836,0,0,16,2.24521,0,2.527459,0,19.898148,1.029696,0,1
normalized-ii-8a4.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.486221,2,0,1584,0,0,9.984848,2.523293,3.957071,0.252712,1,0.506238,0,0,8,2.527414,0,2.523293,0,10.742424,0.655801,0,1
normalized-ii-32a1.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.322949,2,0,1836,0,0,36.95098,3.507497,10.534858,0.094923,1,0.360932,0,0,32,3.869584,0,3.507497,0,33.366013,1.862699,0,1
normalized-ii-16c2.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.484277,2,0,3696,0,0,22.209957,2.787747,7.966991,0.125518,1,0.406736,0,0,16,2.149377,0,2.787747,0,18.218615,1.139076,0,1
normalized-frb40-19-3_ext.xml.mzn_AND_NODATA,1,0,0,0.02166,0,0.05,0.95,0,0.97834,0,0.07179,2.85,0,2280,1.300022,0.150665,87.7175,2.070352,43.85875,0.0228,1.035176,0.150665,760,34327,5.247928,6.042902,0.286397,2,1,87.7175,0,0.228371,2.623964
normalized-ii-8b2.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.548102,2,0,2304,0,0,8.916667,2.208083,4.038194,0.247635,1,0.283945,0,0,8,2.039604,0,2.208083,0,10.71875,0.467943,0,1
normalized-frb40-19-1_ext.xml.mzn_AND_NODATA,1,0,0,0.02151,0,0.05,0.95,0,0.97849,0,0.072165,2.85,0,2280,1.300022,0.149835,88.3325,2.069862,44.16625,0.022642,1.034931,0.149835,760,34573,5.247928,6.408747,0.286397,2,1,88.3325,0,0.227646,2.623964
normalized-frb40-19-2_ext.xml.mzn_AND_NODATA,1,0,0,0.021537,0,0.05,0.95,0,0.978463,0,0.071985,2.85,0,2280,1.300022,0.149986,88.22,2.069951,44.11,0.022671,1.034975,0.149986,760,34528,5.247928,6.353232,0.286397,2,1,88.22,0,0.227778,2.623964
normalized-ii-8d1.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.521566,2,0,2120,0,0,7.990566,2.272605,3.516038,0.284411,1,0.285137,0,0,10,2.642433,0,2.272605,0,11.386792,0.577112,0,1
normalized-ii-32e4.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.286743,2,0,1548,0,0,46.771318,4.831309,9.680879,0.103296,1,0.520601,0,0,32,4.228436,0,4.831309,0,33.255814,1.812391,0,1
normalized-ii-8e1.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.495611,2,0,2080,0,0,8.115385,2.308534,3.515385,0.284464,1,0.31363,0,0,10,2.728821,0,2.308534,0,11.653846,0.599218,0,1
normalized-ii-16d1.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.424019,2,0,4920,0,0,20.426829,2.933279,6.963821,0.143599,1,0.388957,0,0,16,2.785475,0,2.933279,0,20.191057,1.178006,0,1
normalized-ii-32e3.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.254221,2,0,1320,0,0,37.281818,4.599252,8.106061,0.123364,1,0.494409,0,0,32,4.522967,0,4.599252,0,33.127273,1.83171,0,1
normalized-ii-32e5.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.344569,2,0,2088,0,0,48.396552,4.155782,11.645594,0.085869,1,0.445147,0,0,32,3.660163,0,4.155782,0,33.448276,1.860227,0,1
normalized-ii-8b4.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.573434,2,0,4272,0,0,9.410112,2.179571,4.317416,0.23162,1,0.258392,0,0,8,1.691658,0,2.179571,0,11.078652,0.436383,0,1
normalized-ii-8b3.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.56304,2,0,3264,0,0,9.294118,2.200174,4.224265,0.236728,1,0.277263,0,0,8,1.890206,0,2.200174,0,10.948529,0.45942,0,1
normalized-ii-32c4.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.401392,2,0,3036,0,0,76.693676,5.384626,14.243083,0.07021,1,0.578316,0,0,32,3.043618,0,5.384626,0,33.620553,1.760168,0,1
normalized-haystacks-31.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,306.408871,327.177701,0.001404,6992769,1.197908,0.787355,3.664811,15.471171,1.354185,0.738451,5.642098,1.522051,0,0,21.675256,1.289092,1.136677,2.706285,0,5.812287,0.168298,0.15761,7.225085
normalized-ii-32d3.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.372357,2,0,3296,0,0,43.597087,3.538962,12.319175,0.081174,1,0.349527,0,0,32,3.406655,0,3.538962,0,33.878641,1.861713,0,1
normalized-inithx-i-1-10.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.136668,10,0,8640,0,0,43.303241,6.643856,21.65162,0.046186,3.321928,0,0,0,6.643856,4.332733,0,2,0,43.303241,0,-1,3.321928
normalized-ii-16e1.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.363357,2,0,4980,0,0,25.692771,3.99569,6.43012,0.155518,1,0.613484,0,0,16,3.418255,0,3.99569,0,21.108434,1.223905,0,1
normalized-frb40-19-4_ext.xml.mzn_AND_NODATA,1,0,0,0.021321,0,0.05,0.95,0,0.978679,0,0.071329,2.85,0,2280,1.300022,0.148797,89.1125,2.06925,44.55625,0.022444,1.034625,0.148797,760,34885,5.247928,6.079888,0.286397,2,1,89.1125,0,0.226736,2.623964
normalized-ii-8e2.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.527821,2,0,3480,0,0,9.270115,2.313872,4.006322,0.249606,1,0.317881,0,0,10,2.323553,0,2.313872,0,12.396552,0.603141,0,1
normalized-inithx-i-1-15.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.205003,15,0,12960,0,0,43.303241,7.813781,21.65162,0.046186,3.906891,0,0,0,7.813781,4.332733,0,2,0,43.303241,0,-1,3.906891
normalized-inithx-i-1-20.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.273337,20,0,17280,0,0,43.303241,8.643856,21.65162,0.046186,4.321928,0,0,0,8.643856,4.332733,0,2,0,43.303241,0,-1,4.321928
normalized-frb40-19-5_ext.xml.mzn_AND_NODATA,1,0,0,0.021313,0,0.05,0.95,0,0.978687,0,0.07132,2.85,0,2280,1.300022,0.14875,89.1475,2.069223,44.57375,0.022435,1.034612,0.14875,760,34899,5.247928,6.106918,0.286397,2,1,89.1475,0,0.226696,2.623964
normalized-fapp32-0550-8.xml.mzn_AND_NODATA,1,0.010766,0,0.815475,0,0.574888,0.425112,550,0.173759,0,1139938.753968,3310210.221494,0,138330374946,2.89297,2.447272,2.754529,23.758916,1.222523,0.817981,10.08299,4.808446,17765,8877,51.005985,0.83992,3.14453,2.253151,0,3.516667,0.211457,0.494308,17.001995
normalized-inithx-i-1-25.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.341671,25,0,21600,0,0,43.303241,9.287712,21.65162,0.046186,4.643856,0,0,0,9.287712,4.332733,0,2,0,43.303241,0,-1,4.643856
normalized-inithx-i-1-35.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.478339,35,0,30240,0,0,43.303241,10.258566,21.65162,0.046186,5.129283,0,0,0,10.258566,4.332733,0,2,0,43.303241,0,0.000001,5.129283
normalized-inithx-i-1-40.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.546673,40,0,34560,0,0,43.303241,10.643856,21.65162,0.046186,5.321928,0,0,0,10.643856,4.332733,0,2,0,43.303241,0,-1,5.321928
normalized-ii-8d2.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.547322,2,0,3720,0,0,8.897849,2.228356,3.993011,0.250438,1,0.247456,0,0,10,2.213668,0,2.228356,0,12.33871,0.546655,0,1
normalized-inithx-i-1-45.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.615008,45,0,38880,0,0,43.303241,10.983706,21.65162,0.046186,5.491853,0,0,0,10.983706,4.332733,0,2,0,43.303241,0,-1,5.491853
normalized-fischer-7-8-fair.xml.mzn_AND_NODATA,1,0,0,0.911946,0,0.840634,0.159366,0,0.088054,2,3347.973785,6733.087487,0.154267,106975294,1.334981,1.804637,2.686115,13.989709,0.949962,1.052673,4.767642,2.529797,2532,1329,42.863354,-0.796837,1.352573,2.827602,0,4.987915,0.133585,0.935214,14.287785
normalized-inithx-i-1-50.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.683342,50,0,43200,0,0,43.303241,11.287712,21.65162,0.046186,5.643856,0,0,0,11.287712,4.332733,0,2,0,43.303241,0,-1,5.643856
normalized-ii-8c2.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.549354,2,0,3800,0,0,8.868421,2.217397,3.999474,0.250033,1,0.237622,0,0,10,2.144737,0,2.217397,0,12.342105,0.538058,0,1
normalized-inithx-i-1-53.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.724342,53,0,45792,0,0,43.303241,11.455841,21.65162,0.046186,5.72792,0,0,0,11.455841,4.332733,0,2,0,43.303241,0,0,5.72792
normalized-fischer-8-7-fair.xml.mzn_AND_NODATA,1,0,0,0.912072,0,0.840899,0.159101,0,0.087928,2,3357.754874,6754.035904,0.153419,108165885,1.332259,1.807151,2.687168,14.014743,0.950172,1.052441,4.777065,2.531644,2548,1338,42.863354,-0.782745,1.353425,2.828087,0,4.991071,0.133413,0.933548,14.287785
normalized-inithx-i-2-15.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.433697,15,0,9675,0,0,43.345736,7.813781,21.672868,0.046141,3.906891,0,0,0,7.813781,4.578252,0,2,0,43.345736,0,-1,3.906891
normalized-jean-7.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,2.556464,7,0,560,0,0,6.35,5.61471,3.175,0.314961,2.807355,0,0,0,5.61471,3.691567,0,2,0,6.35,0,0,2.807355
normalized-jean-8.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,2.921673,8,0,640,0,0,6.35,6,3.175,0.314961,3,0,0,0,6,3.691567,0,2,0,6.35,0,0,3
normalized-jean-9.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,3.286882,9,0,720,0,0,6.35,6.33985,3.175,0.314961,3.169925,0,0,0,6.33985,3.691567,0,2,0,6.35,0,0,3.169925
normalized-inithx-i-2-20.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.578263,20,0,12900,0,0,43.345736,8.643856,21.672868,0.046141,4.321928,0,0,0,8.643856,4.578252,0,2,0,43.345736,0,-1,4.321928
normalized-fischer-6-10-fair.xml.mzn_AND_NODATA,1,0,0,0.911947,0,0.840569,0.159431,0,0.088053,2,3336.217849,6707.537782,0.15516,113089087,1.338544,1.79931,2.685231,13.953612,0.949763,1.052895,4.753863,2.524341,2688,1410,42.863354,-0.824091,1.35049,2.827265,0,4.985409,0.133704,0.937655,14.287785
normalized-inithx-i-1-30.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.410005,30,0,25920,0,0,43.303241,9.813781,21.65162,0.046186,4.906891,0,0,0,9.813781,4.332733,0,2,0,43.303241,0,0.000001,4.906891
normalized-jnh16_ext.xml.mzn_AND_NODATA,1,0,0,0.190658,1,0.333333,0.666667,0,0.808389,4,0.394866,2,0.013333,600,0,0,15.233333,4.35653,3.496667,0.285987,1,2.839322,200,848,11,3.67119,0,4.35653,0,52.953333,0.474503,0,1
normalized-fischer-9-6-fair.xml.mzn_AND_NODATA,1,0,0,0.912009,0,0.84083,0.15917,0,0.087991,2,3366.485118,6773.318724,0.152698,105704412,1.329883,1.810329,2.687876,14.038767,0.95034,1.052255,4.786626,2.535001,2484,1305,42.863354,-0.760446,1.354451,2.828333,0,4.992951,0.133326,0.931797,14.287785
