@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC

@DATA
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,17.0213
./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf,1,12.5333
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g7.cnf,1,17.5804
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p15-s16393788.cnf,1,112.958
./SAT05/crafted/jarvisalo05/mod2-rand3bip-sat/mod2-rand3bip-sat-270-1.shuffled-as.sat05-2248.cnf,1,21.0262
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,1,595.746
./SAT11/crafted/spence/sgen/sgen3-n160-s73223945-unsat.cnf,1,2.7557
./SAT09/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,271.312
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-19_349.cnf,1,26.4802
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p30-s17570390.cnf,1,1452.43
./SAT11/crafted/mosoi/289/289-sat-11x9.cnf,1,0.176
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes10.cnf,1,90.8413
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-19_348.cnf,1,11.0587
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes7.cnf,1,26.3855
./SAT05/crafted/sorge05/QG7/gensys-icl007.shuffled-as.sat05-3133.cnf,1,11.9521
./SAT09/CRAFTED/edgematching/all/em_8_4_5_all.cnf,1,125.654
./SAT03/handmade/markstrom/UNSATISFIABLE/mm-2x2-6-6-s.1.shuffled-as.sat03-1499.cnf,1,28.9713
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_32_s.cnf,1,15.8854
./SAT11/crafted/mosoi/289/289-unsat-21x40.cnf,1,4843.88
./SAT11/crafted/skvortsov/automata-synchronization/crn_20_360_u.cnf,1,18.125
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-1.shuffled-as.sat05-2533.cnf,1,27.6702
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-13_160.cnf,1,9.0547
./SAT11/crafted/spence/sgen/sgen3-n280-s93756482-sat.cnf,1,9.3642
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v1560c133795gyes1.cnf,1,32.4
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-020-019.shuffled-as.sat05-1232.cnf,1,1.5771
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g2.cnf,1,13.2179
./SAT11/crafted/spence/sgen/sgen3-n120-s12930489-sat.cnf,1,4.6461
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes6.cnf,1,523.5
./SAT11/crafted/spence/sgen/sgen3-n200-s00813792-unsat.cnf,1,2.7731
./SAT11/crafted/skvortsov/battleship/battleship-17-33-sat.cnf,1,5.1343
./SAT03/handmade/bevan/cnf/marg3x3add8ch.shuffled-as.sat03-1448.cnf,1,1.1502
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,12.9001
./SAT03/handmade/anton/UNSAT/SGI_30_70_18_80_10-dir.shuffled-as.sat03-140.cnf,1,4.1787
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g1.cnf,1,29.7778
