@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_sums_count NUMERIC
@ATTRIBUTE stats_var_bool NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_table_count NUMERIC

@DATA
bqwh-15-106-5_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-60_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-61_ext.xml.minion.converted.minion.gz,1,0,0,0.107817,106,106,106,600
bqwh-15-106-61_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-62_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-63_ext.xml.minion.converted.minion.gz,1,0,0,0.105481,106,106,106,587
bqwh-15-106-63_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-65_ext.xml.minion.converted.minion.gz,1,0,0,0.104762,106,106,106,583
bqwh-15-106-65_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-66_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-67_ext.xml.minion.converted.minion.gz,1,0,0,0.105121,106,106,106,585
bqwh-15-106-67_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0
bqwh-15-106-68_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-69_ext.xml.minion.converted.minion.gz,1,0,0,0.109254,106,106,106,608
bqwh-15-106-69_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-6_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-70_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0
bqwh-15-106-71_ext.xml.minion.converted.minion.gz,1,0,0,0.109973,106,106,106,612
bqwh-15-106-71_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0
bqwh-15-106-72_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-73_ext.xml.minion.converted.minion.gz,1,0,0,0.103504,106,106,106,576
bqwh-15-106-73_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-74_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-75_ext.xml.minion.converted.minion.gz,1,0,0,0.110692,106,106,106,616
bqwh-15-106-75_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0
bqwh-15-106-76_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-77_ext.xml.minion.converted.minion.gz,1,0,0,0.106559,106,106,106,593
bqwh-15-106-77_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-78_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-79_ext.xml.minion.converted.minion.gz,1,0,0,0.10584,106,106,106,589
bqwh-15-106-79_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-7_ext.xml.minion.converted.minion.gz,1,0,0,0.104582,106,106,106,582
bqwh-15-106-7_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-80_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0
bqwh-15-106-81_ext.xml.minion.converted.minion.gz,1,0,0,0.106199,106,106,106,591
bqwh-15-106-81_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0
bqwh-15-106-83_ext.xml.minion.converted.minion.gz,1,0,0,0.108356,106,106,106,603
bqwh-15-106-83_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-84_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-85_ext.xml.minion.converted.minion.gz,1,0,0,0.10602,106,106,106,590
bqwh-15-106-85_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0
bqwh-15-106-86_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0
bqwh-15-106-87_ext.xml.minion.converted.minion.gz,1,0,0,0.104043,106,106,106,579
bqwh-15-106-87_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-88_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0
bqwh-15-106-89_ext.xml.minion.converted.minion.gz,1,0,0,0.107817,106,106,106,600
bqwh-15-106-89_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-8_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-90_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0
bqwh-15-106-91_ext.xml.minion.converted.minion.gz,1,0,0,0.109973,106,106,106,612
bqwh-15-106-92_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-93_ext.xml.minion.converted.minion.gz,1,0,0,0.108356,106,106,106,603
bqwh-15-106-93_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-94_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-95_ext.xml.minion.converted.minion.gz,1,0,0,0.107457,106,106,106,598
bqwh-15-106-95_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-96_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-97_ext.xml.minion.converted.minion.gz,1,0,0,0.107996,106,106,106,601
bqwh-15-106-97_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-98_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0
bqwh-15-106-99_ext.xml.minion.converted.minion.gz,1,0,0,0.11195,106,106,106,623
bqwh-15-106-99_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0
bqwh-15-106-9_ext.xml.minion.converted.minion.gz,1,0,0,0.106739,106,106,106,594
bqwh-15-106-9_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0
bqwh-18-141-11_ext.xml.minion.converted.minion.gz,1,0,0,0.088754,141,141,141,876
bqwh-18-141-13_ext.xml.minion.converted.minion.gz,1,0,0,0.086626,141,141,141,855
bqwh-18-141-15_ext.xml.minion.converted.minion.gz,1,0,0,0.089362,141,141,141,882
bqwh-18-141-17_ext.xml.minion.converted.minion.gz,1,0,0,0.086322,141,141,141,852
bqwh-18-141-19_ext.xml.minion.converted.minion.gz,1,0,0,0.089868,141,141,141,887
bqwh-18-141-1_ext.xml.minion.converted.minion.gz,1,0,0,0.089058,141,141,141,879
bqwh-18-141-21_ext.xml.minion.converted.minion.gz,1,0,0,0.089767,141,141,141,886
bqwh-18-141-23_ext.xml.minion.converted.minion.gz,1,0,0,0.090071,141,141,141,889
bqwh-18-141-25_ext.xml.minion.converted.minion.gz,1,0,0,0.089868,141,141,141,887
bqwh-18-141-27_ext.xml.minion.converted.minion.gz,1,0,0,0.085309,141,141,141,842
bqwh-18-141-29_ext.xml.minion.converted.minion.gz,1,0,0,0.08997,141,141,141,888
bqwh-18-141-31_ext.xml.minion.converted.minion.gz,1,0,0,0.092401,141,141,141,912
bqwh-18-141-33_ext.xml.minion.converted.minion.gz,1,0,0,0.087437,141,141,141,863
bqwh-18-141-35_ext.xml.minion.converted.minion.gz,1,0,0,0.088045,141,141,141,869
bqwh-18-141-37_ext.xml.minion.converted.minion.gz,1,0,0,0.089463,141,141,141,883
bqwh-18-141-39_ext.xml.minion.converted.minion.gz,1,0,0,0.088045,141,141,141,869
bqwh-18-141-3_ext.xml.minion.converted.minion.gz,1,0,0,0.089058,141,141,141,879
bqwh-18-141-41_ext.xml.minion.converted.minion.gz,1,0,0,0.087741,141,141,141,866
bqwh-18-141-43_ext.xml.minion.converted.minion.gz,1,0,0,0.093212,141,141,141,920
bqwh-18-141-45_ext.xml.minion.converted.minion.gz,1,0,0,0.089666,141,141,141,885
bqwh-18-141-47_ext.xml.minion.converted.minion.gz,1,0,0,0.090679,141,141,141,895
bqwh-18-141-49_ext.xml.minion.converted.minion.gz,1,0,0,0.089564,141,141,141,884
bqwh-18-141-51_ext.xml.minion.converted.minion.gz,1,0,0,0.092604,141,141,141,914
bqwh-18-141-53_ext.xml.minion.converted.minion.gz,1,0,0,0.091388,141,141,141,902
bqwh-18-141-55_ext.xml.minion.converted.minion.gz,1,0,0,0.086525,141,141,141,854
bqwh-18-141-57_ext.xml.minion.converted.minion.gz,1,0,0,0.084397,141,141,141,833
bqwh-18-141-59_ext.xml.minion.converted.minion.gz,1,0,0,0.087538,141,141,141,864
bqwh-18-141-5_ext.xml.minion.converted.minion.gz,1,0,0,0.087031,141,141,141,859
bqwh-18-141-61_ext.xml.minion.converted.minion.gz,1,0,0,0.090983,141,141,141,898
bqwh-18-141-63_ext.xml.minion.converted.minion.gz,1,0,0,0.090071,141,141,141,889
bqwh-18-141-65_ext.xml.minion.converted.minion.gz,1,0,0,0.084397,141,141,141,833
bqwh-18-141-67_ext.xml.minion.converted.minion.gz,1,0,0,0.086424,141,141,141,853
bqwh-18-141-69_ext.xml.minion.converted.minion.gz,1,0,0,0.085917,141,141,141,848
bqwh-18-141-71_ext.xml.minion.converted.minion.gz,1,0,0,0.088754,141,141,141,876
bqwh-18-141-73_ext.xml.minion.converted.minion.gz,1,0,0,0.090679,141,141,141,895
bqwh-18-141-75_ext.xml.minion.converted.minion.gz,1,0,0,0.089666,141,141,141,885
bqwh-18-141-77_ext.xml.minion.converted.minion.gz,1,0,0,0.092199,141,141,141,910
bqwh-18-141-79_ext.xml.minion.converted.minion.gz,1,0,0,0.085714,141,141,141,846
bqwh-18-141-7_ext.xml.minion.converted.minion.gz,1,0,0,0.087437,141,141,141,863
bqwh-18-141-81_ext.xml.minion.converted.minion.gz,1,0,0,0.087234,141,141,141,861
bqwh-18-141-83_ext.xml.minion.converted.minion.gz,1,0,0,0.083992,141,141,141,829
bqwh-18-141-85_ext.xml.minion.converted.minion.gz,1,0,0,0.088652,141,141,141,875
bqwh-18-141-87_ext.xml.minion.converted.minion.gz,1,0,0,0.090983,141,141,141,898
bqwh-18-141-89_ext.xml.minion.converted.minion.gz,1,0,0,0.08997,141,141,141,888
bqwh-18-141-91_ext.xml.minion.converted.minion.gz,1,0,0,0.087842,141,141,141,867
bqwh-18-141-93_ext.xml.minion.converted.minion.gz,1,0,0,0.087437,141,141,141,863
bqwh-18-141-95_ext.xml.minion.converted.minion.gz,1,0,0,0.091591,141,141,141,904
bqwh-18-141-97_ext.xml.minion.converted.minion.gz,1,0,0,0.08845,141,141,141,873
bqwh-18-141-99_ext.xml.minion.converted.minion.gz,1,0,0,0.09078,141,141,141,896
bqwh-18-141-9_ext.xml.minion.converted.minion.gz,1,0,0,0.089362,141,141,141,882
composed-25-10-20-0_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620
composed-25-10-20-1_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620
composed-25-10-20-2_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620
composed-25-10-20-3_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620
composed-25-10-20-4_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620
composed-25-10-20-5_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620
composed-25-10-20-6_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620
composed-25-10-20-7_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620
composed-25-10-20-8_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620
composed-25-10-20-9_ext.xml.minion.gz,1,0,0,0.113553,105,105,105,620
composed-25-1-2-0_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224
composed-25-1-2-1_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224
composed-25-1-2-2_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224
composed-25-1-2-3_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224
composed-25-1-2-4_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224
composed-25-1-25-0_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247
composed-25-1-25-1_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247
composed-25-1-25-2_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247
composed-25-1-25-3_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247
composed-25-1-25-4_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247
composed-25-1-25-5_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247
composed-25-1-25-6_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247
composed-25-1-25-7_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247
composed-25-1-25-8_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247
composed-25-1-25-9_ext.xml.minion.gz,1,0,0,0.467803,33,33,33,247
composed-25-1-2-5_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224
composed-25-1-2-6_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224
composed-25-1-2-7_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224
composed-25-1-2-8_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224
composed-25-1-2-9_ext.xml.minion.gz,1,0,0,0.424242,33,33,33,224
composed-25-1-40-0_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262
composed-25-1-40-1_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262
composed-25-1-40-2_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262
composed-25-1-40-3_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262
composed-25-1-40-4_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262
composed-25-1-40-5_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262
composed-25-1-40-6_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262
composed-25-1-40-7_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262
composed-25-1-40-8_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262
composed-25-1-40-9_ext.xml.minion.gz,1,0,0,0.496212,33,33,33,262
composed-25-1-80-0_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302
composed-25-1-80-1_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302
composed-25-1-80-2_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302
composed-25-1-80-3_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302
composed-25-1-80-4_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302
composed-25-1-80-5_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302
composed-25-1-80-6_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302
composed-25-1-80-7_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302
composed-25-1-80-8_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302
composed-25-1-80-9_ext.xml.minion.gz,1,0,0,0.57197,33,33,33,302
composed-75-1-2-0_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624
composed-75-1-2-1_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624
composed-75-1-2-2_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624
composed-75-1-2-3_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624
composed-75-1-2-4_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624
composed-75-1-25-0_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647
composed-75-1-25-1_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647
composed-75-1-25-2_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647
composed-75-1-25-3_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647
composed-75-1-25-4_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647
composed-75-1-25-5_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647
composed-75-1-25-6_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647
composed-75-1-25-7_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647
composed-75-1-25-8_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647
composed-75-1-25-9_ext.xml.minion.gz,1,0,0,0.190126,83,83,83,647
composed-75-1-2-5_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624
composed-75-1-2-6_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624
composed-75-1-2-7_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624
composed-75-1-2-8_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624
composed-75-1-2-9_ext.xml.minion.gz,1,0,0,0.183368,83,83,83,624
composed-75-1-40-0_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662
composed-75-1-40-1_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662
composed-75-1-40-2_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662
composed-75-1-40-3_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662
composed-75-1-40-4_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662
composed-75-1-40-5_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662
composed-75-1-40-6_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662
composed-75-1-40-7_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662
composed-75-1-40-8_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662
composed-75-1-40-9_ext.xml.minion.gz,1,0,0,0.194534,83,83,83,662
composed-75-1-80-0_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702
composed-75-1-80-1_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702
composed-75-1-80-2_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702
composed-75-1-80-3_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702
composed-75-1-80-4_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702
composed-75-1-80-5_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702
composed-75-1-80-6_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702
composed-75-1-80-7_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702
composed-75-1-80-8_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702
composed-75-1-80-9_ext.xml.minion.gz,1,0,0,0.206289,83,83,83,702
costasArray-10.xml.minion.convert.minion,1,88,0,0.176799,54,54,54,0
costasArray-11.xml.minion.convert.minion,1,108,0,0.157692,65,65,65,0
costasArray-12.xml.minion.convert.minion,1,130,0,0.142174,77,77,77,0
costasArray-13.xml.minion.convert.minion,1,154,0,0.129338,90,90,90,0
costasArray-14.xml.minion.convert.minion,1,180,0,0.118559,104,104,104,0
costasArray-15.xml.minion.convert.minion,1,208,0,0.109386,119,119,119,0
costasArray-16.xml.minion.convert.minion,1,238,0,0.101493,135,135,135,0
costasArray-17.xml.minion.convert.minion,1,270,0,0.094632,152,152,152,0
costasArray-18.xml.minion.convert.minion,1,304,0,0.088618,170,170,170,0
costasArray-19.xml.minion.convert.minion,1,340,0,0.083305,189,189,189,0
costasArray-20.xml.minion.convert.minion,1,378,0,0.078579,209,209,209,0
cril-0_ext.xml.minion.converted.minion,1,0,0,0.086362,108,108,108,34
cril-0_ext.xml.minion.converted.minion.gz,1,0,0,0.086362,108,108,108,34
cril-2_ext.xml.minion.converted.minion,1,0,0,0.094389,208,208,208,2032
cril-3_ext.xml.minion.converted.minion,1,0,0,0.094389,208,208,208,2032
cril-4_ext.xml.minion.converted.minion,1,0,0,1,45,45,45,990
cril-5_ext.xml.minion.converted.minion,1,0,0,1,42,42,42,861
cril-6_ext.xml.minion.converted.minion,1,0,0,0.314286,36,36,36,153
cril-6_ext.xml.minion.converted.minion.gz,1,0,0,0.314286,36,36,36,153
cril-7.ext.xml.minion.converted.minion,1,0,0,0.314286,36,36,36,153
cril-7.ext.xml.minion.converted.minion.gz,1,0,0,0.314286,36,36,36,153
crossword-m1-uk-23-10.xml.minion.WOR.minion.gz,1,0,0,0.49145,462,462,462,156
crossword-m1-words-15-01.xml.minion.WOR.minion.gz,1,0,0,0.476528,189,189,189,78
crossword-m1-words-15-06.xml.minion.WOR.minion.gz,1,0,0,0.565847,195,195,195,72
crossword-m1-words-15-10.xml.minion.WOR.minion.gz,1,0,0,0.71462,190,190,190,72
crossword-m1-words-19-03.xml.minion.WOR.minion.gz,1,0,0,0.52707,307,307,307,118
crossword-m1-words-19-04.xml.minion.WOR.minion.gz,1,0,0,0.548145,296,296,296,132
crossword-m1-words-21-01.xml.minion.WOR.minion.gz,1,0,0,0.549742,373,373,373,138
crossword-m1-words-21-06.xml.minion.WOR.minion.gz,1,0,0,0.534435,373,373,373,146
crossword-m1-words-21-10.xml.minion.WOR.minion.gz,1,0,0,0.575301,383,383,383,134
crossword-m1-words-23-02.xml.minion.WOR.minion.gz,1,0,0,0.557752,435,435,435,182
crossword-m1-words-23-03.xml.minion.WOR.minion.gz,1,0,0,0.565252,440,440,440,174
crossword-m1-words-23-05.xml.minion.WOR.minion.gz,1,0,0,0.633283,445,445,445,180
driverlogw-01c-sat_ext.xml.minion.converted.minion.gz,1,0,0,0.087324,71,71,71,217
driverlogw-02c-sat_ext.xml.minion.converted.minion.gz,1,0,0,0.089812,301,301,301,4055
driverlogw-04c-sat_ext.xml.minion.converted.minion.gz,1,0,0,0.105166,272,272,272,3876
driverlogw-05c-sat_ext.xml.minion.converted.minion.gz,1,0,0,0.100497,351,351,351,6173
driverlogw-08cc-sat_ext.xml.minion.converted.minion.gz,1,0,0,0.112263,408,408,408,9321
driverlogw-08c-sat_ext.xml.minion.converted.minion.gz,1,0,0,0.112263,408,408,408,9321
driverlogw-09-sat_ext.xml.minion.converted.minion.gz,1,0,0,0.082717,650,650,650,17447
dsjc-125-1-4-ext.xml.minion.converted.minion.gz,1,0,0,0.094968,125,125,125,736
dsjc-125-1-5-ext.xml.minion.converted.minion.gz,1,0,0,0.094968,125,125,125,736
dubois-100_ext.xml.minion.converted.minion.gz,1,0,0,0.013333,300,300,300,200
dubois-20_ext.xml.minion.converted.minion.gz,1,0,0,0.066667,60,60,60,40
dubois-21_ext.xml.minion.converted.minion.gz,1,0,0,0.063492,63,63,63,42
dubois-22_ext.xml.minion.converted.minion.gz,1,0,0,0.060606,66,66,66,44
dubois-23_ext.xml.minion.converted.minion.gz,1,0,0,0.057971,69,69,69,46
dubois-24_ext.xml.minion.converted.minion.gz,1,0,0,0.055556,72,72,72,48
dubois-25_ext.xml.minion.converted.minion.gz,1,0,0,0.053333,75,75,75,50
dubois-26_ext.xml.minion.converted.minion.gz,1,0,0,0.051282,78,78,78,52
dubois-27_ext.xml.minion.converted.minion.gz,1,0,0,0.049383,81,81,81,54
dubois-28_ext.xml.minion.converted.minion.gz,1,0,0,0.047619,84,84,84,56
dubois-29_ext.xml.minion.converted.minion.gz,1,0,0,0.045977,87,87,87,58
dubois-30_ext.xml.minion.converted.minion.gz,1,0,0,0.044444,90,90,90,60
dubois-50_ext.xml.minion.converted.minion.gz,1,0,0,0.026667,150,150,150,100
ehi-85-297-0_ext.xml.minion.gz,1,0,0,0.093139,297,297,297,4094
ehi-85-297-10_ext.xml.minion.gz,1,0,0,0.09323,297,297,297,4098
ehi-85-297-11_ext.xml.minion.gz,1,0,0,0.093275,297,297,297,4100
ehi-85-297-12_ext.xml.minion.gz,1,0,0,0.093252,297,297,297,4099
ehi-85-297-13_ext.xml.minion.gz,1,0,0,0.093321,297,297,297,4102
ehi-85-297-14_ext.xml.minion.gz,1,0,0,0.093525,297,297,297,4111
ehi-85-297-15_ext.xml.minion.gz,1,0,0,0.094026,297,297,297,4133
ehi-85-297-16_ext.xml.minion.gz,1,0,0,0.093389,297,297,297,4105
ehi-85-297-17_ext.xml.minion.gz,1,0,0,0.093321,297,297,297,4102
ehi-85-297-18_ext.xml.minion.gz,1,0,0,0.09373,297,297,297,4120
ehi-85-297-19_ext.xml.minion.gz,1,0,0,0.093685,297,297,297,4118
ehi-85-297-1_ext.xml.minion.gz,1,0,0,0.093548,297,297,297,4112
ehi-85-297-20_ext.xml.minion.gz,1,0,0,0.093412,297,297,297,4106
ehi-85-297-21_ext.xml.minion.gz,1,0,0,0.09323,297,297,297,4098
ehi-85-297-22_ext.xml.minion.gz,1,0,0,0.093434,297,297,297,4107
ehi-85-297-23_ext.xml.minion.gz,1,0,0,0.093867,297,297,297,4126
ehi-85-297-24_ext.xml.minion.gz,1,0,0,0.093389,297,297,297,4105
ehi-85-297-25_ext.xml.minion.gz,1,0,0,0.093207,297,297,297,4097
ehi-85-297-26_ext.xml.minion.gz,1,0,0,0.093321,297,297,297,4102
ehi-85-297-27_ext.xml.minion.gz,1,0,0,0.09373,297,297,297,4120
ehi-85-297-28_ext.xml.minion.gz,1,0,0,0.093275,297,297,297,4100
ehi-85-297-29_ext.xml.minion.gz,1,0,0,0.093503,297,297,297,4110
ehi-85-297-2_ext.xml.minion.gz,1,0,0,0.09373,297,297,297,4120
ehi-85-297-30_ext.xml.minion.gz,1,0,0,0.093753,297,297,297,4121
ehi-85-297-31_ext.xml.minion.gz,1,0,0,0.093275,297,297,297,4100
ehi-85-297-32_ext.xml.minion.gz,1,0,0,0.093685,297,297,297,4118
ehi-85-297-33_ext.xml.minion.gz,1,0,0,0.093139,297,297,297,4094
ehi-85-297-34_ext.xml.minion.gz,1,0,0,0.093525,297,297,297,4111
ehi-85-297-35_ext.xml.minion.gz,1,0,0,0.093503,297,297,297,4110
ehi-85-297-36_ext.xml.minion.gz,1,0,0,0.093571,297,297,297,4113
ehi-85-297-37_ext.xml.minion.gz,1,0,0,0.093207,297,297,297,4097
ehi-85-297-38_ext.xml.minion.gz,1,0,0,0.09373,297,297,297,4120
ehi-85-297-39_ext.xml.minion.gz,1,0,0,0.093889,297,297,297,4127
ehi-85-297-3_ext.xml.minion.gz,1,0,0,0.09348,297,297,297,4109
ehi-85-297-40_ext.xml.minion.gz,1,0,0,0.094117,297,297,297,4137
ehi-85-297-41_ext.xml.minion.gz,1,0,0,0.092979,297,297,297,4087
ehi-85-297-42_ext.xml.minion.gz,1,0,0,0.09398,297,297,297,4131
ehi-85-297-43_ext.xml.minion.gz,1,0,0,0.093525,297,297,297,4111
ehi-85-297-44_ext.xml.minion.gz,1,0,0,0.093958,297,297,297,4130
ehi-85-297-45_ext.xml.minion.gz,1,0,0,0.092957,297,297,297,4086
ehi-85-297-46_ext.xml.minion.gz,1,0,0,0.093434,297,297,297,4107
ehi-85-297-47_ext.xml.minion.gz,1,0,0,0.093343,297,297,297,4103
ehi-85-297-48_ext.xml.minion.gz,1,0,0,0.093548,297,297,297,4112
ehi-85-297-49_ext.xml.minion.gz,1,0,0,0.093821,297,297,297,4124
ehi-85-297-4_ext.xml.minion.gz,1,0,0,0.093707,297,297,297,4119
ehi-85-297-50_ext.xml.minion.gz,1,0,0,0.093616,297,297,297,4115
ehi-85-297-51_ext.xml.minion.gz,1,0,0,0.09348,297,297,297,4109
ehi-85-297-52_ext.xml.minion.gz,1,0,0,0.09323,297,297,297,4098
ehi-85-297-53_ext.xml.minion.gz,1,0,0,0.093548,297,297,297,4112
ehi-85-297-54_ext.xml.minion.gz,1,0,0,0.093412,297,297,297,4106
ehi-85-297-55_ext.xml.minion.gz,1,0,0,0.093753,297,297,297,4121
ehi-85-297-56_ext.xml.minion.gz,1,0,0,0.093321,297,297,297,4102
ehi-85-297-57_ext.xml.minion.gz,1,0,0,0.093616,297,297,297,4115
