@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_sums_count NUMERIC
@ATTRIBUTE stats_var_bool NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE SAC_literals NUMERIC
@ATTRIBUTE stats_sums_proportion NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_alldiff_count NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC

@DATA
bqwh-15-106-67_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.0121,0.0121,644,0.114632,979,144,0,0.455535,7.792453,57,0.113208,30,0.113208,0.113208,0.398353,0.003617,0.132075,139.931677,2,97,121,12.150943,10,78,7
bqwh-15-106-68_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-69_ext.xml.minion.converted.minion.gz,1,0,0,0.109254,106,106,106,608,0.013651,0.013651,1360,0.108224,223,1,0,0.432962,18.566038,2,0.09434,0,0.113208,0.113208,0.811536,0.010384,0.122642,58.970588,1,65,87,11.471698,11,18,9
bqwh-15-106-69_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-6_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-70_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.012151,0.012151,632,0.114632,954,4,0,0.455535,7.679245,57,0.113208,30,0.122642,0.113208,0.403611,0.003617,0.132075,137.696203,2,92,108,12.150943,10,80,7
bqwh-15-106-71_ext.xml.minion.converted.minion.gz,1,0,0,0.109973,106,106,106,612,0.014221,0.014221,1206,0.108936,324,0,0,0.433252,17.150943,2,0.084906,0,0.113208,0.113208,0.81488,0.009534,0.122642,65.413765,2,68,98,11.54717,9,22,7
bqwh-15-106-71_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.012186,0.012186,624,0.114632,981,33,0,0.455601,7.603774,58,0.113208,30,0.113208,0.113208,0.407097,0.003377,0.122642,137.113782,2,95,109,12.150943,9,80,7
bqwh-15-106-72_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-73_ext.xml.minion.converted.minion.gz,1,0,0,0.103504,106,106,106,576,0.013884,0.013884,1221,0.102528,335,12,0,0.411261,16.95283,3,0.075472,0,0.103774,0.103774,0.814376,0.013901,0.122642,63.563473,1,68,89,10.867925,10,21,7
bqwh-15-106-73_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-74_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-75_ext.xml.minion.converted.minion.gz,1,0,0,0.110692,106,106,106,616,0.013813,0.013813,1327,0.109648,335,6,0,0.438657,18.330189,1,0.084906,0,0.113208,0.113208,0.812895,0.010403,0.132075,59.77468,2,67,84,11.622642,12,22,8
bqwh-15-106-75_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.011751,0.011751,741,0.114632,961,9,0,0.455535,8.707547,57,0.113208,30,0.113208,0.113208,0.359923,0.003617,0.132075,122.022942,2,86,102,12.150943,12,72,8
bqwh-15-106-76_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-77_ext.xml.minion.converted.minion.gz,1,0,0,0.106559,106,106,106,593,0.014662,0.014662,1070,0.105554,694,42,0,0.421499,15.688679,4,0.075472,0,0.122642,0.113208,0.814681,0.013474,0.132075,72.496262,1,63,106,11.188679,8,27,6
bqwh-15-106-77_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-78_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-79_ext.xml.minion.converted.minion.gz,1,0,0,0.10584,106,106,106,589,0.013981,0.013981,1222,0.104842,940,32,0,0.423599,17.084906,3,0.075472,0,0.113208,0.113208,0.815261,0.015185,0.132075,65.546645,1,68,89,11.113208,10,21,7
bqwh-15-106-79_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-7_ext.xml.minion.converted.minion.gz,1,0,0,0.104582,106,106,106,582,0.014083,0.014083,1181,0.103596,243,5,0,0.419787,16.632075,0,0.075472,0,0.103774,0.103774,0.815281,0.015167,0.122642,64.8442,1,65,96,10.981132,9,23,7
bqwh-15-106-7_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-80_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.011783,0.011783,731,0.114632,959,65,0,0.455535,8.613208,57,0.113208,30,0.113208,0.113208,0.363999,0.003617,0.132075,123.253078,2,87,102,12.150943,11,72,8
bqwh-15-106-81_ext.xml.minion.converted.minion.gz,1,0,0,0.106199,106,106,106,591,0.013956,0.013956,1233,0.105198,767,11,0,0.420299,17.207547,2,0.075472,0,0.113208,0.103774,0.814812,0.011862,0.132075,64.563666,2,68,88,11.150943,10,22,7
bqwh-15-106-81_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.011989,0.011989,672,0.114632,978,128,0,0.455535,8.056604,57,0.113208,30,0.113208,0.113208,0.386553,0.003617,0.132075,131.735119,2,90,106,12.150943,10,75,7
bqwh-15-106-83_ext.xml.minion.converted.minion.gz,1,0,0,0.108356,106,106,106,603,0.014063,0.014063,1229,0.107334,243,0,0,0.428577,17.283019,2,0.084906,0,0.122642,0.113208,0.814694,0.013495,0.132075,64.053702,1,69,90,11.377358,10,22,8
bqwh-15-106-83_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-84_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-85_ext.xml.minion.converted.minion.gz,1,0,0,0.10602,106,106,106,590,0.01389,0.01389,1249,0.10502,335,5,0,0.418286,17.349057,2,0.075472,0,0.122642,0.113208,0.814083,0.013092,0.132075,62.892714,2,67,88,11.132075,10,21,7
bqwh-15-106-85_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.011926,0.011926,689,0.114632,965,44,0,0.455535,8.216981,57,0.113208,30,0.122642,0.113208,0.379847,0.003617,0.132075,127.597968,2,88,106,12.150943,10,71,7
bqwh-15-106-86_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.011717,0.011717,752,0.114632,968,2,0,0.455535,8.811321,57,0.113208,30,0.122642,0.113208,0.356301,0.003617,0.132075,119.974734,2,86,98,12.150943,11,71,9
bqwh-15-106-87_ext.xml.minion.converted.minion.gz,1,0,0,0.104043,106,106,106,579,0.013626,0.013626,1303,0.103062,335,4,0,0.416355,17.754717,1,0.075472,0,0.113208,0.103774,0.8119,0.01504,0.132075,60.975441,1,67,88,10.924528,10,20,9
bqwh-15-106-87_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-88_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.011783,0.011783,731,0.114632,949,9,0,0.455535,8.613208,57,0.113208,30,0.113208,0.113208,0.363693,0.003617,0.132075,123.402189,2,84,104,12.150943,11,72,8
bqwh-15-106-89_ext.xml.minion.converted.minion.gz,1,0,0,0.107817,106,106,106,600,0.013856,0.013856,1280,0.1068,335,3,0,0.428707,17.735849,1,0.075472,0,0.122642,0.113208,0.813596,0.012399,0.122642,61.907812,1,65,89,11.320755,10,20,8
bqwh-15-106-89_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-8_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-90_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.012212,0.012212,618,0.114632,978,15,0,0.455535,7.54717,57,0.113208,30,0.122642,0.113208,0.40998,0.003617,0.132075,142.173139,2,97,121,12.150943,9,81,7
bqwh-15-106-91_ext.xml.minion.converted.minion.gz,1,0,0,0.109973,106,106,106,612,0.014166,0.014166,1220,0.108936,335,7,0,0.434757,17.283019,2,0.084906,0,0.113208,0.113208,0.814791,0.010214,0.132075,64.530328,1,68,89,11.54717,10,25,7
bqwh-15-106-92_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-93_ext.xml.minion.converted.minion.gz,1,0,0,0.108356,106,106,106,603,0.01412,0.01412,1214,0.107334,243,2,0,0.430809,17.141509,2,0.084906,0,0.103774,0.113208,0.814891,0.012187,0.132075,63.787479,1,66,89,11.377358,9,22,7
bqwh-15-106-93_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-94_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-95_ext.xml.minion.converted.minion.gz,1,0,0,0.107457,106,106,106,598,0.013848,0.013848,1278,0.106444,793,14,0,0.426205,17.698113,2,0.084906,0,0.113208,0.113208,0.813834,0.014062,0.132075,62.465571,1,67,88,11.283019,11,22,8
bqwh-15-106-95_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-96_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-97_ext.xml.minion.converted.minion.gz,1,0,0,0.107996,106,106,106,601,0.014143,0.014143,1204,0.106978,882,5,0,0.430533,17.028302,1,0.084906,0,0.113208,0.113208,0.815252,0.013016,0.132075,65.448505,1,67,89,11.339623,10,24,7
bqwh-15-106-97_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bqwh-15-106-98_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.012067,0.012067,652,0.114632,975,77,0,0.455535,7.867925,57,0.113208,30,0.113208,0.113208,0.395184,0.003617,0.132075,135.251534,3,92,109,12.150943,10,77,7
bqwh-15-106-99_ext.xml.minion.converted.minion.gz,1,0,0,0.11195,106,106,106,623,0.014055,0.014055,1272,0.110894,249,1,0,0.442925,17.877358,2,0.084906,0,0.113208,0.113208,0.81421,0.008176,0.122642,62.045597,2,65,88,11.754717,11,22,7
bqwh-15-106-99_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.011963,0.011963,679,0.114632,966,0,0,0.455601,8.122642,57,0.113208,30,0.113208,0.113208,0.383685,0.003377,0.122642,129.459499,2,90,106,12.150943,11,75,7
bqwh-15-106-9_ext.xml.minion.converted.minion.gz,1,0,0,0.106739,106,106,106,594,0.013597,0.013597,1346,0.105732,335,2,0,0.430063,18.301887,1,0.075472,0,0.113208,0.113208,0.81121,0.013197,0.122642,59.372957,3,65,86,11.207547,11,19,9
bqwh-15-106-9_glb.xml.minion.conv.minion,1,0,0,0.115723,106,106,106,0,0.01163,0.01163,782,0.114632,972,1,0,0.455535,9.09434,57,0.113208,30,0.113208,0.113208,0.346198,0.003617,0.132075,119.025575,3,83,104,12.150943,11,70,9
bqwh-18-141-11_ext.xml.minion.converted.minion.gz,1,0,0,0.088754,141,141,141,876,0.01039,0.01039,1884,0.088124,876,3,0,0.425965,19.574468,0,0.06383,0,0.099291,0.092199,0.812194,0.013146,0.099291,56.078556,1,61,83,12.425532,12,16,8
bqwh-18-141-13_ext.xml.minion.converted.minion.gz,1,0,0,0.086626,141,141,141,855,0.010047,0.010047,2052,0.086012,970,7,0,0.418347,20.617021,0,0.06383,0,0.099291,0.092199,0.80696,0.014105,0.099291,52.869396,1,57,72,12.12766,13,15,10
bqwh-18-141-15_ext.xml.minion.converted.minion.gz,1,0,0,0.089362,141,141,141,882,0.010488,0.010488,1842,0.088728,335,0,0,0.426967,19.319149,1,0.070922,0,0.099291,0.092199,0.812807,0.010469,0.099291,56.864821,1,58,84,12.510638,11,18,9
bqwh-18-141-17_ext.xml.minion.converted.minion.gz,1,0,0,0.086322,141,141,141,852,0.010266,0.010266,1904,0.08571,868,32,0,0.416239,19.546099,0,0.06383,0,0.092199,0.092199,0.811174,0.013448,0.099291,56.422269,1,56,80,12.085106,11,17,8
bqwh-18-141-19_ext.xml.minion.converted.minion.gz,1,0,0,0.089868,141,141,141,887,0.0103,0.0103,1961,0.089231,335,8,0,0.430005,20.198582,0,0.06383,0,0.099291,0.092199,0.810794,0.011555,0.099291,53.885773,2,58,78,12.58156,12,17,8
bqwh-18-141-1_ext.xml.minion.converted.minion.gz,1,0,0,0.089058,141,141,141,879,0.010241,0.010241,1980,0.088426,335,3,0,0.42562,20.276596,0,0.06383,0,0.099291,0.092199,0.810048,0.011568,0.099291,54.079798,1,57,80,12.468085,12,16,9
bqwh-18-141-21_ext.xml.minion.converted.minion.gz,1,0,0,0.089767,141,141,141,886,0.010313,0.010313,1951,0.08913,335,2,0,0.4299,20.120567,1,0.06383,0,0.099291,0.092199,0.810983,0.010661,0.099291,54.39877,2,57,79,12.567376,12,16,9
bqwh-18-141-23_ext.xml.minion.converted.minion.gz,1,0,0,0.090071,141,141,141,889,0.010131,0.010131,2075,0.089432,988,20,0,0.426948,21.021277,0,0.06383,0,0.092199,0.092199,0.808218,0.009878,0.099291,52.668434,2,57,76,12.609929,13,15,10
bqwh-18-141-25_ext.xml.minion.converted.minion.gz,1,0,0,0.089868,141,141,141,887,0.010313,0.010313,1953,0.089231,335,6,0,0.426047,20.141844,0,0.070922,0,0.099291,0.092199,0.810969,0.010316,0.099291,54.65489,1,59,80,12.58156,12,16,9
bqwh-18-141-27_ext.xml.minion.converted.minion.gz,1,0,0,0.085309,141,141,141,842,0.009995,0.009995,2057,0.084704,868,24,0,0.420402,20.560284,0,0.06383,0,0.092199,0.092199,0.805939,0.015455,0.099291,52.553719,1,58,78,11.943262,12,14,10
bqwh-18-141-29_ext.xml.minion.converted.minion.gz,1,0,0,0.08997,141,141,141,888,0.010127,0.010127,2075,0.089332,335,0,0,0.431651,21.014184,0,0.06383,0,0.092199,0.092199,0.807976,0.012123,0.099291,51.333494,1,55,72,12.595745,12,15,10
bqwh-18-141-31_ext.xml.minion.converted.minion.gz,1,0,0,0.092401,141,141,141,912,0.010215,0.010215,2071,0.091746,243,24,0,0.440725,21.156028,1,0.070922,0,0.099291,0.092199,0.809203,0.009749,0.099291,52.468856,1,58,78,12.93617,13,16,10
bqwh-18-141-33_ext.xml.minion.converted.minion.gz,1,0,0,0.087437,141,141,141,863,0.010194,0.010194,1973,0.086817,870,83,0,0.423479,20.113475,0,0.06383,0,0.099291,0.092199,0.809707,0.014282,0.099291,54.232641,1,58,79,12.241135,12,16,8
bqwh-18-141-35_ext.xml.minion.converted.minion.gz,1,0,0,0.088045,141,141,141,869,0.010168,0.010168,2004,0.08742,240,14,0,0.420448,20.375887,1,0.070922,0,0.092199,0.092199,0.808979,0.01202,0.099291,53.473553,1,60,79,12.326241,13,15,9
bqwh-18-141-37_ext.xml.minion.converted.minion.gz,1,0,0,0.089463,141,141,141,883,0.010252,0.010252,1982,0.088829,335,0,0,0.429845,20.319149,0,0.06383,0,0.092199,0.092199,0.810168,0.012315,0.099291,54.052977,2,59,78,12.524823,13,16,8
bqwh-18-141-39_ext.xml.minion.converted.minion.gz,1,0,0,0.088045,141,141,141,869,0.010246,0.010246,1954,0.08742,335,7,0,0.424615,20.021277,1,0.06383,0,0.092199,0.092199,0.810278,0.01178,0.099291,54.631013,2,57,76,12.326241,12,16,8
bqwh-18-141-3_ext.xml.minion.converted.minion.gz,1,0,0,0.089058,141,141,141,879,0.010473,0.010473,1844,0.088426,335,0,0,0.427065,19.312057,0,0.06383,0,0.099291,0.092199,0.812732,0.011962,0.099291,57.58731,2,60,84,12.468085,11,17,8
bqwh-18-141-41_ext.xml.minion.converted.minion.gz,1,0,0,0.087741,141,141,141,866,0.01038,0.01038,1868,0.087118,243,7,0,0.422733,19.390071,1,0.06383,0,0.092199,0.092199,0.812054,0.012162,0.099291,56.418094,1,59,83,12.283688,11,17,9
bqwh-18-141-43_ext.xml.minion.converted.minion.gz,1,0,0,0.093212,141,141,141,920,0.010037,0.010037,2216,0.092551,243,0,0,0.445089,22.241135,0,0.070922,0,0.099291,0.099291,0.805684,0.010218,0.099291,49.093412,1,55,72,13.049645,13,14,11
bqwh-18-141-45_ext.xml.minion.converted.minion.gz,1,0,0,0.089666,141,141,141,885,0.010075,0.010075,2104,0.08903,243,0,0,0.429756,21.198582,1,0.070922,0,0.099291,0.092199,0.806965,0.012369,0.099291,51.284221,1,56,72,12.553191,13,15,10
bqwh-18-141-47_ext.xml.minion.converted.minion.gz,1,0,0,0.090679,141,141,141,895,0.010521,0.010521,1851,0.090036,335,0,0,0.430533,19.475177,1,0.070922,0,0.092199,0.092199,0.812852,0.010134,0.099291,57.378174,2,57,83,12.695035,10,18,7
bqwh-18-141-49_ext.xml.minion.converted.minion.gz,1,0,0,0.089564,141,141,141,884,0.010317,0.010317,1944,0.088929,335,0,0,0.430053,20.056738,0,0.06383,0,0.092199,0.092199,0.811058,0.01402,0.099291,54.016975,1,55,72,12.539007,12,17,8
bqwh-18-141-51_ext.xml.minion.converted.minion.gz,1,0,0,0.092604,141,141,141,914,0.010425,0.010425,1945,0.091947,243,0,0,0.442073,20.276596,0,0.070922,0,0.099291,0.092199,0.811842,0.010428,0.099291,55.030848,1,57,79,12.964539,12,18,8
bqwh-18-141-53_ext.xml.minion.converted.minion.gz,1,0,0,0.091388,141,141,141,902,0.010515,0.010515,1869,0.09074,243,7,0,0.435255,19.652482,0,0.070922,0,0.099291,0.092199,0.812705,0.010048,0.099291,56.529695,1,57,83,12.794326,11,19,9
bqwh-18-141-55_ext.xml.minion.converted.minion.gz,1,0,0,0.086525,141,141,141,854,0.010253,0.010253,1916,0.085911,335,0,0,0.415783,19.64539,1,0.06383,0,0.092199,0.085106,0.810598,0.013517,0.099291,55.76096,2,58,80,12.113475,11,16,8
bqwh-18-141-57_ext.xml.minion.converted.minion.gz,1,0,0,0.084397,141,141,141,833,0.010182,0.010182,1912,0.083799,870,26,0,0.409586,19.468085,1,0.06383,0,0.099291,0.092199,0.809942,0.014934,0.099291,55.452406,1,58,79,11.815603,12,16,8
bqwh-18-141-59_ext.xml.minion.converted.minion.gz,1,0,0,0.087538,141,141,141,864,0.010185,0.010185,1981,0.086917,335,12,0,0.419658,20.177305,0,0.06383,0,0.099291,0.092199,0.80936,0.013761,0.099291,53.597678,1,59,79,12.255319,13,15,10
bqwh-18-141-5_ext.xml.minion.converted.minion.gz,1,0,0,0.087031,141,141,141,859,0.010083,0.010083,2037,0.086414,694,0,0,0.425918,20.539007,1,0.06383,0,0.092199,0.092199,0.807664,0.015725,0.099291,52.654885,1,58,76,12.184397,13,15,10
bqwh-18-141-61_ext.xml.minion.converted.minion.gz,1,0,0,0.090983,141,141,141,898,0.010188,0.010188,2057,0.090338,335,0,0,0.441875,20.957447,0,0.070922,0,0.099291,0.092199,0.808954,0.011131,0.099291,52.591152,1,57,79,12.737589,13,15,10
bqwh-18-141-63_ext.xml.minion.converted.minion.gz,1,0,0,0.090071,141,141,141,889,0.010397,0.010397,1908,0.089432,335,10,0,0.431658,19.836879,1,0.06383,0,0.092199,0.092199,0.811899,0.011697,0.099291,55.959644,2,59,82,12.609929,12,17,9
bqwh-18-141-65_ext.xml.minion.converted.minion.gz,1,0,0,0.084397,141,141,141,833,0.010106,0.010106,1960,0.083799,945,14,0,0.408668,19.808511,0,0.06383,0,0.099291,0.085106,0.808523,0.013714,0.099291,54.57602,1,57,78,11.815603,12,16,8
bqwh-18-141-67_ext.xml.minion.converted.minion.gz,1,0,0,0.086424,141,141,141,853,0.009987,0.009987,2090,0.085811,492,5,0,0.424668,20.87234,0,0.06383,0,0.092199,0.092199,0.805582,0.014116,0.099291,51.785167,1,58,72,12.099291,13,15,10
bqwh-18-141-69_ext.xml.minion.converted.minion.gz,1,0,0,0.085917,141,141,141,848,0.010327,0.010327,1859,0.085308,360,0,0,0.411038,19.198582,1,0.06383,0,0.099291,0.085106,0.811703,0.01247,0.099291,56.959118,1,59,81,12.028369,11,16,8
bqwh-18-141-71_ext.xml.minion.converted.minion.gz,1,0,0,0.088754,141,141,141,876,0.010208,0.010208,1994,0.088124,931,0,0,0.427557,20.35461,0,0.06383,0,0.099291,0.092199,0.809756,0.013281,0.099291,53.910231,1,59,80,12.425532,12,15,10
bqwh-18-141-73_ext.xml.minion.converted.minion.gz,1,0,0,0.090679,141,141,141,895,0.010467,0.010467,1881,0.090036,335,0,0,0.427853,19.687943,0,0.070922,0,0.092199,0.092199,0.812458,0.009442,0.099291,56.349814,1,57,80,12.695035,11,19,8
bqwh-18-141-75_ext.xml.minion.converted.minion.gz,1,0,0,0.089666,141,141,141,885,0.010368,0.010368,1916,0.08903,853,5,0,0.429539,19.865248,0,0.070922,0,0.099291,0.092199,0.811828,0.011156,0.099291,55.746347,1,58,83,12.553191,11,17,9
bqwh-18-141-77_ext.xml.minion.converted.minion.gz,1,0,0,0.092199,141,141,141,910,0.010023,0.010023,2202,0.091545,914,9,0,0.437859,22.070922,0,0.070922,0,0.099291,0.092199,0.805749,0.008692,0.099291,50.218892,1,56,72,12.907801,14,14,11
bqwh-18-141-79_ext.xml.minion.converted.minion.gz,1,0,0,0.085714,141,141,141,846,0.01018,0.01018,1943,0.085106,335,0,0,0.411394,19.780142,1,0.06383,0,0.092199,0.092199,0.809533,0.013698,0.099291,54.802882,1,59,79,12,12,14,8
bqwh-18-141-7_ext.xml.minion.converted.minion.gz,1,0,0,0.087437,141,141,141,863,0.010148,0.010148,2003,0.086817,335,7,0,0.419672,20.326241,1,0.06383,0,0.092199,0.092199,0.808704,0.012779,0.099291,53.458812,1,56,76,12.241135,12,16,9
bqwh-18-141-81_ext.xml.minion.converted.minion.gz,1,0,0,0.087234,141,141,141,861,0.010153,0.010153,1995,0.086615,243,0,0,0.421001,20.255319,0,0.06383,0,0.085106,0.085106,0.808819,0.013377,0.099291,53.62406,1,59,79,12.212766,12,15,9
bqwh-18-141-83_ext.xml.minion.converted.minion.gz,1,0,0,0.083992,141,141,141,829,0.010041,0.010041,1994,0.083396,911,21,0,0.40696,20.021277,0,0.056738,0,0.099291,0.085106,0.807392,0.015272,0.099291,54.041123,1,57,76,11.758865,12,15,9
bqwh-18-141-85_ext.xml.minion.converted.minion.gz,1,0,0,0.088652,141,141,141,875,0.010244,0.010244,1969,0.088024,940,9,0,0.421904,20.170213,1,0.06383,0,0.092199,0.092199,0.810376,0.009997,0.099291,54.936516,2,58,79,12.411348,12,14,9
bqwh-18-141-87_ext.xml.minion.converted.minion.gz,1,0,0,0.090983,141,141,141,898,0.010086,0.010086,2127,0.090338,243,0,0,0.433874,21.453901,1,0.070922,0,0.092199,0.092199,0.807029,0.011353,0.099291,50.791725,1,55,72,12.737589,14,14,9
bqwh-18-141-89_ext.xml.minion.converted.minion.gz,1,0,0,0.08997,141,141,141,888,0.009853,0.009853,2281,0.089332,243,5,0,0.428229,22.475177,0,0.06383,0,0.099291,0.092199,0.801317,0.011825,0.099291,48.82683,4,53,67,12.595745,14,13,11
bqwh-18-141-91_ext.xml.minion.converted.minion.gz,1,0,0,0.087842,141,141,141,867,0.010185,0.010185,1988,0.087219,335,1,0,0.420024,20.248227,0,0.06383,0,0.099291,0.092199,0.80932,0.011324,0.099291,53.222837,1,58,79,12.297872,12,15,10
bqwh-18-141-93_ext.xml.minion.converted.minion.gz,1,0,0,0.087437,141,141,141,863,0.01004,0.01004,2076,0.086817,335,13,0,0.423683,20.843972,0,0.06383,0,0.099291,0.092199,0.806506,0.013326,0.099291,51.790944,2,56,72,12.241135,13,14,9
bqwh-18-141-95_ext.xml.minion.converted.minion.gz,1,0,0,0.091591,141,141,141,904,0.010205,0.010205,2060,0.090941,335,2,0,0.438501,21.021277,1,0.070922,0,0.099291,0.092199,0.809138,0.011529,0.099291,52.49466,1,61,79,12.822695,13,16,11
bqwh-18-141-97_ext.xml.minion.converted.minion.gz,1,0,0,0.08845,141,141,141,873,0.010261,0.010261,1954,0.087823,992,19,0,0.423219,20.049645,0,0.06383,0,0.099291,0.092199,0.810656,0.012404,0.099291,55.090072,2,60,80,12.382979,12,15,9
bqwh-18-141-99_ext.xml.minion.converted.minion.gz,1,0,0,0.09078,141,141,141,896,0.010257,0.010257,2008,0.090136,335,4,0,0.431985,20.595745,0,0.070922,0,0.092199,0.092199,0.810071,0.010835,0.099291,53.943227,1,58,79,12.70922,12,16,9
