@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE CG_min NUMERIC

@DATA
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,0,0.1626,3.001,0,0.1209,42356,0,0.4495,0,0,0,0,134938,10.3165,0.5997,2.7759,2.976,8.9522,0.0109,0.1556,0.0144,0.3151,885495,13.7478,0.0117,0.1524,0.9989,0.0001,0.0902,0.9996,1.4231,?
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,0,0.1528,3.0313,0,0.1727,4355,0,0.7375,0,0.0001,0.0001,0,64407,2.591,0.9333,4.7455,3.1201,2.0724,0.0041,0.1291,0.0094,0.4958,397874,1.7458,0.0076,0.1619,1,0.0029,0.0482,1,1.2545,?
SAT_RACE2008/cmu-bmc-barrel6.cnf,1,0,0.1338,1.4903,0.0028,0.2281,23.9698,0.0015,0.1699,0.0002,0.0087,0.0087,0.0033,600,0.5465,0.8923,2.8433,1.6525,0.9232,0.0475,0.205,0.0508,0.3335,4529,0.9029,0.0528,0.1325,0.8783,0.37,0.1223,1,1.2493,0.0031
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,0,0.0342,1.2747,0,0.056,15029,0,0.0484,0,0,0,0,142884,2.2361,0.3532,1.0284,2.5795,3.2568,0.0069,0.0869,0.0074,0.2705,755157,3.138,0.007,0.1892,0.6667,0.0001,0.0506,0.9411,0.9672,?
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxor/minxor128.cnf,1,0,0.1607,2.0088,0.0002,0.2432,164.08,0.0001,0.8151,0,0.0009,0.0009,0.0004,5505,2.0667,0.8283,8.8561,2.7583,1.4935,0.0021,0.2035,0.011,0.4697,63354,2.2279,0.0089,0.0869,0.9375,0.0236,0.0946,0.9935,1.8766,?
SAT_RACE2008/ibm-2002-22r-k80.cnf,1,0,0.22,3.6848,0,0.1665,11764.8,0,0.6564,0,0.0001,0.0001,0,65861,1.1994,0.8337,2.0968,3.6656,0.9804,0.0003,0.1085,0.0007,0.4742,477950,1.2184,0.0007,0.1378,1,0.0004,0.0383,1,1.6016,?
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,0,0.1641,2.2843,0,0.1814,12128,0,0.2573,0,0,0,0,72981,2.378,0.5153,1.7447,2.1095,3.0828,0.0009,0.1325,0.0021,0.4592,341039,1.6769,0.0022,0.214,0.8483,0.0018,0.0606,0.9314,1.221,?
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,0,0.2024,3.2097,0,0.1632,2485.5,0,0.3994,0,0,0,0,69175,0.645,0.738,2.431,3.2614,0.5834,0.0001,0.036,0.0001,0.2529,554949,0.691,0.0001,0.1247,1,0.0001,0.0121,1,0.9574,?
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c8b_i.cnf,1,0.0001,0.1892,3.1276,0.0003,0.1606,234.204,0.0001,0.5806,0,0.0007,0.0007,0.0004,5661,1.3232,0.785,4.6628,3.3463,1.189,0.0066,0.1525,0.0147,0.4309,39647,1.4277,0.0082,0.1428,0.957,0.0048,0.0714,1,1.6069,?
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-11.cnf,1,0,0.2221,2.7545,0,0.2412,38377,0,0.5865,0,0,0,0,134915,10.6282,0.9158,6.4486,2.6179,12.4845,0.0211,0.0867,0.0215,0.305,861225,15.7756,0.0155,0.1567,0.8889,0.0001,0.037,1,1.27,?
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04.cnf,1,0.0019,0.3439,3.988,0.0003,0.2225,289.837,0.0001,0.8739,0,0.0006,0.0006,0.0004,5049,2.2171,0.9415,0.3753,3.9397,1.5991,0.0103,0.071,0.0225,0.2072,62239,1.8252,0.0201,0.0811,0.8857,0.0093,0.0181,0.9993,1.155,?
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_14_UNSAT.cnf,1,0.0001,0.2609,2.5069,0.0015,0.2967,300.667,0,0.4888,0,0.0023,0.0023,0.0011,1877,1.1474,0.7568,0.5663,4.0692,1.0213,0.0044,0.035,0.0088,0.1938,298711,0.8901,0.0034,0.0063,0.922,0.0224,0.0089,0.9822,0.3918,?
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,0,0.3076,2.9827,0,0.2785,1651530,0,1,0,0,0,0,481057,5.21,1,0.3551,3.5214,3.7711,0.0016,0.1777,0.0032,0.5,9564224,4.4882,0.0049,0.0503,0.9688,0.0004,0.0422,1,0.7386,?
SAT_RACE2006/SAT-Race-Benchmarks/maris-s03-gripper11.cnf,1,0.0557,0.473,1.7838,0.0006,0.2615,44.8193,0.0003,0.7916,0.0001,0.0008,0.0008,0.0007,2943,0.6808,0.9571,0.0948,1.3235,0.5187,0.0027,0.1007,0.003,0.3144,24833,0.8424,0.0046,0.1185,0.9216,0.0119,0.0632,1,0.3357,0.0001
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,0,0.2293,2.8965,0,0.1478,6138,0,0.7472,0,0,0,0,102501,0.7117,0.863,0.9512,3.0005,0.6325,0.0001,0.0499,0.0001,0.0912,667154,0.8427,0.0001,0.1536,0.8,0.0001,0.0196,1,1.0832,?
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-47-5.cnf,1,0,0.0207,0.9786,0.0001,0.0385,2322.4,0,0.0107,0,0.0001,0.0001,0.0001,26177,0.6044,0.0889,1.5062,2.368,0.486,0.0002,0.0483,0.0005,0.1579,154025,0.5867,0.0002,0.17,0.3333,0.0002,0.0312,0.6755,0.9028,0
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,0,0.3598,1.3643,0,0.2358,540346,0,0.9186,0,0,0,0,501071,3.3383,0.9641,0.4432,1.3872,0.7623,0.0004,0.4215,0.0004,0.5906,3416174,4.0093,0.0006,0.1467,1,0.001,0.1733,1,0.0857,?
SAT-Race-2010-CNF/mixed/diagnosis/UTI-20-10p0.cnf,1,0,0.2236,2.9027,0,0.1493,16259,0,0.7926,0,0,0,0,138309,0.7304,0.8883,0.8771,3.068,0.6447,0,0.0461,0.0001,0.0861,942285,0.8378,0.0001,0.1468,0.8333,0.0001,0.0186,1,1.092,?
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p0.cnf,1,0,0.2256,2.8561,0,0.148,11833,0,0.7802,0,0,0,0,120834,0.7408,0.8861,0.8585,3.004,0.6555,0.0001,0.0472,0.0001,0.0812,822458,0.8492,0.0001,0.1469,0.8333,0.0001,0.0193,1,1.0934,?
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-o-uns-1.0-7.cnf,1,0,0.4721,4.2533,0.0001,0.2722,1494,0,0.9967,0,0.0001,0.0001,0.0001,21173,2.8108,1,0.1531,4.8616,2.1164,0.0075,0.3483,0.016,0.5,700461,2.2581,0.0124,0.0302,0.9716,0.0076,0.0821,1,0.7001,?
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,1,0,0.3221,1.7972,0,0.1574,136846,0,0.9116,0,0,0,0,447289,18.3064,0.9751,2.2681,1.3348,5.2702,0.014,0.2967,0.014,0.5,2172391,23.6939,0.0097,0.2059,0.9994,0.0002,0.1138,0.9998,1.2359,?
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_07_UNSAT.cnf,1,0.002,0.3085,2.6432,0.0041,0.2785,88.5357,0.0001,0.5672,0.0001,0.0068,0.0068,0.0031,636,1.1087,0.6128,0.7736,4.1354,0.8371,0.0109,0.0068,0.0215,0.114,62548,0.8838,0.0064,0.0102,0.9398,0.033,0.0032,0.9697,0.6203,?
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0,0.0784,2.1014,0.0013,0.0924,55.9019,0.0012,0.1765,0.0005,0.0031,0.0031,0.0021,969,0.2977,0.3348,0.4448,2.4462,0.569,0.0055,0.0724,0.006,0.3216,4024,0.578,0.008,0.2408,0.5,0.0237,0.0492,0.83,0.9578,0.0012
SAT_RACE2008/velev-engi-uns-1.0-4nd.cnf,1,0.0006,0.3446,4.0084,0.0003,0.2222,295.925,0.0001,0.8718,0,0.0006,0.0006,0.0004,5106,2.2027,0.9416,0.3709,3.9501,1.5913,0.0102,0.0692,0.0222,0.2146,63162,1.8082,0.0199,0.0808,0.8841,0.0092,0.0181,0.9993,1.1497,?
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.0028,0.1738,2.8812,0.001,0.1826,79.919,0.0007,0.3114,0.0003,0.0023,0.0023,0.0014,1448,0.7743,0.4978,1.9496,2.7661,0.9761,0.007,0.1333,0.0134,0.3748,6879,0.684,0.0151,0.2105,0.7391,0.0138,0.0583,0.9995,1.4418,0.0007
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,0,0.2659,2.8874,0,0.1619,9266.5,0,0.7371,0,0,0,0,86918,0.4687,0.833,1.1247,2.586,0.469,0.0001,0.032,0.0001,0.1348,481892,0.4721,0.0001,0.1804,0.7778,0.0001,0.0165,0.938,1.0227,0
SAT_RACE2008/velev-fvp-sat-3.0-b18.cnf,1,0.0014,0.3856,3.9795,0.0001,0.2971,1558.5,0,0.808,0,0.0001,0.0001,0.0001,30712,1.1802,0.9971,0.1674,5.0005,1.8787,0.0012,0.4959,0.0022,0.5,998062,1.2442,0.0107,0.0308,0.9394,0.0046,0.1745,1,0.8854,?
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_33.cnf,1,0.6873,0.5271,0.2896,0.0024,0.0013,472.111,0.0007,0.6916,0.0023,0.0024,0.0024,0.0018,1089,0.0037,0.6916,0,0.6187,0.0806,0.0024,0,0.0024,0,177375,0.0037,0.0014,0.0061,0.5348,0.0303,0,0.6986,0.6734,?
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,0,0.1197,2.7463,0.0006,0.1553,182.482,0.0003,0.1741,0.0001,0.0013,0.0013,0.0007,2673,0.8846,0.4805,1.8066,3.2592,1.5383,0.0076,0.1321,0.0149,0.2424,15594,0.8339,0.0108,0.1714,0.8333,0.0479,0.0535,0.9401,1.4537,0.0004
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,0,0.227,2.9565,0,0.1492,12883,0,0.7756,0,0,0,0,137915,0.7413,0.8763,0.8797,3.1284,0.649,0,0.0406,0.0001,0.0818,959954,0.8533,0.0001,0.1437,0.84,0.0001,0.0165,1,1.1035,?
SAT_Competition2007/industrial/industrial/grieu/vmpc_33.cnf,1,0.6873,0.5271,0.2896,0.0024,0.0013,553.155,0.0007,0.6916,0.0023,0.0024,0.0024,0.0018,1089,0.0037,0.6916,0,0.6187,0.0806,0.0024,0,0.0024,0,177375,0.0037,0.0014,0.0061,0.5348,0.0303,0,0.6986,0.6734,?
SAT_RACE2006/SAT-Race-Benchmarks/hoons-vbmc-lucky7.cnf,1,0.0003,0.1359,2.5999,0.0007,0.1054,83.3252,0.0006,0.4539,0.0002,0.0018,0.0018,0.0011,1872,0.9233,0.6842,3.5422,2.5722,0.7244,0.0052,0.0481,0.0127,0.1473,10749,1.0879,0.0073,0.1742,0.6667,0.0128,0.0314,0.9531,1.6131,0.0007
SAT-Race-2010-CNF/mixed/palacios/safe-30-h30-sat.cnf,1,0.0001,0.3766,4.1022,0.0007,0.2886,344.125,0,0.667,0,0.0009,0.0009,0.0003,7174,1.8208,0.9035,17.9275,5.1732,0.8275,0.0088,0.1625,0.0094,0.2877,169803,2.1941,0.0043,0.0422,0.9063,0.0085,0.0391,0.9999,2.2077,?
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-17-s100.cnf,1,0.0001,0.1833,2.3715,0.0002,0.1527,953.881,0.0001,0.8525,0.0001,0.0002,0.0002,0.0001,13382,0.8034,0.901,1.3403,2.4723,0.7572,0.0016,0.0559,0.0019,0.1711,55620,0.9445,0.0022,0.2406,0.7778,0.0025,0.033,0.9697,0.9825,0.0001
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,0.0001,0.1927,3.4699,0.0001,0.1577,713.349,0,0.6646,0,0.0003,0.0003,0.0002,13328,0.9905,0.8233,2.2694,3.5424,0.8101,0.0013,0.0837,0.0027,0.2227,89610,0.933,0.0026,0.1487,0.7647,0.0013,0.0334,0.9909,1.5059,?
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9.cnf,1,0,0.2031,3.3994,0.0006,0.1665,120.277,0.0003,0.5839,0,0.0014,0.0014,0.0007,2717,1.1783,0.7856,4.5996,3.5508,1.0157,0.0098,0.1511,0.0205,0.434,18246,1.2256,0.0121,0.1489,0.95,0.0107,0.071,1,1.6868,0.0003
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c10ni_s.cnf,1,0,0.1791,2.794,0,0.1482,2790.83,0,0.6315,0,0.0001,0.0001,0.0001,32398,1.9909,0.7439,5.3172,2.8564,1.7676,0.0062,0.143,0.0126,0.4606,257392,2.3924,0.0072,0.1259,0.9699,0.0009,0.076,1,1.6807,?
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,0.0017,0.3251,1.7572,0,0.2545,12046.5,0,0.9333,0,0,0,0,107716,0.9364,0.9569,0.423,1.7597,0.3903,0.0001,0.0013,0.0001,0.1855,1504697,1.174,0.0002,0.0716,0.9091,0.0005,0.001,0.999,0.2585,?
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,0,0.1641,2.2615,0,0.1816,12718,0,0.2559,0,0,0,0,72795,2.3906,0.5252,1.7535,2.0957,3.0913,0.0009,0.1327,0.0021,0.4589,340394,1.6885,0.0022,0.2139,0.8483,0.0018,0.0611,0.9338,1.2161,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0,0.2452,3.1127,0,0.1573,5612,0,0.6352,0,0,0,0,59617,0.5379,0.805,2.0774,2.8292,0.5205,0.0001,0.032,0.0001,0.2025,357793,0.5231,0.0001,0.1666,0.8095,0.0002,0.0151,0.9906,1.0226,0
SAT_RACE2006/SAT-Race-Benchmarks/velev-npe-1.0-9dlx-b71.cnf,1,0,0.3747,3.7126,0,0.2114,1659550,0,0.9961,0,0,0,0,879854,21.9085,0.9987,0.0107,3.5991,0.7385,0.0078,0.0318,0.0156,0.5,14559286,17.599,0.0087,0.0604,1,0.006,0.0176,1,0.6635,?
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,0,0.2024,2.258,0.0001,0.2443,563.188,0.0001,0.1568,0,0.0002,0.0002,0.0001,17436,2.0456,0.5606,1.5443,2.4165,1.7878,0.0015,0.2402,0.0041,0.2404,96592,2.2911,0.0054,0.1805,0.875,0.0022,0.1069,0.9795,1.3466,?
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0,0.0927,1.8815,0.0005,0.0733,136.323,0.0005,0.1062,0.0001,0.0011,0.0011,0.0008,2564,0.5042,0.3209,0.8159,1.8641,0.5848,0.0038,0.0488,0.0099,0.2792,10390,0.7591,0.0079,0.2468,0.6364,0.0078,0.0346,0.7834,0.9998,0.0006
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.1-b7.cnf,1,0,0.5141,4.0372,0,0.3273,57354,0,0.9995,0,0,0,0,81160,3.3798,1,0.7117,5.2303,2.3481,0.0011,0.3607,0.0043,0.5,4556496,2.4637,0.0033,0.0178,0.9848,0.0043,0.0967,1,0.7405,?
SAT_RACE2008/simon-s02b-r4b1k1.1.cnf,1,0,0.1386,2.4435,0.0006,0.1231,62.7449,0.0013,0.8851,0.0001,0.0015,0.0015,0.0009,2114,1.552,0.9142,0.1466,2.6774,0.5487,0.0072,0.0259,0.016,0.0827,14244,1.6283,0.0099,0.1484,0.7273,0.0114,0.0178,0.9762,0.9445,0.0005
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h13-unsat.cnf,1,0,0.1642,3.0197,0,0.122,21730,0,0.4477,0,0,0,0,120512,10.2453,0.5965,2.7808,2.9826,8.9129,0.0121,0.1546,0.0162,0.2865,791939,13.6504,0.0129,0.1522,0.9989,0.0002,0.0899,0.9996,1.4215,?
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-08.cnf,1,0,0.5892,4.2548,0,0.278,54037,0,1,0,0,0,0,105416,7.0241,1,0.1149,5.4556,4.3722,0.0043,0.232,0.0065,0.5,8714597,6.6959,0.0053,0.0121,0.9853,0.0032,0.0469,1,0.3939,?
SAT_Competition2011/SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0,0.0189,0.8221,0.0001,0.0382,1782.75,0,0.0044,0,0.0002,0.0002,0.0001,20577,0.5124,0.061,1.4334,2.5577,0.5197,0.0002,0.0447,0.0005,0.2106,120346,0.5015,0.0002,0.171,0.4,0.0002,0.0308,0.7618,0.9174,0
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-03.cnf,1,0,0.4439,3.9568,0,0.2553,97945,0,0.9936,0,0,0,0,207923,9.1721,0.9992,0.0817,3.8964,1.0806,0.0056,0.1897,0.0111,0.5,3562116,7.2701,0.0066,0.0584,0.9918,0.006,0.052,1,0.688,?
SAT_Competition2011/SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0,0.2625,2.8426,0,0.1638,17750,0,0.7644,0,0,0,0,150440,0.5454,0.8447,0.9868,2.569,0.5132,0,0.0292,0,0.1345,868292,0.5361,0,0.1733,0.8182,0.0001,0.0156,0.9626,1.0373,?
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,0,0.249,3.7986,0.0001,0.249,4398,0,0.7812,0,0.0001,0.0001,0,43082,4.1274,0.8867,7.3823,4.1473,2.3254,0.0077,0.1091,0.0079,0.3646,600262,5.6882,0.0052,0.0718,0.9487,0.0013,0.0404,1,1.9839,?
SAT-Race-2010-CNF/mixed/grieu/vmpc_27.cnf,1,0.6859,0.5246,0.0208,0.0036,0.0018,20.5612,0.0011,0.692,0.0035,0.0036,0.0036,0.0027,729,0.0048,0.692,0,0.7049,0.0821,0.0036,0,0.0036,0,96849,0.0049,0.0021,0.0075,0.5339,0.037,0,0.701,0.6742,?
SAT_Competition2011/SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,0,0.1818,2.7419,0,0.1566,2338.8,0,0.6619,0,0.0001,0.0001,0,41290,1.5285,0.7547,5.3701,2.9248,1.4052,0.0009,0.1489,0.0018,0.4548,326692,1.978,0.0013,0.1264,0.9385,0.0009,0.0761,1,1.6713,?
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor032.cnf,1,0.0008,0.1696,2.6553,0.0003,0.1884,310.828,0.0002,0.3069,0.0001,0.0006,0.0006,0.0004,5259,1.1732,0.4951,2.0878,2.6279,1.4183,0.0035,0.1293,0.0069,0.4094,26089,0.954,0.0076,0.2016,0.9118,0.0122,0.0582,0.9953,1.4217,0.0002
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw.cnf,1,0,0.1754,2.8815,0.0001,0.152,963.889,0,0.6297,0,0.0002,0.0002,0.0001,25380,1.5498,0.7527,4.9549,3.0297,1.4618,0.0038,0.1484,0.0076,0.4708,193112,1.8531,0.0057,0.1314,0.9597,0.0015,0.0782,1,1.6274,?
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,0,0.1334,2.9811,0.0001,0.1211,1401.75,0,0.337,0,0.0001,0.0001,0.0001,24785,0.6468,0.5433,2.3087,3.1383,0.7301,0.0003,0.1526,0.0007,0.3296,123342,0.6579,0.001,0.2009,0.6667,0.0023,0.0616,1,1.414,0
SAT_Competition2009/APPLICATION/SAT_RACE06/goldb-heqc-term1mul.cnf,1,0,0.1588,2.0588,0.0002,0.0714,190.55,0.0003,0.6866,0,0.001,0.001,0.0006,3491,2.5098,0.7393,0.0037,1.94,1.5425,0.0095,0.0836,0.0398,0.312,22219,2.3714,0.0124,0.1571,0.6667,0.0066,0.0474,0.9183,1.0664,?
SAT-Race-2010-CNF/software-verification/bitverif/countbitsrotate128.cnf,1,0,0.0883,1.3426,0,0.0613,10859,0,0.0917,0,0,0,0,76931,1.8172,0.1248,0.8011,1.3619,1.8764,0.0008,0.0466,0.0017,0.2788,316116,2.1381,0.0012,0.2434,0.8667,0.0006,0.033,1,0.9439,?
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_11_UNKNOWN.cnf,1,0.0017,0.2643,2.5209,0.0025,0.2952,95.8333,0.0001,0.5366,0.0001,0.004,0.004,0.0018,1091,1.1276,0.7159,0.5949,3.9104,0.9468,0.0068,0.0251,0.0135,0.2033,113182,0.8723,0.0052,0.0096,0.9027,0.0302,0.0063,0.9813,0.481,?
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-col400-16.cnf,1,0.0001,0.1052,2.0674,0,0.1058,6929,0,0.4935,0,0,0,0,71485,0.6317,0.7,3.0054,2.224,0.9383,0.0002,0.0877,0.0003,0.2314,300018,0.67,0.0002,0.2383,0.8286,0.0005,0.0417,0.9684,1.048,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,0.0015,0.2672,2.3619,0.0031,0.2908,101.167,0.0001,0.5248,0.0001,0.005,0.005,0.0023,871,1.1364,0.6118,0.6418,4.085,0.9143,0.0084,0.0218,0.0166,0.1681,86161,0.894,0.0058,0.0101,0.921,0.031,0.0055,0.9664,0.5424,?
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-g10nid.cnf,1,0,0.1737,2.7281,0,0.151,1359.8,0,0.6562,0,0.0001,0.0001,0.0001,35740,1.5324,0.7746,5.0919,2.9134,1.4281,0.0015,0.1498,0.0033,0.4629,276775,1.912,0.0018,0.1291,0.9732,0.0009,0.0738,1,1.641,?
SAT-Race-2010-CNF/cryptography/mizh/md5_48_1.cnf,1,0,0.0205,0.971,0.0001,0.0385,2544.33,0,0.0104,0,0.0001,0.0001,0.0001,26689,0.6086,0.0878,1.5064,2.362,0.4883,0.0002,0.0485,0.0005,0.1579,157343,0.591,0.0002,0.1696,0.3333,0.0002,0.0312,0.6755,0.9017,0
SAT_RACE2008/mizh-sha0-35-4.cnf,1,0,0.0194,0.8469,0.0001,0.0385,1812.06,0,0.006,0,0.0002,0.0002,0.0001,19897,0.5097,0.0666,1.4471,2.571,0.5183,0.0002,0.0447,0.0005,0.2106,115693,0.4982,0.0002,0.172,0.2727,0.0003,0.0308,0.6533,0.921,0.0001
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-live-uns-2.0-ebuf.cnf,1,0,0.3239,4.0345,0.0002,0.215,834.091,0,0.9003,0,0.0003,0.0003,0.0002,11514,2.8046,0.9529,0.2705,4,1.7213,0.009,0.0557,0.0157,0.4734,154193,2.5229,0.013,0.0747,1,0.0076,0.0183,1,1.0423,?
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,0,0.2554,3.0656,0,0.1564,3433.75,0,0.6811,0,0.0001,0.0001,0,51408,0.4014,0.8135,2.0536,2.6714,0.4245,0.0001,0.0321,0.0001,0.2008,280610,0.4241,0.0001,0.1832,0.7333,0.0002,0.0155,0.9545,1.0074,0
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-2.cnf,1,0,0.0205,0.9713,0.0001,0.0385,2524,0,0.0103,0,0.0001,0.0001,0.0001,26683,0.6084,0.0878,1.5069,2.3624,0.4882,0.0002,0.0485,0.0005,0.1579,157313,0.5909,0.0002,0.1696,0.3333,0.0002,0.0312,0.6755,0.9018,0
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-dp11u10.cnf,1,0.0002,0.1407,2.9669,0.0007,0.1062,109.243,0.0005,0.4679,0.0001,0.0014,0.0014,0.0009,2123,0.5915,0.6241,3.3321,2.9766,0.5417,0.0036,0.0906,0.009,0.1985,10352,0.6233,0.0078,0.2051,0.6364,0.0118,0.0429,0.9335,1.3002,0.0006
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1138.cnf,1,0,0.0881,1.7663,0,0.0959,2140.25,0,0.156,0,0.0001,0.0001,0,41759,5.2283,0.1919,2.6083,2.071,2.8318,0.0121,0.1241,0.0428,1,198589,3.8398,0.0148,0.2103,1,0.0017,0.0643,1,1.0117,?
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-g7nidw.cnf,1,0,0.1879,2.9736,0.0001,0.1583,510.808,0.0001,0.6115,0,0.0003,0.0003,0.0002,12806,1.2239,0.7349,4.8954,3.1946,1.1611,0.0018,0.1495,0.0043,0.4595,95236,1.4553,0.0032,0.1345,0.9699,0.0021,0.0785,1,1.699,?
