@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE gc_bool_lin NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE gc_table NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_set_cons NUMERIC

@DATA
normalized-fpga-13-11.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fischer-11-3-fair.xml.mzn_AND_NODATA,1,0,0,0.9091,0,0.83593,0.16407,0
normalized-fapp32-0550-1.xml.mzn_AND_NODATA,1,0.010761,0,0.815339,0,0.574737,0.425263,550
normalized-fapp32-0550-10.xml.mzn_AND_NODATA,1,0.010771,0,0.815624,0,0.575053,0.424947,550
normalized-fischer-4-8-fair.xml.mzn_AND_NODATA,1,0,0,0.909502,0,0.836196,0.163804,0
normalized-fpga15-13-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fapp32-0550-2.xml.mzn_AND_NODATA,1,0.010761,0,0.815339,0,0.574737,0.425263,550
normalized-fpga-15-13.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fischer-6-5-fair.xml.mzn_AND_NODATA,1,0,0,0.909344,0,0.836145,0.163855,0
normalized-fpga-15-14.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fapp32-0550-0.xml.mzn_AND_NODATA,1,0.010761,0,0.815339,0,0.574737,0.425263,550
normalized-fpga13-12-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpga-13-12.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpga-20-18.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fischer-7-4-fair.xml.mzn_AND_NODATA,1,0,0,0.90879,0,0.835266,0.164734,0
normalized-fpga25-23-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fapp32-0550-3.xml.mzn_AND_NODATA,1,0.010761,0,0.815339,0,0.574737,0.425263,550
normalized-fpga25-24-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpga-25-24.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpga14-12-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpga30-28-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpga-30-28.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpga-25-23.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpga-14-12.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpga15-14-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpga11-9-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpga35-34-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fapp32-0550-4.xml.mzn_AND_NODATA,1,0.010761,0,0.815339,0,0.574737,0.425263,550
normalized-fpga35-33-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpga-40-38.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fischer-5-7-fair.xml.mzn_AND_NODATA,1,0,0,0.910022,0,0.837209,0.162791,0
normalized-fischer-4-9-fair.xml.mzn_AND_NODATA,1,0,0,0.909873,0,0.836823,0.163177,0
normalized-fpga40-38-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fischer-10-4-fair.xml.mzn_AND_NODATA,1,0,0,0.910495,0,0.838282,0.161718,0
normalized-fpsol2-i-1-10.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpsol2-i-1-15.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpsol2-i-1-20.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpga20-18-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpga-45-43.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fischer-9-2-fair.xml.mzn_AND_NODATA,1,0,0,0.904459,0,0.827979,0.172021,0
normalized-fpsol2-i-1-40.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpga-35-33.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpga-35-34.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpga45-44-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpga45-43-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpsol2-i-1-60.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpsol2-i-1-62.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpsol2-i-1-63.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpsol2-i-1-35.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fischer-8-3-fair.xml.mzn_AND_NODATA,1,0,0,0.907453,0,0.833037,0.166963,0
normalized-fpsol2-i-2-15.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpsol2-i-2-20.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpsol2-i-1-64.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpsol2-i-1-30.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpsol2-i-2-26.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fischer-6-6-fair.xml.mzn_AND_NODATA,1,0,0,0.910192,0,0.837587,0.162413,0
normalized-fpsol2-i-2-28.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpsol2-i-1-45.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpsol2-i-3-10.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpsol2-i-3-15.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fapp10-0900-10.xml.mzn_AND_NODATA,1,0.014757,0,0.816948,0,0.583378,0.416622,900
normalized-fpsol2-i-2-27.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fischer-11-4-fair.xml.mzn_AND_NODATA,1,0,0,0.910996,0,0.839161,0.160839,0
normalized-fpsol2-i-3-25.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpsol2-i-3-28.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpsol2-i-3-29.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpsol2-i-2-10.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fapp10-0900-0.xml.mzn_AND_NODATA,1,0.014587,0,0.81329,0,0.579264,0.420736,900
normalized-fpsol2-i-1-25.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpsol2-i-2-25.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpsol2-i-3-27.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fapp33-0650-5.xml.mzn_AND_NODATA,1,0.013836,0,0.813836,0,0.578443,0.421557,650
normalized-fpga-45-44.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fapp10-0900-4.xml.mzn_AND_NODATA,1,0.01459,0,0.813351,0,0.579333,0.420667,900
normalized-fpsol2-i-2-29.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpsol2-i-1-61.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fpsol2-i-1-55.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fapp33-0650-4.xml.mzn_AND_NODATA,1,0.013833,0,0.813782,0,0.578383,0.421617,650
normalized-fapp10-0900-2.xml.mzn_AND_NODATA,1,0.014587,0,0.81329,0,0.579264,0.420736,900
normalized-fapp10-0900-6.xml.mzn_AND_NODATA,1,0.0146,0,0.813575,0,0.579586,0.420414,900
normalized-fapp10-0900-8.xml.mzn_AND_NODATA,1,0.014635,0,0.814329,0,0.580437,0.419563,900
normalized-fapp33-0650-6.xml.mzn_AND_NODATA,1,0.013837,0,0.813876,0,0.578489,0.421511,650
normalized-ft06x2-54.xml.mzn_AND_NODATA,1,0,0,0.923077,0,1,0,0
normalized-ft06x2-55.xml.mzn_AND_NODATA,1,0,0,0.923077,0,1,0,0
normalized-fischer-10-5-fair.xml.mzn_AND_NODATA,1,0,0,0.911695,0,0.840328,0.159672,0
normalized-ft06x3-54.xml.mzn_AND_NODATA,1,0,0,0.947368,0,1,0,0
normalized-ft06x3-55.xml.mzn_AND_NODATA,1,0,0,0.947368,0,1,0,0
normalized-ft10x2-837.xml.mzn_AND_NODATA,1,0,0,0.952381,0,1,0,0
normalized-ft10x3-838.xml.mzn_AND_NODATA,1,0,0,0.967742,0,1,0,0
normalized-frb30-15-2-mgd_ext.xml.mzn_AND_NODATA,1,0,0,0.033363,13,0.0625,0.9375,0
normalized-games120-7.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fapp10-0900-1.xml.mzn_AND_NODATA,1,0.014587,0,0.81329,0,0.579264,0.420736,900
normalized-games120-8.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-frb30-15-4-mgd_ext.xml.mzn_AND_NODATA,1,0,0,0.033103,12,0.0625,0.9375,0
normalized-frb30-15-3-mgd_ext.xml.mzn_AND_NODATA,1,0,0,0.032472,10,0.0625,0.9375,0
normalized-frb30-15-4_ext.xml.mzn_AND_NODATA,1,0,0,0.029611,0,0.0625,0.9375,0
normalized-fapp10-0900-9.xml.mzn_AND_NODATA,1,0.014674,0,0.81517,0,0.581383,0.418617,900
normalized-fapp33-0650-8.xml.mzn_AND_NODATA,1,0.013847,0,0.81409,0,0.578729,0.421271,650
normalized-fapp10-0900-7.xml.mzn_AND_NODATA,1,0.014614,0,0.81388,0,0.579931,0.420069,900
normalized-frb30-15-2_ext.xml.mzn_AND_NODATA,1,0,0,0.029524,0,0.0625,0.9375,0
normalized-fapp33-0650-7.xml.mzn_AND_NODATA,1,0.013841,0,0.813956,0,0.578579,0.421421,650
normalized-fapp33-0650-9.xml.mzn_AND_NODATA,1,0.01386,0,0.814384,0,0.579061,0.420939,650
normalized-frb30-15-3_ext.xml.mzn_AND_NODATA,1,0,0,0.029607,0,0.0625,0.9375,0
normalized-fapp10-0900-3.xml.mzn_AND_NODATA,1,0.014588,0,0.81331,0,0.579287,0.420713,900
normalized-fapp10-0900-5.xml.mzn_AND_NODATA,1,0.014594,0,0.813453,0,0.579448,0.420552,900
normalized-fapp34-0750-1.xml.mzn_AND_NODATA,1,0.016012,0,0.812613,0,0.580891,0.419109,750
normalized-fapp27-2550-10.xml.mzn_AND_NODATA,1,0.043149,0,0.800514,0,0.617519,0.382481,2550
normalized-fapp27-2550-0.xml.mzn_AND_NODATA,1,0.043081,0,0.800037,0,0.61692,0.38308,2550
normalized-g-125-17.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fischer-9-3-fair.xml.mzn_AND_NODATA,1,0,0,0.908034,0,0.834061,0.165939,0
normalized-fapp27-2550-1.xml.mzn_AND_NODATA,1,0.043081,0,0.800037,0,0.61692,0.38308,2550
normalized-frb35-17-4-mgd_ext.xml.mzn_AND_NODATA,1,0,0,0.028021,15,0.055556,0.944444,0
normalized-fischer-7-5-fair.xml.mzn_AND_NODATA,1,0,0,0.910022,0,0.83736,0.16264,0
normalized-fischer-5-8-fair.xml.mzn_AND_NODATA,1,0,0,0.910494,0,0.83801,0.16199,0
normalized-frb35-17-1-mgd_ext.xml.mzn_AND_NODATA,1,0,0,0.02658,8,0.055556,0.944444,0
normalized-frb35-17-2-mgd_ext.xml.mzn_AND_NODATA,1,0,0,0.028147,16,0.055556,0.944444,0
normalized-fapp27-2550-7.xml.mzn_AND_NODATA,1,0.043088,0,0.800088,0,0.616984,0.383016,2550
normalized-fapp34-0750-0.xml.mzn_AND_NODATA,1,0.016009,0,0.812547,0,0.580815,0.419185,750
normalized-g-125-18.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fischer-8-4-fair.xml.mzn_AND_NODATA,1,0,0,0.909404,0,0.836356,0.163644,0
normalized-geom-30a-5-ext.xml.mzn_AND_NODATA,1,0,0,0.27027,0,0.166667,0.833333,0
normalized-geom-40-4-ext.xml.mzn_AND_NODATA,1,0,0,0.333333,0,0.204082,0.795918,0
normalized-geom-40-5-ext.xml.mzn_AND_NODATA,1,0,0,0.333333,0,0.170213,0.829787,0
normalized-gp10-01-1092.xml.mzn_AND_NODATA,1,0,0,0.678571,0,0.05313,0.94687,0
normalized-fapp32-0550-6.xml.mzn_AND_NODATA,1,0.010763,0,0.815389,0,0.574792,0.425208,550
normalized-gp10-01-1093.xml.mzn_AND_NODATA,1,0,0,0.678571,0,0.05313,0.94687,0
normalized-fapp27-2550-6.xml.mzn_AND_NODATA,1,0.043082,0,0.800047,0,0.616933,0.383067,2550
normalized-gp10-03-1080.xml.mzn_AND_NODATA,1,0,0,0.678571,0,0.05313,0.94687,0
normalized-gp10-03-1081.xml.mzn_AND_NODATA,1,0,0,0.678571,0,0.05313,0.94687,0
normalized-gp10-04-1076.xml.mzn_AND_NODATA,1,0,0,0.678571,0,0.05313,0.94687,0
normalized-fapp34-0750-3.xml.mzn_AND_NODATA,1,0.016013,0,0.812627,0,0.580906,0.419094,750
normalized-gp10-04-1077.xml.mzn_AND_NODATA,1,0,0,0.678571,0,0.05313,0.94687,0
normalized-gp10-05-1070.xml.mzn_AND_NODATA,1,0,0,0.678571,0,0.05313,0.94687,0
normalized-gp10-05-1071.xml.mzn_AND_NODATA,1,0,0,0.678571,0,0.05313,0.94687,0
normalized-gp10-06-1070.xml.mzn_AND_NODATA,1,0,0,0.678571,0,0.05313,0.94687,0
normalized-gp10-02-1096.xml.mzn_AND_NODATA,1,0,0,0.678571,0,0.05313,0.94687,0
normalized-fischer-6-7-fair.xml.mzn_AND_NODATA,1,0,0,0.91081,0,0.838637,0.161363,0
normalized-gp10-06-1071.xml.mzn_AND_NODATA,1,0,0,0.678571,0,0.05313,0.94687,0
normalized-frb35-17-1_ext.xml.mzn_AND_NODATA,1,0,0,0.025013,0,0.055556,0.944444,0
normalized-fapp27-2550-2.xml.mzn_AND_NODATA,1,0.043081,0,0.800037,0,0.61692,0.38308,2550
normalized-gp10-07-1078.xml.mzn_AND_NODATA,1,0,0,0.678571,0,0.05313,0.94687,0
normalized-gp10-07-1079.xml.mzn_AND_NODATA,1,0,0,0.678571,0,0.05313,0.94687,0
normalized-frb35-17-4_ext.xml.mzn_AND_NODATA,1,0,0,0.025033,0,0.055556,0.944444,0
normalized-gp10-08-1093.xml.mzn_AND_NODATA,1,0,0,0.678571,0,0.05313,0.94687,0
normalized-fapp27-2550-9.xml.mzn_AND_NODATA,1,0.043117,0,0.800291,0,0.617239,0.382761,2550
normalized-gp10-09-1111.xml.mzn_AND_NODATA,1,0,0,0.678571,0,0.05313,0.94687,0
normalized-graceful--K4-P2.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-graceful--K5-P2.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fischer-5-9-fair.xml.mzn_AND_NODATA,1,0,0,0.910864,0,0.838639,0.161361,0
normalized-graceful--K6-P2.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-graph12-w1.xml.mzn_AND_NODATA,1,0.228495,0,0.771505,0,1,0,680
normalized-gp10-10-1092.xml.mzn_AND_NODATA,1,0,0,0.678571,0,0.05313,0.94687,0
normalized-gp10-08-1092.xml.mzn_AND_NODATA,1,0,0,0.678571,0,0.05313,0.94687,0
normalized-graph13-w1.xml.mzn_AND_NODATA,1,0.236448,0,0.763552,0,1,0,916
normalized-fapp27-2550-8.xml.mzn_AND_NODATA,1,0.043097,0,0.800149,0,0.61706,0.38294,2550
normalized-frb35-17-3-mgd_ext.xml.mzn_AND_NODATA,1,0,0,0.027422,13,0.055556,0.944444,0
normalized-gp10-02-1097.xml.mzn_AND_NODATA,1,0,0,0.678571,0,0.05313,0.94687,0
normalized-gp10-10-1091.xml.mzn_AND_NODATA,1,0,0,0.678571,0,0.05313,0.94687,0
normalized-fapp27-2550-3.xml.mzn_AND_NODATA,1,0.043081,0,0.800037,0,0.61692,0.38308,2550
normalized-graph10.xml.mzn_AND_NODATA,1,0.080057,0,0.919943,0,1,0,680
normalized-graph3.xml.mzn_AND_NODATA,1,0.081037,0,0.918963,0,1,0,200
normalized-graph2-f24.xml.mzn_AND_NODATA,1,0.0818,0,0.9182,0,1,0,400
normalized-fapp27-2550-4.xml.mzn_AND_NODATA,1,0.043081,0,0.800037,0,0.61692,0.38308,2550
normalized-fapp34-0750-4.xml.mzn_AND_NODATA,1,0.016015,0,0.812667,0,0.580952,0.419048,750
normalized-graph11.xml.mzn_AND_NODATA,1,0.082988,0,0.917012,0,1,0,680
normalized-graph2-f25.xml.mzn_AND_NODATA,1,0.0818,0,0.9182,0,1,0,400
normalized-fapp34-0750-2.xml.mzn_AND_NODATA,1,0.016013,0,0.812627,0,0.580906,0.419094,750
normalized-graph12.xml.mzn_AND_NODATA,1,0.078035,0,0.921965,0,1,0,680
normalized-gp10-09-1112.xml.mzn_AND_NODATA,1,0,0,0.678571,0,0.05313,0.94687,0
normalized-frb35-17-3_ext.xml.mzn_AND_NODATA,1,0,0,0.024926,0,0.055556,0.944444,0
normalized-graph6.xml.mzn_AND_NODATA,1,0.084388,0,0.915612,0,1,0,400
normalized-graph4.xml.mzn_AND_NODATA,1,0.081833,0,0.918167,0,1,0,400
normalized-graph7.xml.mzn_AND_NODATA,1,0.084388,0,0.915612,0,1,0,400
normalized-fapp34-0750-6.xml.mzn_AND_NODATA,1,0.016018,0,0.81272,0,0.581012,0.418988,750
normalized-fapp34-0750-10.xml.mzn_AND_NODATA,1,0.016027,0,0.812894,0,0.58121,0.41879,750
normalized-haystacks-05.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-haystacks-06.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-frb35-17-2_ext.xml.mzn_AND_NODATA,1,0,0,0.025014,0,0.055556,0.944444,0
normalized-haystacks-08.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-graph5.xml.mzn_AND_NODATA,1,0.081037,0,0.918963,0,1,0,200
normalized-haystacks-10.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fapp27-2550-5.xml.mzn_AND_NODATA,1,0.043081,0,0.800037,0,0.61692,0.38308,2550
normalized-graph8-f11.xml.mzn_AND_NODATA,1,0.082988,0,0.917012,0,1,0,680
normalized-graph14-f27.xml.mzn_AND_NODATA,1,0.089874,0,0.910126,0,1,0,916
normalized-haystacks-12.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-hanoi4.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-graph14-f28.xml.mzn_AND_NODATA,1,0.089874,0,0.910126,0,1,0,916
normalized-haystacks-13.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-haystacks-07.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-frb35-17-5_ext.xml.mzn_AND_NODATA,1,0,0,0.024734,0,0.055556,0.944444,0
normalized-graph13.xml.mzn_AND_NODATA,1,0.079916,0,0.920084,0,1,0,916
normalized-fapp32-0550-5.xml.mzn_AND_NODATA,1,0.010762,0,0.815364,0,0.574764,0.425236,550
normalized-haystacks-09.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-haystacks-11.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-haystacks-16.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-graph9-f10.xml.mzn_AND_NODATA,1,0.080295,0,0.919705,0,1,0,916
normalized-haystacks-18.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-haystacks-17.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-haystacks-14.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-graph9.xml.mzn_AND_NODATA,1,0.080295,0,0.919705,0,1,0,916
normalized-graph8-f10.xml.mzn_AND_NODATA,1,0.082988,0,0.917012,0,1,0,680
normalized-graph9-f9.xml.mzn_AND_NODATA,1,0.080295,0,0.919705,0,1,0,916
normalized-hanoi5.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-haystacks-20.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-haystacks-15.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-haystacks-19.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fischer-7-6-fair.xml.mzn_AND_NODATA,1,0,0,0.910865,0,0.838795,0.161205,0
normalized-haystacks-22.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fapp34-0750-5.xml.mzn_AND_NODATA,1,0.016017,0,0.812707,0,0.580997,0.419003,750
normalized-haystacks-23.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-haystacks-24.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fischer-9-4-fair.xml.mzn_AND_NODATA,1,0,0,0.909968,0,0.837353,0.162647,0
normalized-haystacks-25.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fischer-5-10-fair.xml.mzn_AND_NODATA,1,0,0,0.911163,0,0.839146,0.160854,0
normalized-haystacks-26.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-haystacks-27.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fischer-8-5-fair.xml.mzn_AND_NODATA,1,0,0,0.910626,0,0.838436,0.161564,0
normalized-haystacks-28.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-frb40-19-1-mgd_ext.xml.mzn_AND_NODATA,1,0,0,0.024462,20,0.05,0.95,0
normalized-fapp32-0550-7.xml.mzn_AND_NODATA,1,0.010764,0,0.815426,0,0.574833,0.425167,550
normalized-hole-08_ext.xml.mzn_AND_NODATA,1,0,0,0.326531,0,0.333333,0.666667,0
normalized-frb40-19-2-mgd_ext.xml.mzn_AND_NODATA,1,0,0,0.023959,17,0.05,0.95,0
normalized-hole-09_ext.xml.mzn_AND_NODATA,1,0,0,0.302521,0,0.333333,0.666667,0
normalized-hole-10_ext.xml.mzn_AND_NODATA,1,0,0,0.28169,0,0.333333,0.666667,0
normalized-fischer-6-8-fair.xml.mzn_AND_NODATA,1,0,0,0.91128,0,0.839435,0.160565,0
normalized-homer-10.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fapp34-0750-8.xml.mzn_AND_NODATA,1,0.016018,0,0.81272,0,0.581012,0.418988,750
normalized-homer-11.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-frb40-19-3-mgd_ext.xml.mzn_AND_NODATA,1,0,0,0.023395,12,0.05,0.95,0
normalized-homer-12.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-huck-10.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-haystacks-29.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-huck-9.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-homer-8.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-huck-8.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fischer-9-5-fair.xml.mzn_AND_NODATA,1,0,0,0.911179,0,0.839416,0.160584,0
normalized-fapp34-0750-7.xml.mzn_AND_NODATA,1,0.016018,0,0.81272,0,0.581012,0.418988,750
normalized-fischer-8-6-fair.xml.mzn_AND_NODATA,1,0,0,0.911463,0,0.839861,0.160139,0
normalized-fapp32-0550-9.xml.mzn_AND_NODATA,1,0.010767,0,0.815525,0,0.574943,0.425057,550
normalized-haystacks-30.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-ii-16b2.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-frb40-19-4-mgd_ext.xml.mzn_AND_NODATA,1,0,0,0.022496,9,0.05,0.95,0
normalized-ii-32b2.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-ii-16a1.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fischer-7-7-fair.xml.mzn_AND_NODATA,1,0,0,0.911479,0,0.83984,0.16016,0
normalized-fischer-10-6-fair.xml.mzn_AND_NODATA,1,0,0,0.912517,0,0.84173,0.15827,0
normalized-ii-16c1.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-ii-16a2.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-ii-16d2.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-frb40-19-5-mgd_ext.xml.mzn_AND_NODATA,1,0,0,0.022208,7,0.05,0.95,0
normalized-ii-32c3.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-ii-32d1.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fapp34-0750-9.xml.mzn_AND_NODATA,1,0.016021,0,0.812774,0,0.581073,0.418927,750
normalized-fischer-11-5-fair.xml.mzn_AND_NODATA,1,0,0,0.912184,0,0.841187,0.158813,0
normalized-ii-16e2.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-ii-32b3.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-ii-32d2.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-ii-32b4.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-fischer-6-9-fair.xml.mzn_AND_NODATA,1,0,0,0.911649,0,0.840063,0.159937,0
normalized-ii-8a3.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-ii-16b1.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-ii-8a4.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-ii-32a1.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-ii-16c2.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-frb40-19-3_ext.xml.mzn_AND_NODATA,1,0,0,0.02166,0,0.05,0.95,0
normalized-ii-8b2.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-frb40-19-1_ext.xml.mzn_AND_NODATA,1,0,0,0.02151,0,0.05,0.95,0
normalized-frb40-19-2_ext.xml.mzn_AND_NODATA,1,0,0,0.021537,0,0.05,0.95,0
normalized-ii-8d1.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-ii-32e4.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-ii-8e1.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-ii-16d1.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-ii-32e3.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
