@RELATION 'feature_values_premarshalling_astar_2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE top-good-mean NUMERIC
@ATTRIBUTE group-same-min NUMERIC
@ATTRIBUTE group-same-max NUMERIC
@ATTRIBUTE group-same-stdev NUMERIC
@ATTRIBUTE stack-tier-ratio NUMERIC
@ATTRIBUTE group-same-mean NUMERIC
@ATTRIBUTE empty-stack-pct NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE overstowage-pct NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE tiers NUMERIC
@ATTRIBUTE bflb NUMERIC
@ATTRIBUTE overstowing-stack-pct NUMERIC
@ATTRIBUTE top-good-min NUMERIC
@ATTRIBUTE top-good-stdev NUMERIC
@ATTRIBUTE top-good-max NUMERIC

@DATA
BF4_cpmp_16_5_48_20_36_6,1,10.4,0,3,0.699854,0.3125,2.28571,0.25,16,0.45,0.6,5,36,625,2,5.62494,19
BF4_cpmp_16_5_48_20_36_7,1,7.1,0,4,0.824786,0.3125,2.28571,375,16,0.45,0.6,5,36,625,2,4.32319,16
BF4_cpmp_16_5_48_20_36_8,1,7.90909,0,4,0.982846,0.3125,2.28571,0.25,16,0.45,0.6,5,36,0.6875,2,4.58167,16
BF4_cpmp_16_5_48_20_36_9,1,9.66667,0,4,0.764875,0.3125,2.28571,0.25,16,0.45,0.6,5,36,0.5625,2,5.22813,18
BF5_cpmp_16_5_64_13_39_1,1,4.46154,0,7,1.54524,0.3125,4.57143,0,16,0.4875,0.8,5,42,0.8125,2,2.27411,10
BF5_cpmp_16_5_64_13_39_10,1,6.53846,0,7,1.4983,0.3125,4.57143,0.0625,16,0.4875,0.8,5,39,0.8125,3,2.46874,13
BF5_cpmp_16_5_64_13_39_11,1,5.46154,0,7,1.44984,0.3125,4.57143,0,16,0.4875,0.8,5,42,0.8125,2,2.4997,10
BF5_cpmp_16_5_64_13_39_12,1,6.25,0,7,1.63507,0.3125,4.57143,0,16,0.4875,0.8,5,41,0.75,2,3.4187,12
BF5_cpmp_16_5_64_13_39_14,1,7.07143,0,9,1.80136,0.3125,4.57143,0,16,0.4875,0.8,5,41,875,2,3.32661,13
BF5_cpmp_16_5_64_13_39_15,1,6.2,0,6,1.34771,0.3125,4.57143,0.0625,16,0.4875,0.8,5,40,0.9375,2,3.03754,13
BF5_cpmp_16_5_64_13_39_17,1,5.78571,0,6,1.44984,0.3125,4.57143,0,16,0.4875,0.8,5,42,875,2,3.38439,12
BF5_cpmp_16_5_64_13_39_2,1,7,0,10,2.16182,0.3125,4.57143,0.0625,16,0.4875,0.8,5,40,0.9375,2,3.01109,13
BF5_cpmp_16_5_64_13_39_20,1,5.85714,0,6,1.39971,0.3125,4.57143,0,16,0.4875,0.8,5,40,875,2,3.77694,13
BF5_cpmp_16_5_64_13_39_3,1,5.58333,0,6,1.4983,0.3125,4.57143,0,16,0.4875,0.8,5,40,0.75,3,2.25308,10
BF5_cpmp_16_5_64_13_39_4,1,6.76923,0,6,1.44984,0.3125,4.57143,0,16,0.4875,0.8,5,40,0.8125,3,2.57664,12
BF5_cpmp_16_5_64_13_39_5,1,5.85714,0,7,1.54524,0.3125,4.57143,0.0625,16,0.4875,0.8,5,41,875,2,2.79942,10
BF5_cpmp_16_5_64_13_39_8,1,5.41667,0,6,1.34771,0.3125,4.57143,0,16,0.4875,0.8,5,41,0.75,2,2.92855,11
BF5_cpmp_16_5_64_13_39_9,1,5.85714,0,9,1.76126,0.3125,4.57143,0,16,0.4875,0.8,5,41,875,2,3.09047,12
BF6_cpmp_16_5_64_13_48_1,1,7.30769,0,7,1.63507,0.3125,4.57143,0.1875,16,0.6,0.8,5,48,0.8125,3,3.24356,13
BF6_cpmp_16_5_64_13_48_11,1,6.30769,0,7,1.63507,0.3125,4.57143,0.1875,16,0.6,0.8,5,48,0.8125,2,3098,11
BF6_cpmp_16_5_64_13_48_12,1,5.69231,0,6,1.59079,0.3125,4.57143,0.1875,16,0.6,0.8,5,50,0.8125,2,2.64239,11
BF6_cpmp_16_5_64_13_48_13,1,5.07692,0,7,1.63507,0.3125,4.57143,0.1875,16,0.6,0.8,5,50,0.8125,2,2.99901,12
BF6_cpmp_16_5_64_13_48_15,1,6.53846,0,7,1.54524,0.3125,4.57143,125,16,0.6,0.8,5,48,0.8125,2,3.00296,12
BF6_cpmp_16_5_64_13_48_16,1,6.35714,0,6,1.39971,0.3125,4.57143,125,16,0.6,0.8,5,50,875,3,2.02157,10
BF6_cpmp_16_5_64_13_48_17,1,6.38462,0,7,1.4983,0.3125,4.57143,125,16,0.6,0.8,5,49,0.8125,2,3.4981,13
BF6_cpmp_16_5_64_13_48_18,1,5.53846,0,7,1.4983,0.3125,4.57143,0.0625,16,0.6,0.8,5,50,0.8125,2,2.53029,10
BF6_cpmp_16_5_64_13_48_19,1,7,0,7,1.59079,0.3125,4.57143,0.1875,16,0.6,0.8,5,48,0.8125,2,3.50823,12
BF6_cpmp_16_5_64_13_48_2,1,6.38462,0,6,1.39971,0.3125,4.57143,0.1875,16,0.6,0.8,5,48,0.8125,2,2.70437,11
BF6_cpmp_16_5_64_13_48_3,1,6.76923,0,7,1.59079,0.3125,4.57143,0.1875,16,0.6,0.8,5,49,0.8125,2,2.72182,10
BF6_cpmp_16_5_64_13_48_4,1,5.69231,0,8,1.72023,0.3125,4.57143,125,16,0.6,0.8,5,49,0.8125,2,3.47263,13
BF6_cpmp_16_5_64_13_48_6,1,6.30769,0,8,1.63507,0.3125,4.57143,0.1875,16,0.6,0.8,5,48,0.8125,2,3.42804,12
BF6_cpmp_16_5_64_13_48_7,1,6,0,6,1.44984,0.3125,4.57143,0.1875,16,0.6,0.8,5,49,0.8125,2,2.48069,10
BF6_cpmp_16_5_64_13_48_8,1,7.07692,0,7,1.59079,0.3125,4.57143,0.1875,16,0.6,0.8,5,48,0.8125,2,3.09991,13
BF6_cpmp_16_5_64_13_48_9,1,7.15385,0,8,1.76126,0.3125,4.57143,125,16,0.6,0.8,5,48,0.8125,3,3.25449,12
BF7_cpmp_16_5_64_26_39_1,1,9.61538,0,5,0.948611,0.3125,2.37037,0,16,0.4875,0.8,5,41,0.8125,2,6.43952,21
BF7_cpmp_16_5_64_26_39_10,1,8.85714,0,5,1.09369,0.3125,2.37037,0,16,0.4875,0.8,5,42,875,2,5.02646,18
BF7_cpmp_16_5_64_26_39_11,1,10.0769,0,4,0.908729,0.3125,2.37037,0,16,0.4875,0.8,5,42,0.8125,3,5.52563,21
BF7_cpmp_16_5_64_26_39_12,1,9.61538,0,5,1.02372,0.3125,2.37037,0,16,0.4875,0.8,5,41,0.8125,2,6.58131,21
BF7_cpmp_16_5_64_26_39_13,1,11.4286,0,5,1.09369,0.3125,2.37037,0,16,0.4875,0.8,5,41,875,2,5.76584,21
BF7_cpmp_16_5_64_26_39_14,1,9.64286,0,4,0.908729,0.3125,2.37037,125,16,0.4875,0.8,5,40,875,2,6.76765,22
BF7_cpmp_16_5_64_26_39_15,1,10.5,0,4,0.823189,0.3125,2.37037,0,16,0.4875,0.8,5,41,875,2,6.75859,23
BF7_cpmp_16_5_64_26_39_16,1,9.75,0,4,0.908729,0.3125,2.37037,0,16,0.4875,0.8,5,41,0.75,2,5.44862,20
BF7_cpmp_16_5_64_26_39_17,1,8.07692,0,5,1.09369,0.3125,2.37037,0,16,0.4875,0.8,5,43,0.8125,3,4.74685,17
BF7_cpmp_16_5_64_26_39_19,1,10.6667,0,4,0.823189,0.3125,2.37037,0,16,0.4875,0.8,5,40,0.9375,2,4.86712,20
BF7_cpmp_16_5_64_26_39_2,1,10.2,0,4,0.948611,0.3125,2.37037,0,16,0.4875,0.8,5,41,0.9375,2,7.13863,24
BF7_cpmp_16_5_64_26_39_20,1,9.21429,0,5,0.986882,0.3125,2.37037,0.0625,16,0.4875,0.8,5,41,875,3,5.14335,19
BF7_cpmp_16_5_64_26_39_3,1,10.2667,0,5,1.05929,0.3125,2.37037,0,16,0.4875,0.8,5,43,0.9375,3,6.15864,24
BF7_cpmp_16_5_64_26_39_6,1,10.3571,0,5,1.15944,0.3125,2.37037,0,16,0.4875,0.8,5,41,875,2,5.65189,21
BF7_cpmp_16_5_64_26_39_7,1,9.21429,0,4,0.823189,0.3125,2.37037,0,16,0.4875,0.8,5,42,875,2,4.94511,19
BF7_cpmp_16_5_64_26_39_8,1,10.9231,0,4,0.908729,0.3125,2.37037,0,16,0.4875,0.8,5,42,0.8125,3,6.14519,21
BF8_cpmp_16_5_64_26_48_1,1,13.2143,0,6,1.41809,0.3125,2.37037,125,16,0.6,0.8,5,50,875,2,6.24704,21
BF8_cpmp_16_5_64_26_48_11,1,12.7857,0,5,0.948611,0.3125,2.37037,125,16,0.6,0.8,5,48,875,2,7.07287,25
BF8_cpmp_16_5_64_26_48_12,1,9.15385,0,4,0.776895,0.3125,2.37037,125,16,0.6,0.8,5,49,0.8125,2,5.15672,20
BF8_cpmp_16_5_64_26_48_17,1,12.1538,0,4,0.908729,0.3125,2.37037,125,16,0.6,0.8,5,48,0.8125,2,7.02573,25
BF8_cpmp_16_5_64_26_48_20,1,12.1538,0,4,0.823189,0.3125,2.37037,125,16,0.6,0.8,5,48,0.8125,2,7.38862,26
BF8_cpmp_16_5_64_26_48_4,1,14,0,5,0.823189,0.3125,2.37037,0.1875,16,0.6,0.8,5,48,0.8125,4,6.57501,24
BF8_cpmp_16_5_64_26_48_5,1,13.2308,0,5,1.15944,0.3125,2.37037,125,16,0.6,0.8,5,48,0.8125,2,6.84053,24
BF8_cpmp_16_5_64_26_48_6,1,11.4286,0,4,0.823189,0.3125,2.37037,0.0625,16,0.6,0.8,5,49,875,2,6.74764,26
BF8_cpmp_16_5_64_26_48_7,1,11.5385,0,6,1.02372,0.3125,2.37037,0.0625,16,0.6,0.8,5,50,0.8125,2,6.75523,22
BF9_cpmp_16_8_77_16_47_1,1,6.91667,0,9,2.40386,0.5,4.52941,0,16,0.367188,0.601562,8,49,0.75,2,3.6391,12
BF9_cpmp_16_8_77_16_47_10,1,6.58333,0,6,1.33362,0.5,4.52941,0,16,0.367188,0.601562,8,48,0.75,2,4.27119,16
BF9_cpmp_16_8_77_16_47_12,1,5.66667,0,7,1.71902,0.5,4.52941,0,16,0.367188,0.601562,8,49,0.75,2,3.61325,15
BF9_cpmp_16_8_77_16_47_3,1,5.64286,0,6,1.28876,0.5,4.52941,0,16,0.367188,0.601562,8,51,875,2,2.43801,10
BF9_cpmp_16_8_77_16_47_4,1,6.46154,0,7,1.4191,0.5,4.52941,0,16,0.367188,0.601562,8,48,0.8125,2,3.34239,13
BF9_cpmp_16_8_77_16_47_6,1,6.42857,0,6,1.4191,0.5,4.52941,0,16,0.367188,0.601562,8,49,875,2,3.7362,13
BF9_cpmp_16_8_77_16_47_7,1,5.78571,0,8,1.81878,0.5,4.52941,0,16,0.367188,0.601562,8,51,875,2,2.54049,11
BF9_cpmp_16_8_77_16_47_8,1,4.73333,0,8,1.68445,0.5,4.52941,0,16,0.367188,0.601562,8,51,0.9375,2,1.98214,9
LC2a_lc2a_1,1,3125,0,11,3.17271,0.5,4.54545,0,12,0.263889,0.694444,6,22,0.666667,2,0.780625,5
LC2a_lc2a_10,1,5625,0,9,2.46295,0.5,4.54545,0,12,0.263889,0.694444,6,21,0.666667,3,1.72753,8
LC2a_lc2a_2,1,4.1,0,9,2.70903,0.5,4.54545,0,12,0.263889,0.694444,6,21,0.833333,2,1.22066,6
LC2a_lc2a_3,1,3.66667,0,9,2.8079,0.5,4.54545,0,12,0.263889,0.694444,6,21,0.75,2,1.69967,7
LC2a_lc2a_4,1,4,0,8,2.14746,0.5,4.54545,0,12,0.263889,0.694444,6,22,0.916667,2,1.2792,6
LC2a_lc2a_5,1,3.44444,0,9,2.49959,0.5,4.54545,0,12,0.263889,0.694444,6,22,0.75,2,1.06574,5
LC2a_lc2a_7,1,3.5,0,8,2.27091,0.5,4.54545,0,12,0.263889,0.694444,6,21,0.666667,2,1.58114,7
LC2b_lc2b_1,1,4.2,0,14,3.4997,0.5,4.54545,0,12,0.486111,0.694444,6,37,0.833333,2,1.66132,8
LC2b_lc2b_2,1,4.4,0,9,2.14746,0.5,4.54545,0,12,0.486111,0.694444,6,37,0.833333,2,2.2891,10
LC2b_lc2b_3,1,4.16667,0,9,2.74238,0.5,4.54545,0,12,0.486111,0.694444,6,39,1,2,2.11476,8
LC2b_lc2b_4,1,5.4,0,7,1.87634,0.5,4.54545,0.083333,12,0.486111,0.694444,6,37,0.833333,3,1.74356,8
LC2b_lc2b_5,1,5.1,0,8,2.34961,0.5,4.54545,0.083333,12,0.486111,0.694444,6,38,0.833333,2,2.07123,10
LC2b_lc2b_6,1,5,0,10,2.70903,0.5,4.54545,0.083333,12,0.486111,0.694444,6,37,0.833333,2,1.34164,7
LC2b_lc2b_7,1,3,0,6,1.61604,0.5,4.54545,0.083333,12,0.486111,0.694444,6,38,0.833333,2,1.18322,5
LC2b_lc2b_9,1,5,0,8,1.82725,0.5,4.54545,0,12,0.486111,0.694444,6,36,0.75,2,2.66667,9
LC3a_lc3a_1,1,4.71429,0,9,2.31417,0.5,4.90909,0,12,0.277778,0.75,6,21,0.583333,2,2.6573,9
LC3a_lc3a_10,1,4.66667,0,9,2.50289,0.5,4.90909,0,12,0.277778,0.75,6,22,0.75,3,1.24722,7
LC3a_lc3a_3,1,3875,0,9,2.31417,0.5,4.90909,0,12,0.277778,0.75,6,22,0.666667,2,1.16592,6
LC3a_lc3a_4,1,3.77778,0,8,2.50289,0.5,4.90909,0,12,0.277778,0.75,6,21,0.75,2,1.6178,7
LC3a_lc3a_6,1,3.55556,0,8,2.02056,0.5,4.90909,0,12,0.277778,0.75,6,22,0.75,2,1.42292,6
LC3a_lc3a_7,1,3.54545,0,9,2.67835,0.5,4.90909,0,12,0.277778,0.75,6,22,0.916667,2,1.67134,8
LC3a_lc3a_8,1,4.22222,0,9,2.50289,0.5,4.90909,0,12,0.277778,0.75,6,22,0.75,2,1.5476,7
LC3a_lc3a_9,1,3,0,9,2.96815,0.5,4.90909,0,12,0.277778,0.75,6,22,0.75,2,1.82574,8
LC3b_lc3b_1,1,4.41667,0,9,2.23422,0.5,4.90909,0,12,0.513889,0.75,6,40,1,2,2.66015,10
LC3b_lc3b_10,1,5.3,0,12,3.20382,0.5,4.90909,0,12,0.513889,0.75,6,39,0.833333,2,2.32594,10
LC3b_lc3b_4,1,3.45455,0,11,2.74539,0.5,4.90909,0.083333,12,0.513889,0.75,6,40,0.916667,2,1.07565,5
LC3b_lc3b_5,1,3.72727,0,10,2.42916,0.5,4.90909,0.083333,12,0.513889,0.75,6,39,0.916667,2,1.71044,7
LC3b_lc3b_6,1,5,0,8,2.27454,0.5,4.90909,0,12,0.513889,0.75,6,40,0.916667,2,2.17423,8
LC3b_lc3b_8,1,3.90909,0,8,2.27454,0.5,4.90909,0.083333,12,0.513889,0.75,6,39,0.916667,2,1.72966,7
LC3b_lc3b_9,1,4.5,0,10,2.71208,0.5,4.90909,0,12,0.513889,0.75,6,40,0.833333,2,2.61725,9
cv_data5-10-33,1,14.4,1,1,0,0.7,1,0,10,0.5,0.714286,7,40,1,1,8.61626,28
cv_data4-6-1,1,8,1,1,0,1,1,0,6,0.416667,0.666667,6,18,1,1,4.86484,14
cv_data4-4-19,1,5.5,1,1,0,1.5,1,0,4,0.416667,0.666667,6,13,1,1,3.20156,9
cv_data5-4-23,1,6,1,1,0,1.75,1,0,4,0.321429,0.714286,7,11,1,1,3.80789,11
cv_data4-5-2,1,7.4,1,1,0,1.2,1,0,5,0.433333,0.666667,6,16,1,1,3.92938,12
cv_data4-5-26,1,4.6,1,1,0,1.2,1,0,5,0.433333,0.666667,6,17,1,1,3.00666,10
cv_data5-5-12,1,7.2,1,1,0,1.4,1,0,5,0.428571,0.714286,7,18,1,1,4.91528,15
cv_data4-5-9,1,8.2,1,1,0,1.2,1,0,5,0.466667,0.666667,6,17,1,2,4.30813,14
cv_data5-7-19,1,6.57143,1,1,0,1,1,0,7,0.428571,0.714286,7,24,1,2,3.8492,14
cv_data4-6-18,1,7.66667,1,1,0,1,1,0,6,0.472222,0.666667,6,21,1,1,5.15321,16
cv_data4-4-21,1,4.5,1,1,0,1.5,1,0,4,0.416667,0.666667,6,13,1,1,2.95804,9
cv_data4-7-39,1,10.8333,1,1,0,0.857143,1,0,7,0.357143,0.666667,6,16,0.857143,2,8.19383,25
cv_data4-7-27,1,10.2857,1,1,0,0.857143,1,0,7,0.452381,0.666667,6,22,1,1,8.54759,26
cv_data5-7-40,1,10.7143,1,1,0,1,1,0,7,0.510204,0.714286,7,29,1,2,8.31031,28
cv_data5-6-26,1,4.83333,1,1,0,1.16667,1,0,6,0.547619,0.714286,7,29,1,1,3.97562,13
cv_data5-6-6,1,12,1,1,0,1.16667,1,0,6,0.428571,0.714286,7,21,1,1,7.78888,21
cv_data4-5-1,1,5.2,1,1,0,1.2,1,0,5,0.4,0.666667,6,16,1,1,2.92575,10
cv_data5-4-21,1,6.25,1,1,0,1.75,1,0,4,0.5,0.714286,7,19,1,4,1.47902,8
cv_data4-5-22,1,5.8,1,1,0,1.2,1,0,5,0.466667,0.666667,6,18,1,1,2.92575,10
cv_data5-7-13,1,8,1,1,0,1,1,0,7,0.44898,0.714286,7,27,1,1,4,14
cv_data5-8-38,1,12.5,1,1,0,875,1,0,8,0.482143,0.714286,7,31,1,3,6.76387,25
cv_data4-7-38,1,8.85714,1,1,0,0.857143,1,0,7,0.333333,0.666667,6,16,1,1,7.15998,23
cv_data3-8-38,1,7.5,1,1,0,625,1,0,8,0.3,0.6,5,14,1,1,5.12348,18
cv_data4-4-16,1,5,1,1,0,1.5,1,0,4,0.5,0.666667,6,17,1,1,3.16228,9
cv_data4-7-37,1,6,1,1,0,0.857143,1,0,7,0.380952,0.666667,6,19,1,1,3.70328,13
cv_data5-7-15,1,7.42857,1,1,0,1,1,0,7,0.469388,0.714286,7,27,1,1,5.36808,18
cv_data4-7-25,1,8.28571,1,1,0,0.857143,1,0,7,0.380952,0.666667,6,18,1,1,7.81417,25
cv_data5-5-38,1,9.25,1,1,0,1.4,1,0,5,0.4,0.714286,7,15,0.8,2,5.11737,15
cv_data5-8-39,1,9375,1,1,0,875,1,0,8,0.464286,0.714286,7,30,1,1,7.39827,21
cv_data5-5-29,1,6,1,1,0,1.4,1,0,5,0.485714,0.714286,7,21,1,1,5.09902,14
cv_data5-5-25,1,7.75,1,1,0,1.4,1,0,5,0.428571,0.714286,7,17,0.8,2,4.71036,15
cv_data4-7-30,1,9.83333,1,1,0,0.857143,1,0,7,0.357143,0.666667,6,17,0.857143,2,5.14512,19
cv_data5-4-36,1,10.5,1,1,0,1.75,1,0,4,0.5,0.714286,7,17,1,5,4.03113,16
cv_data4-4-15,1,5,1,1,0,1.5,1,0,4,0.291667,0.666667,6,9,1,2,3.53553,11
cv_data5-8-19,1,13.25,1,1,0,875,1,0,8,0.446429,0.714286,7,27,1,1,11.5081,36
cv_data5-10-23,1,14.7,1,1,0,0.7,1,0,10,0.457143,0.714286,7,35,1,1,11.0639,32
cv_data5-5-11,1,3.8,1,1,0,1.4,1,0,5,0.4,0.714286,7,17,1,1,1.72047,6
cv_data4-7-20,1,11.2857,1,1,0,0.857143,1,0,7,0.428571,0.666667,6,21,1,2,6.88091,22
cv_data4-7-35,1,5.42857,1,1,0,0.857143,1,0,7,0.428571,0.666667,6,22,1,1,3.45821,11
cv_data4-6-7,1,8.66667,1,1,0,1,1,0,6,0.444444,0.666667,6,19,1,1,6.59966,19
cv_data4-7-6,1,9.42857,1,1,0,0.857143,1,0,7,0.5,0.666667,6,26,1,3,5.85191,18
cv_data4-5-25,1,9.8,1,1,0,1.2,1,0,5,0.466667,0.666667,6,17,1,1,6.04649,18
cv_data5-8-2,1,15.75,1,1,0,875,1,0,8,0.446429,0.714286,7,27,1,1,9.09327,32
cv_data4-4-33,1,4.25,1,1,0,1.5,1,0,4,0.416667,0.666667,6,14,1,1,2.38485,7
cv_data4-5-5,1,4,1,1,0,1.2,1,0,5,0.366667,0.666667,6,14,1,1,2.82843,9
cv_data3-8-37,1,7.66667,1,1,0,625,1,0,8,225,0.6,5,10,0.75,1,5.82142,17
cv_data4-5-20,1,6.6,1,1,0,1.2,1,0,5,0.433333,0.666667,6,15,1,1,4.36348,12
cv_data5-4-37,1,10.25,1,1,0,1.75,1,0,4,0.5,0.714286,7,17,1,1,5.76086,16
cv_data4-6-5,1,6.8,1,1,0,1,1,0,6,0.388889,0.666667,6,15,0.833333,1,7.02567,20
cv_data4-6-35,1,8,1,1,0,1,1,0,6,0.416667,0.666667,6,17,1,3,4.76095,17
cv_data4-7-1,1,7.57143,1,1,0,0.857143,1,0,7,0.380952,0.666667,6,19,1,2,4.49943,14
cv_data5-5-5,1,9.4,1,1,0,1.4,1,0,5,0.485714,0.714286,7,20,1,3,4.84149,17
cv_data5-5-37,1,6.2,1,1,0,1.4,1,0,5,0.4,0.714286,7,16,1,2,4.16653,13
cv_data4-5-24,1,4.25,1,1,0,1.2,1,0,5,0.333333,0.666667,6,12,0.8,2,2.27761,8
cv_data5-4-15,1,10.5,1,1,0,1.75,1,0,4,0.5,0.714286,7,17,1,5,4272,16
cv_data5-9-21,1,9.22222,1,1,0,0.777778,1,0,9,0.365079,0.714286,7,27,1,1,7.64167,28
cv_data5-4-27,1,9,1,1,0,1.75,1,0,4,0.5,0.714286,7,17,1,2,6.20484,19
cv_data5-6-25,1,7,1,1,0,1.16667,1,0,6,0.47619,0.714286,7,23,1,2,5.41603,18
cv_data5-8-25,1,14375,1,1,0,875,1,0,8,0.446429,0.714286,7,28,1,3,9.2997,27
cv_data4-6-21,1,8.16667,1,1,0,1,1,0,6,0.444444,0.666667,6,20,1,1,5.01387,17
cv_data5-5-16,1,7,1,1,0,1.4,1,0,5,0.4,0.714286,7,16,1,1,5.93296,16
cv_data5-4-4,1,9.75,1,1,0,1.75,1,0,4,0.535714,0.714286,7,19,1,4,5.11737,17
cv_data5-5-39,1,6.2,1,1,0,1.4,1,0,5,0.4,0.714286,7,16,1,2,3.96989,13
cv_data4-7-22,1,8.42857,1,1,0,0.857143,1,0,7,0.404762,0.666667,6,20,1,1,5.52545,19
cv_data5-6-11,1,9.5,1,1,0,1.16667,1,0,6,0.428571,0.714286,7,21,1,3,5.34634,18
cv_data4-6-9,1,7,1,1,0,1,1,0,6,0.361111,0.666667,6,15,0.833333,2,4.97996,14
cv_data3-5-13,1,3.8,1,1,0,1,1,0,5,0.36,0.6,5,12,1,1,2.31517,7
cv_data3-8-2,1,7.33333,1,1,0,625,1,0,8,0.25,0.6,5,12,0.75,1,4.98888,16
cv_data5-6-2,1,7.6,1,1,0,1.16667,1,0,6,0.380952,0.714286,7,18,0.833333,2,4.75815,15
cv_data5-4-17,1,7,1,1,0,1.75,1,0,4,0.5,0.714286,7,18,1,1,5.52268,13
cv_data5-8-6,1,7.5,1,1,0,875,1,0,8,0.446429,0.714286,7,30,1,1,5.5,18
cv_data4-6-20,1,8.6,1,1,0,1,1,0,6,0.361111,0.666667,6,15,0.833333,1,5.23832,16
cv_data5-4-7,1,6.5,1,1,0,1.75,1,0,4,0.392857,0.714286,7,14,1,1,3.64005,11
cv_data4-7-19,1,11.2857,1,1,0,0.857143,1,0,7,0.380952,0.666667,6,18,1,1,7.86882,26
cv_data5-5-33,1,8.2,1,1,0,1.4,1,0,5,0.542857,0.714286,7,24,1,3,4.53431,14
cv_data5-5-27,1,9.2,1,1,0,1.4,1,0,5,0.514286,0.714286,7,23,1,2,4.53431,14
cv_data5-4-31,1,8.25,1,1,0,1.75,1,0,4,0.464286,0.714286,7,17,1,2,4.02337,13
cv_data4-5-30,1,4.2,1,1,0,1.2,1,0,5,0.466667,0.666667,6,18,1,1,2.31517,8
cv_data5-6-8,1,9.4,1,1,0,1.16667,1,0,6,0.428571,0.714286,7,20,0.833333,6,2.15407,12
cv_data5-5-14,1,8.6,1,1,0,1.4,1,0,5,0.485714,0.714286,7,21,1,4,2.87054,12
cv_data4-6-16,1,9.4,1,1,0,1,1,0,6,0.333333,0.666667,6,13,0.833333,3,6.01997,18
cv_data5-5-40,1,7.6,1,1,0,1.4,1,0,5,0.457143,0.714286,7,20,1,1,4.96387,15
cv_data4-7-26,1,7,1,1,0,0.857143,1,0,7,0.357143,0.666667,6,18,1,1,4,14
cv_data5-5-7,1,7.2,1,1,0,1.4,1,0,5,0.457143,0.714286,7,18,1,1,6.79412,20
cv_data3-7-18,1,9.6,1,1,0,0.714286,1,0,7,0.285714,0.6,5,11,0.714286,6,2.72764,13
cv_data5-5-24,1,6.4,1,1,0,1.4,1,0,5,0.514286,0.714286,7,23,1,2,3.61109,12
cv_data5-4-3,1,8.25,1,1,0,1.75,1,0,4,0.5,0.714286,7,17,1,4,4.60299,16
cv_data5-5-23,1,5.4,1,1,0,1.4,1,0,5,0.4,0.714286,7,17,1,1,4.31741,12
cv_data5-5-10,1,5,1,1,0,1.4,1,0,5,0.428571,0.714286,7,19,1,1,3.89872,12
cv_data5-5-18,1,6,1,1,0,1.4,1,0,5,0.428571,0.714286,7,19,1,2,2.44949,9
cv_data4-7-24,1,7.57143,1,1,0,0.857143,1,0,7,0.404762,0.666667,6,20,1,2,4.43548,16
cv_data5-4-13,1,6.25,1,1,0,1.75,1,0,4,0.464286,0.714286,7,17,1,1,6.37868,17
cv_data5-9-38,1,13.4444,1,1,0,0.777778,1,0,9,0.492063,0.714286,7,37,1,2,8.26117,25
cv_data5-5-8,1,6.2,1,1,0,1.4,1,0,5,0.4,0.714286,7,16,1,1,4.9558,15
cv_data4-7-40,1,8.57143,1,1,0,0.857143,1,0,7,0.380952,0.666667,6,19,1,1,5.57692,17
cv_data5-7-33,1,12.1429,1,1,0,1,1,0,7,0.510204,0.714286,7,30,1,1,8.93514,30
cv_data4-4-12,1,5.75,1,1,0,1.5,1,0,4,0.416667,0.666667,6,13,1,4,1.47902,8
cv_data4-6-36,1,6.33333,1,1,0,1,1,0,6,0.388889,0.666667,6,17,1,1,5.8784,19
cv_data5-4-20,1,4.75,1,1,0,1.75,1,0,4,0.428571,0.714286,7,15,1,1,3.03109,9
cv_data4-5-23,1,5.6,1,1,0,1.2,1,0,5,0.433333,0.666667,6,17,1,1,3.49857,10
cv_data4-7-13,1,9.14286,1,1,0,0.857143,1,0,7,0.333333,0.666667,6,17,1,1,5.84144,17
cv_data5-9-32,1,15.3333,1,1,0,0.777778,1,0,9,0.444444,0.714286,7,31,1,3,8.65384,31
cv_data4-7-32,1,8.57143,1,1,0,0.857143,1,0,7,0.380952,0.666667,6,19,1,1,6.09114,20
cv_data5-9-4,1,10.4444,1,1,0,0.777778,1,0,9,0.412698,0.714286,7,30,1,5,4.64545,20
cv_data4-7-23,1,10,1,1,0,0.857143,1,0,7,0.309524,0.666667,6,14,0.857143,1,6.87992,23
cv_data5-5-3,1,4.4,1,1,0,1.4,1,0,5,0.485714,0.714286,7,21,1,1,3.07246,9
cv_data4-5-39,1,5.8,1,1,0,1.2,1,0,5,0.4,0.666667,6,15,1,1,3.76298,11
cv_data5-7-36,1,11.1429,1,1,0,1,1,0,7,0.489796,0.714286,7,29,1,2,9.6574,28
cv_data4-4-3,1,6.5,1,1,0,1.5,1,0,4,0.458333,0.666667,6,14,1,3,3.90512,13
cv_data4-7-36,1,10.2857,1,1,0,0.857143,1,0,7,0.404762,0.666667,6,19,1,1,7.9231,23
