@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC

@DATA
SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S1962059985-11-UNSAT.cnf,1,12493,14684,47.5646,0.0001,39.0751,0.0025,38.1625,47.5646,0.0015,43.4283,86.1871,59.7279,835,812,4015,835.441
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S689381858-022.UNKNOWN.cnf,1,2662,2662,29.7573,0.0424,27.9186,0.04,27.7698,29.7573,0.0452,28.9581,10.8801,9.9008,25,20,125,24.7864
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S228456758-12.SAT.shuffled.cnf,1,4450,4450,19.9237,0.011,19.6555,0.14,19.6577,19.9237,0.011,19.7001,6.8187,6.2738,9,6,50,8.9429
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/75/unif-k7-r89-v75-c6675-S2073320038-053.cnf,1,6675,6675,27.7184,0.0111,27.2338,0.0933,27.2576,27.7184,0.0111,27.3668,9.456,9.0634,13,10,75,12.8841
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1736471436-014.cnf,1,16000,16000,72.2121,0.0147,52.8631,0.0063,52.74,57.2,0.0196,55.6184,44.7977,37.9621,152,141,800,152.235
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S45592023-054.cnf,1,2370,2380,34.6239,0.0034,30.9783,0.0091,30.6294,34.6239,0.0109,33.0616,19.7629,15.7307,121,111,550,121.796
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S1640054673-078.cnf,1,6675,6675,27.9684,0.0111,27.2159,0.0933,27.1614,27.9684,0.0111,27.3564,9.372,9.1028,13,10,75,12.8615
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1141213963-005.cnf,1,75093,75600,126.5,0,67.5267,0.0003,67.8571,88.3333,0.0004,77,1912,329.308,3787,0,17563,3862.85
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1249224492-031.cnf,1,15300,15300,54.6402,0.0117,53.1956,0.0389,53.8053,54.6402,0.0117,54.6402,16.5562,16.5986,30,24,180,29.7789
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1516934767-080.cnf,1,1609,1615,0,0.0062,0,0.0107,0,0,0.0157,0,12.229,10.3601,83,75,374,83.7873
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1192890414-033.cnf,1,14000,14000,62.2037,0.0165,50.2651,0.0071,49.8551,54.8448,0.0218,52.5469,38.2005,31.635,134,123,700,134.117
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1794283924-053.SATISFIABLE.cnf,1,1488,1491,22.5346,0.0054,21.0603,0.0144,20.8072,22.5346,0.0168,21.5801,13.8598,11.2818,77,69,347,77.1609
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S2088224617-083.cnf,1,20000,20000,69.7021,0.0123,56.4942,0.005,56.3404,62.6452,0.0165,58.9744,55.56,45.9957,191,177,1000,191.009
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/540/unif-k3-r4.25-v540-c2295-S638051453-097.cnf,1,2286,2295,33.4474,0.0044,29.3969,0.0094,28.8935,33.4474,0.0113,32.345,23.5251,18.7633,116,106,530,115.879
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S152598520-02-SAT.cnf,1,14875,17354,38.5265,0.0001,29.2415,0.0021,28.2916,33.2846,0.0013,31.9258,70.4157,61.5747,997,962,4700,977.092
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1836400953-011.UNKNOWN.cnf,1,3195,3195,33.2484,0.0407,31.4685,0.0333,31.8081,33.2484,0.0438,32.0484,12.5142,11.4196,30,24,150,29.6687
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S957997002-040.cnf,1,2025,2040,31.3268,0.0049,27.2827,0.0107,26.8987,31.3268,0.0129,29.6945,15.5814,12.8189,103,94,467,103.299
SAT_Competition2007/random/OnTreshold/3SAT/v450/unif-k3-r4.25-v450-c1912-S1483146927-18.SAT.shuffled.cnf,1,1907,1912,31.1952,0.0052,27.3948,0.009,26.9886,31.1952,0.0133,31.1531,13.9345,11.3165,99,89,444,98.6665
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/120/unif-k5-r21.3-v120-c2556-S918173205-035.cnf,1,2556,2556,27.7571,0.0426,26.7568,0.0417,26.8911,27.7571,0.0453,27.3509,10.5199,9.4775,24,19,120,24.0048
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S950666065-093-UNKNOWN.cnf,1,145983,147000,243,0,85.2343,0.0002,80.6,130,0.0002,101,1444,856,7442,7344,34090,7452.33
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S1766907733-036.cnf,1,18700,18700,60.1094,0.0117,48.6461,0.0318,48.0247,52.807,0.0117,49.3739,19.5783,19.9618,36,30,220,36.4388
SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1437321789-17.SAT.shuffled.cnf,1,4005,4005,18.4564,0.011,18.2803,0.1556,18.3652,18.4564,0.011,18.3775,6.4782,5.7909,8,6,45,8.0752
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S862393334-098-UNKNOWN.cnf,1,17000,17000,58.9557,0.0117,57.6355,0.035,57.2265,58.9557,0.0117,58.9557,17.7524,18.0339,33,27,200,33.1721
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1207324880-03.cnf,1,18000,18000,64.1642,0.0127,53.9598,0.0056,53.7843,61.3467,0.0179,56.6429,48.5184,42.76,172,158,900,172.968
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S3230925-04.cnf,1,17000,17000,59.3003,0.0117,58.5432,0.035,59.2998,59.3003,0.0117,59.3003,17.7781,18.2514,33,28,200,33.3687
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1284372491-036.cnf,1,20000,20000,71.3043,0.012,57.0699,0.005,56.8462,63.6667,0.0165,60.5,55.9748,43.25,193,177,1000,191.23
SAT_Competition2007/random/OnTreshold/7SAT/v60/unif-k7-r89-v60-c5340-S1783894026-19.SAT.shuffled.cnf,1,5340,5340,22.9569,0.011,22.6483,0.1167,22.6616,22.9569,0.011,22.758,7.9162,7.5322,10,8,60,10.5239
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S903594090-011-UNKNOWN.cnf,1,41691,42000,94.2727,0.0001,54.0255,0.0005,53.1892,65.875,0.0006,59.0909,409,153.583,2126,2056,9726,2127.62
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S1348818483-020-UNKNOWN.cnf,1,17000,17000,57.6753,0.0117,57.0618,0.035,57.5764,57.6753,0.0117,57.6753,18.2865,18.2752,33,27,200,33.1174
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1147977026-087.SATISFIABLE.cnf,1,7120,7120,28.8711,0.0111,28.4456,0.0875,28.534,28.8711,0.0111,28.5502,9.5983,9.492,14,10,80,13.6424
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1054448974-13.cnf,1,54236,54600,102.1429,0,57.492,0.0005,55.8462,71.2222,0.0005,63.6429,619.818,207.368,2771,2716,12648,2756.32
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1189700536-035.SATISFIABLE.cnf,1,2130,2130,24.3948,0.0441,23.4234,0.05,23.6806,24.3948,0.0459,23.708,8.8061,7.9139,20,16,100,20.0793
SAT_Competition2007/random/LargeSize/7SAT/v240/unif-k7-r85-v240-c20400-S52275463-03.cnf,1,20400,20400,60.9672,0.0117,48.6766,0.0292,48.1477,51.5979,0.0117,49.8149,20.9357,21.4776,40,34,240,39.2968
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1330787624-15.cnf,1,79295,79800,243,0,67.962,0.0003,64.8571,90.375,0.0003,77.8333,748,405.214,4006.5,0,18543,4040.64
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1201608256-021-UNKNOWN.cnf,1,62572,63000,129,0.0001,61.9303,0.0004,60.1667,81.625,0.0004,69.75,1046.33,284.529,3157,0,14596,3194.35
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S1765449180-016.cnf,1,8359,8400,40.8249,0.0005,32.3577,0.0026,31.9412,34.6821,0.0031,33.5294,58.0323,41.3132,429,410,1960,428.443
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1,21250,21250,56.2746,0.0117,48.7042,0.028,48.5714,50.8773,0.0117,49.9641,21.7782,22.0713,41,35,250,41.2478
SAT_Competition2007/random/OnTreshold/5SAT/v100/unif-k5-r21.3-v100-c2130-S744612847-12.SAT.shuffled.cnf,1,2130,2130,24.29,0.0446,23.3712,0.05,23.3968,24.29,0.046,23.5938,9.3978,8.4889,20,16,100,19.9657
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S51928934-076.SATISFIABLE.cnf,1,8010,8010,32.4376,0.0111,31.5614,0.0778,31.7124,32.4376,0.0111,31.7829,10.4665,10.3552,15,12,90,15.4129
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1954748117-061.cnf,1,22000,22000,79,0.0118,60.3611,0.0045,60.0313,69.0769,0.0152,63.6486,60.3136,50.1781,211,195,1100,211.008
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S1075551507-050.cnf,1,8355,8400,39.4832,0.001,32.3749,0.0026,32.3158,34.4274,0.0031,33.4,56.1372,39.075,425,408,1952,427.831
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,18700,18700,60.893,0.0117,49.6706,0.0318,47.9029,58.0118,0.0117,49.8295,19.3936,19.6478,37,31,220,36.5913
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S204737200-067.SATISFIABLE.cnf,1,2111,2130,30.6965,0.0047,28.103,0.0104,28.0243,30.6965,0.0127,29.6004,16.0949,13.0558,107,97,481,106.655
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S57566027-15.cnf,1,13600,13600,50.0345,0.0117,48.707,0.0437,48.9817,50.0345,0.0117,50.0345,15.0618,15.3473,26,21,160,26.4227
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S2032263657-035.cnf,1,1517,1530,25.9442,0.0079,22.5231,0.0145,22.0351,25.9442,0.0174,22.8938,9.6205,8.3072,78,69,346,77.7935
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1091905403-047-UNKNOWN.cnf,1,41730,42000,80.6875,0.0001,52.4802,0.0005,52.3889,64.2,0.0006,57.4762,291.778,171.269,2126.5,2098,9756,2124.27
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1261029273-036.SATISFIABLE.cnf,1,2758,2769,40.4457,0.0015,35.4339,0.0078,34.2142,40.4457,0.0093,39.2617,23.4612,18.394,141,130,638,141.246
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1106151685-15.SAT.shuffled.cnf,1,6230,6230,26.1402,0.0111,25.6281,0.1,25.7497,26.1402,0.0111,26.0223,8.6664,8.3329,12,9,70,12.1861
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/110/unif-k5-r21.3-v110-c2343-S745855171-090.cnf,1,2343,2343,27.7921,0.044,25.2947,0.0455,25.073,27.7921,0.0457,26.0603,9.7757,8.8207,22,18,110,21.9368
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S2099846342-04-SAT.cnf,1,2244,2280,34.1484,0.0027,28.3969,0.0102,27.3797,34.1484,0.0099,30.9821,17.5848,14.5566,130,119,591,129.936
SAT_Competition2007/random/OnTreshold/5SAT/v90/unif-k5-r21.3-v90-c1917-S1282416669-17.SAT.shuffled.cnf,1,1917,1917,23.2391,0.0443,21.6974,0.0556,21.5633,23.2391,0.046,22.0734,8.2522,7.3714,18,14,90,18.0535
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S1422278005-004.cnf,1,2556,2556,28.6237,0.0423,27.0648,0.0417,27.1589,28.6237,0.0451,27.7574,10.3113,9.4079,24,19,120,23.8998
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S1880984131-087.cnf,1,1775,1785,28.1802,0.0056,25.234,0.0122,24.7886,28.1802,0.0146,27.3803,12.6405,10.81,91,82,410,90.9055
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1299158672-14.SAT.shuffled.cnf,1,6675,6675,27.6482,0.0111,27.0368,0.0933,26.911,27.6482,0.0111,27.2736,9.4526,9.0443,13,10,75,12.8094
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S394483079-002-UNKNOWN.cnf,1,40000,40000,116.7273,0.0067,74.4942,0.0025,73.1053,90.5455,0.0091,81.5714,108.282,81.6304,380,356,2000,383.5
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1459690542-033.cnf,1,1520,1530,24.4,0.0066,22.2842,0.0142,21.9995,24.4,0.017,23.1969,11.8219,9.982,78,69,351,78.1663
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S375588147-050.cnf,1,18700,18700,59.1819,0.0117,49.0192,0.0318,48.6771,52.317,0.0117,49.6635,19.6391,19.7593,36,30,220,36.4691
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S539876024-03.SAT.shuffled.cnf,1,2122,2130,33.443,0.0047,28.3155,0.0102,27.3568,33.443,0.012,31.6199,16.307,13.8098,110,100,492,110.092
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1341479044-12.UNSAT.shuffled.cnf,1,2744,2769,38.0211,0.0036,33.6003,0.0079,32.769,38.0211,0.0097,33.2326,26.168,20.3444,137,127,629,137.4
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S1963731659-060.cnf,1,2556,2556,29.3546,0.0419,27.1497,0.0417,27.1239,29.3546,0.0452,28.2356,9.6671,8.6876,24,19,120,24.0511
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S1367181683-025.cnf,1,1946,1955,30.4096,0.0031,26.6262,0.0089,25.9521,30.4096,0.0131,29.0638,15.5485,12.6436,100,91,451,100.051
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v800-c3408-S456969343-019.SATISFIABLE.cnf,1,3362,3408,41.578,0.003,32.7844,0.0065,29.6161,40.9588,0.0079,39.6295,25.9754,20.1491,171,158,773,170.488
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2088061175-062.cnf,1,75118,75600,120.1667,0.0001,65.7425,0.0003,62.0909,88.6,0.0003,75,686.4,341.154,3841,3799,17584,3843.23
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1543261951-042.cnf,1,13600,13600,50.2134,0.0117,48.9347,0.0437,49.5613,50.2134,0.0117,50.2134,14.8002,14.9658,26,21,160,26.5372
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S921718479-079-UNKNOWN.cnf,1,83511,84000,137.4,0,67.9948,0.0003,65.9,94,0.0003,79.6,1225,378.818,4252.5,0,19513,4232.91
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,1901,1917,30.0567,0.0053,26.4605,0.0115,26.2153,30.0567,0.0139,29.5908,15.6855,12.8542,96,87,434,96.2404
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1623694027-006.SATISFIABLE.cnf,1,7120,7120,29.1253,0.0111,28.5137,0.0875,28.5106,29.1253,0.0111,28.5159,9.4538,9.3065,14,10,80,13.7371
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S946474812-075.SATISFIABLE.cnf,1,1483,1491,24.5217,0.0067,21.9087,0.0117,21.6338,24.5217,0.0172,24.3992,13.4462,11.2025,76,68,343,75.9304
SAT_Competition2007/random/OnTreshold/3SAT/v400/unif-k3-r4.26-v400-c1704-S141590207-13.SAT.shuffled.cnf,1,1695,1704,28.0032,0.0059,24.6576,0.0128,24.0585,28.0032,0.0152,26.9595,14.3128,11.8337,86,78,391,86.7557
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v150-c12750-S1290198737-013-UNKNOWN.cnf,1,12750,12750,47.6458,0.0117,46.6295,0.0467,47.4671,47.6458,0.0117,47.6458,14.1311,14.3702,25,20,150,24.9348
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S751835224-10.cnf,1,13600,13600,49.8648,0.0117,48.949,0.0437,49.799,49.8648,0.0117,49.8648,15.1239,15.3071,26,21,160,26.6804
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1440346932-010.SATISFIABLE.cnf,1,1690,1704,27.0924,0.0059,24.9331,0.0104,24.8235,27.0924,0.0158,26.8713,13.5715,11.2463,85,76,383,84.6617
SAT_Competition2007/random/2+p/p0.8/v2035/unif2p-p0.8-v2035-c6328-S25157261-20-UNSAT.cnf,1,5967,6327,43.0498,0.0002,33.6459,0.004,33.4408,41.6214,0.0034,38.5276,42.6024,32.9786,372,353,1744,373.791
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S976131144-051-UNKNOWN.cnf,1,62606,63000,113.6,0,62.8762,0.0004,61.6667,80.1667,0.0004,70.0909,381.571,279.538,3209,3168,14637,3193.31
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S2143190124-085.SATISFIABLE.cnf,1,6230,6230,26.3264,0.0111,25.7244,0.1,25.7166,26.3264,0.0111,25.9599,8.7699,8.468,12,9,70,12.1018
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S23858409-056.cnf,1,2278,2295,32.8854,0.0035,30.0973,0.0096,29.7453,32.8854,0.0116,31.8228,17.8072,14.6375,116,106,523,115.636
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1915396418-078.SATISFIABLE.cnf,1,1912,1917,35.1634,0.0052,28.1645,0.009,26.6694,35.1634,0.0133,31.4702,13.3946,11.0962,99,90,445,99.619
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/120/unif-k5-r21.3-v120-c2556-S267191961-079.cnf,1,2556,2556,28.332,0.0407,27.0242,0.0417,27.1039,28.332,0.0452,27.6447,10.2768,9.3036,24,19,120,23.9126
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S1326039470-063.cnf,1,1691,1700,26.5233,0.0059,23.9045,0.0129,24.1373,26.5233,0.0153,25.7971,13.1898,10.9071,87,78,389,86.9318
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1229813320-044.cnf,1,2030,2040,31.6558,0.0039,27.3058,0.0107,27.2234,31.6558,0.0128,28.7885,17.1854,14.0883,103,94,468,103.441
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1145101718-14.cnf,1,41748,42000,93.2143,0.0001,53.1906,0.0006,52.5333,64.9333,0.0006,58.7647,395.65,162.538,2116.5,2075,9754,2126.19
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S2018484485-019.cnf,1,16696,16800,50.3043,0.0004,39.7327,0.0013,39.8652,44.5156,0.0016,42.4375,115.339,75.065,855,830,3911,853.935
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v40000-c168000-S386300535-065-UNKNOWN.cnf,1,166873,168000,344,0,101.3829,0.0002,88.8,159,0.0002,123,1216,1462.8,8494,8494,38998,8501.6
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1422217194-16.SAT.shuffled.cnf,1,1527,1533,26.3029,0.0052,23.2313,0.0114,22.8398,26.3029,0.0168,24.8144,12.8332,10.65,79,70,352,79.1129
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S1998470614-06.cnf,1,11900,11900,45.1417,0.0117,44.2293,0.05,44.6686,45.1417,0.0117,45.1417,13.2864,13.4973,23,19,140,23.2444
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S1326526519-03-SAT.cnf,1,14774,17354,39.9397,0.0001,29.1165,0.0017,28.2189,35.1578,0.0013,29.6961,70.5049,67.2981,992,960,4710,984.346
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1069233620-009.SATISFIABLE.cnf,1,2741,2769,40.9054,0.0029,34.8963,0.0063,33.9305,40.9054,0.0094,39.1562,22.2297,18.0285,140,129,639,140.17
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S2014736708-037.SATISFIABLE.cnf,1,8010,8010,32.2223,0.0111,31.2894,0.0778,31.3013,32.2223,0.0111,32.2223,10.5065,10.4639,15,12,90,15.2746
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S1769448312-079.cnf,1,25049,25200,63.75,0.0002,44.4836,0.0009,43.7674,51.0149,0.001,48.6296,219.98,98.1071,1274,1241,5862,1282.75
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1518709554-16.UNSAT.shuffled.cnf,1,2733,2769,37.9405,0.0029,34.0214,0.0064,33.6638,37.9405,0.0096,37.5588,24.048,18.856,139,128,629,139.055
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S960948361-055.UNKNOWN.cnf,1,2749,2769,38.3633,0.0033,33.5904,0.0095,32.7805,38.3633,0.0096,37.2278,25.733,20.2252,139,127,631,138.394
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,10414,10500,41.971,0.0006,33.9646,0.0025,33.3697,37.7043,0.0026,35.7069,71.0623,48.65,529,507,2420,527.218
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v400-c34000-S817927155-033-UNKNOWN.cnf,1,34000,34000,63.5942,0.0117,58.9673,0.0175,59.7089,62.255,0.0117,61.2,32.9642,32.5642,66,57,400,65.848
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S966455977-02-UNSAT.cnf,1,3483,3582,37.9607,0.0014,36.2208,0.0066,36.1555,37.9607,0.0066,37.7703,30.3146,23.3083,197,183,909,197.135
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S1949086545-083.cnf,1,2366,2380,34.2061,0.0008,30.4035,0.0091,29.6604,34.2061,0.011,33.15,20.2517,16.2221,121,111,547,120.938
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S1339293988-069.cnf,1,1859,1870,28.1513,0.0032,25.6912,0.0093,25.4954,28.1513,0.0138,28.1001,14.957,12.2915,95,86,430,95.1045
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S120857050-04.cnf,1,11900,11900,45.3189,0.0117,44.0121,0.05,44.094,45.3189,0.0117,44.8601,13.3953,13.5374,23,19,140,23.2542
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S1767425240-073.cnf,1,1686,1700,29.1336,0.0059,25.3867,0.0104,25.0943,29.1336,0.0157,27.1755,12.6197,10.6017,85,77,385,85.3193
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S374960214-041-UNKNOWN.cnf,1,10451,10500,42.1227,0.001,34.5311,0.002,34.5852,37.3478,0.0025,36.0865,75.1538,53.7155,536,512,2448,532.54
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S419010076-063-UNKNOWN.cnf,1,146006,147000,254,0,90.0333,0.0002,79.2,138.5,0.0002,106.3333,1476.5,1387.4,7377.5,7336,34086,5928.4
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S1376493471-11.SAT.shuffled.cnf,1,2556,2556,28.6123,0.0426,26.9908,0.0417,27.1318,28.6123,0.0451,27.2696,10.2931,9.3333,24,19,120,23.8621
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1517604033-06.UNSAT.shuffled.cnf,1,2343,2343,26.2347,0.0435,25.0803,0.0455,25.0455,26.2347,0.0456,25.6202,9.7301,8.7782,22,17,110,21.901
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S882603971-022.cnf,1,22000,22000,75.6,0.0115,58.6702,0.0045,58.5897,65.6441,0.0152,62.7714,59.5417,48.4836,210.5,197,1100,210.361
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S1245360321-088-UNKNOWN.cnf,1,25000,25000,82.9,0.0098,61.1666,0.004,60.7857,70.7419,0.0137,65.8222,66.53,54.9024,240,223,1250,238.678
