@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC

@DATA
k_d4_n-17-shuffled,1,4.579396
k_d4_n-18-shuffled,1,4.585351
k_d4_n-19-shuffled,1,4.590695
k_d4_n-20-shuffled,1,4.595518
k_d4_n-21-shuffled,1,4.599893
k_d4_n-7-shuffled,1,4.432722
k_d4_p-10-shuffled,1,3.697638
k_d4_p-11-shuffled,1,3.709353
k_d4_p-21-shuffled,1,3.766795
k_d4_p-6-shuffled,1,3.61519
k_d4_p-7-shuffled,1,3.643956
k_dum_n-10-shuffled,1,3.191729
k_dum_n-21-shuffled,1,3.251969
k_dum_p-11-shuffled,1,3.2537
k_dum_p-13-shuffled,1,3.24237
k_dum_p-16-shuffled,1,3.236496
k_dum_p-21-shuffled,1,3.218365
ken.flash^10.C-f4-shuffled,1,2.959531
ken.flash^14.C-d4-shuffled,1,2.871156
ken.oop^1.C-d2,1,2.722098
k_grz_n-10-shuffled,1,4.398844
k_grz_n-13-shuffled,1,4.614583
k_grz_n-14-shuffled,1,4.724191
k_grz_n-21-shuffled,1,5.284198
k_grz_p-10-shuffled,1,4.54672
k_grz_p-17-shuffled,1,5.062969
k_grz_p-21-shuffled,1,5.267588
k_lin_n-10-shuffled,1,10.67041
k_lin_n-13-shuffled,1,12.588946
k_lin_n-14-shuffled,1,13.226014
k_lin_n-21-shuffled,1,18.008995
k_lin_n-9-shuffled,1,9.69692
k_lin_p-12-shuffled,1,6.402516
k_lin_p-16-shuffled,1,7.164466
k_lin_p-21-shuffled,1,8.238184
k_lin_p-8-shuffled,1,5.46697
k_path_n-10-shuffled,1,3.646175
k_path_n-20-shuffled,1,3.672969
k_path_n-21-shuffled,1,3.668683
k_path_p-10-shuffled,1,3.643178
k_path_p-16-shuffled,1,3.663275
k_path_p-21-shuffled,1,3.673898
k_path_p-9-shuffled,1,3.643927
k_ph_n-10-shuffled,1,10.468728
k_ph_n-13-shuffled,1,15.394012
k_ph_n-14-shuffled,1,17.293509
k_ph_n-15-shuffled,1,19.342943
k_ph_n-8-shuffled,1,7.895202
k_ph_n-9-shuffled,1,9.078269
k_ph_p-11-shuffled,1,12.314176
k_ph_p-12-shuffled,1,14.282286
k_ph_p-8-shuffled,1,8.150596
k_ph_p-9-shuffled,1,9.270314
k_poly_n-12-shuffled,1,2.773006
k_poly_n-13-shuffled,1,2.773481
k_poly_n-20-shuffled,1,2.774908
k_poly_n-21-shuffled,1,2.775087
k_poly_p-19-shuffled,1,2.774757
k_poly_p-21-shuffled,1,2.775044
k_t4p_n-12-shuffled,1,3.945528
k_t4p_n-17-shuffled,1,3.965221
k_t4p_n-21-shuffled,1,3.974368
k_t4p_n-4-shuffled,1,3.822115
k_t4p_p-12-shuffled,1,3.902962
k_t4p_p-20-shuffled,1,3.94347
k_t4p_p-21-shuffled,1,3.946551
k_t4p_p-4-shuffled,1,3.754177
k_t4p_p-8-shuffled,1,3.858369
lognBWLARGEB1-shuffled,1,6.442544
lut4_2_f2-shuffled,1,21.142857
lut4_AND_f1-shuffled,1,30.226667
lut4_XOR_fOR-shuffled,1,9.604651
mutex-128-s,1,1.417286
mutex-16-s,1,1.415094
mutex-2-s,1,1.384615
mutex-32-s,1,1.416373
mutex-4-s,1,1.405594
mutex-64-s,1,1.416986
mutex-8-s,1,1.412308
ncf_16_32_8_d.10,1,2.08427
ncf_16_32_8_d.1,1,2.08643
ncf_16_32_8_d.2,1,2.088591
ncf_16_32_8_d.3,1,2.089023
ncf_16_32_8_d.4,1,2.090752
ncf_16_32_8_d.5,1,2.08038
ncf_16_32_8_d.6,1,2.073898
ncf_16_32_8_d.7,1,2.07433
ncf_16_32_8_d.8,1,2.069144
ncf_16_32_8_d.9,1,2.094641
ncf_16_32_8_edau.10,1,2.08427
ncf_16_32_8_edau.1,1,2.08643
ncf_16_32_8_edau.2,1,2.088591
ncf_16_32_8_edau.3,1,2.089023
ncf_16_32_8_edau.4,1,2.090752
ncf_16_32_8_edau.5,1,2.08038
ncf_16_32_8_edau.6,1,2.073898
ncf_16_32_8_edau.7,1,2.07433
ncf_16_32_8_edau.8,1,2.069144
ncf_16_32_8_edau.9,1,2.094641
ncf_16_32_8_euad.10,1,2.08427
ncf_16_32_8_euad.1,1,2.08643
ncf_16_32_8_euad.2,1,2.088591
ncf_16_32_8_euad.3,1,2.089023
ncf_16_32_8_euad.4,1,2.090752
ncf_16_32_8_euad.5,1,2.08038
ncf_16_32_8_euad.6,1,2.073898
ncf_16_32_8_euad.7,1,2.07433
ncf_16_32_8_euad.8,1,2.069144
ncf_16_32_8_euad.9,1,2.094641
ncf_16_32_8_u.10,1,2.08427
ncf_16_32_8_u.1,1,2.08643
ncf_16_32_8_u.2,1,2.088591
ncf_16_32_8_u.3,1,2.089023
ncf_16_32_8_u.4,1,2.090752
ncf_16_32_8_u.5,1,2.08038
ncf_16_32_8_u.6,1,2.073898
ncf_16_32_8_u.7,1,2.07433
ncf_16_32_8_u.8,1,2.069144
ncf_16_32_8_u.9,1,2.094641
ncf_8_16_4_d.10,1,1.793051
ncf_8_16_4_d.1,1,1.802115
ncf_8_16_4_d.2,1,1.805136
ncf_8_16_4_d.3,1,1.805136
ncf_8_16_4_d.4,1,1.805136
ncf_8_16_4_d.5,1,1.78852
ncf_8_16_4_d.6,1,1.793051
ncf_8_16_4_d.7,1,1.811178
ncf_8_16_4_d.8,1,1.793051
ncf_8_16_4_d.9,1,1.812689
ncf_8_16_4_edau.10,1,1.793051
ncf_8_16_4_edau.1,1,1.802115
ncf_8_16_4_edau.2,1,1.805136
ncf_8_16_4_edau.3,1,1.805136
ncf_8_16_4_edau.4,1,1.805136
ncf_8_16_4_edau.5,1,1.78852
ncf_8_16_4_edau.6,1,1.793051
ncf_8_16_4_edau.7,1,1.811178
ncf_8_16_4_edau.8,1,1.793051
ncf_8_16_4_edau.9,1,1.812689
ncf_8_16_4_euad.10,1,1.793051
ncf_8_16_4_euad.1,1,1.802115
ncf_8_16_4_euad.2,1,1.805136
ncf_8_16_4_euad.3,1,1.805136
ncf_8_16_4_euad.4,1,1.805136
ncf_8_16_4_euad.5,1,1.78852
ncf_8_16_4_euad.6,1,1.793051
ncf_8_16_4_euad.7,1,1.811178
ncf_8_16_4_euad.8,1,1.793051
ncf_8_16_4_euad.9,1,1.812689
ncf_8_16_4_u.10,1,1.793051
ncf_8_16_4_u.1,1,1.802115
ncf_8_16_4_u.2,1,1.805136
ncf_8_16_4_u.3,1,1.805136
ncf_8_16_4_u.4,1,1.805136
ncf_8_16_4_u.5,1,1.78852
ncf_8_16_4_u.6,1,1.793051
ncf_8_16_4_u.7,1,1.811178
ncf_8_16_4_u.8,1,1.793051
ncf_8_16_4_u.9,1,1.812689
nusmv.dme1-16.B-d4-shuffled,1,2.407273
nusmv.queue.B-d4-shuffled,1,2.843118
nusmv.reactor^1.C-d4-shuffled,1,2.804476
nusmv.reactor^2.C-d4-shuffled,1,2.80329
nusmv.reactor^5.C-f4-shuffled,1,2.8012
nusmv.syncarb10^2.B-f2,1,2.730731
nusmv.syncarb10^2.B-f3,1,2.767491
nusmv.syncarb10^2.B-f4,1,2.787548
nusmv.syncarb5^2.B-f4-shuffled,1,2.715125
nusmv.tcas^2.B-f2-shuffled,1,2.773398
nusmv.tcas^4.B-f3-shuffled,1,2.804091
nusmv.tcas-t^5.B-f2-shuffled,1,2.784754
nusmv.tcas-t^6.B-f3-shuffled,1,2.811643
par16-1-c-00-shuffled,1,2.325296
par8-1-c-50-shuffled,1,2.436652
par8-2-90-shuffled,1,2.27452
par8-2-c-50-shuffled,1,2.444444
par8-3-c-00-shuffled,1,2.323826
par8-3-c-90-shuffled,1,2.55819
par8-4-90-shuffled,1,2.269149
par8-4-c-90-shuffled,1,2.555825
par8-5-c-90-shuffled,1,2.567391
Qq2k3k3v100v100m1000s10,1,15.085
Qq2k3k3v100v100m1000s1,1,15.035
Qq2k3k3v100v100m1000s2,1,14.925
Qq2k3k3v100v100m1000s3,1,15.1
Qq2k3k3v100v100m1000s4,1,14.845
Qq2k3k3v100v100m1000s5,1,14.84
Qq2k3k3v100v100m1000s6,1,15.23
Qq2k3k3v100v100m1000s7,1,14.86
Qq2k3k3v100v100m1000s8,1,15.23
Qq2k3k3v100v100m1000s9,1,14.85
Qq2k3k3v100v100m1200s10,1,17.94
Qq2k3k3v100v100m1200s1,1,18.12
Qq2k3k3v100v100m1200s2,1,17.895
Qq2k3k3v100v100m1200s3,1,18.11
Qq2k3k3v100v100m1200s4,1,17.775
Qq2k3k3v100v100m1200s5,1,17.8
Qq2k3k3v100v100m1200s6,1,18.21
Qq2k3k3v100v100m1200s7,1,18.02
Qq2k3k3v100v100m1200s8,1,18.485
Qq2k3k3v100v100m1200s9,1,17.86
Qq2k3k3v100v100m1400s10,1,20.98
Qq2k3k3v100v100m1400s1,1,20.93
Qq2k3k3v100v100m1400s2,1,20.82
Qq2k3k3v100v100m1400s3,1,21.09
Qq2k3k3v100v100m1400s4,1,20.72
Qq2k3k3v100v100m1400s5,1,20.99
Qq2k3k3v100v100m1400s6,1,21.165
Qq2k3k3v100v100m1400s7,1,21.125
Qq2k3k3v100v100m1400s8,1,21.32
Qq2k3k3v100v100m1400s9,1,20.835
Qq2k3k3v100v100m1600s10,1,24
Qq2k3k3v100v100m1600s1,1,23.97
Qq2k3k3v100v100m1600s2,1,23.7
Qq2k3k3v100v100m1600s3,1,24.115
Qq2k3k3v100v100m1600s4,1,23.77
Qq2k3k3v100v100m1600s5,1,24.075
Qq2k3k3v100v100m1600s6,1,24.26
Qq2k3k3v100v100m1600s7,1,24.2
Qq2k3k3v100v100m1600s8,1,24.46
Qq2k3k3v100v100m1600s9,1,23.875
Qq2k3k3v100v100m1800s10,1,26.925
Qq2k3k3v100v100m1800s1,1,27.135
Qq2k3k3v100v100m1800s2,1,26.73
Qq2k3k3v100v100m1800s3,1,27.09
Qq2k3k3v100v100m1800s4,1,26.85
Qq2k3k3v100v100m1800s5,1,26.835
Qq2k3k3v100v100m1800s6,1,27.325
Qq2k3k3v100v100m1800s7,1,27.27
Qq2k3k3v100v100m1800s8,1,27.455
Qq2k3k3v100v100m1800s9,1,26.78
Qq2k3k3v100v100m2000s10,1,29.86
Qq2k3k3v100v100m2000s1,1,30.105
Qq2k3k3v100v100m2000s2,1,29.72
Qq2k3k3v100v100m2000s3,1,29.975
Qq2k3k3v100v100m2000s4,1,29.74
Qq2k3k3v100v100m2000s5,1,29.935
Qq2k3k3v100v100m2000s6,1,30.445
Qq2k3k3v100v100m2000s7,1,30.205
Qq2k3k3v100v100m2000s8,1,30.475
Qq2k3k3v100v100m2000s9,1,29.895
Qq2k3k3v100v100m400s10,1,5.975
Qq2k3k3v100v100m400s1,1,6.09
Qq2k3k3v100v100m400s2,1,6.05
Qq2k3k3v100v100m400s3,1,6.085
Qq2k3k3v100v100m400s4,1,5.825
Qq2k3k3v100v100m400s5,1,5.905
Qq2k3k3v100v100m400s6,1,6.11
Qq2k3k3v100v100m400s7,1,5.99
Qq2k3k3v100v100m400s8,1,5.95
Qq2k3k3v100v100m400s9,1,5.96
Qq2k3k3v100v100m600s10,1,9.01
Qq2k3k3v100v100m600s1,1,8.98
Qq2k3k3v100v100m600s2,1,8.835
Qq2k3k3v100v100m600s3,1,9.065
Qq2k3k3v100v100m600s4,1,8.885
Qq2k3k3v100v100m600s5,1,8.98
Qq2k3k3v100v100m600s6,1,9.135
Qq2k3k3v100v100m600s7,1,8.965
Qq2k3k3v100v100m600s8,1,9.095
Qq2k3k3v100v100m600s9,1,8.995
Qq2k3k3v100v100m800s10,1,12.055
Qq2k3k3v100v100m800s1,1,11.985
Qq2k3k3v100v100m800s2,1,11.77
Qq2k3k3v100v100m800s3,1,12.215
Qq2k3k3v100v100m800s4,1,11.925
Qq2k3k3v100v100m800s5,1,11.905
Qq2k3k3v100v100m800s6,1,12.175
Qq2k3k3v100v100m800s7,1,11.89
Qq2k3k3v100v100m800s8,1,12.105
Qq2k3k3v100v100m800s9,1,11.89
Qq2k3k3v20v20m120s10,1,8.525
Qq2k3k3v20v20m120s1,1,9.4
Qq2k3k3v20v20m120s2,1,8.95
Qq2k3k3v20v20m120s3,1,9.175
Qq2k3k3v20v20m120s4,1,8.475
Qq2k3k3v20v20m120s5,1,8.6
Qq2k3k3v20v20m120s6,1,8.8
Qq2k3k3v20v20m120s7,1,8.9
Qq2k3k3v20v20m120s8,1,9.025
Qq2k3k3v20v20m120s9,1,8.9
Qq2k3k3v20v20m160s10,1,11.525
Qq2k3k3v20v20m160s1,1,12.675
Qq2k3k3v20v20m160s2,1,11.875
Qq2k3k3v20v20m160s3,1,12.025
Qq2k3k3v20v20m160s4,1,11.425
Qq2k3k3v20v20m160s5,1,11.45
Qq2k3k3v20v20m160s6,1,11.65
Qq2k3k3v20v20m160s7,1,12.075
Qq2k3k3v20v20m160s8,1,11.775
Qq2k3k3v20v20m160s9,1,11.875
Qq2k3k3v20v20m200s10,1,14.525
Qq2k3k3v20v20m200s1,1,15.45
Qq2k3k3v20v20m200s2,1,14.8
Qq2k3k3v20v20m200s3,1,14.925
Qq2k3k3v20v20m200s4,1,14.625
Qq2k3k3v20v20m200s5,1,14.6
Qq2k3k3v20v20m200s6,1,14.65
Qq2k3k3v20v20m200s7,1,15.075
Qq2k3k3v20v20m200s8,1,14.675
Qq2k3k3v20v20m200s9,1,14.875
Qq2k3k3v20v20m240s10,1,17.5
Qq2k3k3v20v20m240s1,1,18.625
Qq2k3k3v20v20m240s2,1,17.95
Qq2k3k3v20v20m240s3,1,18.175
Qq2k3k3v20v20m240s4,1,17.475
Qq2k3k3v20v20m240s5,1,17.575
Qq2k3k3v20v20m240s6,1,17.875
Qq2k3k3v20v20m240s7,1,18.4
Qq2k3k3v20v20m240s8,1,17.575
Qq2k3k3v20v20m240s9,1,17.875
Qq2k3k3v20v20m280s10,1,20.425
Qq2k3k3v20v20m280s1,1,21.6
Qq2k3k3v20v20m280s2,1,21.275
Qq2k3k3v20v20m280s3,1,21.15
Qq2k3k3v20v20m280s4,1,20.8
Qq2k3k3v20v20m280s5,1,20.6
Qq2k3k3v20v20m280s6,1,21.225
Qq2k3k3v20v20m280s7,1,21.25
Qq2k3k3v20v20m280s8,1,20.925
Qq2k3k3v20v20m280s9,1,20.9
Qq2k3k3v20v20m320s10,1,23.8
Qq2k3k3v20v20m320s1,1,24.425
Qq2k3k3v20v20m320s2,1,24.2
Qq2k3k3v20v20m320s3,1,24.425
Qq2k3k3v20v20m320s4,1,23.35
Qq2k3k3v20v20m320s5,1,23.6
Qq2k3k3v20v20m320s6,1,24.125
Qq2k3k3v20v20m320s7,1,24.425
Qq2k3k3v20v20m320s8,1,24.075
Qq2k3k3v20v20m320s9,1,23.8
Qq2k3k3v20v20m360s10,1,26.925
Qq2k3k3v20v20m360s1,1,27.175
Qq2k3k3v20v20m360s2,1,27.3
Qq2k3k3v20v20m360s3,1,27.35
Qq2k3k3v20v20m360s4,1,26.175
Qq2k3k3v20v20m360s5,1,26.7
Qq2k3k3v20v20m360s6,1,27.4
Qq2k3k3v20v20m360s7,1,27.2
Qq2k3k3v20v20m360s8,1,27.025
Qq2k3k3v20v20m360s9,1,26.8
Qq2k3k3v20v20m400s10,1,29.875
Qq2k3k3v20v20m400s1,1,30.45
Qq2k3k3v20v20m400s2,1,30.25
Qq2k3k3v20v20m400s3,1,30.425
Qq2k3k3v20v20m400s4,1,29.125
Qq2k3k3v20v20m400s5,1,29.525
Qq2k3k3v20v20m400s6,1,30.55
Qq2k3k3v20v20m400s7,1,29.95
Qq2k3k3v20v20m400s8,1,29.75
Qq2k3k3v20v20m400s9,1,29.8
Qq2k3k3v20v20m80s10,1,5.475
Qq2k3k3v20v20m80s1,1,6.175
Qq2k3k3v20v20m80s2,1,6
Qq2k3k3v20v20m80s3,1,5.975
Qq2k3k3v20v20m80s4,1,5.55
Qq2k3k3v20v20m80s5,1,5.75
Qq2k3k3v20v20m80s6,1,5.7
Qq2k3k3v20v20m80s7,1,6.025
Qq2k3k3v20v20m80s8,1,6.175
Qq2k3k3v20v20m80s9,1,6.1
Qq2k3k3v50v50m1000s10,1,30.17
Qq2k3k3v50v50m1000s1,1,30.07
Qq2k3k3v50v50m1000s2,1,29.85
Qq2k3k3v50v50m1000s3,1,30.2
Qq2k3k3v50v50m1000s4,1,29.69
Qq2k3k3v50v50m1000s5,1,29.68
Qq2k3k3v50v50m1000s6,1,30.46
Qq2k3k3v50v50m1000s7,1,29.72
Qq2k3k3v50v50m1000s8,1,30.46
Qq2k3k3v50v50m1000s9,1,29.7
Qq2k3k3v50v50m200s10,1,5.81
Qq2k3k3v50v50m200s1,1,6.18
Qq2k3k3v50v50m200s2,1,5.92
Qq2k3k3v50v50m200s3,1,5.97
Qq2k3k3v50v50m200s4,1,5.85
Qq2k3k3v50v50m200s5,1,5.84
Qq2k3k3v50v50m200s6,1,5.86
Qq2k3k3v50v50m200s7,1,6.03
Qq2k3k3v50v50m200s8,1,5.87
Qq2k3k3v50v50m200s9,1,5.95
Qq2k3k3v50v50m300s10,1,8.84
Qq2k3k3v50v50m300s1,1,9.2
Qq2k3k3v50v50m300s2,1,9.09
Qq2k3k3v50v50m300s3,1,9.07
Qq2k3k3v50v50m300s4,1,8.86
Qq2k3k3v50v50m300s5,1,8.87
Qq2k3k3v50v50m300s6,1,9.04
Qq2k3k3v50v50m300s7,1,9.14
Qq2k3k3v50v50m300s8,1,8.98
Qq2k3k3v50v50m300s9,1,9
Qq2k3k3v50v50m400s10,1,11.95
Qq2k3k3v50v50m400s1,1,12.18
Qq2k3k3v50v50m400s2,1,12.1
Qq2k3k3v50v50m400s3,1,12.17
Qq2k3k3v50v50m400s4,1,11.65
Qq2k3k3v50v50m400s5,1,11.81
Qq2k3k3v50v50m400s6,1,12.22
Qq2k3k3v50v50m400s7,1,11.98
Qq2k3k3v50v50m400s8,1,11.9
Qq2k3k3v50v50m400s9,1,11.92
Qq2k3k3v50v50m500s10,1,14.96
Qq2k3k3v50v50m500s1,1,15.04
Qq2k3k3v50v50m500s2,1,14.9
Qq2k3k3v50v50m500s3,1,15.15
Qq2k3k3v50v50m500s4,1,14.73
Qq2k3k3v50v50m500s5,1,14.77
Qq2k3k3v50v50m500s6,1,15.22
Qq2k3k3v50v50m500s7,1,15
Qq2k3k3v50v50m500s8,1,14.97
Qq2k3k3v50v50m500s9,1,14.87
Qq2k3k3v50v50m600s10,1,18.02
Qq2k3k3v50v50m600s1,1,17.96
Qq2k3k3v50v50m600s2,1,17.67
Qq2k3k3v50v50m600s3,1,18.13
Qq2k3k3v50v50m600s4,1,17.77
Qq2k3k3v50v50m600s5,1,17.96
Qq2k3k3v50v50m600s6,1,18.27
Qq2k3k3v50v50m600s7,1,17.93
Qq2k3k3v50v50m600s8,1,18.19
Qq2k3k3v50v50m600s9,1,17.99
Qq2k3k3v50v50m700s10,1,20.98
Qq2k3k3v50v50m700s1,1,21.1
Qq2k3k3v50v50m700s2,1,20.52
Qq2k3k3v50v50m700s3,1,21.27
Qq2k3k3v50v50m700s4,1,20.72
Qq2k3k3v50v50m700s5,1,20.96
Qq2k3k3v50v50m700s6,1,21.2
Qq2k3k3v50v50m700s7,1,20.84
Qq2k3k3v50v50m700s8,1,21.23
Qq2k3k3v50v50m700s9,1,20.9
Qq2k3k3v50v50m800s10,1,24.11
Qq2k3k3v50v50m800s1,1,23.97
Qq2k3k3v50v50m800s2,1,23.54
Qq2k3k3v50v50m800s3,1,24.43
Qq2k3k3v50v50m800s4,1,23.85
Qq2k3k3v50v50m800s5,1,23.81
Qq2k3k3v50v50m800s6,1,24.35
Qq2k3k3v50v50m800s7,1,23.78
Qq2k3k3v50v50m800s8,1,24.21
Qq2k3k3v50v50m800s9,1,23.78
Qq2k3k3v50v50m900s10,1,27.19
Qq2k3k3v50v50m900s1,1,27.06
Qq2k3k3v50v50m900s2,1,26.62
Qq2k3k3v50v50m900s3,1,27.28
Qq2k3k3v50v50m900s4,1,26.97
Qq2k3k3v50v50m900s5,1,26.7
Qq2k3k3v50v50m900s6,1,27.46
Qq2k3k3v50v50m900s7,1,26.82
Qq2k3k3v50v50m900s8,1,27.29
Qq2k3k3v50v50m900s9,1,26.78
qshifter_3,1,16.842105
qshifter_4,1,42.666667
qshifter_5,1,103.884058
qshifter_6,1,244.537313
qshifter_7,1,560.669202
qshifter_8,1,1260.307692
rankfunc10_unsigned_64,1,3.128103
rankfunc11_signed_32,1,3.338753
rankfunc12_unsigned_16,1,3.332432
rankfunc14_signed_64,1,3.247052
rankfunc15_unsigned_32,1,3.392233
rankfunc16_signed_64,1,3.266512
rankfunc17_unsigned_16,1,3.243797
rankfunc18_signed_64,1,3.345284
rankfunc19_unsigned_16,1,3.444591
rankfunc1_signed_32,1,3.394836
rankfunc20_unsigned_32,1,3.300619
rankfunc21_signed_16,1,3.454693
rankfunc22_unsigned_32,1,3.421053
rankfunc23_signed_64,1,3.41919
rankfunc24_unsigned_64,1,3.530843
rankfunc25_signed_64,1,3.265693
rankfunc26_unsigned_32,1,3.515982
rankfunc27_signed_64,1,3.534944
rankfunc28_unsigned_16,1,3.269982
rankfunc29_signed_16,1,3.199
rankfunc2_unsigned_64,1,3.380934
rankfunc30_signed_64,1,3.220201
rankfunc31_unsigned_16,1,3.307646
rankfunc32_signed_64,1,3.525497
rankfunc33_unsigned_32,1,3.501717
rankfunc34_signed_32,1,3.43079
rankfunc35_unsigned_32,1,3.726002
rankfunc36_signed_64,1,3.501339
rankfunc37_unsigned_32,1,3.064615
rankfunc38_signed_32,1,3.082569
rankfunc39_unsigned_64,1,3.299965
rankfunc3_signed_64,1,3.452515
rankfunc40_unsigned_64,1,3.422754
rankfunc41_signed_32,1,3.28343
rankfunc42_unsigned_16,1,3.292772
rankfunc43_signed_64,1,3.032837
rankfunc44_unsigned_32,1,2.996273
rankfunc45_signed_16,1,3.645302
rankfunc46_unsigned_32,1,3.342238
rankfunc47_signed_64,1,3.537599
rankfunc48_unsigned_16,1,3.484438
rankfunc49_signed_32,1,3.461683
rankfunc4_unsigned_16,1,3.104693
rankfunc50_signed_64,1,3.598198
rankfunc51_signed_32,1,3.390349
rankfunc52_unsigned_32,1,3.479389
rankfunc53_signed_16,1,3.159453
rankfunc54_signed_32,1,3.297896
rankfunc55_unsigned_32,1,3.385874
rankfunc56_signed_16,1,3.275641
rankfunc57_unsigned_64,1,3.494334
rankfunc58_signed_32,1,3.399904
rankfunc59_unsigned_16,1,3.367613
rankfunc5_signed_64,1,3.394097
rankfunc60_unsigned_32,1,3.184414
rankfunc61_signed_32,1,3.66205
rankfunc6_unsigned_16,1,3.699856
rankfunc7_signed_16,1,3.526596
rankfunc8_unsigned_32,1,3.417013
rankfunc9_signed_64,1,3.194965
ring_r4_ser--opt-11_-shuffled,1,60.847185
ring_r6_ser---16_-shuffled,1,769.953064
ring_r6_ser--opt-17_-shuffled,1,726.651907
ring_r7_ser---19_-shuffled,1,2326.498081
robots_1_5_2_100.2,1,9.60499
robots_1_5_2_100.4,1,9.707587
robots_1_5_2_100.8,1,9.759947
robots_1_5_2_10.2,1,9.60499
robots_1_5_2_14.2,1,9.60499
robots_1_5_2_21.4,1,9.707587
robots_1_5_2_2.4,1,9.707587
robots_1_5_2_28.2,1,9.60499
robots_1_5_2_31.2,1,9.60499
robots_1_5_2_32.8,1,9.759947
robots_1_5_2_33.2,1,9.60499
robots_1_5_2_3.4,1,9.707587
robots_1_5_2_39.4,1,9.707587
robots_1_5_2_40.8,1,9.759947
robots_1_5_2_45.4,1,9.707587
robots_1_5_2_47.2,1,9.60499
robots_1_5_2_49.2,1,9.60499
robots_1_5_2_54.8,1,9.759947
robots_1_5_2_61.8,1,9.759947
robots_1_5_2_67.8,1,9.759947
robots_1_5_2_75.8,1,9.759947
robots_1_5_2_80.4,1,9.707587
robots_1_5_2_81.2,1,9.60499
robots_1_5_2_82.4,1,9.707587
robots_1_5_2_82.8,1,9.759947
robots_1_5_2_85.2,1,9.60499
robots_1_5_2_85.4,1,9.707587
robots_1_5_2_91.8,1,9.759947
robots_1_5_2_9.8,1,9.759947
robots_1_5_2_99.4,1,9.707587
robots_1_5_3_100.2,1,9.605509
robots_1_5_3_100.4,1,9.70785
robots_1_5_3_100.8,1,9.76008
robots_1_5_3_16.4,1,9.70785
robots_1_5_3_16.8,1,9.76008
robots_1_5_3_20.4,1,9.70785
robots_1_5_3_24.4,1,9.70785
robots_1_5_3_2.4,1,9.70785
robots_1_5_3_25.2,1,9.605509
robots_1_5_3_26.2,1,9.605509
robots_1_5_3_27.8,1,9.76008
robots_1_5_3_30.2,1,9.605509
robots_1_5_3_39.8,1,9.76008
robots_1_5_3_44.4,1,9.70785
robots_1_5_3_44.8,1,9.76008
robots_1_5_3_51.2,1,9.605509
robots_1_5_3_52.2,1,9.605509
robots_1_5_3_52.4,1,9.70785
robots_1_5_3_55.8,1,9.76008
robots_1_5_3_57.4,1,9.70785
robots_1_5_3_62.2,1,9.605509
robots_1_5_3_64.8,1,9.76008
robots_1_5_3_66.4,1,9.70785
robots_1_5_3_70.8,1,9.76008
robots_1_5_3_7.2,1,9.605509
robots_1_5_3_78.4,1,9.70785
robots_1_5_3_80.2,1,9.605509
robots_1_5_3_8.8,1,9.76008
robots_1_5_3_90.8,1,9.76008
robots_1_5_3_91.2,1,9.605509
robots_1_5_4_100.2,1,9.606029
robots_1_5_4_100.4,1,9.708114
robots_1_5_4_100.8,1,9.760212
robots_1_5_4_17.8,1,9.760212
robots_1_5_4_1.8,1,9.760212
robots_1_5_4_22.2,1,9.606029
robots_1_5_4_24.8,1,9.760212
robots_1_5_4_2.4,1,9.708114
robots_1_5_4_30.4,1,9.708114
robots_1_5_4_31.4,1,9.708114
robots_1_5_4_32.2,1,9.606029
robots_1_5_4_44.2,1,9.606029
robots_1_5_4_46.4,1,9.708114
robots_1_5_4_46.8,1,9.760212
robots_1_5_4_50.4,1,9.708114
robots_1_5_4_51.4,1,9.708114
robots_1_5_4_52.2,1,9.606029
robots_1_5_4_56.8,1,9.760212
robots_1_5_4_59.2,1,9.606029
robots_1_5_4_71.2,1,9.606029
robots_1_5_4_73.2,1,9.606029
robots_1_5_4_75.2,1,9.606029
robots_1_5_4_75.8,1,9.760212
robots_1_5_4_81.2,1,9.606029
robots_1_5_4_87.4,1,9.708114
robots_1_5_4_91.4,1,9.708114
robots_1_5_4_91.8,1,9.760212
robots_1_5_4_96.8,1,9.760212
robots_1_5_4_98.4,1,9.708114
robots_1_5_4_99.8,1,9.760212
robots_1_5_5_100.2,1,9.606549
robots_1_5_5_100.4,1,9.708377
robots_1_5_5_100.8,1,9.760345
robots_1_5_5_10.8,1,9.760345
robots_1_5_5_12.4,1,9.708377
robots_1_5_5_12.8,1,9.760345
robots_1_5_5_14.8,1,9.760345
robots_1_5_5_15.2,1,9.606549
robots_1_5_5_24.2,1,9.606549
robots_1_5_5_26.4,1,9.708377
robots_1_5_5_30.4,1,9.708377
robots_1_5_5_31.2,1,9.606549
robots_1_5_5_33.8,1,9.760345
robots_1_5_5_34.4,1,9.708377
robots_1_5_5_38.2,1,9.606549
robots_1_5_5_45.4,1,9.708377
robots_1_5_5_50.8,1,9.760345
robots_1_5_5_56.2,1,9.606549
robots_1_5_5_5.8,1,9.760345
robots_1_5_5_61.2,1,9.606549
robots_1_5_5_62.2,1,9.606549
robots_1_5_5_66.4,1,9.708377
robots_1_5_5_66.8,1,9.760345
