@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC

@DATA
./SAT03/handmade/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf,1,4.7117,0.4262,0.4479,0.4858,0.0316,0.3456,4.1596,0.0101,0.2894,0.0015,1.2794,0.4046,1.0462,0.9373,0.9764,896,2.3987,0.0007,790,0.0534,0.0003,0.0835,0.0148,0.3899,0.0076,24.6417,0.0038,25.778,0.3503,26.5243,28.9743,25.1827
./SAT05/crafted/sorge05/QG7a/gensys-icl005.shuffled-as.sat05-3826.cnf,1,40.2964,0.1283,0.1934,0.2363,0.7356,0.1458,51.67,0.0801,0.3885,0.6664,0.7022,0.0325,0.3399,0.5283,0.0812,18312,0.2037,0.6251,16566,0.005,0,0.0203,0.0032,0.1014,0.0001,17.1527,0,18.8034,2.6471,20.6433,21.3884,18.2685
./SAT11/crafted/spence/sgen/sgen3-n140-s20078956-unsat.cnf,1,2.6965,0.3053,0.5425,0.8046,0.0326,0.5034,1.1037,0,0,0.003,0.746,0,0.0473,0.9605,0.4445,292,1.6665,0.0007,292,0.0213,0.0001,0.0308,0.0208,1,0.0205,18.8597,0,20.2516,0.256,19.9514,26.0189,19.2993
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_70_1-dir.shuffled-as.sat03-146.cnf,1,42.8065,6.6556,15.5556,0.9219,0.8885,0.7058,8.8963,0.9694,1.7616,0.8742,36.7272,0.0345,3.706,0.9674,33.8019,46988,0.0229,0.8568,46388,0.1,0.8328,0.0073,0.0079,0.9694,0.0043,79.1165,0.0008,96.4415,3.0694,113.7666,113.7666,113.7666
./SAT11/crafted/skvortsov/battleship/battleship-14-27-sat.cnf,1,2.3693,0.5712,0.4158,0.9182,0.8577,0.9261,1.4099,0.9261,1.6999,0.8577,3.109,0,0.0001,0.9355,2.4353,2653,0,0.8577,2653,0.0714,0.8577,0.0102,0.0982,0.9261,0.0965,127.303,0.0049,130.7841,0,134.2651,134.2651,134.2651
./SAT03/handmade/anton/UNSAT/SGI_30_70_22_70_7-dir.shuffled-as.sat03-154.cnf,1,7.7368,0.1601,2.0854,0.9163,0.8896,0.7131,7.5683,0.9718,1.8073,0.8749,41.3467,0.0345,3.9908,0.9665,40.984,56654,0.0244,0.8584,55994,0.0909,0.8256,0.007,0.0091,0.9718,0.0046,62.9431,0.0007,70.0733,2.9916,75.2944,91.7825,67.8884
./SAT02/handmade/chu-min-li/urquhart/urquhart3_25bis.shuffled.cnf,1,2.2246,0.2076,0.6409,0.9922,0,0.3636,1.0228,0,0.101,0,1.3984,0.375,0.0783,0.9986,1.0672,264,0,0,264,0.0556,0,0.0606,0.0208,0.1818,0.0189,17.4347,0.0076,18.1338,0,18.0992,20.5128,17.8774
./SAT03/handmade/bevan/cnf/marg3x3add8.shuffled-as.sat03-1449.cnf,1,1.1544,0,0.4637,0.9909,0,0.2545,1,0,0.0958,0,1.6543,0,0.0476,0.9976,1.6657,224,0,0,224,0.122,0,0.1429,0.0322,0,0.0268,12.8536,0.0089,13.1164,0,13.9117,13.9705,13.1569
./SAT05/crafted/sorge05/QG7a/gensys-ukn003.shuffled-as.sat05-3843.cnf,1,42.0563,0.4731,0.2135,0.2322,0.7349,0.1264,53.4433,0.07,0.3783,0.6665,0.6316,0.0352,0.3244,0.5297,0.0737,18767,0.2049,0.6068,16577,0.0045,0,0.0203,0.0029,0.0891,0.0001,16.2062,0,16.7853,2.8294,18.2283,18.9898,16.8746
./SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,13.9373,0.0779,0.0917,0.8087,0.7234,0.8571,13.3747,0.8571,1.0778,0.7233,3.0163,0,0.0014,0.849,2.308,1183,0.0001,0.7233,1183,0.0769,0.7232,0.0211,0.142,0.8571,0.142,52.6828,0.0101,55.5155,0,57.4435,57.4435,56.4201
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2072.cnf,1,51.4167,3.2271,0.3334,0.3934,0.5751,0.1004,87.2564,0,0.518,0.3464,6.9805,0.5737,5.6306,0.4943,3.8478,159039,0.4999,0.1484,88789,0.0114,0.0003,0.0115,0.0056,0.5344,0.0029,31,0,33.8989,3.9749,37.3098,43.7551,31.3713
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p30-s48700942.cnf,1,198.04,0.2285,10.4124,0.8475,0.8892,0.9713,16.9612,0.9713,1.9806,0.8762,43.9567,0.0329,5.9158,0.9517,43.6786,93431,0.0215,0.8626,92488,0.0679,0.821,0.0045,0.0099,0.9713,0.0099,71.8761,0.0009,79.8784,3.2793,79.9623,101.9509,73.7455
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_464.cnf,1,14.3355,0.2529,1.7188,0.6915,0.7112,0.08,20.4194,0.0027,1.1402,0.6667,25.4655,0,2.4657,0.8052,28.9393,28991,0.0956,0.6542,28991,0.0948,0.6427,0.026,0.008,0.92,0.0079,52.2301,0.0008,55.0646,3.3542,57.899,57.899,57.899
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p30-s19690873.cnf,1,1299.6,6.3565,5.8027,0.8265,0.9031,0.979,616.4,0.979,2.2519,0.8845,70.3192,0.025,9.4155,0.9153,75.1825,253275,0.0405,0.8507,251637,0.0513,0.7573,0.0026,0.0063,0.979,0.0063,75.45,0.0004,86.0347,3.1954,98.4074,110.4516,82.5106
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_60_10-dir.shuffled-as.sat03-144.cnf,1,46.7563,0.2026,13.616,0.9096,0.8886,0.7195,6.7374,0.9697,1.8913,0.8797,36.4543,0.0345,2.5197,0.9583,37.4356,46074,0.0153,0.8699,45474,0.1,0.8478,0.0071,0.0127,0.9697,0.0127,66.4901,0.001,67.9415,2.8961,75.7054,75.7054,75.0119
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,1,7.8195,0.3276,0.4874,0.2088,0.115,0.2961,8.6223,0.0323,0.1205,0.0153,0.3286,1.1029,0.2805,0.5971,0.1301,2332,1.3477,0.0047,1918,0.0065,0.0002,0.0203,0.0062,0.147,0.0031,11.6383,0.0005,16.3118,1.0783,14.5721,16.2552,13.283
./SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,1,30.0438,0.1653,0.3913,0.117,0.2353,0.3081,31.42,0.0017,0.0323,0.1122,0.6928,0.0905,0.8625,0.2724,0.2403,6174,0.6484,0.042,5781,0.0062,0.0001,0.0157,0.0022,0.0112,0.0009,3.6169,0.0002,19.2666,3.137,32.4778,33.3209,30.9019
./SAT04/handmade/anton/l5k3/lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,1,20.2231,0.2233,0.3062,0.1234,0.3938,0.4563,19.4106,0.0049,0.1261,0.2029,0.7915,0.2078,0.8596,0.4112,0.2524,3357,0.5943,0.0861,3075,0.0081,0.001,0.0107,0.0058,0.8865,0.0007,24.7226,0,26.002,3.4019,26.7912,30.0419,25.6211
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p15-s2076598.cnf,1,18.4692,14.9625,13.4794,0.9234,0.9025,0.9871,23.9741,0.9871,1.6828,0.8899,26.3538,0.0481,1.3865,0.9647,20.4521,29734,0.03,0.8666,29189,0.1,0.7885,0.0071,0.0178,0.9871,0.0178,60.768,0.002,62.7245,3.108,65.7796,66.2984,62.4168
./SAT02/handmade/simon/satex-challenges/c6288.shuffled.cnf,1,97.9036,0.1444,0.3683,0.1566,0.1154,0.5419,108.052,0.2396,0.571,0.0083,0.6973,1.5319,0.834,0.4333,0.284,14813,1.2881,0.0074,8702,0.0319,0,0.0159,0.0013,0.8762,0.0006,26.2355,0.0001,27.9922,1.2453,30.1887,31.3898,27.2943
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-18_312.cnf,1,19.6965,3.6691,2.9179,0.7052,0.6706,0.1007,29.7086,0,1.0008,0.6225,17.2726,0,2.3066,0.8053,18.4885,26889,0.1208,0.6173,26889,0.0577,0.6057,0.0196,0.0099,0.8993,0.009,50.3461,0.0007,52.668,2.9611,53.5572,63.5646,52.4241
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf,1,14.8376,7.5757,0.2192,0.7565,0.8093,0.9349,56.4521,0.9349,1.4666,0.7983,26.832,0.05,6.763,0.9073,32.2747,61409,0.0205,0.7881,60246,0.0433,0.76,0.0059,0.0042,0.9349,0.0022,49.2006,0.0011,57.6833,2.8313,60.987,78.9836,56.3143
./SAT05/crafted/roussel05/visbmc-PHNF/phnf-size10-exclusive-philo.used-as.sat04-988.shuffled-as.sat05-4195.cnf,1,5121,0.1803,0,0.0273,0.8356,0.6449,4568.5,0.8588,0.8257,0.791,25.6627,0.1326,1.1746,0.0871,18.7974,1711065,0.2687,0.4955,1667873,0.0006,0,0.0013,0.0001,0.8591,0,0,0,0,4.2441,0,0,0
./SAT04/handmade/kexu/frb-0.8/frb45-21-1.used-as.sat04-883.cnf,1,87.0537,0.1572,11.6992,0.7478,0.8085,0.9348,28.7069,0.9348,1.4682,0.7971,27.6208,0.05,4.7234,0.9059,32.2678,61855,0.0193,0.7876,60686,0.0433,0.7632,0.0052,0.0042,0.9348,0.0025,41.3651,0.0012,52.0444,2.8156,69.866,69.9413,49.8923
./SAT11/crafted/skvortsov/battleship/battleship-11-21-sat.cnf,1,2.4794,0.515,1.2217,0.9074,0.8288,0.9052,1.5199,0.9052,1.4642,0.8288,2.6288,0,0.0001,0.9245,2.0464,1276,0,0.8287,1276,0.0909,0.8287,0.0165,0.1728,0.9052,0.1724,84.1817,0.0078,88.215,0,90.8046,90.8046,89.6588
./SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,36.7216,0.134,0.199,0.2475,0.7366,0.1178,47.0583,0.0801,0.3821,0.6662,0.6482,0.0398,0.3236,0.572,0.0878,15897,0.1904,0.6447,13794,0.0056,0,0.0131,0.0034,0.0909,0.0001,15.0624,0,16.072,2.7621,17.2879,17.4731,16.115
./SAT04/handmade/kexu/frb-0.8/frb59-26-2.used-as.sat04-892.cnf,1,30.5,0.1247,2.1412,0.726,0.8362,0.9463,43.092,0.9463,1.6619,0.824,36.5561,0.04,5.0976,0.9286,42.7295,132295,0.0212,0.8122,130262,0.0325,0.7816,0.0035,0.0026,0.9463,0.0015,47.4342,0.0008,59.9934,2.8117,77.2057,78.8876,53.0986
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes2.cnf,1,703.75,0.1174,4.2899,0.8016,0.8382,0.9552,55,0.9552,1.8716,0.7988,49.8732,0.0323,14.3093,0.9243,52.6108,266431,0.0812,0.7334,263277,0.0258,0.5503,0.0021,0.0017,0.9552,0.0009,55.7167,0.0004,66.1533,2.697,70.7101,86.3,63.8314
./SAT11/crafted/spence/sgen/sgen3-n260-s62321009-sat.cnf,1,8.7583,0.2271,0.2081,0.6511,0.5832,0.6298,4.9794,0.8333,0.4472,0.5832,1.0406,0,0.0001,0.8229,0.5184,624,0.0001,0.5831,624,0.0192,0.5831,0.0096,0.0191,0.8333,0.0176,38.8604,0,41.6567,0,46.0446,46.649,40.3032
./SAT11/crafted/mosoi/289/289-sat-6x19.cnf,1,0.0004,52.3259,48.3735,0.9662,0.509,0.7581,0.0007,0.0323,0.5928,0.509,6.6574,0.3333,0.0002,0.9973,6.5448,11058,0.0001,0.509,10602,0.0351,0.5088,0.0172,0.0322,0.0323,0.0322,28.1668,0.0087,33.1743,0,38.1818,38.1818,38.1818
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_u.cnf,1,16.2543,0.1618,0.3569,0.1085,0.3044,0.6326,18.511,0.272,1.0135,0.0979,1.5156,1.4943,0.3744,0.5299,0.4049,10578,0.8553,0.0409,6940,0.0253,0.001,0.2187,0.0038,0.5824,0.0001,14.4882,0,15.947,2.1674,17.615,17.9193,16.9671
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,1,10.306,0.2737,0.2783,0.5555,0.0249,0.1925,9.0018,0,0.0467,0.0077,1.3049,0,0.1059,0.7388,0.8235,2924,0.8514,0.0036,2924,0.0294,0.0005,0.0294,0.0502,0.0003,0.0455,35.2683,0.0021,36.0782,1.0364,37.2436,37.6111,35.5214
./SAT11/crafted/skvortsov/battleship/battleship-16-31-sat.cnf,1,3.6968,6.5197,5.1193,0.9239,0.8716,0.9356,3.0186,0.9356,1.8405,0.8716,3.4461,0,0.0002,0.9393,2.6771,3976,0,0.8716,3976,0.0625,0.8716,0.0078,0.0868,0.9356,0.0855,171.3169,0.0038,171.3169,0,171.3169,171.3169,171.3169
./SAT11/crafted/mosoi/289/289-unsat-9x32.cnf,1,48.1882,0.0016,0.0128,0.7197,0.3987,0.753,48.0057,0.012,0.5831,0.3985,12.7416,0.3333,0.0066,0.813,11.9033,73440,0.001,0.3984,72288,0.0139,0.3978,0.0069,0.0119,0.012,0.0119,27.5736,0.0035,29.2769,0,30.2759,33.3538,28.7786
./SAT11/crafted/skvortsov/battleship/battleship-15-29-sat.cnf,1,2.8741,0.4844,2.8354,0.9209,0.865,0.9312,1.955,0.9312,1.7716,0.865,3.2788,0,0.0001,0.9367,2.5804,3270,0,0.865,3270,0.0667,0.865,0.0089,0.0908,0.9312,0.0893,158.0854,0.0043,161.406,0,164.7266,164.7266,164.7266
./SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf,1,5.2772,0.2802,0.2679,0.6989,0.5832,0.6756,3.0262,0.8333,0.4472,0.5831,1.1919,0,0.0001,0.8357,0.6773,336,0.0001,0.5831,336,0.0357,0.5831,0.0179,0.0355,0.8333,0.0327,27.1177,0,27.8586,0,28.8378,29.8271,27.7551
./SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf,1,7.6201,0.2379,0.221,0.6645,0.5832,0.6117,4.3764,0.8333,0.4472,0.5832,1.0796,0,0.0001,0.8368,0.556,528,0.0001,0.5831,528,0.0227,0.5831,0.0114,0.0226,0.8333,0.0208,34.9356,0,36.9574,0,39.8425,40.8083,37.4866
./SAT11/crafted/mosoi/289/289-sat-6x9.cnf,1,0,0,0,0.9992,0.619,0.7674,0,0.0698,0.6106,0.619,3.8406,0.3333,0,0.9999,3.8581,2538,0,0.619,2322,0.0741,0.619,0.0353,0.0693,0.0698,0.0693,35.2217,0.0181,35.2217,0,35.2217,35.2217,35.2217
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p15-s1351253.cnf,1,46903.8,0.0704,2.4459,0.879,0.9812,0.9798,88.3333,0.9798,2.6652,0.9857,109.81,0.0179,1.8952,0.9283,163.344,1120760,0.0687,0.9684,1117340,0.0363,0.0111,0.0012,0.003,0.9798,0.003,113.8333,0.0003,117.6758,3.4131,124.2857,125.2308,118.125
./SAT11/crafted/mosoi/289/289-unsat-17x27.cnf,1,227.9,0.0277,0.0138,0.6172,0.3519,0.7518,228.306,0.0072,0.5808,0.3304,17.0365,0.3333,12.0454,0.6698,14.6792,194157,0.1569,0.318,192321,0.0087,0.0044,0.0043,0.0072,0.0072,0.0072,28.3309,0.0022,29.6448,0,30.5943,33.2924,28.8911
./SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,7.6118,0.185,0.3084,0.4355,0.685,0.1419,14.9506,0.1019,0.4536,0.6105,1.0203,0.0807,0.4237,0.8731,0.3467,7095,0.232,0.5112,5851,0.0129,0,0.7095,0.0076,0.1759,0.0012,19.5208,0,20.8584,2.6907,22.1421,23.1241,20.8992
./SAT11/crafted/skvortsov/battleship/battleship-10-18-sat.cnf,1,1.9359,0.5729,0.411,0.8977,0.8154,0.8901,0.9264,0.8901,1.3315,0.8154,2.4348,0,0.0001,0.9216,1.8782,910,0,0.8154,910,0.1,0.8154,0.0209,0.1332,0.8901,0.1308,73.476,0.0099,73.7962,0,74.6267,74.6267,74.4183
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1150c84314gyes1.cnf,1,14.6154,0.159,0.2714,0.7691,0.8092,0.9349,27.0723,0.9349,1.4631,0.7982,26.8379,0.05,8.7813,0.9403,31.7733,61409,0.0195,0.7887,60200,0.0433,0.7637,0.0057,0.0041,0.9349,0.0019,50.6621,0.0011,55.2168,2.9075,60.5159,60.5563,58.1453
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_508.cnf,1,13.9332,0.2442,0.2622,0.7047,0.7189,0.077,22.3921,0.0025,1.1742,0.6772,27.5149,0,2.4937,0.8067,31.9825,34661,0.0905,0.6664,34661,0.0906,0.6559,0.0237,0.0073,0.923,0.0072,63.1615,0.0006,61.0966,3.343,66.8157,66.8157,65.5817
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf,1,2.0303,0,0.0847,0.8549,0.7754,0.5667,2,0.7667,0.8056,0.7767,2.5407,0.1429,0.0469,0.8887,2.57,370,0.0186,0.7475,360,0.2,0.7474,0.05,0.0988,0.7667,0.0667,21.3014,0.0056,21.4178,0,22.5212,22.5212,21.9578
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,30.3522,0.2079,8.0151,0.6764,0.7269,0.0707,27.7181,0.0088,1.2004,0.6877,30.3236,0,2.5462,0.799,34.8292,42826,0.0871,0.6777,42826,0.0845,0.6535,0.0211,0.0066,0.9293,0.0066,48.0582,0.0005,49.459,3.5107,50.8598,50.8598,50.8598
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1,84.3548,0.1022,3.8541,0.7614,0.8302,0.9519,53.5417,0.9519,1.8071,0.7968,42.2852,0.0345,6.4664,0.9161,51.2404,215164,0.0842,0.7188,212532,0.0281,0.59,0.0025,0.002,0.9519,0.001,57.2606,0.0006,61.9266,2.7203,66.6143,70.3521,60.5939
./SAT11/crafted/mosoi/289/289-sat-4x35.cnf,1,0.1225,0,41.6053,0.9854,0.4948,0.7571,0,0.0286,0.591,0.4948,7.5948,0.3333,0.0002,0.9992,7.5611,15260,0.0001,0.4948,14700,0.0286,0.4947,0.014,0.0285,0.0286,0.0285,0,0.0071,0,0,0,0,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p15-s54275047.cnf,1,972.808,0.0859,4.9271,0.8734,0.8717,0.9757,38.5806,0.9757,2.2071,0.853,75.7992,0.0258,6.3269,0.9316,74.1157,272291,0.1304,0.6901,270701,0.0529,0.3773,0.0025,0.0057,0.9757,0.0057,77.9244,0.0005,90.5923,3.2939,103,109.6438,88.75
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-045-035.shuffled-as.sat05-1181.cnf,1,45.5792,3.3981,11.6045,0.9385,0.9392,0.6999,12.9289,0.9438,2.0058,0.9385,10.9682,0.0294,0.0188,0.9499,11.1755,34695,0.0013,0.9375,34650,0.0444,0.9352,0.0025,0.006,0.9438,0.0035,205.6862,0.0004,205.6862,0,205.6862,205.6862,205.6862
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g3.cnf,1,738,0.1248,5.3709,0.7575,0.8308,0.9523,53,0.9523,1.8073,0.7914,43.9316,0.0345,12.4488,0.923,50.8915,215164,0.0836,0.7212,212438,0.0281,0.5791,0.0028,0.002,0.9523,0.001,58.7018,0.0004,65.2603,2.7466,67.4974,73.3939,62.3529
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_445.cnf,1,16.0188,6.2778,6.6568,0.668,0.7167,0.0753,23.0805,0.0112,1.1319,0.6759,24.4192,0,2.3258,0.806,27.0919,26441,0.0966,0.6592,26441,0.0987,0.6377,0.0264,0.0084,0.9247,0.0083,40.9879,0.0008,41.9248,3.5633,43.3104,43.3104,41.4762
./SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,9.9142,0.2379,0.2404,0.6433,0.5832,0.6361,5.5777,0.8333,0.4472,0.5832,1.0144,0,0.0001,0.8281,0.4867,720,0.0001,0.5831,720,0.0167,0.5831,0.0083,0.0165,0.8333,0.0153,42.2841,0,45.4856,0,49.8403,50.4795,44.4574
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_060.shuffled.cnf,1,5.0653,0.3674,0.3522,0.6115,0.0445,0.2105,4.1504,0,0.082,0.0172,1.6243,0,0.2217,0.7622,1.249,936,0.7669,0.0082,936,0.0833,0.0044,0.0833,0.0629,0.0075,0.062,15.2678,0.0075,15.3845,1.3482,15.5566,15.6166,15.3743
./SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1,1202.67,0.4228,0.5642,0.2452,0.459,0.6758,822,0.798,0.5805,0.0477,9.0277,2.2979,1.0978,0.5435,2.3367,778800,0.9356,0.0136,433992,0.0027,0,0.0005,0.0001,0.9008,0,52.2176,0,59.011,1.6517,66.3478,71.4107,54.6047
./SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,627.6,0.0655,0.1526,0.0977,0.6012,0.8164,844.889,0.1575,0.3452,0.3463,2.5805,0.4144,1.4898,0.4477,0.8549,257551,0.5239,0.061,240404,0.0037,0,0.0081,0.0002,0.6133,0,21.2835,0,21.123,3.4537,23.5292,23.5292,22.4502
./SAT04/handmade/connamacher/connm-d0.02/connm-ue-csp-sat-n800-d0.02-s111845174.used-as.sat04-958.cnf,1,40.4504,0.1223,0.2905,0.2941,0.6228,0.8423,49.8299,0,0.2484,0.5709,3.4226,0.3333,1.1344,0.7239,3.2985,9601,0.1203,0.5231,9408,0.0121,0.4603,0.0136,0.0021,0.8423,0.0012,30.2186,0.0028,31.5525,2.7132,32.8864,32.8864,32.8864
./SAT04/handmade/kexu/frb-0.8/frb59-26-1.used-as.sat04-891.cnf,1,93.8727,7.2395,5.5876,0.759,0.8361,0.9463,276.616,0.9463,1.6617,0.8242,36.3003,0.04,4.4533,0.9022,43.1881,132295,0.02,0.813,130281,0.0332,0.7751,0.0037,0.0026,0.9463,0.0013,53.1291,0.0008,56.7113,2.7629,58.5497,70.3558,55.095
./SAT09/CRAFTED/edgematching/fbcolors/em_8_4_5_fbc.cnf,1,25.651,0.1237,1.6403,0.3103,0.8053,0.7631,29.0846,0.4286,0.6689,0.8262,3.5783,0.0017,1.7941,0.8095,2.5768,33572,0.3275,0.326,33572,0.0149,0.0184,0.0058,0.0023,0.8446,0.0002,32.0173,0.0001,42.1608,2.7836,44.065,75.1238,38.5
./SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf,1,41.0273,0.136,0.2134,0.2353,0.7354,0.1384,51.6197,0.0727,0.3791,0.6668,0.6452,0.0327,0.3066,0.4971,0.0708,18473,0.2024,0.6176,16559,0.0045,0,0.0203,0.003,0.0891,0.0001,16.0999,0,16.6726,2.7434,17.6421,20.1771,16.6292
./SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf,1,1.6779,0.2212,0.3675,0.8619,0.7156,0.7895,1.0574,0.7895,0.8215,0.7156,1.7588,0,0.0002,0.9023,1.4117,171,0,0.7155,171,0.1667,0.7155,0.0643,0.2086,0.7895,0.193,21.5338,0.0292,21.4455,0,21.8841,21.8841,21.8597
./SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf,1,15.161,0.372,1.6872,0.1071,0.0461,0.2739,31.6777,0.0153,0.085,0.0014,0.1959,1.0501,0.3142,0.2927,0.0464,14991,2.1952,0.0002,13521,0.001,0,0.0056,0.0009,0.0724,0.0004,8.1034,0.0001,11.8974,0.696,11.8779,16.843,9.6475
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g6.cnf,1,8.0167,0.108,0.2628,0.2957,0.3485,0.4111,12.1485,0.0337,0.3801,0.0003,11.4962,0.3723,2.5323,0.6972,13.1862,62656,1.1369,0,34419,0.0709,0,0.0733,0.0033,0.0339,0.0005,17.1846,0,20.2446,2.2503,23.1622,24.2917,20.5718
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-220-3.shuffled-as.sat05-2490.cnf,1,24.2858,0.1392,0.1451,0.219,0.0403,0.2555,24.3157,0,0.1227,0.0062,1.5759,0,0.1594,0.5213,1.06,2192,1.509,0.0007,2192,0.0193,0,0.0237,0.0039,0,0.0032,18.8785,0.0014,24.7169,0.6084,31.6487,33.892,29.4367
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-030-029.shuffled-as.sat05-1234.cnf,1,6.822,0,20.9217,0.9993,0.9236,0.729,1,0.9646,1.7386,0.9234,14.5742,0.0357,0.0164,0.9996,14.5128,24825,0.0003,0.9233,23955,0.0667,0.923,0.0035,0.0062,0.9646,0.0035,73.4946,0.0008,84.1815,0,81.5228,116.3704,76.3977
./SAT02/handmade/pehoushek/twentyvars/7cnf20_90000_90000_7.shuffled.cnf,1,2.5652,0.5272,0.4769,0.8122,0.0262,0.0685,1.9969,0,0,0.0095,2.5884,0,0.0047,0.8521,2.159,1532,0.7744,0.0078,1532,0.35,0.0022,0.3688,0.0124,0,0.0124,0,0.0196,0,1.9831,0,0,0
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf,1,32.35,0.1412,0.3167,0.8452,0.8501,0.9545,64,0.9545,1.913,0.854,49.5251,0.0313,6.4525,0.9026,58.0197,305320,0.1872,0.6826,302680,0.0246,0.1503,0.002,0.0018,0.9545,0.0011,72.2692,0.0005,84.1681,2.6088,88.8842,110.8974,79.5476
