@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC

@DATA
SAT-Race-2010-CNF/cryptography/mizh/sha0_35_3.cnf,1,0,0.0194,0.846
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-10.cnf,1,0.0001,0.193,3.568
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-08.cnf,1,0,0.0932,2.2492
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l05-ipc5-h27-unknown.cnf,1,0,0.3644,4.2382
SAT_RACE2006/SAT-Race_TS_2/narai-vpn-sat05-02s.cnf,1,0,0.3423,2.0392
SAT-Race-2010-CNF/software-verification/nec/hard-15-U-10652.cnf,1,0,0.2122,3.0943
SAT_RACE2006/SAT-Race_TS_2/hoons-vbmc-s04-07.cnf,1,0,0.4118,1.7183
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b9.cnf,1,0,0.5808,4.2466
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,0,0.3847,3.2568
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l44_lambda.cnf,1,0,0.3617,3.1575
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8b_i.cnf,1,0.0001,0.1892,3.1276
SAT_RACE2008/ibm-2002-30r-k85.cnf,1,0,0.2324,3.4396
SAT_Competition2011/SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,0.7187,0.1029,0.6474
SAT_Competition2011/SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,0,0.5808,4.2466
SAT_Competition2011/SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,0,0.1634,2.545
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/schup-l2s-motst-2-k315.cnf,1,0.0003,0.1771,2.5402
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c6n.cnf,1,0,0.1964,3.1568
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-dp11u10.cnf,1,0.0002,0.1407,2.9669
SAT_RACE2008/cmu-bmc-longmult13.cnf,1,0,0.0903,2.2837
SAT_RACE2008/mizh-md5-47-3.cnf,1,0,0.0207,0.9811
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-09.cnf,1,0,0.5132,4.0405
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-12.cnf,1,0,0.1921,3.4094
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_08_UNSAT.cnf,1,0.0145,0.2919,2.6543
SAT_Competition2011/SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,0.0006,0.1331,2.8772
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l40_lambda.cnf,1,0,0.3573,3.1773
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-term1mul.cnf,1,0,0.1588,2.0588
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq4.cnf,1,0,0.3408,4.1776
SAT-Race-2010-CNF/hardware-verification/manolios/g9bidw.cnf,1,0,0.1772,2.8139
SAT_RACE2008/mizh-md5-48-5.cnf,1,0,0.0205,0.9694
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-27.cnf,1,0.6859,0.5246,0.0208
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,0.0829,0.4032,1.4774
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxand/maxand064.cnf,1,0.0007,0.221,2.8825
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,0,0.5524,3.079
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0.0017,0.3249,1.7881
SAT-Race-2010-CNF/cryptography/mizh/md5_47_4.cnf,1,0,0.0207,0.9795
SAT_Competition2007/industrial/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,0,0.1577,2.7559
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/een-tip-sat-texas-tp-5e.cnf,1,0.0037,0.26,2.7663
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc979.cnf,1,?,?,?
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0.0004,0.2315,1.9915
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-10p1.cnf,1,0,0.2256,2.9439
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/smulo/smulo128.cnf,1,0,0.14,1.5792
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-06.cnf,1,0,0.1533,3.0833
SAT_Competition2007/industrial/industrial/grieu/vmpc_27.cnf,1,0.6859,0.5246,0.0208
SAT-Race-2010-CNF/software-verification/nec/hard-12-U-7061.cnf,1,0,0.1565,3.0545
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,0.0012,0.1438,2.4104
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?
SAT_RACE2008/ibm-2002-04r-k80.cnf,1,0,0.166,3.3371
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,0,0.2637,2.898
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-03-k70.cnf,1,0.0001,0.1647,3.2012
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.13.unsat.cnf,1,0,0.0767,2.0668
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq46_a.cnf,1,0,0.3119,3.2107
SAT_RACE2008/post-cbmc-aes-ee-r2.cnf,1,0,0.0627,2.4662
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-15-10p1.cnf,1,0,0.2222,2.9748
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,0,0.0871,1.7409
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_17_SAT.cnf,1,0.0001,0.2403,2.3006
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,0,0.1911,3.1361
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-05r-k90.cnf,1,0,0.1896,3.5313
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,0.1251,0.3748,1.5172
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-26.cnf,1,0,0.0747,1.9086
SAT_Competition2011/SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,0.0815,0.5433,3.8051
SAT_Competition2007/industrial/industrial/grieu/vmpc_34.cnf,1,0.6875,0.5274,0.2903
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,0,0.0301,1.8378
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,0,0.1645,2.0429
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-27.cnf,1,0.0001,0.1289,2.5713
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,0,0.57,4.2266
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_06_UNSAT.cnf,1,0.0114,0.3248,2.515
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,1,0,0.3584,3.1716
SAT_RACE2006/SAT-Race_TS_2/velev-sss-1.0-05.cnf,1,0,0.2019,3.6462
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,0,0.1458,2.991
SAT_RACE2008/manol-pipe-c8nidw.cnf,1,0,0.1748,2.7561
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-27r-k95.cnf,1,0.0001,0.1774,3.3709
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-g10idw.cnf,1,0,0.1721,2.7719
SAT_RACE2008/anbul-dated-5-15-u.cnf,1,0,0.2459,3.1086
SAT_Competition2011/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,0,0.249,3.7986
SAT_RACE2006/SAT-Race_TS_1/velev-vliw-uns-2.0-02.cnf,1,0,0.3185,4.0364
SAT_Competition2011/SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0,0.0784,2.1014
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,0,0.1626,3.001
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,0,0.1528,3.0313
SAT_RACE2008/cmu-bmc-barrel6.cnf,1,0,0.1338,1.4903
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,0,0.0342,1.2747
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxor/minxor128.cnf,1,0,0.1607,2.0088
SAT_RACE2008/ibm-2002-22r-k80.cnf,1,0,0.22,3.6848
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,0,0.1641,2.2843
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,0,0.2024,3.2097
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c8b_i.cnf,1,0.0001,0.1892,3.1276
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-11.cnf,1,0,0.2221,2.7545
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04.cnf,1,0.0019,0.3439,3.988
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_14_UNSAT.cnf,1,0.0001,0.2609,2.5069
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,0,0.3076,2.9827
SAT_RACE2006/SAT-Race-Benchmarks/maris-s03-gripper11.cnf,1,0.0557,0.473,1.7838
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,0,0.2293,2.8965
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-47-5.cnf,1,0,0.0207,0.9786
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,0,0.3598,1.3643
SAT-Race-2010-CNF/mixed/diagnosis/UTI-20-10p0.cnf,1,0,0.2236,2.9027
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p0.cnf,1,0,0.2256,2.8561
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-o-uns-1.0-7.cnf,1,0,0.4721,4.2533
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,1,0,0.3221,1.7972
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_07_UNSAT.cnf,1,0.002,0.3085,2.6432
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0,0.0784,2.1014
SAT_RACE2008/velev-engi-uns-1.0-4nd.cnf,1,0.0006,0.3446,4.0084
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.0028,0.1738,2.8812
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,0,0.2659,2.8874
SAT_RACE2008/velev-fvp-sat-3.0-b18.cnf,1,0.0014,0.3856,3.9795
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_33.cnf,1,0.6873,0.5271,0.2896
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,0,0.1197,2.7463
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,0,0.227,2.9565
SAT_Competition2007/industrial/industrial/grieu/vmpc_33.cnf,1,0.6873,0.5271,0.2896
SAT_RACE2006/SAT-Race-Benchmarks/hoons-vbmc-lucky7.cnf,1,0.0003,0.1359,2.5999
SAT-Race-2010-CNF/mixed/palacios/safe-30-h30-sat.cnf,1,0.0001,0.3766,4.1022
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-17-s100.cnf,1,0.0001,0.1833,2.3715
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,0.0001,0.1927,3.4699
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9.cnf,1,0,0.2031,3.3994
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c10ni_s.cnf,1,0,0.1791,2.794
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,0.0017,0.3251,1.7572
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,0,0.1641,2.2615
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0,0.2452,3.1127
SAT_RACE2006/SAT-Race-Benchmarks/velev-npe-1.0-9dlx-b71.cnf,1,0,0.3747,3.7126
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,0,0.2024,2.258
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0,0.0927,1.8815
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.1-b7.cnf,1,0,0.5141,4.0372
SAT_RACE2008/simon-s02b-r4b1k1.1.cnf,1,0,0.1386,2.4435
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h13-unsat.cnf,1,0,0.1642,3.0197
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-08.cnf,1,0,0.5892,4.2548
SAT_Competition2011/SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0,0.0189,0.8221
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-03.cnf,1,0,0.4439,3.9568
SAT_Competition2011/SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0,0.2625,2.8426
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,0,0.249,3.7986
SAT-Race-2010-CNF/mixed/grieu/vmpc_27.cnf,1,0.6859,0.5246,0.0208
SAT_Competition2011/SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,0,0.1818,2.7419
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor032.cnf,1,0.0008,0.1696,2.6553
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw.cnf,1,0,0.1754,2.8815
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,0,0.1334,2.9811
SAT_Competition2009/APPLICATION/SAT_RACE06/goldb-heqc-term1mul.cnf,1,0,0.1588,2.0588
SAT-Race-2010-CNF/software-verification/bitverif/countbitsrotate128.cnf,1,0,0.0883,1.3426
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_11_UNKNOWN.cnf,1,0.0017,0.2643,2.5209
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-col400-16.cnf,1,0.0001,0.1052,2.0674
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,0.0015,0.2672,2.3619
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-g10nid.cnf,1,0,0.1737,2.7281
SAT-Race-2010-CNF/cryptography/mizh/md5_48_1.cnf,1,0,0.0205,0.971
SAT_RACE2008/mizh-sha0-35-4.cnf,1,0,0.0194,0.8469
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-live-uns-2.0-ebuf.cnf,1,0,0.3239,4.0345
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,0,0.2554,3.0656
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-2.cnf,1,0,0.0205,0.9713
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-dp11u10.cnf,1,0.0002,0.1407,2.9669
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1138.cnf,1,0,0.0881,1.7663
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-g7nidw.cnf,1,0,0.1879,2.9736
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,1,0.0003,0.4261,1.6815
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,0.1519,0.2959,1.9147
SAT_RACE2006/SAT-Race_TS_1/grieu-vmpc-s05-24s.cnf,1,0.6857,0.5229,0.3614
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,0.6863,0.5255,0
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,0,0.1952,2.3887
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c7idw_s.cnf,1,0,0.1746,2.94
SAT_Competition2007/industrial/industrial/palacios/medium/sortnet-7-ipc5-h16-sat.cnf,1,0,0.2341,3.8206
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,0.0003,0.4264,1.6503
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,0,0.1091,2.1336
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p1.cnf,1,0,0.2247,2.9245
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-20-s100.cnf,1,0,0.1798,2.3252
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-5-17-u.cnf,1,0,0.247,3.0708
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0,0.2325,2.8898
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-16.cnf,1,0,0.04,1.3141
SAT_Competition2009/APPLICATION/SAT07/industrial/narain/clauses-8.cnf,1,0,0.3221,1.7972
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-r4b1k1.1.cnf,1,0,0.149,2.5823
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand032.cnf,1,0,0.157,2.5396
SAT_RACE2008/marijn-philips.cnf,1,0.0002,0.068,1.8379
SAT_Competition2011/SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,0,0.2324,3.4396
SAT-Race-2010-CNF/software-verification/nec/hard-10-U-9007.cnf,1,0,0.2259,3.3433
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g7nidw.cnf,1,0,0.1879,2.9736
SAT_Competition2007/industrial/industrial/grieu/vmpc_26.cnf,1,0.6858,0.524,0.0313
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1,0,0.1909,2.7473
SAT_Competition2009/APPLICATION/SAT_RACE06/mizh-sha0-36-2.cnf,1,0,0.0189,0.8229
SAT_RACE2006/SAT-Race_TS_1/velev-npe-1.0-03.cnf,1,0,0.3863,3.8171
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-22.cnf,1,0.0001,0.0504,1.4576
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,1,0,0.4033,4.2559
SAT_Competition2009/APPLICATION/SAT07/industrial/babic/xinetd/xinetd_vc56703.cnf,1,?,?,?
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04a.cnf,1,0.0006,0.3446,4.0084
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.1-07.cnf,1,0,0.4314,3.997
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,0,0.4835,4.1235
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.120-NOTKNOWN.cnf,1,0.0001,0.426,1.7403
SAT_RACE2008/manol-pipe-c6bidw_i.cnf,1,0,0.1761,2.9427
SAT_Competition2011/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0,0.4721,4.2533
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,0,0.3087,3.0266
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k80.cnf,1,0,0.2093,3.2477
SAT_RACE2006/SAT-Race-Benchmarks/een-pico-prop01-75.cnf,1,0,0.1398,2.5977
SAT_Competition2011/SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?
SAT_RACE2006/SAT-Race-Benchmarks/vange-col-inithx.i.1-cn-54.cnf,1,0,0.6241,0.6838
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf,1,0,0.2344,2.869
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,0,0.3087,3.0266
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_28.cnf,1,0.6861,0.5251,0.0178
SAT_RACE2006/SAT-Race-Benchmarks/aloul-chnl11-13.cnf,1,0.8451,0,0
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-dalumul.cnf,1,0,0.152,2.2168
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02-w08-18.cnf,1,0.0001,0.1657,3.2054
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,1,0,0.1619,2.2935
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L200_coli.sat.cnf,1,0,0.3877,1.9366
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-25.cnf,1,0,0.1275,2.5841
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/mizh-md5-47-3.cnf,1,0,0.0207,0.9811
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/medium/AProVE07-09.cnf,1,0,0.1466,2.5241
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-13-u.cnf,1,0,0.2674,2.8797
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-02.cnf,1,0,0.1174,2.7421
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f9n.cnf,1,0,0.2019,2.9581
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0,0.3389,1.2996
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,1,0,0.1104,1.9804
SAT_Competition2007/industrial/industrial/narain/clauses-10.cnf,1,0,0.3241,1.7079
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,1,0,0.1193,2.5871
SAT_Competition2007/industrial/industrial/palacios/hard/safe-50-h50-sat.cnf,1,0,0.4207,4.1321
SAT-Race-2010-CNF/hardware-verification/manolios/c9idw.cnf,1,0,0.176,2.8639
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10bi_s.cnf,1,0,0.1748,2.8998
SAT_RACE2006/SAT-Race_TS_2/goldb-heqc-k2mul.cnf,1,0,0.1598,1.9969
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/safe-30-h29-unsat.cnf,1,0,0.3775,4.1025
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-27.cnf,1,0.0001,0.1289,2.5713
SAT_Competition2007/industrial/industrial/narain/clauses-6.cnf,1,0,0.3185,1.9619
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,0,0.1312,2.6911
SAT_RACE2008/manol-pipe-c9n_i.cnf,1,0,0.1923,3.0438
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_r_sat.cnf,1,0,0.0232,1.6893
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-16.cnf,1,0,0.04,1.3141
SAT-Race-2010-CNF/hardware-verification/velev/9dlx_vliw_at_b_iq9.cnf,1,0,0.3466,4.2401
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-k2f-gr-rcs-w8.cnf,1,0.1408,0.0023,0.0896
SAT_Competition2011/SAT03/industrial/li/li-test4/li-test4-100.shuffled-as.sat03-370.cnf,1,0,0.1611,1.6395
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-24-s100.cnf,1,0,0.1835,2.3725
SAT_Competition2011/SAT_RACE08/cnf/ibm-2004-23-k100.cnf,1,0,0.2144,3.6888
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f9n.cnf,1,0,0.2019,2.9581
SAT-Race-2010-CNF/cryptography/desgen/gss-20-s100.cnf,1,0,0.1798,2.3252
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-19-k90.cnf,1,0.0001,0.1993,3.5458
SAT_Competition2011/SAT02/industrial/aloul/Homer/homer17.shuffled.cnf,1,0.7958,0,0
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,1,0,0.1025,2.0293
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,0,0.2267,2.9701
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-10.cnf,1,0,0.089,2.3058
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,0,0.2092,3.2519
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-uns-1.0-8.cnf,1,0,0.5096,4.249
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12072.cnf,1,?,?,?
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,0.0001,0.1453,2.9871
