@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC

@DATA
SAT_Competition2009/CRAFTED/sgi/new-difficult-21-168-19-90.cnf,1,9.313,0.1441,0.0007,0.0001,0
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,14.6752,0,0.042,0.042,0.042
SAT_Competition2009/CRAFTED/Hard/contest05/others/mod2c-rand3bip-sat-220-2.sat05-2489.reshuffled-07.cnf,1,24.2787,0.7698,0.1131,0.1022,0.0901
SAT_Competition2007/crafted/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,94.092,0.7664,0.1377,0.1307,0.0608
SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v400-s553296708.sat05-471.reshuffled-07.cnf,1,13.2003,0,0.0844,0.0775,0.0687
SAT_Competition2011/SAT03/handmade/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf,1,4.1538,1.1397,0.0485,0.03,0.0247
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-ukn001.sat05-3841.reshuffled-07.cnf,1,51.0761,2.1322,0.499,0.4957,0.4748
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07.cnf,1,2.8144,0,0.3832,0.3831,0.3831
SAT_Competition2011/SAT09/CRAFTED/modcircuits/mod4block_2vars_8gates_u2.cnf,1,12.0877,1.5069,0.0424,0.0024,0
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i8_pp_ci_ce.cnf,1,727.75,1.3083,0.0684,0.0294,0.0055
SAT_Competition2007/crafted/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,147.051,0.5399,0.056,0.0314,0.0252
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf,1,32.6585,0.2079,0,0,0
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i7_pp.cnf,1,320.605,1.3246,0.0693,0.0357,0.0083
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,0.283,0.4265,0.2892,0.2892,0.2892
SAT_Competition2009/CRAFTED/Hard/contest04/others/Composite-096BitPrimes-0.sat05-507.reshuffled-07.cnf,1,1134.5,0.6752,0.0906,0.0728,0.0232
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,1,23.1928,0.9131,0.1201,0.1044,0.0894
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,1,101.249,0.1182,0,0,0
SAT_Competition2007/crafted/spence/medium/s85-100.cnf,1,1.0625,0,0.3205,0.3186,0.3124
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d-0.02-s1542454144.sat05-533.reshuffled-07.cnf,1,43.4019,0.4828,0.0082,0.001,0.0005
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG7a-gensys-ukn005.sat05-3845.reshuffled-07.cnf,1,50.2924,2.1194,0.499,0.4958,0.4752
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl008.sat05-2720.reshuffled-07.cnf,1,17.3279,2.5732,0.4999,0.4995,0.4909
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,1479.3,1.0192,0.1673,0.0737,0.0442
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,23.3013,1.4986,0.3356,0.3087,0.2661
SAT_Competition2011/SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,42.8345,0.3513,0,0,0
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes5.cnf,1,33.6031,0.2593,0,0,0
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s925928766.sat05-538.reshuffled-07.cnf,1,46.2038,0.4834,0.0078,0.0009,0.0001
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-050-049.sat05-1238.reshuffled-07.cnf,1,1.055,0.1025,0.007,0.0066,0.0064
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,48.437,2.039,0.499,0.4958,0.4719
SAT_Competition2009/CRAFTED/sgi/satsgi-n19himBHm22-p0-q181.cnf,1,0.0349,0.1059,0.0715,0.0715,0.0714
SAT_Competition2009/CRAFTED/parity-games/instance_n2_i2_pp.cnf,1,?,?,?,?,?
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,1,?,?,?,?,?
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/counting-easier-fphp-014-012.sat05-1215.reshuffled-07.cnf,1,2,0.3256,0.0382,0.0378,0.0372
SAT_Competition2009/CRAFTED/sgi/new-difficult-24-193-22-70.cnf,1,7.8324,0.1952,0,0,0
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,48.5541,0.2824,0,0,0
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-log.shuffled-as.sat03-137.cnf,1,4.4756,0.0091,0.4947,0.4945,0.4943
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-135-2.sat05-2354.reshuffled-07.cnf,1,3.4828,0,0.3832,0.3831,0.3831
SAT_Competition2009/CRAFTED/edgematching/all/em_11_3_4_all.cnf,1,45.6429,0.6775,0.0072,0.0004,0.0002
SAT_Competition2007/crafted/Hard/contest05/others/mod2c-rand3bip-sat-220-1.sat05-2488.reshuffled-07.cnf,1,24.3966,0.8555,0.1213,0.1022,0.0892
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf,1,62.6154,0.1933,0,0,0
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,21.2724,0.8401,0.1226,0.1069,0.0955
SAT_Competition2007/crafted/Hard/contest03/others/hwb-n28-01-S136611085.sat05-491.reshuffled-07.cnf,1,4.3395,1.1922,0.0484,0.0293,0.0239
SAT_Competition2009/CRAFTED/modcircuits/mod3block_3vars_9gates_restr.cnf,1,30.3247,1.4723,0.0037,0.0026,0
SAT_Competition2011/SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1,15.6916,1.6365,0.9381,0.4894,0.0261
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g2.cnf,1,33.0123,0.245,0,0,0
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen8-n320-01-S1432474240.sat05-483.reshuffled-07.cnf,1,1.0419,0.9915,0.3227,0.2746,0.2608
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-13x32.cnf,1,169.547,0.6044,0,0,0
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,1,14.6384,0.1468,0,0,0
SAT_Competition2007/crafted/spence/medium/s81-100.cnf,1,1.0634,0,0.3201,0.3185,0.3121
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g10.cnf,1,28.122,0.2614,0,0,0
SAT_Competition2009/CRAFTED/Hard/contest02/ezfact64_3.sat05-450.reshuffled-07.cnf,1,184.283,0.6191,0.0697,0.0665,0.0548
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen8-n260-03-S722413478.sat05-482.reshuffled-07.cnf,1,1.0466,0.9951,0.331,0.2849,0.2679
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-180-100.cnf,1,3.6915,0.4506,0.2295,0.2295,0.2295
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-250-3.sat05-2220.reshuffled-07.cnf,1,13.4083,0,0.042,0.042,0.042
SAT_Competition2009/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,1322.86,1.0192,0.1673,0.0737,0.0442
SAT_Competition2011/SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,15.0505,2.6115,0.4999,0.4997,0.4971
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2-rand3bip-sat/mod2-rand3bip-sat-270-1.shuffled-as.sat05-2248.cnf,1,14.1167,0,0.042,0.042,0.042
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes8.cnf,1,37.0588,0.2866,0,0,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,1.5359,0.3581,0.2417,0.2417,0.2417
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-12.sat05-2587.reshuffled-07.cnf,1,1.0048,0.251,0.3791,0.3741,0.3677
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-025.sat05-1306.reshuffled-07.cnf,1,1.3715,0.1158,0,0,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,1.0725,0.4443,0.2851,0.2851,0.2851
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,1.6498,0.6509,0.0002,0.0002,0.0002
SAT_Competition2011/SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,1997.1,1.2695,0.0653,0.0276,0.004
SAT_Competition2009/CRAFTED/parity-games/instance_n4_i4_pp_ci_ce.cnf,1,91.4822,1.2905,0.1194,0.0553,0.0116
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-clqcolor-12-07-08.sat05-1251.reshuffled-07.cnf,1,1.9766,0.8253,0.2094,0.1408,0.0221
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00090.sat05-1326.reshuffled-07.cnf,1,1.7249,1.8677,0.4741,0.4335,0.372
SAT_Competition2009/CRAFTED/Hard/contest03/others/color-18-4.sat05-443.reshuffled-07.cnf,1,66.2021,1.2688,0,0,0
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf,1,685.429,0.1647,0.3325,0.3325,0.3316
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34309.cnf,1,8406.67,0,0.3109,0.2357,0.1814
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n160-s73223945-unsat.cnf,1,1.1089,0,0.3247,0.3233,0.3207
SAT_Competition2007/crafted/Medium/contest05/others/QG8-gensys-ukn005.sat05-3584.reshuffled-07.cnf,1,23.6765,0.7151,0.5,0.4948,0
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v1375c111739g2.cnf,1,36.7059,0.236,0,0,0
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes1.cnf,1,21.9971,0.2832,0,0,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,13.3587,0.4101,0.0372,0.0372,0.0372
SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_8gates_u2_autoenc.cnf,1,11.1602,1.3929,0.0025,0.0012,0
SAT_Competition2007/crafted/Hard/contest04/others/CompositeRSA576.sat05-509.reshuffled-07.cnf,1,26048,0.6615,0.5,0.5,0.3798
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_406.cnf,1,15.5817,0.3096,0,0,0
SAT_Competition2009/CRAFTED/sgi/new-difficult-22-173-20-80.cnf,1,5.3073,0.1658,0.0001,0,0
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-fclqcolor-20-13-14.sat05-1278.reshuffled-07.cnf,1,3.4491,0.7299,0.0359,0.0103,0.0015
SAT_Competition2009/CRAFTED/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,97.3642,0.7664,0.1377,0.1307,0.0608
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i6_pp_ci_ce.cnf,1,228.033,1.2981,0.077,0.0445,0.0092
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-15-15-unsat.cnf,1,14.2109,0.3768,0.0303,0.0302,0.0302
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p30-s17570390.cnf,1,207.167,0.1259,0,0,0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-14_186.cnf,1,14.0925,0.3797,0,0,0
SAT_Competition2007/crafted/Hard/contest05/others/linvrinv6.sat05-565.reshuffled-07.cnf,1,19.4036,0.9751,0.0744,0.0491,0.0394
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf,1,32.4059,0.2972,0.3382,0.3375,0.3358
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest02-ezfact64_10.sat05-449.reshuffled-07.cnf,1,187.98,0.6185,0.0697,0.0665,0.0548
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-4x8.cnf,1,0,0.8688,0.3611,0.3611,0.3611
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_14_7_3_fbc.cnf,1,5253.83,1.0987,0.0591,0.0381,0.0046
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf,1,1680,0.1076,0.0229,0.0046,0.0005
SAT_Competition2009/CRAFTED/sgi/satsgi-n25himBHm29-p0-q290.cnf,1,0.7259,0.0842,0.0584,0.0583,0.0583
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g3.cnf,1,870.03,0.1943,0,0,0
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,1,8.5568,0.495,0.3887,0.3851,0.3494
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2071.cnf,1,55.4028,0.9982,0,0,0
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i5_pp.cnf,1,162.321,1.2933,0.0769,0.0448,0.0097
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_32_s.cnf,1,18.6995,1.5728,0.3468,0.3092,0.2516
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s111845174.sat05-536.reshuffled-07.cnf,1,49.692,0.4848,0.0079,0.0009,0.0001
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g7.cnf,1,23.6646,0.2786,0,0,0
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf,1,2,0.6033,0.1955,0.1954,0.1874
SAT_Competition2007/crafted/Hard/contest02/ezfact64_3.sat05-450.reshuffled-07.cnf,1,184.618,0.6191,0.0697,0.0665,0.0548
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_443.cnf,1,19.4,0.3344,0,0,0
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-9x13.cnf,1,0.3278,0.6811,0.0044,0.0044,0.0044
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g10.cnf,1,24.3284,0.2801,0,0,0
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-ukn003.sat05-2726.reshuffled-07.cnf,1,16.2145,2.6087,0.4999,0.4997,0.4962
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4232.cnf,1,161.7,0.345,0.0187,0.0047,0.0013
SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_9gates_u2_autoenc.cnf,1,10.4772,1.3343,0.0021,0.0008,0
SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v400-s344840348.sat05-470.reshuffled-07.cnf,1,12.9761,0,0.0841,0.077,0.0687
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-b-clqcolor-16-11-14.sat05-1261.reshuffled-07.cnf,1,3.6849,0.6522,0.1526,0.0411,0.0327
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-10-unsat.cnf,1,7.8233,0.4741,0.0529,0.0529,0.0528
SAT_Competition2007/crafted/Hard/contest03/others/bqwh.60.1080.sat05-436.reshuffled-07.cnf,1,304.936,0.3358,0.0161,0.0149,0.0137
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-2.sat05-2264.reshuffled-07.cnf,1,14.5803,0,0.042,0.042,0.042
SAT_Competition2011/SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,1,31.3631,0.0696,0.1127,0.0534,0.0238
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.02-s1099787414.sat05-542.reshuffled-07.cnf,1,68.9264,0.4842,0.0086,0.0011,0.0001
SAT_Competition2007/crafted/Hard/contest02/ezfact64_4.sat05-451.reshuffled-07.cnf,1,188.185,0.6172,0.0697,0.0665,0.0548
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-16-31-sat.cnf,1,2.6054,0.2389,0.1898,0.1897,0.1897
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hidden-k3-s0-r5-n700-02-S350203913.sat05-486.reshuffled-07.cnf,1,35.1648,0.0958,0.0654,0.0389,0.0197
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,1,23.5941,0.1582,0,0,0
SAT_Competition2011/SAT03/handmade/gomes/bqwh/bqwh.50.825.shuffled-as.sat03-1648.cnf,1,182.833,0.3209,0.0162,0.015,0.0138
SAT_Competition2009/CRAFTED/modcircuits/mod4block_3vars_7gates.cnf,1,12.6864,1.3963,0.4602,0.1594,0.0028
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_511.cnf,1,18.0877,0,0.0303,0.0101,0.0043
SAT_Competition2007/crafted/Hard/contest05/counting-php/easier-php-035-029.sat05-1179.reshuffled-07.cnf,1,13.2405,0.2546,0.1114,0.1093,0.1073
SAT_Competition2009/CRAFTED/parity-games/instance_n3_i3_pp_ci_ce.cnf,1,34.0621,1.3515,0.1382,0.0767,0.0234
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n200-s39840374-sat.cnf,1,4.0418,0.4506,0.2295,0.2295,0.2295
SAT_Competition2009/CRAFTED/edgematching/compact/em_7_4_9_cmp.cnf,1,34.9461,1.1361,0.0561,0.0145,0.0049
SAT_Competition2007/crafted/Hard/contest04/others/Composite-048BitPrimes-1.sat05-504.reshuffled-07.cnf,1,293.711,0.6911,0.0906,0.0494,0.0234
SAT_Competition2007/crafted/Hard/contest02/hgen3-v400-s344840348.sat05-470.reshuffled-07.cnf,1,13.1242,0,0.0841,0.077,0.0687
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf,1,27.7313,0.9205,0.1154,0.0997,0.0901
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_505.cnf,1,24.9812,0.321,0,0,0
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/counting-harder-php-014-013.sat05-1187.reshuffled-07.cnf,1,1,0.4379,0.1929,0.1929,0.1928
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_19_80_8-log.shuffled-as.sat03-143.cnf,1,6.1634,0.0081,0.4943,0.4937,0.4935
SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v500-s1349121860.sat05-473.reshuffled-07.cnf,1,16.0515,0,0.0844,0.0771,0.0689
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_s.cnf,1,14.4129,1.7298,0.3428,0.3105,0.2366
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl009.sat05-2721.reshuffled-07.cnf,1,15.7342,2.5765,0.4999,0.4996,0.4944
SAT_Competition2009/CRAFTED/Hard/contest05/others/linvrinv8.sat05-567.reshuffled-07.cnf,1,50.161,0.8998,0.0709,0.0676,0.0459
SAT_Competition2011/SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf,1,20.5658,0.4792,0,0,0
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.04-s1788334438.sat05-543.reshuffled-07.cnf,1,51.6262,0.4829,0.0072,0.0008,0.0001
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes3.cnf,1,58.8788,0.197,0,0,0
SAT_Competition2009/CRAFTED/edgematching/explicit/em_12_2_4_exp.cnf,1,6014.75,0.6574,0.0213,0.0087,0.0058
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-220-100.cnf,1,4.3578,0.4506,0.2295,0.2295,0.2295
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p30-s52376212.cnf,1,56.1579,0.1032,0.0326,0.0078,0.0009
SAT_Competition2009/CRAFTED/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,147.186,0.5399,0.056,0.0314,0.0252
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p15-s44266159.cnf,1,25.1972,0.2214,0,0,0
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-61-100.cnf,1,1.037,0,0.3166,0.3122,0.3046
SAT_Competition2007/crafted/Hard/contest02/ezfact64_6.sat05-453.reshuffled-07.cnf,1,186.789,0.6196,0.0697,0.0665,0.0548
SAT_Competition2007/crafted/Hard/contest03/others/999999000001nw.sat05-447.reshuffled-07.cnf,1,242.319,0.3627,0.0618,0.0552,0.0505
SAT_Competition2009/CRAFTED/Hard/contest04/others/equilarge_l2.sat05-519.reshuffled-07.cnf,1,93.9942,0.7656,0.1379,0.1307,0.06
SAT_Competition2009/CRAFTED/Difficult/contest05/others/linvrinv5.sat05-564.reshuffled-07.cnf,1,10.3871,1.0326,0.0909,0.0493,0.0299
SAT_Competition2009/CRAFTED/Hard/contest05/phnf/phnf-size10-exclusive-myciel6-cn.used-as.sat04-319.sat05-4201.reshuffled-07.cnf,1,11183.3,0.6886,0,0,0
SAT_Competition2011/SAT04/handmade/marijn/equilarge-l/equilarge_l4.used-as.sat04-896.cnf,1,90.0642,0.5897,0.1393,0.1389,0.0572
SAT_Competition2007/crafted/Hard/contest04/others/ramsey.sat05-511.reshuffled-07.cnf,1,11.4985,0,0.0005,0.0005,0.0005
SAT_Competition2011/SAT05/crafted/sorge05/QG7/dead-dnd003.shuffled-as.sat05-3109.cnf,1,13.6894,1.4978,0.0389,0.0141,0.0106
SAT_Competition2011/SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1,789.8,0.6593,0.0351,0.0269,0.009
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_528.cnf,1,14.5676,0.851,0.0233,0.011,0.0043
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_388.cnf,1,33.5903,0.3059,0,0,0
SAT_Competition2009/CRAFTED/modcircuits/mod3block_4vars_12gates_b2.cnf,1,20.0857,1.249,0.4782,0.2332,0
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p30-s30907550.cnf,1,27.0625,0.1198,0.0409,0.0159,0.0028
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-dir.shuffled-as.sat03-136.cnf,1,2.4614,0.1431,0,0,0
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/gt-ordering-unsat-gt-060.sat05-1312.reshuffled-07.cnf,1,1.6364,0.0518,0,0,0
SAT_Competition2007/crafted/Hard/contest02/hgen3-v500-s1349121860.sat05-473.reshuffled-07.cnf,1,16.0295,0,0.0844,0.0771,0.0689
SAT_Competition2007/crafted/Hard/contest02/hgen3-v400-s553296708.sat05-471.reshuffled-07.cnf,1,13.2576,0,0.0844,0.0775,0.0687
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-018-017.sat05-1231.reshuffled-07.cnf,1,1,0.2422,0.0373,0.037,0.0365
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00070.sat05-1324.reshuffled-07.cnf,1,1.2202,1.886,0.4811,0.4516,0.416
SAT_Competition2007/crafted/Difficult/contest05/QG/QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf,1,15.1623,1.5261,0.4976,0.0597,0.0314
SAT_Competition2009/CRAFTED/Hard/contest04/others/equilarge_l4.sat05-521.reshuffled-07.cnf,1,94.2215,0.7632,0.1378,0.1307,0.0598
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-unsat-gt-060.sat05-1312.reshuffled-07.cnf,1,879.4,0.0518,0,0,0
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_27_s.cnf,1,16.0752,1.7384,0.3322,0.3076,0.2631
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_80_28_70_8-dir.shuffled-as.sat03-215.cnf,1,8.985,0.1175,0,0,0
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-php-025-024.sat05-1191.reshuffled-07.cnf,1,1,0.2917,0.1452,0.1415,0.1382
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl009.sat05-3830.reshuffled-07.cnf,1,50.8705,2.0999,0.4991,0.4964,0.4796
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-b-clqcolor-16-11-14.sat05-1261.reshuffled-07.cnf,1,8.2523,0.6522,0.1521,0.039,0.0336
SAT_Competition2007/crafted/Hard/contest03/others/hwb-n26-03-S540351185.sat05-490.reshuffled-07.cnf,1,3.9494,1.2227,0.0493,0.0288,0.0239
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen8-n320-02-S1127428711.sat05-484.reshuffled-07.cnf,1,1.0471,0.9596,0.3304,0.2739,0.2572
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-brn007.sat05-2684.reshuffled-07.cnf,1,15.0371,2.572,0.4999,0.4996,0.4933
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/counting-easier-php-018-014.sat05-1175.reshuffled-07.cnf,1,4,0.4213,0.1513,0.1467,0.1424
