@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC

@DATA
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,0.0021,0.0009,0.0022,?,?,153,0.0606,0,0.187,0.708
SAT-Race-2010-CNF/software-verification/post/zfcp.cnf,1,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h32-unknown.cnf,1,0.0059,0.0055,0.0043,?,?,0,0.1508,0.0145,0.3578,0.8323
SAT_Competition2011/SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf,1,0.0044,0.0011,0.0033,?,?,0,0.0967,0,0.1552,0.2664
SAT_Competition2007/industrial/industrial/palacios/hard/safe-50-h49-unsat.cnf,1,0.0057,0.0055,0.0023,?,?,0,0.1419,0.0314,0.3038,0.5267
SAT_RACE2006/SAT-Race_TS_2/schup-l2s-s04s2-09.cnf,1,0.0045,0.0015,0.0052,0.2222,0.0026,1859,0.0555,0.0564,0.1683,0.5463
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl128.cnf,1,0.002,0.0009,0.0016,?,?,0,0.0254,0,0.2199,0.7465
SAT_Competition2011/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug6.cnf,1,0.0165,0.0083,0.0089,?,?,0,0.0571,0,0.3703,0.4933
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.080-SAT.cnf,1,0.0001,0.0001,0.0002,?,?,0,0.001,0,0.4929,0.6875
SAT_RACE2008/anbul-part-10-13-s.cnf,1,0.0001,0,0.0001,0.1556,0.0277,223,0.0161,0,0.1714,0.711
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f7idw.cnf,1,0.0018,0.0009,0.0013,?,?,334,0.0767,0,0.0208,0.1034
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.0-9.cnf,1,0.011,0.0065,0.009,?,?,0,0.0523,0,0.2162,0.5808
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.0005,0.0005,0.0007,?,?,0,0.0352,0,0.1919,0.34
SAT_RACE2006/SAT-Race-Benchmarks/schup-l2s-guid-1-k56.cnf,1,0.0011,0.0006,0.001,0.2027,0.0006,936,0.0618,0.0469,0.0735,0.3313
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11813.cnf,1,?,?,?,?,?,?,?,?,?,?
SAT-Race-2010-CNF/hardware-verification/velev/12pipe_q0_k.cnf,1,0.0048,0.0013,0.0037,?,?,0,0.0979,0,0.1092,0.1918
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,0.0037,0.0013,0.005,?,?,860,0.1085,0.2894,0.064,0.2195
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,0.0001,0.0001,0.0001,0.1403,0.0274,0,0.0138,0,0.1847,0.6525
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L150_coli.sat.cnf,1,0.0013,0.001,0.0025,?,?,0,0.0724,0,0.0191,0.0509
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-ss-8.cnf,1,0.003,0.002,0.0089,0.1276,0.0048,730,0.0658,0.7519,0.1102,0.3353
SAT_Competition2011/SAT_RACE08/cnf/manol-pipe-c6bidw_i.cnf,1,0.007,0.0026,0.0071,?,?,460,0.0795,0.2442,0.0367,0.1818
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-08.cnf,1,0.0281,0.0244,0.02,0.2519,0.0059,1782,0.0541,0.0207,0.1081,0.5319
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-2_14-k45.cnf,1,0.001,0.0006,0.001,?,?,833,0.0549,0.2112,0.0435,0.1198
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray08_32.cnf,1,0.0016,0.0009,0.0017,0.1523,0.0314,373,0.0239,0.4336,0.0671,0.36
SAT_Competition2009/APPLICATION/SAT07/industrial/babic/hsatv17/hsat_vc11803.cnf,1,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-15-u.cnf,1,0.0001,0,0.0001,0.1531,0.0258,179,0.016,0,0.1995,0.5667
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,0.0014,0.0004,0.0013,?,?,1242,0.0552,0.2601,0.0771,0.1895
SAT_RACE2008/ibm-2002-22r-k60.cnf,1,0.0008,0.0004,0.0008,?,?,829,0.0369,0,0.0206,0.1031
SAT_Competition2011/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0.0162,0.0057,0.0112,?,?,257,0.0477,0.004,0.1974,0.575
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,1,0.0162,0.0162,0.0005,?,?,0,0.0951,0,0.1874,0.4899
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray02_32.cnf,1,0.0069,0.004,0.0071,0.1547,0.0347,1073,0.0258,0.0411,0.237,0.6929
SAT_RACE2008/cmu-bmc-longmult15.cnf,1,0.0236,0.0126,0.0122,0.1375,0.0149,3845,0.0267,0.0235,0.1774,0.9438
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-04.cnf,1,0.09,0.0067,0.0074,?,?,1068,0.0447,0.0973,0.0918,0.6007
SAT_RACE2008/schup-l2s-motst-2-k315.cnf,1,0.0005,0.0002,0.0006,?,?,0,0.1013,0,0.0828,0.2505
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-15.cnf,1,0.0003,0.0002,0.0002,0.3003,0.0849,324,0.0313,0.0695,0.0324,0.0877
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-cha05-113.cnf,1,0.0153,0.0077,0.0084,?,?,830,0.0696,0.0701,0.0719,0.3598
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/total-5-17-u.cnf,1,0.0001,0.0001,0.0001,0.1431,0.0276,50,0.0149,0,0.1555,0.6285
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,1,0.0073,0.0063,0.0092,0.2751,0.0218,2552,0.0504,0.033,0.2675,0.9853
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_34.cnf,1,0.0023,0.0023,0.0013,?,?,1852,0,0.0001,0.7519,0.9256
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_13_UNSAT.cnf,1,0.0095,0.0048,0.0036,?,?,543,0.0048,0.0141,0.5535,0.7363
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-sat-1.0-b7.cnf,1,0.0065,0.0043,0.0053,?,?,0,0.0465,0,0.0141,0.0275
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq3.cnf,1,0.0234,0.012,0.024,?,?,35,0.1265,0,0.2858,0.522
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-01.cnf,1,0.0101,0.0049,0.0159,0.157,0,182,0.0964,0.0768,0.0526,0.3472
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c10nidw_s.cnf,1,0.0073,0.0036,0.0042,?,?,165,0.0758,0,0.0187,0.0567
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-sha0-35-03.cnf,1,0.0005,0.0002,0.0002,0.2563,0.0887,280,0.0308,0.0073,0.0356,0.1313
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0.0021,0.0016,0.0022,0.1715,0.0186,0,0.0331,0.1085,0.2507,0.6519
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1,0.0004,0.0004,0.0007,?,?,10,0.0971,0,0.5688,0.6957
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7nidw.cnf,1,0.0077,0.0033,0.0056,?,?,362,0.0782,0.3257,0.0322,0.0994
SAT-Race-2010-CNF/hardware-verification/ibm/2004_rb10Sd.k85.cnf,1,0.0006,0.0003,0.0006,?,?,735,0.0405,0,0.0171,0.07
SAT_Competition2007/industrial/industrial/grieu/vmpc_24.cnf,1,0.0046,0.0045,0.0026,?,?,4017,0,0.0016,0.781,0.9337
SAT-Race-2010-CNF/mixed/palacios/sortnet-8-ipc5-h19-sat.cnf,1,0.0079,0.0077,0.0052,?,?,0,0.0404,0,0.2712,0.5161
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-5-13-u.cnf,1,0.0001,0.0001,0.0001,0.158,0.0269,272,0.0164,0,0.1955,0.4909
SAT-Race-2010-CNF/hardware-verification/manolios/c8n_i.cnf,1,0.0172,0.007,0.0096,?,?,885,0.0684,0.0517,0.0875,0.4291
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,0.0032,0.0016,0.0049,?,?,0,0.0422,0,0.1187,0.1883
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.003,0.0019,0.0019,?,?,624,0.0515,0,0.0288,0.1488
SAT_Competition2011/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,0.0003,0.0002,0.0002,0.3003,0.0872,333,0.0313,0.0233,0.0329,0.0948
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.0005,0.0005,0.0008,?,?,0,0.0687,0,0.2218,0.7097
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-10-5p0.cnf,1,0.0002,0.0001,0.0002,0.1253,0.014,41,0.0193,0,0.2258,0.5719
SAT_Competition2011/SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,0.0018,0.0008,0.0033,?,?,1196,0.0149,0.0426,0.3208,0.4196
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/total-5-15-s.cnf,1,0.0001,0.0001,0.0001,0.1456,0.0261,150,0.0149,0,0.1628,0.6042
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.0008,0.0008,0.001,?,?,0,0.1561,0,0.3834,0.5061
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_13_UNKNOWN.cnf,1,0.0113,0.0057,0.0048,?,?,700,0.0063,0.0121,0.5938,0.8177
SAT_RACE2008/een-tip-sat-vis-eisen.cnf,1,0.0068,0.0035,0.006,0.1558,0.0159,1668,0.0386,0.0151,0.1314,0.5364
SAT_RACE2006/SAT-Race_TS_1/hoons-vbmc-s04-07.cnf,1,0.0094,0.0035,0.0168,?,?,2725,0.153,0.1576,0.1248,0.4368
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6idw_s.cnf,1,0.0064,0.0026,0.0066,?,?,234,0.0808,0.1349,0.0355,0.184
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7bidw_i.cnf,1,0.0086,0.0041,0.0065,?,?,386,0.0786,0.0125,0.0313,0.125
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,0.0076,0.0038,0.0043,?,?,542,0.0759,0,0.0183,0.0619
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-48-01.cnf,1,0.0005,0.0002,0.0002,0.2765,0.1053,408,0.0312,0.4644,0.0316,0.0814
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-f9b.cnf,1,0.0047,0.0022,0.0028,?,?,454,0.0682,0.8711,0.0431,0.2261
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0.0021,0.0016,0.0022,0.1715,0.0186,0,0.0331,0.209,0.2482,0.6938
SAT_RACE2008/ibm-2004-3_02_3-k95.cnf,1,0.0012,0.0005,0.001,?,?,667,0.0507,0.0044,0.0632,0.2383
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,0.0096,0.0057,0.0105,?,?,0,0.0784,0,0.1431,0.2222
SAT_RACE2008/post-cbmc-aes-d-r1.cnf,1,0.0209,0.0009,0.0008,?,?,429,0.0751,0.0712,0.2964,0.5093
SAT_RACE2006/SAT-Race_TS_1/schup-l2s-s04-abp4.cnf,1,0.0043,0.0025,0.0051,0.2261,0.0025,2105,0.0564,0.2409,0.1677,0.7461
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-13-s100.cnf,1,0.0021,0.0017,0.0023,0.172,0.0186,0,0.0331,0.2391,0.2744,0.694
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h34-unknown.cnf,1,0.0063,0.0059,0.0041,?,?,0,0.1512,0.0149,0.3334,0.8395
SAT-Race-2010-CNF/cryptography/mizh/sha0_35_3.cnf,1,0.0005,0.0002,0.0002,0.2563,0.0887,280,0.0308,0.0505,0.0371,0.1094
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-10.cnf,1,0.0022,0.0011,0.0023,?,?,1758,0.0226,0.0031,0.1078,0.7485
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-08.cnf,1,0.0281,0.0244,0.02,0.2519,0.0059,1782,0.0541,0.0233,0.1062,0.7177
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l05-ipc5-h27-unknown.cnf,1,0.0082,0.0076,0.0059,?,?,0,0.1632,0.0014,0.406,0.8159
SAT_RACE2006/SAT-Race_TS_2/narai-vpn-sat05-02s.cnf,1,0.0127,0.0038,0.0089,?,?,0,0.3134,0,0.3958,0.3958
SAT-Race-2010-CNF/software-verification/nec/hard-15-U-10652.cnf,1,0.0033,0.001,0.0038,?,?,0,0.0977,0,0.2016,0.5806
SAT_RACE2006/SAT-Race_TS_2/hoons-vbmc-s04-07.cnf,1,0.0094,0.0035,0.0168,?,?,2725,0.153,0.5393,0.1263,0.4317
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b9.cnf,1,0.0065,0.0043,0.0054,?,?,0,0.0465,0,0.0265,0.0265
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,0.0016,0.0014,0.0016,?,?,756,0.0538,0.3192,0.3373,0.7098
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l44_lambda.cnf,1,0.0042,0.004,0.012,?,?,2104,0.0621,0.0043,0.0742,0.3998
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8b_i.cnf,1,0.0147,0.0066,0.0082,?,?,784,0.0714,0.0532,0.0802,0.3671
SAT_RACE2008/ibm-2002-30r-k85.cnf,1,0.0003,0.0002,0.0002,?,?,75,0.0401,0,0.0793,0.1912
SAT_Competition2011/SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,0.019,0.0095,0.0745,0.1245,0.0176,4059,0.2328,0.0056,0.7629,0.951
SAT_Competition2011/SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,0.0065,0.0043,0.0054,?,?,0,0.0465,0,0.0211,0.0211
SAT_Competition2011/SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,0.0005,0.0002,0.0006,?,?,0,0.1208,0,0.0916,0.3178
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/schup-l2s-motst-2-k315.cnf,1,0.0005,0.0002,0.0006,?,?,0,0.1013,0,0.0779,0.3648
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c6n.cnf,1,0.0078,0.0033,0.0053,?,?,663,0.0716,0.0791,0.0706,0.3378
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-dp11u10.cnf,1,0.009,0.0036,0.0078,0.183,0.0094,3267,0.0429,0.0198,0.2244,0.84
SAT_RACE2008/cmu-bmc-longmult13.cnf,1,0.0294,0.0155,0.0166,0.1404,0.017,3829,0.0275,0.0216,0.2036,0.992
SAT_RACE2008/mizh-md5-47-3.cnf,1,0.0005,0.0002,0.0002,0.2768,0.1026,254,0.0312,0.0943,0.0358,0.0869
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-09.cnf,1,0.0043,0.0011,0.0033,?,?,0,0.0966,0,0.1462,0.2281
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-12.cnf,1,0.0044,0.0015,0.0032,?,?,1128,0.0423,0.0055,0.0849,0.319
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_08_UNSAT.cnf,1,0.0188,0.0095,0.0061,?,?,0,0.0055,0.0093,0.4936,0.7606
SAT_Competition2011/SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,0.038,0.0163,0.0307,0.1935,0.0493,0,0.0422,0.0408,0.4398,0.9654
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l40_lambda.cnf,1,0.0044,0.0042,0.0124,?,?,2170,0.0612,0.155,0.078,0.6091
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-term1mul.cnf,1,0.0398,0.0095,0.0124,?,?,773,0.0474,0.1689,0.1446,0.7319
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq4.cnf,1,0.0203,0.0106,0.021,?,?,0,0.1093,0,0.2173,0.6025
SAT-Race-2010-CNF/hardware-verification/manolios/g9bidw.cnf,1,0.0036,0.0015,0.0023,?,?,372,0.0744,0.866,0.0304,0.1131
SAT_RACE2008/mizh-md5-48-5.cnf,1,0.0005,0.0002,0.0002,0.2764,0.1053,333,0.0312,0.0819,0.0346,0.0922
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-27.cnf,1,0.0036,0.0036,0.0021,?,?,1387,0,0.0211,0.751,0.9333
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,0.0127,0.0124,0.0047,?,?,2551,0.0108,0.1351,0.2491,0.6876
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxand/maxand064.cnf,1,0.0196,0.0039,0.0155,?,?,1211,0.0862,0.0065,0.1909,0.8301
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,0.0006,0.0006,0.0007,?,?,0,0.1322,0,0.331,0.4651
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0.0002,0.0002,0.0002,?,?,10,0.0011,0,0.468,0.7714
SAT-Race-2010-CNF/cryptography/mizh/md5_47_4.cnf,1,0.0005,0.0002,0.0002,0.2768,0.1053,379,0.0312,0.0204,0.0365,0.0874
SAT_Competition2007/industrial/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,0.0115,0.0095,0.0103,?,?,919,0.0676,0.1975,0.1246,0.7911
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/een-tip-sat-texas-tp-5e.cnf,1,0.1263,0.0737,0.1105,0.2697,0.1242,0,0.0736,0.0912,0.6393,0.972
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc979.cnf,1,?,?,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0.0081,0.0041,0.0044,?,?,0,0.0098,0.0092,0.6514,0.8474
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-10p1.cnf,1,0.0001,0,0.0001,?,?,0,0.0191,0,0.1895,0.6175
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/smulo/smulo128.cnf,1,0.0024,0.0015,0.002,?,?,0,0.034,0,0.0316,0.0526
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-06.cnf,1,0.1799,0.005,0.0069,?,?,1353,0.053,0.0123,0.0871,0.3716
SAT_Competition2007/industrial/industrial/grieu/vmpc_27.cnf,1,0.0036,0.0036,0.0021,?,?,1387,0,0.008,0.7612,0.9404
SAT-Race-2010-CNF/software-verification/nec/hard-12-U-7061.cnf,1,0.0093,0.004,0.0079,?,?,0,0.1269,0,0.16,0.4988
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,0.0034,0.0017,0.0081,0.2051,0.0465,0,0.0426,0.0873,0.5462,0.9804
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?,?,?,?,?,?
SAT_RACE2008/ibm-2002-04r-k80.cnf,1,0.0007,0.0002,0.0005,?,?,1295,0.0321,0,0.0661,0.647
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,0.0001,0,0.0001,0.1507,0.0258,179,0.0159,0,0.2656,0.7872
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-03-k70.cnf,1,0.0016,0.0007,0.0012,?,?,1143,0.0428,0.186,0.0736,0.1955
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.13.unsat.cnf,1,0.0047,0.0045,0.0066,0.2704,0.0127,924,0.0481,0.0469,0.2094,0.9401
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq46_a.cnf,1,0.0043,0.0021,0.0053,?,?,0,0.0467,0,0.3026,0.6081
SAT_RACE2008/post-cbmc-aes-ee-r2.cnf,1,0.0172,0.0007,0.0002,?,?,584,0.0783,0.0846,0.0522,0.1645
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-15-10p1.cnf,1,0.0001,0.0001,0.0001,?,?,3,0.0169,0,0.1667,0.4724
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,0.0038,0.0015,0.0024,?,?,664,0.0362,0,0.0578,0.246
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_17_SAT.cnf,1,0.0084,0.0043,0.0041,?,?,104,0.0093,0.0129,0.6679,0.7646
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,0.0043,0.0014,0.0028,0.2095,0.0102,0,0.1101,0.176,0.0703,0.8252
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-05r-k90.cnf,1,0.0004,0.0002,0.0004,?,?,1160,0.022,0,0.0302,0.3443
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,0.0129,0.0124,0.0077,?,?,1800,0.0187,0.053,0.3219,0.7129
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-26.cnf,1,0.0164,0.016,0.0128,?,?,1054,0.0435,0.2279,0.0462,0.2
SAT_Competition2011/SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,0.0438,0.0284,0.0503,0.1682,0.0101,0,0.0399,0.0057,0.424,0.952
SAT_Competition2007/industrial/industrial/grieu/vmpc_34.cnf,1,0.0023,0.0023,0.0013,?,?,1852,0,0.0002,0.808,0.9412
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,0.001,0.0006,0.0007,?,?,0,0.0432,0.2458,0.2271,0.5196
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,0.0032,0.0011,0.0032,?,?,919,0.0855,0.2875,0.073,0.2432
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-27.cnf,1,0.1557,0.1203,0.0746,?,?,1309,0.0438,0.0848,0.1386,0.9359
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,0.0078,0.005,0.0064,?,?,0,0.0511,0,0.4532,0.4532
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_06_UNSAT.cnf,1,0.0252,0.0129,0.0076,?,?,4651,0.0027,0.0035,0.4782,0.8291
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,1,0.0043,0.0042,0.0123,?,?,2274,0.0614,0.022,0.0768,0.5881
SAT_RACE2006/SAT-Race_TS_2/velev-sss-1.0-05.cnf,1,0.0597,0.0262,0.0651,?,?,2135,0.0289,0.0059,0.4058,0.978
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,0.0011,0.0004,0.001,0.1381,0.0201,904,0.0397,0.4153,0.0263,0.0978
SAT_RACE2008/manol-pipe-c8nidw.cnf,1,0.0065,0.0032,0.0041,?,?,408,0.077,0,0.0203,0.0654
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-27r-k95.cnf,1,0.0009,0.0004,0.0009,?,?,519,0.0434,0.5816,0.0652,0.2308
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-g10idw.cnf,1,0.0025,0.0013,0.0017,?,?,242,0.0752,0.0802,0.0287,0.1325
SAT_RACE2008/anbul-dated-5-15-u.cnf,1,0.0001,0.0001,0.0001,0.1489,0.0291,120,0.015,0,0.161,0.6685
SAT_Competition2011/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,0.0079,0.0077,0.0052,?,?,0,0.0404,0,0.2492,0.5203
SAT_RACE2006/SAT-Race_TS_1/velev-vliw-uns-2.0-02.cnf,1,0.0292,0.0149,0.0308,?,?,41,0.0631,0,0.2999,0.6582
SAT_Competition2011/SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.006,0.0055,0.008,0.2698,0.0179,1800,0.0492,0.0381,0.2529,0.9885
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,0.0144,0.0109,0.0117,?,?,0,0.0902,0,0.1429,0.3234
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,0.0094,0.0041,0.0076,?,?,0,0.0482,0,0.1487,0.7313
